"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","493833","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","A. C. Cervi","A. C. Cervi","3696","1992","05","11","South America","Brazil","Paraná","Morretes","Estrada da Graciosa","-48.9","-25.6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493833","NY00493833_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","493819","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","M. H. Nee","P. K. H. Dusén","12145","1911","09","06","South America","Brazil","Paraná","Ipiranga","Desvio Ypiranga","-50.5842","-25.0242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493819","NY00493819_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 12:39:00-03","NY","NYBG","493817","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta",NA,NA,"M. V. Peron","797","1989","07","17","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sítio Sophronites","-42.5311","-22.2819","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493817","NY00493817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 12:39:00-03","NY","NYBG","493823","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta",NA,NA,"B. D. Sucre","2927","1968","05","05","South America","Brazil","São Paulo",NA,"Reserva Florestal da Bocaina","-44.676361","-22.842145","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493823","NY00493823_01","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 12:39:00-03","NY","NYBG","493824","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta",NA,NA,"R. Reitz","12683","1962","04","20","South America","Brazil","Santa Catarina","Papanduva","Serra do Espigao","-50.1442","-26.3706","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493824","NY00493824_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 12:39:00-03","NY","NYBG","493812","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta",NA,NA,"H. C. de Lima","3404","1988","07","18","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores","-42.5311","-22.2819","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493812","NY00493812_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","493829","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","M. H. Nee","R. Reitz","4246","1957","05","26","South America","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca","-48.8456","-26.3044","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493829","NY00493829_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","493837","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.",NA,"Z. A. Trinta","898","1964","09","20","South America","Brazil","Rio de Janeiro","Rio Claro","Entre Rio Claro e Passa Três","-44.1356","-22.7233","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493837","NY00493837_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","493814","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.",NA,"J. G. Stutts","773","1980","09","20","South America","Brazil","Rio de Janeiro","Petrópolis","Sontana Rio. Estrada dos Eucalyptus. Fazenda Ingleso","-43.1783","-22.505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493814","NY00493814_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","493830","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","M. H. Nee","R. Reitz","6699","1958","05","01","South America","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493830","NY00493830_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 12:39:00-03","NY","NYBG","493826","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta",NA,NA,"R. Reitz","8898","1959","06","26","South America","Brazil","Santa Catarina","Rio do Sul","Alto Matador, Rio do Sul","-49.563988","-27.247405","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493826","NY00493826_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 16:41:00-03","NY","NYBG","493809","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta",NA,"M. S. Marchioretto","Altamiro","5","1945","10","18","South America","Brazil","Rio de Janeiro","Itatiaia","Km 2, estrada para Maromba","-44.5631","-22.4961","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493809","NY00493809_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","493564","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","M. S. Marchioretto","M. Conde-Silva","201","1985","09","12","South America","Brazil","Rio de Janeiro","Piraí","Estaçao Ecológica de Piraí","-43.8981","-22.6294","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493564","NY00493564_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 12:39:00-03","NY","NYBG","493827","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta",NA,NA,"R. M. Klein","1481","1955","07","26","South America","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493827","NY00493827_01","15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1033202","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","(Mart.) Kuntze","M. H. Nee","Y. E. J. Mexia","5047","1930","09","13","South America","Brazil","Minas Gerais",NA,"Viçosa. Fazenda de Aguada.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216405' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033202","NY01033202_01","660","660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","487276","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","M. S. Marchioretto","Altamiro","5","1945","10","18","South America","Brazil","Rio de Janeiro","Itatiaia","Km 2. Estrada p/ Maromba","-44.5631","-22.4961","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=257252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487276","NY00487276_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","487277","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","M. S. Marchioretto","P. K. H. Dusén","15431","1914","08","24","South America","Brazil","Paraná","Lapa","Volta Grande","-49.7156","-25.7697","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=257247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487277","NY00487277_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","493832","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","T. M. Pedersen","G. G. Hatschbach","45534","1982","10","08","South America","Brazil","Rio de Janeiro","Resende","Rod. BR-254 (mun. Eng°. Passos)","-44.4467","-22.4692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493832","NY00493832_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","493828","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","M. H. Nee","R. M. Klein","414","1953","04","02","South America","Brazil","Santa Catarina",NA,"Anitápolis, Palhoça","-49.128424","-27.903779","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493828","NY00493828_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","493838","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.",NA,"G. G. Hatschbach","41542","1976","05","26","South America","Brazil","Paraná","Morretes","Estr. da Graciosa, Grota Funda","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493838","NY00493838_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 12:39:00-03","NY","NYBG","493816","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta",NA,NA,"E. Santos","205","1961","07","09","South America","Brazil","Rio de Janeiro",NA,"Parque Nacional da Serra dos Orgaos, entre o abrigo 2 e 3",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493816","NY00493816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","493811","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.",NA,"Luíz","52","1937","09",NA,"South America","Brazil","Rio de Janeiro","Itatiaia","Serra do Itatiaia, Caminho Rio Bonito","-44.538264","-22.457589","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493811","NY00493811_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 00:24:00-03","NY","NYBG","1033510","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta",NA,"M. S. Marchioretto","P. von Luetzelburg","6450",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1222189' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033510","NY01033510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","493813","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.",NA,"G. G. Hatschbach","32141","1973","06","07","South America","Brazil","Paraná","Morretes","Ferradura","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493813","NY00493813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","33203","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.",NA,"Paiva, A.M.","425","2010","09","11",NA,"Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Água Fria e brejo",NA,NA,NA,NA,"BOTU033203",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:28:45-03","UFRJ","RFA","19088","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","J.C. Siqueira","P. Occhioni","8460","1978","01","25",NA,"Brasil","Paraná","Paraná","Próximo Paranaguá. Estrada Graciosa - Curitiba. Grota funda.",NA,NA,NA,"Flor espiga branca","RFA15990",NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:28:45-03","UFRJ","RFA","24325","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","C. M. Vieira","F. M. de B. Pereira","372","2000","05","01",NA,"Brasil","Minas Gerais","Itamonte","Distrito Dois irmãos, Comarca de Itanhandú, Fazenda Dois Irmãos","-44.653611","-22.239167",NA,"trepadeira de flores amarelas, comum no local","RFA32242",NA,"1400","1400","44º39'13''W","22º14'21''S","2000","05","20",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:18:46-03","UFRJ","RFA","24889","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","Josafá C. de Siqueira","F.B. Pereira","16/25","2000","08","06",NA,"Brasil","Rio de Janeiro","Sapucaia","3 Distrito Fazenda Selo Verde","-42.843056","-22.077222",NA,"Trepadeira, folhas verdes; flores brancas, rara no local","RFA32278",NA,"750","750","42º50'35''W","22º4'38''S","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-13 09:18:46-03","UFRJ","RFA","24890","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","Josafá C. de Siqueira","Flávio de Britto Pereira","17/25","2000","08","06",NA,"Brasil","Rio de Janeiro","Sapucaia","mata ciliar sobre solo argiloso, luminosidade média","-42.843056","-22.077222",NA,"Trepadeira, folhas verdes, flores amarelas, rara no local","RFA32259",NA,"744","744","42º50'35''W","22º4'38''S","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:28:45-03","UFRJ","RFA","5435","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","J. C. Siqueira","P. Occhioni","742","1946","10","29",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos. Morro Assú","-43.2075004577637","-22.9027996063232",NA,"Escandente; flores cremes","RFA25705",NA,NA,NA,NA,NA,"2004",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:28:45-03","UFRJ","RFA","13635","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","J. C. Siqueira","Nabor Imaguire","561","1971","06","02",NA,"Brasil","Paraná","Morretes","Fazenda Guaratuba","-48.834400177002","-25.476900100708",NA,"Planta abundante de regular frequencia","RFA12315",NA,NA,NA,NA,NA,"2004",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:28:45-03","UFRJ","RFA","6381","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","T. M. Pedersen","P. Occhioni","1258","1950","09","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Serra dos Órgãos","-43.2075004577637","-22.9027996063232",NA,NA,"RFA26355",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:28:45-03","UFRJ","RFA","19294","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","J. C. Siqueira","C.M. Rizzini; E. M. Occhioni 447","129","1978","07","16",NA,"Brasil","Rio de Janeiro","Teresópolis","Matas da Cascata dos Amores","-42.9655990600586","-22.4122009277344",NA,"Subarbusto. Flores esverdeadas","RFA16102",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-13 09:18:46-03","UFRJ","RFA","6585","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","J.C. Siqueira","R. Reitz; R.M. Klein","4283","1957","06","14",NA,"Brasil","Santa Catarina","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,"Liana; flor branca","RFA26464",NA,NA,NA,NA,NA,"2004",NA,NA,"21797","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-26 18:06:52-03","CPAN-UFMS","COR","780","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","Padre J. Siqueira","Almeida Rego","609","1986","07","26",NA,"Brasil","Mato Grosso do Sul","Corumbá","Lagoa do Jacadigo. Planície.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-26 18:06:52-03","CPAN-UFMS","COR","12434","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Hebanthe","pulverulenta","Hebanthe pulverulenta","Mart.","Josafá C. Siqueira","Damasceno Junior, G.A. & Gonçalves, P. V.","1907","2000","08","31",NA,"Brasil","Mato Grosso do Sul","Ladário","Rancho do Sr. Buguinho e arredores - Faz São Marcelo. Mata semidecídua- Mata ciliar do córrego Bandalta; argiloso com afloramento de rochas; Morro.","-57.6016998291016","-19.0046997070312",NA,"Com Flor: creme",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
