"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","typeStatus","recordNumber","imagecode","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"11","2020-06-22 11:08:27-03","IPA","IPA","28853","S","Plantae","Leguminosae-Pap.","Galactia","marginalis","Galactia marginalis","Andrade-Lima","Southern America","Brasil",NA,NA,NA,"IPA0028853","Plantae",NA,NA,"Benth.",NA,"6852",NA,"Bossi, F.","1972","02","13","Rio Grande do Sul","Quaraí",NA,"-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,NA,NA,"1999","07","20","74636","auto",NA,NA,NA
"12","2019-08-27 13:29:30-03","IAP","PACA-AGP","4227","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Rambo, B.",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis subdumetosis Fenofase: flor","PACA004227","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1941","01","15","RS","Barra do Quaraí",NA,"-57.5546989440918","-30.2071990966797","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","42332","auto",NA,NA,NA
"13","2019-08-27 13:29:30-03","IAP","PACA-AGP","109609","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","N. R. Bastos",NA,"Brasil",NA,NA,NA,"PACA109609","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,NA,"1992","11","07","RS","Guaíba","Faz. Maximiliano.","-51.3250007629395","-30.113899230957","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA
"14","2019-08-27 13:29:30-03","IAP","PACA-AGP","8356","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Emrich, K.",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA008356","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1941","12","01","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","29946","auto",NA,NA,NA
"15","2019-08-27 13:29:30-03","IAP","PACA-AGP","52501","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Rambo, B.",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA052501","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1948","01","22","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","29946","auto",NA,NA,NA
"16","2019-08-27 13:29:30-03","IAP","PACA-AGP","2150","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Rambo, B.",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA002150","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1935","11","17","RS","Porto Alegre","Vila Manresa, Morro da Glória","-51.2299995422363","-30.0331001281738","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","29946","auto",NA,NA,NA
"17","2019-08-27 13:29:30-03","IAP","PACA-AGP","3930","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Rambo, B.",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: fruto submaturo","PACA003930","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1941","01","12","RS","Santana do Livramento","Morro Vigia","-55.5327987670898","-30.8908004760742","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","79795","auto",NA,NA,NA
"18","2019-08-27 13:29:30-03","IAP","PACA-AGP","1370","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Rambo, B.",NA,"Brasil",NA,NA,"Fenofase: flor","PACA001370","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo",NA,NA,NA,"RS",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15",NA,NA,NA,NA,NA
"19","2019-08-27 13:29:30-03","IAP","PACA-AGP","4693","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Rambo, B.",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in rupestribus dumetosis Fenofase: fruto aperto","PACA004693","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1941","03","10","RS",NA,"Salto Mucunan fl. Uruguay",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15",NA,NA,NA,NA,NA
"20","2019-08-27 13:29:30-03","IAP","PACA-AGP","2698","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Emrich, K.",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA002698","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1942","06","02","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","29946","auto",NA,NA,NA
"21","2019-08-27 13:29:30-03","IAP","PACA-AGP","11040","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Emrich, K.",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA011040","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1943",NA,NA,"RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","29946","auto",NA,NA,NA
"22","2019-08-27 13:29:30-03","IAP","PACA-AGP","10182","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Emrich, K.",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in campestribus siccis graminosis Fenofase: flor e fruto semievoluto","PACA010182","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1942","03","01","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","29946","auto",NA,NA,NA
"23","2019-08-27 13:29:30-03","IAP","PACA-AGP","29411","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Rambo, B.",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor e fruto maturo","PACA029411","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1945","11","07","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","29946","auto",NA,NA,NA
"24","2019-08-27 13:29:30-03","IAP","PACA-AGP","26270","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Rambo, B.",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA026270","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1945","01",NA,"RS","Quaraí","Faz. do Jarau","-56.4514007568359","-30.3875007629395","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","74636","auto",NA,NA,NA
"25","2019-08-27 13:29:30-03","IAP","PACA-AGP","25028","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","A. Reckziegel",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis subdumetosis Fenofase: flor","PACA025028","Magnoliophyta","Fagales",NA,"Benth.",NA,NA,NA,"Emrich-Rambo","1943",NA,NA,"RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172","Magnoliatae",NA,NA,NA,NA,NA,"1954","08","15","10287","auto",NA,NA,NA
"26","2020-02-27 16:43:55-03","UFSC","CTBS","68","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Iganci, João Ricardo Vieira & Heiden, Gustavo et al.",NA,"Brasil",NA,"ICN: 172188","Flores rosa, frequente.",NA,NA,NA,NA,"Benth.",NA,"565",NA,"Iganci, J.R.V.","2008","12","16","Rio Grande do Sul","Soledade","BR 386, Km 254. Próx. Ponte Arroio Tatim.","-52.438333","-28.855556",NA,NA,"52°26'18W","28°51'20S","628","628","2008","12","16",NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035812","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","C. B. Poliquesi; E. Barbosa",NA,"Brazil",NA,NA,"Xilopodifera, flor lilas.",NA,"Magnoliophyta","Fabales",NA,"Benth.",NA,"195695",NA,"G. Hatschbach","1991","10","23","Paraná",NA,"Ponta Grossa.","-50.15","-25.0833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-25 12:11:57-03","UFSM","SMDB","4202","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Machado, LAZ; et al.",NA,"Brasil",NA,NA,NA,"SMDB004202",NA,NA,NA,"Benth.",NA,"1474",NA,"Machado, LAZ; Picolini.","1991","03","31","Rio Grande do Sul","Bagé",NA,"-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,"1991","05","31","74087","auto",NA,NA,NA
"29","2019-11-25 12:11:57-03","UFSM","SMDB","4205","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Machado, LAZ; et al.",NA,"Brasil",NA,NA,NA,"SMDB004205",NA,NA,NA,"Benth.",NA,"1419",NA,"Machado, LAZ; Picolini.","1991","03","30","Rio Grande do Sul","Lavras do Sul",NA,"-53.8950004577637","-30.8131008148193",NA,NA,NA,NA,NA,NA,"1991","05","31","76406","auto",NA,NA,NA
"30","2019-11-25 12:11:57-03","UFSM","SMDB","4201","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Machado, LAZ",NA,"Brasil",NA,NA,NA,"SMDB004201",NA,NA,NA,"Benth.",NA,"1604",NA,"Machado, LAZ","1991","12","06","Rio Grande do Sul","Pedro Osório",NA,"-52.823299407959","-31.864200592041",NA,NA,NA,NA,NA,NA,"1991","07","29","30944","auto",NA,NA,NA
"31","2019-11-25 12:11:57-03","UFSM","SMDB","4206","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Machado, LAZ; et al.",NA,"Brasil",NA,NA,NA,"SMDB004206",NA,NA,NA,"Benth.",NA,"1439",NA,"Machado, LAZ; Picolini.","1991","03","30","Rio Grande do Sul","Bagé",NA,"-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,"1991","05","31","74087","auto",NA,NA,NA
"32","2019-11-25 12:11:57-03","UFSM","SMDB","4207","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Machado, LAZ; et al.",NA,"Brasil",NA,NA,NA,"SMDB004207",NA,NA,NA,"Benth.",NA,"1442",NA,"Machado, LAZ; Picolini.","1991","03","30","Rio Grande do Sul","Bagé",NA,"-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,"1991","05","31","74087","auto",NA,NA,NA
"33","2019-11-25 12:11:57-03","UFSM","SMDB","4203","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Machado, LAZ; et al.",NA,"Brasil",NA,NA,NA,"SMDB004203",NA,NA,NA,"Benth.",NA,"686",NA,"Machado, LAZ; Picolini.","1990","12","08","Rio Grande do Sul","Piratini",NA,"-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,NA,NA,"1991","05","31","62286","auto",NA,NA,NA
"34","2019-11-25 12:11:57-03","UFSM","SMDB","4210","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Machado, LAZ",NA,"Brasil",NA,NA,NA,"SMDB004210",NA,NA,NA,"Benth.",NA,"1566",NA,"Machado, LAZ","1991","11","01","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA
"35","2019-11-25 12:11:57-03","UFSM","SMDB","4204","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Machado, LAZ; et al.",NA,"Brasil",NA,NA,NA,"SMDB004204",NA,NA,NA,"Benth.",NA,"1405",NA,"Machado, LAZ; Picolini.","1991","03","29","Rio Grande do Sul","São Gabriel",NA,"-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,NA,"1991","05","31","56206","auto",NA,NA,NA
"36","2019-11-25 12:11:57-03","UFSM","SMDB","4208","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Machado, LAZ; et al.",NA,"Brasil",NA,NA,NA,"SMDB004208",NA,NA,NA,"Benth.",NA,"1389",NA,"Machado, LAZ; Picolini.","1991","03","29","Rio Grande do Sul","São Gabriel",NA,"-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,NA,"1991","05","31","56206","auto",NA,NA,NA
"37","2019-11-25 12:11:57-03","UFSM","SMDB","4209","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Machado, LAZ; et al.",NA,"Brasil",NA,NA,NA,"SMDB004209",NA,NA,NA,"Benth.",NA,"1343",NA,"Machado, LAZ; Picolini.","1991","03","29","Rio Grande do Sul","São Gabriel",NA,"-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,NA,"1991","05","31","56206","auto",NA,NA,NA
"38","2020-12-21 16:26:31-03","MBM","MBM","56543","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Pedersen, T.M.","Southern America","Brazil",NA,NA,NA,"MBM056543",NA,NA,NA,"Benth.",NA,"11464","MBM056543","Pedersen, T.M.",NA,NA,NA,"Rio Grande do Sul","Bagé","Rod. BR-153, km 104-105","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA
"39","2020-12-21 16:26:31-03","MBM","MBM","23915","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Krapovickas, A.; et al.; et al.","Southern America","Argentina",NA,NA,NA,"MBM023915",NA,NA,NA,"Benth.",NA,"20934","MBM023915","Burkart, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:26:31-03","MBM","MBM","56551","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Pedersen, T.M.","Southern America","Uruguay",NA,NA,NA,"MBM056551",NA,NA,NA,"Benth.",NA,"11588","MBM056551","Pedersen, T.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-28 18:08:19-03","MNHN","RECOLNAT_MNHN_P","P00758327","PreservedSpecimen",NA,"Fabaceae","Galactia","marginalis","Galactia marginalis","Saint-Hilaire, A. de",NA,"Uruguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758327' target='other'> <mi>dwc_moreinfo</mi></a>","P00758327",NA,NA,NA,"Benth.",NA,NA,"P00758327_01","Bentham",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2388",NA,NA
"42","2017-01-23 13:55:39-02","MNHN","RECOLNAT_MNHN_P","P02752489","PreservedSpecimen",NA,"Fabaceae","Galactia","marginalis","Galactia marginalis","Nadeaud, J.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02752489' target='other'> <mi>dwc_moreinfo</mi></a>","P02752489",NA,NA,NA,"Benth.",NA,NA,"P02752489_01",NA,NA,NA,NA,NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-04 02:09:46-03","MNHN","RECOLNAT_MNHN_P","P02752490","PreservedSpecimen",NA,"Fabaceae","Galactia","marginalis","Galactia marginalis","Nadeaud, J.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02752490' target='other'> <mi>dwc_moreinfo</mi></a>","P02752490",NA,NA,NA,"Benth.",NA,NA,"P02752490_01",NA,NA,NA,NA,NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2012-10-02 22:40:00-03","MO","MOBOT","100529623","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","J.R.I. Wood","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Wood 20331",NA,NA,NA,NA,NA,"Santa Cruz",NA,"Protected due to name conservation status",NA,NA,NA,NA,NA,NA,"1771.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2014-10-25 05:33:00-02","MO","MOBOT","2192389","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Raúl Pozner|Manuel J. Belgrano","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Pozner 191",NA,"Ulibarri, E. A.","2004","1","13","San Luis","Chacabuco","Protected due to name conservation status","-65.03","-32.97",NA,NA,NA,NA,"1170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2011-06-21 05:21:00-03","MO","MOBOT","2192394","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Luis Ariza Espinar","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Ariza Espinar 1518",NA,"Ariza Espinar, L.","1961","10","27","Córdoba","Punilla","Protected due to name conservation status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2011-03-25 20:20:00-03","MO","MOBOT","2247806","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Andrea A. Cocucci|A.N. Sérsic|N. Hempel|A. Dafni|J. Nattero|M. Moré|S. Benítez Vieyra|A. Fluegge","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Cocucci 2918",NA,"Cocucci, A. A.",NA,NA,NA,"Entre Ríos","Colón","Protected due to name conservation status","-58.21","-31.87",NA,NA,NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2012-05-09 05:09:00-03","MO","MOBOT","2247826","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","G.J. Seijo|V.G. Solís Neffa|D. Hojsgaard|J. Chillan","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Seijo 2798",NA,"Seijo, G. J., //","2002","1","21","Salta","La Capital","Protected due to name conservation status","-65.44","-24.77",NA,NA,NA,NA,"1254.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-03-19 14:59:00-03","MO","MOBOT","2261466","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Teodoro Rojas","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Rojas 12645",NA,NA,"1945","5","5","Ñeembucú",NA,"Protected due to name conservation status","-58.12","-26.6",NA,NA,NA,NA,"45.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2016-11-15 05:15:00-02","MO","MOBOT","2339973","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Antonio C. Krapovickas|G.J. Seijo","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Krapovickas 47562",NA,"Seijo, G. J., //","1998","11","25","Córdoba","Río Cuarto","Protected due to name conservation status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2012-05-09 05:10:00-03","MO","MOBOT","2339991","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","J.R. Daviña","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Daviña 402",NA,NA,NA,NA,NA,"Corrientes","Capital","Protected due to name conservation status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2018-05-17 05:29:00-03","MO","MOBOT","2340025","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Roberto Kiesling|María E. Múlgura|M. Mónica Ponce","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Kiesling 4712",NA,"Gómez Sosa, E. V.","1984","11","20","San Luis","Pringles","Protected due to name conservation status",NA,NA,NA,NA,NA,NA,"1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
