"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"16","2020-06-29 11:32:32-03","UFRJ","RFA","24220","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","A.Quinet","F.M.de B.Pereira","253","2000","04","17",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Fazenda do Matão","-42.6530990600586","-22.4624996185303",NA,"Habito: Árvore","RFA29410",NA,NA,NA,NA,"32671","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:48:51-03","EAO","IAN","18398","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Glaziou, AFM","11826",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN018398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:48:51-03","EAO","IAN","5297","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Glaziou, AFM","11826",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN005297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:48:51-03","EAO","IAN","103760","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","Kuhlmann, JG","Kuhlmann, JG","502","1931","05","08","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá, Barragem Camorim. Mata de serra.","-43.2075004577637","-22.9027996063232",NA,"Árvore de 10-12m.","IAN103760",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:32:11-03","NBC","NL-BOTANY","L.4286794","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Spada J",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4286794 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4286794","NL-L4286794",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 10:32:11-03","NBC","NL-BOTANY","L.4286795","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Spada J",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4286795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4286795","NL-L4286795",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2015-07-02 14:04:12-03","JBP","HPL","3399","S","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","M.S. Ferrucci","H. Lorenzi","4863","2004","06","24",NA,"Brasil","SP","Campinas","Coletada no IAC, perto do prédio de botânica.","-47.06","-22.9",NA,NA,NA,NA,"2009","05","16","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:32:45-03","IAP","PACA-AGP","103670","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"D.S. Farias","271","1994","06","17",NA,"Brasil","RJ","Silva Jardim","Reserva Biológica de Poço das Antas, trilha, direita após a Casa do Morcego.","-42.25","-22.5",NA,"arv. 11 m alt.; flores panículas terminais brancas&nf;RB 329037 Hábito: arbórea","PACA103670",NA,NA,NA,NA,NA,NA,"42°15'00W","22°30'00S",NA,NA,"Magnoliatae",NA,NA,NA,NA
"24","2021-03-01 16:40:42-03","UNICAMP","UEC","166835","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","Tamashiro, JY","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1147","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia, Parcela K.","-45.067778","-23.325556",NA,"K1291 Árvore, ca. 24 m, com frutos.; Floresta Ombrófila Densa Montana.","UEC039828","UEC039828","2009",NA,NA,NA,NA,"-45.067778","-23.325556","1065","1093",NA,NA,NA,NA,NA
"25","2021-03-01 16:40:42-03","UNICAMP","UEC","166739","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","Tamashiro, JY","Padgurschi, MCG; Tamashiro, JY; Belinello, R","314","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.068333","-23.325278",NA,"K0353 Árvore, ca. 13 m, sem flores ou frutos. Abundância: 3 ind ha-1.","UEC039974","UEC039974","2009",NA,NA,NA,NA,"-45.068333","-23.325278","1059","1093",NA,NA,NA,NA,NA
"26","2021-03-01 16:40:42-03","UNICAMP","UEC","158006","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Pessoa, SVA","982","1999","05","27",NA,"Brazil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta, Fragmento E. Área FE3b.","-41.233333","-22.566667",NA,"Indivíduo 0873. Árvore, 18m de altura, hieliófila. Folhas discolores verdes, botões florais c/ cálice e corola alvacente, ind. FE 621. DAP 26. Altura: 18.","UEC015630","UEC015630",NA,NA,NA,NA,NA,"-41.233333","-22.566667",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:40:42-03","UNICAMP","UEC","170726","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","Sanchez, M","Sanchez, M; Belinello, R; Pedroni, F; Laps, RR","1801","1997","05","29",NA,"Brazil","São Paulo","Ubatuba","Brasil, São Paulo, Ubatuba, Picinguaba.","-44.816944","-23.3025",NA,"Árvore 827 com. m de altura, com botões e flores.; Mata Atlântica de Encosta, Morro do Corisco.","UEC059089","UEC059089",NA,NA,NA,NA,NA,"-44.816944","-23.3025","600","600",NA,NA,NA,NA,NA
"28","2021-03-01 16:40:42-03","UNICAMP","UEC","200454","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","Coelho, LRG","Pereira, LS; Belinello, R; Gomes, JAMA","N107","2007","12",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 18 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica","UEC158026","UEC158026","2010",NA,NA,NA,NA,"-45.183333","-23.4","990","1045",NA,NA,NA,NA,NA
"29","2021-03-01 16:40:42-03","UNICAMP","UEC","187180","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"s/ coletor","03","2014","07","30",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia.","-45.516667","-23.371389",NA,"Árvore.; Floresta Ombrófila Densa Montana.","UEC116686","UEC116686",NA,NA,NA,NA,NA,"-45.516667","-23.371389","741","741",NA,NA,NA,NA,NA
"30","2021-03-01 16:40:42-03","UNICAMP","UEC","50005","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","Ferrucci, MS","Leitão Filho, HF; Tamashiro, JY; Rodrigues, RR; et al.","18748","1986","11","05",NA,"Brazil","São Paulo","Guarujá","Rodovia Guarujá - Bertioga Km 19, Trilha da prainha branca.","-46.25","-23.9899997711182",NA,"Árvore até 9m, em frutificação.; Em mata.","UEC160036","UEC160036","1997",NA,NA,"18989","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-19 12:41:04-03","UFOP","OUPR","33775","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Pessoa, S.V.A.; Almeida, E.S.","901","1998","05","27",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas, Fragmento B. Área FB.","-42.25","-22.5",NA,"Árvore, ca. 10m altura, heliófila, folhas discolores verdes, face adaxial com pelos ferrugineos, botões florais verdes com pêlos ferrugíneos. Indivíduo 2110. Proj.: Programa Mata Atlântica - PETROBRAS/MACARTHUR FOUDATION.",NA,NA,NA,NA,NA,NA,NA,"-42.25","-22.5",NA,NA,NA,NA,NA,NA,NA
"32","2019-06-27 10:26:46-03","UFES","VIES","7614","S","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","3947","1992","10","15",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 135 - Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007614","VIES007614",NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 09:32:14-03","UFRRJ","RBR","33214","S","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","G.V. Somner, M.S. Ferrucci","W.W. Thomas","723","1992","12","08",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Ecológica","-40.6002998352051","-19.9356002807617",NA,NA,"RBR00033214",NA,"2009","03","23","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 09:32:14-03","UFRRJ","RBR","34179","S","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","A.F. Nunes","A.F. Nunes","10","2009","05","23",NA,"Brasil","Rio de Janeiro","Tinguá","Instituto Zoobotânico de Morro Azul, Engenheiro Paulo de Frontin, Morro Azul do Tingua, estrada do Pau-ferro. Trilha dos Quatis, início da trilha da mata Reserva Biológica do Tinguá",NA,NA,NA,NA,"RBR00034179",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:32:14-03","UFRRJ","RBR","34554","S","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","A.F. Nunes","A.F. Nunes","68","2010","06","03",NA,"Brasil","Rio de Janeiro","Tinguá","Instituto Zoobotânico de Morro Azul, Engenheiro Paulo de Frontin, Morro Azul do Tingua, estrada do Pau-ferro. Trilha dos Quatis, início da trilha da mata, subindo, lado direito, após do ponto 4 Reserva Biológica do Tinguá",NA,NA,NA,NA,"RBR00034554",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 09:32:14-03","UFRRJ","RBR","34555","S","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","A.F. Nunes","A.F. Nunes","72","2010","06","13",NA,"Brasil","Rio de Janeiro","Tinguá","Insituto Zoobotânico de Morro Azul, Engenheiro Paulo de Frontin, Morro Azul do Tingua, estrada do Pau-ferro. Trilha dos Quatis, início da trilha da mata, subindo, lado direito, após do ponto 4 Reserva Biológica do Tinguá",NA,NA,NA,NA,"RBR00034555",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 09:32:14-03","UFRRJ","RBR","34627","S","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","A.F. Nunes","A.F. Nunes","77","2010","07","15",NA,"Brasil","Rio de Janeiro","Tinguá","Instituto Zoobotânico de Morro Azul, Engenheiro Paulo de Frontin, Morro Azul do Tingua, estrada do Pau-ferro. Trilha dos Quatis, início da trilha da mata, subindo lado esquerdo, no ponto das armadilhas entomológicas Reserva Biológica do Tinguá",NA,NA,NA,NA,"RBR00034627",NA,"2010","07","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 09:32:14-03","UFRRJ","RBR","33274","S","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","G.V. Somner","O.J. Pereira","3947","1992","07","15",NA,"Brasil","Espírito Santo","Conceição da Barra","Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"RBR00033274",NA,"1997","12","01","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:44:26-03","MBM","MBM","347413","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Pessoa, S.V.A.","982","1999","05","27","Southern America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Fragmento E. Área FE3b","-42.3917007446289","-22.6508007049561",NA,"Indivíduo 0873. Árvore, 18m de altura, heliófila. Folhas discolores verdes, botões florais c/ cálice verde e corola alvacenta. DAP 26","MBM347413","MBM347413",NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-01 15:33:10-03","PUC-RIO","FCAB","7787","PreservedSpecimen","Plantae",NA,"Angiospermae","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","G.V. Freire","J.M. Freire; R.R. Oliveira; B.L. Rosendo","570","2010","05","23",NA,"Brasil","Rio de Janeiro","Camorim","Maciço da Pedra Branca 9.5","-75.02425","-66.291389",NA,"Árvore com 10 m de altura, com 23/24 cm de CAP. Bifurcada.","FCAB007787",NA,NA,NA,NA,NA,NA,"-75.02425","-66.291389","450","450",NA,NA,NA,NA,NA
"41","2019-08-15 09:04:17-03","UESC","UESC","11621","S","Plantae","Angiospermae","Florideophycidae","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R.Perdiz","Perdiz, R.de O.","675","2010","05","07",NA,"Brasil","Bahia","Camacan",NA,"-39.568333","-15.396111",NA,"Árvore de 20m de altura.","UESC0011621",NA,"2010","12",NA,NA,NA,"39W34'6''","15S23'46''",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"42","2005-11-16 17:03:12-02","MNHN","RECOLNAT_MNHN_P","P00481837","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Glaziou, A.",NA,"1880","3","23",NA,"Brésil",NA,NA,"Serra dos Orgaos",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00481837' target='other'> <mi>dwc_moreinfo</mi></a>","P00481837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11825",NA,NA,NA
"43","2015-10-12 05:40:09-03","MNHN","RECOLNAT_MNHN_P","P02297400","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Glaziou, A.",NA,"1868","4","2",NA,"Brésil",NA,NA,"Tijuca, Morro de Fazenda, Prov. de R.J.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297400' target='other'> <mi>dwc_moreinfo</mi></a>","P02297400","P02297400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2517","syntype",NA,NA
"44","2015-10-16 07:26:58-03","MNHN","RECOLNAT_MNHN_P","P02297401","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Glaziou, A.",NA,"1868","4","2",NA,"Brésil",NA,NA,"Tijuca, Morro de Fazenda, Prov. de R.J.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297401' target='other'> <mi>dwc_moreinfo</mi></a>","P02297401","P02297401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2517","syntype",NA,NA
"45","2015-10-12 05:40:55-03","MNHN","RECOLNAT_MNHN_P","P02297403","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Glaziou, A.",NA,"1880","3","28",NA,"Brésil",NA,NA,"Rio Soberbo, à Barreira dos Orgaos (Rio janeiro)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297403' target='other'> <mi>dwc_moreinfo</mi></a>","P02297403","P02297403_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11826","syntype",NA,NA
"46","2015-10-16 03:38:54-03","MNHN","RECOLNAT_MNHN_P","P02297404","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Glaziou, A.",NA,"1880","3","28",NA,"Brésil",NA,NA,"Rio Soberbo, à Barreira dos Orgaos (Rio janeiro)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297404' target='other'> <mi>dwc_moreinfo</mi></a>","P02297404","P02297404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11826","syntype",NA,NA
"47","2015-09-04 19:43:11-03","MNHN","RECOLNAT_MNHN_P","P06671780","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Glaziou, A.",NA,"1880","3","23",NA,"Brasil","Rio de Janeiro",NA,"Brésil (Rio Jan.) Serra dos Órgãos.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671780' target='other'> <mi>dwc_moreinfo</mi></a>","P06671780","P06671780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11825",NA,NA,NA
