"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"102","2020-09-12 05:00:02-03","US","US","1545642","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"S. Venturi","South America","Argentina","Tucumán",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"8839","1929","4","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"103","2020-09-12 05:00:02-03","US","US","2883270","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"T. M. Pedersen","South America","Paraguay","Misiones",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"3285","1955","2","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"104","2020-09-12 05:00:02-03","US","US","1421034","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"S. Venturi","South America","Argentina","Tucumán",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"1839","1922","4","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"105","2020-09-12 05:00:02-03","US","US","1545623","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"S. Venturi","South America","Argentina","Tucumán",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"2857","1924","2","17","Burruyaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"106","2020-09-12 05:00:02-03","US","US","1574549","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"A. L. Cabrera","South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"2710","1933","1","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"107","2020-09-12 05:00:02-03","US","US","1459547","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"A. L. Cabrera","South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"4951","1939","1","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"108","2020-09-02 16:34:58-03","Cenargen","CEN","39825","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","cf. fastor","Habenaria cf. fastor",NA,"Domingos Antônio Folli",NA,"Brasil","ES","Reserva natural da CRVD. Estrada: Gávea km 6,1","Exsicatas",NA,"Aquática, nativo, botão verde, flor verde com estames amarelos, exsudação seiva incolor. Doação do Herbário CVRD, nº registro 4971","CEN00039825",NA,NA,"Lindl. ex Warm.","J. A. N. Batista","2334","1994","06","14","LINHARES","-40.0722007751465","-19.3910999298096",NA,NA,"CEN00039825","2001",NA,NA,"11","48094","auto",NA,NA,NA,NA,"1",NA
"109","2020-09-02 16:34:59-03","Cenargen","CEN","46034","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"João Aguiar Nogueira Batista",NA,"Brasil","DF","Área entre a QI-17 do Lago Sul e a quadra 25 do Setor de Mansões Park Way, próximo ao Córrego do Gama.","Exsicatas",NA,"Erva terrestre, em campo inundado com alguns buritis, mais ou menos próximo a borda da mata do córrego do Gama. Solo hidromórfico, escuro, com água sobre e superfície. Área queimada; coberutra granimosa densa e alta. Sem flores boas, com frutos em desenvolvimento. Sépalos verdes. Flora do Brasil - Distrito Federal - Brasília.","CEN00046034",NA,NA,"Gill. ex Lindl.","J. A. N. Batista","1320","2002","12","14","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00046034","2002",NA,NA,"12","70570","auto",NA,NA,NA,NA,"1",NA
"110","2020-09-02 16:34:59-03","Cenargen","CEN","18231","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"João Aguiar Nogueira Batista",NA,"Brasil","DF","Reserva Ecológica do Guará.","Exsicatas",NA,"Observado uma grande população,crescendo tanto nas bordas da mata ciliar inundada, quanto no campo inundado circundante. Área queimada durante a seca.","CEN00018231",NA,NA,"Gill. ex Lindl.","J. A. N. Batista","344","1992","10","18","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00018231 CEN00018231_1","1992",NA,NA,"10","70570","auto",NA,NA,NA,NA,"1",NA
"111","2020-09-02 16:34:59-03","Cenargen","CEN","34438","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"João Aguiar Nogueira Batista",NA,"Brasil","GO","Chapada dos Veadeiros, 23 km do entroncamento com a GO - 118, na estrada em direção a São Jorge e Colinas do Sul, campo e mata em área de fazenda a esquerda da estrada.","Exsicatas",NA,"Campo com Buritis e Eriocaulaceas na borda de mata ciliar área anteriormente queimada, observado somente tres exemplares em floração, sépalos com a face externa verde-claro, a face interna verde meio esbranquiçados os laterais não reflexos pétalos e labelo com base branca e os segmentos do labelo não reflexos projetados para frente, demais informações na exsicatas, Doação Flora do Brasil - Estado de Goiás","CEN00034438",NA,NA,"Gill. ex Lindl.","J. A. N. Batista","948","1999","10","12","COLINAS DO SUL","-48.0783004760742","-14.1513996124268",NA,NA,"CEN00034438 CEN00034438_1","1999",NA,NA,"10","58154","auto",NA,NA,NA,NA,"1",NA
"112","2020-09-02 16:34:59-03","Cenargen","CEN","65779","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Aécio Amaral-Santos",NA,"Brasil","GO","Estrada Colinas do Sul - Niquelândia, 1 km após a ponte sobre o rio Tocantinzinho á direita.","Exsicatas",NA,"Área de Influência da UHE Serra da Mesa.","CEN00065779",NA,NA,"Gill. ex Lindl.","J. A. N. Batista","535","1999","10","28","NIQUELANDIA","-48.4597015380859","-14.4738998413086",NA,NA,"CEN00065779","1999",NA,NA,"10","74171","auto",NA,NA,NA,NA,"3",NA
"113","2020-09-02 16:34:59-03","Cenargen","CEN","15000","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"João Aguiar Nogueira Batista",NA,"Brasil","DF","Reserva Ecológica do Guará.","Exsicatas",NA,"Planta vigorosa com ca. 60-70cm de altura. Campo inundado na borda de mata de galeria. Área não atingida pelo fogo. Há uma população, razoavelmente, grande no local.","CEN00015000",NA,NA,"Gill. ex Lindl.","J. A. N. Batista","128","1990","10","20","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00015000","1993",NA,NA,"02","70570","auto",NA,NA,NA,NA,"1",NA
"114","2020-09-02 16:34:59-03","Cenargen","CEN","14999","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"João Aguiar Nogueira Batista",NA,"Brasil","DF","Reserva Ecológica do Guará.","Exsicatas",NA,"Campo úmido próximo de mata. Planta com ca. 75 cm de altura. Sépalos verde claro. Pétalos e labelo branco-esverdeados.","CEN00014999",NA,NA,"Gill. ex Lindl.","J. A. N. Batista & L. B. Bianchetti","215","1991","11","11","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00014999","1993",NA,NA,"02","70570","auto",NA,NA,NA,NA,"1",NA
"115","2020-09-02 16:35:07-03","Cenargen","CEN","30551","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Eduardo G. Gonçalves",NA,"Brasil",NA,"BR 135, próximo de redenção do Gurgueia","Exsicatas",NA,"Em margem de riacho, dentro dágua. Doação Flora do Brasil - Estado da Bahia","CEN00030551",NA,NA,"Ridl.","J. A. N. Batista","175","1998","01","22",NA,NA,NA,NA,NA,"CEN00030551","2020",NA,NA,"01",NA,NA,NA,NA,NA,NA,"1",NA
"116","2020-09-02 16:35:07-03","Cenargen","CEN","33158","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"João Aguiar Nogueira Batista",NA,"Brasil","BA","As margens do Rio Branco, um pouco acima da ponte. Primeiro rio após o Rio de Janeiro (Cachoeira Acaba Vidas) indo em direção a Cotia. Cerca de 100 km NE de Barreiras.","Exsicatas",NA,"Encontrada preferencialmente nos bolsões de água mais ou menos parada formados as margens do rio, mas também nos pontos mais rasos na margem do rio, com água corrente. Sempre dentro dágua, até em locais cerca de 0,5-1 m de profundidade. Em plena floração, observado somente um ou outro exemplar com as flores boas, a grande maioria das plantas apresentavam os frutos em desenvolvimento. Sépalos branco-esverdeado com as nervuras destacadas em verde. Pétalose labelo completamente brancos. Antera branco-creme, com uma mancha marrom próxima ao ápice. Rostelo e estigma verde-claros. Calcar branco na base, passando gradativamente para o verde-claro no ápice. Ovário verde-claro. Doação da Flora do Brasil - Estado da Bahia.","CEN00033158",NA,NA,"Ridl.","J. A. N. Batista","869","1999","02","09","BARREIRAS","-44.9900016784668","-12.1527996063232",NA,NA,"CEN00033158 CEN00033158_1 CEN00033158_2 CEN00033158_3","2020",NA,NA,"01","152720","auto",NA,NA,NA,NA,"1",NA
"117","2020-09-02 16:35:07-03","Cenargen","CEN","7078","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Alba Evangelista Ramos",NA,"Brasil","DF","Lagoa Bonita. Ca. de 30 km a NE de Brasília.","Exsicatas",NA,"Flores branco-esverdeadas. Doação da Fundação Zoobotânica do Distrito Federal - Herbário Ezechias Paulo Heringer - Plantas do Brasil.","CEN00007078",NA,NA,"Ridl.","J. A. N. Batista","179","1983","01","21","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00007078","2020",NA,NA,"01","70570","auto",NA,NA,NA,NA,"1",NA
"118","2020-09-02 16:35:07-03","Cenargen","CEN","32588","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"João Aguiar Nogueira Batista",NA,"Brasil","DF","Lagoa Bonita (Reserva Ecológica da Águas Emendadas). Próximo ao ponto de onde sai o córrego da lagoa, na área dos antigos tanques de psicultura.","Exsicatas",NA,"Na margem ou mesmo vários metros dentro da lagoa, sempre dentro d'água, té a profundidade de cerca de 0,5 m. Na face sudeste da lagoa, sempre em locais com a vegetação aquática e arbustiva bem desenvolvida. Não observada na face leste da lagoa, que é mais descampada. Em início de floração, a grande maioria dos exemplares observados apresentavam a inflorescência em crescimento, somente um ou outro com as flores já abertas. Sépalos brancos com as nervuras destacadas em verde. Pétalos e labelo completamente brancos. Coluna banco-esverdeada, anteras amarelo-claro, estigma verde. Calcar com a base branca, passando gradativamente par o verde até o ápice. Ovário verde. Doação da Flora do Brasil - Brasília - Distrito Federal.","CEN00032588",NA,NA,"Ridl.","J. A. N. Batista","848","1999","01","06","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00032588 CEN00032588_1","2020",NA,NA,"01","70570","auto",NA,NA,NA,NA,"1",NA
"119","2020-09-02 16:35:07-03","Cenargen","CEN","39826","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Domingos Antônio Folli",NA,"Brasil","ES","Reserva Natural da CVRD - Linhares - ES - Brasil","Exsicatas",NA,"Erva aquática crescendo a beira do Rio Barra Seca. Botão verde claro. Doação do Herbário CVRD (5094). Reserva Natural da Vale do Rio Doce - Linhares, Espírito Santo.","CEN00039826",NA,NA,"Ridl.","J. A. N. Batista","2457","1995","01","05","LINHARES","-40.0722007751465","-19.3910999298096",NA,NA,"CEN00039826 CEN00039826_1","2020",NA,NA,"01","48094","auto",NA,NA,NA,NA,"1",NA
"120","2020-09-02 16:35:07-03","Cenargen","CEN","36215","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Claudio Nicoletti de Fraga",NA,"Brasil","ES","Urussuquara, Vale do Suruaca.","Exsicatas",NA,"Terrestre, ca. 1m de altura. Flores brancas com calca verde imbutido nas brácteas. Frutos verdes acastanhados. Doação MBML nº 13685","CEN00036215",NA,NA,"Ridl.","J. A. N. Batista","580","2000","02","24","LINHARES","-40.0722007751465","-19.3910999298096",NA,NA,"CEN00036215","2020",NA,NA,"01","48094","auto",NA,NA,NA,NA,"1",NA
"121","2020-09-02 16:35:07-03","Cenargen","CEN","34759","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"João Aguiar Nogueira Batista",NA,"Brasil","BA","As margens do Rio Branco cerca de 29, km após o entroncamento com a BR -020, na estrada em direção a Cotia. Cerca de 90 km a NO de Barreiras.","Exsicatas",NA,"Em meio as graminéas crescendo dentro dágua as margens de pequena lagoa marginal ao rio. Imediatamente acima e a direita da ponte sobre o rio. Área completamente alagada. Plantas com cerca de 1/3 a 1/2 do caule crescendo submerso. Em plena floração. Sépalos externamente verde-esbranquiçado, com as margens brancas e as nervuras destacadas em verde um pouco mais forte. Internamente brancos ou branco-creme com as nervuras ligeiramente destacadas em verde-claro. Pétalos e labelo completamente brancos (branco puro). Anteras amarelas. Conectivo entre as anteras verde claro. Aurículos brancos. Rostelo e estigma branco-creme. Calcar branco da base até o meio, para o ápice esverdeado. ovário verde. Doação da Flora do Brasil - Estado da Bahia","CEN00034759",NA,NA,"Ridl.","J. A. N. Batista","1040","2000","01","24","BARREIRAS","-44.9900016784668","-12.1527996063232",NA,NA,"CEN00034759 CEN00034759_1","2020",NA,NA,"01","152720","auto",NA,NA,NA,NA,"1",NA
"122","2020-09-02 16:35:07-03","Cenargen","CEN","18142","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"João Aguiar Nogueira Batista",NA,"Brasil","DF","Mata do Acampamento.","Exsicatas",NA,"Observado uma pequena população com cerca de 5 exemplares. Planta muito pouco frequente, ao longo de um trecho bastante extenso percorrido, só observado este conjunto. Plantas cresciam praticamente dentro d'água, terreno com uma lâmina de água corrente sobre a superfície. Tamanho do calcar - 14cm.","CEN00018142",NA,NA,"Ridl.","J. A. N. Batista","253","1992","01","19","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00018142","2020",NA,NA,"01","70570","auto",NA,NA,NA,NA,"1",NA
"123","2020-09-02 16:35:07-03","Cenargen","CEN","101009","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"João Aguiar Nogueira Batista",NA,"Brasil","MG","BR - 265. Cerca de 4.4 km leste de Itutinga.","Exsicatas",NA,"Crescendo dentro d'agua em lagoa a margem da estrada. Em plena floração. Doação do Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 120070.","CEN00101009",NA,NA,"Ridl.","J. A. N. Batista","2389","2008","01","14","NAZARENO","-44.611400604248","-21.2164001464844","849","849","CEN00101009","2020",NA,NA,"01","15209","auto",NA,NA,NA,NA,"1",NA
"124","2020-09-02 16:35:07-03","Cenargen","CEN","64245","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Vali Joana Pott",NA,"Brasil","MS","Local próximo do Retiro, próximo ao brejo de Cyperus gigantens.","Exsicatas",NA,"Baceiro de Oxycaryun cubense, assentado no córrego. Doação do Herbário HMS (834) - Herbário Mato Grosso Do Sul. EMBRAPA Gado de Corte. Projeto: CNPq- borda oeste.","CEN00064245",NA,NA,"Ridl.","J. A. N. Batista","5035","2001","11","25","CORUMBA","-57.6533012390137","-19.0091991424561",NA,NA,"CEN00064245","2020",NA,NA,"01","295160","auto",NA,NA,NA,NA,"1",NA
"125","2021-03-25 13:53:06-03","UNIVILLE","JOI","15164","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Mancinelli, W.S.",NA,"Brasil","Paraná","Canyon do Guartelá.",NA,NA,"; HABITAT: campo, margens do rio; HABITO: erva","JOI015164",NA,NA,"Hoehne","Mancinelli, W. S.","1151","2010","02","15","Tibagi","-50.4136009216309","-24.5093994140625","940","940",NA,"2010",NA,NA,"02","56988","auto","15",NA,NA,NA,NA,NA
"126","2019-10-07 09:20:03-03","UEFS","HUEFS","118962","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Paixão, J.L.",NA,"Brasil","Bahia","Serra doTimbó, Duas Barras, Mata do Centro Sapucaia, área 07, frente a Fazenda de Gilson.",NA,NA,"Mata Atlântica.","HUEFS0118962","Angiospermae","Asparagales","Ridl.","J.A.N.Batista","1109","2007","03","17","Amargosa","-39.15","-13.166667",NA,NA,"HUEFS0118962","2013","39W9'0''","13S10'0''","12",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"127","2019-10-07 09:20:03-03","UEFS","HUEFS","128230","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Paixão, J.L.",NA,"Brasil","Bahia","Área de Duas Barras.",NA,NA,"Mata Atlântica.","HUEFS0128230","Angiospermae","Asparagales","Ridl.","J.A.N.Batista","1392","2007","10","19","Amargosa","-39.828889",NA,"625","625","HUEFS0128230","2013","39W49'44''","14S9'66''","12",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"128","2019-10-07 09:20:03-03","UEFS","HUEFS","13667","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Queiroz, L.P.de",NA,"Brasil","Bahia",NA,NA,NA,NA,"HUEFS0013667","Angiospermae","Asparagales","Ridl.","J.A.N.Batista","3303","1993","07","02","Maracás","-40.4308013916016","-13.4411001205444",NA,NA,"HUEFS0013667","2013",NA,NA,"12","50558","auto",NA,"Lilianae",NA,NA,NA,NA
"129","2019-07-09 12:46:53-03","F","FMNH-SEEDPLANTS","V0433385F","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"A. Krapovickas & C. L. Cristóbal","South America","Argentina",NA,NA,NA,NA,NA,"V0433385F","Spermatophyta",NA,NA,NA,"28649","1976","1","9",NA,"-64.9208","-35.3869",NA,NA,"V0433385F_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"130","2019-07-09 12:44:04-03","F","FMNH-SEEDPLANTS","V0433386F","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"C. Osten","South America","Uruguay",NA,NA,NA,NA,NA,"V0433386F","Spermatophyta",NA,NA,NA,"22184","1931","3","11",NA,"-55.7933","-32.8667",NA,NA,"V0433386F_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"131","2019-01-25 15:35:36-02","IAC","IAC","2756","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"J.E. Rombouts",NA,"Brasil","Mato Grosso","Rio Sapé",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","J.A.N. Batista","245","1938","10","10",NA,NA,NA,NA,NA,NA,"1998",NA,NA,"09",NA,NA,"10",NA,NA,NA,NA,NA
"132","2020-07-23 12:17:19-03","CEPLAC","CEPEC","142231","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Marinho, L.C.",NA,"Brasil","Bahia","Distrito de Valentim, Faz. Do Sr. Jonas (penúltima fazenda). Alagadiço anterior à fazenda.",NA,NA,"Fotos. Unicata. EXSICATA Ñ ENCONTRADA NO ACERVO!",NA,NA,NA,NA,"SpeciesLink/lacunas","1068","2015","09","06","BOA NOVA",NA,"-14.439722",NA,NA,NA,NA,"40W4'62","14S26'23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-07-23 12:17:19-03","CEPLAC","CEPEC","21173","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"R. M. Harley",NA,"Brasil","Bahia","25Km WNW da Vila Rio de Contas, ao NE da rampa baixa do Pico das Almas.",NA,NA,"EXSICATA NÃO ENCONTRADA NO ACERVO! <ll>dwc_commonname:</ll> Habenaria",NA,NA,NA,NA,"SpeciesLink/lacunas","19597","1998","09","20","RIO DE CONTAS","-41.95","-13.55",NA,NA,NA,NA,"41W57'0","13S33'0",NA,NA,NA,NA,NA,"09/02/2000",NA,NA,NA
"134","2020-07-23 12:17:19-03","CEPLAC","CEPEC","13015","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"T. S. dos Santos",NA,"Brasil","Bahia","Km 19 na Margem da Rod. Ubaitaba/Itacare.",NA,NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,NA,NA,"SpeciesLink/lacunas","3167","1978","02","14","ITACARÉ","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,"30/10/1998",NA,NA,NA
"135","2020-07-23 12:17:19-03","CEPLAC","CEPEC","10847","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"T. S. dos Santos",NA,"Brasil","Bahia","Km5 a 10 da Rod. Nilo Peçanha/Itubera.",NA,NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,NA,NA,"SpeciesLink/lacunas","2859","1975","02","19","NILO PEÇANHA","-39.1068992614746","-13.5993995666504",NA,NA,NA,NA,NA,NA,NA,"39303","auto",NA,NA,"30/10/1998",NA,NA,NA
"136","2019-12-09 10:46:11-03","UFSJ","HUFSJ","7154","S","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Mancinelli, WS",NA,"Brasil","Paraná","Canyon do Guartelá. Campo. Margens do rio.",NA,NA,"Erva. Flor verde.","HUFSJ007154",NA,NA,"Warm. ex Hoehne","Mancinelli, W","1151","2010","02","15","Tibagi","-50.4136009216309","-24.5093994140625","940","940",NA,"2010",NA,NA,"02","56988","auto","15",NA,NA,NA,NA,NA
"137","2019-12-09 10:46:12-03","UFSJ","HUFSJ","9245","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Costa, MTR; Alves, LL; Pereira, CC",NA,"Brasil","Minas Gerais","Campo rupestre imediato à estrada para Trindade, bairro Tijuco, Serra do Lenheiro.",NA,NA,"Erva terrestre com flores verdes.","HUFSJ009245",NA,NA,"Gillies ex Lindl.","Costa, MTR","942","2017","04","26","São João del-Rei","-44.485272","-21.236175","99","99",NA,"2018","-44.485272","-21.236175","10",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Heringer, EP","Southern America","Brasil","Minas Gerais","Lagoa Preta, margem do Paraopeba",NA,NA,"Aquática, planta que vive dentro da água","UB0018549","Monocotyledonae",NA,"Hoehne","Pabst, GFJ","6383","1958","04","26",NA,NA,NA,NA,NA,"UB0018549","1958",NA,NA,"05",NA,NA,"18",NA,NA,NA,NA,NA
"139","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Heringer, EP","Southern America","Brasil","Minas Gerais","Lagoa Preta, margem do Paraopeba",NA,NA,"Aquática, planta que vive dentro da água","UB0018550","Monocotyledonae",NA,"Hoehne","Pabst, GFJ","6383","1958","04","26",NA,NA,NA,NA,NA,"UB0018550","1958",NA,NA,"05",NA,NA,"18",NA,NA,NA,NA,NA
"140","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Heringer, EP","Southern America","Brasil","Minas Gerais","Lagoa Preta, margem do Paraopeba",NA,NA,"Aquática, planta que vive dentro da água","UB0018551","Monocotyledonae",NA,"Hoehne","Pabst, GFJ","6383","1958","04","26",NA,NA,NA,NA,NA,"UB0018551","1958",NA,NA,"05",NA,NA,"18",NA,NA,NA,NA,NA
"141","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Custódio Filho, A","Southern America","Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,"23º38' - 23º49' S&nf;45º52' - 45º53' W; Herbácea, flores amarelas","UB0018548","Monocotyledonae",NA,"Hoehne","Batista, JAN","204","1983","12","09","Biritiba-Mirim","-45.866667","-23.633333","890","950","UB0018548","2000","-45.866667","-23.633333","03",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Custódio Filho, A","Southern America","Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,"23º38' - 23º49' S&nf;45º52' - 45º53' W; Herbácea 50cm, tépalas creme","UB0018547","Monocotyledonae",NA,"Hoehne","Batista, JAN","2561","1986","04","19","Biritiba-Mirim","-45.866667","-23.633333","890","950","UB0018547","2000","-45.866667","-23.633333","03",NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-01 15:15:26-03","UnB","UB","7890","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Proença, CEB; Lake, A","Southern America","Brasil","Tocantins","7 km da cidade",NA,NA,"Cálice verdes; corolas secas, marrons; com até 2 cm.; Erva 0,8 x 0,15m; Campo úmido na borda da mata de galeria.","UB0018530","Monocotyledonae",NA,"Gillies ex Lindl.","Batista, JAN","1874","1997","11","14","Aliança do Tocantins","-49.166667","-12.516667",NA,NA,"UB0018530","2003","-49.166667","-12.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-01 15:15:26-03","UnB","UB","4388","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Heringer, EP","Southern America","Brasil","Distrito Federal","Atrás do Colégio La Salle, em frente ao Setor Industrial",NA,NA,"Terrestre; Cerrado","UB0019535","Monocotyledonae",NA,"Gillies ex Lindl.","Batista, JAN","10025","1963","01","10","Brasília","-47.95","-15.8","1090","1090","UB0019535","2003","-47.95","-15.8","02",NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-03 15:27:58-03","MN","R-TIPOS","32117","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana","Syntypus","Kuhlmann, J.G.",NA,"Brasil","Mato Grosso","Cabeceira do Rio Arinos",NA,NA,NA,"R000032117",NA,NA,"Hoehne","Batista, J.A.N.","125","1914","11",NA,NA,NA,NA,NA,NA,"R000032117_001","1997",NA,NA,"09",NA,NA,"08",NA,NA,NA,NA,NA
