"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"11","2021-04-05 14:24:52-03","UNESC","CRI","1240","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Vanilde Citadini- Zanette",NA,NA,NA,"V. Citadini-Zanette; et al.","1992","07","30","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","30","30","CRI000653","CRI000653","1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:24:52-03","UNESC","CRI","7583","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Marcelo R. Pasetto","2007","10","09","Marcelo Romagna Pasetto","2007","10","09","Brasil","Santa Catarina","Siderópolis","Jordão/São Pedro.","-49.424722","-28.598333","49º25'29''W","28º35'54''S","116","116","CRI000657","CRI000657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:24:52-03","UNESC","CRI","10979","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Guilherme Alves Elias","2015","04","11","Guilherme Alves Elias","2015","04","11","Brasil","Santa Catarina","Orleans","Parque Estadual Serra Furada.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","500","500","CRI000649","CRI000649_1 CRI000649_2","7","Floresta Ombrófila Densa Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:24:52-03","UNESC","CRI","11833","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Guilherme Lodetti",NA,NA,NA,"Guilherme Alves Elias; Robson dos Santos, Peterson T. Padilha & Guilherme Lodetti","2016","04","04","Brasil","Santa Catarina","Grão Pará","Parque Estadual Serra Furada.","-49.393611","-28.182222","49º23'37''W","28º10'56''S","516","516","CRI000654","CRI000654_1 CRI000654_2",NA,"Floresta Ombrófila Densa Montana Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:24:52-03","UNESC","CRI","7888","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Vanilde Citadini- Zanette","2008","04","20","Jean Gabriel Cemin","2008","03","26","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","9","9","CRI000651","CRI000651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:24:52-03","UNESC","CRI","11940","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Grão",NA,NA,NA,NA,NA,NA,NA,"CRI010079","CRI010079_1 CRI010079_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:13-03","UNESC","CRI","11791","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Guilherme Alves Elias","2016","05","16","Guilherme Alves Elias","2016","05","03","Brasil","Santa Catarina","Orleans","Grão Pará/Parque Estadual Serra Furada.","-49.288056","-28.358611","49º17'17''W","28º21'31''S","110","110","CRI000655","CRI000655_1 CRI000655_2","22","Floresta Ombrófila Densa Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1477294","PreservedSpecimen","Plantae","Arecaceae","Geonoma","meridionalis","Geonoma meridionalis","Lorenzi",NA,NA,NA,NA,"H. Lorenzi","2010","02","24","Brazil","Santa Catarina","Corupá","Colectada na estrada para Itapocu Hansa","-49.19728","-26.42867",NA,NA,"100",NA,"NY01477294","NY01477294_01","6834","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1777657' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Arecales","isotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1477295","PreservedSpecimen","Plantae","Arecaceae","Geonoma","meridionalis","Geonoma meridionalis","Lorenzi",NA,NA,NA,NA,"H. Lorenzi","2010","02","24","Brazil","Santa Catarina","Corupá","Colectada na estrada para Itapocu Hansa","-49.19728","-26.42867",NA,NA,"100",NA,"NY01477295","NY01477295_01","6834","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1777514' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Arecales","isotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:28:43-03","UNESP-IBB","BOTU","25136","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb. Rodr.","Bernacci, L.C.","2008","11",NA,"Pilla, M.A.C","2005","03","23","Brasil","São Paulo","Natividade da Serra",NA,NA,NA,"9999","9999",NA,NA,"BOTU025136","BOTU025136","122","Guaricanga: herbácea, planta alimentar e de artesanato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:10:26-03","UTFPR","DVPR","6270","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Verdi, M","2010","03","09","Verdi, M; Klettenberg, DH; Klemz, G","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasília.","-49.4575004577637","-28.5156002044678",NA,NA,"555","555","DVPR006270",NA,"3535","Arbusto.; Floresta Ombrófila Densa em estágio avançado.","Magnoliophyta",NA,NA,NA,NA,"11745","auto",NA,NA,NA,NA,NA
"22","2020-02-08 08:45:07-03","NBC","NL-BOTANY","U 0273204","PreservedSpecimen","Plantae","Palmae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","09","29","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U0273204",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273204 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Arecales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","Uw13737",NA,NA,NA
"23","2020-02-08 08:45:07-03","NBC","NL-BOTANY","U.1124029","PreservedSpecimen","Plantae","Palmae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Henderson A",NA,NA,NA,"Maas PJM; Araújo DSD de; Carauta JPP","1977","10","18","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1124029","NL-U1124029",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Arecales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0148199",NA,NA,NA
"24","2020-02-08 08:45:07-03","NBC","NL-BOTANY","U.1124030","PreservedSpecimen","Plantae","Palmae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Henderson A",NA,NA,NA,"Maas PJM; Araújo DSD de; Carauta JPP","1977","10","18","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1124030","NL-U1124030",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Arecales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0148201",NA,NA,NA
"25","2020-02-08 08:45:07-03","NBC","NL-BOTANY","U.1124031","PreservedSpecimen","Plantae","Palmae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Henderson A",NA,NA,NA,"Maas PJM; Araújo DSD de; Carauta JPP","1977","10","18","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1124031","NL-U1124031",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Arecales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0148200",NA,NA,NA
"26","2020-02-08 08:45:07-03","NBC","NL-BOTANY","U.1124032","PreservedSpecimen","Plantae","Palmae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Wessels Boer JG",NA,NA,NA,"Reitz R; Klein RM","1953","11","02","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1124032","NL-U1124032",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124032 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Arecales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0148202",NA,NA,NA
"27","2020-02-08 08:45:07-03","NBC","NL-BOTANY","U.1124033","PreservedSpecimen","Plantae","Palmae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","09","29","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1124033","NL-U1124033",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Arecales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0148203",NA,NA,NA
"28","2020-02-08 08:45:07-03","NBC","NL-BOTANY","U.1124034","PreservedSpecimen","Plantae","Palmae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Wessels Boer JG",NA,NA,NA,"Reitz R; Klein RM","1954","07","19","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1124034","NL-U1124034",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124034 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Arecales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0148204",NA,NA,NA
"29","2020-02-08 08:45:07-03","NBC","NL-BOTANY","U.1124035","PreservedSpecimen","Plantae","Palmae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Wessels Boer JG",NA,NA,NA,"Reitz R; Klein RM","1956","08","16","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1124035","NL-U1124035",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1124035 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Arecales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0148205",NA,NA,NA
"30","2020-11-04 11:00:30-03","ESALQ","ESA","84495","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Souza, V.C.",NA,NA,NA,"Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","16","Brasil","São Paulo","Eldorado","Parque Estadual Intervales, Trilha da Cachoeira das Pedrinhas, Floresta Ombrófila Densa Montana com intensa exploração seletiva.","-48.215","-241.827","-48,215","-241,827","790","790","ESA084495","ESA084495_1 ESA084495_2","110.0","Palmeira, 2m, frutos imaturos verdes","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:00:30-03","ESALQ","ESA","80622","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Ivanauskas, N.M.",NA,NA,NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","20","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana","-475.808","-240.403","-475,808","-240,403",NA,NA,"ESA080622","ESA080622","228.0","Palmeira de subosque. Frutos imaturos verdes.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:00:30-03","ESALQ","ESA","68335","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Franco, G.A.D.C.",NA,NA,NA,"Oliveira, A.A.; Souza, S.C.P.M.; Siqueira, L.P.; M.C.Sorreano, Scalon, V.R.; Atanasio, C.; V.Bucheaneri, Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","18","Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar. Estrada Intermediária, Km 30. Floresta Ombrofila Densa de Planalto, com perturbação. Interior de floresta","-45.37","-23.41","-45.37","-23.41","600","600","ESA068335","ESA068335_1 ESA068335_2","3601.0","Estipe de 2- 3 m alt. DAP 1-2cm. Inflorescência avermelhada.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:00:30-03","ESALQ","ESA","84493","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.",NA,NA,NA,NA,"Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","2003","04","18","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales. Trilha do Rio do Carmo acima, com saída no Núcleo do Carmo em direção aos três córregos. Vegetação muito degradada por extrativismo seletivo de palmito e madeira, com poucos indivíduos de espécies finais, com sensível melhora n","-48.24","-24.18","-48.24","-24.18","530","530","ESA084493","ESA084493_1 ESA084493_2","65.0","frutos imaturos verdes e maduros roxos","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:00:30-03","ESALQ","ESA","92654","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.",NA,NA,NA,NA,"Meireles, J.E. et al.","2005","03","23","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA092654","ESA092654","207.0",NA,"Magnoliophyta",NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"35","2020-11-04 11:00:30-03","ESALQ","ESA","108261","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova",NA,"Souza, V.C. et al.",NA,NA,NA,"Cotrim, M.M.","2007","10","06","Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,"ESA108261","ESA108261",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA
"36","2020-11-04 11:00:30-03","ESALQ","ESA","68336","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Franco, G.A.D.C.",NA,NA,NA,"Oliveira, A.A.; Passold, A.J.; Nogueira, L.; Matteo, B.C.; Giarola, N.; Fonseca, M.G.; Gandolfi, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","24","Brasil","São Paulo","Mogi das Cruzes - estrada Usaca","Estrada Usaca em torno da represa Casa Grande da Sabesp - Planalto Paulistano. Floresta Ombrófila Densa de Planalto, com perturbação","-455.734","-233.917","-455,734","-233,917","800","800","ESA068336","ESA068336","3680.0","Árvore com 1,7m. Frutos imaturos verdes.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:00:30-03","ESALQ","ESA","80623","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Ivanauskas, N.M.",NA,NA,NA,"Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","21","Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo-Sete Barras (SP139, Km69). Floresta Ombrófila Densa Montana Ribeirinha (Rio Bonito).","-475.939","-24.083","-475,939","-24,083",NA,NA,"ESA080623","ESA080623","407.0","Palmeira de 2,5m de altura. Frutos negros.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:00:30-03","ESALQ","ESA","112111","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova",NA,"Assis, C.K. & Souza, V.C.",NA,NA,NA,"Cotrim, M.M.","2008","09","21","Brasil","São Paulo","Ilha do Cardoso",NA,NA,NA,NA,NA,NA,NA,"ESA112111","ESA112111","5.0",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:00:30-03","ESALQ","ESA","84494","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Rother, D.C",NA,NA,NA,"Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","20","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha da Caçadinha, com início na estrada do Carmo","-482.509","-241.639","-482,509","-241,639","780","780","ESA084494","ESA084494_1 ESA084494_2","104.0","Palmeira de 2,5m, ramificada a 2,0m, folha de 1,0m, lâmina de 70cm","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:00:30-03","ESALQ","ESA","75385","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.",NA,NA,NA,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","12","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Branco. Floresta Altomontana sobre o divisor de água. Transição Floresta Altomontana-Floresta de encosta com campos adjacentes.","-46.42","-23.59","-46.42","-23.59","700","700","ESA075385","ESA075385_1 ESA075385_2","2166.0","Palmeira, ca. 3m alt. Raque avermelhada, frutos verdes. Interior de mata de encosta.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:00:30-03","ESALQ","ESA","68553","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Kozera, C.",NA,NA,NA,"Kozera, C. ; Kozera, O.P.","1999","05","23","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"ESA068553","ESA068553","1099.0",NA,"Magnoliophyta",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"42","2020-11-04 11:00:30-03","ESALQ","ESA","49704","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Gondim Jr., M.G.C.",NA,NA,NA,"Gondim Jr., M.G.C.","1998","04","20","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA049704","ESA049704_1 ESA049704_2 ESA049704_3 ESA049704_4 ESA049704_5","28.0",NA,"Magnoliophyta",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:00:30-03","ESALQ","ESA","69371","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova","Barb.Rodr.","Costa, D.G.A.",NA,NA,NA,"Franco, G.A.D.C. et al.","2000","04","25","Brasil","São Paulo","Salesópolis",NA,"-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"ESA069371","ESA069371","3019.0",NA,"Magnoliophyta",NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:00:30-03","ESALQ","ESA","51604","PreservedSpecimen","Plantae","Arecaceae","Geonoma","gamiova","Geonoma gamiova",NA,"Souza, V.C.",NA,NA,NA,"Marques, T.S.","2005","03","19","Brasil","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,"ESA051604","ESA051604",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA
