"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1844046","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","J. M. Pires","1950","05","28","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2135000' target='other'> <mi>dwc_moreinfo</mi></a>","NY01844046","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","2364","Tocantins","Veredão do Relampago, duas léguas de Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02704121","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","H. C. Lima","2015","03","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990756' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704121","Magnoliophyta","Fabales",NA,"Raddi",NA,"7957","Rio de Janeiro","Área de amortecimento da rebio Tinguá, estrada do Fragoso,Lagoa das Lontras, próx. a Fazenda da Prata. Mata de encosta degradada.","-43.482222","-22.519167","NY02704121_01","Miguel Pereira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","684390","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii psilonema","M. Alves","2000","06","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=823083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684390","Magnoliophyta","Fabales","psilonema","(Harms) R.S.Cowan","B. M. Torke","2074","Alagoas","Na rodovia AL-101 próximo ao mirante, a cerca de 10 km da sede do municipio, á esquerda (sentido Piaçabuçu), ao longo de estrada secundária para fazenda de canade-açúcar","-35.9327778","-9.8872222","NY00684390_01","Barra de Sao Miguel","50","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","684773","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii flaemingii","M. Kuhlmann","1939","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684773","Magnoliophyta","Fabales","flaemingii","Raddi","V. de F. Mansano",NA,"São Paulo","Estrada para Cunha, Alto da Serra, Quebra Cangalha",NA,NA,"NY00684773_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","684779","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii flaemingii","R. P. Belém","1968","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684779","Magnoliophyta","Fabales","flaemingii","Raddi","V. de F. Mansano","3609","Bahia","Margem do Rio Parod.","-40.9092","-15.5317","NY00684779_01","Encruzilhada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01048033","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","J. R. Pirani","1997","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193634' target='other'> <mi>dwc_moreinfo</mi></a>","NY01048033","Magnoliophyta","Fabales",NA,"Raddi","I. Cordeiro","3834","Minas Gerais","Estrada sobre o antigo leito da ferrovia, a 21 km da encruzilhada com a estrada nova para Rodeador e Conselheiro Mata","-44.1192","-18.3256","NY01048033_01","Monjolos","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02684721","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","M. G. da Silva","1977","05","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2950989' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684721","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","3064","Para","Rio Tecantins, Jacunds, Estagãe da antiga estrada de ferre de Tucurui",NA,NA,"NY02684721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","684781","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii flaemingii","H. C. de Lima","1987","06","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684781","Magnoliophyta","Fabales","flaemingii","Raddi","V. de F. Mansano","3024","Rio de Janeiro","Parque Estadual do Desengano, Serra da Rifa, Mata do Fulisão","-42.0081","-21.9556","NY00684781_01","Santa Maria Madalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","684780","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii flaemingii","R. P. Belém","1968","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684780","Magnoliophyta","Fabales","flaemingii","Raddi","V. de F. Mansano","3636","Bahia","Margem do Rio Pardo.","-40.9092","-15.5317","NY00684780_01","Encruzilhada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01054971","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","G. T. Prance","1964","08","10","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178485' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054971","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","58662","Tocantins","Road Estreita to Tocantinopólis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02684726","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","S. A. da M. Souza","1987","01","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2951001' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684726","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","848","Pará","Rio Xingu Reserva Indigena dos Assurinis","-52.2064018249512","-3.20333003997803","NY02684726_01","Altamira",NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02684722","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","N. A. Rosa","1983","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2950991' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684722","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","4495","Pará","Serra Norte ( Serra dos Carajás ) arredores do acampamento da jazida de cobre a 95 km da N5.","-49.1178016662598","-5.36860990524292","NY02684722_01","Marabá",NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02684730","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","U. N. Maciel","1979","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2951032' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684730","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","503","Pará","Itinga do Pará, Fazaenda Cabore. Mata de terra Firme, solo argiloso","-47.3527984619141","-2.99583005905151",NA,"Paragominas",NA,NA,"186685","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02684720","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","M. G. da Silva","1978","05","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1380186' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684720","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","3502","Pará","Rio Tocantins, Breu Branco.","-49.6725006103516","-3.76610994338989","NY02684720_01","Tucuruí",NA,NA,"59618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","625826","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","H. S. Irwin","1968","03","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00625826","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","21035","Goiás","Land of George Yunes & Cia., Rio das Lontras.","-48.22","-7.22",NA,"Aragoiâna","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1018032","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","W. W. Thomas","2002","11","04","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1246574' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018032","Magnoliophyta","Fabales",NA,"Raddi","B. M. Torke","13289","Alagoas","Usina Coruripe, Mata do Capiata. Atlantic Coastal Rain forest (Mata de Tabuleiro)","-36.2477583","-10.00514",NA,"Coruripe","130","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01054969","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","J. A. Ratter","1993","07","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178490' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054969","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","R6786","Maranhão","About 15 km N of Carolina, on back road","-47.47","-6.83","NY01054969_01","Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02684729","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","C. R. Sperling","1982","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2951029' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684729","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","5929","Para","Amza camp 4-alfa, Ca. 25 km. by road northwest of Rio Itacaú.","-50.6","-5.77","NY02684729_01",NA,"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01054970","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","J. Jangoux","1981","12","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178494' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054970","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","1746","Maranhão","Road between Estreito de Goiás and Carolina, 9 km south of Estreito.","-47.33","-6.67","NY01054970_01","Estreito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01054966","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","G. T. Prance","1964","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178484' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054966","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","58662","Tocantins","Road Estreita to Tocantinopólis.",NA,NA,"NY01054966_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02684725","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","D. C. Daly","1981","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2950999' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684725","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","1136","Para",NA,NA,NA,"NY02684725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02684724","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","S. A. da M. Souza","1987","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2950996' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684724","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","1120","Pará","Rio Zingu. fazenda dos Araras Capoeira","-52.2064018249512","-3.20333003997803","NY02684724_01","Altamira",NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","625657","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","H. S. Irwin","1968","03","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00625657","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","21035","Goiás","Land of George Yunes & Cia., Rio das Lontras.","-48.22","-7.22","NY00625657_01","Aragoiâna","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01054973","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii arumateuana","J. A. Ratter","1993","07","09","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178492' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054973","Magnoliophyta","Fabales","arumateuana","R.S.Cowan","B. M. Torke","R6786","Maranhão","About 15 km N of Carolina, on back road","-47.47","-6.83",NA,"Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","32041","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii cognata","R. P. Belém","1966","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00032041","Magnoliophyta","Fabales","cognata","R.S.Cowan",NA,"2944","Bahia","Coarací","-39.53","-14.64","NY00032041_01","Coaraci",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","684777","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii flaemingii","A. F. M. Glaziou",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684777","Magnoliophyta","Fabales","flaemingii","Raddi","V. de F. Mansano","s.n.","Rio de Janeiro",NA,NA,NA,"NY00684777_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","625584","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii flaemingii","A. P. Duarte","1961","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00625584","Magnoliophyta","Fabales","flaemingii","Raddi","B. M. Torke","5499","Rio de Janeiro","Guanabara, Fundos do Palácio das Laranjeiras.",NA,NA,"NY00625584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","625577","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii flaemingii","J. C. Mikan",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00625577","Magnoliophyta","Fabales","flaemingii","Raddi","R. S. Cowan","s.n.",NA,"Tocaje.",NA,NA,"NY00625577_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","684775","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii flaemingii","J. P. Lanna Sobrinho","1965","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684775","Magnoliophyta","Fabales","flaemingii","Raddi","V. de F. Mansano","907","Rio de Janeiro","Tijuca, Estr. da Gávea Pequena",NA,NA,"NY00684775_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-05-17 10:21:00-03","NY","NYBG","02682965","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii flaemingii","S. J. da Silva Neto","1997","08","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2946709' target='other'> <mi>dwc_moreinfo</mi></a>","NY02682965","Magnoliophyta","Fabales","flaemingii","Raddi",NA,"993","Rio de Janeiro","Rio Pedra Branca. Reserva da Petrobras","-43.266667","-22.55","NY02682965_01","Duque de Caxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","32042","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii polita","R. P. Belém","1967","01","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00032042","Magnoliophyta","Fabales","polita","R.S.Cowan",NA,"3078","Bahia","Mata costeira","-39","-14.1333","NY00032042_01","Maraú",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01055035","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii psilonema","R. de Lemos Fróes","1939","02",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178501' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055035","Magnoliophyta","Fabales","psilonema","(Harms) R.S.Cowan","B. M. Torke","11753","Maranhão","Island of São Luiz.","-44.201115","-2.577323",NA,"São Luís",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
