"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"12","2021-03-15 16:37:00-03","NY","NYBG","1016169","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","F. Chagas e Silva","1738","1994","09","01","South America","Brazil","Paraná","Londrina","Floresta Godoy.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142236' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016169","Magnoliophyta","Myrtales","(Cambess.) Rotman",NA,"-51.1628","-23.3106","NY01016169_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 15:15:00-03","NY","NYBG","616930","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","C. Osten","18003","1924","12",NA,"South America","Uruguay","Paysandú",NA,"Isla Caridad","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566857' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616930","Magnoliophyta","Myrtales",NA,"B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","616770","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","G. G. Hatschbach","32717","1973","10","18","South America","Brazil","Paraná","Guarapuava","Passo do Jacu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616770","Magnoliophyta","Myrtales","(Cambess.) Rotman","G. Jolochin","-51.4581","-25.3956","NY00616770_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","616939","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","J. M. Silva","2089","1997","10","14","South America","Brazil","Paraná","Quedas do Iguaçu","Barra do Rio Perdido, Fazenda ADM","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616939","Magnoliophyta","Myrtales","(Cambess.) Rotman","M. Sobral","-52.9081","-25.4497","NY00616939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-26 23:41:00-03","NY","NYBG","616932","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","E. M. Zardini","6133","1988","07","26","South America","Paraguay","Paraguarí",NA,"Macizo Acahay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566866' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616932","Magnoliophyta","Myrtales",NA,"B. K. Holst","-57.15","-26.9",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 15:15:00-03","NY","NYBG","616933","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","S. G. Tressens","6384","1999","09","01","South America","Argentina","Misiones","Guaraní","Predio Guaraní","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616933","Magnoliophyta","Myrtales",NA,"S. G. Tressens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","616940","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Magé","Brasilia, Mandioca","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616940","Magnoliophyta","Myrtales","(Cambess.) Rotman","B. K. Holst","-43.184668","-22.564777","NY00616940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01067399","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","A. Moura","263","2001","10","09","South America","Brazil","Piauí",NA,"Parna Serra da Capivara, Boqueira da Esperança- São Raimundo Nonato","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211191' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067399","Magnoliophyta","Myrtales","(Cambess.) Rotman","B. K. Holst",NA,NA,"NY01067399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","616936","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","R. Reitz","7276","1958","10","16","South America","Brazil","Santa Catarina","Rio do Sul","Alto Matador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566856' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616936","Magnoliophyta","Myrtales","(Cambess.) Rotman","M. Sobral","-49.563988","-27.247405","NY00616936_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02714693","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","A. M. V. de Carvalho","7071","2002","03","16","South America","Brazil","Alagoas","Murici","Bananeiras","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474305' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714693","Magnoliophyta","Myrtales","(Cambess.) Rotman","M. C. Souza","-35.8797","-9.2244","NY02714693_01","572","572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02706059","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","J. J. Pipoly","6905","1984","03","25","South America","Brazil","Amazonas",NA,"Pico Rondon; 0-3 km N of km 211 of Perimetral N Hwy; S facing slope","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2992988' target='other'> <mi>dwc_moreinfo</mi></a>","NY02706059","Magnoliophyta","Myrtales","(Cambess.) Rotman",NA,"-62.8","1.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","866755","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","B. W. Nelson","731","1980","10","18","South America","Brazil","Acre","Rio Branco","Estrada Rio Branco-Quixada, 11 km from Rio Branco, 1/2 km off road","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866755","Magnoliophyta","Myrtales","(Cambess.) Rotman","B. K. Holst","-67.83","-10","NY00866755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","533249","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","E. M. Francisco","23316","1997","10","14","South America","Brazil","Paraná","Congonhinhas","Local: Fazenda Planalto. Cidade: Congonhinhas.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566863' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533249","Magnoliophyta","Myrtales","(Cambess.) Rotman","L. H. Soares-Silva","-50.5533","-23.5511","NY00533249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","616934","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","G. G. Hatschbach","49879","1985","10","17","South America","Brazil","Espírito Santo","Conceiçao do Castelo","Venda Nova, arredores","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616934","Magnoliophyta","Myrtales","(Cambess.) Rotman","M. Sobral","-41.2439","-20.3683","NY00616934_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-06 11:42:39-03","UFPI-MRV","HDELTA","1904","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Sá, V.; Lemos, J. R.; Silva, W., V.; Cunha, C.","40","2014","12","05",NA,"Brasil","Maranhão",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Arrebenta boi","HDELTA001904",NA,NA,"(Cambess.) Rot","Lemos, J. R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-06 11:42:39-03","UFPI-MRV","HDELTA","1850","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Cunha, C.; Lemos, J. R.; Sá, V.; Silva, W.","12","2014","10","10",NA,"Brasil","Maranhão","Lagoa dos pinhões",NA,NA,NA,"<ll>dwc_commonname:</ll> Arrebenta Boi","HDELTA001850",NA,NA,"(Cambess.) Rot","Lemos, J. R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-06 11:42:39-03","UFPI-MRV","HDELTA","3204","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Carvalho, A.S.","1","2016","11","04",NA,"Brasil","Piauí","Bom Princípio do Piauí","Tabuleiro litorâneo",NA,NA,"<ll>dwc_commonname:</ll> Farinha seca","HDELTA003204",NA,NA,"(Cambess.) Rot","Carvalho, A.S.","-41.739361","-3.109111",NA,NA,NA,"2016","02","26","41°44'21,70''W","03°06'32,80''S",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-06 11:42:39-03","UFPI-MRV","HDELTA","1892","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Silva, W.; Lemos, J. R.; Sá, V.; Cunha, C.","22","2015","06","10",NA,"Brasil","Maranhão","Araioses","Ilha das canárias",NA,NA,"<ll>dwc_commonname:</ll> Arrebenta boi","HDELTA001892",NA,NA,"(Cambess.) Rot","Lemos, J. R.","-41.9030990600586","-2.89000010490417",NA,NA,NA,NA,NA,NA,NA,NA,"49613","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-24 17:10:54-03","UTFPR","DVPR","3741","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Caxambu, MG; Siqueira, EL; Chagas, MP","6970","2015","10","02",NA,"Brasil","Paraná","Céu Azul","Posto de informação e Controle - PIC Parque Nacional do Iguaçu",NA,NA,"árvore ca. 8m, heliófita. Frutos imaturos verdes e maduros avermelhados. Tronco liso, manchado.; Relevo: suave-ondulado.","DVPR003741","Magnoliophyta",NA,"(Cambess.) Rotman","Caxambu, MG","-53.50434","-25.0915",NA,"653","653","2015","10","25","-53.50434","-25.0915",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-24 17:10:54-03","UTFPR","DVPR","3858","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Caxambu, MG; et al.","3418","2011","08","11",NA,"Brasil","Paraná","Luiziana","Estação Ecológica Luziana.",NA,NA,"árvore semi-ciófila, ca. 10 m, Folhas Jovens avermelhadas. Flores alvas. odoríferas, com visitação de Diptera e micro Hymenoptera.; Relevo: ondulado.","DVPR003858","Magnoliophyta",NA,"(Cambess.) Rotman","Cordeiro, J; Barboza, E","-52.27133","-24.31192",NA,"668","668","2011",NA,NA,"-52.27133","-24.31192",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:10:54-03","UTFPR","DVPR","3751","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Silva, AR; Caxambu, MG","431","2007","08","17",NA,"Brasil","Paraná","Campo Mourão","Parque Estadual Lago Azul (PELA).",NA,NA,"arvoreta ca. 7m de altura. Botões florais brancos.; Relevo: suave-ondulado.","DVPR003751","Magnoliophyta",NA,"(Cambess.) Rotman","Cordeiro, J; Lozano, ED","-52.19296","-24.06173",NA,"610","610","2009",NA,NA,"-52.19296","-24.06173",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-24 17:10:54-03","UTFPR","DVPR","2778","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Yasumoto, Y; Breton, MC","s.n.","1997","09","14",NA,"Brasil","Paraná","Tibagi","Rio Tibagi",NA,NA,"Árvore 10m, flores brancas.; Mata ciliar.","DVPR002778","Magnoliophyta",NA,"(Cambess.) Rotman","Soares-Silva, LH","-50.4136009216309","-24.5093994140625",NA,NA,NA,"1998","09","22",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"34","2019-11-19 15:44:45-03","UNEB","HUNEB","3425","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Passos, L.A.","43936","1999","03","11",NA,"Brasil","Bahia","Ibicoara","Chapada Diamantina, Faz. Ribeirão da Serra, margem do Rio Sincorá, ca. 2 km a Nordeste da sede.",NA,NA,NA,"HUNEB0003425","Angiospermae","Florideophycidae","(Camb.) Rotman",NA,"-41.283333","-13.4",NA,"900","900",NA,NA,NA,"41W17'","13S24'",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"35","2021-03-30 12:45:53-03","EAO","IAN","26579","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","rivularis","Eugenia rivularis","Saint-Hilaire","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN026579","Dicotiledônea",NA,"Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:25:32-03","PUCPR","HUCP","21419","S","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Almeida, KC","022","2008","07","18",NA,"Brasil","Paraná","Querência do Norte","Caiuá, Ilha Grande.",NA,NA,NA,"HUCP00015767","Eudicotiledonea",NA,"(Cambess.) Rotman.","Cordeiro, J; Barboza, E","-53.4844017028809","-23.0835990905762","HUCP00015767",NA,NA,NA,NA,NA,NA,NA,"31834","auto",NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:25:32-03","PUCPR","HUCP","21420","S","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Almeida, KC","s.n.","2008","07","18",NA,"Brasil","Paraná","Querência do Norte","Caiuá, Ilha Grande.",NA,NA,NA,"HUCP00015709","Eudicotiledonea",NA,"(Cambess.) Rotman.","Cordeiro, J; Barboza, E","-53.4844017028809","-23.0835990905762","HUCP00015709",NA,NA,NA,NA,NA,NA,NA,"31834","auto",NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:25:32-03","PUCPR","HUCP","20666","S","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Bolson, M; Royer, CA","296","2009","09","14",NA,"Brasil","Paraná","São Pedro do Iguaçu","Parque Estadual Cabeça do Cachorro",NA,NA,NA,"HUCP00015657","Eudicotiledonea",NA,"(Cambess.) Rotman.","Bolson, M","-53.8553009033203","-24.9356002807617","HUCP00015657",NA,NA,NA,NA,NA,NA,NA,"24343","auto",NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:25:32-03","PUCPR","HUCP","20654","S","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Bolson, M; Cordeiro, J","309","2009","09","26",NA,"Brasil","Paraná","São Pedro do Iguaçu","Parque Estadual Cabeça do Cachorro",NA,NA,NA,"HUCP00015685","Eudicotiledonea",NA,"(Cambess.) Rotman.","Bolson, M","-53.8553009033203","-24.9356002807617","HUCP00015685",NA,NA,NA,NA,NA,NA,NA,"24343","auto",NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:25:32-03","PUCPR","HUCP","20665","S","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Bolson, M; Royer, CA","297","2009","09","14",NA,"Brasil","Paraná","São Pedro do Iguaçu","Parque Estadual Cabeça do Cachorro",NA,NA,NA,"HUCP00015737","Eudicotiledonea",NA,"(Cambess.) Rotman.","Bolson, M","-53.8553009033203","-24.9356002807617","HUCP00015737",NA,NA,NA,NA,NA,NA,NA,"24343","auto",NA,NA,NA,NA,NA,NA
"41","2020-05-19 10:30:33-03","UFBA","ALCB","126614","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Almeida, RJ","s/n","1991","11","04",NA,NA,NA,NA,NA,NA,NA,NA,"ALCB060579","Dicotyledon",NA,"(Cambess.) Rotman","Stadnik, A",NA,NA,NA,NA,NA,"2019","01","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-24 18:14:02-03","UFBA","ALCB","043936","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Passos Júnior, LA; Nogueira, ALR","272","1999","03","11","Southern America","Brasil","Bahia","Ibicoara","Chapada Diamantina, Fazenda Ribeirão da Serra, margem do Rio Sincor , ca. de 2 Km a Nordeste da sede",NA,NA,"3,0 m, CAP 17 cm. Folhas cart ceas discolores, face abaxial pilosa. Frutos maduros de roxo a pretos, semelhantes & jabuticaba, e imaturos verdes. Comum. Indiv¡duos n§ 14, 17, 18, 93, 103, 127, 128, 169, 212, 223, 227, 235, 249.; com p","ALCB060572","Dicotyledon",NA,"(Cambess.) Rotman","Guedes, ML; Passos Júnior, LA","-41.283333","-13.4",NA,"900","900","1999","06",NA,"-41.283333","-13.4",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:21:41-03","UFBA","ALCB","121154","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Gomes, FS","1373","2013","04","15","Southern America","Brasil","Bahia","Una",NA,NA,NA,"ca 4 m de alt. Folhas cartáceas, discolores. Material estéril.","ALCB049506","Dicotyledon",NA,"(Cambess.) Rotman","Gomes, FS","-39.184722","-15.340278","ALCB049506 ALCB049506_1",NA,NA,"2013","11",NA,"-39.184722","-15.340278",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:21:41-03","UFBA","ALCB","125847","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Zardini, EM; Franco, I","54842","2000","08","26","Southern America","Paraguay","Canindeyú","Jejui-Mi",NA,NA,NA,"ca. 8m alt. Corola alva.; Tall Forest and inundated forest.","ALCB029997","Dicotyledon",NA,"(Cambess.) Rotman","Mazine, FF","-55.528056","-24.133056",NA,"41","41","2007",NA,NA,"-55.528056","-24.133056",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:21:42-03","UFBA","ALCB","129623","PreservedSpecimen","Plantae","Myrtaceae","Plinia","rivularis","Plinia rivularis","Forzza, RC; Amorim, AM; Labiak, PH; Paixão, JL","5112","2008","02","19","Southern America","Brasil","Espírito Santo","Nova Venécia","Área de proteção ambiental da pedra do Elefante. Serra de Baixo.",NA,NA,"ca 12m de altura. Frutos verdes, sementes vináceas.; Floeresta Estacional Semidecidual.","ALCB047273","Dicotyledon",NA,"(Cambess.) Rotman","Sobral, M","-40.443889","-18.776944","ALCB047273","313","313","2010",NA,NA,"-40.443889","-18.776944",NA,NA,NA,NA,NA,NA,NA,NA
