"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00895858","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","J. A. Rizzo","4780","1970","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895858","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Goiás",NA,"Alto da Serra de Caldas Novas",NA,NA,NA,NA,"NY00895858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","949951","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","G. G. Hatschbach","31212","1973","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949951","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Minas Gerais","Três Corações","Rod. 3 Corações-S. Tomé das Letras","-45.2531","-21.6969",NA,NA,"NY00949951_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00895868","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","E. Pereira","9009","1964","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895868","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Distrito Federal","Brasília","Catetinho","-47.988069","-15.948311",NA,NA,"NY00895868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00895863","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","J. H. Kirkbride Jr.","5253","1983","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895863","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Distrito Federal","Brasília","Cabeceira Comprida","-48.07","-15.62","1250","1250","NY00895863_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","949968","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","H. S. Irwin","10230","1965","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949968","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Distrito Federal","Brasília","Ca. 3 km S.E. of Gama","-48.06349","-15.96917","1200","1200","NY00949968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00895878","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","H. S. Irwin","24857","1969","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895878","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 10 km south of Alto Paraíso (formerly Veadeiros)","-47.5167","-14.20708","1000","1000","NY00895878_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00895888","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","R. R. Brooks","536","1990","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895888","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Goiás","Niquelândia","Macedo in middle of Tocantins ultramafic complex. 12 km SSE of Macedo near Ponte Alta. 4.9 km down Southward- running track along ridge","-48.42","-14.42","1000","1000","NY00895888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00895887","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","M. Martinez","20","1983","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895887","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Distrito Federal","Brasília","Próximo ao Novo Gama","-47.9294","-15.7797",NA,NA,"NY00895887_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","949955","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","E. P. Heringer","17671","1979","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949955","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Goiás","Luziânia",NA,"-47.9503","-16.2528",NA,NA,"NY00949955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00958202","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","R. R. Brooks","BRASPEX #149","1988","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021864' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958202","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Goiás","Niquelândia","Macedo, ca. 15 km N of Niquelândia. S facing hill slope, stable peridotite/dunite-based scree & flat area below, ca. 500-800 m east of nickel workings.","-48.38","-14.3","1000","1000","NY00958202_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","949952","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","G. G. Hatschbach","31212","1973","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949952","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Minas Gerais","Três Corações","Rod. 3 Corações-S. Tomé das Letras","-45.2531","-21.6969",NA,NA,"NY00949952_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00895855","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","H. S. Irwin","32008","1971","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895855","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Goiás","Água Fria de Goiás","Serra Geral do Paraná, ca. 10 km S.of São João de Aliança","-47.5333","-14.79038","850","850","NY00895855_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","949961","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","G. Schüch","4384",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949961","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.",NA,NA,NA,NA,NA,NA,NA,"NY00949961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00895882","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","H. S. Irwin","18745","1968","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895882","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Goiás","Cocalzinho de Goiás","20 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.73","-15.75","1150","1150","NY00895882_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","949962","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","H. S. Irwin","26528","1970","02","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949962","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Distrito Federal","Brasília","Campo slopes at Rajadinha, ca. 15 km S. of Planaltina, BR-13","-47.66345","-15.74705","1000","1000","NY00949962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","397066","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","E. P. Heringer","17989","1980","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397066","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Goiás","Luziânia","Margem de asfalto.","-47.9503","-16.2528",NA,NA,"NY00397066_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","949975","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","W. R. Anderson","8113","1973","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949975","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Goiás","Cristalina","9 km by road S of Cristalina on road to Catalão. Serra dos Cristais.","-47.67","-16.82","1170","1170","NY00949975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","949947","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","E. P. Heringer","3019","1980","01","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949947","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"NY00949947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","949948","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","E. P. Heringer","3552","1980","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949948","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Distrito Federal","Brasília","Área de Inundação da Barragem do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"NY00949948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","949958","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","J. H. Kirkbride Jr.","1712","1972","01","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949958","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Distrito Federal","Brasília","ca 5 km W of Taguatinga","-48.05","-15.88","1160","1160","NY00949958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00895876","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","H. S. Irwin","25226","1970","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895876","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Goiás","Catalão","Contraforte Central, ca. 26 km N.E. of Catalão","-47.77624","-18.0006","875","875","NY00895876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","949965","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","H. S. Irwin","8628","1965","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949965","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Distrito Federal","Brasília","Ca. 15 km S. of Brasília on road to Goiânia","-47.99185","-15.8669","1250","1250","NY00949965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00895860","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","E. P. Heringer","17671","1979","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895860","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Goiás","Luziânia",NA,"-47.9503","-16.2528",NA,NA,"NY00895860_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","949971","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","H. S. Irwin","13003","1966","02","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949971","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Distrito Federal","Brasília","Ca. 25 km S.W. of Brasília","-48.08168","-15.94305","950","950","NY00949971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00895859","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","J. A. Rizzo","8673","1972","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968170' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895859","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Goiás",NA,"Estrada de Jataí para Serranópolis. A 20 km do Ribeirao Ariranha",NA,NA,NA,NA,"NY00895859_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00895883","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","H. S. Irwin","13721","1966","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895883","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Goiás","Cristalina","Serra dos Cristais, ca. 20 km N. of Cristalina","-47.6","-16.56928","1100","1100","NY00895883_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","949977","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","W. R. Anderson","35593","1972","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949977","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Minas Gerais","Gouveia","Serra do Espinhaço, ca. 17 km SW of Gouevia, km 258 on MG-259","-43.83445","-18.56465","1000","1050","NY00949977_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","949969","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","H. S. Irwin","10628","1965","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949969","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","J. H. Kirkbride Jr.","Distrito Federal","Brasília","Ca. 5 km W. of Taguatinga","-48.09668","-15.83333","1125","1125","NY00949969_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","949954","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","J. A. Ratter","R.3201","1976","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949954","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower.","-47.9294","-15.7797",NA,NA,"NY00949954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00895862","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","J. H. Kirkbride Jr.","5487","1983","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895862","Magnoliophyta","Gentianales","Mart. & Zucc. ex Schult. & Schult.f.","P. G. Delprete","Distrito Federal","Brasília","Perto de DF 06, 10 km S de Planaltina","-47.63","-15.73","1000","1000","NY00895862_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
