"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","imagecode","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"15","2021-03-01 16:31:42-03","UNICAMP","UEC","133323","S","Plantae","Magnoliopsida",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Amaral, MCE; Bittrich, V; Faria, AD; Aona, LYS","2004/07",NA,"Brazil","São Paulo","Vargem Grande do Sul","Brejo ao lado da estrada, Cerca de 5 Km depois da cidade em direção a São Sebastião da Grama. Área alagada.","-46.954167","-21.825",NA,"Erva, flores cremes, interior castanho, sépalas verdes, estigma e estames amarelos, pétalas externamente creme-rosadas.","UEC012362","2004","03","05",NA,NA,"UEC012362",NA,NA,NA,NA,NA,"-46.954167","-21.825",NA,NA,NA,NA,NA
"16","2019-08-20 10:15:38-03","UNICAMP","UEC","100882","S","Plantae","Magnoliopsida",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, EF","Amaral, MCE; Arantes, AA; Belinello, R; et al.","97/62",NA,"Brazil","São Paulo","Pedregulho","Distrito de Estreito, Campo rupestre, cerrado ao lado da Represa de Furnas.","-47.4700012207031","-20.25",NA,NA,"UEC062210","1997","04","20",NA,NA,"UEC062210",NA,NA,"27552","auto","2000",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:31:42-03","UNICAMP","UEC","100429","S","Plantae","Magnoliopsida",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, EF","Matsumoto, K; Faria, AD; Aona, LYS; Galvão, C; Belinello, R","34",NA,"Brazil","São Paulo","Pedregulho","Distrito de Estreito, Estrada de terra em Estreito. Campo rupestre, solo úmido.","-47.4700012207031","-20.25",NA,"Sépalas verdes. pétalas creme.","UEC062211","1997","01","14",NA,NA,"UEC062211",NA,NA,"27552","auto","2000",NA,NA,NA,NA,NA,NA,NA
"18","2015-09-04 14:12:55-03","MNHN","RECOLNAT_MNHN_P","P03993968","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Burchell",NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","Donné par la Direction du Jardim Royal de Kew 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03993968' target='other'> <mi>dwc_moreinfo</mi></a>","P03993968",NA,NA,NA,NA,NA,"P03993968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4201",NA,NA
"19","2015-09-04 14:12:55-03","MNHN","RECOLNAT_MNHN_P","P03993969","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Weddell, H.A.",NA,NA,"Brasil","Minas Gerais",NA,"Brésil (Minas-Geraes)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03993969' target='other'> <mi>dwc_moreinfo</mi></a>","P03993969","1843","11","1",NA,NA,"P03993969_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-09-04 14:12:55-03","MNHN","RECOLNAT_MNHN_P","P03993970","PreservedSpecimen",NA,NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"Weddell, H.A.",NA,NA,"Brasil","Minas Gerais",NA,"Brésil (Minas Gerais)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03993970' target='other'> <mi>dwc_moreinfo</mi></a>","P03993970","1843","11","1",NA,NA,"P03993970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1621",NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","3331084","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","W. Milliken","James A. Ratter","Ratter 1346","South America","Brazil","Mato Grosso",NA,"Corego de Porco, 240 km N of Xavantina on Xavantina-São Felix road.",NA,NA,NA,NA,NA,"1968","5","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","50494",NA,"Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","N.L. Sousa/08-01-2013","J. A. Lombardi; N.L. Sousa","9239",NA,"Brasil","São Paulo","Analândia","Fazenda Pedra Vermelha","-47.777778","-22.130556",NA,"Amostra em sílica. Campo úmido, solo turfoso, encharcado. Erva, folhas papiráceas, cálice verde, corola amarela, tubo internamente esverdeado, filetes verdes, anteras amarelas","MBML050494","2012","04","19","760","760","MBML050494",NA,NA,NA,NA,NA,"47W46'40","22S7'50",NA,NA,NA,NA,NA
"23","2019-12-19 11:18:58-03","UFG","UFG","45144","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","1482",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045144","2009","04","15",NA,NA,"UFG0045144",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"24","2019-12-19 11:18:58-03","UFG","UFG","45140","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","1415",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045140","2009","04","15",NA,NA,"UFG0045140",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"25","2019-12-19 11:18:58-03","UFG","UFG","45136","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","1358",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045136","2009","03","03",NA,NA,"UFG0045136",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"26","2019-12-19 11:18:58-03","UFG","UFG","45129","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","1225",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045129","2009","02","03",NA,NA,"UFG0045129",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"27","2019-12-19 11:18:58-03","UFG","UFG","45134","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","1343",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045134","2009","03","03",NA,NA,"UFG0045134",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"28","2019-12-19 11:18:58-03","UFG","UFG","45133","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","1264",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045133","2009","03","03",NA,NA,"UFG0045133",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"29","2019-12-19 11:18:58-03","UFG","UFG","45128","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","1179",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045128","2009","02","03",NA,NA,"UFG0045128",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"30","2019-12-19 11:18:58-03","UFG","UFG","45123","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","1084",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045123","2009","01","13",NA,NA,"UFG0045123",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"31","2019-12-19 11:18:58-03","UFG","UFG","45119","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","936",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045119","2009","01","13",NA,NA,"UFG0045119",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"32","2019-12-19 11:18:58-03","UFG","UFG","45103","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","353",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045103","2008","08","05",NA,NA,"UFG0045103",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"33","2019-12-19 11:18:58-03","UFG","UFG","45101","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","335",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045101","2008","07","05",NA,NA,"UFG0045101",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"34","2019-12-19 11:18:58-03","UFG","UFG","45092","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Resende, I.L.M.","Resende, I.L.M.","72",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,"UFG0045092","2008","05","02",NA,NA,"UFG0045092",NA,NA,"39117","auto","2010",NA,NA,"01","15",NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","1909703","PreservedSpecimen","Plantae",NA,"Gentianales","Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"L. O. Williams","5104","South America - Neotropics","Brazil","Minas Gerais",NA,"Fazenda do Cabuí, near Contagem, Municipio of Betim.",NA,NA,NA,NA,"US03240655","1945","2",NA,"900",NA,"US03240655_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2020-09-12 05:00:02-03","US","US","1440284","PreservedSpecimen","Plantae",NA,"Gentianales","Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.",NA,"-- Gardner","2671","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"US03240654",NA,NA,NA,NA,NA,"US03240654_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2020-09-02 16:29:40-03","Cenargen","CEN","26029","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera var. aptera","Cham.","E. F. Guimarães","Glocimar Pereira-Silva","931",NA,"Brasil","DF","BRASILIA","Rodovia BR-060 - Santo Antônio do Descoberto Km 1.","-47.9296989440918","-15.7797002792358","Unicata",NA,"CEN00026029","1992","03","02","1000","1000","CEN00026029",NA,NA,"70570","auto","2005","-4818333.0","-1591667.0","08",NA,NA,"1","var. aptera"
"38","2019-12-13 07:54:10-03","UFG","HJ","8663","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Luzia Francisca de Souza","Souza, L.F.","6295",NA,"Brasil","Goiás","Doverlândia","Riacho Lageado, Cachoeira do Alvino","-52.253333","-16.6375",NA,NA,"HJ00008663","2019","05","11","982","982","HJ00008663",NA,NA,NA,NA,"2019","52º15'12''W","16º38'15''S","08","04",NA,NA,NA
"39","2020-10-16 10:36:21-03","UFG","HJ","6884","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Isa Lucia de Morais Resende","Souza, L.F.; Pereira, F.C.","4141",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista","-52.079167","-17.917778",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00006884","2009","09","19","865","865",NA,NA,NA,NA,NA,NA,"52º4'45''W","17º55'4''S",NA,NA,NA,NA,NA
"40","2020-10-16 10:36:21-03","UFG","HJ","7906","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Isa Lucia de Morais Resende","Souza, L.F.; Pereira, F.C.","5648",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista","-52.078889","-17.970833",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00007906","2013","05","19","870","870",NA,NA,NA,NA,NA,NA,"52º4'44''W","17º58'15''S",NA,NA,NA,NA,NA
"41","2020-10-16 10:36:21-03","UFG","HJ","8315","S","Plantae",NA,NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Isa Lucia de Morais Resende","Souza, L.F.; Pereira, F.C.","4716",NA,"Brasil","Goiás","Jataí","Fazenda Boa Vista","-52.078889","-17.970833",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00008315","2011","04","04","873","873",NA,NA,NA,NA,NA,NA,"52º4'44''W","17º58'15''S",NA,NA,NA,NA,NA
"42","2019-10-07 09:13:53-03","UEFS","HUEFS","90547","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","F.Gomes-Silva","van den Berg, C.","1265",NA,"Brasil","Goiás","Pirenópolis","Ponto 9, Serra dos Pirineus, 15 Km estrada direta Cocalzinho.","-48.830833","-15.796389",NA,"Campo, mata rala.","HUEFS0090547","2004","02","11","1343","1343","HUEFS0090547","Asteranae",NA,NA,NA,"2018","48W49'51''","15S47'47''","09",NA,NA,NA,NA
"43","2015-03-06 21:43:06-03","F","FMNH-SEEDPLANTS","V0257888F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0257888F",NA,NA,NA,NA,NA,"V0257888F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-01 15:01:21-03","UnB","UB","38596","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, EF","Philcox, D","3897","Southern America","Brasil","Mato Grosso",NA,"Km 247 da estrada Xavantina-Cachimbo",NA,NA,NA,NA,NA,"1968","01","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-01 15:01:21-03","UnB","UB","38595","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, EF","Philcox, D","3641","Southern America","Brasil","Mato Grosso",NA,"Km 229 da estrada Xavantina-Cachimbo",NA,NA,NA,NA,NA,"1967","12","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-01 15:01:21-03","UnB","UB","38597","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, EF","Heringer, EP","11271","Southern America","Brasil","Goiás",NA,"120 Km do DF-Rio Corumbá",NA,NA,NA,NA,NA,"1967","01","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-01 15:01:21-03","UnB","UB","38598","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Incógnito","Jancoski, H","HJ204","Southern America","Brasil","Mato Grosso","Novo Santo Antônio","Do Araguaia","-50.863056","-12.238056",NA,NA,NA,"2005","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.863056","-12.238056",NA,NA,NA,NA,NA
"48","2019-11-01 15:01:21-03","UnB","UB","38594","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, EF","Onishi, E","957","Southern America","Brasil","Mato Grosso","Xavantina","Base Camp","-51.866667","-12.9",NA,NA,NA,"1969","02","22",NA,NA,NA,NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA
"49","2019-11-01 15:01:21-03","UnB","UB","12514","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, EF","Pires, JM; Silva, NT; Souza, R","9158","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade","-47.9296989440918","-15.7797002792358",NA,"Cálice verde-branco; pétalas novas arroxeadas, depois brancas com tom marrom.; 0,5m; Brejo.",NA,"1963","04","17",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-01 15:01:21-03","UnB","UB","12441","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, EF","Heringer, EP","8280/474","Southern America","Brasil","Distrito Federal","Brasília","Horto do Guará","-47.9296989440918","-15.7797002792358",NA,"Planta pequena; Brejo.",NA,"1961","04","19",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-01 15:01:21-03","UnB","UB","12526","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera aptera","Cham.","Guimarães, EF","Ratter, JA; Fonsêca, SG","2939","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, ca. 18km SSW of Brasília TV Tower","-47.916667","-15.95",NA,"Corolla an unusual brownish cream with a hint of purple on the outside.; Damp cerrado.",NA,"1976","04","27",NA,NA,NA,NA,NA,NA,NA,"2004","-47.916667","-15.95","07",NA,NA,NA,"aptera"
"52","2019-11-01 15:01:21-03","UnB","UB","12440","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Gentianaceae","Schultesia","aptera","Schultesia aptera","Cham.","Guimarães, EF","Heringer, EP","7971","Southern America","Brasil","Distrito Federal","Brasília","Fundação Zoobotânica","-47.9296989440918","-15.7797002792358",NA,"Planta pequena; Brejo.",NA,"1961","02","20",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
