"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","minimumElevationInMeters","maximumElevationInMeters","relatedCatalogItem"
"11","2013-04-01 09:15:41-03","IPT","BCTW","19289","S","Plantae","Magnoliophyta",NA,NA,"Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Reserva Florestal da Cia Vale do Rio Doce (CVRD)",NA,NA,NA,NA,NA,NA,NA,NA,"Linhares","-40.0722","-19.3911","48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA
"12","2020-12-11 11:39:02-03","UFMG","BHCB","20397","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Folli, DA","494","1984","01","27","Southern America","Brasil","Espírito Santo","Reserva Florestal da CVRD, Jacarandá",NA,"Árvore em floresta Alta, +-15m de altura e fuste de 8m, DAP 18,5cm, O da copa +- 7m. Com fruto maduro de cor amarelo e verde. Fuste achatado e casca escamosa.","BHCB000764","BHCB000764",NA,"1986","10","22","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA
"13","2020-07-10 09:47:49-03","MBML","MBML-HERBARIO","32562",NA,"Plantae",NA,NA,"Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"V. Demuner; T. A. Cruz, M.Belizário.","4833","2007","12","20",NA,"Brasil","Espírito Santo","Santa Luzia, prop.: Ciro Ferreira",NA,"Arbusto 2m botões florais e flores brancas. Borda de mata.","MBML032562","MBML032562","J.E.Q.Faria/V-2011",NA,NA,NA,"Águia Branca","-40.6625","-18.985",NA,NA,"40W39'45","18S59'6",NA,"150","150",NA
"14","2021-02-25 10:13:02-03","CVRD","CVRD","15844","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Siqueira, G.S.","1228","2017","12","18","América do Sul","BRASIL","ES",NA,NA,"Na borda da trilha peroba amarela <ll>dwc_commonname:</ll> Araçá miúdo","CVRD015844",NA,"Geovane S. Siqueira","2017","12","18","Linhares","-40.068227","-19.139291",NA,NA,"-40,068227","-19,139291","Magnoliopsida",NA,NA,NA
"15","2021-02-25 10:13:02-03","CVRD","CVRD","11129","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Folli, D.A.","5987","2008","03","24","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Araçá miúdo","CVRD011129",NA,"Domingos A. Folli","2008","03","24","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA
"16","2021-02-25 10:13:02-03","CVRD","CVRD","1089","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum","HOLOTYPUS","Folli, D.A.","494","1984","01","27","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Araçá miúdo","CVRD001089","CVRD001089","Leslie R. Landrum","1986","10","22","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA
"17","2021-02-25 10:13:02-03","CVRD","CVRD","728","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum","PARATYPUS","Folli, D.A.","301","1980","12","09","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Araçá miúdo","CVRD000728","CVRD000728","Graziela M. Barroso","1988","05","13","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA
"18","2021-02-25 10:13:02-03","CVRD","CVRD","15660","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Folli, D.A.","7504","2016","11","07","América do Sul","BRASIL","ES",NA,NA,"Floresta de Cabruca <ll>dwc_commonname:</ll> Araçá miúdo","CVRD015660",NA,"Domingos A. Folli","2016","11","07","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","-40.066.320","-19.468.948","Magnoliopsida","28","28",NA
"19","2021-02-25 10:13:02-03","CVRD","CVRD","8585","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Folli, D.A.","4750","2004","02","02","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Araçá miúdo","CVRD008585","CVRD008585","Domingos A. Folli","2004","02","02","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA
"20","2021-02-25 10:13:02-03","CVRD","CVRD","16752","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Valdemarin, K. S.","211","2016","10","04","América do Sul","BRASIL","ES","Área de mata alta",NA,"Col. Adic.: T.B. Flores, G.D. Colletta, F.S. Scaravelli <ll>dwc_commonname:</ll> Araçá miúdo","CVRD016752",NA,"K.S. Valdemarin","2016","10","04","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","-40.072.404","-19.151.477","Magnoliopsida",NA,NA,NA
"21","2019-11-22 16:09:04-03","UEFS","HUEFS","87727","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum","Isótipo",NA,"494","1984","01","27",NA,"Brasil","Espírito Santo","Reserva Florestal CVRD.",NA,NA,"HUEFS0087727",NA,NA,NA,NA,NA,"Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,"Rosanae",NA,NA,NA
"22","2019-11-22 16:09:04-03","UEFS","HUEFS","191883","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,NA,"4750","2004","02","02",NA,"Brasil","Espírito Santo","Reseva Natural Vale.",NA,"Mata de Tabuleiro.","HUEFS0191883","HUEFS0191883",NA,NA,NA,NA,"Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,"Rosanae","1200","1200",NA
"23","2019-11-22 16:09:04-03","UEFS","HUEFS","191882","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,NA,"5987","2008","03","24",NA,"Brasil","Espírito Santo","Reseva Natural Vale.",NA,"Mata de Tabuleiro.","HUEFS0191882","HUEFS0191882",NA,NA,NA,NA,"Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,"Rosanae","800","800",NA
"24","2020-07-23 12:15:33-03","CEPLAC","CEPEC","36328","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis",NA,NA,"D. A. Folli","494","1984","01","27",NA,"Brasil","Espírito Santo","Reserva Florestal da CVRD. Est. JACARANDA, ant. 232, Km 3,630, a esquerda.",NA,NA,NA,NA,"M. Sobral",NA,NA,NA,"LINHARES","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,"30/12/1991"
"25","2019-02-27 14:02:37-03","UFSJ","HUFSJ","6726","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Folli, DA","4750","2004","02","02",NA,"Brasil","Espírito Santo","Reserva Natural Vale",NA,"Arbóreo 8m. Fruto imaturo verde e maduro amarelo","HUFSJ006726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-20 18:46:38-03","UFSJ","HUFSJ","8921","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Oliveira, RN","541","1993","06","21",NA,"Brasil","Espírito Santo","Coqueiral: Área limpa.",NA,"13m. Flor amarelo escuro. Cálice verde claro, estames pardos, anteras amarelas, casca fina, fuste 2m e copa 3,5m.","HUFSJ008921",NA,"Sobral, M","2016",NA,NA,"Aracruz","-40.2733001708984","-19.8202991485596","37987","auto",NA,NA,NA,NA,NA,NA
"27","2019-12-20 18:46:38-03","UFSJ","HUFSJ","6957","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Folli, DA","4750","2004","02","02",NA,"Brasil","Espírito Santo","Reserva Natural Vale.",NA,"Porte arbóreo, 8m de altura, frutos maduros amarelos e frutos imaturos verdes.","HUFSJ006957",NA,"Folli, DA","2004","02","02","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA
"28","2019-11-01 15:05:11-03","UnB","UB","200952","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Folli, DA","4750","2004","02","02","Southern America","Brasil","Espírito Santo","Reserva Natural Vale",NA,"Arbóreo 8m. Fruto imaturo verde e maduro amarelo; Mata do tabuleiro",NA,NA,"Folli, DA","2004","02","02","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA
"29","2019-10-03 10:04:06-03","UFSCar","SORO","5559","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum",NA,"Valdemarin. K.S.; Flores, T.B.; Colletta, G.D.; Scaravelli, F.S.","211","2016","10","04",NA,"Brasil","Espírito Santo","Reserva Natural Vale - Estrada da Mantegueira, área de mata alta.",NA,"Árvore 6 m de altura. Botões verdes e frutos passados marrons.",NA,NA,NA,NA,NA,NA,"Linhares","-40.0722007751465","-19.3910999298096","48094","auto","-40.072.404W","-19.151.477S",NA,NA,NA,NA
"30","2021-02-08 12:43:48-03","UFRGS","ICN","179548","S","Plantae","Dicotyledon",NA,"Myrtaceae","Campomanesia","espiritosantensis","Campomanesia espiritosantensis","Landrum","Isotypus","Folli, DA","494","1984","01","27","América do Sul","Brasil","ES","Reserva Florestal da CVRD Est. JACARANDÁ CAVIUNA ant. 232 km 3 630 lado esquerdo",NA,"Brittonia 39: 245-7. 1987.; Árvore em floresta alta, mais de 15m de altura e fuste de aproximadamrnte 8m,DAP 18.5cm, 0 da copa + 7m.Com fruto maduro de cor amarelo e verde. Fuste achatado e C. escamosa","ICN00000383","ICN00000383 ICN00000383_1 ICN00000383_2",NA,NA,NA,NA,"Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA
