"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","relatedCatalogItem"
"11","2020-12-20 21:17:22-03","UFV","VIC","14563","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott",NA,"Mota, A.L.P.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Triângulo Mineiro, Mata de Cerrado Zé Costa.",NA,NA,NA,NA,"VIC014563","VIC014563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:17:22-03","UFV","VIC","37853","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Lima, H.C. de","Gomes, J.C.","18","1985","03","27",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Horto Florestal, Início da estrada Dona Castorina. Remanescente de Mata Atlântica.","-43.2075004577637","-22.9027996063232",NA,"Árvore, c.a. de 15 metros de altura, DAP 60 cm de diâmetro; frutos imaturos verdes. (Pau-pra-tudo).","VIC037853","VIC037853",NA,"57442","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:13:21-03","UNICAMP","UEC","92306","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Barroso, GM","Kuhlmann, M","2792","1951","12","28",NA,"Brazil","São Paulo","Carioba",NA,NA,NA,NA,NA,"UEC070169","UEC070169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:30:30-03","UNICAMP","UEC","160496","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Lima, HC","Lima, HC; Caruso, J","5718","2000","10","30",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal, Inicio da estrada dona Castorina, em frente ao n, 94, ao lado do IMPA. Remanescente de mata de encosta.","-43.2075004577637","-22.9027996063232",NA,"Árvore com 20 m alt. DAP 64,2 cm. Tronco com casca lisa, levemente estriada, com aneis transversais pouco evidentes, pardacenta. Infl. eréctas, nos bordos da copa, com botões esverdeados.","UEC017117","UEC017117",NA,"57442","auto","2000","10",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:30:30-03","UNICAMP","UEC","87156","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Silva, GS","Cavalcanti, DC","283","1996","05","28",NA,"Brazil","São Paulo","Guaratinguetá","R.F.da Escola de Especialistas de Aeronautica-EEAR","-45.189998626709","-22.8099994659424",NA,"Árvore ca. de 20m. frutos amarronzados.; Mata de Planalto","UEC147480","UEC147480",NA,"27040","auto","2018","07","27",NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 09:30:40-03","UFRRJ","RBR","26269","S","Plantae",NA,NA,"Leguminosae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","H.C. Lima, P.R. Farág","P.R.C. Farag","219","1996","04","10",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Mata do Moacir.","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026269","RBR00026269",NA,"25743","auto","1998","03",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 09:30:25-03","UFRRJ","RBR","5033","S","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","H.C. Lima","M.L.C.V. Spolidoro","085","2000","02","03",NA,"Brasil","Rio de Janeiro","Valença","Fazenda Santa Mônica, Distrito de Barão de Juparanã (22°21#?#S/43°43#?#W). Curral de Santa Mariana, Alto do Sabino, pastagem abandonada.","-43.7002983093262","-22.2455997467041",NA,NA,"RBR00005033",NA,NA,"47830","auto","2000","04","27",NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:26:21-03","MBM","MBM","86684","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Tul.",NA,"Peixoto, A.L.; et al.; et al.","1762",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Linhares","Reserva Florestal da DVRD","-40.0722007751465","-19.3910999298096",NA,"Árvore com ca. de 25 m de altura, crescendo em mata alta. Frutos maduros indeiscentes, nigrescentes. não comum para-tudo","MBM086684","MBM086684",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:26:21-03","MBM","MBM","105661","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Tul.","Oliveira, P.S.S. de","Lima, H.C. de; et al.; et al.","2623",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal, próximo a estrada Dona Castorina","-43.2075004577637","-22.9027996063232",NA,"Árvore ca. 15 m de alt. Inflorescênciaa eréctas com botões verdes e flores amarelas exalando cheiro desagradável. Tronco com casca lisa. remanescente da mata de encosta","MBM105661","MBM105661",NA,"57442","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:26:21-03","MBM","MBM","279497","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Tul.","Lima, H.C. de","Lima, H.C. de; et al.; et al.","5718","2000","10","30","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal, início da estrada Dona Castorina, em frente ao n. 94 ao lado do IMPA.","-43.2075004577637","-22.9027996063232",NA,"árvore com 20 m alt. DAP 64,2 cm. Tronco com casca lisa, levemente estraiada, com anéis transversais pouco evidentes, pardacenta. Infl. eréctas, nos bordos da copa, com botões esverdeados. Remanescente de mata de encosta.","MBM279497","MBM279497",NA,"57442","auto","2000","10",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:26:21-03","MBM","MBM","105659","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Tul.",NA,"Lima, H.C. de; et al.; et al.","2516",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Horto, Início da estrada Dona Castorina","-43.2075004577637","-22.9027996063232",NA,"Árvore ca. 15m alt. Tronco com casca lisa e acinzentada. DAP 70 cm. Inflorescência arécta com flores passadas amarelo-esverdeadas. Remanescente da Mata de encosta","MBM105659","MBM105659 MBM105659_1",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:35:59-03","UFMG","BHCB","174517","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott",NA,"Fernandes, FM; Lemos Filho, JP","s.n.","2014","11","19","Southern America","Brasil","Minas Gerais","Contagem","Fazenda das Abóboras","-44.078611","-19.860278",NA,"Área de pasto próximo a fragmento de mata. Ecótone Cerrado/Mata Altântica.; Área de pasto. Próximo a fragmento de mata. Ecótone Cerrado/Mata Atlântica","BHCB021163",NA,NA,NA,NA,"2014","11","19","-44.078611","-19.860278","737","737",NA,NA,NA
"23","2020-12-11 11:35:59-03","UFMG","BHCB","13465","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott",NA,"Lopes, MA","s.n.","1986","05","07","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:35:59-03","UFMG","BHCB","36469","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott",NA,"Brina, AE","s.n.","1996","03",NA,"Southern America","Brasil","Minas Gerais","Medina","Vale do Jequitinhonha.","-41.4768981933594","-16.2224998474121",NA,"Caatinga","BHCB046659",NA,NA,"44236","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2011-03-14 17:02:00-03","MO","MOBOT","3245972","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","R. Liesner","H.W. Schott","Schott s.n.","1817",NA,NA,"South America","Brazil",NA,NA,"Allemas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-10 04:40:00-03","MO","MOBOT","3246308","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","H.C. de Lima","H. C. de Lima","Lima 2623","1985","11","18","South America","Brazil","Rio de Janeiro",NA,"Horto Florestal, próximo a estrada Dona Castorina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.00000000",NA,NA,NA,NA
"27","2020-11-10 04:40:00-03","MO","MOBOT","3246428","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","H.C. de Lima","H. C. de Lima","Lima 2623","1985","11","18","South America","Brazil","Rio de Janeiro",NA,"Horto Florestal, próximo a estrada Dona Castorina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.00000000",NA,NA,NA,NA
"28","2021-01-10 20:42:07-03","INPA","INPA","89973","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Silva, MF da","Ramalho, R da S","R189810","1978",NA,NA,"Southern America","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"INPA0089973","INPA0089973 INPA0089973_e INPA0089973_e1",NA,"13937","auto","1980","02",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-08-31 08:51:39-03","INPA","INPA","130611","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Lima, HC de","Lima, HC de","2623","1985","11","18","Southern America","Brasil","Rio de Janeiro",NA,"Horto Florestal, próximo a estrada Dona Castorina.",NA,NA,NA,NA,"INPA0130611","INPA0130611 INPA0130611_e INPA0130611_e1",NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-10 20:42:07-03","INPA","INPA","62549","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Kuhlmann, JG","Kuhlmann, JG","RB112636",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,"Horto Florestal.",NA,NA,NA,NA,"INPA0062549","INPA0062549 INPA0062549_e INPA0062549_e1",NA,NA,NA,"1926",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-10 20:42:07-03","INPA","INPA","62951","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Silva, MF da","Occhioni, P","RB1869","1921","11","19","Southern America","Brasil","Rio de Janeiro",NA,"Horto Florestal.",NA,NA,NA,NA,"INPA0062951","INPA0062951 INPA0062951_e",NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-08-31 08:51:39-03","INPA","INPA","105322","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Silva, MF da","Folli, DA","51","1978",NA,NA,"Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. Flamengo, ant. X-1, Km 9, 700, lado esquerdo","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0105322","INPA0105322 INPA0105322_e INPA0105322_e1",NA,"48094","auto","1982","09",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-31 08:51:39-03","INPA","INPA","133568","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Dimorphandra","exaltata","Dimorphandra exaltata","Schott",NA,"Farias, GL","51","1984",NA,NA,"Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD; Est. LOURO, ant. 351, Km 1216, lado esquerdo.","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0133568","INPA0133568_e INPA0133568_e1 INPA0133568_nd",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-15 15:30:40-03","UNESP-RC","HRCB","15249","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott.","Filho, H.F.L.","Pagano, S.N.","697","1989",NA,NA,NA,"Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,"Material esteril",NA,NA,NA,"21773","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-11-24 14:10:50-02","UFLA","ESAL","19006","S","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Scott",NA,"Warley A . C . Carvalho","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ibituruna","Mata do Loafite","-44.7477989196777","-21.1525001525879",NA,"árvore; ; ; marrom; floresta",NA,NA,NA,"13047","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-06-10 10:10:51-03","FZB-BH","BHZB","12108","S","Plantae",NA,NA,"Fabaceae-Caes.","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M. et al","437","2018","02","23",NA,"Brasil","MG","Fortuna de Minas","Fazenda do Américo Guimarães","-44.4468994140625","-19.5611000061035",NA,"Unicata",NA,NA,NA,"18183","auto",NA,NA,NA,"44º 32' 47.21098''","19º 35' 31.51492''",NA,NA,NA,NA,NA
"37","2019-06-10 10:10:43-03","FZB-BH","BHZB","7784","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Ordones, J. et al.","1684","2009","08","25",NA,"Brasil","MG","Florestal","Sítio Grota das Vacas.","-44.494167","-19.914444",NA,"Outro coletor: Fernandes, F. Coord: 23K 0552944; 7797907. Ponto 554. Com duplicata.",NA,NA,NA,NA,NA,NA,NA,NA,"44W 29' 39","19S 54' 52",NA,NA,NA,NA,NA
"38","2019-06-10 10:10:43-03","FZB-BH","BHZB","8162","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M. et al","264","2011","04","12",NA,"Brasil","MG","Carmo do Cajurú",NA,"-44.708611","-20.160833",NA,"Ponto 833. Coord: 20,1607658 S; 44,70872232 W. Outros coletores: Ordones, J. Com duplicata.",NA,NA,NA,NA,NA,NA,NA,NA,"44W 42' 31","20S 09' 39",NA,NA,NA,NA,NA
"39","2019-06-10 10:10:43-03","FZB-BH","BHZB","8082","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M.","270","2011","05","31",NA,"Brasil","MG","Serro","Proximidades à Mato Grosso. Perto da sede da fazenda Sr. José Geraldo Faria","-43.3793983459473","-18.604700088501",NA,"Ponto 951. Coord. UTM: 1868328/ 4338457. Alt.: 726m. Área com pastagem e árvores isoladas. Outros coletores: Ordones, J. Exsicata subdividida em (A/B). Comduplicata ( 2)",NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,"726","726",NA,NA,NA
"40","2019-06-10 10:10:43-03","FZB-BH","BHZB","10274","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M.","409","2013","07","02",NA,"Brasil","MG","Lagoa da Prata","APP da mata do Roberto","-45.033056","-19.053333",NA,"Coords: -19053'39,3 -45033'12,1, Faveiro-de-wilson - LDP-435",NA,NA,NA,NA,NA,NA,NA,NA,"45W 01' 59","19S 03' 12",NA,NA,NA,NA,NA
"41","2019-06-10 10:10:43-03","FZB-BH","BHZB","5295","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M.","198","2005","07","07",NA,"Brasil","MG","Sabará","Fazenda Clemente","-43.8067016601562","-19.8864002227783",NA,"Exsicata subdividida em A/B. Com duplicata.",NA,NA,NA,"18805","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-06-10 10:10:43-03","FZB-BH","BHZB","4396","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,"Haroldo Lima","Fernandes, F.M.","408","2004","01","29",NA,"Brasil","MG","Ribeirão das Neves","BR 040 - Km 510","-44.0867004394531","-19.7668991088867",NA,NA,NA,NA,NA,"11172","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-06-10 10:10:43-03","FZB-BH","BHZB","7786","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Ordones, J. et al.","1686","2009","08","25",NA,"Brasil","MG","Florestal","Sítio Grota das Vacas.","-44.495278","-19.915",NA,"Outro coletor: Fernandes, F. Coord: 23K 0552833; 7797842. Ponto 434. Com triplicata.",NA,NA,NA,NA,NA,NA,NA,NA,"44W 29' 43","19S 54' 54",NA,NA,NA,NA,NA
"44","2019-06-10 10:10:43-03","FZB-BH","BHZB","7787","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Ordones, J. et al.","1687","2009","08","25",NA,"Brasil","MG","Florestal","Sítio Grota das Vacas.","-44.495556","-19.915",NA,"Outro coletor: Fernandes, F. Coord: 23K 0552810; 7797831. Ponto 553.",NA,NA,NA,NA,NA,NA,NA,NA,"44W 29' 44","19S 54' 54",NA,NA,NA,NA,NA
"45","2019-06-10 10:10:43-03","FZB-BH","BHZB","7930","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M.","225","2010","04","07",NA,"Brasil","MG","Florestal","Fazenda Cachoeira - Proprietário: Liberal","-44.480556","-19.837222",NA,"Coord UTM: 23 K 0554394/ 7806454.",NA,NA,NA,NA,NA,NA,NA,NA,"44W 28' 50","19S 50' 14",NA,NA,NA,NA,NA
"46","2019-06-10 10:10:43-03","FZB-BH","BHZB","8466","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M.",NA,"2005","09","28",NA,"Brasil","MG","Sabará","Fazenda Clemente","-43.788889","-19.83",NA,"Coord: 19,82999034 S; 43,78897910 W.",NA,NA,NA,NA,NA,NA,NA,NA,"43W 47' 20","19S 49' 48",NA,NA,NA,NA,NA
"47","2019-06-10 10:10:43-03","FZB-BH","BHZB","7785","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Ordones, J. et al.","1685","2009","08","25",NA,"Brasil","MG","Florestal","Sítio Grota das Vacas. Próximo à casa.","-44.486667","-19.915",NA,"Exsicata subdividida em (A/B). Outro coletor: Fernandes, F. Coord: 23K 0553726; 7797830. Ponto 433. Com triplicata.",NA,NA,NA,NA,NA,NA,NA,NA,"44W 29' 12","19S 54' 54",NA,NA,NA,NA,NA
"48","2019-06-10 10:10:43-03","FZB-BH","BHZB","7098","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M.","206","2008","10",NA,NA,"Brasil","MG","Fortuna de Minas","Fazenda Lagoa dos Cavalos","-44.4468994140625","-19.5611000061035",NA,"7998",NA,NA,NA,"18183","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-06-10 10:10:43-03","FZB-BH","BHZB","7931","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M.","226","2010","04","07",NA,"Brasil","MG","Florestal","Fazenda Cachoeira - Proprietário: Liberal","-44.483056","-19.840278",NA,"Ponto 642. Coord UTM: 23k 0554113/ 7806115.",NA,NA,NA,NA,NA,NA,NA,NA,"44W 28' 59","19S 50' 25",NA,NA,NA,NA,NA
"50","2019-06-10 10:10:43-03","FZB-BH","BHZB","8418","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M.","291","2011","10","25",NA,"Brasil","MG","Florestal",NA,"-44.410556","-19.907222",NA,"Ponto DW 123. Coord: 19.90717 S; 44.41042 W. Alt.: 869. Com duplicata. Pasto.",NA,NA,NA,NA,NA,NA,NA,NA,"44W 24' 38","19S 54' 26","869","869",NA,NA,NA
"51","2019-06-10 10:10:51-03","FZB-BH","BHZB","12316","S","Plantae",NA,NA,"Fabaceae-- Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M.","440","2018","10","04",NA,"Brasil","MG","Perdigão","Fazenda Córrego Fundo","-45.0842018127441","-19.9528007507324",NA,"Com duplicata",NA,NA,NA,"14108","auto",NA,NA,NA,"45o02'54,0","19o56'56,1",NA,NA,NA,NA,NA
