"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-30 12:51:19-03","EAO","IAN","106193","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Soares, ML","2000","05",NA,"Oliveira, E","601","1960","04","26","Brasil","Pará",NA,"Km159-166 da estrada belém-Brasilia. Terra firme, beira da estrada.",NA,NA,NA,NA,NA,NA,"Planta epifita, frutos um pouco comprido, em forma de biribá.","IAN106193",NA,"Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:51:19-03","EAO","IAN","106867","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Soares, ML","2000","05",NA,"Oliveira, E","919","1960","07","16","Brasil","Pará",NA,"Km 225 da rodóvia Belém-Brasilia. Mata de terra firme, pico 39, Km 10.",NA,NA,NA,NA,NA,NA,"Planta epifita. Frutos amarelos em cachos.","IAN106867",NA,"Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:51:19-03","EAO","IAN","125663","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Soares, ML","2000","05",NA,"Pires, JM; Silva, NT da","11645","1968","05","06","Brasil","Pará",NA,"Belém, IPEAN. Reserva Mocambo.",NA,NA,NA,NA,NA,NA,"Cipó sobre árvore L-5-35 s/n.","IAN125663",NA,"Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:51:19-03","EAO","IAN","134805","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Soares, ML","2000","05",NA,"Silva, NT da","2942","1970","03","07","Brasil","Pará","Jari","Estrada do Munguba Km 15. Mata de terra firme.",NA,NA,NA,NA,NA,NA,"Cipó sobre árvore de 8m de altura. Espigas verdes com bracteas brancas.","IAN134805",NA,"Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:51:19-03","EAO","IAN","162218","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Soares, ML","2000","05",NA,"Plowman, T; Rosa, NA","9555","1980","03","15","Brasil","Pará","Tucuruí","Km 25 south of Represa Tucuruí on road (Br 422) to Breu Branco.","-49.733333","-3.866667","-49.733333","-3.866667","90","90","Climbing vine 8m tall on tree trunk in low forest on white sand (campina rana). Branches spreading, horizontal. Ripe inflorescence orange.","IAN162218",NA,"Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:51:19-03","EAO","IAN","182316","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Croat, TB","2011","08",NA,"Pereira, LA; Santos, MAC","409","2001","04","25","Brasil","Amapá","Porto Grande","Cupixi, fazenda Boa Esperança.","-51.783333","0.533333","-51.783333","0.533333",NA,NA,"Planta hemi-epífita folhas brilhantes na face adaxial e opaca na abaxial; pecíolo com aproximadamente 3 cm de comprimento; espata verde-limão; espádice verde claro.","IAN182316",NA,"Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:26:23-03","PUCPR","HUCP","24767","S","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth.","Kersten, RA","2017","08","26","Kersten, RA","1708","2017","08","26","Brasil","Santa Catarina","Penha",NA,"-48.6458015441895","-26.7693996429443",NA,NA,NA,NA,"Costão Rochoso, Epífita, 0m s.n.m.","HUCP00024767","HUCP00024767","Monocotiledonea",NA,NA,NA,"9872","auto",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:27:26-03","UFBA","ALCB","122894","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Guedes, ML","2016","01",NA,"Guedes, ML; Casaes, M","24251","2015","12","07","Brasil","Bahia","Varzedo","Recôncavo Sul, Fazenda do Sr. Getúlio, Rio Cai Camarão.","-39.750833","-13.602222","-39.750833","-13.602222",NA,NA,"Folhas cartáceas, com ápice cuspidado.","ALCB008888","ALCB008888","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:27:26-03","UFBA","ALCB","027160","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Soares, ML","2005","01","11","Guedes, ML","2267","1990","02","14","Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.866667","-8.05","-34.866667","-8.05",NA,NA,"epífita. Folhas membranáceas. Inflorescência com espata amarelada.","ALCB004870","ALCB004870","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:27:26-03","UFBA","ALCB","71219","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Guedes, ML","2006","04",NA,"Valadão, RM; Santana, JS; Guedes, ML","57","2006","03","17","Brasil","Bahia","Itacaré","Litoral Sul, Fazenda das Bromélias","-38.983333","-14.266667","-38.983333","-14.266667",NA,NA,"Folhas alternas, venação peninervia. Material estéril.; arbórea","ALCB005311","ALCB005311","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:27:26-03","UFBA","ALCB","78766","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Guedes, ML; Valadão, RM","2007","01",NA,"Valadão, RM; Guedes, ML","552","2006","09","24","Brasil","Bahia","Ituberá/Grapiúna","Litoral Sul, Fragmento da Fazenda Biriba",NA,NA,NA,NA,NA,NA,"trepadeira, de folhas cartáceas discolores. Frutos imaturos verdes.; Arbórea.","ALCB005312","ALCB005312","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:42:55-03","NBC","NL-BOTANY","U 0098611","PreservedSpecimen","Plantae","Araceae","Heteropsis","integerrima","Heteropsis integerrima","(Vell.) Stellfeld","Nicolson DH",NA,NA,NA,"Prance GT; Steward JR; Ramos JF; Farias LG",NA,"1969","02","25","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200098611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0098611",NA,NA,"Alismatales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 08:42:55-03","NBC","NL-BOTANY","U 0098612","PreservedSpecimen","Plantae","Araceae","Heteropsis","integerrima","Heteropsis integerrima","(Vell.) Stellfeld","Nicolson DH",NA,NA,NA,"Prance GT; et al.",NA,"1977","11","19","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200098612 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0098612",NA,NA,"Alismatales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 08:42:55-03","NBC","NL-BOTANY","U 0098613","PreservedSpecimen","Plantae","Araceae","Heteropsis","integerrima","Heteropsis integerrima","(Vell.) Stellfeld","Nicolson DH",NA,NA,NA,"Prance GT; Coêlho DF; Ramos JF; Farias LG",NA,"1968","10","04","Brazil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200098613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0098613",NA,NA,"Alismatales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 08:42:55-03","NBC","NL-BOTANY","U.1104469","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Soares ML","2006","04","10","Prance GT; Steward WC; et al.",NA,"1971","02","21","Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1104469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1104469","NL-U1104469",NA,"Alismatales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0098417",NA,NA,NA,NA
"26","2020-02-08 08:42:55-03","NBC","NL-BOTANY","U.1104470","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Soares ML","2006","04","10","Krukoff BA",NA,"1934","01","01","Brazil","Amazonas",NA,"State of Amazonas: Municipallity of Humayta, near Tres Casas.",NA,NA,NA,NA,NA,NA,"On low terra firme.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1104470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1104470","NL-U1104470",NA,"Alismatales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0182941",NA,NA,NA,NA
"27","2020-02-08 08:42:55-03","NBC","NL-BOTANY","U.1104471","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Soares ML","2006","04","10","Prance GT; Maas PJM; Kubitzki K; et al.",NA,"1971","04","22","Brazil","Acre",NA,"Vicinity of Serra da Moa.",NA,NA,NA,NA,NA,NA,"Forest on terra firme.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1104471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1104471","NL-U1104471",NA,"Alismatales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0182940",NA,NA,NA,NA
"28","2021-01-14 15:23:13-03","MN","R","228903","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth",NA,NA,NA,NA,"Silva, D.G.","8","2014","07","18","Brasil","Rio de Janeiro","Floresta da Tijuca","subindo a trilha da cachoeira",NA,NA,NA,NA,NA,NA,NA,"R010012293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:23:13-03","MN","R","228904","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth",NA,NA,NA,NA,"Silva, D.G.","9","2014","07","18","Brasil","Rio de Janeiro","Floresta da Tijuca","subindo a trilha da cachoeira",NA,NA,NA,NA,NA,NA,NA,"R010012292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:23:13-03","MN","R","228905","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth",NA,NA,NA,NA,"Silva, D.G.","18","2014","11","12","Brasil","Bahia","Barro Preto, Serra da Pedra Lascada. Alt. 632 m.",NA,NA,NA,NA,NA,NA,NA,NA,"R010012302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:23:13-03","MN","R","228906","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth",NA,NA,NA,NA,"Silva, D.G.","19","2014","11","12","Brasil","Bahia","Barro Preto, Serra da Pedra Lascada. Alt. 649 m.",NA,NA,NA,NA,NA,NA,NA,NA,"R010012301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:23:13-03","MN","R","228909","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth",NA,NA,NA,NA,"Silva, D.G.","41","2015","10","14","Brasil","Espírito Santo","Santa Tereza, REBio Santa Lúcia, Trilha do Túmulo",NA,NA,NA,NA,NA,NA,NA,NA,"R010012286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:33:16-02","IPA","IPA","15930","S","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Mayo, S.J.","1990","02","01","Andrade-Lima","66-4762","1966","11","26","Brasil","Alagoas","União dos Palmares","Fazenda Santo Antônio.","-36.0318984985352","-9.16277980804443",NA,NA,NA,NA,"Mata. Epifita.","IPA0015930",NA,"Plantae",NA,"Southern America",NA,"22346","auto",NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:33:16-02","IPA","IPA","18370","S","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Mayo, S.J.","1990","02","01","Lira, O.C.","240","1968","05","21","Brasil","Pernambuco","Escada","Engenho Conceição.","-35.2235984802246","-8.35916996002197",NA,NA,NA,NA,NA,"IPA0018370",NA,"Plantae",NA,"Southern America",NA,"16695","auto",NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:33:16-02","IPA","IPA","52978","S","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Guedes, M.L.",NA,NA,NA,"Guedes, M.L.","2267","1990","12","14","Brasil","Pernambuco","Recife","Mata de Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Epífita com folhas membranáceas. Inflorescência com espata amarelada.","IPA0052978",NA,"Plantae",NA,"Southern America",NA,"18865","auto",NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:33:16-02","IPA","IPA","83493","S","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Cano, O.; Silva, R.K.S.; Barbosa, J.I.S.","2009","07","13","Silva, R.K.S.; Lima, R.B.A.; Lima, R.B.A.","20","2009","01","17","Brasil","Pernambuco","Sirinhaém","Engenho Buranhém, Usina Trapiche, Coletada na área de estudo, mas fora das unidades amostrais.","-35.1825","-8.576278","-35.1825","-8.576278","49","49","Erva, inflorescência amarelada.; Floresta Ombrófila Densa de Terras Baixas.","IPA0083493",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:33:16-02","IPA","IPA","88955","S","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Lima, L.F.","2011","05","16","Lima, L.F.; Lima, P.B.; Lima, P.B.","191","2010","10","29","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra.","-35.919444","-8.974722","-35.919444","-8.974722",NA,NA,"Fragmento de Floresta Atlântica.","IPA0088955",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-24 17:08:38-03","UFES","SAMES","503","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Giaretta,A.","2011","02","14","Oliveira,I.R.; Giaretta,A.O.;Monteiro,M.M.","24","2010","02","05","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"Epífita com espiga creme.","SAMES00503",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-24 17:08:38-03","UFES","SAMES","504","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Giaretta,A.","2012","02","24","Lobão,A.Q.; Figueiredo,D.D.;Giaretta,A.O.;Menezes,L.F.T.","1475","2009","02","12","Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Na beira da estrada. Floresta alta de tabuleiro.","-39.7322006225586","-18.5932998657227","-398050000.0","-182625000.0",NA,NA,"Epífeta, flores verdes. Habitat: Na beira da estrada. Floresta alta de tabuleiro.","SAMES00504",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"40","2019-11-27 13:46:00-03","UFS","ASE","5438","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Guedes, M.L.",NA,NA,NA,"Guedes, M.L.","2267","1990","02","14","Brasil","Pernambuco","Recife","Br, Mata de Dois Irmãos.","-34.5252","-8.0315","-34.5252","-8.0315",NA,NA,"Epífita. Folhas membranáceas. Inflorescência com espata amarelada.; Epífita. Folhas membranáceas. Inflorescência com espata amarelada.","ASE0006943",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 09:59:04-03","UNICAMP","UEC","45417","S","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Gonçalves, EG","2000","01",NA,"Torres, RB; Machado, JWB","18438","1986","07","14","Brazil","Pará",NA,"Serra Norte, Projeto Carajás",NA,NA,NA,NA,NA,NA,"ori, Trepadeira; comum no interior da mata do N3.","UEC005690","UEC005690","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-19 14:04:42-03","UFRPE","PEUFR","43979","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth.","A.Melquíades","2003","03","12","A. Melquíades; G.J. Bezerra","86","2003","03","12","Brasil","Pernambuco","Igarassu","Usina São José/ Mata do Engenho Piedade","-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,"Hemiepífita","PEUFR043979",NA,NA,NA,NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"43","2019-11-19 14:04:42-03","UFRPE","PEUFR","10809","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth.","M.L.Guedes",NA,NA,NA,"M.L. Guedes","2267","1990","02","14","Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Epífita; com folhas membranáceas; Inflorescência com espata amarela","PEUFR010809",NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"44","2020-10-14 09:58:30-03","FURB","FURB","17473","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Nadruz, M","2010","07","27","Uller, H.F.","178","2009","12","04","Brasil","Santa Catarina","Indaial","Motódromo.","-49.245","-26.9258334","-49.2450000","-26.9258334","70","70",NA,"FURB00594","FURB00594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 09:58:30-03","FURB","FURB","22957","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Nadruz, M","2011","02","10","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1555","2010","03","12","Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","211","211","Florística IFFSC e8005a (Liana). Forófito 5 e 6. Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: liana; Fruto laranja;","FURB15912","FURB15912 FURB15912_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 09:58:30-03","FURB","FURB","28660","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Gasper, AL de","2010","09","20","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2654","2010","06","05","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","Florística IFFSC e226b (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana; flor botão floral amarelo","FURB15913","FURB15913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-08 08:49:09-03","FURB","FURB","43215","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Nadruz, M","2014","01","20","Funez, L.A.","2584","2014","01","13","Brasil","Santa Catarina","Penha","Morraria da Praia Vermelha.","-48.5966666","-26.7997222","-48.5966666","-26.7997222","57","57",NA,"FURB15911","FURB15911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-16 17:50:02-03","UCS","HUCS","38898","PreservedSpecimen","Plantae","Araceae","Heteropsis","oblongifolia","Heteropsis oblongifolia","Kunth","Nadruz, M.","2010","07","27","Uller, H.F.","178","2009","12","04","Brasil","Santa Catarina","Indaial","Motódromo","-49.413889","-27.549536","-49.413889","-27.549536",NA,NA,"Herbário FURB 17473; Floresta Ombrófila Densa",NA,NA,"Angiospermae","Alismatales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
