"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","individualCount","sex"
"100","2020-12-11 11:39:42-03","UFMG","BHCB","54175","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Tameirão Neto, E","2949","2000","05","20","Southern America","Brasil","Minas Gerais","PCH Aiuruoca, Rio Aiuruoca","-44.603099822998","-21.9755992889404",NA,"Arbóreo; Mata ciliar","BHCB049061",NA,NA,"Aiuruoca",NA,NA,NA,NA,"27460","auto","2018","12",NA,"18",NA,NA,NA
"101","2020-12-11 11:39:42-03","UFMG","BHCB","90583","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Teixeira, WA","s.n.","2004","05","25","Southern America","Brasil","Minas Gerais","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,"Arbórea; Entre afloramentos quartzíticos.","BHCB049068",NA,NA,"Itabirito",NA,NA,NA,NA,"20553","auto","2018","12",NA,"18",NA,NA,NA
"102","2020-12-11 11:39:42-03","UFMG","BHCB","50429","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Giulietti, AM; Henrique, MC; Amaral, MC","s.n.","1979","08","15","Southern America","Brasil","Minas Gerais","Rodovia Belo Horizonte - Conceição do Mato Dentro, Ao longo da rodovia.","-43.7144012451172","-19.1688995361328",NA,"Árvore 4 metros, flores alvas. Tronco 6 cm.; Interior de mata ciliar. Campo rupestre.","BHCB049058",NA,NA,"Santana do Riacho",NA,NA,NA,NA,"26557","auto","2018","12",NA,"18",NA,NA,NA
"103","2020-12-11 11:39:42-03","UFMG","BHCB","50438","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Henrique, MC; Wanderley, MGL; Semir, J; Pirani, JR","s.n.","1979","08","14","Southern America","Brasil","Minas Gerais","Rodovia Belo Horizonte - Conceição do Mato Dentro, Km 122 ao longo da rodovia.","-43.7144012451172","-19.1688995361328",NA,"Árvore, aprox. 3 metros. Flores alvas, odoríferas.; Mata ciliar.","BHCB049059",NA,NA,"Santana do Riacho",NA,NA,NA,NA,"26557","auto","2018","12",NA,"18",NA,NA,NA
"104","2020-12-11 11:39:42-03","UFMG","BHCB","50452","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Wanderley, MGL","5545","1979","08","14","Southern America","Brasil","Minas Gerais","Rodovia Belo Horizonte - Conceição do Mato Dentro, Km 133 ao longo da rodovia.","-43.7144012451172","-19.1688995361328",NA,"Arbusto ca. 2 metros de altura, flores alvas, odoríferas.; Campo rupestre.","BHCB049057",NA,NA,"Santana do Riacho",NA,NA,NA,NA,"26557","auto","2018","12",NA,"18",NA,NA,NA
"105","2020-12-11 11:39:42-03","UFMG","BHCB","92189","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Gomes, JML; et al.","3435","2001","09","13","Southern America","Brasil","Paraná","Rod. PR-90, Serra do Brumado.","-49.3142013549805","-25.1900005340576",NA,"Árvore, 8m, fruto vinoso.; Capão junto ao campo limpo da encosta da colina.","BHCB049069",NA,NA,"Rio Branco do Sul",NA,NA,NA,NA,"37352","auto","2018","12",NA,"18",NA,NA,NA
"106","2020-12-11 11:39:42-03","UFMG","BHCB","70829","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Silva, JM; Barbosa, E; Goldenberg, R","3435","2001","09","13","Southern America","Brasil","Paraná","Serra do Brumado., Rodovia PR 090","-49.3142013549805","-25.1900005340576",NA,"Árvore, 8 metros, fruto vinoso.; Capão, junto ao campo limpo da encosta da colina.","BHCB049065",NA,NA,"Rio Branco do Sul",NA,NA,NA,NA,"37352","auto","2018","12",NA,"18",NA,NA,NA
"107","2020-12-11 11:39:42-03","UFMG","BHCB","90584","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Teixeira, WA","s.n.","2004","05","28","Southern America","Brasil","Minas Gerais","Serra dos Inconfidentes. Pico do Itabirito, Vertente voltada para Cata Branca - MBR","-43.801399230957","-20.2532997131348",NA,"Arvoreta.; Transição de canga.","BHCB007613",NA,NA,"Itabirito",NA,NA,NA,NA,"20553","auto","2018","12",NA,"18",NA,NA,NA
"108","2020-12-11 11:39:42-03","UFMG","BHCB","118191","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Viana, PL; Mota, NFO; Echternacht, LA; Silva, LVC; Maciel, GM","3900","2008","03","12","Southern America","Brasil","Minas Gerais","Parque Estadual do Papagaio, Subida para o Pico do Papagaio, saindo do Retiro dos Pedros","-44.65","-22.033333",NA,"Árvoreta de 3 metros de altura, botões verdes.; Mata da base do Pico.","BHCB049067",NA,NA,"Aiuruoca","-44.65","-22.033333","1900","1900",NA,NA,"2008","03",NA,NA,NA,NA,NA
"109","2021-02-11 17:20:48-03","UFPR","UPCB","24514","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Uhlmann, A.","74","1995","05","28",NA,"Brasil","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Árvore, ca. 3m, fruto em formação, núcleo florestal em meio ao cerrado..","UPCB0027306","UPCB0027306","Uhlmann, A.","Jaguariaíva",NA,NA,NA,NA,"44368","auto","1995","06",NA,"02",NA,NA,NA
"110","2021-02-11 17:20:48-03","UFPR","UPCB","24542","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Uhlmann, A.","71","1995","04","19",NA,"Brasil","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Arvoreta, ca. 2m, fruto em formação. Ambiente alterado com ocorrência de espécies florestais em meio a um adensamento de Pteridium aquilinum...","UPCB0027310","UPCB0027310","Uhlmann, A.","Jaguariaíva",NA,NA,NA,NA,"44368","auto","1995","06",NA,"02",NA,NA,NA
"111","2021-02-11 17:20:48-03","UFPR","UPCB","24543","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Uhlmann, A.","77","1994","08","05",NA,"Brasil","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Árvore, ca. 4m. Núcleo florestal em meio ao cerrado..","UPCB0027311","UPCB0027311","Uhlmann, A.","Jaguariaíva",NA,NA,NA,NA,"44368","auto","1995","06",NA,"02",NA,NA,NA
"112","2021-02-11 17:20:48-03","UFPR","UPCB","27533","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Uhlmann, A.","112","1995","05","28",NA,"Brasil","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Árvore, ca. 3m. Ambiente florestal em meio ao cerrado..","UPCB0027302","UPCB0027302","Uhlmann, A.","Jaguariaíva",NA,NA,NA,NA,"44368","auto","1995","06",NA,"26",NA,NA,NA
"113","2021-02-11 17:20:48-03","UFPR","UPCB","3821","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Hatschbach, G.","9095","1962","04","14",NA,"Brasil","Paraná","Ribeirão Grota Funda","-49.7057991027832","-24.2511005401611",NA,"Arvoreta, flor alva. Mata à beira da sanga..","UPCB0027304","UPCB0027304","Legrand, C.D.","Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"114","2021-02-11 17:20:48-03","UFPR","UPCB","30361","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Cervi, A.C.","3777","1992","09","29",NA,"Brasil","Paraná","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,"Árvore, ca. 6m, fruto verde e vermelho. Mata ciliar..","UPCB0027294","UPCB0027294","Uhlmann, A.","Jaguariaíva",NA,NA,NA,NA,"44368","auto","1997","02",NA,NA,NA,NA,NA
"115","2008-05-27 22:02:00-03","MO","MOBOT","1939401","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mitranthes","pubescens","Mitranthes pubescens","Burret","Isotype","F.C. Hoehne","Hoehne 32836","1935","3","30","South America","Brazil","São Paulo","São Paulo (Capital), nativa no Jardim Botanico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2008-05-27 22:02:00-03","MO","MOBOT","3204565","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mitranthes","widgreniana","Mitranthes widgreniana","(O. Berg) Burret",NA,"Gert G. Hatschbach","Hatschbach 18957","1988","3","25","South America","Brazil","Paraná","Barra do rio das mortes (mun. Jagua Parana)",NA,NA,NA,NA,NA,NA,"D. Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2008-05-27 22:02:00-03","MO","MOBOT","3216101","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O. Berg",NA,"Gert G. Hatschbach","Hatschbach 20033","1968","10","22","South America","Brazil","Paraná","Rio fas Cinzas (mun. Arapoti). Matinha junto ao rio, zona de campo.",NA,NA,NA,NA,NA,NA,"C. Proneça, 1986, !",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","3216131","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O. Berg",NA,"Gert G. Hatschbach","Hatschbach 33936","1977","5","26","South America","Brazil","Paraná","Rio Dimante (mun. Jaguariaiva). Matinha da borda dos peraus.",NA,NA,NA,NA,NA,NA,"G. Hatschbach, 6/77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-11-24 14:11:50-02","UFLA","ESAL","20951","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Loures, L","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Campestrinho","-46.5691986083984","-22.0680999755859",NA,"árvore; 10, m; ;",NA,NA,"Laércio Loures","Andradas",NA,NA,"1","1","16593","auto",NA,NA,NA,NA,NA,NA,NA
"120","2018-10-05 13:28:15-03","UFLA","ESAL","15376","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Fontes, MAL","163",NA,NA,NA,NA,"Brasil","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"árvore; 5,5; ;; floresta",NA,NA,NA,"Lima Duarte",NA,NA,"1450","1450","30417","auto",NA,NA,NA,NA,NA,NA,NA
"121","2017-11-24 14:11:50-02","UFLA","ESAL","20662","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"A.C.Silva; E. Van den Berg","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-46.5614013671875","-21.7877998352051",NA,"árvore; 11, m; ;; floresta",NA,NA,"E. Van den Berg; A .C.Silva","Poços de Caldas",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"122","2017-11-24 14:11:50-02","UFLA","ESAL","16067","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Manhães, MA","56",NA,NA,NA,NA,"Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,NA,NA,"; ; ;; floresta",NA,NA,"M.Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2018-10-09 16:31:55-03","UFLA","ESAL","19389","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Machado, ELM","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Mata da Subestação","-44.999444","-21.245278",NA,"árvore; ; ;; floresta",NA,NA,"Ary Teixeira de Oliveira-Filho","Lavras","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2017-11-24 14:11:50-02","UFLA","ESAL","22112","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Loures, L","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-46.5691986083984","-22.0680999755859",NA,"; 9, m; ;",NA,NA,"Laércio Loures","Andradas",NA,NA,"1","1","16593","auto",NA,NA,NA,NA,NA,NA,NA
"125","2017-11-24 14:11:50-02","UFLA","ESAL","11655","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Costa, MP; Pifano, DS; Melo, PHA","5",NA,NA,NA,NA,"Brasil","Minas Gerais","Parque Municipal Serra de São Domingos, floresta de encosta do Cristo","-46.5614013671875","-21.7877998352051",NA,"árvore; ; ;; floresta",NA,NA,NA,"Poços de Caldas",NA,NA,"14","14","23696","auto",NA,NA,NA,NA,NA,NA,NA
"126","2017-11-24 14:11:50-02","UFLA","ESAL","11765","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Costa, MP; Pellicciotti, AS; Gomes, DJS; Silva, RA","131",NA,NA,NA,NA,"Brasil","Minas Gerais","Parque Municipal Serra de São Domingos, floresta nebular no limite nordeste do parque","-46.5614013671875","-21.7877998352051",NA,"árvore; ; ;; floresta",NA,NA,"M. F. Santos","Poços de Caldas",NA,NA,"15","15","23696","auto",NA,NA,NA,NA,NA,NA,NA
"127","2017-11-24 14:11:50-02","UFLA","ESAL","23082","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Castro, GC","168",NA,NA,NA,NA,"Brasil","Minas Gerais","Corredor Ecológico/Floresta Estacional Semidecidua","-44.9188995361328","-20.9463996887207",NA,"arvoreta; 4m; ;; floresta",NA,NA,"Sobral, M E G","Santo Antônio do Amparo",NA,NA,"1","1","19303","auto",NA,NA,NA,NA,NA,NA,NA
"128","2019-06-10 10:11:17-03","FZB-BH","BHZB","2678","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia",NA,NA,"Ordones, J.","276","2000","08","20",NA,"Brasil","MG","Caraça/ Bocaína","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,"Catas Altas",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA
"129","2020-09-12 05:00:02-03","US","US","2579655","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Mitranthes","pubescens","Mitranthes pubescens","Burret","Isotype","F. C. Hoehne","Inst. Bot. 32836","1935","3","30","South America - Neotropics","Brazil","São Paulo","Sao Paulo.",NA,NA,NA,NA,"US00117705","US00117705_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"130","2020-09-12 05:00:02-03","US","US","1361947","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O. Berg",NA,"A. Regnell",NA,"1867","3","13","South America - Neotropics","Brazil","Minas Gerais",NA,"-46.386100769043","-21.9235992431641",NA,NA,"US01899311","US01899311_01 US01899311_02",NA,"Caldas",NA,NA,NA,NA,"25710","auto",NA,NA,"Dicotyledonae",NA,NA,"1",NA
"131","2020-09-12 05:00:02-03","US","US","2705891","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O. Berg",NA,"G. Hatschbach","32149","1973","6","14","South America - Neotropics","Brazil","Paraná","Joaquim Murtinho.","-49.948600769043","-24.5261001586914",NA,NA,"US01899310","US01899310_01 US01899310_02",NA,"Piraí do Sul",NA,NA,NA,NA,"37171","auto",NA,NA,"Dicotyledonae",NA,NA,"1",NA
"132","2020-09-12 05:00:02-03","US","US","1361847","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O. Berg",NA,"A. Regnell",NA,"1865","7",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01899312","US01899312_01 US01899312_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"133","2020-09-12 05:00:02-03","US","US","2839319","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O. Berg",NA,"G. Hatschbach","39936","1977","5","26","South America - Neotropics","Brazil","Paraná","Rio Diamante.","-49.7057991027832","-24.2511005401611",NA,NA,"US01899309","US01899309_01 US01899309_02",NA,"Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,"Dicotyledonae",NA,NA,"1",NA
"134","2020-10-15 09:54:00-03","UFPR","EFC","15640","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Adenesky-Filho, E.","1535","2012","09","06",NA,"Brasil","Paraná","UHE Mauá","-50.4324","-24.0641",NA,"Árvore, aprox. 5m, frutos imaturos verdes. Transição Floresta Estacional Semidecidual","EFC015640",NA,"Selusniaki, M.","Ortigueira","-50.4324","-24.0641","520","520",NA,NA,"2012","09",NA,"06",NA,NA,NA
"135","2019-12-09 17:30:27-03","UFPR","EFC","1257","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Kuniyoshi, Y.S.; Roderjan, C.V.","5168","1987","04","17",NA,"Brasil","Paraná","Faz. das Almas (Manoel Ribas Neto)","-49.948600769043","-24.5261001586914",NA,"Arbusto frequente em cerrado. Solo arenoso. __COMMOM_NAME__: Araçá-do-campo","EFC001257",NA,"Ribeiro, C.L.","Piraí do Sul",NA,NA,NA,NA,"37171","auto","2015","11",NA,"20",NA,NA,NA
"136","2020-10-15 09:54:00-03","UFPR","EFC","5492","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Carrião, D.","49","1995","10","21",NA,"Brasil","Paraná","P.E. do Cerrado","-49.6599","-24.1714",NA,"Árvore de 3m de altura em cerradão alterado. Frutos vermelhos.","EFC005492",NA,"Uhlmann, A.","Jaguariaíva","-49.6599","-24.1714",NA,NA,NA,NA,"1996","03",NA,"01",NA,NA,NA
"137","2020-10-15 09:54:00-03","UFPR","EFC","1284","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Kuniyoshi, Y.S.; Roderjan, C.V.","5160","1987","04","16",NA,"Brasil","Paraná","Faz. das Almas","-49.948600769043","-24.5261001586914",NA,"Arvoreta em cerrado, frequente em solo arenoso","EFC001284",NA,"Hatschbach, G.","Piraí do Sul",NA,NA,NA,NA,"37171","auto","1987","07",NA,"08",NA,NA,NA
"138","2020-10-15 09:54:00-03","UFPR","EFC","4399","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Kuniyoshi, Y.S.","5591","1995","04","20",NA,"Brasil","Paraná","P.E. do Cerrado","-49.6599","-24.1714",NA,"Árvore 3m, em campo cerrado a 850m s.n.m. Botões florais.","EFC004399",NA,"Uhlmann, A.","Jaguariaíva","-49.6599","-24.1714",NA,NA,NA,NA,"1995","05",NA,"22",NA,NA,NA
"139","2021-03-16 18:32:00-03","USP","SPF","85753","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mitranthes","pubescens","Mitranthes pubescens","Burret","isotype","Hoehne, FC","s.n.","1935","03","30",NA,"Brasil","São Paulo","Jardim Botânico de São Paulo, Nativa no Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,"Árvore grande; flores alvas.","SPF00085753","SPF00085753",NA,"São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"140","2019-11-13 11:27:24-03","USP","SPF","175560","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Santos, MF","59","2006","01","08",NA,"Brasil","Minas Gerais","Serra do Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,"SPF00175560",NA,"Santos, MF","Ouro Branco",NA,NA,NA,NA,"13809","auto","2014",NA,NA,NA,NA,NA,NA
"141","2021-03-15 18:29:03-03","USP","SPF","210681","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Zappi, DC","2581","2009","11","24",NA,"Brasil","Minas Gerais","Serra do Cipó, Capela de São José. Trilha da Senhorinha, caminho a Congonhas do Norte.","-43.74328","-18.918981",NA,"Arvoreta 5 m alt., frutos negros maduros.; Afloramento rochoso em campo sujo, com árvores.","SPF00210681",NA,"Araújo, AC; Lucas, EJ","Santana de Pirapama","-43.74328","-18.918981",NA,NA,NA,NA,"2010","11",NA,NA,NA,NA,NA
"142","2019-11-13 11:27:24-03","USP","SPF","19519","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Furlan, A","CFSC6456","1980","08","23",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00019519",NA,"Kawasaki, ML","Santana do Riacho",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"143","2019-11-13 11:27:24-03","USP","SPF","164729","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Mazine, FF","960","2003","11","01",NA,"Brasil","Paraná",NA,"-49.261100769043","-24.823600769043",NA,NA,"SPF00164729",NA,"Sobral, M","Cerro Azul",NA,NA,NA,NA,"32006","auto","2003","11",NA,NA,NA,NA,NA
"144","2019-11-13 11:27:24-03","USP","SPF","126133","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Hatschbach, G","67070","1997","10","15",NA,"Brasil","Paraná",NA,"-49.948600769043","-24.5261001586914",NA,NA,"SPF00126133",NA,"Hatschbach, G","Piraí do Sul",NA,NA,NA,NA,"37171","auto","1997",NA,NA,NA,NA,NA,NA
"145","2019-11-13 11:27:24-03","USP","SPF","153342","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Silva, JM","3435","2001","09","13",NA,"Brasil","Paraná","Serra do Brumado.","-49.3142013549805","-25.1900005340576",NA,NA,"SPF00153342",NA,"Sobral, M","Rio Branco do Sul",NA,NA,NA,NA,"37352","auto","2001",NA,NA,NA,NA,NA,NA
"146","2019-11-13 11:27:24-03","USP","SPF","64974","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Mattos, J","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"SPF00064974",NA,"Aguiar, OT","Campos do Jordão",NA,NA,NA,NA,"21048","auto","1997","03",NA,"25",NA,NA,NA
"147","2019-11-13 11:27:24-03","USP","SPF","81218","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Mattos, J","15825","1974","04","23",NA,"Brasil","São Paulo","Parque Estadual","-45.5900001525879","-22.7299995422363",NA,NA,"SPF00081218",NA,"Aguiar, OT","Campos do Jordão",NA,NA,NA,NA,"21048","auto","1997","03",NA,"25",NA,NA,NA
"148","2019-11-13 11:27:24-03","USP","SPF","81216","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Mattos, J","25826","1974","04","23",NA,"Brasil","São Paulo","Parque Estadual","-45.5900001525879","-22.7299995422363",NA,NA,"SPF00081216",NA,"Aguiar, OT","Campos do Jordão",NA,NA,NA,NA,"21048","auto","1997","03",NA,"25",NA,NA,NA
"149","2019-11-13 11:27:24-03","USP","SPF","165051","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Árbocz, GF","1478","1995","05","30",NA,"Brasil","São Paulo",NA,"-48.3699989318848","-23.0799999237061",NA,NA,"SPF00165051",NA,"Kawasaki, ML","Pardinho",NA,NA,NA,NA,"14628","auto","1997",NA,NA,NA,NA,NA,NA
"150","2019-10-07 09:35:13-03","UEFS","HUEFS","87627","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","crassifolia","Eugenia crassifolia","DC.","Isótipo","Pohl, E.","1129",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"HUEFS0087627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"151","2019-10-07 09:35:26-03","UEFS","HUEFS","87250","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","widgreniana","Eugenia widgreniana","(O.Berg) Kiaersk.","Isótipo","Widgren","538","1845",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"HUEFS0087250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"152","2019-10-07 09:35:26-03","UEFS","HUEFS","87249","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","widgreniana","Eugenia widgreniana","(O.Berg) Kiaersk.","Isótipo","Widgreen","538",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"HUEFS0087249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
