"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","individualCount"
"99","2019-10-07 09:12:57-03","UEFS","HUEFS","197948","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Marinho, L.C.","479","2013","10","07",NA,"Brasil",NA,NA,"Restinga.","HUEFS0197948","Angiospermae","Ericales","T.D.Penn.","E.S.Almeida","Sergipe","Pirambu","Povoado do Aguilhado, acesso à lagoa redonda.","-36.8560981750488","-10.7377996444702",NA,NA,"HUEFS0197948",NA,"Asteranae","22600","auto","2017","03","36W50'90''","10S41'79''",NA,NA,NA
"100","2020-07-23 12:22:23-03","CEPLAC","CEPEC","58566","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","W. W. Thomas","9736","1997","03","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington","Bahia","ILHÉUS","10Km ao S Ilheus. Rod. p/ Olivenca, 3Km a W.","-39.05","-14.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W3'","14S59'","30/12/1994",NA,NA
"101","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128843","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","C. V. Vivas","204","1980","07","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"C. V. Vivas","Bahia","ILHÉUS","Estrada Olivença/Vila Brasil.","-39.039444","-14.971944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W2'22","14S58'19","12/07/2012",NA,NA
"102","2020-07-23 12:22:23-03","CEPLAC","CEPEC","100388","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","G. C. A. da Silva","3","2014","03","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M. L. Guedes","Bahia","MUCUGÊ","Chapada Diamantina. Acesso a Sede.","-41.25","-12.991111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W15'","12S59'28","30/03/2003",NA,NA
"103","2020-07-23 12:22:23-03","CEPLAC","CEPEC","153440","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Schulte, T.F.","331","2016","03","14",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"C. Pessoa & R. Asprino","Bahia","ITANAGRA","Conglomerado BA_724-1-5-68","-38.041667","-12.263056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W2'30","12S15'47","19/5/2017",NA,NA
"104","2020-07-23 12:22:23-03","CEPLAC","CEPEC","25152","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","R. M. Harley","20596","1980","01","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington","Bahia","MUCUGÊ","2Km ao longo da Rod. p/ Andarai.","-41.35","-12.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W21'","12S59'","30/12/1990",NA,NA
"105","2020-07-23 12:22:23-03","CEPLAC","CEPEC","32242","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","R. M. Harley","22697","1980","05","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington","Bahia","LENÇÓIS","A W Lencois.7-10Km Rod. Seabra/Itaberaba, prox. Rio Mucugezinho.Serra dos Lencois","-41.433333","-12.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W26'","12S28'","30/12/1990",NA,NA
"106","2020-07-23 12:22:23-03","CEPLAC","CEPEC","59192","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","W. W. Thomas","9826","1993","05","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. Alves-Araújo","Bahia","ILHÉUS","2Km a W da junção da Rod. p/ Vila Brasil e Rod. p/ Ilhéus/Una (BA-001); junção ca. 40Km ao S de Ilhéus e ao N do Acuipe.","-39","-15.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W0'","15S6'","17/06/2008",NA,NA
"107","2020-07-23 12:22:23-03","CEPLAC","CEPEC","68782","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","A. M. de Carvalho","1098","1994","10","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. Alves-Araújo","Bahia","LENÇÓIS","Serra da Chapadinha Chapadinha.","-41.440278","-12.459722",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W26'25","12S27'35","17/06/2008",NA,NA
"108","2020-07-23 12:22:23-03","CEPLAC","CEPEC","83699","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","A. M. de Carvalho","6736","1961","09","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"E. B. Almeida Jr.","Bahia","MARAÚ","Ca. 8Km na estrada Maraú/Ubaitaba.","-39.016111","-14.165",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W0'58","14S9'54","19/06/2008",NA,NA
"109","2020-07-23 12:22:23-03","CEPLAC","CEPEC","26529","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","S. A. Mori","14174","1981","05","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington","Bahia","entre rios","Rodovia o W de Subaúma. 2-5Km a W de Subaúma.","-38.084400177002","-11.9419002532959",NA,NA,NA,"Isótipo",NA,"52418","auto",NA,NA,"0W0'0","0S0'0","30/12/1990",NA,NA
"110","2020-07-23 12:22:23-03","CEPLAC","CEPEC","25689","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","A. M. de Carvalho","844","1984","10","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. Alves-Araújo","Bahia","ILHÉUS","Ca. 5Km ao S de Olivença. Cana Brava.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"17/06/2008",NA,NA
"111","2020-07-23 12:22:23-03","CEPLAC","CEPEC","24761","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","A. M. de Carvalho","844","1984","10","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. Alves-Araújo","Bahia","ILHÉUS","Estrada Ilhéus/Uma, a ca. 5Km ao S de Olivença. Cana Brava.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"17/06/2008",NA,NA
"112","2020-07-23 12:22:23-03","CEPLAC","CEPEC","22549","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","L. A. Mattos-Silva","1187","1980","10","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"E. B. Almeida Jr.","Bahia","ILHÉUS","Fazenda Guanabara. Ramal com entrada no Km 10 Rod. Pontal/Olivença, à direita 3Km a Oeste da entrada.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"16/10/1980",NA,NA
"113","2020-07-23 12:22:23-03","CEPLAC","CEPEC","31323","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","A. M. de Carvalho","1605","1983","02","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. Alves-Araújo","Bahia","ILHÉUS","KM 19 da estrada Ilhéus/Una. Cana Brava.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"17/06/2008",NA,NA
"114","2020-07-23 12:22:23-03","CEPLAC","CEPEC","152586","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","B. Stannard",NA,NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"Pirani, J.R.","Bahia","LENÇÓIS",NA,"-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA
"115","2020-07-23 12:22:23-03","CEPLAC","CEPEC","32213","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","A. M. de Carvalho","1044","1981","12","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington","Bahia","LENÇÓIS","8Km ao S de Lençóis, estrada para Barro Branco.","-41.3899993896484","-12.563099861145",NA,NA,NA,"Paratipo",NA,"47385","auto",NA,NA,"0*0'0","0*0'0","30/12/1990",NA,NA
"116","2020-07-23 12:22:23-03","CEPLAC","CEPEC","20700","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","S. A. Mori","13361","1997","03","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington","Bahia","LENÇÓIS","Arredores de Lençóis, estrada para Barro Branco.","-41.3899993896484","-12.563099861145",NA,NA,NA,"Paratipo",NA,"47385","auto",NA,NA,"0W0'0","0S0'0","30/12/1990",NA,NA
"117","2020-07-23 12:22:23-03","CEPLAC","CEPEC","41398","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","M. L. Guedes","1086","1986","07","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. Alves-Araújo","Bahia","LENÇÓIS","Caminho para Serra do Pai Inácio.","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,"30/03/2009",NA,NA
"118","2020-07-23 12:22:23-03","CEPLAC","CEPEC","43590","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","G. Hatschbach","47499","1984","01","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington","Bahia","MUCUGÊ","Corrego Moreira.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,"30/12/1990",NA,NA
"119","2020-07-23 12:22:23-03","CEPLAC","CEPEC","61984","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","J. G. Jardim","500","1994","07","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"T. D. Pennington","Bahia","UNA","46Km na Rod. BA-001, Ilheus/Una.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,"30/12/1995",NA,NA
"120","2020-07-23 12:22:23-03","CEPLAC","CEPEC","34740","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","R. Callejas","1759","1983","11","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. M. Amorim","Bahia","UNA","Estrada Una/Ilheus.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,"30/12/1994",NA,NA
"121","2020-07-23 12:22:23-03","CEPLAC","CEPEC","30916","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","L. A. Mattos-Silva","1614","1983","01","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"J. F. Benicio","Bahia","ANDARAÍ","BA-142. Antigo ramal p/ Mucuge, entr. no Km 7.Entre 2-8 deste desvio.Rod. p/Andarai","-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,NA,"58558","auto",NA,NA,NA,NA,"30/03/1996",NA,NA
"122","2020-07-23 12:22:23-03","CEPLAC","CEPEC","23449","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","J. L. Hage","890","1974","06","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"E. B. Almeida Jr.","Bahia","CANAVIEIRAS","Ramal a 21Km na Rod. Canavieieras/Una . BA-001 Ramal da Faz. Campo Lúcio.","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,NA,"48203","auto",NA,NA,NA,NA,"19/06/2008",NA,NA
"123","2020-07-23 12:22:23-03","CEPLAC","CEPEC","152668","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","A.A. Conceição","185",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"Pirani, J.R.","Bahia","LENÇÓIS",NA,"-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA
"124","2020-07-23 12:22:23-03","CEPLAC","CEPEC","46684","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","A. M. de Carvalho","2945","1990","03","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"J. F. Benicio","Bahia","MUCUGÊ","3Km na estrada de Mucuge/Cascavel. Vale do Rio Mucuge.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,"30/03/1996",NA,NA
"125","2019-11-01 15:10:46-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Araújo, DS","IFN-628611.1","2017","08","11","Southern America","Brasil",NA,NA,"Conglomerado PI_628. Subunidade 1. Subparcela 1. Indivíduo 1-RN. &nf;F8 - Avaliação da regeneração natural; Arbusto 1,5m, DAP 2cm. Base do tipo reta","UB0129069","Dicotyledoneae",NA,"T.D.Penn.","Oliveira, ALR","Piauí","Corrente",NA,"-45.36","-10.62",NA,NA,"UB0129069",NA,NA,NA,NA,"2018","01","-45.36","-10.62",NA,"29",NA
"126","2020-08-13 18:02:59-03","IBt","SP","293598","S","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Freire Fierros, A","1683","1990","10","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,"T.D.Penn.",NA,"Bahia","Mucugê",NA,"-41.383333","-13.033333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.383333","-13.033333",NA,NA,NA
"127","2020-05-07 17:16:20-03","IBt","SP","260893","S","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Carvalho, AM","844","1981","09","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,"T.D.Penn.",NA,"Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"128","2020-05-07 17:16:20-03","IBt","SP","260889","S","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Thomas, WW","9736","1992","02","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,"T.D.Penn.",NA,"Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"129","2020-05-07 17:16:20-03","IBt","SP","260883","S","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Mattos Silva, LA","1187","1980","10","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,"T.D.Penn.",NA,"Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"130","2020-05-07 17:16:20-03","IBt","SP","260814","S","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Carvalho, AM","1044","1981","12","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,"T.D.Penn.",NA,"Bahia","Lençóis",NA,"-41.3899993896484","-12.563099861145",NA,NA,NA,"Paratype",NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA
"131","2020-05-07 17:16:20-03","IBt","SP","260793","S","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Carvalho, AM","2945","1990","03","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,"T.D.Penn.",NA,"Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA
