"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","individualCount"
"13","2021-03-15 16:37:00-03","NY","NYBG","375266","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","J. G. Jardim","500","1994","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375266","Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","Bahia","Una","Ca. 46 km na Rodovia BA 001, Ilhéus/Una","-39.0753","-15.2933",NA,NA,"NY00375266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375269","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","R. M. Harley","22697","1980","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375269","Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","Bahia",NA,"Serras dos Lençois. About 7-10 km. along the main Seabra-Itaberaba road, W. of the Lençois turning, but the Rio Mucugezinho","-41.43","-12.47","800","800","NY00375269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-11-19 15:45:06-03","UNEB","HUNEB","3602","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Fonseca, M.R.","42","1998","10","11",NA,"Brasil",NA,NA,NA,"HUNEB0003602","Angiospermae","Florideophycidae","T.D.Penn.",NA,"Bahia","Mucugê","Unidade sustentável de Mucugê, BA-142, Km 42.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"Dicotyledoneae","52493","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:24:53-03","UFBA","ALCB","60218","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Silva, GCA da; Guedes, ML; Alunos de Botânica III","03","2003","03","07","Southern America","Brasil",NA,NA,"de ca. 3 m., de altura, ramos com pêlos rufo-ferrugíneo, látex alvo. Folhas com pecíolo curto, lâmina obovada a oblanceolada, ápice emarginado, base aguda, coriácea, discolor, com a face adaxial verde brilhante, abaxial com tomentos ferrugíneos. Plan",NA,"Dicotyledon",NA,"T.D.Penn.","Guedes, ML","Bahia","Mucugê","Chapada Diamantina, Acesso a Sede","-41.25","-12.991111",NA,NA,NA,NA,NA,NA,NA,"2003","03","-41.25","-12.991111",NA,NA,NA
"17","2019-10-09 11:24:53-03","UFBA","ALCB","100703","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Hurbath, F","118","2011","04","29","Southern America","Brasil",NA,NA,"ca de 4,5m de alt. Caule ferrugíneo. Folhas discolores, com tricomas ferrugíneos na face abaxial. Botões ferrugíneos. Frutos verdes.; Vegetação ripária, mata inundável.",NA,"Dicotyledon",NA,"T.D.Penn.","Hurbath, F","Bahia","Mucugê","Chapada Diamantina, Córrego do Boiadeiro","-42.522778","-14.534722","930","930",NA,NA,NA,NA,NA,"2011","06","-42.522778","-14.534722",NA,NA,NA
"18","2019-10-09 11:24:53-03","UFBA","ALCB","121557","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Guedes, ML; Casaes, M","23893","2015","08","20","Southern America","Brasil",NA,NA,"de ca 4 m de altura. Látex leitoso. Folhas coriáceas, discolores, face abaxial ferrugínea. Frutos jovens.","ALCB004986","Dicotyledon",NA,"T.D.Penn.","Guedes, ML","Bahia","Mucugê","Chapada Diamantina, Córrego do Boiadeiro.","-41.366667","-13",NA,NA,"ALCB004986",NA,NA,NA,NA,"2015","09","-41.366667","-13",NA,NA,NA
"19","2019-10-09 11:24:53-03","UFBA","ALCB","039997","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Guedes, ML; Orlandi, RP; Stradmann, MTS; Poveda, A","PCD702","1994","08","31","Southern America","Brasil",NA,NA,"3,0 m. Folhas simples, coriáceas, face abaxial ferrugínea. Flores e botões ferrugíneos. Frutos imaturos verde. Ocasional.; Degraus rochosos com gramineas e arbusto. Afloramento rochoso de arenito.",NA,"Dicotyledon",NA,"T.D.Penn.","Barker, S","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.440278","-12.459722","900","900",NA,NA,NA,NA,NA,"1997","06","-41.440278","-12.459722",NA,NA,NA
"20","2019-10-09 11:24:53-03","UFBA","ALCB","039998","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Melo, E; Guedes, ML; Carvalho, AM de; Ferreira, MC; Giulietti, AM; Mayo, S; Funch, R; F","PCD32","1994","07","05","Southern America","Brasil",NA,NA,"bem ramificado na base, ca. 1,5 m alt.; ápice dos ramos vegetativos, ferrugíneos, quando jovens e mais esbranquiçados, quando mais velhos. Folhas simples, discolores; face adaxial verde, abaxial ferrugínea. Botões e anteras castanho-escuro.",NA,"Dicotyledon",NA,"T.D.Penn.","Barker, S","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.454167","-12.466944","800","800",NA,NA,NA,NA,NA,"1997","06","-41.454167","-12.466944",NA,NA,NA
"21","2019-10-09 11:24:53-03","UFBA","ALCB","039999","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Souza, GR; Cruz, NB","PCD1098","1994","10","27","Southern America","Brasil",NA,NA,"2,0 m. Folhas simples, discolores, face abaxial castanha. Frutos imaturos verdes. Ocasional.; Campos gerais. Afloramento rochoso.",NA,"Dicotyledon",NA,"T.D.Penn.","Barker, S","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.440278","-12.459722","910","910",NA,NA,NA,NA,NA,"1997","06","-41.440278","-12.459722",NA,NA,NA
"22","2019-10-09 11:24:53-03","UFBA","ALCB","040000","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Orlandi, RP; Bautista, HP; Pereira, A","PCD265","1994","07","29","Southern America","Brasil",NA,NA,"3,00 m, latescente. Folhas simples, coriáceas, discolores, face abaxial ferruginosa. Caulifloria, flores e botões singelos e ferruginosos. Ocasional.; Vegetação rupícola com árvores nas fendas. Afloramento rochoso de arenito.",NA,"Dicotyledon",NA,"T.D.Penn.","Barker, S","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.440278","-12.459722","930","930",NA,NA,NA,NA,NA,"1997","06","-41.440278","-12.459722",NA,NA,NA
"23","2019-10-09 11:24:53-03","UFBA","ALCB","042637","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Stradmann, MTS; Poveda, A","0566","1998","03","27","Southern America","Brasil",NA,NA,"Ca. 2,2m. Terrestre. Troncos dispostos em varas paralelas. Folhas crassas, discolores; face adaxial verde escuro e abaxial ferrugínea e tomentosa. Frequente.",NA,"Dicotyledon",NA,"T.D.Penn.","Barter, S","Bahia",NA,"Parque Municipal de Mucugê/Projeto Sempre Viva. BA-km 42 a 46. Cachoeira do Piabinha.","-41.316667","-12.983333","900","900",NA,NA,NA,NA,NA,NA,NA,"-41.316667","-12.983333",NA,NA,NA
"24","2019-10-09 11:24:53-03","UFBA","ALCB","106303","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Guedes, ML; Alunos de Microbiologia Vegetal UFBA","19999","2012","04","29","Southern America","Brasil",NA,NA,"de ca 3 m de altura, látex leitoso. Folhas discolores, face abaxial ferrugínea. Botões ferrugíneos.",NA,"Dicotyledon",NA,"T.D.Penn.","Guedes, ML","Bahia","Mucugê","Chapada Diamantina, Caminho para o Córrego do Boiadeiro.","-41.366667","-13",NA,NA,NA,NA,NA,NA,NA,"2015","09","-41.366667","-13",NA,NA,NA
"25","2019-10-09 11:24:53-03","UFBA","ALCB","119159","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Guedes, ML; Costa, TF","23311","2015","02","09","Southern America","Brasil",NA,NA,"Látex leitoso. Folhas coriáceas, discolores, face abaxial ferrugíneas. Inflorescência axilar, flores em botões ferrugíneos.",NA,"Dicotyledon",NA,"T.D.Penn.","Guedes, ML","Bahia","Mucugê","Chapada Diamantina, Trilha do Tiburtino.","-41.326667","-12.995278",NA,NA,NA,NA,NA,NA,NA,"2015","09","-41.326667","-12.995278",NA,NA,NA
"26","2019-10-09 11:24:53-03","UFBA","ALCB","124694","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Roque, N; Alunos de Sistemática Evolução de Espermatófitas","4778","2016","04","16","Southern America","Brasil",NA,NA,"ca. 3,0m alt. Folhas discolores, face abaxial ferrugínea. Sépalas vináceas, pétalas creme.","ALCB012859","Dicotyledon",NA,"T.D.Penn.","Guedes, ML","Bahia","Mucugê","trilha para a Cachoeira da Sibéria.","-41.348333","-12.989722","903","903","ALCB012859",NA,NA,NA,NA,"2016","09","-41.348333","-12.989722",NA,NA,NA
"27","2019-10-09 11:24:53-03","UFBA","ALCB","80834","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Guedes, ML; Valadão, RM; Gomes, FS; Alunos de Botânica III","13905","2007","10","13","Southern America","Brasil",NA,NA,"de 2 m de altura. Folhas discolores, face abaxial ferruginosa. Frutos imaturos verdes.",NA,"Dicotyledon",NA,"T.D.Penn.","Guedes, ML","Bahia","Ibicoara","Chapada Diamantina, Caminho para a Cachoeira do Buração","-41.145556","-13.325556","957","957",NA,NA,NA,NA,NA,"2015","09","-41.145556","-13.325556",NA,NA,NA
"28","2019-10-09 11:24:53-03","UFBA","ALCB","93456","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Gomes, FS; Guedes, ML; Lisboa, MS; et al.","599","2010","01","27","Southern America","Brasil",NA,NA,"ca. 3 m alt. Folhas coriáceas, discolores, com face adaxial verde-brilhante e adaxial ferrugínea. Flores axilares. Botões ferrugíneos.",NA,"Dicotyledon",NA,"T.D.Penn.","Guedes, ML","Bahia","Mucugê","Chapada Diamantina","-41.374722","-13.006667","1073","1073",NA,NA,NA,NA,NA,"2010","01","-41.374722","-13.006667",NA,NA,NA
"29","2019-10-09 11:24:53-03","UFBA","ALCB","100662","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Moura, L; Santos, GQ","52","2010","02","17","Southern America","Brasil",NA,NA,"ca de 2m, folhas discolores, face abaxial marrom, sépalas marrons",NA,"Dicotyledon",NA,"T.D.Penn.","Hurbath, F","Bahia","Mucugê","Chapada Diamantina, Trilha dos Polinizadores","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,"52493","auto","2011","07",NA,NA,NA,NA,NA
"30","2020-02-08 09:04:16-03","NBC","NL-BOTANY","L.4161608","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Harley RM",NA,"1977","02","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4161608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4161608",NA,"Ericales","T.D.Penn.",NA,NA,NA,"22 km S of Andaraí on road to Lucugé. Open area of peaty marsh.",NA,NA,NA,NA,"NL-L4161608",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:04:16-03","NBC","NL-BOTANY","U.1599026","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Hoffman B; Jacobs H; Capellaro C",NA,"1992","02","29","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599026",NA,"Ericales","T.D.Penn.","Pennington TD","Upper Takutu-Upper Essequibo",NA,NA,NA,NA,NA,NA,"NL-U1599026",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,"U 0145957",NA,NA
"32","2020-02-08 09:04:16-03","NBC","NL-BOTANY","U.1599027","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Harley RM; et al.",NA,"1980","05","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599027 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599027",NA,"Ericales","T.D.Penn.",NA,NA,NA,"Estado da Bahia, Serras dos Lençois, About 7-10 km along the main Seabra-Itaberaba road, W. of the Lençois turning, by the Rio Mucugézinho.",NA,NA,NA,NA,"NL-U1599027",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-19 10:48:32-03","IAP","PACA-AGP","68898","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","M. L. Guedes","1086","1986","07","19",NA,"Brasil",NA,NA,"ALCB - 16806&nf;Arbusto de 1m de altura","PACA068898","Magnoliophyta","Ebenales","T. D. Penn.","Guedes. M. L.","BA","Lençóis","Caminho para Serra do Pai Inácio","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"Magnoliatae","47385","auto","2020","08",NA,NA,NA,"04",NA
"34","2019-11-27 13:52:54-03","UFS","ASE","488","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Fonseca, MR","ASE488","1977","09","07","Southern America","Brasil",NA,NA,"Arbusto. 2m. Folhas alternas, simples obovadas, com pêlos rufos na face inferior. Planta com látex branco.; Arbusto. 2m. Folhas alternas, simples obovadas, com pêlos rufos na face inferior. Planta com látex branco.; Tabuleiros arenoso","ASE0012858","Magnoliophyta",NA,"T.D.Penn.","Alves-Araújo, A","Sergipe","Pirambu","Próximo a SE, Km 26","-36.855833","-10.737778",NA,NA,"ASE0012858",NA,NA,NA,NA,"2012","07","-36.855833","-10.737778",NA,"16",NA
"35","2019-11-27 13:52:54-03","UFS","ASE","499","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Fonseca, MR","ASE499","1977","11","17","Southern America","Brasil",NA,NA,"Arbusto. 2m. . látex branco e flores marrons.; Arbusto. 2m. . látex branco e flores marrons.; Tabuleiros arenosos","ASE0012867","Magnoliophyta",NA,"T.D.Penn.","Alves-Araújo, A","Sergipe","Pirambu","Povoado de Robalo, próximo ao Km 26 da SE-118.","-36.855833","-10.737778",NA,NA,"ASE0012867",NA,NA,NA,NA,"2012","07","-36.855833","-10.737778",NA,"17",NA
"36","2019-11-27 13:52:54-03","UFS","ASE","595","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Fonseca, MR","ASE595","1978","04",NA,"Southern America","Brasil",NA,NA,"Arbusto. 1.5. m. látex branco, folhas pilosas e rufas na face inferior. Flores pequenas e marrons.; Arbusto. 1.5. m. látex branco, folhas pilosas e rufas na face inferior. Flores pequenas e marrons.; Restinga","ASE0012931","Magnoliophyta",NA,"T.D.Penn.","Alves-Araújo, A; F.Cavalcante","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167",NA,NA,"ASE0012931",NA,NA,NA,NA,"2012","07","-37.054167","-10.789167",NA,"16",NA
"37","2019-11-27 13:52:54-03","UFS","ASE","28568","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Freire, GS; Matos, GMA; Déda, RM; Costa, SM; Carregosa, T","100","2013","05","09","Southern America","Brasil",NA,NA,"Folhas ferrugíneas na face abaxial, frutos verdes, flores com pétalas creme e cálice ferrugineo.; Tabuleiro Costeiro.","ASE0000249","Magnoliophyta",NA,"T.D.Penn.","Vivas, CV","Sergipe","Pirambu",NA,"-37.451944","-11.225833",NA,NA,"ASE0000249",NA,NA,NA,NA,"2014","12","-37.451944","-11.225833",NA,"10",NA
"38","2020-12-21 16:44:50-03","MBM","MBM","416096","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","5749","2018","11","12","Southern America","Brazil",NA,NA,"Árvore com 3,5 m de altura; frutos verdes.; Campo rupestre.","MBM416096",NA,NA,"T.D.Penn.","Völtz, R.R.","Bahia","Mucugê","Chapada Diamantina, trilha para Cachoeira Três Barras","-41.293333","-12.984167","862","862",NA,NA,NA,NA,NA,"2019","01","-41.293333","-12.984167",NA,"31",NA
"39","2020-12-21 16:44:50-03","MBM","MBM","256381","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Guedes, M.L.; et al.; et al.","32",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM256381",NA,NA,"T.D.Penn.","Barker, S.","Bahia","Lençóis","Serra da Chapadinha","-41.3899993896484","-12.563099861145",NA,NA,"MBM256381",NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:44:50-03","MBM","MBM","123904","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Harley, R.M.","22697",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM123904",NA,NA,"T.D.Penn.","Pennington, T.D.","Bahia","Lençóis","Serra dos Lençóis","-41.3899993896484","-12.563099861145",NA,NA,"MBM123904",NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:44:50-03","MBM","MBM","89682","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Hatschbach, G.","47499",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM089682",NA,NA,"T.D.Penn.","Pennington, T.D.","Bahia","Mucugê","Córrego Moreira","-41.3708000183105","-13.0052995681763",NA,NA,"MBM089682",NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:44:50-03","MBM","MBM","94976","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Callejas, R.; Carvalho, A.M. de; Silva, L.M.; Carvalho, A.M. de; Silva, L.M.","1759","1983","11","19","Southern America","Brazil",NA,NA,"Árvore com ca. 10 m de altura. Folhas discolores com face dorsal ferrugínea. Flores com cálice ferrugíneo, corola creme. Fruto imaturo verde. Látex branco.; Restinga arbórea/Mata Costeira.","MBM094976",NA,NA,"T.D.Penn.","Völtz, R.R.","Bahia","Una","Estrada Una/Ilhéus","-39.0752983093262","-15.2932996749878",NA,NA,"MBM094976",NA,NA,"36070","auto","2018","08",NA,NA,NA,NA,NA
"43","2021-03-24 17:19:23-03","UFMA","MAR","5942","S","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","E. Pereira e A. P. Duarte","9365",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"T.D.Penn.","E.B. Almeida Jr.","Bahia","Morro do Chapéu",NA,"-41.156111","-11.550278",NA,NA,NA,NA,NA,NA,NA,"2009","08","41º09'22W","11º33'01S",NA,"09",NA
"44","2021-02-11 17:21:42-03","UFPR","UPCB","16844","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Hatschbach, G.","47499","1984","01","22",NA,"Brasil",NA,NA,"Arbusto, 3m, flor verde. campo rupestre, solo arenoso..",NA,NA,NA,"T.D.Pennington","Pennington, T.D.","Bahia","Mucugê","Córrego Moreira","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,"52493","auto","1987","01",NA,NA,NA,"01",NA
