"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-02-08 21:31:36-03","UFBA","ALCB","01085","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Senna, LR","Torrend, Padre CSJ","s/n","1936",NA,NA,"Southern America","Brasil","Bahia",NA,"Garcia d'Avila 34.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","09",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:08:15-03","UFBA","ALCB","01090","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, JC de","Costa, AL","887","1961","05","14","Southern America","Brasil","Bahia",NA,"Itapoan, dunas entre o aeroporto e a costa ao norte do Stella Maris.",NA,NA,NA,NA,NA,"Glabra.",NA,NA,NA,NA,NA,NA,"1987","09",NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:08:15-03","UFBA","ALCB","01082","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Costa, AL","Costa, AL","530","1959","09",NA,"Southern America","Brasil","Bahia",NA,"Duna de Itapoan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959","09",NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:08:15-03","UFBA","ALCB","01083","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Costa, AL","Costa, AL","497","1959","07","19","Southern America","Brasil","Bahia",NA,"Dunas de Armação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959","07",NA,NA,NA,NA,NA,NA
"15","2021-02-08 21:31:36-03","UFBA","ALCB","01084","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Costa, AL","Alunos da 3ª série","s/n","1950","05",NA,"Southern America","Brasil","Bahia",NA,"Estrada entre Brotas e Pituba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 21:31:36-03","UFBA","ALCB","01093","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, JC de","Costa, AL; Santana, W","s/n","1974","07","13","Southern America","Brasil","Bahia",NA,"Dunas de Itapoan entre o Aeroporto e Stella Maris.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","09",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:08:15-03","UFBA","ALCB","01099","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, JC de","Noblick, LR","1290","1979","05","06","Southern America","Brasil","Bahia",NA,"Dunas de Itapoan.",NA,NA,NA,NA,NA,"Planta prostrada.; Lugar baixo úmido.",NA,NA,NA,NA,NA,NA,"1987","09",NA,NA,NA,NA,NA,NA
"18","2021-02-08 21:31:36-03","UFBA","ALCB","01102","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, JC de","Gusmão, EF de","s/n","1974","12","01","Southern America","Brasil","Bahia",NA,"Dunas de Itapuã entre o Aeroporto e o Stella Maris.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","09",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:08:15-03","UFBA","ALCB","01800","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Costa, AL","Costa, AL","886","1961","04","30","Southern America","Brasil","Bahia",NA,"Dunas por trás de Pituba.",NA,NA,NA,NA,NA,"Estames coalescentes na parte inferioro; ausência de citominódio - filamento bifido ou trifido no ápice.",NA,NA,NA,NA,NA,NA,"1961","04",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:08:15-03","UFBA","ALCB","032604","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Pedersen, TM","Mattos Silva, LA; Sant'Ana, SC de; Jardim, JG; Santos, EB dos","3013","1994","06","15","Southern America","Brasil","Sergipe",NA,"Rodovia Estância/ Abais, com estrada no KM 11 da Rod. BR. 101 (Trecho Estância/ Aracajú); 20km ao Leste do entrocamento.","-37.277222","-11.258333",NA,NA,NA,"50 a 60cm de altura. Flores esbranquiçadas.; Solo arenoso.",NA,NA,NA,NA,"-37.277222","-11.258333","1995",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:08:15-03","UFBA","ALCB","043645","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Guedes, ML","Guedes, ML; et al.","6635","1997","10","06","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Lagoa do Abaeté.","-38.5","-12.966667",NA,NA,NA,"de 50 a 60 cm de altura. Flores com tépalas de cor creme.; Vegetação arbustivo-arbórea.",NA,NA,NA,NA,"-38.5","-12.966667","1997","10",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:08:15-03","UFBA","ALCB","08435","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Senna, LR","Guedes, ML","219","1981","05","24","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, dunas de Itapuã, próximo ao aeroporto.","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,"-38.5","-12.966667","2008","11",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:08:15-03","UFBA","ALCB","09775","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Senna, LR","Guedes, ML; Queiroz, LP de","338","1982","05","22","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, próximo ao aeroporto.","-38.5","-12.966667",NA,NA,NA,"ca. 30 cm alt.. Folhas pilosas, concolores. Flores singelas, inflorescência rósea.",NA,NA,NA,NA,"-38.5","-12.966667","2008","11",NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:08:15-03","UFBA","ALCB","10760","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Marchioretto, MS","Alunos de Botânica III","s/n","1985","06","11","Southern America","Brasil","Bahia","Camaçari","Cond. Busca Vida, 1o. cordão de dunas a 2 km da praia","-38.316667","-12.683333",NA,NA,NA,NA,NA,NA,NA,NA,"-38.316667","-12.683333","2008","10",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:08:15-03","UFBA","ALCB","15262","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Senna, LR","Alunos de Botânica III",NA,"1985","10","13","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Itapuã, alameda da praia.","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,"-38.5","-12.966667","2008","11",NA,NA,"10",NA,NA,NA
"26","2019-10-09 11:08:15-03","UFBA","ALCB","28279","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Marchioretto, MS","Gomes, ML","s/n","1996","03","13","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.366667","-12.883333",NA,NA,NA,NA,NA,NA,NA,NA,"-38.366667","-12.883333","2008","10",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:08:15-03","UFBA","ALCB","33226","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Senna, LR","Gomes, ML; et al.","06","1995","10","03","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã","-38.5","-12.966667",NA,NA,NA,"procumbente, ramificada, ca. 30 cm. Folhas cartáceas, tomentosas. Botões e flores com tépalas paleáceas, creme. Ocasional.; substrato arenoso.",NA,NA,NA,NA,"-38.5","-12.966667","2008","11",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:08:15-03","UFBA","ALCB","52542","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Senna, LR","Guedes, ML; Nascimento, AFS; Santana, DL","9015","2001","06","17","Southern America","Brasil","Bahia",NA,"Massarandupió, a 20 km de Porto de Sauípe.","-37.8375","-12.311667",NA,NA,NA,"Prostrado, pubescente. Tépalas escariosas, ápice róseos.",NA,NA,NA,NA,"-37.8375","-12.311667","2005","09",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:08:15-03","UFBA","ALCB","52542","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Senna, LR","Guedes, ML; Nascimento, AFS; Santana, DL","9015","2001","06","17","Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Massarandupió, a 20 km de Porto de Sauípe.","-37.8375","-12.311667",NA,NA,NA,"prostrado, pubescente. Tépalas escariosas, ápice róseos.",NA,NA,NA,NA,"-37.8375","-12.311667","2005","09",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:08:15-03","UFBA","ALCB","63999","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Loureiro, DM","Loureiro, DM; Silva, JR; Menezes, AP","756","2003","10","17","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Costa do Sauípe, fazenda Sauípe","-38.283333","-12.516667",NA,NA,NA,"Folhas coriáceas, concolores, pilosa. Inflorescência terminal, pedicelo piloso, flores com tépalas verde-esbranquiçadas.; Arbórea-arbustiva.",NA,NA,NA,NA,"-38.283333","-12.516667","2003","10",NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:08:15-03","UFBA","ALCB","64573","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Marchioretto, MS","Guedes, ML; Alunos de Botânica III","10813","2003","07","09","Southern America","Brasil","Bahia","Lauro de Freitas","Região Metropolitana Salvador, Stela Maris","-38.316667","-12.883333",NA,NA,NA,"lanoso. Folhas discolores, lanosas. Inflorescência capituliforme, flores com tépalas paleáceas.; Restinga arbustiva-arborea",NA,NA,NA,NA,"-38.316667","-12.883333","2008","10",NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:08:15-03","UFBA","ALCB","67957","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Guedes, ML","Rigueira, D","s/n","2004","12","14","Southern America","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.033333","-13.483333",NA,NA,NA,"de ca 50cm. Folhas pilosas, discolores. Inflorescência com flores de tépalas paleáceas, cremes.;",NA,NA,NA,NA,"-39.033333","-13.483333","2005","05",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:08:15-03","UFBA","ALCB","85926","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Gomes, FS","Gomes, FS; Guedes, ML; Silva, LB da; Alunos do PROLE","56","2008","07","22","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Diogo","-37.941111","-12.459444","11","11",NA,"ca. 15 cm. Folhas crassas, levemente discolores, pilosas. Flores com corola alva de ápice avermelhado.",NA,NA,NA,NA,"-37.941111","-12.459444","2008","09",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:08:15-03","UFBA","ALCB","D3","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Costa, AL","Costa, AL","886","1961","04","30","Southern America","Brasil","Bahia",NA,"Dunas por trás de Pituba.",NA,NA,NA,NA,NA,"Estames coalescentes na parte inferioro; ausência de citominódio - filamento bifido ou trifido no ápice.",NA,NA,NA,NA,NA,NA,"1961","04",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:08:15-03","UFBA","ALCB","D4","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Costa, AL","Costa, AL","530","1959","09",NA,"Southern America","Brasil","Bahia",NA,"Duna de Itapoan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959","09",NA,NA,NA,NA,NA,NA
"36","2021-02-08 21:31:36-03","UFBA","ALCB","D5","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Costa, AL","Alunos da 3ª série","s/n","1950","05",NA,"Southern America","Brasil","Bahia",NA,"Estrada entre Brotas e Pituba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:08:15-03","UFBA","ALCB","D6","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Costa, AL","Costa, AL","497","1959","07","19","Southern America","Brasil","Bahia",NA,"Dunas de Armação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959","07",NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:08:15-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Costa, AL","Costa, AL","530","1959","09",NA,"Southern America","Brasil","Bahia",NA,"Duna de Itapoan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959","09",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:08:15-03","UFBA","ALCB","31118","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Marchioretto, MS","Guedes, ML; et al.","5133","2002","01","13","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Parque do Abaeté","-38.35","-12.433333",NA,NA,NA,"tomentoso, ramos prostrados. Folhas simples, com tomentos alvacentos. Flores com tépalas de cor creme.; substrato arenoso",NA,NA,NA,NA,"-38.35","-12.433333","2008","10",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:08:15-03","UFBA","ALCB","126293","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Guedes, ML","Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J","25104","2016","09","23","Southern America","Brasil","Bahia","Lauro de Freitas","UNIDUNAS.","-38.318333","-12.92",NA,NA,NA,"ramos e folhas com indumento lanoso. Inflorescência espiciforme, flores com sépalas e pétalas paleácea, rosadas.","ALCB027364","ALCB027364",NA,NA,"-38.318333","-12.92","2016","11",NA,NA,NA,NA,NA,NA
"41","2020-11-04 10:59:01-03","ESALQ","ESA","80398","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, J.C.","Queiroz, L.P.","4687.0","1996","08","30",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"ESA080398","ESA080398",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA
"42","2021-03-01 16:21:15-03","UNICAMP","UEC","163667","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Senna, LR","Souza-Silva, RF; Rapini, A","47","2005","08","07",NA,"Brazil","Bahia",NA,"Mata de São João: Imbassaí, ca. 500 m da rotatório Morte Gordo/Guarajuba","-38","-12.566667",NA,NA,NA,"Subarbusto. Inflorescência alvas.","UEC092181","UEC092181",NA,NA,"-38","-12.566667","2006","09",NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:02:21-03","UNICAMP","UEC","26784","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Senna, LR","Davis, PH","61036","1976","09","23",NA,"Brazil","Bahia","Salvador","Itapoã - Lagoa do Abaeté.","-38.510799407959","-12.9710998535156",NA,NA,NA,"flor, 1 - 1 e 1/2 ft herb. Infl. whitish. Brittle. White dunes, in degraded restinga scrub.","UEC066452","UEC066452",NA,NA,NA,NA,"2006","03","26018","auto",NA,NA,NA,NA
"44","2020-12-21 16:11:25-03","MBM","MBM","63545","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Pedersen, T.M.","Hatschbach, G.","42100","1979","03","22","Southern America","Brazil","Bahia","Barreiras","Rodovia BR-020","-44.9900016784668","-12.1527996063232","500","500",NA,"Caatinga, solo arenoso.","MBM063545","MBM063545",NA,NA,NA,NA,"1982",NA,"152720","auto",NA,NA,NA,NA
"45","2020-12-21 16:11:25-03","MBM","MBM","284685","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, J.C.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Carneiro, J.; Hatschbach, M.; Ribas, O.S.; Carneiro, J.","75457","2003","06","18","Southern America","Brazil","Bahia","Mata de São João","Praia de Imbassaí","-38.2991981506348","-12.5303001403809",NA,NA,NA,"Semiereta, flor alvacenta.; Tabuleiro arenoso.","MBM284685","MBM284685",NA,NA,NA,NA,"2003",NA,"47329","auto",NA,NA,NA,NA
"46","2020-12-21 16:11:25-03","MBM","MBM","52221","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, J.C.; Álzate, F.","Davis, P.H.","61036","1976","09","23","Southern America","Brazil","Bahia","Itapoa","Lagoa do Abaeté",NA,NA,"10","20",NA,"Herb 1-1,1/2m; inflorescência whitish.; White dunes, in degraded restinga scrub. Brittle.","MBM052221","MBM052221",NA,NA,NA,NA,"1982","09",NA,NA,"15",NA,NA,NA
"47","2019-11-01 15:27:51-03","PUC-RIO","FCAB","5975","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"G. Hatschbach; M. Hatschbach; O.S. Ribas; J. Carneiro","75457","2003","06","18",NA,"Brasil","Bahia","Mata de São João","Imbassaí","-38.2991981506348","-12.5303001403809",NA,NA,NA,"Semi ereta, flor alvacenta.; Tabuleiro arenoso.","005975",NA,NA,NA,NA,NA,NA,NA,"47329","auto",NA,NA,NA,NA
"48","2015-09-04 18:01:34-03","MNHN","RECOLNAT_MNHN_P","P00622677","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"Blanchet, J.S.",NA,"1834",NA,NA,NA,"Brésil",NA,NA,"Brasilia, Bahia prope Bahiam",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622677' target='other'> <mi>dwc_moreinfo</mi></a>","P00622677","P00622677_01","holotype",NA,NA,NA,NA,NA,NA,NA,NA,"1909",NA,NA
"49","2011-10-10 16:40:32-03","MNHN","RECOLNAT_MNHN_P","P00622678","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"Blanchet, J.S.",NA,"1834",NA,NA,NA,"Brésil",NA,NA,"Brasilia, Bahia prope Bahiam",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622678' target='other'> <mi>dwc_moreinfo</mi></a>","P00622678","P00622678_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1909",NA,NA
"50","2015-09-21 14:29:15-03","MNHN","RECOLNAT_MNHN_P","P00622679","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"Blanchet, J.S.",NA,"1834",NA,NA,NA,"Brésil",NA,NA,"Brasilia, Bahia prope Bahiam",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622679' target='other'> <mi>dwc_moreinfo</mi></a>","P00622679","P00622679_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1909",NA,NA
