"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","459308","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","R. P. Belém","3251","1967","02","South America","Brazil","Bahia","Belmonte",NA,"-38.88","-15.86","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459308","NY00459308_01","R. C. Barneby","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","459233","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","A. M. Amorim","986","1993","02","South America","Brazil","Bahia","Jacobina","Estrada Jacobina-Itaitu, Ca. de 22km a partir da Sede do municipio","-40.5181","-11.1808","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459233","NY00459233_01","P. G. Ribeiro","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","459314","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","A. F. M. Glaziou","11928",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459314","NY00459314_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","459311","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","L. Riedel","2118","1823","02","South America","Brazil","Rio de Janeiro","Magé","Pr. Mandioca","-43.184668","-22.564777","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459311","NY00459311_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02714002","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","S. J. da Silva Neto","1257","1999","02","South America","Brazil","Rio de Janeiro","Duque de Caxias","Km 94, descida da Rio-Petrópolis, trilha em direção ao marco PN. Reserva da Petrobras","-43.266667","-22.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005664' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714002","NY02714002_01",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","459318","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","M. R. de V. Barbosa","274","1982","02","South America","Brazil","Rio de Janeiro","Resende","Estrada para Maua, apos o bar Ponto de Pergunta","-44.4467","-22.4692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459318","NY00459318_01","G. P. Lewis","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","459315","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","R. Reitz","8586","1959","03","South America","Brazil","Santa Catarina","Rio do Sul","Alto Matador","-49.563988","-27.247405","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459315","NY00459315_01","A. E. Burkart","13","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1018153","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","R. C. C. Reis","89","1994","05","South America","Brazil","Rio de Janeiro","Paratí","Estrada que corre pelo lado esquerdo do Rio Mares.","-44.7131","-23.2181","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1249536' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018153","NY01018153_01",NA,"10","40","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","885751","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","H. C. de Lima","3015","1987","06","South America","Brazil","Rio de Janeiro","Santa Maria Madalena","Pedra Dubois","-41.98","-21.95","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885751","NY00885751_01",NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","459316","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","R. M. Klein","910","1954","10","South America","Brazil","Santa Catarina","Itajaí","Luis Alves","-48.6617","-26.9081","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459316","NY00459316_01","A. E. Burkart","14","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","885752","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","G. Martinelli","12191","1987","09","South America","Brazil","Rio de Janeiro","Sao Pedro da Aldeia","Morro de Sapiatiba, restinga arbórea.","-42.1028","-22.8394","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885752","NY00885752_01","M. P. M. de Lima","09","200","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-05-17 10:20:00-03","NY","NYBG","02642219","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata",NA,"J. M. A. Braga","4154","1997","06","South America","Brazil","Rio de Janeiro","Duque de Caxias","Distrito de Xerém, Refinaria Duque de Caxias (REDUC), proximidades da Barragem de Saracuruna.","-43.3116989135742","-22.7856006622314","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964319' target='other'> <mi>dwc_moreinfo</mi></a>","NY02642219","NY02642219_01",NA,"19",NA,NA,"34388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","459319","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","G. G. Hatschbach","39318","1976","12","South America","Brazil","Paraná","Antonina","Rio Gotia","-48.7117","-25.4286","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459319","NY00459319_01","G. G. Hatschbach","21","250","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","885749","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","H. C. de Lima","2992","1987","06","South America","Brazil","Rio de Janeiro","Macaé","Estrada para Glicério, logo após a Fazenda do Jequitibá.","-41.93","-22.35","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885749","NY00885749_01",NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","459317","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","R. M. Klein","1928","1956","03","South America","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P.","-49.5178","-27.0569","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459317","NY00459317_01","A. E. Burkart","07","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","459325","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","R. S. Ramalho","1348","1978","12","South America","Brazil","Minas Gerais",NA,"Alicosa. Prox. Bairro Pau de Paira)",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459325","NY00459325_01",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","459324","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","J. G. Kuhlmann",NA,"1926","06","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459324","NY00459324_01","R. C. Barneby","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","459307","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","R. P. Belém","2579","1966","07","South America","Brazil","Bahia","Santa Cruz Cabrália","2-4 Km a W de Sta. Cruz de Cabrália, pela estrada antiga. Folha SE-24 (16-39c).","-39.0440986","-16.2986237","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459307","NY00459307_01","G. P. Lewis","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","885750","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","H. C. de Lima","3020","1987","06","South America","Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Serra da Rifa, Fazenda da Rifa, Mata Fulistão.","-41.97","-21.97","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885750","NY00885750_01",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","459186","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","G. G. Hatschbach","18276","1968","01","South America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459186","NY00459186_01","P. G. Ribeiro","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","459322","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","G. G. Hatschbach","18251","1968","01","South America","Brazil","Paraná","Guaratuba","Serra de Araraquara","-48.5744","-25.8831","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459322","NY00459322_01","R. C. Barneby","04","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","459173","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","P. K. H. Dusén","7443","1908","12","South America","Brazil","Paraná","Morretes","Porto de Cima","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561504' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459173","NY00459173_01","P. G. Ribeiro","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-05-17 10:20:00-03","NY","NYBG","02642196","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata",NA,"O. Thier","OT1754","2010","01","South America","Brazil","Rio de Janeiro","Cachoeiras de Macacu","Fazenda da Grama. Estrada do Carmo.","-42.728611","-22.508333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964290' target='other'> <mi>dwc_moreinfo</mi></a>","NY02642196","NY02642196_01",NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1144695","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","H. C. de Lima","4357","1992","01","South America","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Próximo a reserva.","-42.88333","-22.48333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298377' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144695","NY01144695_01","H. C. de Lima","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","459232","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","W. W. Thomas","10213","1994","02","South America","Brazil","Bahia","Jussari","3.2 km west of BR101 on road to Jussari.","-39.5","-15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459232","NY00459232_01","P. G. Ribeiro","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:30:39-03","UFRJ","RFA","14382","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","V. Gomes","2579","1956","01",NA,"Brasil","Minas Gerais","Minas Gerais","Exp. Cel Pacheco",NA,NA,NA,"Árvore de porte médio","RFA12783",NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:19:54-03","UFRJ","RFA","19018","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.",NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"RFA15942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:19:54-03","UFRJ","RFA","24623","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","A. Quinet","320 (23/16)","2000","06",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.450833","-22.92",NA,"Árvore, 13m de altura, DAP 88cm, folha discolor verde, comum no local.","RFA39752",NA,"H. C. de Lima & L. F. G. da Silva","05",NA,NA,NA,NA,"2002","06","03","43º27'3''W","22º55'12''S",NA,NA,NA,NA,NA
"39","2020-11-13 09:19:54-03","UFRJ","RFA","25274","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","A. Quinet","jun-43","2000","10",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Sítio Friburgo.","-42.331944","-22.322222",NA,"Árvore, 7m de altura, 30cm de DAP, frutos amarronzados, sementes pretas, abundante no local.","RFA39751",NA,"H. C. de Lima & L. F. G. da Silva","20","650","650",NA,NA,"2002","06","03","42º19'55''W","22º19'20''S",NA,NA,NA,NA,NA
"40","2020-11-13 09:19:54-03","UFRJ","RFA","26289","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","F. M. de B. Pereira","26/60","2000","12",NA,"Brasil","Rio de Janeiro","Sapucaia","3° Distrito, Fazendas Selo Verde.","-42.976389","-22.074167",NA,"Árvore, 7m de altura, 8cm de DAP, folha e caule verdes, raiz marrom, flor amarela, comum no local.","RFA39754",NA,"L. F. G. da Silva & H. C. de Lima","29","750","750",NA,NA,NA,NA,NA,"42º58'35''W","22º4'27''S",NA,NA,NA,NA,NA
"41","2020-11-13 09:19:54-03","UFRJ","RFA","26456","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","A. Quinet","40/62","2001","01",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.391667","-22.379444",NA,"Árvore, 15m de altura, 80cm de DAP, flor amarela, folha verde, comum no local.","RFA39755",NA,"L. F. G. da Silva & H. C. de Lima","08","800","800",NA,NA,"2001","11","08","42º23'30''W","22º22'46''S",NA,NA,NA,NA,NA
"42","2020-11-13 09:19:54-03","UFRJ","RFA","26841","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Flávio Brito Pereira","63/72","2001","02",NA,"Brasil","Minas Gerais","Itamonte","Fazenda Campo Redondo.","-44.692778","-22.276389",NA,"Trepadeira, flor vinho.","RFA39750",NA,"H. C. de Lima","12","1632","1632",NA,NA,NA,NA,NA,"44º41'34''W","22º16'35''S",NA,NA,NA,NA,NA
"43","2020-11-13 09:19:54-03","UFRJ","RFA","26874","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","A. Quinet","13/73","2001","02",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Sítio dos Lírios Brancos.","-42.3825","-22.373333",NA,"Árvore, 8m de altura, 90cm de DAP, folha verde discolor, flor com cálice verde e anteras amarelas.","RFA39757",NA,"H. C. de Lima & L. F. G. da Silva","17","700","700",NA,NA,"2001","11","08","42º22'57''W","22º22'24''S",NA,NA,NA,NA,NA
"44","2020-11-13 09:19:54-03","UFRJ","RFA","27661","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","A. Quinet","51/89","2001","04",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Distrito de Lumiar/Siberia.","-42.388611","-22.348056",NA,"Árvore, 10m de altura, 90cm de DAP, folíolos discolores verdes, fruto verde, comum no local.","RFA39758",NA,"L. F. G. da Silva & H. C. de Lima","24","600","600",NA,NA,"2001","11","08","42º23'19''W","22º20'53''S",NA,NA,NA,NA,NA
"45","2020-11-13 09:19:54-03","UFRJ","RFA","29954","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","F. B. Pereira","57/139","2002","01",NA,"Brasil","Rio de Janeiro","Rio Claro","Distrito Lídice.","-44.174167","-22.85",NA,"Arbórea, 8m de altura, 19cm de DAP, folhas verdes.","RFA39761",NA,"H. C. de Lima & L. F. G. da Silva","09","870","870",NA,NA,"2002","04","08","44º10'27''W","22º51'S",NA,NA,NA,NA,NA
"46","2020-06-29 11:30:39-03","UFRJ","RFA","32506","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Vânia Alves Garcia",NA,"1998","12",NA,"Brasil","Rio de Janeiro","Comendador Levy Gasparian","Fazenda Amazonas, Mata Boa Vista","-43.191667","-22.041667",NA,"Habitat: Mata","RFA21206",NA,"Sebastião José Silva Neto","00",NA,NA,NA,NA,"2000",NA,NA,"43º11'30''W","22º2'30''S",NA,NA,NA,NA,NA
