"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","locality","day","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","sex"
"11","2020-12-20 21:15:16-03","UFV","VIC","5495","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","HBK","Coons, M.P.","Coons, M.P.","434","1977","09",NA,"Brasil","Minas Gerais",NA,"Ruderal na cidade. Flores brancas.","VIC005495",NA,"04","Teixeiras",NA,NA,"-42.8567008972168","-20.6511001586914","VIC005495",NA,NA,NA,"1980",NA,NA,NA,"10355","auto",NA,NA,NA,NA
"12","2020-12-20 21:15:16-03","UFV","VIC","5642","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","HBK","Coons, M.P.","Coons, M.P.","421","1977","07",NA,"Brasil","Minas Gerais",NA,"Erva ruderal. Flores brancas.","VIC005642","Clélia Bernardes, Entrada a rua Portugueses.","10","Viçosa",NA,NA,"-42.8819007873535","-20.7539005279541","VIC005642",NA,NA,NA,"1980",NA,NA,NA,"13937","auto",NA,NA,NA,NA
"13","2019-08-20 10:02:17-03","UNICAMP","UEC","26737","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Senna, LR","Siqueira, JC","10860","1977","06",NA,"Brazil","São Paulo",NA,"flor, Mata úmida. Fava de porte semi-ereto.","UEC119217","Itaici","15","Indaiatuba",NA,NA,"-47.2099990844727","-23.0900001525879",NA,NA,NA,NA,"2015","03",NA,NA,"17640","auto",NA,NA,NA,NA
"14","2020-12-21 16:11:22-03","MBM","MBM","294939","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Borsch, T.","Álvarez, D.","2057","2002","09","Northern America","Mexico","Campeche",NA,"Hierba 1m; flores amarillentas; frutos inmaturos blancos.; Vegetação secundaria derivada de Selva Baja Caducifolia.","MBM294939",NA,"21","Calakmul","243","243","-89.583333","18.516667","MBM294939",NA,"-89.583333","18.516667","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-11-01 15:33:01-03","PUC-RIO","FCAB","5921","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L. Senna","G.A. Damasceno Jr.; V.L. Ferreira; L.L. Teixeira; Ercília","1310","1998","02",NA,"Brasil","Mato Grosso do Sul",NA,"Erva de 30 cm; flor creme.; Bancada Laterítica (Lageado); Solo - Litólico e rico em Fe; Relevo plano levemente inclinado.","005921","Estrada da Manga, próximo a fazenda Bandalta.","19","Ladário","150","150","-57.558611","-19.167222",NA,NA,"-57.558611","-19.167222","2015","07",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-01 15:27:44-03","PUC-RIO","FCAB","5947","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L.R. Senna","G. Hatschbach; M. Hatschbach; O.S. Ribas","75710","2003","06",NA,"Brasil","Bahia",NA,"Ascendente, flor alva.; Restinga","005947","Tartaruga","26","Milagres",NA,NA,"-39.8588981628418","-12.8699998855591",NA,NA,NA,NA,"2015","07",NA,NA,"24432","auto",NA,NA,NA,NA
"17","2019-11-01 15:27:44-03","PUC-RIO","FCAB","5498","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L. Senna","Resende, U.M.; Santos, A.V.","368","1991","08",NA,"Brasil","Mato Grosso do Sul",NA,"Pirte herbáceo, flor branca; Solo árido rochoso","005498","Morro do Azeite","03","Miranda",NA,NA,"-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"2015","07",NA,NA,"92112","auto",NA,NA,NA,NA
"18","2015-09-04 16:02:41-03","MNHN","RECOLNAT_MNHN_P","P04559891","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559891' target='other'> <mi>dwc_moreinfo</mi></a>","P04559891",NA,NA,NA,NA,NA,NA,NA,"P04559891_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11427",NA,NA,NA
"19","2015-09-04 16:02:41-03","MNHN","RECOLNAT_MNHN_P","P04559892","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Saint-Hilaire, A. de",NA,"1816","1",NA,"Brasil","Santa Catarina","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559892' target='other'> <mi>dwc_moreinfo</mi></a>","P04559892",NA,"1",NA,NA,NA,NA,NA,"P04559892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1753",NA,NA,NA
"20","2015-09-04 16:02:41-03","MNHN","RECOLNAT_MNHN_P","P04559890","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Gardner",NA,"1840","1",NA,"Brasil","Ceará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559890' target='other'> <mi>dwc_moreinfo</mi></a>","P04559890",NA,"1",NA,NA,NA,NA,NA,"P04559890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1823",NA,NA,NA
"21","2020-05-27 15:33:59-03","MNHN","RECOLNAT_MNHN_P","P00136019","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Bonpland, A.J.A.|Humboldt von, F.W.",NA,NA,NA,NA,"Venezuela",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00136019' target='other'> <mi>dwc_moreinfo</mi></a>","P00136019","Crescit in umbrosis humidis juxta Cumana",NA,NA,NA,NA,NA,NA,"P00136019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","lectotype",NA,NA
"22","2015-09-21 09:44:23-03","MNHN","RECOLNAT_MNHN_P","P00136020","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Bonpland, A.J.A.|Humboldt von, F.W.",NA,NA,NA,NA,"Venezuela",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00136020' target='other'> <mi>dwc_moreinfo</mi></a>","P00136020","Crescit in umbrosis humidis juxta Cumana",NA,NA,NA,NA,NA,NA,"P00136020_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","isolectotype",NA,NA
"23","2015-09-05 08:01:02-03","MNHN","RECOLNAT_MNHN_P","P00622541","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Mears","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622541' target='other'> <mi>dwc_moreinfo</mi></a>","P00622541","Prov. Rio de Janeiro Plage voisines du Cap Trio",NA,NA,NA,NA,NA,NA,"P00622541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 219",NA,NA,NA
"24","2015-09-21 03:36:20-03","MNHN","RECOLNAT_MNHN_P","P00622542","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Mears","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622542' target='other'> <mi>dwc_moreinfo</mi></a>","P00622542","Prov. Rio de Janeiro Plage voisines du Cap Trio",NA,NA,NA,NA,NA,NA,"P00622542_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 219",NA,NA,NA
"25","2015-09-03 21:58:28-03","MNHN","RECOLNAT_MNHN_P","P00622543","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Mears","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622543' target='other'> <mi>dwc_moreinfo</mi></a>","P00622543","Prov. Rio de Janeiro Plage voisines du Cap Trio",NA,NA,NA,NA,NA,NA,"P00622543_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 219",NA,NA,NA
"26","2015-09-21 03:38:36-03","MNHN","RECOLNAT_MNHN_P","P00622544","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Mears","Bertero, C.L.G.",NA,NA,NA,NA,"Colombie",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622544' target='other'> <mi>dwc_moreinfo</mi></a>","P00622544","Ins. sanctae Marthae",NA,NA,NA,NA,NA,NA,"P00622544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2013-09-04 16:31:51-03","MNHN","RECOLNAT_MNHN_P","P00622545","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Mears","Bertero, C.L.G.",NA,NA,NA,NA,"Colombie",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622545' target='other'> <mi>dwc_moreinfo</mi></a>","P00622545","Ins. sanctae Marthae",NA,NA,NA,NA,NA,NA,"P00622545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-09-04 16:02:40-03","MNHN","RECOLNAT_MNHN_P","P04559885","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Gardner",NA,NA,NA,NA,"Brasil","Ceará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559885' target='other'> <mi>dwc_moreinfo</mi></a>","P04559885",NA,NA,NA,NA,NA,NA,NA,"P04559885_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1823",NA,NA,NA
"29","2015-09-04 16:02:40-03","MNHN","RECOLNAT_MNHN_P","P04559886","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Gardner",NA,NA,NA,NA,"Brasil","Ceará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559886' target='other'> <mi>dwc_moreinfo</mi></a>","P04559886",NA,NA,NA,NA,NA,NA,NA,"P04559886_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1823",NA,NA,NA
"30","2015-09-04 16:02:41-03","MNHN","RECOLNAT_MNHN_P","P04559888","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559888' target='other'> <mi>dwc_moreinfo</mi></a>","P04559888",NA,NA,NA,NA,NA,NA,NA,"P04559888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9562",NA,NA,NA
"31","2015-09-04 16:02:40-03","MNHN","RECOLNAT_MNHN_P","P04559884","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Glaziou",NA,"1877","12",NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559884' target='other'> <mi>dwc_moreinfo</mi></a>","P04559884","Praia de Sepetiba.","9","Rio de Janeiro",NA,NA,"-43.2075004577637","-22.9027996063232","P04559884_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto","9562",NA,NA,NA
"32","2015-09-04 16:02:41-03","MNHN","RECOLNAT_MNHN_P","P04559889","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Glaziou, A.",NA,"1877","12",NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04559889' target='other'> <mi>dwc_moreinfo</mi></a>","P04559889","Praia de Sepetiba. Fazenda de Sta. Cruz.","9","Rio de Janeiro",NA,NA,"-43.2075004577637","-22.9027996063232","P04559889_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto","9562",NA,NA,NA
"33","2020-05-25 15:13:54-03","FSU","FSU","000072518","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"M. Rimachi, Sidney McDaniel","25385",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","1530349","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee","Michael H. Nee","Nee 30254",NA,NA,"South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","1530552","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee","Michael H. Nee","Nee 30266",NA,NA,"South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","1530772","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee","Michael H. Nee","Nee 30279",NA,NA,"South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","1531586","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee","Michael H. Nee","Nee 30331",NA,NA,"South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-09-11 16:27:00-03","MO","MOBOT","100267787","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","fide Bayón & Giuliano","Carlo L.G. Bertero","Bertero s.n.","1816",NA,"South America","Colombia","Magdalena",NA,NA,NA,"S. Marthe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype","1",NA
"39","2020-07-23 15:26:00-03","MO","MOBOT","100186725","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Vania Torrez|Javier Quisbert|M. Villalobos|A. Cerezo","Torrez Flores 364","2008","10","South America","Bolivia","La Paz",NA,NA,NA,"Área Natural de Manejo Integrado Apolobamba, Pelechuco-río abajo, Coranara, Ladera con exposición Oeste.","15","Franz Tamayo","2472.00000000",NA,"-69.0163889","-14.7766667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-03",NA,"4",NA
"40","2020-08-05 14:13:00-03","MO","MOBOT","100189813","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Alejandro Araujo M.|A.L. Moya|J. Gutierrez|M.P. Paco|A. T. Fernández C.","Araujo Murakami 4218","2008","7","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Sumpulo, comunidad Virgen del Rosario.","9","Franz Tamayo","939.00000000",NA,"-68.7771667","-14.5783056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-03",NA,"4",NA
"41","2020-07-23 16:52:00-03","MO","MOBOT","100236696","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Vania Torrez","Torrez Flores 530","2009","5","South America","Bolivia","La Paz",NA,NA,NA,"Madidi, Apolobamba, Pelechuco-río abajo, Santa Ana","20","Franz Tamayo","2419.00000000",NA,"-68.9664722","-14.7729167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-07",NA,"6",NA
"42","2013-11-26 05:40:00-02","MO","MOBOT","100237210","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Serrano (HSB)","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|J. Alberto Peñaranda|Reinaldo Lozano","Serrano 7013a","2005","12","South America","Bolivia","Chuquisaca",NA,NA,NA,"Serranía Los Milagros. Cañon Lacayotal. Bosque alto denso en depresión de serranías. Bosque premontano Tucumano-Boliviano. En el dosel Ficus spp., Diatenopteryx sorbifolia, Chrysophyllum gonocarpum y Nectandra angusta. En el sotobosque abunda Piper tucumanensis, Celtis iguanaea y Randia armata. En el estrato herbáceo de área abierta Petiveria alliacea.","27","Hernando Siles","1416.00000000",NA,"-64.0333333","-20.3225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2017-02-01 10:47:00-02","MO","MOBOT","100254269","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","I. Loza|S. Achá|M. Reguerin|F. Delgado|F. Miranda","Loza Rivera 1351","2009","7","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Pelechuco - Río abajo, en el camino entre Tanhuara y Santa Ana sobre el camino.","15","Franz Tamayo","1933.00000000",NA,"-68.9483333","-14.7512778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-27",NA,"5",NA
"44","2016-08-03 05:22:00-03","MO","MOBOT","100355355","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","L. Cayola|R. Villanueva|A. Rojas|I. Loza|L. Samo|R. Villegas|M. Cruz|F. Cruz|A. Cruz|R. Delgado","Cayola Pérez 4231A","2010","7","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Santa Rosa-Amantala, Charopampa.","31","Franz Tamayo","1232.00000000",NA,"-68.7264223","-14.7601583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-24",NA,"2",NA
"45","2017-12-11 09:18:00-02","MO","MOBOT","100384010","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","I. Loza|L. Cayola|L. Samo|R. Villegas|R. Villanueva|A. Rojas|F. Cruz|M. Cruz|R. Delgado","Loza Rivera 2012","2010","8","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, localidad Santa Rosa, por la senda Santa Rosa y río Amantala.","3","Franz Tamayo","1232.00000000",NA,"-68.7264223","-14.7601583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-26",NA,"3",NA
"46","2020-09-11 16:03:00-03","MO","MOBOT","101221028","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Bayón & Giuliano","A.J.A. Bonpland|F.W.H.A. von Humboldt","Bonpland 100",NA,"9","South America","Venezuela","Sucre",NA,NA,NA,"Crescit in umbrosis humidis juxta Cumana. [perennial] Floret Septembri",NA,"Sucre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","1",NA
"47","2012-03-18 05:12:00-03","MO","MOBOT","1151508","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Th. Borsch & T. Ortuño","Fabiana Mamani M.|Antony Jardim","Mamani M. 1159","1997","11","South America","Bolivia","Santa Cruz",NA,NA,NA,"San Jan 40 km al Noreste camino al campamento de Bocamina. Bosque seco chiquitano con intervensio|n forestal y quemado un an|o antes. presencia de Anadenanthera colubrina, Schinopsis brasiliensis.","9","Chiquitos","400.00000000",NA,"-60.75","-17.8333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","1189003","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","N. Hensold (F)","José Campos de la Cruz|O. Díaz","Campos de la Cruz 2214","1996","1","South America","Peru","Cajamarca",NA,NA,NA,"Distrito Chirinos. Patociego.","27","San Ignacio","500.00000000","800.00000000","-78.73333","-5.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,"7",NA
