"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","locality","day","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","sex"
"98","2017-07-13 15:46:00-03","MO","MOBOT","3419885","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Roy F. Steinbach","Steinbach 237","1966","5","South America","Bolivia","Santa Cruz",NA,NA,NA,"Herbacea-de a undante rama y pequeno tallo-0.8 m alto frecuente en ladera de colina pedregosa alto humeda zona fria y humeda de viento constantes","27",NA,"2900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"99","2009-04-06 09:03:00-03","MO","MOBOT","3419894","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","N.Hensold","Miguel Bang","Bang 1359","1892","4","South America","Bolivia",NA,NA,NA,NA,"Guanai-Tipuani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"100","2017-07-13 15:26:00-03","MO","MOBOT","3419945","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","N.Hensold","Roy F. Steinbach","Steinbach 372","1966","10","South America","Bolivia",NA,NA,NA,NA,"Herbacea comun a orillas del camino terreno arenoso Todos Santos Chapre.","12",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"101","2012-04-11 11:42:00-03","MO","MOBOT","3419991","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Alban N. Stewart","Stewart s.n.","1905",NA,"South America","Ecuador","Galapagos",NA,NA,NA,"Villamil (specis in doubt)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"102","2010-06-07 16:00:00-03","MO","MOBOT","3420041","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Alban N. Stewart","Stewart 1390","2008","7","South America","Ecuador","Galapagos",NA,NA,NA,"Wreck Bay loco bushes near beach.","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2012-04-11 11:54:00-03","MO","MOBOT","3420086","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Alban N. Stewart","Stewart 1394","1908","11","South America","Ecuador","Galapagos",NA,NA,NA,"Academy Bay.","16",NA,NA,NA,"-90.28","-0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"104","2012-04-11 11:55:00-03","MO","MOBOT","3420124","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Alban N. Stewart","Stewart 1386","1908","9","South America","Ecuador","Galapagos",NA,NA,NA,"Prostrate bushes, common.","19",NA,"274.32000000","426.72000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"105","2015-12-09 21:02:00-02","MO","MOBOT","3420207","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"M. do Socorro G. Ferreira","Ferreira 239","1982","3","South America","Brazil",NA,NA,NA,NA,"faz. serra da Monta-Pasto Tangue-Itaberaba.","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2017-05-17 05:14:00-03","MO","MOBOT","3420217","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"W.R. Hostmann","Hostmann 941",NA,NA,"South America","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2015-08-13 05:50:00-03","MO","MOBOT","3420263","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"R.M. Harley","Harley 21428","1980","4","South America","Brazil","Bahia",NA,NA,NA,"Basin of the Upper Sao Francisoco River. ca. 28 km S.E. Bom Jesus da Lapa, on the Caitite road. Caatinga with low decidouous woodland & marsh by roadside.","16",NA,"500.00000000",NA,"-43.21666","-13.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2012-03-28 12:35:00-03","MO","MOBOT","3420269","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Berenice C. Bastos","Bastos 464","1984","10","South America","Brazil",NA,NA,NA,NA,"Faz. Riacgo, Coracao de Maria, Ipira Bahia.","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2013-11-26 05:40:00-02","MO","MOBOT","3421413","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Julia Gutiérrez R.","Gutiérrez Romero 804","2004","7","South America","Bolivia","Chuquisaca",NA,NA,NA,"Aproximadamente a 6.5 km al NE de la comunidad de Animbo. En el Alto Yacamiri. Bosque montano sub humedo, presnecia de Podocapaceae, Mythaceae, Myrinaceae y en el esrrato arbustovo dominaba Aphelandra hieronymi. Ladera con pendiente de 20% suelo FA con alto conenido de materia organica, parte plana de la serrania Alto Yacamiri.","31",NA,"1417.00000000",NA,"-64.06416","-20.5675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2014-10-29 05:36:00-02","MO","MOBOT","735729","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Ronald Liesner (MO)","William Milliken|et al.","Milliken 130","1984","9","South America","Venezuela",NA,NA,NA,NA,"Peninsula de Paria: Above track 1 km NE of Puerto de Hierro. Dry scrub. 62º05'W, 10º39'N. Elev. 300 feet.","5",NA,"92.00000000",NA,"-62.08333","10.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-16",NA,"1",NA
"111","2011-06-09 17:24:00-03","MO","MOBOT","736114","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Percy Núñez V.","Núñez Vargas 7589","1987","3","South America","Peru","Cusco",NA,NA,NA,"Aguas calientes, ruinas de Machupicchu. a 112 km de Cusco, en el camino ferroviario Cusco-Quillabamba.","24","Urubamba","2000.00000000",NA,"-72.522701","-13.155701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-7",NA,"3",NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","736197","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Percy Núñez V.|S. Walsh","Núñez Vargas 6315","1986","10","South America","Peru","Cusco",NA,NA,NA,"Quillabamba, Salaspampa. Road to Kiteni; chacra del Sr. Alejo Daniel Cáceres. Río Urubamba.","28","La Convención","1110.00000000",NA,"-72.783333","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-58",NA,"4",NA
"113","2008-05-27 22:02:00-03","MO","MOBOT","736235","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Percy Núñez V.|S. Walsh","Núñez Vargas 6341","1986","10","South America","Peru","Cusco",NA,NA,NA,"Quillabamba, Salaspampa.","29","La Convención","1110.00000000",NA,"-72.78333","-12.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-59",NA,"4",NA
"114","2011-06-13 15:17:00-03","MO","MOBOT","737348","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Hensold (F)","Alwyn H. Gentry|Camilo Díaz S.","Gentry 73301","1991","3","South America","Peru","Junín",NA,NA,NA,"Cann of Río Colorado, 10 km N of La Merced.","3","Chanchamayo","800.00000000",NA,"-75.33333","-10.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"451",NA,"2",NA
"115","2020-05-15 12:43:00-03","MO","MOBOT","737654","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Marko Lewis","Lewis 40680","1991","11","South America","Bolivia","La Paz",NA,NA,NA,"Lakachaka - - This is our famous camp at the mouth of the Río Aguilani on extensive ancient agriculture terraces, where are two foot bridges. Collections made following the Río Miguillas upriver from the footbridge about 1 km until the canyon becomes impassable 20 km N. of Choquetanga. Semi-deciduous, diverse, riverine forest with various Mimosoid legume forests on the slopes and cliffs. Trees festooned with a rare Floribundia usneiodes.","26","Inquisivi","1450.00000000",NA,"-67.3333333","-16.6666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147",NA,"5",NA
"116","2012-03-18 05:12:00-03","MO","MOBOT","965161","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","F. Mamani (USZ)","Fabiana Mamani M.","Mamani M. 456","1995","3","South America","Bolivia","Santa Cruz",NA,NA,NA,"Area de estudio del proyecto BOLFOR, Las Trancas-95. Bosque semideciduo chiquitano con pequenas variaciones por valles humedos y afloramientos rocosos.","20","Nuflo de Chavez","450.00000000",NA,"-61.84638","-16.52027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"117","2012-03-18 05:12:00-03","MO","MOBOT","965223","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","F. Mamani (USZ)","Fabiana Mamani M.","Mamani M. 588","1995","3","South America","Bolivia","Santa Cruz",NA,NA,NA,"Area de estudio del proyecto BOLFOR, Las Trancas-95. Bosque semideciduo chiquitano, regeneración porterior al fuego.","2","Nuflo de Chavez","450.00000000",NA,"-61.84638","-16.52027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"118","2012-03-18 05:12:00-03","MO","MOBOT","965452","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","F. Mamani (USZ)","Fabiana Mamani M.|et al.","Mamani M. 818","1995","4","South America","Bolivia","Santa Cruz",NA,NA,NA,"Lomerio. 12 km al Norte de la comunidad Las Trancas Area de estudio del proyecto BOLFOR, Las Trancas-95. Bosque semideciduo chiquitano, vegetación saxícola de laja, senda dos.","14","Nuflo de Chavez","450.00000000",NA,"-61.79722","-16.52027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"119","2008-05-27 22:02:00-03","MO","MOBOT","791162","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Percy Núñez V.|C. Muñoz","Núñez Vargas 5106","1986","6","South America","Peru","Puno",NA,NA,NA,"Between Yanamayo-Putina, begining Tambopata River, down from San Juan Oro to Lowlands.","19","Sandia","1100.00000000",NA,"-70","-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-1",NA,"4",NA
"120","2008-05-27 22:02:00-03","MO","MOBOT","1528097","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee","Michael H. Nee","Nee 31876","1985","9","South America","Bolivia","Beni",NA,NA,NA,"Outskirts of Cachuela Esperanza on road to Guayaramerín. Disturbed forest on gneiss and granite, westernmost extension of the Precambrian Brazilian Shield.","11","Vaca Diez","125.00000000",NA,"-65.58333","-10.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-08-31 09:17:46-03","INPA","INPA","109385","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Senna, LR","Lowrie, SR","245","1980","09","Southern America","Brasil","Acre",NA,NA,"INPA0109385","BR 317, Rio Branco-Brasiléia road, 14 Km from Rio Branco.","28","Rio Branco",NA,NA,"-67.75","-10.1","INPA0109385 INPA0109385_e",NA,"-67.75","-10.1","2015","07",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-08-31 09:17:46-03","INPA","INPA","22635","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Senna, LR","Prance, GT","5880","1968","07","Southern America","Brasil","Amazonas",NA,NA,"INPA0022635","0-3 km W of Rio Madeira road Abunã to Rio Branco, 0-3Km west of Rio Madeira along road Abunã to Rio Branco.","12",NA,NA,NA,"-65.45837","-9.668086","INPA0022635 INPA0022635_e",NA,"-65.45837","-9.668086","2015","07",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-09-12 05:00:02-03","US","US","939831","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"H. H. Rusby","1521","1886","7","South America - Neotropics","Bolivia","Beni",NA,NA,"US03636301","Beni River.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"124","2020-09-12 05:00:02-03","US","US","2339283","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"F. Segadas-Vianna, L. Dau, W. T. Ormond, G. Machline & A. Loredo Jr.","I 1181","1953","5","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01333187","Cabo Frio Co., Arraial do Cabo, Pontal beach.","8","Arraial do Cabo",NA,NA,"-42.0278015136719","-22.966100692749","US01333187_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,"1",NA
"125","2020-09-12 05:00:02-03","US","US","3428249","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"A. Fernández","11855",NA,NA,"South America - Neotropics","Venezuela","Miranda",NA,NA,"US03636296","Municipio Brión. Laguna Las Salinas, entre Punta Castillete y Punta Peña Negra. 2.5 km al sur de cabo Codera. Mar Caribe.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"126","2020-09-12 05:00:02-03","US","US","2174745","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Bro. Gines","3679",NA,NA,"South America - Neotropics","Venezuela","Nueva Esparta",NA,NA,"US03636180","Salamanca.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"127","2020-09-12 05:00:02-03","US","US","1036971","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"B. Heriberto","230","1919",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US03636307","Vicinity of Cartagena.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"128","2020-09-12 05:00:02-03","US","US","2103095","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"G. Reichel-Dolmatoff, A. D. de Reichel-Dolmatoff & F. A. Barkley","18Mg087","1948","12","South America - Neotropics","Colombia","Magdalena",NA,NA,"US03636160","Departamento de Magdalena. En arena de la Playa San Fernando al Sur de Santa Marta.","26",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"129","2020-09-12 05:00:02-03","US","US","1350053","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"E. P. Killip & A. C. Smith","14055","1926","11","South America - Neotropics","Colombia","Bolívar",NA,NA,"US03636170","Dept. Bolívar: La Popa, near Cartagena.","2",NA,"50","175",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"130","2020-09-12 05:00:02-03","US","US","3027916","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"M. Nee","30508","1984","11","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,"US03636298","Depto. Santa Cruz, Prov. Andrés Ibáñez, 11 km ENE of the center of Santa Cruz, on S side of road to Cotoca. Site of the future Jardin Botanico de Guapilo.","30",NA,"380",NA,"-63.075","-17.77",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"131","2020-09-12 05:00:02-03","US","US","3577042","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"R. B. Foster & B. d'Achille","11676","1986","10","South America - Neotropics","Peru","Madre de Dios",NA,NA,"US03636315","Dpto. Madre de Dios. Prov. Manu: Parque Nacional Manu Rio Manu: above Rio Sotileja.","7",NA,"400","450","-72.13","-11.65",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"132","2020-09-12 05:00:02-03","US","US","1854518","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"A. Dugand & H. García Barriga","2304","1940","1","South America - Neotropics","Colombia","Atlántico",NA,NA,"US03636182","Depto. Atlántico, Usiacurí, Arroyo del Higuerón.","5",NA,"100",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"133","2020-09-12 05:00:02-03","US","US","2174159","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Bro. Gines","2525",NA,NA,"South America - Neotropics","Venezuela","Nueva Esparta",NA,NA,"US03636178","Lugar seco, La Rinconada.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"134","2020-09-12 05:00:02-03","US","US","1350023","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"E. P. Killip & A. C. Smith","14023","1926","10","South America - Neotropics","Colombia","Bolívar",NA,NA,"US03636166","Coastal thicket. Dept. Bolívar: Manga Island, Cartagena.","31",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"135","2020-09-12 05:00:02-03","US","US","533374","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Herbert H. Smith","1198","1898","10","South America - Neotropics","Colombia",NA,NA,NA,"US03636310","Santa Marta, United States of Colombia.",NA,NA,"152",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"136","2020-09-12 05:00:02-03","US","US","3072706","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"M. Nee & J. Solomon","30254","1984","10","South America - Neotropics","Bolivia","La Paz",NA,NA,"US03636299","Depto. La Paz, Prov. Nor Yungas, along road from Coroico to Caranavi, canyon of Rio Coroico, just upstream from bridge to Suapi, 9 km. by road N of Yolosa.","30",NA,"1150",NA,"-67.725","-16.17",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"137","2020-09-12 05:00:02-03","US","US","2533317","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"R. F. Steinbach","372","1966","10","South America - Neotropics","Bolivia","Cochabamba",NA,NA,"US03636312","Todos Santos Prov. Chapare Depto. Cochabamba.","12",NA,"300",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"138","2020-09-12 05:00:02-03","US","US","1044972","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Buchtien","2238","1909","6","South America - Neotropics","Bolivia",NA,NA,NA,"US03636154","Antahuacana, Espiritu Santo.",NA,NA,"750",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"139","2020-09-12 05:00:02-03","US","US","1187381","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"H. F. Pittier","10794","1922","11","South America - Neotropics","Venezuela","Trujillo",NA,NA,"US03636179","Trailing on bushes. Vicinity of Motatán.","26",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"140","2020-09-12 05:00:02-03","US","US","1543377","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Buchtien","8084","1930","6","South America - Neotropics","Bolivia",NA,NA,NA,"US03636163","Región subtropical. Nordyungas, Region von Coripata. Hacienda El Choro Zv. Gebuset [interpreted].","28",NA,"1700",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"141","2020-09-12 05:00:02-03","US","US","939865","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"F. C. Lehmann","7843",NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,"US03636162","Barranquilla.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"142","2020-09-12 05:00:02-03","US","US","2963560","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"F. R. Fosberg","28648","1947","9","South America - Neotropics","Bolivia","Santa Cruz",NA,NA,"US03636297","Dept. de Santa Cruz. Gorge of Rio Bermejo (Rio Pirai), 1-2 km. above Angostura, Prov. de Florida.","11",NA,"750",NA,"-63.5","-18.2",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"143","2020-09-12 05:00:02-03","US","US","1546156","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"S. Venturi","5858","1928","2","South America","Argentina","Santiago del Estero",NA,NA,"US03636185","Provincia de Sgo. del Estero, Departamento C. Pellegrini. Cerro del Remate.","28",NA,"500",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"144","2020-09-12 05:00:02-03","US","US","2174156","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Bro. Gines","2522",NA,NA,"South America - Neotropics","Venezuela","Nueva Esparta",NA,NA,"US03636173","Guayamurí.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"145","2020-09-12 05:00:02-03","US","US","1709382","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Haught","4457","1944","11","South America - Neotropics","Colombia","Magdalena",NA,NA,"US03636181","Near Riohacha, Dept. Magdalena.","25",NA,"20",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"146","2020-09-12 05:00:02-03","US","US","1398977","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Buchtien","689","1926","12","South America - Neotropics","Bolivia",NA,NA,NA,"US03636313","Mapiri Región: San Carlos bei Sarampiuni.","22",NA,"600",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"147","2020-09-12 05:00:02-03","US","US","1044975","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Buchtien","2267","1909","6","South America - Neotropics","Bolivia",NA,NA,NA,"US03636158","Antahuacana, Espiritu Santo.",NA,NA,"750",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"148","2020-09-12 05:00:02-03","US","US","1708632","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Haught","3882","1943","11","South America - Neotropics","Colombia","Magdalena",NA,NA,"US03636171","On road between Riohacha and Camarones, Dept. Magdalena.","25",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"149","2020-09-12 05:00:02-03","US","US","1989125","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"A. Dugand","4406","1949","12","South America - Neotropics","Colombia","Atlántico",NA,NA,"US03636183","Depto. del Atlántico: fruticetum en colinas áridas cerca de la playa de Miramar.","27",NA,"1","20",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"150","2020-09-12 05:00:02-03","US","US","1157378","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"O. Buchtien","4322","1917","12","South America - Neotropics","Bolivia",NA,NA,NA,"US03636164","Subtropical Region. Milluguaya in Nord-Yungas.",NA,NA,"1300",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"151","2020-09-12 05:00:02-03","US","US","1036926","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"B. Heriberto","162","1919",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US03636187","Vicinity of Cartagena.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
