"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","typeStatus","individualCount","relatedCatalogItem"
"52","2019-02-27 14:02:49-03","UFSJ","HUFSJ","5394","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M","Simão, MVRC","361","2012","10","29",NA,"Brasil","Minas Gerais","Viçosa","Estação de Pesquisa Treinamento e Educação Ambiental Mata do Paraíso. Floresta Estacional Semidecidual.","-42.8819007873535","-20.7539005279541",NA,"Árvore de 8m. Botão floral, cálice e corola verde, pendente.","HUFSJ005394",NA,NA,NA,"13937","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA
"53","2019-02-27 14:02:49-03","UFSJ","HUFSJ","5389","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M","Simão, MVRC","442","2012","12","18",NA,"Brasil","Minas Gerais","Viçosa","Estação de Pesquisa Treinamento e Educação Ambiental Mata do Paraíso. Floresta Estacional Semidecidual.","-42.8819007873535","-20.7539005279541",NA,"Árvore de 7m. Fruto imaturo verde.","HUFSJ005389",NA,NA,NA,"13937","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA
"54","2019-02-27 14:02:49-03","UFSJ","HUFSJ","4704","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M","Moreno, PR; et al.","228","2006","09","06",NA,"Brasil","São Paulo","Cunha","Parque Estadual de Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"HUFSJ004704",NA,NA,NA,"38855","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-01 15:05:38-03","UnB","UB","142843","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","Mazine-Capelo, FF","Lucas, EJ; et al.","389","2006","11","17","Southern America","Brasil","São Paulo","Cunha","Parque Estadual da Serra Mar, trilha do Rio Bonito, próximo da sede","-45.026389","-23.242778",NA,"Árvore 8m. Frutos verdes.; Floresta bastante perturbada com bambu",NA,NA,"-45.026389","-23.242778",NA,NA,NA,"2007","1075","1075","10",NA,NA,NA,NA
"56","2019-11-01 15:05:38-03","UnB","UB","202133","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","Cielo Filho, R","Cielo Filho, R","288","2000","12","21","Southern America","Brasil","São Paulo","Campinas","Distrito de Sousas, Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia)","-47.060001373291","-22.8999996185303",NA,"Árvore de aproximadamente 4 m de altura, casca lisa, fruto imaturo verde",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-01 15:05:38-03","UnB","UB","202132","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","Cielo Filho, R","Cielo Filho, R; Batista, ER","246","2000","09","22","Southern America","Brasil","São Paulo","Campinas","Distrito de Sousas, Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia)","-47.060001373291","-22.8999996185303",NA,"Árvore de aproximadamente 10 m de altura, flores brancas, casca lisa. Indivíduo 138",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-10-03 10:04:12-03","UFSCar","SORO","4027","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg",NA,"Torres, R.B,; Soriano, S.",NA,"1992","10","06",NA,"Brasil","São Paulo","Campinas","Fazenda Santa Elisa. Floresta estacional semidecidual, borda, mata","-47.060001373291","-22.8999996185303",NA,"Árvore com 8m de altura.",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-12-05 14:48:38-03","UFSCar","SORO","7865","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","E.H.P. Barretto","Barretto, E.H.P.; Garcia, R.J.F.; Pascalicchio, F.F.; Carvalho, A.G.","1160","2016","12","20",NA,"Brasil","São Paulo","São Paulo","Parelheiros, Estr. de marsilac. Mata.","-46.74","-23.838889",NA,"Arvoreta, 3m alt., frutos verdes.",NA,NA,"46°44'24''W","23°50'20''S",NA,NA,NA,"2017","899","899","01",NA,NA,NA,NA
"60","2021-03-04 15:45:23-03","IF","SPSF","11722","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","O.T. Aguiar","O.T. Aguiar","233","1987","11","12","América do Sul","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,"COLETA: XLS: SPSFAntigo&nf;Frutos verdes.;",NA,NA,NA,NA,"38855","auto","Magnoliopsida","2016",NA,NA,"07","21",NA,NA,NA
"61","2021-03-04 15:45:23-03","IF","SPSF","13333","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","O.T. Aguiar","J.B.Baitello","341","1989","11","22","América do Sul","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta de 5 m de altura.; GEOGRAFIA: Linha do topo, próximo ao ponto 02.;",NA,NA,NA,NA,"38855","auto","Magnoliopsida","2016",NA,NA,"07","21",NA,NA,NA
"62","2021-03-04 15:45:23-03","IF","SPSF","14037","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","O.T. Aguiar","J.B.Baitello","395","1989","11","23","América do Sul","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore com frutos.; GEOGRAFIA: bacia D, linha III, ponto 5, avulsa.;",NA,NA,NA,NA,"38855","auto","Magnoliopsida","2016",NA,NA,"07","21",NA,NA,NA
"63","2017-09-11 17:11:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,"P14P1N0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:43:55-03","UFRGS","ICN","161299","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","Sobral, M","de Aguiar, OT","275","1988","11","23","América do Sul","Brasil","SP","Serra da Cantareira","região do pinheirinho",NA,NA,NA,"Doação herbário SPSF 12601, Na linha 04 da fitossociologia, árvores 37.; Árvore com 8,5m de altura, 15,1 cm de DAP. Frutos jovens verdes e maduros cor de vinho. Lenho coletado.",NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:43:55-03","UFRGS","ICN","064113","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","Sobral, M","Oliveira, PI","825","1985","02","01","América do Sul","Brasil","PR","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,"Arvoreta 3m, frutos imaturos; Do capão",NA,NA,NA,NA,"25180","auto",NA,"1985",NA,NA,"10",NA,NA,NA,NA
"66","2019-11-21 10:11:31-03","IBt","SP","348517","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Cielo Filho, R","Cielo Filho, R; Batista, ER","246","2000","09","22",NA,"Brasil","São Paulo","Campinas","Distrito de Sousas, mata Ribeirão Cachoeira, Condomínio Colinas do Atibaia","-47.060001373291","-22.8999996185303",NA,"Árvore ca. 10m alt., flores brancas, casca lisa, indiv. 138",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:11:31-03","IBt","SP","311065","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Kawasaki, ML","Santos, K","62","1997","09","25",NA,"Brasil","São Paulo","Campinas","Sub distrito de Sousas, mata mesófila semidecídua, interior de mata","-47.060001373291","-22.8999996185303",NA,"Arvoreta 2m alt., flores brancas","SP057021","SP057021",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:11:31-03","IBt","SP","348586","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Kawasaki, ML","Aguiar, OT","233","1987","11","12",NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar.","-44.9599990844727","-23.0699996948242",NA,"Arvoreta frutos verdes.","SP007150","SP007150",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:11:31-03","IBt","SP","178634","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Kawasaki, ML","Rosa, NA; Murça Pires, J","3856","1980","11","25",NA,"Brasil","São Paulo","São Paulo","Ao lado do Orquidário do Instituto de Botânica. Capoeira de terra firme.","-46.6300010681152","-23.5400009155273",NA,"Arvoreta 4m alt., frutos imaturos verdes com manchas marrons.","SP028066","SP028066",NA,NA,"53584","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:11:31-03","IBt","SP","194442","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Kawasaki, ML","Maruffa, AC; Barbuto Attié, MC; Melo, MMRF","6","1982","04","20",NA,"Brasil","São Paulo","São Paulo","Beira da estrada para o Zoologico. Mata primária disturbada, solo bem drenada.","-46.6300010681152","-23.5400009155273",NA,"Arvore ca. 5m alt., flor branca..","SP007149","SP007149",NA,NA,"53584","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA
