"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","country","stateProvince","individualCount","occurrenceRemarks","recordNumber","county","year","month","day","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","dayIdentified","relationshipType","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","sex"
"22","2019-12-19 08:08:01-03","FPS","FPS","924","MachineObservation","Plantae",NA,NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, R.P.","2017","11","Schwirkowski, P.","Brasil","Santa Catarina",NA,NA,"1186","São Bento do Sul","2015","08","15","Minas de caulim","-49.216591","-26.29284",NA,NA,NA,NA,"FPS00924,FURB48555","FPS00924_v01 FPS00924_v02 FPS00924_v03 FPS00924_v04 FPS00924_v05 FPS00924_v06 FPS00924_v07 FPS00924_v08 FURB48555",NA,NA,"-49.216591","-26.29284",NA,"22","voucher","FURB 48555",NA,NA,NA,NA
"23","2019-02-22 11:43:42-03","IPA","IPA","24379","S","Plantae","Plantae",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Smith, L.B.","1972","02","Andrade-Lima","Brasil","Paraná",NA,"Cálice rosado e pétala c/ base alva e porção externa roxa.","71-6271","Guaratuba","1971","07","10","Ao sul de Guaratuba , cerca de 3 Km na estrada p/ Guajuva.&nf;Restinga. Terrestre, à sombra da veget. arbustivo-arbórea.","-48.5746994018555","-25.8827991485596","41937","auto","Southern America",NA,"IPA0024379",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"24","2019-02-22 11:43:42-03","IPA","IPA","24380","S","Plantae","Plantae",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Smith, L.B.","1972","02","Andrade-Lima","Brasil","Paraná",NA,"Cálice rosado e pétala c/ base alva e porção externa roxa.","71-6271","Guaratuba","1971","07","10","Ao sul de Guaratuba , cerca de 3 Km na estrada p/ Guajuva.&nf;Restinga. Terrestre, à sombra da veget. arbustivo-arbórea.","-48.5746994018555","-25.8827991485596","41937","auto","Southern America",NA,"IPA0024380",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:25:12-03","IAP","PACA-AGP","51145","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","L. B. Smith","1954","05","Hatschbach, G.","Brasil","PR",NA,"EM PERIGO&nf;Inflorescência roseo-carminado, pétalas violeta-ultramar. Mata higrófila. Habitat: in silva ad arbores Fenofase: flor Hábito: epífita","1593","São José dos Pinhais","1949","11","06","Vossoroca","-49.2064018249512","-25.5347003936768","45291","auto",NA,NA,"PACA051145",NA,NA,NA,NA,NA,"Liliatae","17",NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:32:41-03","UFJF","CESJ","11031A","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","R.B.Louzada",NA,NA,"L. Krieger","Brasil","Paraná",NA,NA,"CESJ11031A","Guaratuba","1971","12","08",NA,"-48.5746994018555","-25.8827991485596","41937","auto","América do Sul",NA,"CESJ11031A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:41:58-03","UFMS","CGMS","76605","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","G. Hatschbach",NA,NA,"A.L. Lozovei","Brasil","Paraná",NA,"Inflorrescência rósea, flor azul-claro. Doação UPCB 10495.","3","Quatro Barras","1978","09","23","Estrada da Graciosa.","-49.0769004821777","-25.3656005859375","17116","auto",NA,NA,"CGMS1109593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:19:02-03","UNICAMP","UEC","198774","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, RP","2015","09","Romanini, RP; Martins, SE","Brazil","Paraná",NA,"Espiga congesta; sépalas róseas, pétalas azuladas, quase lilases, ovário ovoide. Flores iniciando antese no meio da espiga para base e ápice.; Epífita em área antropizada","339","Morretes","2015","09","16","Estrada de Prainhas. No começo da estrada que vai dar no caminho de Itupeva. População grande ao longo de cercas e arbustos, à altura da mão.","-49.465278","-25.722778",NA,NA,NA,NA,"UEC167214","UEC167214","20","20","-49.465278","-25.722778",NA,"16",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:19:02-03","UNICAMP","UEC","198663","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, RP","2015","09","Romanini, RP; Martins, SE","Brazil","Paraná",NA,"Folha com bainha roxa na base. Pedúnculo verde, pouca lanugem no ápice. Espiga congesta; sépalas róseas, pétalas azuladas, quase lilases, ovário ovoide. Flores iniciando antese no meio da espiga para base e ápice.; Epífita em área a","337","Morretes","2015","09","16","Estrada de Prainhas. No começo da estrada que vai dar no caminho de Itupeva. População grande ao longo de cercas e arbustos, à altura da mão.","-49.465278","-25.722778",NA,NA,NA,NA,"UEC167212",NA,"20","20","-49.465278","-25.722778",NA,"16",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:19:02-03","UNICAMP","UEC","198672","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, RP","2015","09","Romanini, RP; Martins, SE","Brazil","Paraná",NA,"Bainha foliar com mancha roxa. Espiga congesta; sépalas róseas, pétalas azuladas, ovário ovoide. Flores iniciando antese no meio da espiga para base e ápice.; Epífita em área antropizada","338","Morretes","2015","09","16","Estrada de Prainhas. No começo da estrada que vai dar no caminho de Itupeva. População grande ao longo de cercas e arbustos, à altura da mão.","-49.465278","-25.722778",NA,NA,NA,NA,"UEC167213","UEC167213","20","20","-49.465278","-25.722778",NA,"16",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:19:02-03","UNICAMP","UEC","198662","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, RP","2015","09","Romanini, RP; Martins, SE","Brazil","Paraná",NA,"Pedúnculo róseo. Inflorescência mais laxa dentre as plantas dessa população, com menos flores, estas maiores e abrindo no mesmo sentido. Flores com sépalas róseas, pétalas azuladas, ovário ovoide.; Epífita em área antropizada","342","Morretes","2015","09","16","Estrada de Prainhas. No começo da estrada que vai dar no caminho de Itupeva. População grande ao longo de cercas e arbustos, à altura da mão.","-49.465278","-25.722778",NA,NA,NA,NA,"UEC167216","UEC167216","20","20","-49.465278","-25.722778",NA,"16",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:19:02-03","UNICAMP","UEC","197892","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, RP","2016","11","Leodegário, MM","Brazil","São Paulo",NA,"Cultivada desde 2008, floresceu sob cultivo em Embu-Guaçu.; Epífita.","s.n.","Embu-Guaçu","2016","11","23","Matinha no Bairro do Filipinho","-46","-23",NA,NA,NA,NA,"UEC167180",NA,NA,NA,"-46","-23",NA,"23",NA,NA,NA,NA,NA,NA
"33","2019-08-20 09:59:09-03","UNICAMP","UEC","52847","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Proença, SL","1996","05","Fischer, EA; Araújo, AC","Brazil","São Paulo",NA,"flor, Epífita com inflorescências. Flores lilás","23099",NA,"1990","02","25","E E E Juréia-Itatins",NA,NA,NA,NA,NA,NA,"UEC018132","UEC018132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:19:02-03","UNICAMP","UEC","90270","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Martins, SE; Wanderley, MDGL","2007","10","Leitão Filho, HF; et al.","Brazil","São Paulo",NA,"Epífita. Folhas com bainha vinho, ápice e margem róseo-esverdeado, centro verde. Brácteas florais e escapais carmim. frutos.","32873",NA,"1994","02","08","Entrada para o bairro dos Barreiros, Estrada BR 116, acesso à Barra do Turvo.",NA,NA,NA,NA,NA,NA,"UEC018129","UEC018129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:19:02-03","UNICAMP","UEC","198775","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, RP","2015","09","Romanini, RP; Martins, SE","Brazil","Paraná",NA,"Espiga congesta; sépalas róseas, pétalas azuladas, quase lilases, ovário ovoide. Flores iniciando antese no meio da espiga para base e ápice.; Epífita em área antropizada","340","Morretes","2015","09","16","Estrada de Prainhas. No começo da estrada que vai dar no caminho de Itupeva. População grande ao longo de cercas e arbustos, à altura da mão.","-49.465278","-25.722778",NA,NA,NA,NA,"UEC167215","UEC167215","20","20","-49.465278","-25.722778",NA,"16",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:19:02-03","UNICAMP","UEC","206552","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, RP","2020","01","Vizentin-Bugoni, J","Brazil","São Paulo",NA,"Erva epífita ou rupícola.; Floresta Ombrófila Densa Sub-Montana.","2011/100","São Luiz do Paraitinga","2011","10",NA,"Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667",NA,NA,NA,NA,"UEC001191","UEC001191","80","1200","-45.133333","-23.316667",NA,"08",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:19:02-03","UNICAMP","UEC","206546","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, RP","2018","10","Vizentin-Bugoni, J; Nunes, CEP","Brazil","São Paulo",NA,"Erva epífita ou rupícola.; Floresta Ombrófila Densa Sub-Montana.","2012/106","São Luiz do Paraitinga","2012","08","21","Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667",NA,NA,NA,NA,"UEC167137","UEC167137","80","1200","-45.133333","-23.316667",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:19:02-03","UNICAMP","UEC","206544","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, RP","2020","01","Vizentin-Bugoni, J; Nunes, CEP","Brazil","São Paulo",NA,"Erva epífita ou rupícola.; Floresta Ombrófila Densa Sub-Montana.","2013/69","São Luiz do Paraitinga","2013","08","15","Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667",NA,NA,NA,NA,"UEC170817","UEC170817","80","1200","-45.133333","-23.316667",NA,"08",NA,NA,NA,NA,NA,NA
"39","2019-08-20 09:59:09-03","UNICAMP","UEC","16193","S","Plantae","Liliopsida",NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.",NA,NA,NA,"Araújo, AC; Fischer, EA","Brazil","São Paulo",NA,"Bromélia epífita, ocorre no mangone e no interior da mata. Flores de coloração lilás.","24335","Iguape","1991","03","13","Estação Ecológica de Jureia","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,"UEC018131","UEC018131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:00:03-03","FURB","FURB","54858","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, R.P.","2017","11","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","Brasil","Santa Catarina",NA,"fruto imaturo Habitat: interior da U.A. Habito: epífita","970","Angelina","2017","09","07",NA,"-49.05","-27.4505556",NA,NA,NA,NA,"FURB54858","FURB54858","841","841","-49.0500000","-27.4505556",NA,"22",NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:00:03-03","FURB","FURB","15319","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, R.P.","2017","11","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","Brasil","Santa Catarina",NA,"Epífita IFFSC e518a (Acima de 4m), forófito 2. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor roxa","381","Presidente Nereu","2009","10","27","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889",NA,NA,NA,NA,"FURB19231","FURB19231","533","533","-49.2313889","-27.1813889",NA,"22",NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:00:03-03","FURB","FURB","17893","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, R.P.","2017","11","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","Brasil","Santa Catarina",NA,"Epífita IFFSC e578a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita de árvore caída; flor roxa","730","Blumenau","2009","11","23","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444",NA,NA,NA,NA,"FURB19229","FURB19229","660","660","-49.1394444","-27.0969444",NA,"22",NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:00:03-03","FURB","FURB","20565","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Costa, A","2010","09","Korte, A.; Kniess, A.","Brasil","Santa Catarina",NA,"Florística IFFSC 422 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","631","Vidal Ramos","2009","10","21","Águas Frias.","-49.4105556","-27.3605556",NA,NA,NA,NA,"FURB03789","FURB03789","895","895","-49.4105556","-27.3605556",NA,"29",NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:00:03-03","FURB","FURB","28174","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, R.P.","2017","11","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","Brasil","Santa Catarina",NA,"Epífita IFFSC e8007a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Primário Habito: epífita; Fruto rosado;","2622","Nova Trento","2010","06","15","RPPN Prima Luna / Monte Barão.","-49.0269445","-27.2636111",NA,NA,NA,NA,"FURB19241","FURB19241","1097","1097","-49.0269445","-27.2636111",NA,"22",NA,NA,NA,NA,NA,NA
"45","2019-11-08 08:50:39-03","FURB","FURB","39249","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, R.P.","2017","11","Funez, L.A.","Brasil","Santa Catarina",NA,NA,"1060","Blumenau","2012","10","09","Spitzkopf.","-49.1255556","-27.0269445",NA,NA,NA,NA,"FURB19436","FURB19436","740","740","-49.1255556","-27.0269445",NA,"22",NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:00:03-03","FURB","FURB","43465","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Aechmea","cylindrata","Aechmea cylindrata","Lindm.","Romanini, R.P.","2017","11","Gasper, A.L. de; Funez, L.A. & Vieira, C.","Brasil","Santa Catarina",NA,"Projeto REFLORA FAPESC 14843/2011-1. Habitat: floresta Habito: epífita; flor inflorescência rosada, flores azuis","3343","Rio do Sul","2013","12","03","Estrada para a Fazenda Três Picos.","-49.5519444","-27.2763889",NA,NA,NA,NA,"FURB19433","FURB19433","797","797","-49.5519444","-27.2763889",NA,"22",NA,NA,NA,NA,NA,NA
