"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","previousCatalogNumber","typeStatus","dayIdentified","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00852573","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","W. W. Thomas","13418","South America","Brazil","23 km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=119336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00852573","NY00852573_01","M. H. Nee","2003","03","19","Bahia","Ibirapitanga","-39.4592","-13.8908","690","690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00700521","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","H. S. Irwin","29500","South America","Brazil","Lower slopes of Pico de Itacolomí, ca. 3km S. of Ouro Preto","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=836236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700521","NY00700521_01","M. H. Nee","1971","01","31","Minas Gerais","Ouro Preto","-43.5081","-20.2878","1650","1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","770712","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","A. F. M. Glaziou","17167","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770712","NY00770712_01","M. H. Nee","1887","06","30","Rio de Janeiro","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00700522","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","G. G. Hatschbach","49837","South America","Brazil","Serra da Moeda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=836237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700522","NY00700522_01","M. H. Nee","1985","09","18","Minas Gerais","Itabirito","-43.8014","-20.2533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","770716","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","L. Riedel","342","South America","Brazil","Pr. Praesidio et Marianna.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435864' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770716","NY00770716_01",NA,"1824","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","770713","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","P. W. Lund","718","South America","Brazil","In provincia Rio de Janeiro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435859' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770713","NY00770713_01","M. H. Nee",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00825683","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","J. R. Stehmann","2264","South America","Brazil","Moeda, serra da Moeda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00825683","NY00825683_01","M. de F. Agra","1997","05","28","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00700520","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","M. S. Menandro","129","South America","Brazil","Fazenda Portão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=836235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700520","NY00700520_01","M. H. Nee","1988","09","04","Minas Gerais","Rio Vermelho","-43.0092","-18.2936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","770711","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","J. E. Leite","4120","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770711","NY00770711_01","M. H. Nee","1946","08",NA,"Rio de Janeiro","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01874306","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","G. E. L. de Macedo","2207","South America","Brazil","Fazenda Pantanal, 85 km da cidade de Jequié, entrando pelo entroncamento de Jaguaquara","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2503728' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874306","NY01874306_01","S. D. Knapp","2011","09","09","Bahia","Maracás","-40.3886","-13.4553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-15 11:14:56-03","FUNED","FUNED-POL","4860","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys",NA,"Kamilla Castelan",NA,NA,"Brasil","Estrada Antiga Bento",NA,NA,"POL004860",NA,NA,"2017","08","23","MG","Mariana","-43.4160995483398","-20.377799987793",NA,NA,"43Wº 25' 34.2''","20Sº 15' 51.4''","33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:49:57-03","EAO","IAN","93814","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Glaziou, AFM","12099",NA,"Paris",NA,NA,NA,"IAN093814",NA,"Giacomin, LL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:49:57-03","EAO","IAN","93877","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Glaziou, AFM","12099",NA,"Paris",NA,NA,NA,"IAN093877",NA,"Giacomin, LL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA
"24","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","26545","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Mexia, Y.","5432","Southern America","Brazil","Viçosa, Agricultural College lands. Fazenda da Creçiuma.",NA,"Tree 9 m. high with spreading crown; pale purple flower; green fruit. Common.; Border of cut-over woods on hill.","BM000099865",NA,"Morton, C.V.","1930","12","22","Minas Gerais",NA,NA,NA,"700","700",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"25","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","26546","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Mexia, Y.","5212","Southern America","Brazil","Viçosa, Road to Barroso; São Domingo.",NA,"Arborescent 6 m. high; pale purple flower; green fruit.; Overgrown slope. Abundant on waste land.","BM000099863",NA,"Morton, C.V.","1930","10","24","Minas Gerais",NA,NA,NA,"730","730",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"26","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","26547","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Mexia, Y.","5036","Southern America","Brazil","Viçosa, Fazenda da Creçiuma.",NA,"Tree 8 m. high, with spreading crown; purple flower. Frequent.; Near crest of hill; border of cut-over woods in open.","BM000099861",NA,"Morton, C.V.","1930","09","12","Minas Gerais",NA,NA,NA,"720","720",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"27","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","26549","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Gardner, G.","5049","Southern America","Brazil","Prov. of Minas Geraes; near São Caetano.",NA,"A small tree.; Wooded Campos.","BM000099842",NA,NA,"1840","10",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"28","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","73241","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Giacomin, L.L.; Knapp, S.; Rodrigues, I.M.C.","2041","Southern America","Brazil","Parque Nacional do Itatiaia; margens da rodovia não pavimentada que leva para o Pico das Agulhas Negras (BR-485); ca. 7 km após a entrada",NA,"Arbusto de aspecto monopodial, 3 m. Flores com corola alva, anteras não agrupadas amarelas; em borda de Floresta Ombrófila Densa",NA,NA,"Stehmann, J.R.","2013","11","20","Minas Gerais","Itamonte","-44.743472","-22.368528","2012","2012","-44.743472","-22.368528",NA,NA,"2014","09","Dicotyledoneae","166994",NA,NA,NA,NA,NA
"29","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","73242","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Giacomin, L.L.; Almeida, T.E.","2042","Southern America","Brazil","Margens da rodovia MG-10, ca. 15 km após distrito de Cardeal Mota",NA,"Arbusto ereto, 1,5 m, em pleno sol. Flores com pétalas arroxeadas, estames amarelos. Frutos imaturos verde escuros; Campo Rupestre quartizitico, próximo a entrada do sítio Vellozia.",NA,NA,NA,"2013","11","25","Minas Gerais","Santana do Riacho","-43.595139","-19.289694","1202","1202","-43.595139","-19.289694",NA,NA,NA,NA,"Dicotyledoneae","166995",NA,NA,NA,NA,NA
"30","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","73242","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Giacomin, L.L.; Almeida, T.E.","2042","Southern America","Brazil","Margens da rodovia MG-10, ca. 15 km após distrito de Cardeal Mota",NA,"Arbusto ereto, 1,5 m, em pleno sol. Flores com pétalas arroxeadas, estames amarelos. Frutos imaturos verde escuros; Campo Rupestre quartizitico, próximo a entrada do sítio Vellozia.",NA,NA,NA,"2013","11","25","Minas Gerais","Santana do Riacho","-43.595139","-19.289694","1202","1202","-43.595139","-19.289694",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"31","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","26544","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Lund, P.W.","s.n.","Southern America","Brazil","In provincia Rio de Janeiro in virgultis montium.",NA,NA,"BM000099848",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"32","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","26548","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Miers, J.","2413","Southern America","Brazil",NA,NA,NA,"BM000099867",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"33","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","73241","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Giacomin, L.L.; Knapp, S.; Rodrigues, I.M.C.","2041","Southern America","Brazil","Parque Nacional do Itatiaia; margens da rodovia não pavimentada que leva para o Pico das Agulhas Negras (BR-485); ca. 7 km após a entrada",NA,"Arbusto de aspecto monopodial, 3 m. Flores com corola alva, anteras não agrupadas amarelas; em borda de Floresta Ombrófila Densa",NA,NA,"Stehmann, J.R.","2013","11","20","Minas Gerais","Itamonte","-44.743472","-22.368528","2012","2012","-44.743472","-22.368528",NA,NA,"2014","09","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"34","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","73241","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Giacomin, L.L.; Knapp, S.; Rodrigues, I.M.C.","2041","Southern America","Brazil","Parque Nacional do Itatiaia; margens da rodovia não pavimentada que leva para o Pico das Agulhas Negras (BR-485); ca. 7 km após a entrada",NA,"Arbusto de aspecto monopodial, 3 m. Flores com corola alva, anteras não agrupadas amarelas; em borda de Floresta Ombrófila Densa","BM001035144",NA,"Stehmann, J.R.","2013","11","20","Minas Gerais","Itamonte","-44.743472","-22.368528","2012","2012","-44.743472","-22.368528",NA,NA,"2014","09","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"35","2015-02-10 11:46:31-02","BM","SOLANACEAE_SOURCE_BR","73242","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Giacomin, L.L.; Almeida, T.E.","2042","Southern America","Brazil","Margens da rodovia MG-10, ca. 15 km após distrito de Cardeal Mota",NA,"Arbusto ereto, 1,5 m, em pleno sol. Flores com pétalas arroxeadas, estames amarelos. Frutos imaturos verde escuros; Campo Rupestre quartizitico, próximo a entrada do sítio Vellozia.",NA,NA,NA,"2013","11","25","Minas Gerais","Santana do Riacho","-43.595139","-19.289694","1202","1202","-43.595139","-19.289694",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"36","2015-02-10 11:46:32-02","BM","SOLANACEAE_SOURCE_BR","1069","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","mariannae","Solanum mariannae","Dunal","Vauthier, M.","531","Southern America","Brazil","Mariana",NA,NA,"77713",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"isotype",NA,NA,NA,NA
"37","2019-10-09 11:25:12-03","UFBA","ALCB","123323","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Costa, IG","541","Southern America","Brasil","Localidade de Itacolomy, Campo de Altitude, Zona de amortecimento do Parque Estadual do Desengano.",NA,"Arbusto espinescente, 2m; lãmina membranácea esverdeada, pilosa; botões, pedicelo e cálice esverdeados, pillosos; corola lilás, de fauce arroxeada; estames amarelados; estigma esverdeado, estilete esbranquiçado.","ALCB009505","ALCB009505","Gouvêa, YF","2014","09","13","Rio de Janeiro","São Fidélis","-41.746898651123","-21.6460990905762","1026","1026",NA,NA,"31178","auto","2017","09",NA,NA,NA,"27",NA,NA,NA
"38","2020-12-20 21:19:31-03","UFV","VIC","36268","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Siqueira, L.C. de; et al.","487",NA,"Brasil","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.",NA,"Árvore, c.a. de 4,0 metros de altura;presença de frutos verdes;presença de flor roxa, coletada na parte de fora do fragmento.","VIC036268","VIC036268","Siqueira, L.C. de","2006","11","25","Minas Gerais","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"16385","auto","2007","05",NA,NA,NA,"18",NA,NA,NA
"39","2020-12-20 21:19:31-03","UFV","VIC","000526","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Mexia, Y.","5036",NA,"Brasil",NA,NA,NA,"VIC000526","VIC000526",NA,NA,NA,NA,"Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:19:31-03","UFV","VIC","053072","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Valente, G.E.; Meira neto, J.A.","1576",NA,"Brasil",NA,NA,"Arbusto de cerca de 2 m, armado de pequenos espinhos. Coletado na beira de BR que liga Canaã a Araponga. Fruto negro quando maduro.","VIC053072","VIC053072",NA,"2004","04","23","Minas Gerais","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:19:31-03","UFV","VIC","36269","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Siqueira, L.C. de; et al.","533",NA,"Brasil","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.",NA,"Presença de frutos verdes.","VIC036269","VIC036269","Siqueira, L.C. de","2006","12","21","Minas Gerais","Araponga","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"16385","auto","2007","05",NA,NA,NA,"18",NA,NA,NA
"42","2020-12-20 21:19:31-03","UFV","VIC","001090","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Mexia, Y.","5212",NA,"Brasil",NA,NA,NA,"VIC001090","VIC001090",NA,NA,NA,NA,"Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:19:31-03","UFV","VIC","009412","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Soares, M.F.","158",NA,"Brasil","Campus da UFV Horto Botânico",NA,"Arbusto de cerca de 2,5 m, ramos e folhas e cálice extremamente pilosos com pelos glandulosos pegajosos,corola lilas, estames amarelos,frutos em formação, ramos novos com espinhos.","VIC009412","VIC009412",NA,"1985","10","11","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:19:31-03","UFV","VIC","030054","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Lopes, M.M.M.; et al.","143",NA,"Brasil","Mata do Paraíso",NA,"Arvoreta de 4 m, corola lilás e folha menbranácea.","VIC030054",NA,NA,"2002","09","17","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:46:13-03","UFJF","CESJ","1872","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Sydney; R.C. Almeida-Lafetá","s.n.","América do Sul","Brasil","Campus da UFJF",NA,"Na mata do CTU (perto da cerca), arbusto na mata secundária. Frutos novos.","CESJ001872",NA,"J.R. Stehmann","1979","01","18","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
