"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","eventTime","individualCount"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034462","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","M. Sobral, 10/Oct/2000.",NA,"A. C. Cervi","7049","2000","9","28",NA,"Brazil","Parana",NA,"Salto Morato. Guaraquecaba.","-48.3258","-25.2983",NA,NA,NA,"Arbusto de aproximadamente 1.80m; flores alvas e perfumadas; frutos verdes, rugosos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:40:08-03","UFJF","CESJ","38298","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","Legrand","G. Hatschbach",NA,"O S Ribas; J.M. Silva","4209","2002","01","10","América do Sul","Brasil","Paraná","Paranaguá","Colônia Quintilia","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"CESJ038298",NA,"2002","24916","auto",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:36:19-03","UNICAMP","UEC","146711","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Meireles, LD",NA,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1399","1997","04","16",NA,"Brazil","São Paulo","Ubatuba","Picinguaba - Morro do Corisco, Mata Atlântica de Encosta.","-44.8","-23.366667","100","100",NA,"Árvore 505 com 6m de altura, casca lisa, folhas jovens rosadas, com botões.","UEC110529","UEC110529","2017",NA,NA,NA,"09",NA,"-44.8","-23.366667",NA,NA
"14","2021-03-26 10:43:28-03","UDESC","LUSC","7985","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Souza, V.C.; et al.","29330",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"LUSC006938","LUSC006938",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"15","2019-11-08 08:53:48-03","FURB","FURB","26900","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M",NA,"Cadorin, T.J.","1914","2010","04","07",NA,"Brasil","Santa Catarina","Garuva",NA,"-48.7388889","-26.0294445",NA,NA,NA,"Coleta Extra IFFSC","FURB02451","FURB02451","2011",NA,NA,NA,"03","08","-48.7388889","-26.0294445",NA,NA
"16","2020-10-14 10:03:22-03","FURB","FURB","34793","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M",NA,"Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","3360","2010","05","03",NA,"Brasil","Santa Catarina","Itapema","Canto da Praia.","-48.5997222","-27.0894444","60","60",NA,"Voucher estéril IFFSC 584 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbusto;","FURB32261","FURB32261","2010",NA,NA,NA,NA,NA,"-48.5997222","-27.0894444",NA,NA
"17","2014-10-14 15:56:58-03","BS","M","M-0171006","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand",NA,"ISOTYPE","Klein, R.M.",NA,"1954","08","23",NA,"Brasil",NA,NA,"Santa Catarina, Morro da Fazenda, Itajaí",NA,NA,NA,NA,NA,NA,"M0171006",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"21:00",NA
"18","2019-08-16 08:40:15-03","UTFPR","HCF","24040","S","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D. Legrand","E. Barboza",NA,"J.M. Silva","9305","2016","04","02",NA,"Brasil","PR","Guaratuba","Salto Parati","-48.624722","-25.7925","40","40",NA,"árvore ca. 4 m. Flor alva.",NA,NA,"2017",NA,NA,NA,"03","31","48°37'29 W","25°47'33 S",NA,NA
"19","2020-12-21 16:36:34-03","MBM","MBM","345798","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Motta, J.T.","1651","1989","03","04","Southern America","Brazil","Paraná","Guaraqueçaba","Rio das Canoas","-48.3288993835449","-25.3066997528076","50","50",NA,"Arvoreta; 4 m; botões florais brancos; ocasional.","MBM345798","MBM345798","2015","37295","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:36:34-03","MBM","MBM","246818","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Hatschbach, G.; Silva, J.M.; Barboza, E.; Silva, J.M.; Barboza, E.","70542","2000","03","15","Southern America","Brazil","Paraná","Guaraqueçaba","Sebuí","-48.3288993835449","-25.3066997528076","50","100",NA,"Arvoreta, 4m, flor alva.; Floresta Atlântica, encosta do morro.","MBM246818","MBM246818","2001","37295","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:36:34-03","MBM","MBM","53737","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Hatschbach, G.","9295","1962","10","06","Southern America","Brazil","Paraná","Guaratuba","Pedra Branca de Araraquara, margens do Rio São João","-48.5746994018555","-25.8827991485596","50","50",NA,"Arvoreta, flor alva.; Mata pluvial das margens do Rio São João.","MBM053737","MBM053737","2002","41937","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:36:34-03","MBM","MBM","7672","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Giaretta, A.","ISOTYPE","Hatschbach, G.","19665","1968","09","04","Southern America","Brazil","Paraná","Guaratuba","Serra de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Arvoreta 3m.; Mata pluvial, às margens de rio.","MBM007672","MBM007672","2017","41937","auto",NA,"10",NA,NA,NA,NA,NA
"23","2020-12-21 16:36:34-03","MBM","MBM","113626","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Cervi, A.C.","2369","1986","09","12","Southern America","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"Árvore de 7 a 8 m de altura.","MBM113626","MBM113626","2002","38300","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:36:34-03","MBM","MBM","20604","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Hatschbach, G.","26875","1971","07","21","Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Arbusto 2 m, flor alva.; Mata pluvial da encosta de morro.","MBM020604","MBM020604","2001","37295","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:36:34-03","MBM","MBM","53718","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Hatschbach, G.","342","1946","08","18","Southern America","Brazil","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"Árvore 7 m, flor branca cheirosa.","MBM053718","MBM053718","1999","30514","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:36:34-03","MBM","MBM","408974","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Barboza, E.",NA,"Silva, J.M.; Brotto, M.L.; Brotto, M.L.","9305","2016","04","02","Southern America","Brazil","Paraná","Guaratuba","Salto Parati","-48.624722","-25.7925","40","40",NA,"Árvore ca. 4 m. Flor alva.; Floresta Ombrófila Densa Submontana.","MBM408974",NA,"2017",NA,NA,NA,"03","31","-48.624722","-25.7925",NA,NA
"27","2020-12-21 16:36:34-03","MBM","MBM","429915","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Brotto, M.L.",NA,"Brotto, M.L.; Antoniuk-Bonato, R.G.; Antoniuk-Bonato, R.G.","3890","2020","07","12","Southern America","Brazil","Paraná","Morretes","Ekoa Park, trilha das aves","-48.867889","-25.384583","135","135",NA,"Árvore com 11 m de altura; flores brancas. Ritidoma liso, branco mesclado com cinza claro. Ao corte em bizel a casca interna se apresenta homogênea, clara com borda verde.; Floresta Ombrófila Densa Submontana, estágio médio de sucess","MBM429915",NA,"2020",NA,NA,NA,"07","12","-48.867889","-25.384583",NA,NA
"28","2020-12-21 16:36:34-03","MBM","MBM","430445","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Brotto, M.L.",NA,"Brotto, M.L.; Marinero, F.; Marinero, F.","3983","2020","09","26","Southern America","Brazil","Paraná","Morretes","Ekoa Park, trilha das aves","-48.867889","-25.384583","129","129",NA,"Árvore com 8 m de altura; frutos imaturos verde-acinzentados.; Floresta Ombrófila Densa Submontana, estágio médio.","MBM430445",NA,"2020",NA,NA,NA,"11","20","-48.867889","-25.384583",NA,NA
"29","2020-12-21 16:36:34-03","MBM","MBM","76496","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Hatschbach, G.","45280","1982","09","03","Southern America","Brazil","Paraná","Antonina","Mergulhão","-48.7118988037109","-25.4286003112793",NA,NA,NA,"Arbusto 3 m, flor alva.; Mata pluvial de pequeno vale entre morros.","MBM076496","MBM076496","2001","38300","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:36:34-03","MBM","MBM","188148","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Ziller, S.R.; Maschio, W.; Maschio, W.","903","1995","08","16","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.3288993835449","-25.3066997528076","100","100",NA,NA,"MBM188148","MBM188148","1999","37295","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:36:34-03","MBM","MBM","259743","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Cervi, A.C.","7049","2000","09","28","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato, Reserva Natural do Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Arbusto ca. 1,8m, flores alvas e perfumadas, frutos verdes rugosos.","MBM259743","MBM259743","2000","37295","auto",NA,"10","10",NA,NA,NA,NA
"32","2020-12-21 16:36:34-03","MBM","MBM","53705","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Hatschbach, G.","11135","1964","03","23","Southern America","Brazil","Paraná","Guaratuba","Morro das Caieiras","-48.5746994018555","-25.8827991485596","30","50",NA,"Árvore de pequeno porte (cerca de 5 m), flor alva, comum no local.; Mata pluvial da encosta de morro.","MBM053705","MBM053705","2002","41937","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:36:34-03","MBM","MBM","311388","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Kuniyoshi, Y.S.; Portes, M.C.; Portes, M.C.","5483",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Tibagi Mineração, Vila Sambaqui","-48.834400177002","-25.476900100708","50","50",NA,"Árvore. Ritidoma não à pitanga, flores alvas.; Da beira da estrada.","MBM311388","MBM311388","2015","30514","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:36:34-03","MBM","MBM","265300","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Hatschbach, G.",NA,"Ribas, O.S.; Silva, J.M.; Silva, J.M.","4209","2002","01","10","Southern America","Brazil","Paraná","Paranaguá","Colônia Quintilha","-48.5092010498047","-25.5200004577637","50","50",NA,"Arbusto 3m, flor alva.; Floresta Atlântica da Serra do Mar.","MBM265300","MBM265300","2002","24916","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:36:34-03","MBM","MBM","1363","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Legrand, D.",NA,"Hatschbach, G.","14536","1966","07","27","Southern America","Brazil","Paraná","Paranaguá","Morro do Tabaquara","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Arvoreta 5 m.; Mata pluvial.","MBM001363","MBM001363","1967","24916","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:39:11-03","UFMG","BHCB","71076","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand",NA,NA,"Ribas, OS; Silva, JM","4209","2002","01","10","Southern America","Brasil","Paraná","Paranaguá","Colônia Quintilha, floresta da Serra do Mar","-48.5092010498047","-25.5200004577637","50","50",NA,"Arbusto 3m, flor alva; Floresta atlântica","BHCB004177",NA,"2002","24916","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:39:11-03","UFMG","BHCB","91427","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand",NA,NA,"Bertoni, JEA; Geremias","665","2002","01","03","Southern America","Brasil","São Paulo","Campinas","Fazenda Santa Elisa","-47.060001373291","-22.8999996185303",NA,NA,NA,"Arvoreta ca. 3 m de altura. Com frutos amarelados.","BHCB018631",NA,"2013","23900","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:20:40-03","UFPR","UPCB","50931","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","C.D.Legr.","Cordeiro, J.",NA,"Cervi, A.C.","7042","2000","05","04",NA,"Brasil","Paraná","Morretes","Estrada da Graciosa, Curva da Ferradura","-48.834400177002","-25.476900100708",NA,NA,NA,"Árvore ca. 6m, flor alva, perfumada..",NA,NA,"2004","30514","auto",NA,"12",NA,NA,NA,NA,NA
"39","2021-02-11 17:20:40-03","UFPR","UPCB","22773","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","C.D.Legr.","Sobral, M.",NA,"Cervi, A.C.","2369","1986","09","12",NA,"Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"Árvore 8m..",NA,NA,"2002","38300","auto",NA,"01","01",NA,NA,NA,NA
"40","2021-02-11 17:20:40-03","UFPR","UPCB","42641","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","C.D.Legr.","Sobral, M.",NA,"Cervi, A.C.","7049","2000","09","28",NA,"Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Arbusto ca. 1,8m, flores alvas e perfumadas, frutos verdes rugosos..",NA,NA,"2000","37295","auto",NA,"10","10",NA,NA,NA,NA
"41","2021-02-11 17:20:40-03","UFPR","UPCB","6820","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","C.D.Legr.","Legrand, C.D.",NA,"Hatschbach, G.","14536","1966","07","27",NA,"Brasil","Paraná","Paranaguá","Morro do Tabaquara","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Arvoreta, 5m. Mata pluvial..",NA,NA,"1967","24916","auto",NA,"01","01",NA,NA,NA,NA
"42","2009-07-09 17:05:00-03","MO","MOBOT","2481611","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calycorectes","lourteigiae","Calycorectes lourteigiae","Mattos & D. Legrand",NA,NA,"Gert G. Hatschbach","Hatschbach 19665","1968","9","4","South America","Brazil","Paraná",NA,"Guaratuba. Serra de Araraguara",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-09 17:05:00-03","MO","MOBOT","2481629","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calycorectes","lourteigiae","Calycorectes lourteigiae","Mattos & D. Legrand",NA,NA,"Gert G. Hatschbach","Hatschbach 9295","1962","10","6","South America","Brazil","Paraná",NA,"Guaratuba. Pedra Branca de Araraquara",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-06-22 05:25:00-03","MO","MOBOT","2483187","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D. Legrand",NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 1795","1954","8","24","South America","Brazil","Santa Catarina",NA,"Itajaí. Morro da Fazenda",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-31 09:07:25-03","INPA","INPA","201110","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Calycorectes","lourteigiae","Calycorectes lourteigiae","Mattos & D.Legrand","Mattos, J; Legrand, A","isotype","Hatschbach, GG","19665","1968","09","04","Southern America","Brasil","Paraná","Guaratuba","Rio Aracá just above Igarapé Sauadaua, Serra do Araraquara","-68.5","0.5","100","100",NA,NA,"INPA0201110","INPA0201110 INPA0201110_e INPA0201110_e1",NA,NA,NA,NA,NA,NA,"-68.5","0.5",NA,NA
"46","2020-09-12 05:00:02-03","US","US","2509216","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D. Legrand",NA,NA,"S.n.","14536","1966","7","27","South America - Neotropics","Brazil","Paraná","Paranaguá","Morro do Tabaquara","-48.5092010498047","-25.5200004577637","100",NA,NA,NA,"US01898229","US01898229_01 US01898229_02",NA,"24916","auto","Dicotyledonae",NA,NA,NA,NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","2403052","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D. Legrand",NA,"Isotype","R. Reitz & R. M. Klein","1795","1954","8","24","South America","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajai.",NA,NA,"100","100",NA,NA,"US00118039","US00118039_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"48","2019-12-09 17:30:21-03","UFPR","EFC","981","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Ribeiro, C. L.",NA,"Roderjan, C.V.; Kuniyoshi, Y.S.","538","1986","08","08",NA,"Brasil","Paraná","Guaraqueçaba","Rio do Poço","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Árvore, botões florais. __COMMOM_NAME__: Guamirim","EFC000981",NA,"2016","37295","auto",NA,"10","31",NA,NA,NA,NA
"49","2019-12-09 17:30:22-03","UFPR","EFC","17167","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Völtz, R.R.",NA,"Völtz, R.R.; Pajewski, F.F.","1564","2018","06","09",NA,"Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.295","-25.1583","230","230",NA,"Arvoreta 5 m alt.; botões florais e flores alvas, perfumadas; beira de rio no interior de Floresta Ombrófila Densa Submontana","EFC017167",NA,"2018",NA,NA,NA,"06","09","-48.295","-25.1583",NA,NA
"50","2019-12-09 17:30:21-03","UFPR","EFC","977","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Kuniyoshi, Y.S.; Roderjan, C.V.","4973","1986","08","09",NA,"Brasil","Paraná","Guaraqueçaba","Rio dos Patos","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Árvore com frutos maduros. __COMMOM_NAME__: Araçatinga","EFC000977",NA,"2015","37295","auto",NA,"05","08",NA,NA,NA,NA
"51","2019-11-13 11:26:45-03","USP","SPF","229253","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Faria, JEQ",NA,"Faria, JEQ","3037","2012","11","21",NA,"Brasil","São Paulo","Santo André","Parque Natural Municipal Nascente de Paranapiacaba","-46.283056","-23.769722","942","942",NA,NA,"SPF00229253",NA,"2011",NA,NA,NA,"11",NA,"-46.283056","-23.769722",NA,NA
