"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","individualCount","fieldNumber"
"429","2020-12-21 16:21:45-03","MBM","MBM","140658","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Hatschbach, G.",NA,NA,NA,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","1991","01","03","Brazil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM140658","MBM140658","734",NA,"Southern America",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"430","2020-12-21 16:21:46-03","MBM","MBM","280565","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Wasum, R.",NA,NA,NA,"Wasum, R.","2003","02","16","Brazil","Rio Grande do Sul","São Francisco de Paula","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"MBM280565","MBM280565","1770",NA,"Southern America",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA
"431","2020-12-21 16:21:42-03","MBM","MBM","390777","PreservedSpecimen","Plantae","Cunnoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Barboza, E.","2014","08","07","Ariati, V.; Felitto, G.; Bianchin, J.E.; Czelusniak, B.H.; Dutra, M.M.; Felitto, G.; Bianchin, J.E.; Czelusniak, B.H.; Dutra, M.M.","2014","03","21","Brazil","Rio Grande do Sul","São José dos Ausentes","Faxinal Preto","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"MBM390777","MBM390777","966","Árvore, flor creme.; Floresta Ombrófila Mista.","Southern America",NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA
"432","2020-12-21 16:21:45-03","MBM","MBM","140271","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Krapovickas, A.; et al.; et al.","1988","01","28","Brazil","Santa Catarina","Barra Velha","Itajuba","-48.684700012207","-26.6322002410889",NA,NA,NA,NA,"MBM140271","MBM140271","42127",NA,"Southern America",NA,NA,NA,NA,"15216","auto",NA,NA,NA,NA,NA,NA
"433","2020-12-21 16:21:46-03","MBM","MBM","95751","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Cuatrecasas, J.",NA,NA,NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","1970","01","21","Brazil","Santa Catarina","Florianópolis","Jurerê","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM095751","MBM095751","8558",NA,"Southern America",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"434","2020-12-21 16:21:46-03","MBM","MBM","95744","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Cuatrecasas, J.",NA,NA,NA,"Klein, R.M.","1967","01","17","Brazil","Santa Catarina","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM095744","MBM095744","7105",NA,"Southern America",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"435","2020-12-21 16:21:46-03","MBM","MBM","95748","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Klein, R.M.",NA,NA,NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","1972","01","17","Brazil","Santa Catarina","Governador Celso Ramos","Jordão","-48.5592002868652","-27.3146991729736",NA,NA,NA,NA,"MBM095748","MBM095748","9996",NA,"Southern America",NA,NA,NA,NA,"13751","auto",NA,NA,NA,NA,NA,NA
"436","2020-12-21 16:21:46-03","MBM","MBM","36882","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Reitz, R.",NA,NA,NA,"Klein, R.M.","1954","12","14","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luís Alves","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM036882","MBM036882","918",NA,"Southern America",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"437","2020-12-21 16:21:45-03","MBM","MBM","225365","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Reitz, R.",NA,NA,NA,"Klein, R.","1954","11","30","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM225365",NA,"890",NA,"Southern America",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"438","2020-12-21 16:21:46-03","MBM","MBM","51411","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Smith; Quatrecasas",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","1961","01","25","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,NA,NA,"MBM051411","MBM051411","10760",NA,"Southern America",NA,NA,NA,NA,"12814","auto",NA,NA,NA,NA,NA,NA
"439","2020-12-21 16:21:45-03","MBM","MBM","203815","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Cervi, A.C.",NA,NA,NA,"Santos, E.P.; et al.; et al.","1996","11","06","Brazil","Paraná","Jaguariaíva","Parque Nacional do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM203815","MBM203815","184",NA,"Southern America",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"440","2020-12-21 16:21:46-03","MBM","MBM","61138","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Kasper, A.; Kasper, A.","1978","11","10","Brazil","Paraná","Matinhos","Rio Cambará","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"MBM061138","MBM061138","41716",NA,"Southern America",NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA
"441","2020-12-21 16:21:46-03","MBM","MBM","248496","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Smith, S.F.",NA,NA,NA,"Wasum, R.","2000","02","13","Brazil","Rio Grande do Sul","Cambará do Sul","Atalho do Crespo","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"MBM248496","MBM248496","444",NA,"Southern America",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA
"442","2020-12-21 16:21:46-03","MBM","MBM","36881","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Hatschbach, G.",NA,NA,NA,"Rambo, B.","1953","02","03","Brazil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha para Bom Jesus, Brasília","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"MBM036881","MBM036881","53838",NA,"Southern America",NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA
"443","2020-12-21 16:21:46-03","MBM","MBM","271971","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Sampaio, D.",NA,NA,NA,"Alunos de Taxonomia Vegetal","2001","11","28","Brazil","São Paulo","São Luís do Paraitinga","São Luís do Paraitinga","-45.310001373291","-23.2199993133545",NA,NA,NA,NA,"MBM271971","MBM271971","35",NA,"Southern America",NA,NA,NA,NA,"27362","auto",NA,NA,NA,NA,NA,NA
"444","2019-08-15 09:03:31-03","UESC","UESC","9321","S","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex DC.",NA,NA,NA,NA,"Juchum, F.","2000","11","19","Brasil","Bahia","Rio de Contas",NA,"-41.933333","-13.516667","41W56'0''","13S31'0''","1380","1500","UESC0009321",NA,"95","Campo Rupestre.; Arbusto, ca. 4,0 m de altura.",NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"445","2016-01-21 17:14:44-02","MNHN","RECOLNAT_MNHN_P","P00674203","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Princesse Isabel|Glaziou, A.","1872","4","1","Brésil","Rio de Janero",NA,"Itatiaia",NA,NA,NA,NA,NA,NA,"P00674203","P00674203_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00674203' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2015-09-05 10:21:35-03","MNHN","RECOLNAT_MNHN_P","P05519410","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Claussen, P.","1841","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"P05519410","P05519410_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519410' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1587"
"447","2015-09-05 10:21:36-03","MNHN","RECOLNAT_MNHN_P","P05519424","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Rambo","1946","2","14","Brésil","Santa Catarina",NA,"Brasil: Ararangua serrado","-49.48584","-28.93488",NA,NA,NA,NA,"P05519424",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519424' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32112"
"448","2015-09-05 10:21:36-03","MNHN","RECOLNAT_MNHN_P","P05519427","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Schwacke","1888","7","2","Brésil","Minas Gerais",NA,"Brésil. Prov. Min. Ger. Serra do Caparaó in campis elevatis","-41.90194","-20.52611",NA,NA,NA,NA,"P05519427",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519427' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6196"
"449","2015-09-05 10:21:36-03","MNHN","RECOLNAT_MNHN_P","P05519428","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Regnell","1813","11","4","Brésil","Minas Gerais",NA,"Brésil. Caldas","-46.38611","-21.92361",NA,NA,NA,NA,"P05519428",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519428' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129"
"450","2015-09-05 10:21:36-03","MNHN","RECOLNAT_MNHN_P","P05519429","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Vauthier","1833","1","1","Brésil","Rio de Janeiro",NA,"Brésil. Rio-de-Janeiro","-42.41942","-22.27528",NA,NA,NA,NA,"P05519429",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519429' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"507"
"451","2015-09-05 10:21:36-03","MNHN","RECOLNAT_MNHN_P","P05519430","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Weddell, H.A.","1843","11","1","Brésil","Minas Gerais",NA,"Brésil (Minas-Geraës)",NA,NA,NA,NA,NA,NA,"P05519430",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519430' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"928"
"452","2015-09-05 10:15:48-03","MNHN","RECOLNAT_MNHN_P","P05553209","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Glaziou, A.","1869","1","1","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P05553209","P05553209_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05553209' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2928"
"453","2015-09-05 10:15:48-03","MNHN","RECOLNAT_MNHN_P","P05553210","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Glaziou",NA,"11","1","Brasil","Rio de Janeiro",NA,"Serra da Estrella, Itatiaia et Tijuca (Rio Jan.).",NA,NA,NA,NA,NA,NA,"P05553210","P05553210_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05553210' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2927"
"454","2015-09-05 10:08:10-03","MNHN","RECOLNAT_MNHN_P","P05553731","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"Hatschbach, G.","1974","11","13","Brasil","Paraná","Jaguariaíva","Paredão da Santa.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"P05553731","P05553731_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05553731' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,"35577"
"455","2020-11-16 13:23:09-03","UFT","HTO","2703","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","A.C. Cervi","1997","03","00","A.C. Cervi et al.","1995","11","21","Brasil","PR","Jaguariaíva","Estrada para Arapoti","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"6060","Doação do herbário UPCB",NA,NA,"UPCB",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"456","2020-12-11 11:34:54-03","UFMG","BHCB","24495","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2020-12-11 11:34:54-03","UFMG","BHCB","147763","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Giacomin, LL; Massensini Júnior, A; A.; Assis, FC; Paixão, LC; Kamino, LHY","2011","03","19","Brasil","Minas Gerais","Delfim Moreira","Fazenda Boa Esperança, Trilha dos romeiros.","-45.314917","-22.587194","-45.314917","-22.587194","1629","1629",NA,NA,"1517","Árvore, 4m., em mata ciliar aberta. Frutos verdes.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2020-12-11 11:34:54-03","UFMG","BHCB","176775","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,"2015","11",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","2015","04","08","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175","983","983",NA,NA,"50","Árvore; ca. 2m alt; frutos creme.; Campo Rupestre Quartzitico","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2021-01-15 17:52:57-03","UFMG","BHCB","201948","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,"2019","09",NA,"Rezende, SG","2019","05","22","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Estadual da Serra do Intendente","-43.5775","-19.103889","-43.5775","-19.103889",NA,NA,"BHCB201948","BHCB201948","7415","Floração, Vermelha, Arbusto,; Campo Rupestre Quartzítico","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2020-12-11 11:34:54-03","UFMG","BHCB","24495","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2020-12-11 11:34:54-03","UFMG","BHCB","34214","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2020-12-11 11:34:54-03","UFMG","BHCB","34214","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2020-12-11 11:34:54-03","UFMG","BHCB","190297","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,"2007","07",NA,"Santos, EP; Blum, C","2007",NA,NA,"Brasil","Paraná","Guaratuba",NA,"-49.063628","-25.757083","-49.063628","-25.757083","850","850","BHCB190297",NA,"1089","Arvore ca de 3m.; Interior de floresta ombrófila densa montana.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2020-12-11 11:34:54-03","UFMG","BHCB","75555","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Viana, PL","2002","05","10","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056","-43.983611","-20.093056","1400","1400",NA,NA,"642","Arbusto com inflorescêncaia branca em campo rupestre à beira de córrego.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2020-12-11 11:34:54-03","UFMG","BHCB","59758","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Harley, RM; et al.",NA,NA,NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,"26155",NA,"Southern America",NA,NA,"Dicotyledon",NA,"49773","auto",NA,NA,NA,NA,NA,NA
"466","2020-12-11 11:34:54-03","UFMG","BHCB","58755","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Mendes Magalhães",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,NA,"2300",NA,"Southern America",NA,NA,"Dicotyledon",NA,"22051","auto",NA,NA,NA,NA,NA,NA
"467","2020-12-11 11:34:54-03","UFMG","BHCB","58756","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Badini, J",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"3175",NA,"Southern America",NA,NA,"Dicotyledon",NA,"44599","auto",NA,NA,NA,NA,NA,NA
"468","2020-12-11 11:34:54-03","UFMG","BHCB","61420","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"41937","auto",NA,NA,NA,NA,NA,NA
"469","2020-12-11 11:34:54-03","UFMG","BHCB","116844","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Loeuille, BFP; Brazolim, S; Borges, LM; Santos, MF; Rodrigues, RR; Tamashiro, JY; Souza, VC de","2007","04","04","Brasil","Santa Catarina","Urupema","Fazenda Farofa","-49.8731002807617","-27.9528007507324",NA,NA,NA,NA,NA,NA,"148","Rupícola em córrego no campo limpo. Inflorescências brancas","Southern America",NA,NA,"Dicotyledon",NA,"23096","auto",NA,NA,NA,NA,NA,NA
"470","2020-12-11 11:34:54-03","UFMG","BHCB","460","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Schwacke, CAW","1904",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Itacolomi.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"44599","auto",NA,NA,NA,NA,NA,NA
"471","2020-12-11 11:34:54-03","UFMG","BHCB","56604","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"França, GS; Stehmann, JR","2001","02","02","Brasil","Minas Gerais","Camanducaia","Mata do Altair.","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,NA,NA,"232","Arbóreo (19m), flores amareladas, frutos verdes","Southern America",NA,NA,"Dicotyledon",NA,"22140","auto",NA,NA,NA,NA,NA,NA
"472","2020-12-11 11:34:54-03","UFMG","BHCB","8854","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Souza, HC","1986","10","15","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"s.n.","Campo de altitude rico em candeias;arbusto2m;flores cremes;","Southern America",NA,NA,"Dicotyledon",NA,"30417","auto",NA,NA,NA,NA,NA,NA
"473","2020-12-11 11:34:54-03","UFMG","BHCB","15994","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Oliveira, AR","1987","09","08","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"30417","auto",NA,NA,NA,NA,NA,NA
"474","2020-12-11 11:34:54-03","UFMG","BHCB","15989","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Andrade, PM de","1986","11","20","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"835",NA,"Southern America",NA,NA,"Dicotyledon",NA,"30417","auto",NA,NA,NA,NA,NA,NA
"475","2020-12-11 11:34:54-03","UFMG","BHCB","58757","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Nestor, J",NA,NA,NA,"Brasil","Minas Gerais","Itabira","Presidente Vargas. Serra do Carmo.","-43.2268981933594","-19.6191997528076",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"33779","auto",NA,NA,NA,NA,NA,NA
"476","2020-12-11 11:34:54-03","UFMG","BHCB","118580","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Carmo, FF","2007","11","13","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela.","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,"1422",NA,"Southern America",NA,NA,"Dicotyledon",NA,"13827","auto",NA,NA,NA,NA,NA,NA
"477","2020-12-11 11:34:54-03","UFMG","BHCB","11450","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Chaves, EB","1987","11","14","Brasil","Minas Gerais","Itabirito","Serra de Itabirito.","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"BHCB002463","BHCB002463","s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"20553","auto",NA,NA,NA,NA,NA,NA
"478","2020-12-11 11:34:54-03","UFMG","BHCB","58754","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Black, G",NA,NA,NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó. Palácio","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"31264","auto",NA,NA,NA,NA,NA,NA
"479","2021-02-11 17:18:37-03","UFPR","UPCB","77359","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paullinifolia","Weinmannia paullinifolia","Pohl ex Steringe","Dunaiski Jr.,A.","2009","12","14","Dunaiski Jr.,A.","2009","12","13","Brasil","Paraná","Piraquara","Manaciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"3895","Árvore de 6m, flores alvas..",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
