"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00943120","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"P. Clausen","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943120",NA,NA,NA,"Magnoliophyta","Ericales","(Cham. & Schltdl.) G.Don","H. O. Sleumer","s.n.","Minas Gerais",NA,NA,NA,NA,NA,NA,"NY00943120_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00943119","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"C. Braccini","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943119",NA,NA,NA,"Magnoliophyta","Ericales","(Cham. & Schltdl.) G.Don","W. S. Judd","s.n.","Minas Gerais","Ouro Branco","Serra de Ouro Branco.","-43.6917","-20.5208",NA,NA,"NY00943119_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00943122","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943122","1971","01","16","Magnoliophyta","Ericales","(Cham. & Schltdl.) G.Don","W. S. Judd","30468","Minas Gerais",NA,"Serra do Espinhaço, middle slopes of Serra da Piedade, ca. 40 km E. of Belo Horizonte, BR-31","-43.67613","-19.82237","1800","1800","NY00943122_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2423298","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"G. O. Romão","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685720' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423298","2007","09","06","Magnoliophyta","Ericales","(Cham. & Schltdl.) G.Don",NA,"2253","Minas Gerais","Santa Bárbara","Parque Natural da Serra do Caraca, trilha para a Gruta de Lourdes","-43.4152984619141","-19.959400177002","1450","1450","NY02423298_01","33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","10155","PreservedSpecimen","Plantae","Ericaceae","Leucothoe","pulchra","Leucothoe pulchra parvifolia","isolectotype","P. Clausen","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00010155","1843",NA,NA,"Magnoliophyta","Ericales","Meisn.","W. S. Judd","159","Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,NA,NA,"NY00010155_01",NA,NA,"parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:37:54-03","EAO","IAN","63177","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Pires, JM; Black, GA","Southern America","Brasil",NA,NA,NA,"IAN063177","1951","01","13","Dicotiledônea",NA,"(Cham. & Schltdl.) G.Don","Nascimento, EAP","2720","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","03","28",NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:37:54-03","EAO","IAN","63474","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Pires, JM; Black, GA","Southern America","Brasil",NA,NA,NA,"IAN063474","1951","01","16","Dicotiledônea",NA,"(Cham. & Schltdl.) G.Don","Nascimento, EAP","2919","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","03","28",NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:37:54-03","EAO","IAN","14451","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Magalhães, MG","Southern America","Brasil",NA,NA,"Arbusto de 2m de altura; muiot frequente.","IAN014451","1942","01","28","Dicotiledônea",NA,"(Cham. & Schltdl.) G.Don","Nascimento, EAP","1314","Minas Gerais","Ouro Preto","Entre as pedras, serra do Itatiaia.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,"2019","03","28",NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:37:54-03","EAO","IAN","104331","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Magalhães, MG","Southern America","Brasil",NA,NA,"Arbusto de 2m de altura; muiot frequente.","IAN104331","1942","01","28","Dicotiledônea",NA,"(Cham. & Schltdl.) G.Don","Nascimento, EAP","1314","Minas Gerais","Ouro Preto","Entre as pedras, serra do Itatiaia.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,"2019","03","28",NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:37:54-03","EAO","IAN","92954","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Andrade-Lima, D de","Southern America","Brasil",NA,NA,"Arbusto, flor creme, muito perfumada.","IAN092954","1950","09","13","Dicotiledônea",NA,"(Cham. & Schltdl.) G.Don","Nascimento, EAP","644","Pernambuco","Recife","Areias de restinga de Piedade, próximo Prazeres.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"18865","auto",NA,"2019","03","28",NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:13:41-03","UFBA","ALCB","132372","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Guedes, ML; Guaré, F; Rocha, E","Southern America","Brasil",NA,NA,"Folhas coriáceas. Inflorescência com flores cremes. Fruto cápsula.","ALCB049120","2018","02","18","Dicotyledon",NA,"(Cham. & Schltdl.) G.Don.","Guedes, ML","30304","Bahia","Mucugê","Rio Piaba.","-41.650556","-13.659167",NA,NA,"ALCB049120",NA,NA,NA,"2018","03",NA,"-41.650556","-13.659167",NA,NA,NA,NA
"22","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L.2602785","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Riedel L","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602785 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602785",NA,NA,NA,NA,"Ericales","G.Don",NA,NA,NA,NA,"Brasilia.",NA,NA,NA,NA,"NL-L2602785",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"23","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L 0006650","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra","isotype","Sello F","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200006650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0006650",NA,NA,NA,NA,"Ericales","G.Don","Sleumer HO",NA,NA,NA,"Brasil",NA,NA,NA,NA,"NL-L0006650",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","95871167",NA,NA
"24","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L.2602784","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Lanna Sobrinho JP; Strang HE","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602784","1971","10","29",NA,"Ericales","G.Don",NA,NA,NA,NA,"Tijuca, Rio de Janeiro, Minas Gerais, Caeté, Serra de Piedade.",NA,NA,NA,NA,"NL-L2602784",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"25","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L 0006648","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra","isolectotype","Claussen P","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200006648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0006648",NA,NA,NA,NA,"Ericales","G.Don","Sleumer HO",NA,"Minas Gerais",NA,"Brasil, Minas Gerais",NA,NA,NA,NA,"NL-L0006648",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","95871169",NA,NA
"26","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L 0006649","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra","isotype","Lund PW","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200006649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0006649","1834","11","01",NA,"Ericales","G.Don","Sleumer HO",NA,"Minas Gerais",NA,"Brasil: Minas Gerais, Serra da Piedade",NA,NA,NA,NA,"NL-L0006649",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","95871170",NA,NA
"27","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L.2602786","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Schwacke CAW","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602786","1892","10","12",NA,"Ericales","G.Don",NA,NA,NA,NA,"Minas Gerais: Pedra de Amolar.",NA,NA,NA,NA,"NL-L2602786",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"28","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L.2602787","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Schwacke CAW","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602787","1892","01","06",NA,"Ericales","G.Don",NA,NA,NA,NA,"Minas Gerais: Serra de Ouro Preto.",NA,NA,NA,NA,"NL-L2602787",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"29","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L.2602788","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Schwacke CAW","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602788","1892","01","06",NA,"Ericales","G.Don",NA,NA,NA,NA,"Minas Gerais: Serra de Ouro Preto.",NA,NA,NA,NA,"NL-L2602788",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"30","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L.2602789","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Sellow F","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602789 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602789",NA,NA,NA,NA,"Ericales","G.Don",NA,NA,NA,NA,"Brasilia.",NA,NA,NA,NA,"NL-L2602789",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"31","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L.2602790","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Harley RM; et al.","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602790 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602790","1977","03","19",NA,"Ericales","G.Don",NA,NA,NA,NA,"Estado da Bahia, Serra das Almas, Middle and upper N.E. slopes of the Pico das Almas ca. 25 km W.N.W. of the Vila do Rio de Contas.","-41.95","-13.55",NA,NA,"NL-L2602790",NA,NA,NA,NA,NA,NA,"-41.95","-13.55","Magnoliopsidae",NA,NA,NA
"32","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L.2602791","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Glaziou AFM; Schwacke CAW; Gomez","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602791 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602791",NA,NA,NA,NA,"Ericales","G.Don",NA,NA,NA,NA,"Brasil: Minas Gerais, Serra da Piedade.",NA,NA,NA,NA,"NL-L2602791",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L.2602792","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Glaziou AFM","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602792",NA,NA,NA,NA,"Ericales","G.Don",NA,NA,NA,NA,"Brasil: Minas Gerais, Serra de San José, d'El Rey et Ouro Preto.",NA,NA,NA,NA,"NL-L2602792",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 09:00:53-03","NBC","NL-BOTANY","L.2602793","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Damazio L","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602793 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602793",NA,NA,NA,NA,"Ericales","G.Don",NA,NA,NA,NA,"Brasil: Minas Gerais, Serra da Piedade.",NA,NA,NA,NA,"NL-L2602793",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-11-04 11:06:27-03","ESALQ","ESA","107286","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Romão, G.O. ; Dantas, A.P.T.",NA,"Brasil",NA,NA,"Arbusto 0,6-1,5m alt.; copa bastante ramificada; cálice verde, corola branco-esverdeada, cilíndrico-urceolada. Encontrada apenas no topo da serra, entre rochas sobre solo seco. Poucos indivíduos esparsamente situados.","ESA107286","1905","06","29","Magnoliophyta",NA,NA,"Romão, G.O.","2228.0","Minas Gerais","Lavras Novas","Serra de Lavras Novas (Serra do Trovão), ca. 15Km ao sul de Ouro Preto. 1553m.",NA,NA,NA,NA,"ESA107286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:06:27-03","ESALQ","ESA","100077","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Romero, R.",NA,"Brasil",NA,NA,NA,"ESA100077","1998","02","13","Magnoliophyta",NA,NA,"Romão, G.O.","5155.0","Minas Gerais",NA,NA,NA,NA,NA,NA,"ESA100077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:06:27-03","ESALQ","ESA","92142","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Harley, R.M. et al.",NA,"Brasil",NA,NA,NA,"ESA092142","1988","11","08","Magnoliophyta",NA,NA,NA,"26036.0","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,"ESA092142","49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:55:25-03","ESALQ","ESA","140440","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.",NA,"Brasil",NA,NA,"Arbusto ca. 1,5m. Frutos vináceos","ESA140440","2016","12","12",NA,NA,"(Cham. & Schltdl.) G.Don","Santos, P.M.L.A.","75.0","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"34470","auto",NA,"2017","03","11",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:06:27-03","ESALQ","ESA","107288","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Romão, G.O. ; Dantas, A.P.T.",NA,"Brasil",NA,NA,"Arbusto 0,6-1,5m alt.; copa bastante ramificada; frutos castanho-escuros. Encontrada apenas no topo da serra, entre rochas sobre solo seco. Poucos indivíduos esparsamente situados.","ESA107288","1905","06","29","Magnoliophyta",NA,NA,"Romão, G.O.","2230.0","Minas Gerais","Lavras Novas","Serra de Lavras Novas (Serra do Trovão), ca. 15Km ao sul de Ouro Preto. 1553m.",NA,NA,NA,NA,"ESA107288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:06:27-03","ESALQ","ESA","88112","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Paula-Souza, J. ; Souza, V.C.",NA,"Brasil",NA,NA,"Arbusto, ca. 1,5m alt. Flores alvas","ESA088112","2004","07","29","Magnoliophyta",NA,"(Cham. & Schltdl.) G.Don","Romão, G.O.","3797.0","Rio de Janeiro","Maricá","Dunas da praia do Francês","-425.255","-225.739","3","3","ESA088112",NA,NA,NA,"2004","08","02","-425,255","-225,739",NA,NA,NA,NA
"41","2020-11-04 11:06:27-03","ESALQ","ESA","107281","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Romão, G.O. ; Dantas, A.P.T.",NA,"Brasil",NA,NA,"Arbusto 0,6-1,5m alt.; copa bastante ramificada; cálice verde, corola branco-esverdeada, cilíndrico-urceolada. Encontrada apenas no topo da serra, entre rochas sobre solo seco. Poucos indivíduos esparsamente situados.","ESA107281","1905","06","29","Magnoliophyta",NA,NA,"Romão, G.O.","2214.0","Minas Gerais","Lavras Novas","Serra de Lavras Novas (Serra do Trovão), ca. 15Km ao sul de Ouro Preto. 1553m.",NA,NA,NA,NA,"ESA107281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:06:27-03","ESALQ","ESA","107287","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Romão, G.O. ; Dantas, A.P.T.",NA,"Brasil",NA,NA,"Arbusto 0,6-1,5m alt.; copa bastante ramificada; frutos castanho-escuros. Encontrada apenas no topo da serra, entre rochas sobre solo seco. Poucos indivíduos esparsamente situados.","ESA107287","1905","06","29","Magnoliophyta",NA,NA,"Romão, G.O.","2229.0","Minas Gerais","Lavras Novas","Serra de Lavras Novas (Serra do Trovão), ca. 15Km ao sul de Ouro Preto. 1553m.",NA,NA,NA,NA,"ESA107287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:06:27-03","ESALQ","ESA","107282","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Romão, G.O. ; Dantas, A.P.T.",NA,"Brasil",NA,NA,"Arbusto 0,6-1,5m alt.; copa bastante ramificada; cálice verde, corola branco-esverdeada, cilíndrico-urceolada; frutos castanho-escuros. Encontrada apenas no topo da serra, entre rochas sobre solo seco. Poucos indivíduos esparsamente si","ESA107282","1905","06","29","Magnoliophyta",NA,NA,"Romão, G.O.","2215.0","Minas Gerais","Lavras Novas","Serra de Lavras Novas (Serra do Trovão), ca. 15Km ao sul de Ouro Preto. 1553m.",NA,NA,NA,NA,"ESA107282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:06:27-03","ESALQ","ESA","85471","PreservedSpecimen","Plantae","Ericaceae","Agarista","pulchra","Agarista pulchra",NA,"Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.",NA,"Brasil",NA,NA,"Arbusto, até 1,5m alt. Flores vermelhas","ESA085471","2003","11","13","Magnoliophyta",NA,NA,"Romão, G.O.","3683.0","São Paulo","Bom Sucesso de Itararé","36km de Itararé para Bom Sucesso de Itararé. Floresta estacional, descida da serra","-49.09","-24.61","1060","1060","ESA085471",NA,NA,NA,NA,NA,NA,"-49.09","-24.61",NA,NA,NA,NA
