"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","typeStatus","coordinatePrecision","geoFlag","monthIdentified","class","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","378191","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","G. T. Prance","T. S. dos Santos","1695","1971","05","24","South America","Brazil","Bahia","Camacan","BR 101 ao rio Pardo","-39.49","-15.41","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378191","NY00378191_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:36:51-03","EAO","IAN","137271","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Prance, GT","Belém, RP; Pinheiro, RS","3310","1967","02","08","Southern America","Brasil","Bahia","Santa Cruz Cabrália",NA,"-39.0247001647949","-16.2780990600586",NA,"Árvore de 15m x 30cm de diam., flores brancas, estames roxos.","IAN137271",NA,NA,NA,"1974","isoparatipo","49584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2013-07-03 10:40:33-03","EBDA","BAH","4417","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","L.A. Mattos Silva & T.S. Santos","L.A. Mattos Silva","1668","1983","03","08",NA,"Brasil","Bahia","Ilhéus","Herbário Centro de Pesquisas do Cacau (CEPEC).","-39.0494","-14.7889",NA,"Árvore, 10 m X 30 cm. Flôres com cálices verdes, pétalas brancas e estames roxos. Perfumadas.",NA,NA,NA,NA,"1983",NA,"61245","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:45:29-03","NBC","NL-BOTANY","U.1206644","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance",NA,"Harley RM; et al.",NA,"1977","01","25","Southern America","Brazil",NA,NA,"ESTADO DA BAHIA, COASTAL ZONE. 5 km North of Comandatuba, SE of Una. High resting forest by sea.","-39.016667","-15.316667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1206644 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1206644","NL-U1206644",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-39.016667","-15.316667",NA,NA,NA,NA,NA
"15","2020-02-08 09:45:29-03","NBC","NL-BOTANY","U.1206645","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance",NA,"Maas PJM; Maas-van de Kamer H; Mattos Silva LA",NA,"1987","11","26","Southern America","Brazil",NA,NA,"Bahia: Mun. de Santa Cruz Cabrália, 'Estação Ecologica do Pau-Brasil', ca. 16 km W of Porto Seguro. Secondary vegetation. In shade.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1206645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1206645","NL-U1206645",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-09-11 10:58:28-03","IPA","IPA","74475","S","Plantae","Plantae",NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Guedes, M.L.S.","Monteiro, M.T.","23674","1972","05","19","Southern America","Brasil","Bahia","Prado","Fazenda Alcoprado","-39.2207984924316","-17.341100692749",NA,"Flôres alvas com estames de côr rósea e perfumedas","IPA0074475",NA,NA,NA,"2020",NA,"53161","auto","07",NA,NA,NA,"15",NA,NA,NA,NA
"17","2019-02-15 11:36:20-02","IPA","IPA","44126","S","Plantae","Plantae",NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Prance, G.T.","Harley, R.M.; et al.; et al.","18256","1977","01","25","Southern America","Brasil","Bahia",NA,"coastal zone, 5km North of Comandatuba, SE of Una.","-39.016667","-15.316667",NA,"Tree to 15m with trunk 15cm diâmetro. Leaves coriaceous, mid-green, paler beneath with dark venation. Petals white, sepals pale green. Stamens white in lower half, purple above, with dark anthers.; High restinga forest by sea. Sea lev","IPA0044126",NA,NA,NA,"1978",NA,NA,NA,"09",NA,"-39.016667","-15.316667",NA,NA,NA,NA,NA
"18","2021-03-24 17:08:53-03","UFES","SAMES","1433","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Siqueira,G.","Costa,M.B.","29","2013","02","11",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica Córrego Grande. Mata de Tabuleiro.","-39.7322006225586","-18.5932998657227",NA,"Árvore 8m.","SAMES01433",NA,NA,NA,NA,NA,"41644","auto",NA,NA,"-398050000.0","-182625000.0",NA,NA,NA,NA,NA
"19","2021-03-24 17:08:53-03","UFES","SAMES","1435","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Ribeiro,M.;Siqueira,G.","Silva,W.B.; Ribeiro,M.","26","2012","02","02",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Mata Alta sobre Tabuleiro, km quatro da estrada interna.","-39.7322006225586","-18.5932998657227",NA,"Árvore com 7 m de alt., raqui vermelha.","SAMES01435",NA,NA,NA,NA,NA,"41644","auto",NA,NA,"-398050000.0","-182625000.0",NA,NA,NA,NA,NA
"20","2021-03-24 17:08:53-03","UFES","SAMES","1434","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Menezes,L.F.T.","Pereira,O.J.; Menezes,L.F.T.;Martins,R.F.A.;Giaretta,A.O.","7486","2007","03","29",NA,"Brasil","Espírito Santo","Linhares","Degredo. Vegetação de restinga. Mata de cordão arenosos não inundável. Sítio do Chiquinho, Fazenda Ralph.","-40.0722007751465","-19.3910999298096",NA,"Flor esverdeado, planta de 2,5m.","SAMES01434",NA,NA,NA,"2009",NA,"48094","auto","09",NA,NA,NA,"02",NA,NA,NA,NA
"21","2021-04-07 11:42:14-03","UFMS","CGMS","43882","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","G.S. Siqueira","M.G. Caxambu","4533","2013","02","02",NA,"Brasil","Espírito Santo","Sooretama","Reserva Natural da Vale (RNV).","-40.0591667","-19.1461111",NA,"Fruto ausente. Fruto ausente. Flores com filetes de base alva e ápice rosa.","CGMS1073848",NA,"57","57","2013",NA,NA,NA,"02",NA,"-40,0591667","-19,1461111","04",NA,NA,NA,NA
"22","2021-03-01 16:27:58-03","UNICAMP","UEC","39749","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Prance, GT","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","18256","1977","01","25",NA,"Brazil","Bahia",NA,"Coastal Zone. 5Km North of Comandatuba, SE of Una. High restinga forest by sea. Sea level.","-39.016667","-15.316667",NA,"Tree to 15m with trunk 15cm diam. Leaves coriaceous, mid-green, paler beneath, with dark venation. Petals white, sepals pale green. Stamens white in lower half, purple above, with dark anthers.","UEC059808","UEC059808",NA,NA,"1978",NA,NA,NA,"09",NA,"-39.016667","-15.316667",NA,NA,NA,NA,NA
"23","2020-04-22 16:18:30-03","UFPB","JPB","29839","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Gomes-Silva, F","Carvalho, AM de; Thomas, WW; Barbosa, MR; Rodal, MJN; Lyra Lemos, RP de; Sant'Ana, SC; et al.","7128","2002","03","16","Southern America","Brasil","Alagoas","Murici","Bananeiras","-35.888333","-9.229722",NA,"; HABITAT: Mata Higrófila.; DESC: Árvore ca. 7 m alt. Flores com estames arroxeados no ápice.",NA,NA,"572","572","2017",NA,NA,NA,NA,NA,"-35.888333","-9.229722",NA,NA,NA,NA,NA
"24","2020-04-27 16:09:15-03","UFES","VIES","33236","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Asprino, R.","Neves, J.N.","152","1995","05","10",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,"VIES033236","VIES033236",NA,NA,"2015",NA,"37987","auto","06",NA,NA,NA,"12",NA,NA,NA,NA
"25","2019-06-27 10:24:32-03","UFES","VIES","29824","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Siqueira, G.","Costa, M.B.","29","2013","02","11",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica Córrego Grande.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES029824",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-04-27 16:09:15-03","UFES","VIES","28692","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Ribeiro, M.; Siqueira, G.","Silva, W.B.; Ribeiro, M.","26","2012","02","02",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES028692","VIES028692",NA,NA,"2012",NA,"41644","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-04-27 16:09:15-03","UFES","VIES","16341","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Asprino, R.","Pereira, O.J.; Espindula, E.","6729","2001","01","11",NA,"Brasil","Espírito Santo","Domingos Martins","BR 262 sentido MG.","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016341","VIES016341","85","85","2015",NA,"48150","auto","06",NA,NA,NA,"12",NA,NA,NA,NA
"28","2020-04-27 16:09:15-03","UFES","VIES","11971","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Menezes, L.F.T.","Pereira, O.J.; Menezes, L.F.T.; Martins, R.F.A. & Oliveira, A.G.","7486","2007","03","29",NA,"Brasil","Espírito Santo","Linhares","Degredo.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES011971","VIES011971",NA,NA,"2009",NA,"48094","auto","09",NA,NA,NA,"02",NA,NA,NA,NA
"29","2020-04-27 16:09:15-03","UFES","VIES","33353","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Asprino, R.","Oliveira, R.N.","443","1993","03","04",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,"VIES033353","VIES033353",NA,NA,"2015",NA,"37987","auto","06",NA,NA,NA,"12",NA,NA,NA,NA
"30","2020-04-27 16:09:15-03","UFES","VIES","34030","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","R.G. Barbosa-Silva","Moreau, J.S.; Silva, W.M.; Rosa, J.L. & Silva, A.E.","157","2014","01","22",NA,"Brasil","Espírito Santo","Aracruz","FIBRIA S.A.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES034030","VIES034030","33","33","2018",NA,"37987","auto","05",NA,NA,NA,"07",NA,NA,NA,NA
"31","2021-04-05 11:05:57-03","UNESP-IBB","BOTUW","238","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000238",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA
"32","2019-08-16 08:38:57-03","UTFPR","HCF","11661","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","G.S. Siqueira","M.G. Caxambu","4533","2013","02","02",NA,"Brasil","ES","Sooretama","Reserva Natural da Vale - RNV","-40.059222","-19.146222",NA,"árvore ca. 7 m. Flores com filetes de base alva e ápice rosa.",NA,NA,"57","57","2013",NA,NA,NA,"02",NA,"40°03'33,2 W","19°08'46,4 S","04",NA,NA,NA,NA
"33","2020-06-29 09:30:01-03","UFRRJ","RBR","5691","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","G. Prance","D.A. Folli","076/79",NA,NA,NA,NA,"Brasil","Espírito Santo","Linhares","Est. 254, Km- lado da contra-mão. Viv. p/ Escat.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00005691","RBR00005691",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:20:46-03","MBM","MBM","352882","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Queiroz, E.P.","Queiroz, E.P.","2632",NA,NA,NA,"Southern America","Brazil","Bahia","Salvador","Bairro de São Marcos, Jardim Botânico de Salvador - JBSSA","-38.510799407959","-12.9710998535156",NA,"ÁRvore, 10 m. Folhas cartáceas, glabras. Pelo nos ramos terminais, nervura central e margem das folhas. Botôes e sépalas verdes. Pétalas alvas. Estames roxos. Flores perfumadas. Remanescente da Mata Atlântica","MBM352882","MBM352882",NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:20:46-03","MBM","MBM","187206","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Prance, G.T.","Thomas, W.W.; et al.; et al.","10212","1994","01","30","Southern America","Brazil","Bahia","Ilhéus","Fazenda Manquinho","-39.0494003295898","-14.7889003753662",NA,NA,"MBM187206","MBM187206",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:20:46-03","MBM","MBM","230205","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Prance, G.T.","Pirani, J.R.; et al.; et al.","3585","1995","02","22","Southern America","Brazil","Espírito Santo","Itapemirim","Estrada para Marataízes","-40.8339004516602","-21.011100769043",NA,NA,"MBM230205","MBM230205",NA,NA,NA,NA,"28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-15 09:03:27-03","UESC","UESC","14570","S","Plantae","Angiospermae","Florideophycidae","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance",NA,"W.W.Thomas","12008","1999","02","05",NA,"Brasil","Bahia","Porto Seguro",NA,"-37.415","-16.867222",NA,"Southern Bahian wet forest.; Tree, 6m tall;; Supported by the John D. and Catharine T. MacArthur Foundation.","UESC0014570",NA,"50","50",NA,NA,NA,NA,NA,"Dicotyledoneae","37W24'54''","16S52'2''",NA,NA,NA,NA,NA
"38","2015-09-05 06:37:17-03","MNHN","RECOLNAT_MNHN_P","P04735667","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance",NA,"Harley, R.M.",NA,"1977","1","25",NA,"Brasil","Bahia",NA,"5 km North of Comandatuba, SE of Una","-39.01667","-15.31667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04735667' target='other'> <mi>dwc_moreinfo</mi></a>","P04735667","P04735667_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18256",NA,NA,NA
"39","2009-08-22 06:35:00-03","MO","MOBOT","3157348","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance",NA,"Jacques S. Blanchet","Blanchet 1508",NA,NA,NA,"South America","Brazil","Bahia",NA,"M. Manebel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","3296491","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","G.T. Prance","W. Wayt Thomas|A. Carvalho|Jacquelyn A. Kallunki","Thomas 10212","1994","1","30","South America","Brazil","Bahia",NA,"Mun. Ilhéus. 10 km south to Ilhéus (Pontal) on road to Olivenca, then 3 km west, Fazenda Manquinho. Forest with Attalea funifera (piacava). Disturbed restinga forest","-39.08333","-14.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","3383796","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","G.T. Prance","W. Wayt Thomas","Thomas 6024","1988","2","18","South America","Brazil","Bahia",NA,"Mun. Una, 4 km N of Comandatuba, ca. 10 km S of Una. Restinga forest and adjacent open restinga with Curatella americana and Byrsonima sp.","-38.03333","-15.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-10 20:45:07-03","INPA","INPA","105326","segun","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Prance, GT","Folli, DA","76","1979","05","08","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal Linhares - CVRD. Próximo a Estrada 154 Km (?), lado esquerdo da contra-mão, vindo para o escrit.","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0105326",NA,NA,NA,"1981",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-08-31 09:00:56-03","INPA","INPA","95328","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Prance, GT","Folli, DA","76","1979","05","08","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal Linhares - CVRD. Próximo a Estrada 154 Km (?), lado esquerdo da contra-mão, vindo para o escrit.","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0095328","INPA0095328 INPA0095328_e INPA0095328_e1",NA,NA,"1981",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-08-31 09:00:56-03","INPA","INPA","39609","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Prance, GT","Spada, JS","210","1973","02","24","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal Linhares - CVRD. Próximo a Estrada 154 Talhão","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0039609","INPA0039609 INPA0039609_e INPA0039609_e1",NA,NA,"1974",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","6725",NA,"Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Brig. ex Prance","G. T. Prance/1992","W. W. Thomas; et al","8923","1992","01","29",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,"Tree, 10m, leaves subcoriaceous, sepals yellow-green, petals white, filaments white basally becoming purple distally.","MBML006725","MBML006725",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","30065",NA,"Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","R.Asprino/10-06-2015","V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3829","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889",NA,"Abusto 4m botões florais, flores lilás. Borda de mata.","MBML030065","MBML030065","300","300",NA,NA,NA,NA,NA,NA,"40W24'59","19S14'56",NA,NA,NA,NA,NA
