"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","locality","yearIdentified","county","monthIdentified","class","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","fieldNumber","minimumElevationInMeters","individualCount"
"11","2021-03-30 12:49:34-03","EAO","IAN","152688","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","Pennington, TD","Marinho, LR","494","1976","06","10","Southern America","Brasil","Amazonas",NA,"Árvore de 5m e 20cm de circunferência.","IAN152688",NA,"Projeto RADAM. Rio Tea; afluente do Rio Negro. Ponto 09. SA-20-VA. Mata de terra firme.","1994",NA,"06",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:44:12-03","EAO","IAN","XILO4376","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","Pennington, TD","Marinho, LR","494","1976","06","10","Southern America","Brasil","Amazonas",NA,"Árvore de 5m e 20cm de circunferência.","IANXILO4376",NA,"Projeto RADAM. Rio Tea; afluente do Rio Negro. Ponto 09. SA-20-VA. Mata de terra firme.","1994",NA,"06",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:44:12-03","EAO","IAN","XILO4397","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","Pennington, TD","Rosa, NA","377","1975","05","18","Southern America","Brasil","Amazonas",NA,"Árvore de 5m e 70cm de circunferência. Leite branco. Frutos ferruginosos.","IANXILO4397",NA,"Rio Negro, próximo a São Felipe.","1994",NA,"06",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:04:34-03","NBC","NL-BOTANY","U.1592887","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D.Penn.",NA,"Berry PE; Rosales J",NA,"1996","11","16","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1592887 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1592887","NL-U1592887","Seasonally flooded banks of black-water Rio Temi, 1-2 km above Yavita. GPS united used.",NA,NA,NA,"Magnoliopsidae","-67.407778","2.916667","-67.407778","2.916667",NA,NA,NA
"15","2020-02-08 09:04:34-03","NBC","NL-BOTANY","U.1593417","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D.Penn.",NA,"Prance GT; Pennington TD; Silva NT",NA,"1965","09","20","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593417 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593417","NL-U1593417","Brazilian amazonia, state of para,; rios pacaja amd muirapiranga. Km. 0 - 1.5. Line S.W. of Ilha de breu. Forest on terra firme.",NA,NA,NA,"Magnoliopsidae","-50.733333","-2.691667","-50.733333","-2.691667",NA,NA,NA
"16","2008-05-27 22:02:00-03","MO","MOBOT","1000682","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","P. Berry","Paul E. Berry|Gustavo A. Romero G.|Lois Brako","Berry 6190","1996","3","10","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Riverine forest ca. 1 km west of Budare, on south bank of upper Río Temi 14 km (direct air distance) southwest of Yavita. GPS unit used.",NA,NA,NA,NA,"-67.31666","2.87083",NA,NA,"212","115.00000000","6"
"17","2009-07-02 12:48:00-03","MO","MOBOT","100198199","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.",NA,"Gerardo Aymard","Aymard C. 12647","2006","3","11","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Municipio Río Negro. Parcelas del IVIC, bosques de Yévaro (E. purpurea Benth.) Carretera San Carlos de Río Negro-Solano.",NA,NA,NA,NA,"-67.0333333","1.9166667",NA,NA,NA,"94.00000000","1"
"18","2008-05-27 22:02:00-03","MO","MOBOT","1108832","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.",NA,"Paul E. Berry|Judith Rosales C.","Berry 6352","1996","11","16","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Seasonally flooded banks of black-water Río Temi, 1-2 km above Yavita. GPS unit used.",NA,NA,NA,NA,"-67.40777","2.91666",NA,NA,"228","110.00000000","12"
"19","2008-05-27 22:02:00-03","MO","MOBOT","1110048","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","P.Berry","Paul E. Berry|Judith Rosales C.","Berry 6454","1996","11","20","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Seasonally flooded forest along black-water Río Temi above Laja Inuda and Palmarito.",NA,NA,NA,NA,"-67.4","3.01666",NA,NA,"234","105.00000000","4"
"20","2008-05-27 22:02:00-03","MO","MOBOT","3381035","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","T. D. Pennington","Ricardo de Lemos Fróes","Fróes 454","1941","12","20","South America","Brazil","Amazonas",NA,NA,NA,NA,"Basin of Rio Negro, Mun. São Gabriel, Santa Ana on Rio Icana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-04-21 15:13:00-03","MO","MOBOT","3381139","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","P. Berry, 1/97","Jorge Velazco","Velazco 1742","1991","4",NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,"parte media del río Yatúa y Varia.",NA,"Río Negro",NA,NA,"-66.25","1.55",NA,NA,NA,"110.00000000","1"
"22","2010-01-01 11:58:00-02","MO","MOBOT","3382606","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","T. D. Pennington","Howard L. Clark|Pedro Maquirino","Clark 8025","1981","5","8","South America","Venezuela","Amazonas",NA,NA,NA,NA,"San Carlos de Rio negro, ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare. (average rainfall 3400-3600 mm/year). Rebalse (igapó) forest near Caño Parasi, 19.2 km S of San Carlos.",NA,NA,NA,NA,"-67.05","1.93333",NA,NA,NA,"119.00000000",NA
"23","2015-12-27 05:34:00-02","MO","MOBOT","3454473","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.",NA,"Ghillean T. Prance|T. D. Pennington|Nilo T. Silva","Prance 1384","1965","9","20","South America","Brazil","Pará",NA,NA,NA,NA,"Rios Pacaja and Muirapiranga. Km 0-1.5. Line SE of Ilha de Breu. Forest on terra firme.",NA,NA,NA,NA,"-50.63333","-2.55",NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","406604","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","P. Berry","Paul E. Berry|et al.","Berry 5445","1993","5","21","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Edge of lagoon opposite San Antonio del Sipapo, Río Sipapo. Black-water river system.",NA,NA,NA,NA,"-67.63333","4.55",NA,NA,"146","100.00000000","4"
"25","2020-08-31 08:54:55-03","INPA","INPA","38810","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D.Penn.",NA,"Silva, MF da","1728","1973","05","20","Southern America","Brasil","Amazonas",NA,NA,"INPA0038810","INPA0038810 INPA0038810_e INPA0038810_e1","Tapuruquará, Rio Negro",NA,"Santa Isabel do Rio Negro",NA,NA,"-65.033333","-0.416667","-65.033333","-0.416667",NA,NA,NA
"26","2021-01-10 20:43:18-03","INPA","INPA","61067","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D.Penn.",NA,"Coêlho, LF","574","1976","06","15","Southern America","Brasil","Amazonas",NA,NA,"INPA0061067",NA,"Rio Marié, Rio Marie, afluente do rio Negro.",NA,"São Gabriel da Cachoeira",NA,NA,"-67.08","-0.11","-67.08","-0.11",NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","1877463","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","Pennington, T. D., (K)","Ll. Williams","15158","1942","5","4","South America - Neotropics","Venezuela","Amazonas",NA,NA,"US00838101",NA,"Tamatama, Río Orinoco",NA,NA,NA,"Dicotyledonae","-65.83","3.15",NA,NA,NA,"121","1"
"28","2020-09-12 05:00:02-03","US","US","3506196","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.","Licata, A.","K. M. Redden, R. Williams, W. A. Díaz, O. León, O. Santaella, D. Garcia & A. Garcia","3359","2005","1","27","South America - Neotropics","Venezuela","Amazonas",NA,NA,"US00917533",NA,"04 - Rio Pasimoni; Base Camp 3 and surrounding river",NA,NA,NA,"Dicotyledonae","-66.5407","1.47661",NA,NA,NA,"84","1"
"29","2020-09-12 05:00:02-03","US","US","3640745","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.",NA,"P. E. Berry & J. Rosales","6352","1996","11","16","South America - Neotropics","Venezuela","Amazonas",NA,NA,"US01122898",NA,"Río Temi, 1-2km above Yavita",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"110","1"
"30","2020-09-12 05:00:02-03","US","US","2900346","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.",NA,"K. Kubitzki, C. E. Calderón & H.-H. Poppendieck","79-160","1979","9","6","South America - Neotropics","Brazil","Amazonas",NA,NA,"US02702150","US02702150_01","Rio Negro, southern bank of river, near mouth of Rio Marié",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"31","2020-09-12 05:00:02-03","US","US","3396358","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubrév.) T.D. Penn.",NA,"G. T. Prance, T. D. Pennington & N. Silva","1384","1965","9","20","South America - Neotropics","Brazil","Pará",NA,NA,"US02702151","US02702151_01","Brazilian Amazonia, Rios Pacaja and Muirapanga, Km 0-1.5. Line S.W. of Ilha de Breu. Forrest on terra firme",NA,NA,NA,"Dicotyledonae","-50.733","-2.692",NA,NA,NA,NA,"1"
"32","2015-04-16 14:20:09-03","F","FMNH-SEEDPLANTS","V0325168F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0325168F","V0325168F_01",NA,NA,NA,NA,"Dicotyledoneae","-52.8731","-10.8339",NA,NA,NA,NA,NA
"33","2018-05-14 17:12:43-03","F","FMNH-SEEDPLANTS","V0325169F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei",NA,"RRC ID Flag","P. Berry","6352",NA,NA,NA,"South America","Venezuela","Amazonas",NA,NA,"V0325169F","V0325169F_01 V0325169F_02",NA,NA,NA,NA,"Dicotyledoneae","-66","3.5",NA,NA,"6352",NA,NA
"34","2015-04-16 14:20:10-03","F","FMNH-SEEDPLANTS","V0325170F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei",NA,NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0325170F","V0325170F_01",NA,NA,NA,NA,"Dicotyledoneae","-65.9119","7.0758",NA,NA,NA,NA,NA
"35","2009-11-26 13:56:33-02","INPA","INPAW","6463","S","Plantae",NA,NA,"Sapotaceae","Pouteria","maguirei","Pouteria maguirei","(Aubr&#233;v.) T.D. Penn.","M. Pires","Co&#234;lho, L.F.","574","1976","07","07",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
