"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","typeStatus","individualCount","class","dayIdentified"
"51","2019-11-21 10:08:29-03","IBt","SP","296675","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Romero, R; Nakajima, JN; Zanini, E; Simão, DG","3054",NA,"Brasil","Minas Gerais","São Roque de Minas","Guarita de Sacramento","-46.3657989501953","-20.2453002929688",NA,NA,"SP016831",NA,"1995","11","18",NA,NA,"Mamede, MCH","2015",NA,NA,"57119","auto","02",NA,NA,NA,NA
"52","2019-11-21 10:08:29-03","IBt","SP","268130","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Meira Neto, JAA","485",NA,"Brasil","São Paulo","Águas de Santa Bárbara",NA,"-49.238899230957","-22.8805999755859",NA,NA,"SP016023",NA,"1989","12","08",NA,NA,"Mamede, MCH","2002",NA,NA,"18363","auto",NA,NA,NA,NA,NA
"53","2019-11-21 10:08:29-03","IBt","SP","318320","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Souza, VC; Souza, JP","9604",NA,"Brasil","São Paulo","Águas de Santa Bárbara","Ca. 11 km da cidade em direção a Lençóis Paulista, próximo à entrada da Reserva do Instituto Florestal","-49.238899230957","-22.8805999755859",NA,NA,"SP016024","SP016024","1995","12","19",NA,NA,"Mamede, MCH","1998",NA,NA,"18363","auto","02",NA,NA,NA,NA
"54","2019-11-21 10:08:29-03","IBt","SP","120196","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Mimura, I","585",NA,"Brasil","São Paulo","São José dos Campos","Ca. 70 m da estrada (rod. Presidente Dutra)","-45.8800010681152","-23.1700000762939",NA,NA,"SP016026","SP016026","1967","11","22",NA,NA,"Mamede, MCH","1998","600","600","39297","auto","02",NA,NA,NA,NA
"55","2019-11-21 10:08:29-03","IBt","SP","12078","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Usteri, A","s.n.",NA,"Brasil","São Paulo","São Paulo","Saúde","-46.6300010681152","-23.5400009155273",NA,NA,"SP016025",NA,"1907","11","17",NA,NA,"Niedenzu, F","1928",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"56","2019-11-21 10:08:29-03","IBt","SP","163071","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Yano, T","7",NA,"Brasil","São Paulo","Sarapuí",NA,"-47.8199996948242","-23.6399993896484",NA,NA,"SP016022",NA,"1977","10","30",NA,NA,"Mamede, MCH","2002",NA,NA,"19457","auto",NA,NA,NA,NA,NA
"57","2019-11-21 10:08:29-03","IBt","SP","163071a","Extra","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Yano, T","7",NA,"Brasil","São Paulo","Sarapuí",NA,"-47.8199996948242","-23.6399993896484",NA,NA,"SP016021",NA,"1977","10","30",NA,NA,"Mamede, MCH","2002",NA,NA,"19457","auto",NA,NA,NA,NA,NA
"58","2015-09-04 07:50:34-03","UM","RECOLNAT_UM_MPU","MPU014097","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","[Salzmann]",NA,NA,"Brésil",NA,NA,"Bahia, in collibus",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu014097' target='other'> <mi>dwc_moreinfo</mi></a>","MPU014097",NA,NA,NA,NA,NA,NA,"daveau",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"59","2015-09-04 02:21:41-03","UM","RECOLNAT_UM_MPU","MPU014095","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","[Salzmann]",NA,NA,"Brésil",NA,NA,"Bahia, in collibus",NA,NA,"hb","voir doubles MPU014097 et MPU014096 <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu014095' target='other'> <mi>dwc_moreinfo</mi></a>","MPU014095",NA,NA,NA,NA,NA,NA,"Daveau",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"60","2018-05-30 11:26:41-03","UM","RECOLNAT_UM_MPU","MPU014096","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","[Salzmann]",NA,NA,"Brésil",NA,NA,"Bahia, in collibus",NA,NA,"hb","voir doubles MPU014097 et MPU014095 <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu014096' target='other'> <mi>dwc_moreinfo</mi></a>","MPU014096",NA,NA,NA,NA,NA,NA,"Daveau",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"61","2014-09-23 10:58:32-03","G","G","G00352805","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A. Juss.","Salzmann, P.",NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00352805",NA,NA,NA,NA,"-53.08972222","-10.77305556","Anderson, W. R.","1993",NA,NA,NA,NA,"01","ISOTYPUS of Byrsonima salzmanniana A. Juss.",NA,NA,"01"
