"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","relatedCatalogItem"
"11","2021-03-01 16:32:18-03","UNICAMP","UEC","166974","S","Plantae","Magnoliopsida",NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Barbosa, TDM","Stefani, EJF; Belinello, R; Galvão, JC","271","2011","06","30",NA,"Brazil","São Paulo","Paraibuna","Parque estadual Serra do Mar.","-45.545833","-23.609722","800","900",NA,"Árvore com 22m.; Mata Atlântica.","UEC005584","UEC005584",NA,NA,NA,"2011","10",NA,"-45.545833","-23.609722",NA,NA,NA
"12","2021-03-01 16:32:18-03","UNICAMP","UEC","130188","S","Plantae","Magnoliopsida",NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, JB","Arzolla, FARDP","168","2000","06","12",NA,"Brazil","São Paulo","Mairiporã","Parque estadual da Cantareira, região de águas Claras.","-46.5800018310547","-23.3099994659424",NA,NA,NA,"Árvore 28m altura, frutos imaturos.","UEC005581","UEC005581",NA,"15840","auto","2000","07","17",NA,NA,NA,NA,NA
"13","2021-03-01 16:32:18-03","UNICAMP","UEC","130164","S","Plantae","Magnoliopsida",NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, JB","Arzolla, FARDP","208","2000","12","07",NA,"Brazil","São Paulo","Mairiporã","Parque estadual da Cantareira, região de águas Claras.","-46.5800018310547","-23.3099994659424",NA,NA,NA,"Árvore 23m altura, flores amarelas.","UEC005582","UEC005582",NA,"15840","auto","2000","12","13",NA,NA,NA,NA,NA
"14","2021-03-01 16:32:18-03","UNICAMP","UEC","150829","S","Plantae","Magnoliopsida",NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, JB","Souza, FM; Sousa, RC; Souza, D; Oliveira, AN","1076","2008","02","26",NA,"Brazil","São Paulo","São Paulo","Parque estadual do Jaraguá, trilha do Mauro. SAD69, 23K. UTM x 318722, UTM y 7404954.","-46.6300010681152","-23.5400009155273","898","898",NA,"Árvore, 16m. Botões amarelos.","UEC005579","UEC005579",NA,"53584","auto","2008","05","06",NA,NA,NA,NA,NA
"15","2019-08-16 08:39:40-03","UTFPR","HCF","21120","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meins.) Kosterm.","M.L. Brotto","M.L. Brotto","2258","2016","03","03",NA,"Brasil","PR","Adrianópolis","Parque Estadual das Lauráceas","-48.7075","-24.851389","923","923",NA,"árvore com 25 m de altura; flores amarelas e frutos imaturos verdes do ano anterior.",NA,NA,NA,NA,NA,"2016","03","30","48°42'27 W","24°51'05 S",NA,NA,NA
"16","2019-08-16 08:39:40-03","UTFPR","HCF","21766","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meins.) Kosterm.","M.L. Brotto","M.L. Brotto","1868","2015","01","21",NA,"Brasil","PR","Adrianópolis","Parque Estadual das Lauráceas","-48.696944","-24.852778","896","896",NA,"árvore de 15 m de altura, botões, flores amareladas e flores secas (passadas).",NA,NA,NA,NA,NA,"2015","01","27","48°41'49 W","24°51'10 S",NA,NA,NA
"17","2020-06-29 09:30:35-03","UFRRJ","RBR","25961","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.",NA,"H.C. Rodrigues","s.n.","1994","06","25",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 4. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00025961","RBR00025961",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 09:30:35-03","UFRRJ","RBR","25964","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.",NA,"H.C. Rodrigues","s.n.","1994","08","13",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 6. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00025964","RBR00025964",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 09:30:35-03","UFRRJ","RBR","44017","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","L.L.F. Abrahão","T.P.P. Alverga",NA,"2013","09","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","PNM Prainha. F23/N33.","-43.506389","-23.038611",NA,NA,NA,NA,"RBR00044017",NA,NA,NA,NA,NA,NA,NA,"43º30'23''W","23º2'19''S",NA,NA,NA
"20","2020-06-29 09:30:35-03","UFRRJ","RBR","44018","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","L.L.F. Abrahão","T.P.P. Alverga",NA,"2013","09","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","PNM Prainha. F23/N34.","-43.506389","-23.038611",NA,NA,NA,NA,"RBR00044018",NA,NA,NA,NA,NA,NA,NA,"43º30'23''W","23º2'19''S",NA,NA,NA
"21","2020-06-29 09:30:35-03","UFRRJ","RBR","25962","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.",NA,"H.C. Rodrigues","s.n.","1994","07","16",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 5. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00025962","RBR00025962",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 09:30:35-03","UFRRJ","RBR","25963","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.",NA,"H.C. Rodrigues","s.n.","1994","08","03",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 9. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00025963","RBR00025963",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2013-04-01 09:15:21-03","IPT","BCTW","19749","S","Plantae","Magnoliophyta",NA,NA,"Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Instituto Plantarum","Lorenzi, H.","45",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"24","2020-12-21 16:30:44-03","MBM","MBM","150925","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, J.B.","Baitello, J.B.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,"MBM150925","MBM150925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:30:44-03","MBM","MBM","156161","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, J.B.","Baitello, J.B.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,"MBM156161","MBM156161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:30:44-03","MBM","MBM","395013","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.; Prado, S.; Prado, S.","1868","2015","01","21","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.696972","-24.852722","896","896",NA,"Árvore de 15m de altura; botões, flores amareladas e flores secas (passadas).; Floresta Ombrófila Densa Montana.","MBM395013","MBM395013",NA,NA,NA,"2015","01","27","-48.696972","-24.852722",NA,NA,NA
"27","2020-12-21 16:30:44-03","MBM","MBM","395145","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","1873","2015","02","06","Southern America","Brazil","Paraná","Tunas do Paraná","estrada para o Parque Estadual das Lauráceas","-48.771389","-24.894167","1000","1000",NA,"Árvore de 17m de altura; flores secas (passadas).; Floresta Ombrófila Densa Montana.","MBM395145","MBM395145",NA,NA,NA,"2015","02","09","-48.771389","-24.894167",NA,NA,NA
"28","2020-12-21 16:30:44-03","MBM","MBM","397808","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.","1949","2015","06","15","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.710058","-24.853947","893","893",NA,"Árvore de 32m de altura; flores passadas (secas) e frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM397808","MBM397808",NA,NA,NA,"2015","07","08","-48.710058","-24.853947",NA,NA,NA
"29","2020-12-21 16:30:44-03","MBM","MBM","402512","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.; Lozano, E.D.; Lozano, E.D.","2258","2016","03","03","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.707539","-24.851508","923","923",NA,"Árvore com 25m de altura; flores amarelas e frutos imaturos verdes do ano anterior.; Floresta Ombrófila Densa Montana.","MBM402512","MBM402512",NA,NA,NA,"2016","03","30","-48.707539","-24.851508",NA,NA,NA
"30","2020-12-21 16:30:44-03","MBM","MBM","406759","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Silva, J.M.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.","9441","2016","09","28","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.718056","-24.859722","902","902",NA,"Árvore com 30 m de altura; flores de cor creme.; Floresta Ombrófila Densa Montana.","MBM406759","MBM406759",NA,NA,NA,"2016","11","22","-48.718056","-24.859722",NA,NA,NA
"31","2020-12-21 16:30:44-03","MBM","MBM","407210","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Moraes, P.L.R.","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","5412","2016","10","10","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.71","-24.853889","900","900",NA,"Árvore 32 m, frutos jovens.; Floresta Ombrófila Densa Montana.","MBM407210","MBM407210",NA,NA,NA,"2016","10","10","-48.71","-24.853889",NA,NA,NA
"32","2020-12-21 16:30:44-03","MBM","MBM","407220","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Moraes, P.L.R.","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","5397","2016","10","10","Southern America","Brazil","Paraná","Tunas do Paraná","Estrada Pacas ao Parque Estadual das Lauráceas","-48.771944","-24.895","990","990",NA,"Árvore 18 m, início de frutificação.; Floresta Ombrófila Densa Montana.","MBM407220","MBM407220",NA,NA,NA,"2016","10","10","-48.771944","-24.895",NA,NA,NA
"33","2020-12-21 16:30:44-03","MBM","MBM","408368","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2440","2017","03","22","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.710556","-24.853889","900","900",NA,"Árvore com 36 m de altura; flores amareladas e outras passadas.; Floresta Ombrófila Densa Montana.","MBM408368","MBM408368",NA,NA,NA,"2017","03","27","-48.710556","-24.853889",NA,NA,NA
"34","2020-12-21 16:30:44-03","MBM","MBM","415257","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.","2604","2018","04","05","Southern America","Brazil","Paraná","Tunas do Paraná","Estrada de Pacas ao Parque Estadual das Lauráceas","-48.771944","-24.895","995","995",NA,"Árvore com 18 m de altura; fruto verde.; Floresta Ombrófila Densa Montana.","MBM415257",NA,NA,NA,NA,"2018","11","08","-48.771944","-24.895",NA,NA,NA
"35","2020-12-21 16:30:44-03","MBM","MBM","425081","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.; Marinero, F.; Völtz, R.R.; Marinero, F.; Völtz, R.R.","3764","2019","10","10","Southern America","Brazil","Paraná","Guaraqueçaba","morro próximo à cidade","-48.311944","-25.28","240","240",NA,"Árvore com 19 m de altura; frutos imaturos no início do desenvolvimento.; Floresta Ombrófila Densa Submontana.","MBM425081",NA,NA,NA,NA,"2019","11","05","-48.311944","-25.28",NA,NA,NA
"36","2020-12-21 16:30:44-03","MBM","MBM","156475","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Moraes, P.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","58466",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Rodovia Cerro Azul - Adrianópolis, próximo a descida para Ribeirão do Rocha","-49.261100769043","-24.823600769043",NA,NA,NA,"Árvore 8m, flor creme. Mata pluvial","MBM156475","MBM156475",NA,"32006","auto","2009","05","04",NA,NA,NA,NA,NA
"37","2020-12-21 16:30:44-03","MBM","MBM","2545","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Werff, H. van der","Hatschbach, G.","16310",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM002545","MBM002545",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:30:44-03","MBM","MBM","262575","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, J.B.","Arzolla, FARDP","168","2000","05","17","Southern America","Brazil","São Paulo","Mairiporã","Parque Estadual da Cantareira","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,"MBM262575","MBM262575",NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:30:44-03","MBM","MBM","288161","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, J.B.","Arzolla, FARDP","208","2000","12","07","Southern America","Brazil","São Paulo","Mairiporã","Parque Estadual da Cantareira, Região de Águas Claras","-46.5800018310547","-23.3099994659424",NA,NA,NA,"Árvore 23m altura, flores amarelas.","MBM288161",NA,NA,"15840","auto","2000","12","13",NA,NA,NA,NA,NA
"40","2019-08-15 09:03:44-03","UESC","UESC","11318","S","Plantae","Angiospermae","Florideophycidae","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Miessn.) Kosterm.",NA,"Amorim, A.M.","6349","2006","09","24",NA,"Brasil","Bahia","Arataca",NA,"-39.341667","-15.173611","1000","1000",NA,"Árvore ca. de 12m de altura.; Folhas em silica-gel.","UESC0011318",NA,NA,NA,NA,NA,NA,NA,"39W20'30''","15S10'25''","Dicotyledoneae",NA,NA
"41","2015-04-24 14:11:00-03","MO","MOBOT","1376352","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","H. van der Werff (MO)","Ludwig Riedel","Riedel 1585","1833","10",NA,"South America","Brazil","São Paulo",NA,"Near Lorena.",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2009-07-09 17:05:00-03","MO","MOBOT","1589995","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Sachiko Nishida","Gert G. Hatschbach","Hatschbach 16310","1967","4","13","South America","Brazil","Paraná",NA,"Serrinha (mun. Guaraquecaba).",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-12-05 05:22:00-02","MO","MOBOT","1589997","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","H. van der Werff (MO)","Gert G. Hatschbach|O.S. Ribas","Hatschbach 58466","1992","12","17","South America","Brazil","Paraná",NA,"Rod. Cerro Azul a Adrianópolis, próximo a descida para Ribeirão do Rocha (Mun. Cerro Azul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-07-09 17:05:00-03","MO","MOBOT","1589998","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Sachiko Nishida","Gert G. Hatschbach","Hatschbach 2455","1951","8","21","South America","Brazil","Paraná",NA,"Rio Cachoeirinha (mun. Paranaguá).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1590000","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","B. Coe Teixeira","Toledo","Toledo 3161","1950","3","15","South America","Brazil","São Paulo",NA,"São Paulo, nativa no Jardim Botânico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-10 04:40:00-03","MO","MOBOT","3359051","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","P.L.R. de Moraes","Pedro L. R. de Moraes","Moraes 2232","2000","9","5","South America","Brazil",NA,NA,"Parque Estadual da Cantareira, São Paulo, Núcleo Pedra Grande.","-46.63722","-23.43916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-06-15 15:30:49-03","UNESP-RC","HRCB","25477","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Alves, F.M.","Shepherd, G.J.","95","1995","04","07",NA,"Brasil","São Paulo","Queluz","Ca. 9km ao norte de Queluz","-44.781667","-22.455556",NA,NA,NA,"Liana, frutos verde acastanhados.",NA,NA,NA,NA,NA,"2009","09","18","44º46'54W","22º27'20S",NA,NA,NA
"48","2020-06-15 15:30:49-03","UNESP-RC","HRCB","39386","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Moraes, P.L.R. de","Moraes, P.L.R. de","2232","2000","09","05",NA,"Brasil","São Paulo",NA,"Parque Estadual da Cantareira","-46.637167","-23.439194",NA,NA,NA,"Árvore 25m, PAP 218cm, início de frutificação.",NA,NA,NA,NA,NA,NA,NA,NA,"46º38'13.8W","23º26'21,1S",NA,NA,NA
