"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","stateProvince","phylum","order","scientificNameAuthorship","identifiedBy","locality","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","class","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","649284","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","G. G. Hatschbach","21136","1969","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649284",NA,"Paraná","Magnoliophyta","Ranunculales","A.St.-Hil.","A. Lourteig","Km 127","Laranjeiras do Sul","-52.4158","-25.4081",NA,NA,"NY00649284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","649279","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","G. G. Hatschbach","26421","1971","02","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649279",NA,"Paraná","Magnoliophyta","Ranunculales","A.St.-Hil.","A. Lourteig","Estr. Marmeleiro-Campo Ere","Marmeleiro","-53.0258","-26.1494",NA,NA,"NY00649279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00859422","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","W. R. Anderson","9622","1973","05","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859422",NA,"Goiás","Magnoliophyta","Ranunculales","A.St.-Hil.","J. A. Kallunki","Serra do Caiapó. Ca. 12 km (straight line) S of Caiapônia.","Caiapônia","-51.8102989196777","-16.9566993713379","840","840","NY00859422_01","77016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","649278","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","A. Dunaiski Jr.","227","1992","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649278",NA,"Paraná","Magnoliophyta","Ranunculales","A.St.-Hil.","O. A. Guimarães","Passo Amarelo","Mandirituba","-50.83","-25.225",NA,NA,"NY00649278_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:20:47-03","UFRJ","RFA","9832","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","G.G. Hatschbach","21136","1969","02","12",NA,"Brasil",NA,NA,"Trepadeira, flôr creme","RFA28508",NA,"Paraná",NA,NA,"A.St.-Hil.","A. Lourteig","Km 127","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,"28404","auto","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:47-03","UFRJ","RFA","11717","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","G.G. Hatschbach","26421","1971","02","21",NA,"Brasil",NA,NA,"Volúvel","RFA11266",NA,"Paraná",NA,NA,"A.St.-Hil.","A. Lourteig","Estr. Marmeleiro - Campo Erê","Marmeleiro","-53.0261001586914","-26.1494007110596",NA,NA,NA,"27396","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:20:47-03","UFRJ","RFA","19903","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","G.G. Hatschbach","40189","1977","09","22",NA,"Brasil",NA,NA,"Trepadeira, flôres cremes.","RFA16702",NA,"Paraná",NA,NA,"A.St.-Hil.","A. Lourteig","Piraí","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:47:24-03","EAO","IAN","126659","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Bartlett, HH","20492","1943","06","19","Southern America","Argentina",NA,NA,NA,"IAN126659",NA,"San Juan","Dicotiledônea",NA,"Spruce",NA,"Chimbas (near dam, rio San Juan).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:47:24-03","EAO","IAN","53317","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Huidobro, AMR","3049","1946","10","26","Southern America","Argentina",NA,NA,"Flor branca.","IAN053317",NA,"Santiago Del Estero","Dicotiledônea",NA,"Spruce","Lourteig, A","Capital. Mal Paso.",NA,NA,NA,NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:47:24-03","EAO","IAN","59132","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Villafañe, M","108","1946","12","19","Southern America","Argentina",NA,NA,NA,"IAN059132",NA,"Cordoba","Dicotiledônea",NA,"Spruce","Lourteig, A","Deam Tunes.","Ischilin",NA,NA,NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:47:24-03","EAO","IAN","59132","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Villafañe, M","108","1946","12","19","Southern America","Argentina",NA,NA,NA,"IAN059132",NA,"Cordoba","Dicotiledônea",NA,"Spruce","Lourteig, A","Deam Tunes.","Ischilin",NA,NA,NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:47:24-03","EAO","IAN","60684","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Schulz, CL","966","1944","12","13","Southern America","Argentina",NA,NA,"Flores blancas.","IAN060684",NA,"Gob. Chaco","Dicotiledônea",NA,"Spruce","Lourteig, A","Campo del Ciclo. Capderila.",NA,NA,NA,NA,NA,"IAN060684 IAN060684_e IAN060684_f",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:47:24-03","EAO","IAN","60817","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Morel, J","5576","1948","05","18","Southern America","Argentina",NA,NA,NA,"IAN060817",NA,"Gob Formosa","Dicotiledônea",NA,"Spruce","Lourteig, A","Ruta 86 al km 59.",NA,NA,NA,NA,NA,"IAN060817 IAN060817_e IAN060817_f",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:47:24-03","EAO","IAN","60818","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Luna, MI","36","1947","01","05","Southern America","Argentina",NA,NA,"Flor branca.","IAN060818",NA,"Santiago Del Estero","Dicotiledônea",NA,"Spruce","Lourteig, A","Pellegrini El Tigre.",NA,NA,NA,NA,NA,"IAN060818 IAN060818_e IAN060818_f",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:47:24-03","EAO","IAN","60833","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Rodolfo, M","293","1946","11","07","Southern America","Argentina",NA,NA,NA,"IAN060833",NA,"Santiago Del Estero","Dicotiledônea",NA,"Spruce","Lourteig, A","Rio Albigasta 2km S. Frias.","Choya",NA,NA,NA,NA,"IAN060833 IAN060833_e IAN060833_f",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:47:24-03","EAO","IAN","60837","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Schulz, CL","831","1945","12","29","Southern America","Argentina",NA,NA,NA,"IAN060837",NA,"Gob. Chaco","Dicotiledônea",NA,"Spruce","Lourteig, A","Tapenagá. Enrique Urien.",NA,NA,NA,NA,NA,"IAN060837 IAN060837_e IAN060837_f",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:47:24-03","EAO","IAN","60841","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Terribile, M","150","1946","10","04","Southern America","Argentina",NA,NA,NA,"IAN060841",NA,"Tucuman","Dicotiledônea",NA,"Spruce","Lourteig, A","Capital. Banda del Rio Sali.",NA,NA,NA,NA,NA,"IAN060841 IAN060841_e IAN060841_f",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:47:24-03","EAO","IAN","60877","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Terribile, M","309","1946","10","28","Southern America","Argentina",NA,NA,NA,"IAN060877",NA,"Tucuman","Dicotiledônea",NA,"Spruce","Lourteig, A","Leles. Esquina.",NA,NA,NA,NA,NA,"IAN060877 IAN060877_e IAN060877_f",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:47:24-03","EAO","IAN","60896","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Morel, J","4838","1948","02","21","Southern America","Argentina",NA,NA,NA,"IAN060896",NA,"Gob Formosa","Dicotiledônea",NA,"Spruce","Lourteig, A","Ruta 86 al km 59.",NA,NA,NA,NA,NA,"IAN060896 IAN060896_e IAN060896_f",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:47:24-03","EAO","IAN","67672","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Bunatovich, AB","868","1947","01","17","Southern America","Argentina",NA,NA,NA,"IAN067672",NA,"Gob. Chaco","Dicotiledônea",NA,"Spruce","Lourteig, A","Fobas. Las Sarcitas (Rio Negro).",NA,NA,NA,NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-26 18:09:32-03","CPAN-UFMS","COR","406","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","Paula, J. E.; Conceição, C. A.","1566","1982","07","28",NA,"Brasil",NA,NA,"Trepadeira ou prostrada; folha membranácea; 'glomérulo' e 'cabeleira' Habito: Trepadeira",NA,NA,"Mato Grosso do Sul",NA,NA,"A.St.-Hil.",NA,"Rio Paraguai; margem de um córrego","Corumbá","-57.633889","-18.9975","89","89",NA,NA,NA,NA,"57º38'2''W","18º59'51''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-26 18:09:32-03","CPAN-UFMS","COR","15578","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","Oliveira, P. P.; Diamante, M.; Mendes, E. S.; Campos, M. E. C.",NA,"2012","06","28",NA,"Brasil",NA,NA,"flor com extensões, muitas abelhas Apis mellifera; Com Flor: branca",NA,NA,"Mato Grosso do Sul",NA,NA,"A.St.-Hil.",NA,"beira de estrada. área inundável; ;.","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-26 18:09:32-03","CPAN-UFMS","COR","10319","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","Silva, J. M.; Soares, A. & Maschio, W.","2968","1999","06","15",NA,"Brasil",NA,NA,"Flor alva",NA,NA,"Paraná",NA,NA,"A.St.-Hil.","Smith, S. F.","Fazenda Deni Schwartz; orla da Floresta","Capitão Leônidas Marques","-53.614200592041","-25.4792003631592","1300","1300",NA,"14258","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-26 18:09:32-03","CPAN-UFMS","COR","6092","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","J.M.Silva.; A.Soares;W.Maschio","2968","1999","06","15",NA,"Brasil",NA,NA,"Com Flor: alva",NA,NA,"Paraná",NA,NA,"A.St.-Hil.","S.F.Smith.","Fazenda Deni Schwartz. orla de floresta; ;.","Capitão Leônidas Marques","-53.614200592041","-25.4792003631592",NA,NA,NA,"14258","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:23:16-03","UFBA","ALCB","60008","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","Silva, JM; Soares, A; Maschio, W","2968","1999","06","15","Southern America","Brasil",NA,NA,"Flores alva.","ALCB021559",NA,"Paraná","Dicotyledon",NA,"A.St.-Hil.","Smith, SF","Fazenda Deni Schwartz","Capitão Leônidas Marques","-53.614200592041","-25.4792003631592",NA,NA,"ALCB021559","14258","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 21:32:56-03","UFBA","ALCB","11375","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii guaranitica","s.col.","PHs/n",NA,NA,NA,"Southern America","Brasil",NA,NA,"venenosa","ALCB015817",NA,NA,"Dicotyledon",NA,"(A. St.-Hil.) A. St.-Hil. & Tul.",NA,"Do sul do Brasil",NA,NA,NA,NA,NA,"ALCB015817",NA,NA,NA,NA,NA,"guaranitica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:22:02-03","NBC","NL-BOTANY","L.4206221","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","Eyerdam WJ; Beetle AA",NA,"1938","09","26","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4206221 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4206221",NA,NA,NA,"Ranunculales","A.St.-Hil.",NA,"Prov. Jujuy, Depto. Capital. About 16km northwest of Jujuy.",NA,NA,NA,NA,NA,"NL-L4206221",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:22:02-03","NBC","NL-BOTANY","U.1533701","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","Nee MH",NA,"1991","07","26","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1533701 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1533701",NA,NA,NA,"Ranunculales","A.St.-Hil.",NA,"Depto. Santa Cruz, Prov. Andres Ibanez, ca. 8 km E of center of Santa Cruz on highway to Cotoca, near Pampa de la Isla.",NA,NA,NA,NA,NA,"NL-U1533701",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:22:02-03","NBC","NL-BOTANY","U.1533796","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","Lindeman JC; Haas JH de",NA,"1967","03","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1533796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1533796",NA,NA,NA,"Ranunculales","A.St.-Hil.",NA,"Est. Parana. Fazenda Reserva, ca. 85 km SW of Guarapuava, in campo near capao Cachambu, N of Rio dos Torres.",NA,NA,NA,NA,NA,"NL-U1533796",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:22:02-03","NBC","NL-BOTANY","U.1533797","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","campestris","Clematis campestris","Lindeman JC; Haas JH de",NA,"1966","10","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1533797 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1533797",NA,NA,NA,"Ranunculales","A.St.-Hil.",NA,"Est. Parana. Open gallery wood on bank of Rio Taquara, 5 km NE of Castrolanda.",NA,NA,NA,NA,NA,"NL-U1533797",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:22:02-03","NBC","NL-BOTANY","AMD.115164","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Herter WG",NA,"1927","11","21","Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.115164 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD115164",NA,NA,NA,"Ranunculales","Spreng.",NA,"Plantae Uruguayenses. Dep. de Paysandu, Paysandu.",NA,NA,NA,NA,NA,"NL-AMD115164",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:22:02-03","NBC","NL-BOTANY","AMD.115165","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Herter WG",NA,"1929","07","15","Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.115165 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD115165",NA,NA,NA,"Ranunculales","Spreng.",NA,"Plantae Uruguayenses. Dep. de Entre Rios. Diamante.",NA,NA,NA,NA,NA,"NL-AMD115165",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:22:02-03","NBC","NL-BOTANY","L.1724497","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Rambo B",NA,"1952","06","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1724497 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1724497",NA,NA,NA,"Ranunculales","Spreng.",NA,"Rio G do Sul, Prai, prope Caxias. *.",NA,NA,NA,NA,NA,"NL-L1724497",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 10:22:02-03","NBC","NL-BOTANY","L.1724498","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Malvarez MR",NA,"1947","02","21","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1724498 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1724498",NA,NA,NA,"Ranunculales","Spreng.",NA,"Gob. Chaco Dep Martines de Hoz. Presidente de la Plaza.",NA,NA,NA,NA,NA,"NL-L1724498",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 10:22:02-03","NBC","NL-BOTANY","L.1724500","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1724500 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1724500",NA,NA,NA,"Ranunculales","Spreng.",NA,NA,NA,NA,NA,NA,NA,"NL-L1724500",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 10:22:02-03","NBC","NL-BOTANY","L.1724501","PreservedSpecimen","Plantae","Ranunculaceae","Clematis","hilarii","Clematis hilarii","Unreadable",NA,"1833","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1724501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1724501",NA,NA,NA,"Ranunculales","Spreng.",NA,NA,NA,NA,NA,NA,NA,"NL-L1724501",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
