"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","930602","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza",NA,NA,NA,NA,"B. Maguire","1963","08","16","Brazil",NA,NA,"Mirante Sobradinho vic. Jockey Club, Brasilia.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006121' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"56202","South America","sheet",NA,"NY00930602","NY00930602_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","930608","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"G. T. Prance","1973","10","19","Brazil","Mato Grosso",NA,"Road behind Veu de Noiva. Chapada dos Guimarães.","-55.832445","-15.40761",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006138' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"19210","South America","sheet",NA,"NY00930608","NY00930608_01","720","720",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01175281","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","D. R. Hunt",NA,NA,NA,"G. T. Prance","1964",NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402848' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"59068","South America","sheet",NA,"NY01175281","NY01175281_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00938293","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza",NA,NA,NA,NA,"H. S. Irwin","1965","11","01","Brazil","Goiás","Cristalina","Serra dos Cristais. 5 km W. of Cristalina","-47.6","-16.79518",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2486436' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"9724","South America","sheet",NA,"NY00938293","NY00938293_01","1175","1175",NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 21:58:00-03","NY","NYBG","930612","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,"A. H. Gentry",NA,NA,NA,"R. Goodland","1967",NA,NA,"Brazil","Minas Gerais",NA,"Triángulo region.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006153' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"869","South America","sheet",NA,"NY00930612","NY00930612_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 21:58:00-03","NY","NYBG","930610","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,"A. H. Gentry",NA,NA,NA,"R. Goodland","1967",NA,NA,"Brazil","Minas Gerais",NA,"Triángulo region.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006149' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"801","South America","sheet",NA,"NY00930610","NY00930610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","930627","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"H. S. Irwin","1970","01","21","Brazil","Goiás","Catalão","Contraforte Central, ca. 25 km N.E. of Catalão","-47.78292","-18.00698",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006496' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"25057","South America","sheet",NA,"NY00930627","NY00930627_01","875","875",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","930622","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"B. Maguire","1963","10","15","Brazil",NA,NA,"Limit Parque do Gama (Distrito Federal) and Goiás","-48.05","-16.03",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006485' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"57081","South America","sheet",NA,"NY00930622","NY00930622_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 21:58:00-03","NY","NYBG","930623","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,NA,NA,NA,NA,"J. A. Ratter","1976","08","27","Brazil","Distrito Federal","Brasília","In the area of the Córrego Cabeça de Veado, c. 9.5 km SSE of Brasília TV Tower","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006489' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R.3495","South America","sheet",NA,"NY00930623","NY00930623_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00748881","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"H. S. Irwin","1970","01","21","Brazil","Goiás","Catalão","Contraforte Central, ca. 25 km N.E. of Catalão","-47.78292","-18.00698",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882615' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"25057","South America","sheet",NA,"NY00748881","NY00748881_01","875","875",NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 18:17:00-03","NY","NYBG","00938292","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,NA,NA,NA,NA,"E. P. Heringer","1978","10","18","Brazil","Distrito Federal","Brasília","Coleta efetuada perto da Escola Fazendária.","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2486435' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"17153","South America","sheet",NA,"NY00938292","NY00938292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 21:58:00-03","NY","NYBG","930629","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,NA,NA,NA,NA,"U. Lôbo de Anhanguera","1967","07","21","Brazil","Distrito Federal","Brasília","Campus Asa Norte-residencial","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006501' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"37","South America","sheet",NA,"NY00930629","NY00930629_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 21:58:00-03","NY","NYBG","930624","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,NA,NA,NA,NA,"J. A. Ratter","1972","09","20","Brazil","Goiás","Padre Bernardo","Region of Fazenda Lagoa Santa, Nr Padre Bernardo, About 140 km N of Brasília.","-48.58","-15.5",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006490' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R.2431","South America","sheet",NA,"NY00930624","NY00930624_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 21:58:00-03","NY","NYBG","930598","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,NA,NA,NA,NA,"E. P. Heringer","1978","10","18","Brazil","Distrito Federal","Brasília","Material coletado perto da Escola Fazendária.","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006074' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"17154","South America","sheet",NA,"NY00930598","NY00930598_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 18:18:00-03","NY","NYBG","402995","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,"A. H. Gentry",NA,NA,NA,"G. M. Magalhaes","1963","09","30","Brazil","Minas Gerais",NA,"Mun.S.Gotardo, entre Ibiá e S.Gotardo.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745329' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"19182","South America","sheet",NA,"NY00402995","NY00402995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","930604","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"H. S. Irwin","1964","10","19","Brazil","Goiás","Caiapônia","Ca. 33 km. S. of Caiapônia on road to Jataí. Serra do Caiapó.","-51.8","-17.15",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006126' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"7083","South America","sheet",NA,"NY00930604","NY00930604_01","800","1000",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","930603","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","M. H. Nee",NA,NA,NA,"S. Tsugaru","1987","11","04","Brazil","Mato Grosso do Sul","Campo Grande","Near Anhanduí, 65 km SSE from Campo Grande, along the Rt. BR-163.","-54.4113","-21.3588",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006125' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"B-2070","South America","sheet",NA,"NY00930603","NY00930603_01","450","450",NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 21:58:00-03","NY","NYBG","930620","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,NA,NA,NA,NA,"J. Ramos","1967","09","09","Brazil","Mato Grosso",NA,"Xavantina","-52.33","-14.73",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006482' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R.673","South America","sheet",NA,"NY00930620","NY00930620_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","930606","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"H. S. Irwin","1965","08","24","Brazil","Distrito Federal","Brasília","Universidade de Brasília, border of lake.","-47.88","-15.7",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006133' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"7866","South America","sheet",NA,"NY00930606","NY00930606_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","930617","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1999","10","21","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1719","-17.7575",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006470' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"69442","South America","sheet",NA,"NY00930617","NY00930617_01","900","1100",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","930616","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"G. G. Hatschbach","1975","09","25","Brazil","Minas Gerais","Frutal","Frutal, arredores","-48.9406","-20.0247",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006160' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"37132","South America","sheet",NA,"NY00930616","NY00930616_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 21:58:00-03","NY","NYBG","930613","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,"E. P. Heringer",NA,NA,NA,"E. P. Heringer","1980","09","25","Brazil","Distrito Federal","Brasília","Torre de Microondas 1- Sul.","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006155' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"17903","South America","sheet",NA,"NY00930613","NY00930613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","930619","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"R. Kral","1988","09","22","Brazil","Mato Grosso","Alto Araguaia","22 kms WNW Alto Araguaia toward Rondonopolis","-53.2153","-17.3147",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006478' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"75018","South America","sheet",NA,"NY00930619","NY00930619_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","930771","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza",NA,NA,NA,NA,"H. S. Irwin","1966","02","20","Brazil","Distrito Federal","Brasília","Ca. 25 km S.W. of Brasília","-48.0816667","-15.94305",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955318' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"13060","South America","sheet",NA,"NY00930771","NY00930771_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 18:18:00-03","NY","NYBG","411720","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,NA,NA,NA,NA,"E. P. Heringer","1965","10","06","Brazil",NA,NA,"Granja do Tamanduá",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745333' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"10604","South America","sheet",NA,"NY00411720","NY00411720_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","402996","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"W. W. Thomas","1987","12","04","Bolivia","Santa Cruz","José Miguel de Velasco","Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado.","-60.72","-13.98",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745330' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"5643","South America","sheet",NA,"NY00402996",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","930621","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza",NA,NA,NA,NA,"R. M. Harley","1968","09","28","Brazil","Mato Grosso",NA,"R 10, c. 12 km S.W. of base camp. Near Lago de Leo.","-51.77","-12.82",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006484' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"10333","South America","sheet",NA,"NY00930621","NY00930621_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 21:58:00-03","NY","NYBG","930609","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,"A. H. Gentry",NA,NA,NA,"B. D. Sucre","1965","10","17","Brazil","Distrito Federal","Brasília","Cerrado atrás da W-3 no caminho para o Setor Industrial, Brasília.","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006145' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"840","South America","sheet",NA,"NY00930609","NY00930609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 21:58:00-03","NY","NYBG","930614","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense",NA,"A. H. Gentry",NA,NA,NA,"T. P. Ramamoorthy","1976","05","15","Brazil","Minas Gerais","Cruzeiro da Fortaleza","Cruzeiro da Fortaleza.","-46.6733","-18.9458",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006157' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"466","South America","sheet",NA,"NY00930614","NY00930614_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01175280","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"M. G. Vieira","1979","10","30","Brazil","Rondônia","Vilhena","A 4 km de Vilhena","-60.17","-12.75",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402846' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"794","South America","sheet",NA,"NY01175280","NY01175280_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","930618","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"R. Kral","1988","09","26","Brazil","Mato Grosso","Chapada dos Guimarães","Along road between Chapada do Guimaraes and Agua Fria","-55.7494","-15.4608",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006473' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"75074","South America","sheet",NA,"NY00930618","NY00930618_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","930628","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza","A. H. Gentry",NA,NA,NA,"H. S. Irwin","1964","10","10","Brazil","Mato Grosso",NA,"Ca. 70 km. N. of Xavantina, on rd. to Garapú.","-52.37","-14.22",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006497' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"6762","South America","sheet",NA,"NY00930628","NY00930628_01","300","400",NA,NA,NA,NA,NA,NA,NA,NA
