"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","order","continentOcean","phylum","individualCount","typeStatus","eventTime"
"11","2020-12-21 16:37:26-03","IAP","PACA-AGP","70384","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","A. Daniel",NA,NA,NA,"Daniel, A.",NA,"1987","09","19","Brasil","RS","Santa Cristina do Pinhal","Faz. Martins, Parobé",NA,NA,NA,NA,NA,NA,"Habitat: mata ripária, margem direita do rio dos Sinos","PACA070384",NA,NA,NA,"Magnoliatae","Myrtales",NA,"Magnoliophyta",NA,NA,NA
"12","2019-08-27 13:31:34-03","IAP","PACA-AGP","52928","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","J. Mattos","1973","01",NA,"Rambo, B.",NA,"1952","12","15","Brasil","RS","Montenegro","Fortaleza","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silva campestre Fenofase: flor nodum evoluto","PACA052928",NA,"21601","auto","Magnoliatae","Myrtales",NA,"Magnoliophyta",NA,NA,NA
"13","2019-08-27 13:31:34-03","IAP","PACA-AGP","97465","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","A. C. Araújo","1999",NA,NA,"Ohlweiler, A. A.","460","1998","06","04","Brasil","RS","Taquara",NA,"-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,"HASU 7868&nf;Material infértil. De aproximadamente 8 m de altura Hábito: árvore","PACA097465",NA,"22252","auto","Magnoliatae","Myrtales",NA,"Magnoliophyta",NA,NA,NA
"14","2019-08-27 13:31:34-03","IAP","PACA-AGP","67526","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","C. D. Legrand","1967",NA,NA,"R. M. Klein","7062","1967","01","16","Brasil","SC","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,"300","300","flor branca, 10 m de alt. Habitat: mata Hábito: árvore","PACA067526",NA,"27000","auto","Magnoliatae","Myrtales",NA,"Magnoliophyta",NA,NA,NA
"15","2021-03-26 10:43:32-03","UDESC","LUSC","9173","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","C. Mondin",NA,NA,NA,"C. Mondin","3740","2017","10","12","Brasil","Santa Catarina","Alfredo Wagner","Rio Adaga.","-49.3335990905762","-27.7003002166748",NA,NA,NA,NA,"Árvore com ca. 4 m de altura, na mata.","LUSC007900","LUSC007900","19935","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-01-17 11:26:43-02","PUCRS","MPUC","14108","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","M. Sobral",NA,NA,NA,NA,NA,"2000","05","19","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Floresta Ombrófila Densa (F: 91)",NA,NA,NA,NA,"Magnoliopsida","Myrtales","South America",NA,"1",NA,NA
"17","2020-10-14 10:03:36-03","FURB","FURB","12472","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","2009","07","17","Verdi, M.; Gasper, A.L. de","2169","2009","05","22","Brasil","Santa Catarina","Orleans","Rio Hipólito - Parque Nacional de São Joaquim.","-49.4994444","-28.2602778","-49.4994444","-28.2602778","646","646","Florística IFFSC 117(Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; Fruto verde;","FURB33907","FURB33907",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-14 10:03:36-03","FURB","FURB","16800","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Oliveira, AA de","2009","12","10","Korte, A.; Kniess, A.","522","2009","10","19","Brasil","Santa Catarina","Ituporanga","Rio do Norte.","-49.5030556","-27.3608333","-49.5030556","-27.3608333","708","708","Florística IFFSC 421 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta;","FURB33906","FURB33906",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-10-14 10:03:36-03","FURB","FURB","17834","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","2010","01","25","Verdi, M.; Tomazi, A.L. & Klemz, G.","3031","2009","11","07","Brasil","Santa Catarina","Nova Veneza","São Bonifácio.","-49.5886111","-28.7080556","-49.5886111","-28.7080556","124","124","Florística IFFSC 39 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; flor branca","FURB33904","FURB33904",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-10-14 10:03:36-03","FURB","FURB","18697","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Oliveira, AA de","2009","12",NA,"Verdi, M.; Klettenberg, D.H. & Klemz, G.","3184","2009","11","23","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","311","311","Florística IFFSC 37 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral branco","FURB33902","FURB33902",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-10-14 10:03:36-03","FURB","FURB","19583","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Oliveira, AA de","2010","01","25","Verdi, M.; Tomazi, A.L. & Klemz, G.","2956","2009","11","05","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento.","-49.59","-28.62","-49.5900000","-28.6200000","479","479","Florística IFFSC 47 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta; flor branca","FURB33903","FURB33903",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-10-14 10:03:36-03","FURB","FURB","20103","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","2010","01","25","Gasper, A.L. de; Dreveck, S. & Brogni, E.","2521","2008","04","07","Brasil","Santa Catarina","Santa Terezinha","Morro do Taió.","-50.04","-26.73","-50.0400000","-26.7300000","765","765","Fito IFFSC 796 /L/34 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB33909","FURB33909",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 10:03:36-03","FURB","FURB","45309","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Oliveira, AA de","2015","01","12","Mayer, M.",NA,"2015","01","12","Brasil","Santa Catarina","Jacinto Machado","Cará.","-49.8591667","-28.9794445","-49.8591667","-28.9794445",NA,NA,"Regeneração IFFSC 15 /O/272","FURB34179","FURB34179",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:03:36-03","FURB","FURB","46543","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Oliveira, AA de","2015","03","10","Oliveira, A.A. de","1295","2015","03","10","Brasil","Santa Catarina","Rio Do Oeste","Santa Luzia / Três Luiz.","-49.8575","-27.0894444","-49.8575000","-27.0894444","401","401","Regeneração IFFSC 570 /O/6 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB33908","FURB33908",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-14 10:03:36-03","FURB","FURB","51554","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","M. Sobral","2017","05","02","Funez, L.A.","5592","2016","10","29","Brasil","Santa Catarina","Rodeio","Centro, propriedade do Sr. Feler.","-49.3788889","-26.9430555","-49.3788889","-26.9430555","118","118","Flores brancas, fruto maduro roxo Habitat: Floresta Habito: Árvore","FURB51554","FURB51554",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-14 10:03:36-03","FURB","FURB","64032","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Kassner-Filho, A.","2019","04","25","Bones, F.L.V.; Kassner-Filho, A.","204","2019","04","25","Brasil","Santa Catarina","Indaial","Encano do Norte.","-49.1969444","-26.8863889","-49.1969444","-26.8863889","42","42","Botões brancos Habitat: Beira do rio Itajaí-açu Habito: Arbusto","FURB64032","FURB64032",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:03:36-03","FURB","FURB","64033","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Kassner-Filho, A.","2019","04","25","Kassner-Filho, A.; Bones, F.L.V.","1070","2019","04","25","Brasil","Santa Catarina","Indaial","Encano do Norte.","-49.1969444","-26.8863889","-49.1969444","-26.8863889","42","42","Botões brancos Habitat: Beira do rio Itajaí-açu Habito: Arbusto","FURB64033","FURB64033",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-10-14 10:03:36-03","FURB","FURB","65127","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Kassner-Filho, A.","2019","10","07","Bones, F.L.V.","209","2019","05","01","Brasil","Santa Catarina","Indaial","Encano Norte. Beira do Rio Itajaí açu.","-49.1969444","-26.8863889","-49.1969444","-26.8863889",NA,NA,"Flor branca Habitat: Beira de rio. Habito: Arbusto","FURB65127","FURB65127",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-14 10:03:36-03","FURB","FURB","1075","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","2001","12","01","Sobral, M.",NA,"2001","12","01","Brasil","Rio Grande do Sul","Dom Pedro de Alcântara","Dom Pedro de Alcântara - RG - BR.","-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"Córtex exfoliante, castanho. Habitat: Floresta Atlântica; Habito: arvoreta; flor branca","FURB02580","FURB02580","7549","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:03:36-03","FURB","FURB","41699","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","1993",NA,NA,"Bresolin, A.","1379","1979","12","19","Brasil","Santa Catarina","Florianópolis","Lagoa do Peri, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"250","250",NA,"FURB33905","FURB33905","27000","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-16 17:54:01-03","UCS","HUCS","18996","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","Legrand","Smith, S.F.","2002","09",NA,"Kegler, A.","1216","2002","01","19","Brasil","Rio Grande do Sul","Caxias do Sul","Forqueta","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","mata primária",NA,NA,"49662","auto",NA,"Myrtales",NA,"Angiospermae",NA,NA,NA
"32","2021-03-16 17:54:01-03","UCS","HUCS","1047","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","Legrand","Legrand, C.D.","1967",NA,NA,"Klein, R.M.","7062","1967","01","16","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,"300","300","árvore 10m; mata",NA,NA,"27000","auto",NA,"Myrtales",NA,"Angiospermae",NA,NA,NA
"33","2014-10-14 15:57:00-03","BS","M","M-0171245","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand",NA,NA,NA,NA,"Klein, R.M.",NA,"1959","12","11","Brasil",NA,NA,"Santa Catarina, Garapuvu, Vista Alegre, Sombrio",NA,NA,NA,NA,NA,NA,NA,"M0171245",NA,NA,NA,"Magnoliopsida","Myrtales",NA,"Magnoliophyta",NA,"PARATYPE","21:00"
"34","2013-04-01 09:18:37-03","IPT","BCTW","19868","S","Plantae",NA,"Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Instituto Plantarum",NA,NA,NA,"Lorenzi, H.","327",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"Magnoliophyta",NA,NA,NA
"35","2020-12-21 16:37:33-03","MBM","MBM","199840","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M.",NA,NA,NA,"Jarenkow, J.A.","2232","1992","12","05","Brazil","Rio Grande do Sul","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"MBM199840","MBM199840","20837","auto",NA,NA,"Southern America",NA,NA,NA,NA
"36","2020-12-21 16:37:33-03","MBM","MBM","401570","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M.","1993",NA,NA,"Bresolin, A.","1379","1979","07","19","Brazil","Santa Catarina","Florianópolis","Lagoa do Peri","-48.5491981506348","-27.596700668335",NA,NA,"250","250","Árvoreta de 8 metros de altura.; Capoeirão-mata.","MBM401570","MBM401570","27000","auto",NA,NA,"Southern America",NA,NA,NA,NA
"37","2020-12-21 16:37:33-03","MBM","MBM","51232","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Legrand, D.",NA,NA,NA,"Klein, R.","5433","1964","07","24","Brazil","Santa Catarina","Rio do Sul","Matador","-49.6431007385254","-27.2141990661621",NA,NA,NA,NA,NA,"MBM051232","MBM051232","15163","auto",NA,NA,"Southern America",NA,NA,NA,NA
"38","2020-12-21 16:37:33-03","MBM","MBM","153609","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M.",NA,NA,NA,"Sobral, M.; et al.; et al.","7565","1993","10",NA,"Brazil","Rio Grande do Sul","Terra de Areia","Terra de Areia","-50.07080078125","-29.5853004455566",NA,NA,NA,NA,NA,"MBM153609","MBM153609","32697","auto",NA,NA,"Southern America",NA,NA,NA,NA
"39","2018-06-22 05:25:00-03","MO","MOBOT","2477690","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 9487",NA,NA,NA,"Brazil","Santa Catarina",NA,"Sin localidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA
"40","2021-01-09 21:48:44-03","UNICENTRO","HUCO","3438","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand.","A.A de Oliveira","2009","12",NA,"M. Verdi, DHKlettenb; G. Klemz","(3184)","2009","11","22","Brasil","Santa Catarina","Morro Grande","Tres Barras","-49.7207984924316","-28.8006000518799",NA,NA,NA,NA,"Floristíca IFFSC 1068, FURB18697.; com flor, botão floral branco.; FOD, arbórea; HABITAT: FOD, arbórea; DESC: com flor, botão floral branco.","HUCO003438",NA,"22172","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-01-09 21:48:44-03","UNICENTRO","HUCO","3440","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand.","A.A de Oliveira","2010","01","25","M.Verdi A.L.Tomazi; G.klemz","(2956)","2009","11","05","Brasil","Santa Catarina","Siderópolis","São Bento","-49.4244003295898","-28.5977993011475",NA,NA,NA,NA,"Floristíca IFFSC 47URB19583; flor cor branca; FOD,arvoreta&nf;; HABITAT: FOD,arvoreta&nf;; DESC: flor cor branca","HUCO003440",NA,"23427","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-06-25 16:06:21-03","FUVATES","HVAT","1066","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","E. Freitas","2014","10","09","D. Marmitt","s.n.","2014","10","02","Brasil","Rio Grande do Sul","Lajeado","Bairro Universitário.","-51.941389","-29.448889","-51º56'29''W","-29º26'56''S",NA,NA,"Caule, folhas e fruto na coloração violácea; Floresta Estacional Decidual.","HVAT00001066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-25 16:06:21-03","FUVATES","HVAT","3795","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","E. Freitas","2013","02","28","F. Lucheta","s.n.","2013","02","21","Brasil","Rio Grande do Sul","Lajeado","Bairro Carneiros, Mata Ciliar do Rio Taquari.","-52.5675","-29.755278","-52º34'3''W","-29º45'19''S",NA,NA,"Arbórea.; Mata Ciliar.","HVAT00003795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-25 16:06:21-03","FUVATES","HVAT","4504","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","E. Freitas","2016","10","15","E. Freitas","1072","2016","10","15","Brasil","Rio Grande do Sul","Nova Petrópolis","Linha Araripe, mato na propriedade da família Immig.","-50.993889","-29.329444","-50º59'38''W","-29º19'46''S",NA,NA,"Arbórea.; Interior de mata.","HVAT00004504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2580301","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand",NA,NA,NA,NA,"R. Reitz & D. Klein","7398","1958","10","18","Brazil","Santa Catarina","Rio do Sul","Matador","-49.6431007385254","-27.2141990661621",NA,NA,"350",NA,NA,"US01902529","US01902529_01 US01902529_02","15163","auto","Dicotyledonae","Myrtales","South America - Neotropics",NA,"1",NA,NA
"46","2020-09-12 05:00:02-03","US","US","2403613","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand",NA,NA,NA,NA,"R. Reitz & D. Klein","9406","1959","12","12","Brazil","Santa Catarina","Sombrio","Garapuvu, Vista Alegre, Sombrio","-49.61669921875","-29.113899230957",NA,NA,"20",NA,NA,"US01902530","US01902530_01 US01902530_02","16515","auto","Dicotyledonae","Myrtales","South America - Neotropics",NA,"1",NA,NA
"47","2020-09-12 05:00:02-03","US","US","2841230","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand",NA,NA,NA,NA,"R. M. Klein","5433","1964","3","24","Brazil","Santa Catarina","Rio do Sul","Matador","-49.6431007385254","-27.2141990661621",NA,NA,"350",NA,NA,"US01902531","US01902531_01 US01902531_02","15163","auto","Dicotyledonae","Myrtales","South America - Neotropics",NA,"1",NA,NA
"48","2021-03-25 13:52:56-03","UNIVILLE","JOI","11302","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","M. Sobral","2010","01","25","Verdi, M.","3031","2009","11","07","Brasil","Santa Catarina","Nova Veneza","São Bonifácio.","-49.421944","-28.708056","49º25'19''W","28º42'29''S","124","124","Florística IFFSC 39 (arbusto); HABITAT: interior do fragmento; HABITO: arbustiva; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI011302","JOI011302",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-04 11:17:40-03","UEFS","HUEFS","197477","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand",NA,NA,NA,NA,"Bresolin, A.","653","1972","12","11","Brasil","Santa Catarina",NA,"Testa de Macaco. Ribeirão, Ilha de S.Catarina.",NA,NA,NA,NA,"380","380",NA,"HUEFS0197477","HUEFS0197477",NA,NA,"Rosanae","Myrtales",NA,"Angiospermae",NA,NA,NA
"50","2021-03-04 11:17:40-03","UEFS","HUEFS","197360","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand",NA,NA,NA,NA,"Bresolin, A.","1379","1979","12","19","Brasil","Santa Catarina","Florianópolis","Lagoa do Peri, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"250","250",NA,"HUEFS0197360","HUEFS0197360","27000","auto","Rosanae","Myrtales",NA,"Angiospermae",NA,NA,NA
"51","2021-03-04 11:17:40-03","UEFS","HUEFS","197464","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand",NA,NA,NA,NA,"Klein, R.M.","7062","1967","01","16","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão.","-48.5491981506348","-27.596700668335",NA,NA,"300","300",NA,"HUEFS0197464","HUEFS0197464","27000","auto","Rosanae","Myrtales",NA,"Angiospermae",NA,NA,NA
"52","2020-11-12 17:02:05-03","UEL","FUEL","49088","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","A.A. de Oliveira","2010","01","25","Verdi, M; Tomazi, AL; Klemz, G","2956","2009","11","05","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento","-49.59","-28.62","-49.59","-28.62","479","479",NA,"FUEL011645",NA,NA,NA,NA,"Myrtales",NA,"Tracheophyta",NA,NA,NA
