"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-04-07 11:49:22-03","UFMS","CGMS","18399","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","M.G.L. Wanderley","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F.M. Alves; E.C. Bertazzoni","4492","2006","12","10",NA,"Brasil","Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.4169445","-20.5652778",NA,"Flor amarela. 1,30 alt. Habitat: Borda de vereda parcialmente conservada. Solo arenoso. Fundo de vale. Habito: erva.","CGMS1047696",NA,"-54,4169445","-20,5652778",NA,NA,NA,NA,NA,NA,"2009","09","10",NA,NA,NA
"12","2021-04-07 11:49:22-03","UFMS","CGMS","67178","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","V. Pott","D.J.G. Morais; V. Pott; R.M. Corrêa; M.R.A. Bogarin","49","2016","11","16",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Região leste do Município de CG. APA Guariroba. Fazenda Flora.","-54.3555556","-20.555",NA,"Flor ausente. Fruto ausente. Habitat: Vale de Cerrado. Campo úmido de vereda com Buriti. Vale em domínio de Cerrado. Solo orgânico. APP. Habito: Erva aquática emergente.","CGMS1100139",NA,"-54,3555556","-20,555","528","528",NA,NA,NA,NA,"2016","11","14",NA,NA,NA
"13","2021-04-07 11:49:22-03","UFMS","CGMS","65957","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","V.J. Pott","V.J. Pott; A. Pott","10081","2008","02","26",NA,"Brasil","Mato Grosso do Sul","Água Clara","Fazenda Recanto da Siriema, varjão do Rio Pombo, 25 Km a nordeste de Água Clara e 8,5 Km da entrada na Rodovia BR-262 (entrada a 17 Km de Água Clara).","-52.6875","-20.3686111",NA,"Flor amarela. Habitat: Campo graminoso úmido em várzea, próximo a mata de galeria. Solo arenoso orgânico. Relevo plano. Habito: Erva anfíbia, 1,00 m de altura, escapo 1,40 m. Esparsa.","CGMS1098918",NA,"-52,6875","-20,3686111","382","382",NA,NA,NA,NA,"2017","03","15",NA,NA,NA
"14","2021-04-07 11:49:22-03","UFMS","CGMS","14929","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","A. Pott; V.J. Pott.","A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","110","2004","10","27",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Pontal.","-52.765","-18.3655556",NA,"Flor amarela.Cálice amarelo; bráctea rosa. Habitat: Coval. Plano com drenagem. Habito: Erva.","CGMS1044421",NA,"-52,765","-18,3655556",NA,NA,NA,NA,NA,NA,"2005","06","16",NA,NA,NA
"15","2021-04-07 11:49:22-03","UFMS","CGMS","24651","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","V.J. Pott; H.C. Vinci-Carlos","H.C. Vinci-Carlos; G.A. Damasceno-Junior; V.J. Pott; S.N. Moreira","296","2008","06","30",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3975","-20.5861111",NA,"Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Pouco comum. Habito: Erva. 1,30 m de altura.","CGMS1054095",NA,"-54,3975","-20,5861111","550","550",NA,NA,NA,NA,"2008","06","30",NA,NA,NA
"16","2021-04-07 11:49:22-03","UFMS","CGMS","65956","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","V.J. Pott","V.J. Pott; A. Pott","10037","2008","02","25",NA,"Brasil","Mato Grosso do Sul","Ribas do Rio Pardo","Fazenda Velha (próximo ao varjão), cerca de 25 Km ao sul de Ribas do Rio Pardo, 2 Km da Rodovia MS-456.","-53.6561111","-20.6294445",NA,"Flor ausente. Habitat: Campo graminoso úmido em várzea. Solo hidromórfico, orgânico. Relevo plano. Habito: Erva anfíbia, 10 - 15 cm de altura, escapo 1,20 m. Esparsa.","CGMS1098917",NA,"-53,6561111","-20,6294445","338","338",NA,NA,NA,NA,"2017","03","15",NA,NA,NA
"17","2021-04-07 11:49:22-03","UFMS","CGMS","48528","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","V.J. Pott","V.J. Pott; A. Pott","7986","2005","08","23",NA,"Brasil","Mato Grosso do Sul","Corguinho","Recanto Ecológico Pousada da Quinta, 6Km sudoeste do Patrimônio de Taboco.","-55.2463889","-19.7733334",NA,"Flor ausente. Habitat: Campo úmido. Solo arenoso com matéria orgânica. Relevo plano em vale. Rara. Habito: Erva aquática anfíbia rosulada. 0,30 - 0,40 m de altura, escapo 1,10 m.","CGMS1078482",NA,"-55,2463889","-19,7733334","270","270",NA,NA,NA,NA,"2015","01","21",NA,NA,NA
"18","2021-04-07 11:49:22-03","UFMS","CGMS","13055","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","H.C. Vinci-Carlos; V.J. Pott","U.M. Resende","1450","2002",NA,NA,NA,"Brasil","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,"Flores amarelas. Habitat: Área brejosa. Habito: Erva.","CGMS1042446",NA,NA,NA,NA,NA,"71352","auto",NA,NA,"2015","06","08",NA,NA,NA
"19","2019-11-08 08:57:01-03","FURB","FURB","5006","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Pott, A.","2480","1987","02","24",NA,"Brasil","Mato Grosso do Sul","Coxim","Fazenda Santa Rosa, Paiaguas.","-54.7599983215332","-18.5067005157471",NA,NA,"FURB03767","FURB03767",NA,NA,"167","167","102528","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-16 08:41:26-03","UTFPR","HCF","20984","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","E.D. Lozano","E.D. Lozano","2244","2013","12","11",NA,"Brasil","PR","Guarapuava","Rodovia BR-277, Campo em frente à Conce","-51.510833","-25.382778",NA,"cespitosa, 40 cm, flores amarelas, abundante, campo úmido. Campos de Guarapuava.",NA,NA,"51°30'39 W","25°22'58 S",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA
"21","2019-08-16 08:41:26-03","UTFPR","HCF","20983","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","E.D. Lozano","E.D. Lozano","2285","2013","12","12",NA,"Brasil","PR","Candói","Fazenda Capão Redondo","-51.803056","-25.423333",NA,"cespitosa, 50 cm, flores amarelas, campo úmido em afloramento rochoso de basalto. Campos de Guarapuava.",NA,NA,"51°48'11 W","25°25'24 S",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA
"22","2020-12-21 16:47:51-03","MBM","MBM","401740","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Lozano, E.D.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2244","2013","12","11","Southern America","Brazil","Paraná","Guarapuava","Rodovia BR-277, Campo em frente à concessionária Valtra-Shark","-51.510833","-25.382778",NA,"Cespitosa, 40 cm, flores amarelas, abundante, campo úmido.; Campos de Guarapuava.","MBM401740","MBM401740","-51.510833","-25.382778",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA
"23","2020-12-21 16:47:51-03","MBM","MBM","20440","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Smith, L.B.","Hatschbach, G.","28473","1971","12","13","Southern America","Brazil","Paraná","Piraquara","Maria Antonieta","-49.0633010864258","-25.4416999816895",NA,NA,"MBM020440","MBM020440",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:47:51-03","MBM","MBM","401739","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Lozano, E.D.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2285","2013","12","12","Southern America","Brazil","Paraná","Candói","Fazenda Capão Redondo","-51.803056","-25.423333",NA,"Cespitosa, 50 cm, flores amarelas, campo úmido em afloramento rochoso de basalto.; Campos de Guarapuava.","MBM401739","MBM401739","-51.803056","-25.423333",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA
"25","2020-12-21 16:47:51-03","MBM","MBM","150549","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Cf.","Pott, A.","2480","1987","02","24","Southern America","Brazil","Mato Grosso do Sul","Coxim","Fazenda Santa Rosa, Paiaguás","-54.7599983215332","-18.5067005157471",NA,NA,"MBM150549","MBM150549",NA,NA,NA,NA,"102528","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:47:51-03","MBM","MBM","123109","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Kral, R.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","422","1987","11","09","Southern America","Brazil","Paraná","Curitiba","Recanto das Araucárias","-49.2731018066406","-25.4277992248535",NA,NA,"MBM123109","MBM123109",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:47:51-03","MBM","MBM","129617","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Kral, R.","Cordeiro, J.; Silva, J.M.; Silva, J.M.","591","1988","11","30","Southern America","Brazil","Paraná","São José dos Pinhais","Mergulhão","-49.2064018249512","-25.5347003936768",NA,NA,"MBM129617","MBM129617",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-09-03 21:12:36-03","MNHN","RECOLNAT_MNHN_P","P01676896","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries","Wanderley","Smith, L.B.|Klein, R.M.",NA,"1964","12","5",NA,"Brasil","Santa Catarina","Água Doce","Brazil, Santa Catarina, Mun. Agua Doce. Campos de Palmas, 3 km north-west of Heriliópolis. Água Doce, Santa Catarina, Sul, Brasil, América do Sul","-51.53333","-26.78333","hb","O exemplar refere-se a X. rigida Kunth <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01676896' target='other'> <mi>dwc_moreinfo</mi></a>","P01676896","P01676896_01",NA,NA,"1100","1200",NA,NA,NA,NA,NA,NA,NA,"13625",NA,NA
"29","2015-09-03 21:21:32-03","MNHN","RECOLNAT_MNHN_P","P01677254","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries",NA,"Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","São Paulo",NA,"Brésil. Province de San-Paolo. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677254' target='other'> <mi>dwc_moreinfo</mi></a>","P01677254","P01677254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-03 21:21:32-03","MNHN","RECOLNAT_MNHN_P","P01677255","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries",NA,"Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","São Paulo",NA,"Brésil: Provionce de San-Paolo. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677255' target='other'> <mi>dwc_moreinfo</mi></a>","P01677255","P01677255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149",NA,NA
"31","2015-09-03 21:11:36-03","MNHN","RECOLNAT_MNHN_P","P01676127","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries","Wanderley","Hatschbach, G.",NA,NA,NA,NA,NA,"Brasil","Paraná","São José dos Pinhais","Barro Branco. São José dos Pinhais, Paraná, Sul, Brasil, América do Sul","-49.2064018249512","-25.5347003936768","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01676127' target='other'> <mi>dwc_moreinfo</mi></a>","P01676127","P01676127_01",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,"13130",NA,NA
"32","2015-09-03 21:11:36-03","MNHN","RECOLNAT_MNHN_P","P01676126","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries","Wanderley","Lourteig, A.",NA,"1967","12","14",NA,"Brasil","Santa Catarina","São Joaquim","Rio Capivaras. São Joaquim, Santa Catarina, Sul, Brasil, América do Sul","-49.9317016601562","-28.2938995361328","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01676126' target='other'> <mi>dwc_moreinfo</mi></a>","P01676126","P01676126_01",NA,NA,"1300",NA,"48290","auto",NA,NA,NA,NA,NA,"2169",NA,NA
"33","2015-09-03 21:21:32-03","MNHN","RECOLNAT_MNHN_P","P01677256","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries","Wanderley","Reitz, R.|Klein, K.",NA,"1965","12","17",NA,"Brasil","Paraná","Carambeí","Rio São João. Carambeí, Paraná, Sul, Brasil, América do Sul","-50.0971984863281","-24.9178009033203","hb","Plantas do Paraná. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677256' target='other'> <mi>dwc_moreinfo</mi></a>","P01677256","P01677256_01",NA,NA,NA,NA,"26641","auto",NA,NA,NA,NA,NA,"17873",NA,NA
"34","2015-09-03 21:26:09-03","MNHN","RECOLNAT_MNHN_P","P01721931","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries","Wanderley","Reitz|Klein",NA,"1965","12","12",NA,"Brasil","Paraná","Balsa Nova","Serra de São Luiz.","-49.6356010437012","-25.5839004516602","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01721931' target='other'> <mi>dwc_moreinfo</mi></a>","P01721931","P01721931_01",NA,NA,"1100",NA,"27346","auto",NA,NA,NA,NA,NA,"17455",NA,NA
"35","2020-12-11 11:45:36-03","UFMG","BHCB","154540","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Mota, NFO; Giacomin, LL; Resende, VL; Philippi, AM; Santos, WV","2529","2012","02","14","Southern America","Brasil","Santa Catarina","Urubici","Campo dos Padres, Propriedade do Sr. Arno Manoel Philippi","-49.335278","-27.950556",NA,"Erva terrestre, cespitosa. Base das folhas castanhas, lustrosa. Espigas castanhas com mácula castanho-clara na face dorsal das bracteas. Flores amarelas; Brejo (turfeira)","BHCB049197",NA,"-49.335278","-27.950556","1525","1525",NA,NA,NA,NA,"2018","12",NA,NA,NA,NA
"36","2020-12-11 11:45:36-03","UFMG","BHCB","182376","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Giacomin, LL; Kamino, LHY; Almeida, TE","267","2008","10","29","Southern America","Brasil","Minas Gerais","Sapucaí-Mirim","Margem da estrada não pavimentada que liga Camanducaia a Sapucaí-Mirim","-45.886389","-22.780833",NA,"Erva ereta em área brejosa. Flores amarelas; Campo de altitude","BHCB049194",NA,"-45.886389","-22.780833","1535","1535",NA,NA,NA,NA,"2018","12",NA,NA,NA,NA
"37","2021-02-11 17:22:10-03","UFPR","UPCB","82230","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Lozano, E. D.","Sousa, L.P.","9","2009","12","22",NA,"Brasil","Paraná","Ponta Grossa","Nascente do Rio Caracará, afluente do Rio Tibagi. Campo de Altitude Hidrófilo (Estepe Gramíneo-Lenhosa), Organosolo Háplico; 6ha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"860","860","46557","auto",NA,NA,"2013",NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","2999840","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","L.B. Smith","Gert G. Hatschbach","Hatschbach 28473","1971",NA,NA,"South America","Brazil","Paraná",NA,"Maria Antonieta (mun. Piraquare).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2011-03-01 10:04:00-03","MO","MOBOT","2999972","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","B. Rambo SJ","Balduino Rambo","Rambo 36669","1948",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Cambará, S. Fr. de Paula. In paludosis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","2427223","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries",NA,"R. Reitz & D. Klein","11376","1962","1","2","South America - Neotropics","Brazil","Santa Catarina","Santa Cecília","Campo do Areão.","-50.4268989562988","-26.9608001708984",NA,NA,"US01916185","US01916185_01",NA,NA,"1100",NA,"37034","auto",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","2782409","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries",NA,"G. Hatschbach","28473","1971","12","13","South America - Neotropics","Brazil","Paraná","Piraquara","Maria Antonieta","-49.0633010864258","-25.4416999816895",NA,NA,"US01916183","US01916183_01",NA,NA,NA,NA,"12577","auto",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","2268724","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries",NA,"R. Reitz & D. Klein","6090","1958","1","10","South America - Neotropics","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"US01916184","US01916184_01",NA,NA,"1300",NA,"37493","auto",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"43","2020-09-12 05:00:02-03","US","US","2321947","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries",NA,"R. Rambo","60050","1957","1","22","South America - Neotropics","Brazil","Santa Catarina",NA,"Campo dos Padres p. B. Retiro",NA,NA,NA,NA,"US01916181","US01916181_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"44","2020-09-12 05:00:02-03","US","US","2563672","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries",NA,"G. Hatschbach","15372","1966","12","11","South America - Neotropics","Brazil","Paraná","Mallet",NA,"-50.8210983276367","-25.877799987793",NA,NA,"US01916186","US01916186_01",NA,NA,NA,NA,"25088","auto",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","2654985","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries",NA,"R. M. Klein","3534","1962","12","7","South America - Neotropics","Brazil","Santa Catarina","Caçador","Fazenda Carneiros","-51.0149993896484","-26.7752990722656",NA,NA,"US01916182","US01916182_01",NA,NA,"1100",NA,"38516","auto",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","2466712","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","rigida","Xyris rigida","Chapm. ex Ries",NA,"E. P. Heringer & L. Castellanos","6113","1958","3","4","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,"US01916187","US01916187_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
