"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"15","2021-03-15 16:37:00-03","NY","NYBG","393398","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","A. Amaral","1054","1972","09","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=354226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393398","Magnoliophyta","Malpighiales","Mart.",NA,"São Paulo","Botucatu","Campo cerrado entre Botucatu e o aeroporto municipal","-48.4397","-22.88","NY00393398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00997407","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","L. Duarte","118","1962","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997407","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Distrito Federal","Brasília","Fercal.","-47.9294","-15.7797","NY00997407_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00997413","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","M. Macedo","1244","1978","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997413","Magnoliophyta","Malpighiales","Mart.","D. C. Daly","Mato Grosso","Poconé","Km 8. Estrada de Porto Cercado.","-56.6228","-16.2569","NY00997413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","808415","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","W. W. Thomas","5617","1987","12","03","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801319' target='other'> <mi>dwc_moreinfo</mi></a>","NY00808415","Magnoliophyta","Malpighiales","Mart.","J. L. da Costa Lima","Santa Cruz","José Miguel de Velasco","Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Meracdo Cerrado between airstrip and destroyed cocaine refinery.","-60.72","-13.98",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00997408","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","P. E. Gibbs","2841","1976","09","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997408","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Goiás","Caldas Novas","a 25 km da cidade, rumo a Catalão em campo rupestre.","-48.6247","-17.7419","NY00997408_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01112703","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J. R. Pirani","5282","2004","01","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1260876' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112703","Magnoliophyta","Malpighiales","Mart.","J. R. Pirani","Minas Gerais","Joaquim Felício","Serra do Cabral. Estrada para Várzea da Palma, 3.4 km da ponte sobre o Córrego da Onça.","-44.1864","-17.7267","NY01112703_01","978","978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00997405","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","D. Philcox","3305","1967","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997405","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso",NA,"Km 251, Xavantina - Cachimbo road.","-51.77","-12.82","NY00997405_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00997410","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J. A. Ratter","R.2423","1972","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997410","Magnoliophyta","Malpighiales","Mart.",NA,"Goiás","Padre Bernardo","Region of Fazenda Lagoa Santa, Nr Padre Bernardo. About 140 km N of Brasília.","-48.58","-15.5","NY00997410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00997400","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","H. S. Irwin","5545","1964","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997400","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Minas Gerais",NA,"Between Cabeceiras, MG & MG-Goiás border.","-46.4302778","-15.6171","NY00997400_01 NY00997400_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","393392","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","H. S. Irwin","5545","1964","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=354225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393392","Magnoliophyta","Malpighiales","Mart.",NA,"Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,"NY00393392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","393395","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","T. J. Killeen","6120","1993","11","18","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=354224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393395","Magnoliophyta","Malpighiales","Mart.","R. H. N. Rincker",NA,NA,"Parque Nacional Noel Kempff M. Estancia Flor de Oro. A orillas del rio Itenez",NA,NA,NA,"160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00997404","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","W. R. Anderson","7897","1973","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1177987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997404","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Goiás","São João d'Aliança","1 km E of São João da Aliança. Serra Geral do Paraná.","-47.52","-14.7","NY00997404_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","393393","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","G. Eiten","1541","1959","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=354220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393393","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","São Paulo","Moji-Guaçu","Município de Moji-Guaçu: Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu. ¸ 3 km N of PADUA SALES. (about 27 km. NW of city of MOJI-MIRIM)","-47.142","-22.242","NY00393393_01","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","9272","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Amaral Jr., A.","1054","1972","09","01",NA,"Brasil",NA,NA,NA,"BOTU009272",NA,NA,"Mart.",NA,"São Paulo","Botucatu","Entre a cidade e o aeroporto municipal",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","26915","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Mendonça, R.C.","4854","2002","08","28",NA,"Brasil",NA,NA,NA,"BOTU026915",NA,NA,"Mart.","Amaral Jr., A.","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,"9999","9999","2010","08",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-08 11:08:26-03","UNESP-IBB","BOTU","24009","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Alonso, A.A.",NA,"2003","10","18",NA,"Brasil",NA,NA,NA,"BOTU024009",NA,NA,"Mart.",NA,"São Paulo","Pratânia","Reserva particular Palmeiras da Serra","-48.743278","-22.813944",NA,NA,NA,"48°44'35,8w","22°48'50,2s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","28196","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Rissi, M.N.","339","2009","10","07",NA,"Brasil",NA,NA,NA,"BOTU028196",NA,NA,"Mart.","Amaral Jr., A.","São Paulo","Bauru","Jardim Botânico Municipal",NA,NA,NA,NA,NA,"9999","9999","2011","03","18",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","19774","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Tameirão Neto, E.","1044","1994","08","25",NA,"Brasil",NA,NA,NA,"BOTU019774",NA,NA,"Mart.","Amaral Jr., A.","Minas Gerais","Perdizes","Cerrado Céu do Cavalo",NA,NA,NA,NA,NA,"9999","9999","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-08 11:08:26-03","UNESP-IBB","BOTU","31102","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Tozin, L.R.S.","28","2014","11","25",NA,"Brasil",NA,NA,NA,"BOTU031102",NA,NA,"Mart.",NA,"São Paulo","Pratânia","Fazenda Palmeira da Serra","-48.743056","-22.813889",NA,NA,NA,"48°44'35w","22°48'50s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-08 11:08:26-03","UNESP-IBB","BOTU","26386","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Tosta, C.D","50","1997","10","22",NA,"Brasil",NA,NA,NA,"BOTU026386",NA,NA,"Mart.",NA,"Goiás","Cavalcante","Fazenda Horta","-47.781667","-13.811389",NA,NA,NA,"47°46'54w","13°48'41s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","9901","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Beck, S.G.","20485","1991","10","18",NA,"Bolivia",NA,NA,NA,"BOTU009901",NA,NA,"Mart.","Amaral Jr., A.","Riberalta","Província Vaca Diez","Depto Beni, 59 km hacia el Sur via Santa Rosa",NA,NA,NA,NA,NA,"9999","9999","1998","01","12",NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","20862","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Amaral Jr., A.","90","1997","01","23",NA,"Brasil",NA,NA,NA,"BOTU020862",NA,NA,"Mart.",NA,"São Paulo","Presidente Bernardes","Km 25 da rodovia Cuiabá Paulista Pirapozinho",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","26296","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Ferreira, F.M.","302","2002","11","01",NA,"Brasil",NA,NA,NA,"BOTU026296",NA,NA,"Mart.","Amaral Jr., A.","Minas Gerais","Baependi","Toca dos Urubus",NA,NA,NA,NA,NA,"9999","9999","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","15419","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Lanna, J.P.","197","1962","07","31",NA,"Brasil",NA,NA,NA,"BOTU015419",NA,NA,"Mart.","Amaral Jr., A.","Minas Gerais","Jequitibá",NA,NA,NA,NA,NA,NA,"9999","9999","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","8081","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Silva, G.P.","1947","1993","09","23",NA,"Brasil",NA,NA,NA,"BOTU008081",NA,NA,"Mart.","Amaral Jr., A.","Goiás","Caldas Novas","Margem esquerda do Córrego Gameleira",NA,NA,NA,NA,NA,"9999","9999","1998","02","18",NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","26554","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Scariot, A.O.","843","2003","09","26",NA,"Brasil",NA,NA,NA,"BOTU026554",NA,NA,"Mart.","Amaral Jr., A.","Tocantins","Dianópolis",NA,NA,NA,NA,NA,NA,"9999","9999","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","20861","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Amaral Jr., A.","92","1997","01","23",NA,"Brasil",NA,NA,NA,"BOTU020861",NA,NA,"Mart.",NA,"São Paulo","Regente Feijó","Raposo Tavares - km 520",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:08:26-03","UNESP-IBB","BOTU","24256","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Ishino, M.N.","85","2004","10","27",NA,"Brasil",NA,NA,"Cerrado s s. àrvore de 1,80m, início de frutificação; frutos verdes.; Coleção: Biota - Cerrado Pratânia","BOTU024256",NA,NA,"Mart.",NA,"São Paulo","Pratânia","Reserva Particular Fazenda Palmeira da Serra, Rodovia João Mellão , Km 218","-48.743056","-22.813889",NA,NA,NA,"48°44'35w","22° 48' 50s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","26952","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Durigan, G.","1025","1999","12","09",NA,"Brasil",NA,NA,NA,"BOTU026952",NA,NA,"Mart.",NA,"São Paulo","Bauru",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 11:08:26-03","UNESP-IBB","BOTU","9271","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Gottsberger, I.S","721",NA,NA,NA,NA,"Brasil",NA,NA,NA,"BOTU009271",NA,NA,"Mart.",NA,"São Paulo","Botucatu","A 18 km ao Norte de Botucatu, 14 km a oeste de São Manuel, ao longo da estrada de São Manuel a Piracicaba, próximo a ex- estação 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:29:27-03","UNESP-IBB","BOTU","8083","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Cavalcanti, T.B.","1028","1991","10","11",NA,"Brasil",NA,NA,NA,"BOTU008083",NA,NA,"Mart.","Amaral Jr., A.","Goiás","Minaçu","Margem da estrada Minaçu, Serra da Mesa, a 7 km do canteiro de obras, antigo viveiro",NA,NA,NA,NA,NA,"9999","9999","1998","02","18",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 11:08:26-03","UNESP-IBB","BOTU","10725","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Gottsberger, I.S.","281273","1973","12","28",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.Small tree.; Coleção: Cerrado Estação 13 de Maio","BOTU010725",NA,NA,"Mart.","Amaral Jr., A.","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA
