"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"322","2020-06-15 15:30:21-03","UNESP-RC","HRCB","29690","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Pinheiro, M.H.O.","476","1997","09","25",NA,"Brasil",NA,NA,"Arbusto de 2m alt.; flores branco-amareladas",NA,NA,NA,"Mart.","Amaral Jr., A. & Mendonça, J.O.","São Paulo","Bauru","Jardim Botânico Municipal","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,"1998","06","16","29186","auto",NA,NA,NA,NA,NA
"323","2020-06-15 15:30:21-03","UNESP-RC","HRCB","36718","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Bieras, A.C.","21","2002","01","22",NA,"Brasil",NA,NA,"Árvore",NA,NA,NA,"Mart.","Campos, C.J.","São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,"2002","01","22","40412","auto",NA,NA,NA,NA,NA
"324","2020-06-15 15:30:21-03","UNESP-RC","HRCB","10884","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Rocha, G.I.","27","1988","05","18",NA,"Brasil",NA,NA,"Arbusto de 1,2m de altura, flores brancas perfumadas",NA,NA,NA,"Mart.",NA,"Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.877222","-15.963056",NA,NA,NA,"47º52'38W","15º57'47S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2020-06-15 15:30:21-03","UNESP-RC","HRCB","10885","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Azevedo, M.L.M.","53","1988","05","11",NA,"Brasil",NA,NA,"Arbusto com flores e anteras brancas, botão floral esverdeado, frutos amarelos. Latossolo vermelho",NA,NA,NA,"Mart.","Amaral Jr., A. & Mendonça, J.O.","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.875","-15.945833",NA,NA,NA,"47º52'30W","15º56'45S","1996","11","19",NA,NA,NA,NA,NA,NA,NA
"326","2020-06-15 15:30:21-03","UNESP-RC","HRCB","27590","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Marcondes Ferreira, W.","1500","1997","11","05",NA,"Brasil",NA,NA,"Arbusto ca. 1,5 m, com flores creme",NA,NA,NA,"Mart.","Grejamin, M.B.","São Paulo","Estreito","Perto da Faz. 3 irmãos",NA,NA,NA,NA,NA,NA,NA,"2005","09",NA,NA,NA,NA,NA,NA,NA,NA
"327","2017-11-24 14:10:37-02","UFLA","ESAL","3297","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Castro Neto, P","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 2.0; ;; cerrado",NA,NA,NA,"Mart.","D. A. C.","Minas Gerais","Alpinópolis",NA,"-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,NA,NA,NA,"22010","auto",NA,NA,NA,NA,NA
"328","2017-11-24 14:10:37-02","UFLA","ESAL","2953","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 1.60; ;; cerrado",NA,NA,NA,"Mart.","D. A. C","Minas Gerais","Alpinópolis",NA,"-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,NA,NA,NA,"22010","auto",NA,NA,NA,NA,NA
"329","2017-11-24 14:10:37-02","UFLA","ESAL","2746","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 1.5; ;; cerrado",NA,NA,NA,"Mart.","D. A. C.","Minas Gerais","Campo do Meio",NA,"-45.8302993774414","-21.1067008972168",NA,NA,NA,NA,NA,NA,NA,NA,"15418","auto",NA,NA,NA,NA,NA
"330","2017-11-24 14:10:37-02","UFLA","ESAL","3919","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Márcio B. Gomide et alii","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 0.80; ;; cerrado",NA,NA,NA,"Mart.","D. A. C.","Minas Gerais","Campo do Meio",NA,"-45.8302993774414","-21.1067008972168",NA,NA,NA,NA,NA,NA,NA,NA,"15418","auto",NA,NA,NA,NA,NA
"331","2017-11-24 14:10:37-02","UFLA","ESAL","10997","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Oliveira, FM de","195",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 2.0; ;; cerrado",NA,NA,NA,"Mart.","M. L. Gavilanes","Minas Gerais","Divinópolis",NA,"-44.8838996887207","-20.1389007568359",NA,"6","6",NA,NA,NA,NA,NA,"24731","auto",NA,NA,NA,NA,NA
"332","2017-11-24 14:10:37-02","UFLA","ESAL","15075","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Rodrigues, VEG","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 1,30 m; ;; cerrado",NA,NA,NA,"Mart.","DAC; Valéria","Minas Gerais","Itumirim",NA,"-44.8711013793945","-21.3169002532959",NA,NA,NA,NA,NA,NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA
"333","2017-11-24 14:10:37-02","UFLA","ESAL","3213","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Costa, FAF; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 1.30; ;; cerrado",NA,NA,NA,"Mart.","D. A. C.","Minas Gerais","Pimenta",NA,"-45.798900604248","-20.4839000701904",NA,NA,NA,NA,NA,NA,NA,NA,"21095","auto",NA,NA,NA,NA,NA
"334","2019-05-09 11:05:26-03","UFLA","ESAL","24697","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Domingos, DQ; Furtado, CC","939","2009","01","14",NA,"Brasil",NA,NA,"Arbusto, 120cm, frutos maturos vermelho.; Campo Rupestre",NA,NA,NA,"Mart.","Domingos, DQ","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição entre campo rupestre e cerrado.","-44.974167","-21.331944",NA,NA,NA,"-44.974167","-21.331944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2019-05-09 11:05:26-03","UFLA","ESAL","24698","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Domingos, DQ; Furtado, CC","940","2007",NA,NA,NA,"Brasil",NA,NA,"Arbusto, 30cm, cálice verde e corola creme.; Campo Rupestre",NA,NA,NA,"Mart.","Domingos, DQ","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição entre campo rupestre e cerrado.","-44.974167","-21.331944",NA,NA,NA,"-44.974167","-21.331944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2019-01-28 08:17:31-02","UFLA","ESAL","30343","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Dias, MVF","s.n.","2018","09","20",NA,"Brasil",NA,NA,"Ramo vegetativo coletado em 06/12//2018; Arbusto, ca. 0,8m de altura, flores esbranquiçadas; Cerrado",NA,NA,NA,"Mart.","Gavilanes, ML","Minas Gerais","Lavras","Serra do Campestre, Prox. Parque Ecológico Quedas do Rio Bonito","-44.9725","-21.333333",NA,"1041","1041","-44.9725","-21.333333","2018","10",NA,NA,NA,NA,NA,NA,NA,NA
"337","2019-01-28 08:17:31-02","UFLA","ESAL","30344","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Dias, MVF","s.n.","2018","09","13",NA,"Brasil",NA,NA,"Ramo vegetativo coletado em 31/10/2018; Arbusto, ca. 0,4m de altura, flores esbranquiçadas; Campo Rupestre",NA,NA,NA,"Mart.","Gavilanes, ML","Minas Gerais","Lavras","Serra do Campestre, Prox. Parque Ecológico Quedas do Rio Bonito","-44.977222","-21.338611",NA,"1159","1159","-44.977222","-21.338611","2018","10",NA,NA,NA,NA,NA,NA,NA,NA
"338","2018-08-31 12:41:43-03","UFLA","ESAL","9682","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Van den Berg, E","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 5.0; ;; floresta",NA,NA,NA,"Mart.","J. Y. Tamashiro","Minas Gerais","Carrancas","Represa de Camargos","-44.642778","-21.488056",NA,NA,NA,"-44.642778","-21.488056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2017-11-24 14:10:37-02","UFLA","ESAL","25394","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Torres, DM; Sansonas, HP","13",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; flores esverdeadas;; cerrado",NA,NA,NA,"Mart.","Torres, DM","Minas Gerais","Guapé","Assentamento de Reforma Agrária Santo Dias","-45.9174995422363","-20.7616996765137",NA,NA,NA,NA,NA,NA,NA,NA,"27141","auto",NA,NA,NA,NA,NA
"340","2017-11-24 14:10:37-02","UFLA","ESAL","9001","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 1.0; ;; campo rupestre",NA,NA,NA,"Mart.","D. A. C.","Minas Gerais","Itumirim","Serra da Bocaina, Ingai","-44.8711013793945","-21.3169002532959",NA,"10","10",NA,NA,NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA
"341","2017-11-24 14:10:37-02","UFLA","ESAL","27327","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Edson Simões","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"; ; flor creme;; cerrado",NA,NA,NA,"Mart.","Loiola, MIB","Minas Gerais","Patrocinio","Rod. MG 187","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA
"342","2017-11-24 14:10:37-02","UFLA","ESAL","2642","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 1.30; ;; cerrado",NA,NA,NA,"Mart.",NA,"Minas Gerais","Pimenta",NA,"-45.798900604248","-20.4839000701904",NA,NA,NA,NA,NA,NA,NA,NA,"21095","auto",NA,NA,NA,NA,NA
"343","2021-03-23 14:24:19-03","UFG","UFG","23544","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J.A. Ratter; et al.","s.n.","1997","11","08",NA,"Brasil",NA,NA,NA,"UFG0023544",NA,NA,"Mart.",NA,"Goiás","Natividade",NA,NA,NA,"UFG0023544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2019-12-19 11:18:39-03","UFG","UFG","41240","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Delprete, P.G.; Gomes-Klein, V.L.; et al.","9136","2004","11","06",NA,"Brasil",NA,NA,NA,"UFG0041240",NA,NA,"Mart.","J.L. Costa-Lima","Goiás","Pirenópolis","Serra dos Pireneus","-48.889167","-15.824722","UFG0041240","1020","1020","-48.889167","-15.824722","2018","07","03",NA,NA,NA,NA,NA,NA,NA
"345","2019-12-19 11:18:39-03","UFG","UFG","45894","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Scariot, A.O.; et al.","843","2003","09","26",NA,"Brasil",NA,NA,NA,"UFG0045894",NA,NA,"Mart.","Rezende, J.M.","Tocantins","Dianópolis",NA,"-46.513611","-11.639167","UFG0045894","610","610","-46.513611","-11.639167","2004","03","01",NA,NA,NA,NA,NA,NA,NA
"346","2019-12-19 11:18:39-03","UFG","UFG","45975","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Cezare, C.H.G.; Souza-Silva, S. & Machado, N.A.","375","2007","12","08",NA,"Brasil",NA,NA,NA,"UFG0045975",NA,NA,"Mart.","Lima, A.S.","Goiás","Luziânia",NA,"-48.012222","-16.7175","UFG0045975","798","798","-48.012222","-16.7175","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2019-12-19 11:18:39-03","UFG","UFG","46450","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Pereira-Silva, G.;; et al.","6708","2002","11","04",NA,"Brasil",NA,NA,NA,"UFG0046450",NA,NA,"Mart.",NA,"Goiás","Luziânia",NA,"-48.161111","-16.248333","UFG0046450","885","885","-48.161111","-16.248333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-12-19 11:18:39-03","UFG","UFG","10238","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","P. Gibbs; et al.","2841","1976","09","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","M.I.B. Loiola","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,NA,NA,NA,"2013","10","01","36612","auto",NA,NA,NA,NA,NA
"349","2019-12-19 11:18:39-03","UFG","UFG","1269","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J.A. Rizzo; A. Barbosa","2451","1968","10","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA
"350","2019-12-19 11:18:39-03","UFG","UFG","19049","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","R. Cesar; et al.","535","1996","08","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA
"351","2019-12-19 11:18:39-03","UFG","UFG","593","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J.A.Rizzo; A. Barbosa","2733","1968","11","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA
"352","2019-12-19 11:18:39-03","UFG","UFG","16131","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","H.D. Ferreira; et al.","2722","1994","11","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Goiás","Leopoldo de Bulhões",NA,"-48.7435989379883","-16.6191997528076",NA,NA,NA,NA,NA,NA,NA,NA,"30231","auto",NA,NA,NA,NA,NA
"353","2019-12-19 11:18:39-03","UFG","UFG","60475","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Francisco de M. Santos","677","2016","11","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Goiás","Luziânia",NA,"-47.9502983093262","-16.2525005340576",NA,NA,NA,NA,NA,NA,NA,NA,"83221","auto",NA,NA,NA,NA,NA
"354","2019-12-19 11:18:39-03","UFG","UFG","6642","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J.A.Rizzo; A. Barbosa","6642","1971","01","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Goiás","Caiapônia","Serra dos Caiapós","-51.8102989196777","-16.9566993713379",NA,NA,NA,NA,NA,NA,NA,NA,"77016","auto",NA,NA,NA,NA,NA
"355","2019-12-19 11:18:39-03","UFG","UFG","19397","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","C. Proença; G.L. Moretto","1361","1996","01","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Goiás","Cristalina","Serra dos Topazios","-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA
"356","2019-12-19 11:18:39-03","UFG","UFG","7129","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J.A.Rizzo; A. Barbosa","7129","1971","10","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Goiás","Caiapônia",NA,"-51.8102989196777","-16.9566993713379",NA,NA,NA,NA,NA,NA,NA,NA,"77016","auto",NA,NA,NA,NA,NA
"357","2019-12-19 11:18:39-03","UFG","UFG","44048","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Dambros, L.A.; et al.","367","2009","09","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Goiás","Davinópolis",NA,"-47.5616989135742","-18.1530990600586",NA,NA,NA,NA,NA,NA,NA,NA,"25589","auto",NA,NA,NA,NA,NA
"358","2019-12-19 11:18:39-03","UFG","UFG","5635","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J.A. Rizzo; A. Barbosa","5514","1970","09","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Goiás","Goianira",NA,"-49.426399230957","-16.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,"19902","auto",NA,NA,NA,NA,NA
"359","2019-12-19 11:18:39-03","UFG","UFG","4732","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Rizzo, J.A.; Barbosa, A.","2038","1968","09","03",NA,"Brasil",NA,NA,"Subarbusto; corola branca.","UFG004732",NA,NA,"Mart.",NA,"Goiás","Goiânia","À esquerda da estrada de Goiânia para Guapó, 10km de Goiânia; cerrado.","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA
"360","2019-12-19 11:18:39-03","UFG","UFG","46386","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Santos, J.R.; Moreira, G.A.","75","2003","09","18",NA,"Brasil",NA,NA,NA,"UFG0046386",NA,NA,"Mart.","Santos, J.R.","Distrito Federal","Brasília","Parque Ecológico Norte Burle Marx","-47.9296989440918","-15.7797002792358","UFG0046386",NA,NA,NA,NA,"2003","12",NA,"70570","auto",NA,NA,NA,NA,NA
"361","2019-12-19 11:18:39-03","UFG","UFG","20925","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J.A. Rizzo; et al.","11656","1994","08","17",NA,"Brasil",NA,NA,NA,"UFG0020925",NA,NA,"Mart.",NA,"Goiás","Mossâmedes","Parque Estadual Serra Dourada","-50.2150001525879","-16.1266994476318","UFG0020925",NA,NA,NA,NA,NA,NA,NA,"30139","auto",NA,NA,NA,NA,NA
"362","2019-06-10 10:10:39-03","FZB-BH","BHZB","1454","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Battaglia, A.E.",NA,"1996","08","01",NA,"Brasil",NA,NA,"folha verde clara. Com duplicata.Doação para Herbário HUEFS em abril 2018.",NA,NA,NA,NA,NA,"MG","Belo Horizonte","Horto Florestal do Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"363","2019-06-10 10:10:39-03","FZB-BH","BHZB","1457","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Battaglia, A.E.",NA,"1996","08","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"C.V. Mendonça Filho","MG","Belo Horizonte","Horto Florestal do Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"1997","11",NA,"17082","auto",NA,NA,NA,NA,NA
"364","2019-06-10 10:10:39-03","FZB-BH","BHZB","1639","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Fernandes, M.G.C. et al.","1113","1996","10","24",NA,"Brasil",NA,NA,"Outros coletores: Rúbia; Dulcinéia & Fiala, V.",NA,NA,NA,NA,NA,"MG","Belo Horizonte","Horto Florestal do Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"365","2019-06-10 10:10:39-03","FZB-BH","BHZB","1982","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","D'Avila, D.A.",NA,"1997","10","29",NA,"Brasil",NA,NA,"Doação de duplicata do herbário BHZB para o Centro federal de Educação Tecnológica de Bambuí ( Depto. de Ciências Agrárias)",NA,NA,NA,NA,"C.V. Mendoça Filho","MG","Belo Horizonte","Horto Florestal do Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"366","2019-06-10 10:10:39-03","FZB-BH","BHZB","1528","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Pôrto de Paula, L.M.",NA,"1996","09","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"MG","Belo Horizonte","Horto Florestal do Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"367","2019-06-10 10:10:39-03","FZB-BH","BHZB","1963","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Paiva, D.Q.",NA,"1997","09","19",NA,"Brasil",NA,NA,"Planta visitada por abelhas, caule escamoso com galha.",NA,NA,NA,NA,NA,"MG","Belo Horizonte","Horto Florestal do Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"368","2014-09-09 14:08:38-03","UNIVILLE","JOIW","286","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J.C.F.Melo Jr.","530","2006","10","22",NA,"Brasil",NA,NA,"Arvoreta, h=0,5m, CB=16cm. Frutos vermelhos quando maduros. Madeira galho coletada",NA,NA,NA,"Mart.","J.R. Pirani","MG","Matozinhos","Cerrado Jagoara (próximo Pousada Jagoara Velha)","-43.969944","-19.454361",NA,"711","711","43º58'11,8'' W","19º27'15,7'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2014-09-09 14:08:38-03","UNIVILLE","JOIW","550","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","G.Q.Freire","289","2007","04","13",NA,"Brasil",NA,NA,"Arvoreta, h=1,5m, CAB=13cm. Flor de corola branca. Madeira de galho coletada",NA,NA,NA,"Mart.",NA,"MG","Matozinhos","Cerrado PRECOM . Trilha aberta. Cerrado aberto","-43.882333","-19.50775",NA,"758","758","43º52'56,4'' W","19º30'27,9'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2014-07-30 10:41:01-03","CITSF","HXBH","015284","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum mart.","Erythroxylum tortuosum mart.","Queiroz, L. P. 2380",NA,"1989","08","01",NA,"BR",NA,NA,"Flores brancas",NA,NA,NA,NA,"Queiroz, L. P.","SP","Itirapina","Área de entorno da represa do Lobo","-47.82","-22.25",NA,NA,NA,NA,NA,"1989","01","01","22843","auto",NA,NA,NA,NA,NA
"371","2021-03-01 11:54:47-03","UFPE","UFP","81787","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Valente, GE; Meira-Neto, JAA","689","2001","04","12",NA,"Brasil",NA,NA,"Planta com ca. de 1,0m de altura, crescendo a pleno sol em solo seco.; Cerrado Sensu Stricto aberto.","UFP081787",NA,"Malpighiales","Mart.","Costa-Lima, JL","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,"2013","10","09","26090","auto",NA,NA,NA,NA,NA
"372","2021-03-01 11:54:47-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Valente, GE; Meira-Neto, JAA","689","2001","04","12",NA,"Brasil",NA,NA,"Planta com ca. de 1,0m de altura, crescendo a pleno sol em solo seco.; Cerrado Sensu Stricto aberto.",NA,NA,"Malpighiales","Mart.","Costa-Lima, JL","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,"2013","10","09","26090","auto",NA,NA,NA,NA,NA
"373","2019-07-31 14:32:30-03","CPATSA","HTSA","4153","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Macêdo, M.; Assumpção, S.P.","1933","1990","10","17",NA,"Brasil",NA,NA,"Árvore de 2m de altura, com flores verticiladas e frutos jovens. Solo argiloso.",NA,NA,NA,"Mart.",NA,"Mato Grosso","Cuiabá","Instituto Linguístico","-56.0966987609863","-15.5960998535156",NA,NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA
"374","2020-09-12 05:00:02-03","US","US","2369592","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","G. Eiten","1541","1959","12","4","South America - Neotropics","Brazil",NA,NA,NA,"US01856974",NA,"Linales",NA,NA,"São Paulo","Mogi Guaçu","Campos das Sete Lagôas Fazenda Campininha, just north of Rio Moji-Guaçu. 3km NNW of Padua Sales. (About 27km NW of city of Moji-Mirim).","-47.12","-22.18","US01856974_01 US01856974_02","575","650",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"375","2020-09-12 05:00:02-03","US","US","2832726","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","H. S. Irwin & T. R. Soderstrom","7063","1964","10","19","South America - Neotropics","Brazil",NA,NA,NA,"US01856985",NA,"Linales",NA,NA,"Goiás",NA,"Serra do Caiapó. Ca. 35 km S of Caiaponia on road to Jataí","-51.78","-17.2","US01856985_01 US01856985_02","800","1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"376","2020-09-12 05:00:02-03","US","US","3673821","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Killeen, --","6120","1993","11","18","South America - Neotropics","Bolivia",NA,NA,NA,"US03302135",NA,"Linales",NA,NA,"Santa Cruz",NA,"Velasco Province, Parque Nacional Noel Kempff M., Estancia Flor de Oro. A orillas del rio Itenez.","-60.8333","-13.5333",NA,"160",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
