"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00859220","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","J. A. Ratter","1972","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859220","Magnoliophyta","Caryophyllales","(Netto) Lundell","D. C. Daly","R2282","Mato Grosso",NA,"Vale de Sonhos (80 km N of Barra do Garças on the road to Xavantina).","-52.33","-15.67",NA,NA,"NY00859220_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","448772","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","C. A. Cid Ferreira","1991","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=168158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448772","Magnoliophyta","Caryophyllales","(Netto) Lundell",NA,"10649","Acre","Mâncio Lima","Ramal do Banho, 5 km from town seat","-72.8","-7.38",NA,NA,"NY00448772_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00859219","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","J. A. Ratter","1978","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859219","Magnoliophyta","Caryophyllales","(Netto) Lundell","D. C. Daly","R.4200","Distrito Federal","Brasília","Centro de Pesquisas Agropecuário dos Cerrados (CPAC).5 km ENE of Planaltina.","-47.9294","-15.7797",NA,NA,"NY00859219_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00859226","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","R. Goodland","1967",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859226","Magnoliophyta","Caryophyllales","(Netto) Lundell",NA,"826","Minas Gerais",NA,"Triângulo region.",NA,NA,NA,NA,"NY00859226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1738129","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","L.A. Gomes","2012","04","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1965916' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738129","Magnoliophyta","Caryophyllales","(Netto) Lundell","L.A. Gomes","422","Sergipe",NA,"Capela. RVS Mata do Junco. Borda da Trilha.","-37.0514","-10.5194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00859225","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","G. T. Prance","1973","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859225","Magnoliophyta","Caryophyllales","(Netto) Lundell",NA,"19003","Mato Grosso","Chapada dos Guimaraes","Vicinity of Colegio Buriti, Chapada dos Guimaraes.","-55.80725","-15.4151111","720","720","NY00859225_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","657096","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","J. A. Ratter","1983","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=168159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657096","Magnoliophyta","Caryophyllales","(Netto) Lundell",NA,"R.4819B","São Paulo","Angatuba","Floresta de Angatuba. Instituto Florestal de SP","-48.42","-23.45",NA,NA,"NY00657096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00859227","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","H. S. Irwin","1964","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859227","Magnoliophyta","Caryophyllales","(Netto) Lundell",NA,"6320","Mato Grosso","Nova Xavantina","2 km. S. of Xavantina.","-52.33","-14.67","300","400","NY00859227_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00859213","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","P. Clausen","1843",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859213","Magnoliophyta","Caryophyllales","(Netto) Lundell","L. Y. T. Westra","262","Minas Gerais",NA,"Brésil (Minas Geraes)",NA,NA,NA,NA,"NY00859213_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00859232","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","H. S. Irwin","1965","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859232","Magnoliophyta","Caryophyllales","(Netto) Lundell","L. Y. T. Westra","9332","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 13 km N.W. Alto Paraiso (formerly Veadeiros).","-47.60183","-14.03362","1200","1200","NY00859232_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00980507","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","R. de Mello-Silva","1985","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980507","Magnoliophyta","Caryophyllales","(Netto) Lundell","M. H. Nee","CFCR8626","Minas Gerais","Diamantina","Estrada para São João da Chapada, perto de Sopa","-43.6003","-18.2494","1200","1200","NY00980507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00859221","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","R. M. Harley","1968","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859221","Magnoliophyta","Caryophyllales","(Netto) Lundell",NA,"10142","Mato Grosso",NA,"R 10, c. 12 km SW of Base Camp.","-51.77","-12.82",NA,NA,"NY00859221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00859217","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","J. A. Ratter","1972","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859217","Magnoliophyta","Caryophyllales","(Netto) Lundell","D. C. Daly","R2286","Mato Grosso",NA,"Vale de Sonhos (80 km N of Barra do Garças on the road to Xavantina).","-52.33","-15.67",NA,NA,"NY00859217_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00859231","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","H. S. Irwin","1965","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859231","Magnoliophyta","Caryophyllales","(Netto) Lundell","L. Y. T. Westra","9105","Distrito Federal","Brasília","10 km E. of Planaltina.","-47.57345","-15.6167","1150","1150","NY00859231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00859211","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","A. F. M. Glaziou",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859211","Magnoliophyta","Caryophyllales","(Netto) Lundell","L. Y. T. Westra","s.n.","Minas Gerais",NA,"Brésil, Minas.",NA,NA,NA,NA,"NY00859211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00859214","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","P. Clausen","1843",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859214","Magnoliophyta","Caryophyllales","(Netto) Lundell","L. Y. T. Westra","262","Minas Gerais",NA,"Brésil (Minas Geraes)",NA,NA,NA,NA,"NY00859214_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00859234","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","H. S. Irwin","1965","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859234","Magnoliophyta","Caryophyllales","(Netto) Lundell","L. Y. T. Westra","10688","Distrito Federal","Brasília","Ca. 12 km W. of Taguatinga on road to Brasilândia.","-48.15","-15.8","1250","1250","NY00859234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00980630","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","E. P. Heringer","1980","10","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980630","Magnoliophyta","Caryophyllales","(Netto) Lundell","M. H. Nee","5544","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"NY00980630_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00859235","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","B. Maguire","1963","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859235","Magnoliophyta","Caryophyllales","(Netto) Lundell",NA,"56390","Mato Grosso",NA,"100 km north of Cuiabá, en route to Diamantino. Brasilia-Acre Highway.","-56.515631","-15.011036","200","400","NY00859235_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00980506","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","E. P. Heringer","1963","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980506","Magnoliophyta","Caryophyllales","(Netto) Lundell","M. H. Nee","9092/1286","Distrito Federal","Brasília","Cemitério Asa Sul","-47.9294","-15.7797",NA,NA,"NY00980506_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00859222","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","G. C. G. Argent","1968","08","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859222","Magnoliophyta","Caryophyllales","(Netto) Lundell",NA,"6669","Mato Grosso",NA,"R 3, first interfluve, c. 4 km N of Base Camp.","-51.77","-12.82",NA,NA,"NY00859222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","887211","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","L. Riedel","1824",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1088942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887211","Magnoliophyta","Caryophyllales","(Netto) Lundell","M. H. Nee","s.n.",NA,NA,NA,NA,NA,NA,NA,"NY00887211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00980531","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","E. P. Heringer","1980","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980531","Magnoliophyta","Caryophyllales","(Netto) Lundell","M. H. Nee","17851","Distrito Federal","Brasília","Catatetinho","-47.9294","-15.7797",NA,NA,"NY00980531_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00859228","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","H. S. Irwin","1965","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859228","Magnoliophyta","Caryophyllales","(Netto) Lundell","L. Y. T. Westra","7959","Distrito Federal","Brasília","Chapada da Contagem.","-47.9297","-15.7797","1000","1000","NY00859228_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00657097","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","H. S. Irwin","1965","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=168157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657097","Magnoliophyta","Caryophyllales","(Netto) Lundell","L. Y. T. Westra","8267","Distrito Federal","Brasília","Summit of Chapada da Contagem, ca. 10 km. E. of Brasília","-47.9294","-15.7797","1000","1000","NY00657097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00859216","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","J. A. Ratter","1980","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859216","Magnoliophyta","Caryophyllales","(Netto) Lundell","L. Y. T. Westra","R4531","Goiás","Cavalcante","31 km from Alto Paraíso de Goiás (Veadeiros) on the road to Cavalcantes","-47.43","-14.08",NA,NA,"NY00859216_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-11 10:01:19-03","UNIVASF","HVASFW","403","S","Plantae","Nyctaginaceae","Guapira","aff. noxia","Guapira aff. noxia","D.G. Oliveira","2013","08","01","América do Sul","Brasil",NA,NA,"Árvore ca. de 7 m de alt.. Caule liso, sem deiscência de ritidoma. Madeira branca. Ramos jovens com indumento avermelhado. Folhas simples, opostas, glabros. Material botânico em estágio vegetativo. Amostra da madeira incorporada à Xiloteca.","HVASFW000403",NA,NA,"(Netto) Lundell","D.G. Oliveira","1016","Pernambuco","Salgueiro","Vila Produtiva Rural (VPR) Malícia","-39.074222","-7.846722","540","540",NA,"2013","08","01","-39.074222","-7.846722","U",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-11 10:01:19-03","UNIVASF","HVASFW","352","S","Plantae","Nyctaginaceae","Guapira","aff. noxia","Guapira aff. noxia","A.C.P. Oliveira","2013","02","06","América do Sul","Brasil",NA,NA,"#","HVASFW000352",NA,NA,"(Netto) Lundell","A.C.P. Oliveira","2383","Pernambuco","Salgueiro","VPR Uri","-39.175361","-8.044917","485","485",NA,"2013","02","06","-39.175361","-8.044917","U",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-11 10:01:19-03","UNIVASF","HVASFW","390","S","Plantae","Nyctaginaceae","Guapira","aff. noxia","Guapira aff. noxia","F.F.S. Silva","2013","02","21","América do Sul","Brasil",NA,NA,"Arbusto ca. 2m alt. Flores e frutos ausentes.","HVASFW000390",NA,NA,"(Netto) Lundell","D.G. Oliveira",NA,"Pernambuco","Salgueiro","VPR Pilões. Área de Supressão Vegetal (ASV) destinada à Irrigação","-39.037167","-7.875167","515","515",NA,"2013","02","21","-39.037167","-7.875167","U",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","27906","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","Ishara, K.L.","2008","09","30",NA,"Brasil",NA,NA,"Arbusto 1,3m","BOTU027906",NA,NA,"(Netto) Lundell","Ishara, K.L.","195","São Paulo","Pratânia","Fazenda Palmeira da Serra","-48.733333","-22.8",NA,NA,NA,NA,NA,NA,"48°44'w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","11118","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","Gottsberger, I.S.","1972","10","12",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Tree. ; Coleção: Cerrado Estação 13 de Maio","BOTU011118",NA,NA,"(Netto) Lundell","Gottsberger, G.","121072","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.416667","-22.75",NA,NA,NA,NA,NA,NA,"48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","14601","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","Amaral Jr., A.","1985","10","10",NA,"Brasil",NA,NA,NA,"BOTU014601",NA,NA,"(Netto) Lundell","Furlan, A.","20","São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,"1998",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","28142","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","noxia","Guapira noxia","Faraco, A.G.","2006","09","05",NA,"Brasil",NA,NA,NA,"BOTU028142",NA,NA,"(Netto) Lundell",NA,"345","São Paulo","Bauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
