"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"13","2021-03-15 16:37:00-03","NY","NYBG","452252","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","R. T. Pennington","J. G. Kuhlmann","1921","09","23","Brazil","Rio de Janeiro","Rio de Janeiro","Mundo Novo, Botafogo","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452252","NY00452252_01","13374","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","452253","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","R. T. Pennington","D. S. D. de Araújo","1977","09","05","Brazil","Rio de Janeiro","Rio de Janeiro","Praia de Grumari","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452253","NY00452253_01","1843","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","452248","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","E. H. A. Rodrigues","L. A. Mattos Silva","1995","08","16","Brazil","Bahia","Ilhéus","Campus da Universidade Estadual de Santa Cruz (UESC), Km. 16 da Rodavia Ilhéus.Itabuna (BR415). Próximo à Torre da Reitoria","-39.17","-14.8",NA,NA,"40","40","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452248","NY00452248_01","3208","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","452247","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","W. Mantovani","M. das G. L. Wanderley","1976","12","15","Brazil","São Paulo","Sao Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botanica, Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452247","NY00452247_01","105","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","452239","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","R. T. Pennington","R. de Lemos Fróes","1943","04","12","Brazil","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452239","NY00452239_01","1272/98","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","452244","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","R. T. Pennington","R. P. Belém","1965","10","06","Brazil","Bahia","Maraú","Rodovia Maraú-Ubaitaba.","-39.1519475","-14.2506572",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452244","NY00452244_01","1879","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","452237","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","R. T. Pennington","R. P. Belém","1966","11","30","Brazil","Bahia","Coaraci","Coarací","-39.53","-14.64",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452237","NY00452237_01","2949","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","452249","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","L. P. de Queiroz","M. das G. L. Wanderley","1977","05","25","Brazil","São Paulo","Sao Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botanica, Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452249","NY00452249_01","108","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","452251","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","R. T. Pennington","J. G. Kuhlmann","1938","10","03","Brazil","Rio de Janeiro","Rio de Janeiro","Lagoa Rodrigo de Freitas, Ipanema","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452251","NY00452251_01","s.n.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","452240","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","R. T. Pennington","L. Riedel","1829",NA,NA,"Brazil","Rio de Janeiro",NA,"In siccis arenosis maritimis prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452240","NY00452240_01","1124","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","452245","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","R. T. Pennington","E. Pereira","1958","09","10","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452245","NY00452245_01","4156","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","452250","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","E. H. A. Rodrigues","E. H. A. Rodrigues","1990","09","16","Brazil","São Paulo","Guariba","Guariba, Fazenda Morumbi. Na margem esquerda do Rio Mogi-Guaçu","-48.22","-21.3603",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452250","NY00452250_01","79","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","720684","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.",NA,"R. D. Ribeiro","2003","12","17","Brazil","Rio de Janeiro","Cabo Frio","Distrito de Tamoios - Reserva Biologica do Mico Leao Dourado, estrada principal, proximo ao clube dos Assossiados do BANERJ","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2520291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720684","NY00720684_01","87","South America","sheet",NA,"Magnoliophyta","Fabales","40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","452255","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelminthica","Andira anthelminthica","(Vell.) Benth.",NA,"W. Hoehne","1951","09","20","Brazil","São Paulo","Sao Paulo","Parque de Estado. Campo experimental","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452255","NY00452255_01","s.n.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","452257","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelminthica","Andira anthelminthica","(Vell.) Benth.",NA,"L. Aké Assi","1974","11","10","Brazil","Pará",NA,"Environs de la ville de Mosqueiro","-48.466451","-1.163292",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452257","NY00452257_01","74/BR14","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","452256","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelminthica","Andira anthelminthica","(Vell.) Benth.",NA,"W. Hoehne","1951","09","20","Brazil","São Paulo","Sao Paulo","Parque de Estado. Campo experimental","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452256","NY00452256_01","s.n.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","5131","PreservedSpecimen","Plantae","Fabaceae","Andira","stipulacea","Andira stipulacea bahiensis","Benth.",NA,"J. S. Blanchet","1831",NA,NA,"Brazil","Bahia",NA,"Circa Bahia.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93414' target='other'> <mi>dwc_moreinfo</mi></a>","NY00005131","NY00005131_01","607","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"bahiensis","syntype",NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:34-03","UNESP-IBB","BOTU","21843","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"Amaral Jr., A.","1998","10","13","Brasil","Mato Grosso do Sul","Três Lagoas",NA,"-51.723889","-20.815833","51°43'26w","20°48'57s",NA,NA,"Árvore 3-4m, bastante suberosa, com frutos.","BOTU021843",NA,"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:34-03","UNESP-IBB","BOTU","22594","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"Amaral Jr., A.","1999","04","12","Brasil","Mato Grosso do Sul","Bataguassu",NA,"-52.277694","-21.643833","52°16'39.7w","21°38'37.8s",NA,NA,"Árvore 5m, estéril.","BOTU022594",NA,"524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:34-03","UNESP-IBB","BOTU","23609","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"Ferreira, R.C.C.","1998","10","01","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Árvore 7m, flores róseas em cachos.","BOTU023609",NA,"253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:34-03","UNESP-IBB","BOTU","21662","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"Salvador, J.L.G.","1998","06","18","Brasil","Mato Grosso do Sul","Anaurilândia",NA,NA,NA,"9999","9999",NA,NA,"Árvore 8m, caule liso, fruto verde.","BOTU021662",NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:30:21-03","UFRJ","RFA","29247","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"Correia, C.M.B.","1993","10","07","Brasil","Rio de Janeiro","Silva Jardim","Margem do Rio São João entre a BR 101 e a ponte da linha férrea","-42.25","-22.5","42º15'W","22º30'S",NA,NA,"Arvoreta ca. 5m de altura inclinada no rio, frutos jovens esverdeados, formigas presentes","RFA20056",NA,"367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:30:21-03","UFRJ","RFA","29258","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","Correia, C.M.B.","Correia, C.M.B.","1993","10","07","Brasil","Rio de Janeiro","Silva Jardim","Margens do rio São João, entre a BR 101 e a ponte da linha férrea","-42.25","-22.5","42º15'W","22º30'S",NA,NA,"Arvoreta com 4m de altura, folhas concolores verdes, flores perfumadas com cálice verde, estandarte violáceo com área central branca, estames com filetes brancos e anteras nigrescentes, estilete branco. Visita de formigas","RFA20063",NA,"366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:30:21-03","UFRJ","RFA","21234","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","H. C. Lima","D. S. D. Araujo; N. C. Maciel","1980","04","08","Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,"RFA17539",NA,"3683",NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:19:43-03","UFRJ","RFA","21675","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","H.C. Lima","E.M. Occhioni; C.P. Bove 17 & A.M. de Barros 18","1986","08","28","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha de Marambaia, Praia Grande.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore de 5 m de altura, flores com cálice verde e coroa branca.","RFA17888",NA,"547",NA,NA,NA,NA,NA,"57442","auto",NA,NA,"2009","05","15",NA,NA,NA,NA
"38","2020-06-29 11:30:21-03","UFRJ","RFA","5366","PreservedSpecimen","Plantae","Fabaceae","Andira","stipulacea","Andira stipulacea","Benth.",NA,"E. Pereira","1958","09","10","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"RFA25667",NA,"4156",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:30:21-03","UFRJ","RFA","10445","PreservedSpecimen","Plantae","Fabaceae","Andira","stipulacea","Andira stipulacea","Benth.","A. Duarte","E. Pereira; Liene, Sucra e Duarte","1958","09","10","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Pequena árvore de 3-4 m, em mata de encosta,na transição da restinga","RFA10339",NA,"4156",NA,NA,NA,NA,NA,"57442","auto",NA,NA,"1958",NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:41:15-03","EAO","IAN","176997","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.",NA,"Koscinsky, M",NA,NA,NA,"Brasil","São Paulo","Serra da Cantareira",NA,NA,NA,NA,NA,NA,NA,"Flores entre agosto e outubro&nf;Frutos entre fevereiro e março.","IAN176997",NA,"s.n.","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:41:15-03","EAO","IAN","131779","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","anthelmia","Andira anthelmia anthelmia","(Vell.) J.F.Macbr.","Arroyo, MTK","Rodrigues, A","1968","10","28",NA,NA,NA,"Bairro do Cocho.",NA,NA,NA,NA,NA,NA,NA,"IAN131779",NA,"6",NA,NA,NA,"Dicotiledônea",NA,NA,NA,"anthelmia",NA,"1975",NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:41:15-03","EAO","IAN","131778","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","anthelmia","Andira anthelmia elliptica","Arroyo","Arroyo, MTK","Rodrigues, A","1968","10","28",NA,NA,NA,"Parque Horto Florestal.",NA,NA,NA,NA,NA,NA,NA,"IAN131778",NA,"7",NA,NA,NA,"Dicotiledônea",NA,NA,NA,"elliptica",NA,"1975",NA,NA,NA,NA,NA,NA
"43","2021-04-08 17:41:15-03","EAO","IAN","25185","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","stipulacea","Andira stipulacea","Benth.",NA,"Gomez, L",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN025185","IAN025185_f","s.n.","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:25:09-03","PUCPR","HUCP","18647","S","Plantae","Fabaceae","Andira","anthelminthica","Andira anthelminthica","Benth.","Selusniaki, M","Selusniaki, M","2006","12",NA,"Brasil","São Paulo","Mairiporã","Mato Dentro","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,NA,"HUCP00011467","HUCP00011467","1239",NA,NA,NA,"Eudicotiledonea",NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:25:09-03","PUCPR","HUCP","11018","S","Plantae","Fabaceae","Andira","anthelminthica","Andira anthelminthica","Benth.","Cervi, AC","Cervi, AC","1983","02","05","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"HUCP00011335","HUCP00011335","2240",NA,NA,NA,"Eudicotiledonea",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-04 15:25:09-03","PUCPR","HUCP","19010","S","Plantae","Fabaceae","Andira","anthelminthica","Andira anthelminthica","Benth.","Bonaldi, R","Bonaldi, R","2008","01","27","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,"HUCP00011415","HUCP00011415","333",NA,NA,NA,"Eudicotiledonea",NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
