"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"31","2021-03-01 16:39:25-03","UNICAMP","UEC","160934","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Cavalin, PO","Cavalin, PO","46","2009","11","12",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio","-45.092778","-23.396667",NA,"Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039345","UEC039345",NA,"348","395",NA,"2010","06",NA,"-45.092778","-23.396667",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:39:25-03","UNICAMP","UEC","161061","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","94","2010","05","30",NA,"Brazil","São Paulo","Caraguatatuba","Parque estadual da Serra do Mar.","-45.518611","-23.625556",NA,"Árvore com 7m.; Mata Atlântica.","UEC103402","UEC103402",NA,"50","90",NA,"2010","12",NA,"-45.518611","-23.625556",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:39:25-03","UNICAMP","UEC","167016","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","242","2011","06","29",NA,"Brazil","São Paulo","Paraíbuna","Parque estadual da Serra do Mar.","-45.558333","-23.598333",NA,"Árvore com 16m.; Mata Atlântica.","UEC103398","UEC103398",NA,"800","900",NA,"2011","10",NA,"-45.558333","-23.598333",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:39:25-03","UNICAMP","UEC","167041","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","260","2011","06","30",NA,"Brazil","São Paulo","Paraíbuna","Parque estadual da Serra do Mar.","-45.533333","-23.583611",NA,"Árvore com 11m.; Mata Atlântica.","UEC103384","UEC103384",NA,"800","900",NA,"2011","10",NA,"-45.533333","-23.583611",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:39:25-03","UNICAMP","UEC","170091","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Jung-Mendaçolli, SL","Rochelle, ALC","J1146",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667",NA,"Indivíduo J1446 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041717","UEC041717",NA,"450","450",NA,"2008","03",NA,"-45.084167","-23.366667",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:39:25-03","UNICAMP","UEC","170092","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Jung-Mendaçolli, SL","Rochelle, ALC","J823",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667",NA,"Indivíduo J823 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041716","UEC041716",NA,"450","450",NA,"2008","03",NA,"-45.084167","-23.366667",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:39:25-03","UNICAMP","UEC","173795","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Sanchez, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1454","1996","12","06",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, próximo à trilha do Corisco.","-44.835","-23.336667",NA,"Árvore número 309 fp com 9m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC089584","UEC089584",NA,"120","120",NA,NA,NA,NA,"-44.835","-23.336667",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:39:25-03","UNICAMP","UEC","173809","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.",NA,"Sanchez, M; Belinello, R; Pedroni, F; Laps, RR","1128","1997","05","29",NA,"Brazil","São Paulo","Ubatuba","Picinguaba","-44.816944","-23.3025",NA,"Árvore número 781com 7m de altura, vegetativo.; Mata Atlântica de Encosta, Morro do Corisco.","UEC089568","UEC089568",NA,"600","600",NA,NA,NA,NA,"-44.816944","-23.3025",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:39:25-03","UNICAMP","UEC","80589","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Sanchez, M","Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, VF; Seoane, CE","34724","1996","01","30",NA,"Brazil","São Paulo","Ubatuba","Trilha da Casa da Farinha.","-44.852889","-23.352639",NA,"Árvore com metros de altura, floração branca.; Transição entre planície e encosta atlântica.","UEC103400","UEC103400",NA,NA,NA,NA,NA,NA,NA,"-44.852889","-23.352639",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:39:25-03","UNICAMP","UEC","22329","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.",NA,"Silva, AFS","9275","1978","12","10",NA,"Brazil","São Paulo","Ubatuba","Estação experimental de Ubatuba do Inst. Agronômico de Campinas.","-45.0699996948242","-23.4300003051758",NA,"Árvore com cerca de 10m botões florais esverdeados.","UEC103388","UEC103388","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:39:25-03","UNICAMP","UEC","22335","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.",NA,"Silva, AFS","10116","1979","06","06",NA,"Brazil","São Paulo","Ubatuba","Estação experimental do Inst. Agron. de Campinas.","-45.0699996948242","-23.4300003051758",NA,"Árvore com 20m de alt. com frutos jovens branco/esverdeados com casca e lenhos brancos.","UEC103390","UEC103390 UEC103390_01","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:39:25-03","UNICAMP","UEC","80588","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Sanchez, M","Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, VF; Seoane, CE","34795","1996","02","03",NA,"Brazil","São Paulo","Ubatuba","Início da encosta-Rodovia Osvaldo Cruz.","-45.0699996948242","-23.4300003051758",NA,"Árvore com 6 metros de altura, floração branca.; Transição entre planície e encosta atlântica.","UEC103391","UEC103391","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:39:25-03","UNICAMP","UEC","068461","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.",NA,"Morais, MD","29314","1993","11","09",NA,"Brazil","São Paulo","Ubatuba","Trilha do Corisco Picinguaba.","-45.0699996948242","-23.4300003051758",NA,"Árvore 20m. Botões creme.","UEC103401","UEC103401","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-06 19:30:14-03","UFES","VIES","25897","S","Plantae",NA,NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.",NA,"Assis, A.M.; Freitas, J.","3421","2012","09","30",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Quadrado.","-39.801944","-18.668611",NA,NA,"VIES025897","VIES025897",NA,"20","20",NA,NA,NA,NA,"39º48'7''W","18º40'7''S",NA,NA,NA,NA,NA,NA
"45","2020-04-27 16:11:24-03","UFES","VIES","46174","S","Plantae",NA,NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Valadares, R.T.","Firmino, A.D.; Penha, J.S.; Xavier, B.L.","1440","2019","10","24",NA,"Brasil","Espírito Santo","Linhares","Cacimbas, ponto de amostragem 6.","-39.738056","-19.479167",NA,NA,"VIES046174","VIES046174",NA,"14","14",NA,"2020","01","16","39º44'17''W","19º28'45''S",NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:43:17-03","MBM","MBM","111898","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Muell. Arg.","Kirkbride, J.H.","Martinelli, G.; et al.; et al.","10142",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Magé","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,"MBM111898","MBM111898","20531",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-01 15:33:10-03","PUC-RIO","FCAB","7538","PreservedSpecimen","Plantae",NA,"Angiospermae","Rubiaceae","Faramea","pachyantha","Faramea pachyantha","Müll.Arg.","Mario Gomes","Haroldo C. de Lima; J.M.A. Braga; L.J.T. Cardoso; C. de Carvalho; W. da Silva","8370","2016","11","02",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá. Tinguá, Estrada do Comércio, a 3,4 km após o entroncamento para a Sede da Rebio, Três Voltas.","-43.462222","-22.576389",NA,"Árvore com 5-6 m de altura. Tronco com casca lisa e pardacenta. Inflorescência com raque alvo-esverdeado, flores com cálice alvo-esverdeado e corola alva, levemente arroxeada. Frequente. Foto HCL.; Mata de encosta.","FCAB007538",NA,NA,"590","590",NA,"2016","12","05","-43.462222","-22.576389",NA,NA,NA,NA,NA,NA
