"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","minimumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","typeStatus","fieldNumber","individualCount"
"51","2021-02-11 17:19:44-03","UFPR","UPCB","67497","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.","Camargo, E.","83","2007","03","12",NA,"Brasil","Paraná","Curitiba","UFPR, Centro Politécnico.","-49.2731018066406","-25.4277992248535",NA,"Arbusto 1,5m, pétalas e estames alvos. Beira de trilha..","UPCB0013636","UPCB0013636","25180",NA,"auto","2007","03",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-11 17:19:44-03","UFPR","UPCB","67809","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.","Camargo, E.","155","2007","11","21",NA,"Brasil","Paraná","Curitiba","UFPR, Centro Politécnico.","-49.2731018066406","-25.4277992248535",NA,"Arbusto 1,5 m, pétalas e estames alvos..","UPCB0013633","UPCB0013633","25180",NA,"auto","2007","11",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-11 17:19:44-03","UFPR","UPCB","44755","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Caxambú, M.G.",NA,"2001","11","14",NA,"Brasil","Paraná","Curitiba","UFPR, Centro Politécnico, atrás do Biotério","-49.2731018066406","-25.4277992248535",NA,"Pétalas e estames brancos..","UPCB0013638","UPCB0013638","25180",NA,"auto","2001","11","14",NA,NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:19:44-03","UFPR","UPCB","59987","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Goldenberg, R.","879","2007","04","19",NA,"Brasil","Paraná","Curitiba","UFPR, Centro Politécnico, Mata Viva","-49.2731018066406","-25.4277992248535",NA,"Arbusto 0,5m, flores com pétalas e estames brancos..","UPCB0013641","UPCB0013641","25180",NA,"auto","2007","01","01",NA,NA,NA,NA,NA,NA,NA
"55","2019-06-24 11:48:00-03","MO","MOBOT","101137789","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","fide Michelangeli et al.","Auguste F.M. Glaziou","Glaziou 8694",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"without locality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,"1"
"56","2010-05-13 21:37:00-03","MO","MOBOT","3219848","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","R. Goldenberg","Gert G. Hatschbach|Rodolphe E. Spichiger|Armando C. Cervi|Pierre A. Loizeau","Hatschbach 68706","1998",NA,NA,"South America","Brazil","Paraná",NA,"Rod. BR-280, 10km NO de Horizonte (Mun. Palmas). Campo, borda de capão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2009-07-17 07:39:00-03","MO","MOBOT","3224748","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.",NA,"Émile Hassler","Hassler 6583",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2018-04-26 13:21:00-03","MO","MOBOT","101041857","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","M. Reginato","Marcelo Reginato|et al.","Reginato 1450","2013","2","10","South America","Brazil","Rio de Janeiro","Itatiaia","P.N. do Itatiaia, Agulhas Negras. -22.385714, -44.62904.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"19648",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"59","2019-06-24 11:43:00-03","MO","MOBOT","101137787","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","leaeichleri","Miconia leaeichleri","R. Goldenb.","fide Michelangeli et al.","Auguste F.M. Glaziou","Glaziou 6532","1873","1","23","South America","Brazil","Minas Gerais",NA,"In campis ad Itatiaia, [G: Env. de Rio de Janeiro, 1876], [C: State of Rio de Janeiro, Itatiaia 23 Jan 1873]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,"1"
"60","2020-09-12 05:00:02-03","US","US","2648897","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.",NA,"G. Hatschbach","28580","1971","12","22","South America","Brazil","Paraná",NA,"Vila Higienópolis (mun. Curitiba).",NA,NA,NA,NA,"US02928984","US02928984_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"61","2020-09-12 05:00:02-03","US","US","2578068","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.",NA,"L. Dombrowski, Y. Saito & M. Pereira","1322/1138/362",NA,NA,NA,"South America","Brazil","Paraná",NA,"Campos do Capão da imbuia-Curitiba PR.",NA,NA,NA,NA,"US02928986","US02928986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"62","2020-09-12 05:00:02-03","US","US","2403704","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.",NA,"G. Hatschbach","3630","1956","12","16","South America","Brazil","Paraná",NA,"Mun S. Mateus do Sul. Rio Potinga.",NA,NA,NA,NA,"US02928989","US02928989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"63","2020-09-12 05:00:02-03","US","US","2578017","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.",NA,"L. Dombrowski, Y. Saito & M. Pereira","1322/1138/362",NA,NA,NA,"South America","Brazil","Paraná",NA,"Campos do Capão da Imbuia=Curitiba PR.",NA,NA,NA,NA,"US02928988","US02928988_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"64","2020-09-12 05:00:02-03","US","US","2557361","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.",NA,"G. Hatschbach","20658","1968","12","27","South America","Brazil","Paraná",NA,"Mun. Balsa Nova. Tamandua.",NA,NA,NA,NA,"US02928985","US02928985_01",NA,"1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","2576282A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.",NA,"G. Hatschbach","3630","1956","12","16","South America","Brazil","Paraná",NA,"Mun S. Mateus do Sul. Rio Potinga.",NA,NA,NA,NA,"US02928987","US02928987_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"66","2019-11-13 11:25:24-03","USP","SPF","153314","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R","Hatschbach, G","68706","1998","11","15",NA,"Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,"SPF00153314",NA,"46666",NA,"auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-25 13:52:36-03","UNIVILLE","JOI","9331","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","E. Camargo","Meyer, F.S.","451","2007","11","21",NA,"Brasil","Paraná","Curitiba","Reserva Biológica Mata Viba - Centro Politécnico UFPR.","-49.2731018066406","-25.4277992248535",NA,"; HABITAT: capão secundário; HABITO: arbusto; TIPO VEGETACIONAL: FOM","JOI009331",NA,"25180",NA,"auto","2008","01","21",NA,NA,NA,NA,NA,NA,NA
"68","2019-10-07 09:34:16-03","UEFS","HUEFS","172450","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.",NA,"Goldenberg, R.","879","2007","04","19",NA,"Brasil","Paraná","Curitiba","UFPR, Centro Politécnico.","-49.2731018066406","-25.4277992248535",NA,"Mata viva.","HUEFS0172450","HUEFS0172450","25180",NA,"auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"69","2021-02-23 13:22:45-03","MN","R-TIPOS","10010","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichlerii","Leandra eichlerii","Cogn.",NA,"Glaziou, A.F.M.","6532","1873","01","23",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"R000010010","R000010010_001","19648",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Isosyntypus",NA,NA
"70","2021-02-23 13:22:45-03","MN","R-TIPOS","10110","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichlerii","Leandra eichlerii","Cogn.",NA,"Glaziou, A.F.M.","8694","1876","11","21",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"R000010110","R000010110_001","19648",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Isosyntypus",NA,NA
"71","2021-02-08 12:43:33-03","UFRGS","ICN","201961","S","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Reginato, M","Nunes, D; Guimarães, PJF; Gouvêa, GTF; Silva, TF","211","2019","11","26","América do Sul","Brasil","RJ","Resende","PARNA do Itatiaia. Na trilha para Prateleiras.","-44.671667","-22.390556",NA,"Doação Herbário RB; Arbusto prostrada. 0,3m de altura. Espécime ruícola, coberto por tricomas. Folhas verdes-lustrosas, discolores, membranáceas. pétalas brancas e apresentando nuance róseo-claro. Filetes brancos, Estilete róseo com ápice branco.; Ca",NA,NA,NA,"2364",NA,"2019","12","04","-44.671667","-22.390556","2364",NA,NA,NA,NA
"72","2014-09-23 10:58:41-03","G","G","G00353614","S","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Martin, C. & G. Cremers","Glaziou, A. F. M.","6532","1876",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00353614",NA,NA,NA,NA,"2005","01","01","-42.9125","-22.48222222",NA,NA,"ISOSYNTYPUS of Leandra eichleri Cogn.",NA,NA
