"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","354803","PreservedSpecimen","Plantae","Lauraceae","Aiouea","elliptica","Aiouea elliptica","Meisn.","L. Riedel","1821","11",NA,"Brazil",NA,NA,"In sylvis umbrosis prope Castal novo.",NA,NA,NA,NA,"NY00354803","NY00354803_01",NA,NA,NA,NA,"494",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313023' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","isotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00894257","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","S. G. da Fonsêca","1968","10","09","Brazil","Mato Grosso","Ribeirão Cascalheira","Arredores do Acampamento da Expediçao inglêsa","-51.875","-12.906389",NA,NA,"NY00894257","NY00894257_01","S. S. Renner",NA,NA,NA,"1284",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983318' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","459694","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","Victorio","1930","07","18","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Mata do Horto Florestal","-43.2075","-22.9031",NA,NA,"NY00459694","NY00459694_01","I. de Vattimo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429272' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1039189","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","H. C. de Lima","1991","11","20","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Margens do rio Paraíso. Próximo a reserva da CEDAE.","-42.883","-22.483",NA,NA,"NY01039189","NY01039189_01","A. Quinet",NA,NA,NA,"4314A",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482156' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","459697","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","G. G. Hatschbach","1968","01","11","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069",NA,NA,"NY00459697","NY00459697_01","S. F. Smith; L. B. Smith",NA,NA,NA,"18268",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429263' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","469313","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","S. C. de Sant'Ana","1991","12","12","Brazil","Bahia","Porto Seguro","Ca. 6-7km na estr. que liga Arraial D'Ajuda a Trancoso","-39.0916","-16.5555",NA,NA,"NY00469313",NA,"H. H. van der Werff",NA,NA,NA,"73",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429277' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","459698","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","J. E. Leite","1941","01",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Vicinity of Sao Leopoldo","-51.143791","-29.75136",NA,NA,"NY00459698","NY00459698_01","C. K. Allen",NA,NA,NA,"152",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429264' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00459703","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","C. A. Cid Ferreira","1985","09","17","Brazil","Mato Grosso","Nobres","BR 163, Rod. Cuiaba-Sinop a 145 km ao S de Sinop. Prox. a Lucas do Rio Verde","-55.92","-13.08",NA,NA,"NY00459703","NY00459703_01","F. G. Lorea-Hernández",NA,NA,NA,"6081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429273' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","354813","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Ad viam inter Joze Diaz et Mandiocca.",NA,NA,NA,NA,"NY00354813","NY00354813_01",NA,NA,NA,NA,"s.n.",NA,NA,"1/24 Com. ex Hb. Imp. Horti. Petrop. 1859 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429275' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","isotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","459695","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","E. Pereira","1969","02","24","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Turnaes da Tijuca","-43.2075","-22.9031",NA,NA,"NY00459695","NY00459695_01","I. de Vattimo",NA,NA,NA,"4506",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429269' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00894256","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","G. C. G. Argent","1968","09","10","Brazil","Mato Grosso",NA,"Base Camp (Brejo plot II, tree 216).","-51.77","-12.82",NA,NA,"NY00894256","NY00894256_01","S. S. Renner",NA,NA,NA,"6901",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983313' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","459692","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","A. P. Duarte","1959","03","11","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Alto da Gavea, vertente para Rocinha","-43.2075","-22.9031",NA,NA,"NY00459692","NY00459692_01","I. de Vattimo",NA,NA,NA,"4625",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429268' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00894281","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","G. C. G. Argent","1968","09","10","Brazil","Mato Grosso",NA,"Base Camp (Brejo plot II, tree 216).","-51.77","-12.82",NA,NA,"NY00894281","NY00894281_01","S. S. Renner",NA,NA,NA,"6901",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983569' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00894254","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","G. T. Prance","1964","08","09","Brazil","Maranhão","Estreito","Road Carolina to Estreita, 2-15 km. From Estreita.","-47.4508","-6.5608",NA,NA,"NY00894254","NY00894254_01","S. S. Renner",NA,NA,NA,"58606",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983306' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00894255","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","G. T. Prance","1964","08","09","Brazil","Maranhão","Estreito","Road Carolina to Estreita, 2-15 km. From Estreita.","-47.4508","-6.5608",NA,NA,"NY00894255","NY00894255_01","S. S. Renner",NA,NA,NA,"58606",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983309' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","459700","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","R. Reitz","1960","03","17","Brazil","Santa Catarina","Sombrio","Pirao Frio, Sombrio","-49.6167","-29.1142",NA,NA,"NY00459700","NY00459700_01","I. de Vattimo",NA,NA,NA,"9581","10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429270' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","459701","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","A. F. M. Glaziou","1880","03","23","Brazil","Rio de Janeiro","Teresópolis",NA,"-42.9656","-22.4122",NA,NA,"NY00459701","NY00459701_01",NA,NA,NA,NA,"12123",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429278' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00894259","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","P. W. Richards","1968","08","12","Brazil","Mato Grosso",NA,"Expedition Base Camp: Near edge of SW. F. Plot 2.","-51.77","-12.82",NA,NA,"NY00894259","NY00894259_01","S. S. Renner",NA,NA,NA,"6649",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983350' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","459693","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","J. G. Kuhlmann","1940","02","29","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada da Gavea","-43.2075","-22.9031",NA,NA,"NY00459693","NY00459693_01","I. de Vattimo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429271' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","459699","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","R. Reitz","1953","03","12","Brazil","Santa Catarina","Palhoça","Campo do Maciambu","-48.6678","-27.6456",NA,NA,"NY00459699","NY00459699_01","I. de Vattimo",NA,NA,NA,"442","2","2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429267' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","459696","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Mandioca","-43.184668","-22.564777",NA,NA,"NY00459696","NY00459696_01","J. G. Rohwer",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429266' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","459702","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","A. F. M. Glaziou","1880","03","23","Brazil","Rio de Janeiro","Teresópolis",NA,"-42.9656","-22.4122",NA,NA,"NY00459702","NY00459702_01",NA,NA,NA,NA,"12123",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429274' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1182016","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","J. Tweedie",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"NY01182016","NY01182016_01","A. J. G. H. Kostermans",NA,NA,NA,"s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391330' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","459704","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","C. R. Sperling","1982","06","07","Brazil","Pará",NA,"Serra dos Carajás. AMZA camp 3-Alfa","-50.55","-5.8",NA,NA,"NY00459704","NY00459704_01","H. H. van der Werff",NA,NA,NA,"5961","475","525","Wood Sample. Separate leaf sample for chemotaxonomy <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429265' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00894260","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","B. Maguire","1963","08","24","Brazil","Mato Grosso","Alto Araguaia","Along margin of Rio Araguaia, 1-10 km west of Alto Araguaia. Brasilia-Acre Highway. Head to Mato Grosso.","-53.2153","-17.3147",NA,NA,"NY00894260","NY00894260_01","F. G. Lorea-Hernández",NA,NA,NA,"56249",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983372' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00894258","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","G. Eiten","1968","10","09","Brazil","Mato Grosso","Barra do Garças","Serra do Roncador. 260 km along new road NNE of village of Xavantina. At Royal Society-Royal Geographic Society Base Camp.","-51.75","-12.85",NA,NA,"NY00894258","NY00894258_01","F. G. Lorea-Hernández",NA,NA,NA,"9186","450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983324' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-05-17 10:21:00-03","NY","NYBG","02681765","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna",NA,"S. J. da Silva Neto","1999","11","17","Brazil","Rio de Janeiro","Duque de Caxias","Trilha oa redor barragem, lado direito, interior de mata. Reserva da Petrobras","-42.266667","-22.55",NA,NA,"NY02681765","NY02681765_01",NA,NA,NA,NA,"1334",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2943377' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","126855","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna oblongifolia","Meisn.","A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Rio Janeiro","-43.448386","-22.913514",NA,NA,"NY00126855","NY00126855_01",NA,NA,NA,NA,"1071",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562052' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","type","South America","sheet","oblongifolia",NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 16:28:00-03","NY","NYBG","354896","PreservedSpecimen","Plantae","Lauraceae","Aydendron","tenellum","Aydendron tenellum",NA,"G. Gardner","1838","12",NA,"Brazil","Ceará",NA,"Barra do Jardim.",NA,NA,NA,NA,"NY00354896","NY00354896_01",NA,NA,NA,NA,"1990",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637244' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","isotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 16:28:00-03","NY","NYBG","354895","PreservedSpecimen","Plantae","Lauraceae","Aydendron","tenellum","Aydendron tenellum",NA,"G. Gardner","1838","12",NA,"Brazil","Ceará",NA,"Barra do Jardim.",NA,NA,NA,NA,"NY00354895","NY00354895_01",NA,NA,NA,NA,"1990",NA,NA,"Comm. am. Shuttleworth 1841. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637243' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","isotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:30:59-03","UFRJ","RFA","16230","PreservedSpecimen","Plantae","Lauraceae","Aiouea","elliptica","Aiouea elliptica","Meisn.","P. Occhioni","1974","12","00","Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, próximo Barreira do Soberbo","-42.9655990600586","-22.4122009277344",NA,NA,"RFA13908",NA,"Ida de Vattimo","1978","01","18","6615",NA,NA,"Arvoreta de 6 a 8 m de altura, flor esverdeada",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:20:05-03","UFRJ","RFA","12937","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","A.P. Duarte","1959","03","11","Brasil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista vertente para Rocinha","-43.2075004577637","-22.9027996063232",NA,NA,"RFA11969",NA,"E. Pereira","1961","06","13","4625",NA,NA,"Árvore de porte médio de 5 a 6 m de altura",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-13 09:20:05-03","UFRJ","RFA","7470","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","A.P. Duarte","1959","06","09","Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Covanca, Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,"RFA26977",NA,"I. de Vattimo","1962","11","10","4811",NA,NA,"Árvore de porte pequeno 6 - 8 m de altura. Folhas glaucas in vivo",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:30:59-03","UFRJ","RFA","24014","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","F. M. de B. Pereira; G. de Souza, J. A. F. Nogueira, M. R. Gomes, L. M. Gonçalves","2000","02","02","Brasil","Rio de Janeiro","Guapimirim","Fazendas Sendas de Propriedade das Organizações Sendas","-43.074167","-22.341111","43º4'27''W","22º20'28''S","RFA38423",NA,"Alexandre Quinet",NA,NA,NA,"35",NA,NA,"Trepadeira, 6m de altura, 3m de diametro, DAP 15 cm, ciófito, rara no local.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-13 09:20:05-03","UFRJ","RFA","25643","PreservedSpecimen","Plantae","Lauraceae","Aiouea","saligna","Aiouea saligna","Meisn.","F. M. B. Pereira","2000","10","27","Brasil","Rio de Janeiro","Guapimirim","Fazendas Sendas","-43.08","-22.680556","43º4'48''W","22º40'50''S","RFA38422",NA,"A. Quinet","2001","06","20","mai-47","3","3","Árvore, 6m de altura, 9cm de DAP, folha verde, flor branca, comum no local.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
