"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"49","2020-09-12 05:00:02-03","US","US","2025863","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","auritifolius","Senecio auritifolius","Cabrera",NA,"-. Tamandare, -- Brade & F. C. Hoehne","6564",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Itatiaya, Est. Rio Jan.",NA,NA,"US01838720","US01838720_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"50","2020-09-12 05:00:02-03","US","US","2706148","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","grandis","Senecio grandis",NA,NA,"G. Hatschbach","19637",NA,NA,NA,"South America","Brazil","Paraná","Serra do Emboque (Mun. S. Jose dos Pinhaes)",NA,NA,"US01838801","US01838801_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"51","2020-09-12 05:00:02-03","US","US","1281066","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","grandis","Senecio grandis",NA,NA,"P. K. Dusén","12197","1911","9","13","South America","Brazil","Paraná","Carvalho, Caigerava [interpreted]",NA,NA,"US01838803","US01838803_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"52","2020-09-12 05:00:02-03","US","US","2706149","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","grandis","Senecio grandis",NA,NA,"G. Hatschbach","19637",NA,NA,NA,"South America","Brazil","Paraná","Serra do Emboque (Mun. S. Jose dos Pinhaes)",NA,NA,"US01838802","US01838802_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"53","2019-09-04 19:34:48-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Senecio","grandis","Senecio grandis",NA,NA,"G. Gardner","4939","1842",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"54","2016-08-23 10:58:54-03","NHMLondon","NHM-LONDON-BOT","BM001124996","S","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Aristônio M. Teles; Universidade Federal de Goiás; A.M.Teles","George Gardner; b.1812; d.1849; Gardner","4939","1840","08",NA,NA,"Brasil","Minas Gerais",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/c651386344fee7def6cf4a5dbf2aac3e1a8b4161/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"-43.426","-19.005",NA,NA,NA,NA,NA,"2013","05","24","-43.426","-19.005",NA,NA,NA,NA,"Type","NHMUK:ecatalogue:2801722"
"55","2020-11-12 16:58:29-03","UEL","FUEL","31","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Cabrera, AL","Hatschbach, G","19637",NA,NA,NA,NA,"Brasil","Paraná","Serra do Emboque",NA,NA,NA,NA,"São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Sello, HL","961",NA,NA,NA,NA,"?",NA,"Praeterea.",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Sello, HL","966",NA,NA,NA,NA,"?",NA,"praeterea",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Sello, HL","966",NA,NA,NA,NA,"?",NA,"Praeterea.",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Riedel, L","434",NA,NA,NA,NA,"?",NA,"praeterea",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Sello, HL","1238",NA,NA,NA,NA,"?",NA,"Praeterea.",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Glaziou, AFM","7728",NA,NA,NA,"Southern America","Brazil",NA,"in Serra de Itatiaia",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Glaziou, AFM","6581",NA,NA,NA,"Southern America","Brazil",NA,"in Serra de Itatiaia",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Riedel, L","434",NA,NA,NA,NA,"?",NA,"Praeterea.",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Sello, HL","1238",NA,NA,NA,NA,"?",NA,"praeterea",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Sello, HL","961",NA,NA,NA,NA,"?",NA,"praeterea",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:08:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Gardner, G","6939",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in prov. Minas Geraes, in silvis ad Conceição",NA,NA,NA,"P06P3N0083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2014-09-23 10:56:53-03","G","G","G00356016","S","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","?","Gardner, G.","4939","1842",NA,"00","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00356016",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,NA,NA,NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,"TYPUS of Senecio grandis Gardner",NA
