"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount","fieldNumber","relatedCatalogItem"
"22","2019-08-15 09:04:18-03","UESC","UESC","15645","S","Plantae","Angiospermae","Florideophycidae","Sapotaceae","Manilkara","maxima","Manilkara maxima","Pennington",NA,"Vivas, C.V.","2",NA,"Brasil","Bahia","Una",NA,"-39.068611","-15.187778",NA,"Floresta Ombrófila.; Árvore, cerca de 25 metros de altura.; 58,2 cm de DAP e látex branco.","UESC0015645",NA,"2010","06","11","81","81",NA,NA,NA,NA,NA,"39W4'7''","15S11'16''","Dicotyledoneae",NA,NA,NA,NA
"23","2019-08-15 09:04:18-03","UESC","UESC","13887","S","Plantae","Angiospermae","Florideophycidae","Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,NA,"Paixão, J.L.,","1524",NA,"Brasil","Bahia","Una",NA,"-39.084722","-15.152778",NA,"Árvores, ca.20m de alt.","UESC0013887",NA,"2007","05","03",NA,NA,NA,NA,NA,NA,NA,"39W5'5''","15S9'10''","Dicotyledoneae",NA,NA,NA,NA
"24","2019-08-15 09:04:18-03","UESC","UESC","15668","S","Plantae","Angiospermae","Florideophycidae","Sapotaceae","Manilkara","maxima","Manilkara maxima","Pennington",NA,"Vivas, C.V.","162",NA,"Brasil","Bahia","Itacaré",NA,"-39.065833","-14.354167",NA,"Floresta Ombrófila.; Árvore, cerca de 25 metros de altura.; 39,2 cm de DAP e látex branco.","UESC0015668",NA,"2011","02","16","107","107",NA,NA,NA,NA,NA,"39W3'57''","14S21'15''","Dicotyledoneae",NA,NA,NA,NA
"25","2019-08-15 09:04:18-03","UESC","UESC","23941","S","Plantae","Angiospermae","Florideophycidae","Sapotaceae","Manilkara","maxima","Manilkara maxima","Pennington",NA,"Vivas, C.V.","154",NA,"Brasil","Bahia","Una",NA,"-39.065","-15.190833",NA,"Árvore.; Látex branco.","UESC0023941",NA,"2010","12","16","94","94",NA,NA,NA,NA,NA,"39W3'54''","15S11'27''","Dicotyledoneae",NA,NA,NA,NA
"26","2019-08-15 09:04:18-03","UESC","UESC","23244","S","Plantae","Angiospermae","Florideophycidae","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.",NA,"Barreto, R.M.F.","18",NA,"Brasil","Bahia","Una",NA,"-39.036389","-15.18",NA,"Árvore, altura 21,03 m, DAP 38,20 cm.; Látex. X8.","UESC0023244",NA,"2006","02","27",NA,NA,NA,NA,NA,NA,NA,"39W2'11''","15S10'48''","Dicotyledoneae",NA,NA,NA,NA
"27","2019-08-15 09:04:18-03","UESC","UESC","16158","S","Plantae","Angiospermae","Florideophycidae","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.",NA,"N.A.Sousa,","34",NA,"Brasil","Bahia","Itacaré",NA,"-39.028611","-14.325",NA,"Árvore, cerca de 8-9m de altura.; Material Vegetativo. Presença de látex.","UESC0016158",NA,"2013","02","08",NA,NA,NA,NA,NA,NA,NA,"39W1'43''","14S19'30''","Dicotyledoneae",NA,NA,NA,NA
"28","2019-08-15 09:04:18-03","UESC","UESC","12279","S","Plantae","Angiospermae","Florideophycidae","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.",NA,NA,"571",NA,"Brasil","Bahia","Itacaré",NA,"-39.036111","-14.335",NA,"Mata Ombrófila.; Árvore.; DAP 17 cm. Nome vulgar: Massaranduba.","UESC0012279",NA,"2006","10","21","49","49",NA,NA,NA,NA,NA,"39W2'10''","14S20'6''","Dicotyledoneae",NA,NA,NA,NA
"29","2020-10-01 14:16:28-03","JBB","HEPH","33323","S","Plantae","Dicotyledon","Ericales","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.","Damasceno, SA","Damasceno, SA","23","Southern America","Brasil","Sergipe","Japaratuba","Povoado Bonito","-36.94","-10.593333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","02","04",NA,NA,"-36.94","-10.593333",NA,NA,NA,NA,NA
"30","2011-02-25 09:34:00-03","MO","MOBOT","3347273","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.","T.D. Pennington","Jomar G. Jardim|et al.","Jardim 04","South America","Brazil","Bahia",NA,"Mpio de Una, Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana.","-39.08333","-15.15",NA,NA,NA,NA,"1993","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","1967448","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.","T.D. Pennington","R.S. Pinheiro","Pinheiro 1848","South America","Brazil",NA,NA,"BA. Rod Camamu a Ibirapitanga.",NA,NA,NA,NA,NA,NA,"1972","7","3","20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"32","2020-03-28 16:53:00-03","MO","MOBOT","3378675","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.","T.D.Pennington","R.S. Pinheiro","Pinheiro 1561","South America","Brazil","Bahia",NA,"Ba. unex Olivenca.",NA,NA,NA,NA,NA,NA,"1971","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2014-09-17 05:30:00-03","MO","MOBOT","3396537","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.",NA,"Sérgio C. de Sant'Ana","Sant'Ana 670","South America","Brazil","Bahia",NA,"Mun. de Una. Reserva Biológica do Mico-leao (IBAMA). Entrando km 46 da rod. BA-001 Ilhéus/Una. Trilha paralela à área de cacau cabruca, vizingo a reserva. REGIAO DE MATA HIGRÓFILA SUL BAIANA.","-39.08333","-15.15",NA,NA,NA,NA,"1998","9","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-04 10:30:15-03","UFRPE","HST","4058","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.","E.B.Almeida Jr.","D.P.Lima","13106",NA,"Brasil","Bahia","Ilhéus","Mata da Fazenda Ipiranga","-39.0494003295898","-14.7889003753662",NA,"Árvore ca. 9 m alt. e 30 cm de diâmetro; com látex em grande quantidade; flores cor de gelo, quase sem perfume; frutos comestíveis.","HST004058",NA,"1972","10","26",NA,NA,"2007","08","10","61245","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-02-04 10:30:15-03","UFRPE","HST","3072","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.","A.M.Miranda","M.T.Monteiro","23088",NA,"Brasil","Bahia","Una","Fazenda Alagoinhas","-39.0752983093262","-15.2932996749878",NA,"Flores alvas, mais ou menos grandes, sem perfume.","HST003072",NA,"1969","09","23",NA,NA,"2019","10","10","36070","auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-02-04 10:30:15-03","UFRPE","HST","3671","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.","R.G.Barbosa-Silva","D.P.Lima","12700",NA,"Brasil","Bahia","Una","Mata da Fazenda Cabana da Serra","-39.0752983093262","-15.2932996749878",NA,"Árvore ca. 9 m alt. e 45 cm de diâmetro; látex em quantidade; flores esbranquiçadas.","HST003671",NA,"1971","09","18",NA,NA,"2016","11",NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 11:52:06-03","UFPE","UFP","69098","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.","Araújo, AA","Vivas, CV; Paixão, JL; Moraes, RCS; Tarazi, R","2",NA,"Brasil","Bahia","Itacaré",NA,"-39.602778","-14.354167",NA,"Árvore folhas dsicolores com face abaxial com tricomas amarronzados e adaxial verde-brilhante botões amarronzados, folhas com étalas brancas e sépalas amarronzadas, estames amarelos cerca de 25 metros de altura. 58,2 cm de DAP e látex","UFP069098",NA,"2010","06","11","107","107","2011","07","18",NA,NA,"-39.602778","-14.354167",NA,NA,NA,NA,NA
"38","2021-03-01 11:52:06-03","UFPE","UFP","69039","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.",NA,"Sambuichi, R","563",NA,"Brasil","Bahia","Itacaré",NA,"-39.036389","-14.335278",NA,"Árvore. DAP 39,3 cm. Indivíduo 352 B.; Floresta Igrófila.","UFP069039",NA,"2006","05","11",NA,NA,NA,NA,NA,NA,NA,"-39.036389","-14.335278",NA,NA,NA,NA,NA
"39","2021-03-01 11:52:06-03","UFPE","UFP","69028","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.","Araújo, AA","Vivas, CV; Paixão, JL; Tarazi, R","203",NA,"Brasil","Bahia","Ilhéus",NA,"-39.372222","-14.971944",NA,"Árvore cerca de 15 metros de altura folhas discolores com face abaxial com tricomas amarronzados e adaxial verde-brilhante. 25,5 cm de DAP e látex branco.; Restinga.","UFP069028",NA,"2011","06","07","71","71","2011","07","18",NA,NA,"-39.372222","-14.971944",NA,NA,NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","2655507","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.",NA,"R. Fróes","2000","South America - Neotropics","Brazil","Bahia","Olivença","Mun. Olivença, Lowland, Hemulindo, Municipality Olivença, road to Olivença",NA,NA,NA,NA,"US02706768","US02706768_01","1943","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"41","2020-09-12 05:00:02-03","US","US","2862992","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.",NA,"G. G. Bondar","5","South America - Neotropics","Brazil","Bahia",NA,"Itacare, southern State of Bahia",NA,NA,NA,NA,"US02706769","US02706769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"42","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D. Penn.",NA,"R. Fróes","2000","South America - Neotropics","Brazil","Bahia","Olivença","Mun. Olivença, Lowland, Hemulindo, Municipality Olivença, road to Olivença",NA,NA,NA,NA,NA,NA,"1943","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"43","2019-11-13 11:31:45-03","USP","SPF","177342","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.","Almeida Jr, EB","Jardim, JG","4",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-leão","-39.083333","-15.15",NA,NA,"SPF00177342",NA,"1993","01","07",NA,NA,"2007","11",NA,NA,NA,"-39.083333","-15.15",NA,NA,NA,NA,NA
"44","2019-11-13 11:31:45-03","USP","SPF","177353","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.","Almeida Jr, EB","Sant'Ana, S","884",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-leão","-39.083333","-15.15",NA,NA,"SPF00177353",NA,"2000","06","01",NA,NA,"2007","11",NA,NA,NA,"-39.083333","-15.15",NA,NA,NA,NA,NA
"45","2019-11-13 11:31:45-03","USP","SPF","229543","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.","Almeida Jr, EB","Jardim, JG","4",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-leão","-39.083333","-15.15",NA,NA,"SPF00229543",NA,"1993","01","07",NA,NA,"2007","11",NA,NA,NA,"-39.083333","-15.15",NA,NA,NA,NA,NA
"46","2019-10-07 09:12:56-03","UEFS","HUEFS","187255","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.",NA,"Lorenzi, H.","6325",NA,"Brasil","Bahia","Una","Coletado na BA 001, cerca de 1 Km depois da Reserva Biológica de Una, sentido Olivença, em área de mata de tabuleiro.","-39.0752983093262","-15.2932996749878",NA,NA,"HUEFS0187255","HUEFS0187255","2007","06","30",NA,NA,NA,NA,NA,"36070","auto",NA,NA,"Asteranae",NA,NA,NA,NA
"47","2019-10-07 09:12:56-03","UEFS","HUEFS","127452","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.","E.B.Almeida Jr.","Menezes, C.M.","339",NA,"Brasil","Bahia","Mata de São João","RPPN - Dunas de Santo Antônio.","-38.2991981506348","-12.5303001403809",NA,"Restinga. Mata alagável.","HUEFS0127452","HUEFS0127452","2006","01","25",NA,NA,"2009","09",NA,"47329","auto",NA,NA,"Asteranae",NA,NA,NA,NA
"48","2019-10-07 09:12:56-03","UEFS","HUEFS","188461","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.",NA,"Matos, E.N.de","3360",NA,"Brasil","Bahia","Una","Fazenda Bolandeira","-39.096111","-15.387222",NA,NA,"HUEFS0188461","HUEFS0188461","2011","10","21",NA,NA,NA,NA,NA,NA,NA,"39W5'46''","15S23'14''","Asteranae",NA,NA,NA,NA
