"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","1017230","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","aggregata","Eugenia aggregata","(Velloso) Kiaersk.","C. M. D. E. Legrand","C. Angeli","277","1961","09","18","Brazil","Rio de Janeiro",NA,"Guanabara, Estr. da Vista Chinesa, entre km 1 e 2.","-43.275451","-22.974055",NA,NA,NA,NA,"NY01017230","NY01017230_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202213' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1017232","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","aggregata","Eugenia aggregata","(Velloso) Kiaersk.",NA,"A. F. M. Glaziou","9440",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NY01017232","NY01017232_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202227' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1017234","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","aggregata","Eugenia aggregata","(Velloso) Kiaersk.","D. Martins","D. Martins","42","1982","11","10","Brazil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista, Estrada da Vista Chinesa, entre km 1 e 2.","-43.275451","-22.974055",NA,NA,NA,NA,"NY01017234","NY01017234_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202230' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1017235","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","aggregata","Eugenia aggregata","(Velloso) Kiaersk.","C. M. D. E. Legrand","R. Reitz","6131","1958","12","30","Brazil","Santa Catarina","Rio do Sul","Matador.","-49.6431","-27.2144",NA,NA,"350","350","NY01017235","NY01017235_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202232' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1017231","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","aggregata","Eugenia aggregata","(Velloso) Kiaersk.",NA,"A. F. M. Glaziou","9440",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NY01017231","NY01017231_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202224' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1017233","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","aggregata","Eugenia aggregata","(Velloso) Kiaersk.","D. Martins","D. Martins","s.n.","1982","10","27","Brazil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista, Estrada da Vista Chinesa.","-43.257166","-22.971675",NA,NA,NA,NA,"NY01017233","NY01017233_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202229' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00907421","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","M. Sobral","E. P. Heringer","9087/1281","1963","01","01","Brazil","Distrito Federal","Brasília","Plano Piloto, cemitério sul","-47.9294","-15.7797",NA,NA,NA,NA,"NY00907421","NY00907421_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985765' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-01-12 11:10:00-02","NY","NYBG","00907453","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina",NA,"F. F. Mazine","E. P. Heringer","2020","1979","09","20","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9294","-15.7797",NA,NA,NA,NA,"NY00907453","NY00907453_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985814' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00981042","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.",NA,"E. P. Heringer","667","1978","10","11","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Dentro da Reserva","-47.9294","-15.7797",NA,NA,NA,NA,"NY00981042","NY00981042_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097115' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00907491","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","F. F. Mazine","R. C. de Mendonça","151","1980","08","26","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (FAL), Campo Experimental da Universidade de Brasilia, córrego da Onça, Brasilia","-47.9","-15.95",NA,NA,"1070","1070","NY00907491","NY00907491_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985884' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00981041","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","C. M. D. E. Legrand","E. P. Heringer","8978","1962","09","20","Brazil","Distrito Federal","Brasília","Parque do Guará, Fundação Zoobotânica","-47.9294","-15.7797",NA,NA,NA,NA,"NY00981041","NY00981041_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097114' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00907497","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","M. Sobral","L. Duarte","91","1962","09","07","Brazil","Distrito Federal","Brasília","Fercal","-47.9294","-15.7797",NA,NA,NA,NA,"NY00907497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985918' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1183715","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","S. F. Smith","M. C. D. Macedo","5867","2003","11","09","Brazil","Minas Gerais","Tupaciguara",NA,"-48.7050018310547","-18.5921993255615",NA,NA,NA,NA,"NY01183715","NY01183715_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452636' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales","41604","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00907306","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","C. M. D. E. Legrand","H. S. Irwin","5456","1964","08","22","Brazil","Minas Gerais","Burití","Minas Gerais - Goiás boundary, ca. 175 km. E. to Fazenda Furquilha Nova, ca. 200 km E. of Brasília. (Prop. Sr. Edson Portillo)","-46.4302","-15.6171",NA,NA,NA,NA,"NY00907306","NY00907306_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985315' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00907385","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","F. F. Mazine","G. G. Hatschbach","37751","1975","11","21","Brazil","Goiás","Jaraguá","Rod. Brasilia-Belem","-49.3342","-15.7569",NA,NA,NA,NA,"NY00907385","NY00907385_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985467' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00981020","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","G. M. Barroso","E. P. Heringer","9803","1964","09","08","Brazil","Distrito Federal","Brasília","Fundação Zoobotânico","-47.9294","-15.7797",NA,NA,NA,NA,"NY00981020","NY00981020_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097113' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00981019","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","C. M. D. E. Legrand","H. S. Irwin","7553","1964","10","29","Brazil","Goiás","Caiapônia","Ca. 35 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.82","-17.22",NA,NA,"800","1000","NY00981019","NY00981019_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097112' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00981018","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","C. M. D. E. Legrand","H. S. Irwin","13953","1966","03","14","Brazil","Distrito Federal","Brasília","North end of Lagôa Paranoá","-47.87","-15.72",NA,NA,"975","975","NY00981018","NY00981018_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097111' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00981021","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.",NA,"E. P. Heringer","667","1978","10","11","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Dentro da Reserva","-47.9294","-15.7797",NA,NA,NA,NA,"NY00981021","NY00981021_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097116' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00907543","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","calycina","Eugenia calycina","Cambess.","F. F. Mazine","B. A. S. Pereira","809","1983","10","04","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, lado Leste da Reserva","-47.9294","-15.7797",NA,NA,NA,NA,"NY00907543","NY00907543_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986094' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1017306","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,"R. Reitz","3153","1949","11","02","Brazil","Santa Catarina","Brusque","Azambuja.","-48.910147","-27.126635",NA,NA,"50","50","NY01017306","NY01017306_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204179' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","594853","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","M. Sugiyama","A. S. Pires","3331","1946","09","27","Brazil","São Paulo",NA,"Bragança, Sete Pontes, sitio do Sr. J. Calegare",NA,NA,NA,NA,NA,NA,"NY00594853","NY00594853_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479264' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00935883","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","F. F. Mazine","E. M. Nic Lughadha","223","1999","02","25","Brazil","Minas Gerais","Santa Bárbara do Monte Verde","Fazenda Cachoeira Alta. Sopé da Serra Negra (divisa com Lima Duarte). Entrada pela estrada de Conceiçao (1 km da Estrada Rio Preto-Lima Duarte, MG 353), via Três Cruzes. Ca. de 3 km de Três Cruzes","-43.8233","-21.967167",NA,NA,"940","940","NY00935883","NY00935883_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015260' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1017292","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,"R. Reitz","7261","1958","10","16","Brazil","Santa Catarina","Rio do Sul","Alto Matador","-49.563988","-27.247405",NA,NA,"800","800","NY01017292","NY01017292_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204154' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","558098","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","F. F. Mazine","K. Mizoguchi","695","1978","08","14","Brazil","São Paulo","Jandira","Near Oomoto-Aizendo","-46.9025","-23.5278",NA,NA,NA,NA,"NY00558098","NY00558098_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479662' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1017302","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,"G. G. Hatschbach","32835","1973","10","18","Brazil","Paraná",NA,"Manoel Ribas.",NA,NA,NA,NA,NA,NA,"NY01017302","NY01017302_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204172' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00981352","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,"A. A. A. Barbosa","273","1988","09","16","Brazil","Minas Gerais","Uberlândia","Reserva Ecológia do Panga, Uberlândia.","-48.2769","-18.9186",NA,NA,NA,NA,"NY00981352","NY00981352_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098174' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00981377","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","A. A. A. Barbosa","A. M. C. Carvalho","s.n.","1988","11","26","Brazil","Minas Gerais","Uberlândia","Reserva Ecológia do Panga, Uberlândia.","-48.2769","-18.9186",NA,NA,NA,NA,"NY00981377","NY00981377_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098180' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1017301","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,"G. G. Hatschbach","32553","1973","09","21","Brazil","Paraná","Sao Mateus do Sul","Tesoura.","-50.3828","-25.8744",NA,NA,NA,NA,"NY01017301","NY01017301_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204170' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00981376","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","A. A. A. Barbosa","A. A. A. Barbosa","315","1989","09","16","Brazil","Minas Gerais","Uberlândia","Reserva Ecológia do Panga, Uberlândia.","-48.2769","-18.9186",NA,NA,NA,NA,"NY00981376","NY00981376_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098176' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1017298","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,"R. M. Klein","8416","1969","10","18","Brazil","Santa Catarina","Itajaí","Morro da Cruz.","-48.6617","-26.9081",NA,NA,"150","150","NY01017298","NY01017298_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204164' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1017294","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,"R. Reitz","3752","1956","09","21","Brazil","Santa Catarina","Ibirama","Pasto.","-49.5178","-27.0569",NA,NA,"100","100","NY01017294","NY01017294_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204157' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1017293","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,"R. Reitz","7528","1958","10","25","Brazil","Santa Catarina","Lauro Muller","Pinhal da Companhia, Lauro Muller - Urussanga.","-49.3967","-28.3931",NA,NA,"300","300","NY01017293","NY01017293_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204155' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
