"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","class","relatedCatalogItem","sex"
"11","2020-12-20 21:15:53-03","UFV","VIC","2822","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Kuhlmann, J.G.","s.n.","1935","08","22",NA,"Brasil","Minas Gerais","Viçosa","E. S. A. V.","-42.8819007873535","-20.7539005279541",NA,NA,"VIC002822","VIC002822",NA,NA,"Esteves, R.L.","13937","auto","2004","07",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:15:53-03","UFV","VIC","43849","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Azevedo, I.F.P.","12","2012","09","24",NA,"Brasil","Minas Gerais","Viçosa","Estação de pesquisa treinamento e educação ambient, Trilha principal.","-42.8819007873535","-20.7539005279541",NA,"Erva ereta ou escandente, ca 1 m, ramos cilindricos lisos, folhas membranáceas margem serreada, capitulos homogamos flor alva.","VIC043849",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-20 21:15:53-03","UFV","VIC","29526","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob","Souza, P.B.; et al.","s.n.","2002","10","22",NA,"Brasil","Minas Gerais","Viçosa","Reserva Florestal Mata do Paraíso (RFMP), Mata do Paraíso. Início da trilha.","-42.8819007873535","-20.7539005279541",NA,"Herbácea; flores rosas.","VIC029526","VIC029526",NA,NA,"Nakajima, J.N.","13937","auto","2005","09","09",NA,NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:15:53-03","UFV","VIC","21117","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob","Ferreira, S.C.; Duarte, E.","42","2004","12","17",NA,"Brasil","Minas Gerais","Viçosa","EPTEA Mata do Paraíso, Mata do Paraíso. Próxima à sede em área aberta.","-42.8819007873535","-20.7539005279541",NA,"Erva, c.a. de 60 cm de altura; flores brancas a lilases.","VIC021117","VIC021117",NA,NA,"Nakajima, J.N.","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:15:53-03","UFV","VIC","31350","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob","Ferreira, S.C.; et al.","06","2004","09","29",NA,"Brasil","Minas Gerais","Viçosa","EPTEA Mata do Paraíso, Mata do Paraíso. Próximo à trilha principal em área aberta.","-42.8819007873535","-20.7539005279541",NA,"Planta herbácea com flores brancas e frutos presentes.","VIC031350","VIC031350",NA,NA,"Nakajima, J.N.","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:15:53-03","UFV","VIC","31351","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob","Ferreira, S.C.; et al.","09","2004","09","29",NA,"Brasil","Minas Gerais","Viçosa","EPTEA Mata do Paraíso, Mata do Paraíso. Trilha no interior da mata.","-42.8819007873535","-20.7539005279541",NA,"Erva, c.a. de 70 cm de altura; flores brancas.","VIC031351","VIC031351",NA,NA,"Nakajima, J.N.","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-20 21:15:53-03","UFV","VIC","43848","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Azevedo, I.F.P.","13","2012","10","24",NA,"Brasil","Minas Gerais","Viçosa","Estação de pesquisa treinamento e educação ambient, Trilha principal.","-42.8819007873535","-20.7539005279541",NA,"Erva ereta ou escandente, ca 1 m, ramos cilindricos lisos, folhas membranáceas margem serreada, capitulos homogamos flor alva.","VIC043848",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:15:53-03","UFV","VIC","21116","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob","Ferreira, S.C.; Godinho, M.","150","2005","07","28",NA,"Brasil","Minas Gerais","Viçosa","EPTEA Mata do Paraíso, Mata do Paraíso. Trilha do circuito das águas.","-42.8819007873535","-20.7539005279541",NA,"Erva escandente; flores brancas; ramos do estilete brancos; brácteas verdes. Visitantes: borboletas.","VIC021116","VIC021116",NA,NA,"Nakajima, J.N.","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-20 21:15:53-03","UFV","VIC","31352","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob","Ferreira, S.C.; Eleiter, M.","13","2004","10","01",NA,"Brasil","Minas Gerais","Viçosa","EPTEA Mata do Paraíso, Mata do Paraíso. Trilha no interior da mata.","-42.8819007873535","-20.7539005279541",NA,"Erva, c.a. de 60 cm de altura; flores brancas.","VIC031352","VIC031352",NA,NA,"Nakajima, J.N.","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:15:53-03","UFV","VIC","31353","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob","Ferreira, S.C.; Francino, D.M.T.","169","2005","08","25",NA,"Brasil","Minas Gerais","Viçosa","EPTEA Mata do Paraíso, Mata do Paraíso. Trilha principal.","-42.8819007873535","-20.7539005279541",NA,"Subarbusto, c.a. de 70 cm de altura; flores brancas; ramos do estilete brancos; brácteas verdes.","VIC031353","VIC031353",NA,NA,"Nakajima, J.N.","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:31:49-03","UFJF","CESJ","34769","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","L.F.A. Fazza; et al.","25","2001","09","26","América do Sul","Brasil","Minas Gerais","Coronel Pacheco","Fazenda do Continente","-43.2655982971191","-21.5877990722656",NA,"Cipó, coletado a ca. 2 m. Ráquis da inflorescência verde. Sépalas e pétalas verdes. Estames alvos. Interior de mata.","CESJ034769",NA,NA,NA,"R.L.Esteves","10350","auto","2004","06",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:24:13-03","UNICAMP","UEC","40853","S","Plantae","Magnoliopsida",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(A.DC.) R.M.King & H.Rob.","Webster, GL","25199","1984","08","13",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi.","-46.866667","-23.183333",NA,"Herb 0,5 m high, branches weak and sprawling, flowers white.; Humid forest near transition to semi-evergreen.","UEC120713","UEC120713","800","850","Esteves, RL",NA,NA,"2002","05","10","-46.866667","-23.183333",NA,NA,NA,NA,NA
"23","2021-03-01 16:24:13-03","UNICAMP","UEC","140389","S","Plantae","Magnoliopsida",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(A.DC.) R.M.King & H.Rob.","Moraes, MD; Berg, HS","758","2005","08","01",NA,"Brazil","Rio de Janeiro","Parati","9 km do distrito de Patrimônio para Ubatuba.","-44.7131004333496","-23.2178001403809",NA,"Subarbusto flores brancas.; Encosta rochosa, próxima à água.","UEC120711","UEC120711",NA,NA,"Moraes, MD","34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:24:13-03","UNICAMP","UEC","50271","S","Plantae","Magnoliopsida",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(A.DC.) R.M.King & H.Rob.","Lewinsohn, TM; Taveira, JC","20723","1988","09","05",NA,"Brazil","São Paulo","Jundiaí","SP-Jundiaí, SP.Serra do Japi Mirante, estrada para DAE.","-46.8800010681152","-23.1800003051758",NA,"Arbusto a 1 m.Flores creme.","UEC162140","UEC162140",NA,NA,"Esteves, R","17840","auto","2012","06",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:24:13-03","UNICAMP","UEC","067973","S","Plantae","Magnoliopsida",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(A.DC.) R.M.King & H.Rob.","Tamashiro, JY; Santos, FAM; Goldenberg, R; Belinello, R","516","1994","08","17",NA,"Brazil","São Paulo","Monteiro Lobato","Brasil, São Paulo, Monteiro Lobato, estrada Monteiro Lobato-Campos do Jordão.","-45.8400001525879","-22.9500007629395",NA,"Liana, flores brancas.","UEC162143","UEC162143",NA,NA,"Esteves, RL","18755","auto","2002","05","10",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:24:13-03","UNICAMP","UEC","1871","S","Plantae","Magnoliopsida",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(A.DC.) R.M.King & H.Rob.","Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","D59789","1976","08","21",NA,"Brazil","São Paulo","Ubatuba","Serra do Mar above Ubatuba.","-45.0699996948242","-23.4300003051758",NA,"0,5-1,0 m herb. Flowers white.; Edge of rain forest.","UEC120710","UEC120710","20","40","Esteves, RL","34265","auto","2002","05","10",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:24:13-03","UNICAMP","UEC","1870","S","Plantae","Magnoliopsida",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(A.DC.) R.M.King & H.Rob.","Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","D59761","1976","08","20",NA,"Brazil","São Paulo","Ubatuba","Serra do Mar above Ubatuba.","-45.0699996948242","-23.4300003051758",NA,"Flowers white.; Weedy bank of rain forest.","UEC120712","UEC120712","20","40","Esteves, RL","34265","auto","2002","05","10",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-21 19:32:54-03","UFC","EAC","16689","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Fernandes, A.","EAC16689","1989","07","15","Southern America","Brasil","Ceará","Baturité","Serra de Baturité","-38.8847007751465","-4.32860994338989",NA,"Arbusto, flor alva","EAC0016689","EAC0016689",NA,NA,"Roque, N.","35980","auto","2016","11",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-21 19:32:54-03","UFC","EAC","10038","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Fernandes, A.; Del'Arco, M.R.","EAC10038","1981","04","16","Southern America","Brasil","Piauí","Ribeiro Gonçalves","Estação Ecológica de Uruçui-Una","-45.2421989440918","-7.55833005905151",NA,"Subarbusto, flor alva","EAC0010038","EAC0010038",NA,NA,"Roque, N.","121004","auto","2016","11",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-21 19:32:54-03","UFC","EAC","37998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Grillo, A.A.; Oliveira, M.","1054","2002","09","09","Southern America","Brasil","Alagoas","Ibateguara","Coimbra.","-35.9393997192383","-8.97249984741211",NA,"Subarbusto, 0,30m;caule verde-vináceo;pêlos alvos;inflorescência branco-lilás.","EAC0037998","EAC0037998",NA,NA,"Roque, N.","16798","auto","2016","11",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:15:55-03","MBM","MBM","76195","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King. & H. Rob.","Hatschbach, G.; et al.; et al.","45165","1982","07","21","Southern America","Brazil","Espírito Santo","Ibatiba","Rod. BR-262","-41.5106010437012","-20.2339000701904",NA,NA,"MBM076195","MBM076195",NA,NA,"Robinson, H.","18895","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:15:55-03","MBM","MBM","124786","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King. & H. Rob.","Solomon, J.C.","10333","1983","05","01","Southern America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"MBM124786","MBM124786",NA,NA,"Robinson, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:15:55-03","MBM","MBM","169190","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King. & H. Rob.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","61153","1994","10","08","Southern America","Brazil","Espírito Santo","Alfredo Chaves","São Bento de Urânia, rodovia para Castelinho","-40.749698638916","-20.6350002288818",NA,NA,"MBM169190",NA,NA,NA,"Robinson, H.","32447","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:15:55-03","MBM","MBM","142993","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King. & H. Rob.","Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","55312","1991","04","07","Southern America","Brazil","Santa Catarina","Lauro Müller","Rod. SC-438, Serra do Rio do Rastro","-49.3967018127441","-28.3927993774414",NA,NA,"MBM142993","MBM142993",NA,NA,"Robinson, H.","15992","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:32:57-03","UFMG","BHCB","22876","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Tameirão Neto, E; França, GS","85","1990","07","13","Southern America","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG.","-43.937801361084","-19.9207992553711",NA,"Mata. Herbáceo.",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-12-08 00:20:00-02","MO","MOBOT","100941781","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Johan F. Widgren","Widgren 187","1845",NA,NA,"South America","Brazil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,NA,"fide Harold Robinson","25710","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"37","2018-06-26 05:23:00-03","MO","MOBOT","100803684","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","W. Wayt Thomas|André M. Amorim|Jomar G. Jardim|Célia Leite|J. Lima da Paixão","Thomas 14062","2004","9","15","South America","Brazil","Bahia","Arataca","Serra das Lontras, 9.0 km WNW of Itatinguí on Fazenda road, then on trail over mountain ridge to Fazenda Cairo.","-39.3972222","-15.1980555",NA,NA,NA,NA,"530.00000000","630.00000000","fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"38","2016-12-07 18:12:00-02","MO","MOBOT","100941760","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","A.-C. Vauthier","Vauthier 259","1833",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1","Lectotype",NA,NA,NA
"39","2016-12-07 23:40:00-02","MO","MOBOT","100941771","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Romeu P. Belém","Belém 3873","1968","7","16","South America","Brazil","Bahia",NA,"Bahia-Espirito-Santo: Vale do Rio Mucuri, ao lado de Rodovia BR 101.",NA,NA,NA,NA,NA,NA,NA,NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"40","2016-12-07 23:45:00-02","MO","MOBOT","100941772","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","D. Grew","Grew 5642","1969","8","16","South America","Brazil","Espírito Santo",NA,"Macuco, Reserva de Scoratama, mata alagadica de palmetto",NA,NA,NA,NA,NA,NA,"70.00000000",NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"41","2016-12-08 00:07:00-02","MO","MOBOT","100941775","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Gert G. Hatschbach|O. V. Guimarães","Hatschbach 45185","1982","7","21","South America","Brazil","Espírito Santo",NA,"Rod. BR-262 (mun. Ihatiba",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"42","2016-12-08 00:07:00-02","MO","MOBOT","100941777","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Gert G. Hatschbach|O. V. Guimarães","Hatschbach 45185","1982","7","21","South America","Brazil","Espírito Santo",NA,"Rod. BR-262 (mun. Ihatiba",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"43","2016-12-08 00:12:00-02","MO","MOBOT","100941779","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Gert G. Hatschbach|Maria M. Hatschbach|Silva, Silvanna Manni B.","Hatschbach 61153","1994","10","8","South America","Brazil","Espírito Santo",NA,"Sao Bento de Uramia, rodvia para Castelinho (mun. Alfredo Chaves)",NA,NA,NA,NA,NA,NA,"900.00000000",NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"44","2016-12-08 00:16:00-02","MO","MOBOT","100941780","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","D.A. Folli","Folli 3203","1998","7","29","South America","Brazil","Espírito Santo",NA,"Reserva Florestal de Linhare, Linhares, km. 1.5, Aceiro com Ceolin, Vatzea periodicimente inundavel",NA,NA,NA,NA,NA,NA,NA,NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"45","2016-12-08 00:23:00-02","MO","MOBOT","100941782","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Anders F. Regnell","Regnell I 232","1862","7","18","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"46","2016-12-08 00:35:00-02","MO","MOBOT","100941788","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","MIERS","MIERS 3719",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"6.40080000",NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"47","2016-12-08 00:42:00-02","MO","MOBOT","100941792","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Mendes Magalhães","Magalhães 3304","1942","7","25","South America","Brazil","Minas Gerais",NA,"Mata, Serra do Curral, mun, de Belo Horizonte",NA,NA,NA,NA,NA,NA,NA,NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
