"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","typeStatus","coordinatePrecision","imagecode","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"22","2019-11-22 16:09:03-03","UEFS","HUEFS","253084","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Hiraea","bullata","Hiraea bullata","W.R.Anderson",NA,"Popovkin, A.V.","2118","2019","04","02",NA,"Brasil","Bahia","Entre Rios","Algodão","-37.966667","-12.166667","140","140",NA,"Mata ombrófila densa","HUEFS0253084",NA,NA,NA,NA,NA,"37W58'","12S10'",NA,NA,"Rosanae",NA,NA
"23","2019-10-07 09:32:02-03","UEFS","HUEFS","108940","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Hiraea","bullata","Hiraea bullata","W.R.Anderson","R.F.Almeida","Amorim, A.M.","4559","2004","12","21",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada. 13,7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel em direção à serra.","-39.202778","-14.770278","600","900",NA,NA,"HUEFS0108940",NA,NA,"HUEFS0108940",NA,"2015","39W12'10''","14S46'13''","09",NA,"Rosanae",NA,NA
"24","2020-07-23 12:11:37-03","CEPLAC","CEPEC","15586","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"W. R. Anderson","S. A. Mori","10852","1974","03","24",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Arredores da Estação Ecológica do Pau-brasil (ca. 17Km W Porto Seguro), estrada velha de Cabralia, 4-6Km a E sede da Estação.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,"Holótipo","49584",NA,"auto",NA,"0W0'0","0S0'0",NA,NA,NA,NA,"30/12/1993"
"25","2020-07-23 12:11:37-03","CEPLAC","CEPEC","119901","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"A. M. Amorim","Amorim, A. M.","4559","2004","12","21",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada. 13,7 Km de Barro Preto, na estrada que passa pela fazenda São Miguel em direção à serra.","-39.202778","-14.770278","600","600",NA,NA,NA,NA,NA,NA,NA,NA,"39W12'10","14s46'13",NA,NA,NA,NA,NA
"26","2020-07-23 12:11:37-03","CEPLAC","CEPEC","107321","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"A. M. Amorim","A. M. Amorim","4528","2004","12","13",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada 13,7Km de barro Preto, na estrada que passa pela Faz. São Miguel em direção a serra.","-39.202778","-14.770278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W12'10","14S46'13",NA,NA,NA,NA,"30/12/2005"
"27","2020-07-23 12:11:37-03","CEPLAC","CEPEC","117759","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"Sem Informação","Ferreira, F. M.","1422","2007","09","23",NA,"Brasil","Bahia","arataca","Serra do Peito-de-Moça - Serra das Lontras. Estrada Arataca-Una, ramal 22,4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA,NA,NA
"28","2020-07-23 12:11:37-03","CEPLAC","CEPEC","134340","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"Sem Informação","M.M. Coelho","443","2011","11","04",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, acesso pela Estação da EMBASA. Nova trilha próximo ao sítio do seu Domingos.","-39.603889","-14.7025",NA,NA,NA,"Foto.",NA,NA,NA,NA,NA,NA,"39W36'14","14S42'9",NA,NA,NA,NA,NA
"29","2020-07-23 12:11:37-03","CEPLAC","CEPEC","146172","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"R.F.Almeida","G.S. Siqueira","692",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-23 12:11:37-03","CEPLAC","CEPEC","52051","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"A. M. Amorim","A. M. de Carvalho","3561","1991","09","11",NA,"Brasil","Bahia","URUÇUCA","Distrito de Serra Grande. 7.3Km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,"30/12/1998"
"31","2020-07-23 12:11:37-03","CEPLAC","CEPEC","60853","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"A. M. Amorim","A. M. Amorim","1616","1994","03","30",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (REBIO). (IBAMA). Entrada Km 46 BA-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,"30/12/1995"
"32","2020-07-23 12:11:37-03","CEPLAC","CEPEC","57968","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"A. M. Amorim","O. J. Pereira","4269","1993","02","03",NA,"Brasil","Espírito Santo","CONCEIÇÃO DA BARRA","Area 126 da Aracruz Florestal.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,NA,"41644",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1996"
"33","2020-07-23 12:11:37-03","CEPLAC","CEPEC","102504","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"W. R. Anderson","G. L. Farias","82","1985","10","22",NA,"Brasil","Espírito Santo","LINHARES","Reserva Natural da CVRD. Estrada Mac. Pele de Sapo, Km 2,01.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Jarrinha",NA,NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"22/12/1998"
"34","2020-07-23 12:11:37-03","CEPLAC","CEPEC","101449","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata",NA,"W. R. Anderson","D. A. Folli","4098","2001","10","24",NA,"Brasil","Espírito Santo","LINHARES","Reserva Natural da CVRD. Estrada Municipal Canto Grande, Km 0,05.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Jarrinha",NA,NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"09/10/2002"
"35","2020-09-22 13:48:52-03","USP","SPFW","5943","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata","W.R.Anderson","A.M. Amorim","Pace, M.R. Amorim, A.M.; Gomes, L.C.J.; Halla Daneu, L.T.","351","2013","06","05",NA,"Brasil","Bahia","Barro Preto",NA,"-39.4714012145996","-14.809700012207",NA,NA,NA,NA,NA,NA,"17116",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 10:08:58-03","IBt","SP","386644","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata","W.R.Anderson","Almeida, RF","Amorim, AM; Jardim, JG; Sant'Ana, SC","4559","2004","12","21",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, 13,7 km de Barro Preto, na estrada que passa pela Faz. São Miguel em direção à serra","-39.202778","-14.770278","600","900",NA,NA,"SP019460",NA,NA,"SP019460",NA,"2012","-39.202778","-14.770278","09",NA,NA,NA,NA
"37","2019-11-21 10:08:58-03","IBt","SP","446511","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata","W.R.Anderson","Almeida, RF","Siqueira, GS","692","2011","12","09",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD, Estrada Jueirana facão","-40.086944","-19.1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","-40.086944","-19.1475","09",NA,NA,NA,NA
"38","2019-11-21 10:08:58-03","IBt","SP","332136","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata","W.R.Anderson","Almeida, RF","Farias, GL","82","1985","10","22",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Estrada Mac. Pele de Sapo, Km 2,01","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"SP019481",NA,"48094","SP019481","auto","2012",NA,NA,"09",NA,NA,NA,NA
"39","2019-11-21 10:08:58-03","IBt","SP","446518","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata","W.R.Anderson",NA,"Folli, DA","5902","2008","03","05",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD, estrada Jueirana facão","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:08:58-03","IBt","SP","363585","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","bullata","Hiraea bullata","W.R.Anderson","Almeida, RF","Folli, DA","4098","2001","10","24",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD, estrada municipal Canto Grande, Km 0,05","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"SP019470",NA,"48094",NA,"auto","2012",NA,NA,"09",NA,NA,NA,NA
