"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","sex"
"11","2019-08-27 13:28:59-03","IAP","PACA-AGP","71250","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp","S. Diesel",NA,"1987","10","21",NA,"Brasil","RS","Parobé","Santa Cristina do Pinhal","-50.8347015380859","-29.6285991668701",NA,NA,NA,"levantamento fitossociologico do Rio dos Sinos Habitat: mata nativa Ecossistema: Mata Atlântica","PACA071250",NA,"11610","auto","Magnoliatae","2018","02","26",NA,NA,NA,NA,NA
"12","2019-11-25 12:11:49-03","UFSM","SMDB","18284","S","Plantae",NA,NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Külkamp, J","148","2016","11","17",NA,"Brasil","Santa Catarina","Florianópolis","Bairro Tapera, Trilha do morro dos Naufragados","-48.5491981506348","-27.596700668335",NA,NA,NA,"27°47'59'' S, 48°33'53'' W . Alt: 50m&nf;Borda da trilha em mata fechada. ICN 194383","SMDB018284",NA,"27000","auto",NA,"2017","03","22",NA,NA,NA,NA,NA
"13","2020-12-21 16:24:07-03","MBM","MBM","426305","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J.","Külkamp, J.","210","2016","12","29","Southern America","Brazil","Santa Catarina","Lauro Müller","Próximo à Lanchonete Rio do Rastro Lanches","-49.528611","-28.395278",NA,NA,NA,"Subarbusto, 30-70 cm. Flores brancas.; Borda da estrada em fendas de rochas úmidas.","MBM426305",NA,NA,NA,NA,"2017","11","12","-49.528611","-28.395278",NA,NA,NA
"14","2020-12-21 16:24:07-03","MBM","MBM","426308","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J.","Külkamp, J.","148","2016","11","17","Southern America","Brazil","Santa Catarina","Florianópolis","Bairro Tapera, Trilha do morro dos Naufragados","-48.564722","-27.799722","50","50",NA,"Borda da trilha em mata fechada.","MBM426308",NA,NA,NA,NA,"2017","11","11","-48.564722","-27.799722",NA,NA,NA
"15","2015-09-05 08:10:22-03","MNHN","RECOLNAT_MNHN_P","P04865024","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.",NA,"Ule, E.",NA,"1889","9","1",NA,"Brasil","Santa Catarina",NA,"No mato de Laranjeiras superior perto de Orleans.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865024' target='other'> <mi>dwc_moreinfo</mi></a>","P04865024","P04865024_01",NA,NA,NA,NA,NA,NA,NA,NA,"1287",NA,NA
"16","2015-09-05 08:10:22-03","MNHN","RECOLNAT_MNHN_P","P04865025","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.",NA,"Warming",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa","Brésil (Minas) Lagoa Santa.","-43.8897018432617","-19.6271991729736",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865025' target='other'> <mi>dwc_moreinfo</mi></a>","P04865025","P04865025_01","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2009-12-01 16:08:00-02","MO","MOBOT","1528053","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Chiropetalum","anisotricha","Chiropetalum anisotricha","(Müll. Arg.) Pax & K. Hoffm.","Y. Ramirez-Amezcua (IEB)","Michael H. Nee","Nee 49215","1998","5","2","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Transition from subtropical semideciduous forest on old stabilized sandy dunes to the north and the northern limit of the chaco forest ot the south, along new highway from Santa Cruz to Abapó. 9 km s of Río Peji bridge. Surface somewhat irregular, mostly cleared for pasture, with pastured original forest.","-63.2","-18.05","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2009-10-21 07:13:00-02","MO","MOBOT","2927853","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Chiropetalum","anisotricha","Chiropetalum anisotricha","(Müll. Arg.) Pax & K. Hoffm.","G.L. Webster","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 36284","1972","2","19","South America","Brazil","Minas Gerais",NA,"Limestone (marble) outcrop ca. 10km S. of Serra do Cipo, at Cardeal Mota; marble bring cut by a company called Marmores Brasil.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 18:26:52-03","USP","SPF","150853","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Lima, LR","136","2002","03","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Morro da Pedreira, grupo 2, Cardeal Mota.","-43.613889","-19.3075","900","900",NA,"Erva, ca. 80 cm, em afloramento de calcário. Flores masculinas e femininas esverdeadas.","SPF00150853","SPF00150853",NA,NA,NA,"2016","07",NA,"-43.613889","-19.3075",NA,NA,NA
"20","2021-03-15 18:26:52-03","USP","SPF","159162","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Krieger, L","14521","1977","01","26",NA,"Brasil","Minas Gerais",NA,"Maquiné - Cordisburgo.",NA,NA,NA,NA,NA,"Erva aproximadamente 1 m.; Sobre calcário.","SPF00159162","SPF00159162",NA,NA,NA,"2016","07",NA,NA,NA,NA,NA,NA
"21","2021-03-15 18:26:52-03","USP","SPF","182845","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Souza, VC","32903","2007","02","20",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"(Serra da Lapa). Distrito de São José da Cachoeira. Beira da estrada Santana do Riacho-Santana do Pirapama. Vegetação arbustivo-arbórea sobre afloramento de calcário.; Erva, até 50 cm alt.; flores verdes; frutos imaturos creme.","SPF00182845","SPF00182845","26557","auto",NA,"2016","07",NA,NA,NA,NA,NA,NA
"22","2021-03-15 18:26:52-03","USP","SPF","43935","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Pirani, JR","CFSC6693","1980","11","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Km 101 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro. Afloramento de rochas calcárias. Mata mesófila.; Erva mais ou menos 30 cm. Frutos verdes.","SPF00043935","SPF00043935","26557","auto",NA,"2016","07",NA,NA,NA,NA,NA,NA
"23","2019-10-07 09:30:28-03","UEFS","HUEFS","246527","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.",NA,"Külkamp, J.","148","2016","11","17",NA,"Brasil","Santa Catarina","Florianópolis","Bairro Tapera, trilha do morro dos Naufragados. Borda da trilha em mata fechada.","-48.564722","-27.799722","50","50",NA,NA,"HUEFS0246527",NA,NA,NA,"Rosanae",NA,NA,NA,"48W33'53''","27S47'59''",NA,NA,NA
"24","2019-10-07 09:30:28-03","UEFS","HUEFS","246528","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.",NA,"Külkamp, J.","210","2016","12","29",NA,"Brasil","Santa Catarina","Lauro Muller","Próximo à Lanchonete Rio do Rastro Lanches. Borda da estrada em fendas de rochas úmidas.","-49.528611","-28.395278",NA,NA,NA,NA,"HUEFS0246528",NA,NA,NA,"Rosanae",NA,NA,NA,"49W31'43''","28S23'43''",NA,NA,NA
"25","2019-09-04 19:24:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Chiropetalum","anisotricha","Chiropetalum anisotricha",NA,NA,"J. E. B. Warming","1576",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"26","2019-11-01 14:57:28-03","UnB","UB","207973","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll. Arg.) Pax & K.Hoffm.","Webster, GL","Anderson, WR; Stieber, M; Kirkbride Junior, JH","36284","1972","02","19","Southern America","Brasil","Minas Gerais",NA,"Ca. 10km S. of Serra do Cipó, at Cardeal Mota",NA,NA,"1000","1000",NA,"Shrubby 1m. Flowers greenish white; Shade",NA,NA,NA,NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA
"27","2020-08-20 14:57:15-03","UFSC","FLOR","66634","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J.","Külkamp, J.","148","2016","11","17",NA,"Brasil","Santa Catarina","Florianópolis","Bairro Tapera, trilha do morro dos Naufragados.","-48.564722","-27.799722","50","50",NA,NA,"FLOR0066634",NA,NA,NA,NA,"2017","03","22","48º33'53''W","27º47'59''S",NA,NA,NA
"28","2021-04-05 20:16:23-03","UFSC","FLOR","68795","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J.","Külkamp, J.","210","2016","12","29",NA,"Brasil","Santa Catarina","Lauro Muller","Próximo à lanchonete Rio do Rastro Lanches.","-49.528611","-28.395278",NA,NA,NA,"Borda de estrada em fendas de rochas úmidas. Subarbusto, 30-70 centímetros de altura, flores brancas. Duplicata de RB 457384","FLOR0068795",NA,NA,NA,NA,"2017","11","12","49º31'43''W","28º23'43''S",NA,NA,NA
"29","2020-08-20 14:57:15-03","UFSC","FLOR","22581","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J.","Falkenberg, D.B.; Zanin, A.","5820","1992","09","17",NA,"Brasil","Santa Catarina","Florianópolis","Lagoa do Peri, próximo da Armação, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","5","5",NA,"flor pistilada esverdeada, 0,6m altura Habitat: beira de mata atlântica secundária","FLOR0022581",NA,"27000","auto",NA,"2017","07","27",NA,NA,NA,NA,NA
"30","2020-08-20 14:57:15-03","UFSC","FLOR","19075","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J.","Klein, R.M.; Bresolin, A.","8760","1970","09","23",NA,"Brasil","Santa Catarina","Florianópolis","Morro da Tapera, Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","200","200",NA,"erva, flor creme Habitat: Mata","FLOR0019075",NA,"27000","auto",NA,"2017","07","27",NA,NA,NA,NA,NA
"31","2020-08-20 14:57:15-03","UFSC","FLOR","19076","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J.","Klein, R.M.; Bresolin, A.","8015","1968","12","17",NA,"Brasil","Santa Catarina","Florianópolis","Tapera, Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","200","200",NA,"erva, flor branca, fruto Imaturo, verde Habitat: em picada da mata","FLOR0019076",NA,"27000","auto",NA,"2017","07","27",NA,NA,NA,NA,NA
"32","2021-02-08 12:41:02-03","UFRGS","ICN","197004","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Heiden, G; Iganci, JRV","s.n.","2017","09","05","América do Sul","Brasil","RS","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,NA,NA,NA,NA,"16452","auto",NA,"2018","02","12",NA,NA,NA,NA,NA
"33","2021-02-08 12:41:02-03","UFRGS","ICN","194383","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Külkamp, J","148","2016","11","17","América do Sul","Brasil","SC","Florianópolis","Bairro Tapera, Trilha do morro dos Naufragados","-48.564722","-27.799722","50","50",NA,"Borda da trilha em mata fechada.",NA,NA,NA,NA,NA,"2017","03","22","-48.564722","-27.799722",NA,NA,NA
"34","2021-02-08 12:41:02-03","UFRGS","ICN","196996","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Külkamp, J","148","2016","11","17","América do Sul","Brasil","SC","Florianópolis","Bairro Tapera, Trilha do morro dos Naufragados","-48.564722","-27.799722","50","50",NA,"Borda da trilha em mata fechada.",NA,NA,NA,NA,NA,"2017","03","22","-48.564722","-27.799722",NA,NA,NA
"35","2021-02-08 12:41:02-03","UFRGS","ICN","196999","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Külkamp, J; Kilipper, JT; Guerra, E; Silveira, GD","222","2017","05","07","América do Sul","Brasil","RS","Montenegro","Saindo da RS-124 percorrer 700 metros na estrada Montenegro Mathias, beira da estrada próximo ao rio","-51.428333","-29.645278",NA,NA,NA,"Subarbusto, 30-70 cm, flores brancas.; Borda de estrada com floresta",NA,NA,NA,NA,NA,"2017","11","10","-51.428333","-29.645278",NA,NA,NA
"36","2021-02-08 12:41:02-03","UFRGS","ICN","197000","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Külkamp, J; Kilipper, JT; Guerra, E; Silveira, GD","223","2017","05","07","América do Sul","Brasil","RS","Montenegro","Saindo da RS-124 percorrer 700 metros na estrada Montenegro Mathias, beira da estrada próximo ao rio","-51.428333","-29.645278",NA,NA,NA,"Subarbusto, 30-70 cm, flores brancas.; Borda de estrada com floresta",NA,NA,NA,NA,NA,"2017","11","11","-51.428333","-29.645278",NA,NA,NA
"37","2021-02-08 12:41:02-03","UFRGS","ICN","197001","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Külkamp, J","210","2016","12","29","América do Sul","Brasil","SC","Lauro Müller","Próximo à Lanchonete Rio do Rastro Lanches","-49.528611","-28.395278",NA,NA,NA,"Subarbusto, 30-70 cm, flores brancas.; Borda da estrada em fendas de rochas úmidas",NA,NA,NA,NA,NA,"2017","11","12","-49.528611","-28.395278",NA,NA,NA
"38","2021-02-08 12:41:02-03","UFRGS","ICN","197002","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Külkamp, J","211","2016","12","29","América do Sul","Brasil","SC","Lauro Müller","Próximo à Lanchonete Rio do Rastro Lanches","-49.528611","-28.395278",NA,NA,NA,"Subarbusto, 30-70 cm, flores brancas.; Borda da estrada em fendas de rochas úmidas",NA,NA,NA,NA,NA,"2017","11","12","-49.528611","-28.395278",NA,NA,NA
"39","2021-02-08 12:41:02-03","UFRGS","ICN","197003","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Külkamp, J; Valduga, E; Gonzati, F","232","2017","07","29","América do Sul","Brasil","SC","São Bonifácio","Margem de Rio que sobe para a Serra do Tabuleiro, interior de mata.","-48.921667","-27.834722",NA,NA,NA,"Subarbusto, 30-70 cm, flores brancas.; Interior da floresta em borda de rio",NA,NA,NA,NA,NA,"2018","01","12","-48.921667","-27.834722",NA,NA,NA
"40","2021-02-08 12:41:02-03","UFRGS","ICN","197218","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp","Külkamp","437","2017","11","18","América do Sul","Brasil","RS","Morrinhos do Sul","Próximo a serra da Tajuva","-49.975278","-29.379444",NA,NA,NA,"Subarbusto de até 1 metro de altura, petalas brancas.; Subosque de mata em beira de rio.",NA,NA,NA,NA,NA,NA,NA,NA,"-49.975278","-29.379444",NA,NA,NA
"41","2021-02-08 12:41:02-03","UFRGS","ICN","197226","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp","Külkamp","429","2017","11","22","América do Sul","Brasil","RS","Riozinho","Parque do Conduto","-50.444444","-29.65",NA,NA,NA,"Subarbusto de até 1 metro de altura, petalas brancas.; Interior de mata próximo ao rio",NA,NA,NA,NA,NA,NA,NA,NA,"-50.444444","-29.65",NA,NA,NA
"42","2021-02-08 12:41:02-03","UFRGS","ICN","000717","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Chiropetalum","anisotrichum","Chiropetalum anisotrichum","(Müll.Arg.) Pax & K.Hoffm.","Külkamp, J","Cordeiro, AR","s.n.","1951","04","10","América do Sul","Brasil","RS","Osório","Lagoa Emboaba","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,NA,NA,"27350","auto",NA,"2016","08","23",NA,NA,NA,NA,NA
"43","2010-08-16 16:38:32-03","GH","HU-HERB","GH 00045757","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Argythamnia","anisotricha","Argythamnia anisotricha","Müller Argoviensis",NA,"J. E. B. Warming",NA,NA,NA,NA,"South America","Brazil",NA,NA,"Lagoa Santa",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","undetermined"
"44","2014-09-23 10:57:27-03","G","G","G00434178","S","Plantae",NA,NA,"Euphorbiaceae","Argythamnia","anisotricha","Argythamnia anisotricha","Müll. Arg.","Ingram, J. W.","Warming, J. E. B.","1576",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais","Lagoa Santa",NA,"-43.89305556","-19.63944444",NA,NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00434178",NA,NA,NA,NA,"1965","01","01","-43.89305556","-19.63944444",NA,"HOLOTYPUS of Argythamnia anisotricha Müll. Arg.",NA
