"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"463","2019-01-25 15:34:09-02","IAC","IAC","8142","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","E.L. Jacques","A. Andreoli","843","1946","10","23","Brasil","São Paulo","Campinas","IAC, Avenida Barão de Itapura, estufa","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,"1998","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2020-07-23 11:59:47-03","CEPLAC","CEPEC","131984","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"P. Leitman","P. Leitman","206","2011","05","05","Brasil","Bahia","arataca","Parque Nacional da Serra das Lontras, trilha da Serra das Lontras.","-39.043611","-15.205833","39W2'37","15S12'21",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2020-07-23 11:59:47-03","CEPLAC","CEPEC","103212","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"P. Fiaschi","Thomas, W.W.","14206","2004","09","21","Brasil","Bahia","CAMACAN","RPPN SERRA BONITA, 9,6 km NW of Camacã on road to Jacareci and Jussari, then 6 km up road to Serra Bonita.","-39.565278","-15.391389","39W33'55","15S23'29","820","820","Photo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2020-07-23 11:59:47-03","CEPLAC","CEPEC","110318","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"A. M. Amorim","Amorim, A. M.","5274","2005","10","12","Brasil","Bahia","arataca","Serra do Peito-de-Moça, complexo Serra das Lontras. Estrada Arataca-Una, ramal 22,4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras. Trilha para o pico e picada à direita.","-39.341667","-15.173611","39W20'30","15S10'25","1000","1000","UNICATA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2020-07-23 11:59:47-03","CEPLAC","CEPEC","110319","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"Sem Informação","Amorim, A. M.","5275","2005","10","12","Brasil","Bahia","arataca","Serra do Peito-de-Moça, complexo Serra das Lontras. Estrada Arataca-Una, ramal 22,4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras. Trilha para o pico e picada à direita.","-39.341667","-15.173611","39W20'30","15S10'25","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2020-07-23 11:59:47-03","CEPLAC","CEPEC","111537","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"A. M. Amorim","Lopes, M. M. M.","603","2006","04","09","Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667","39W33'55","15S23'30","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2020-07-23 11:59:47-03","CEPLAC","CEPEC","114709","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"A. M. Amorim","Amorim, A. M.","6587","2006","11","25","Brasil","Bahia","arataca","RPPN Caminho das Pedras. Serra do Peito-de-Moça, entrada a 9,5km no Assent. Santo Antônio, mais 8,9km até a sede da RPPN. Trilha de acesso ao Mormaço. Ca.","-39.339444","-15.174167","39W20'22","15S10'27","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2020-07-23 11:59:47-03","CEPLAC","CEPEC","127246","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"Sem Informação","Jardim, A. B.","114","2008","10","12","Brasil","Bahia","arataca","Serra do Novo Javi. RPPN do IESB . Rod. Arataca/Una, entrada 9,5Km da cidade, mais 8,9km da entrada. Trilha da Serra, acesso ca. 1,5km NE da sede.","-39.335833","-15.178333","39w20'9","15s10'42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2020-07-23 11:59:47-03","CEPLAC","CEPEC","131426","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"D. F. S. Lima","D. F. S. Lima","15","2008","09","12","Brasil","Paraná","antonina","Reserva do Cachoeira.","-48.710556","-25.435278","48W42'38","25S26'7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-07-23 11:59:47-03","CEPLAC","CEPEC","133207","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"P. Leitman","P. Leitman","352","2011","07","04","Brasil","Bahia","arataca","Parque Nacional da Serra das Lontras, trilha da Pupunheira, trilha nova, saindo à direita no Mormaço.","-39.340556","-15.17","39W20'26","15S10'12","551","551","<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2020-07-23 11:59:47-03","CEPLAC","CEPEC","140381","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,NA,"Moraes, A. O.","952","2011","10","10","Brasil","Bahia","UNA","Fazenda Cachoeira. Próximo a Reserva Biológica de Uma.","-39.136389","-15.082778","39W8'11","15S4'58",NA,NA,"Planta coletada em fragmento florestal adjacente a plantação de cacau sombreado (cabruca).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2020-07-23 11:59:47-03","CEPLAC","CEPEC","73193","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"E. L. Jacques","W. W. Thomas","11364","1996","11","21","Brasil","Bahia","santa luzia","Serra da Onça, 10.8Km ao NE da cidade (30Km ao SW de Una)Rod. Una/Sta. Luzia, depois 4.2Km ao SW p/ Serra da Onça.","-15.333333","-39.5","15W20'","39S30'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14/01/1998",NA,NA
"475","2020-07-23 11:59:47-03","CEPLAC","CEPEC","95977","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"B. de S. Gregório","P. Fiaschi","1131","2002","10","17","Brasil","Bahia","BUERAREMA","Ramal a esq., ca. 15Km da Rod. Buerarema/São José da Vitória, Km 9 da estr. para Arataca, ca. 9,5Km da BR-101.","-39.301111",NA,"39W18'4","9S95'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18/04/2012",NA,NA
"476","2020-08-11 15:54:03-03","CEPLAC","CEPEC","94358","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"B. de S. Gregório","P. Fiaschi","1131","2002","10","17","Brasil","Bahia","BUERAREMA","Ramal a esq., ca. 15Km de Buerarema/São José da Vitória, KM 9 da estr. para Arataca, ca. 9,5km a dir. da BR-101.","-39.301111",NA,"39W18'4","15S9'95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18/04/2012",NA,NA
"477","2020-07-23 11:59:47-03","CEPLAC","CEPEC","17459","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"E. L. Jacques","S. A. Mori","12823","1979","09","27","Brasil","Bahia","UNA","Estrada que liga BR-101 (São José) com a BA-265, a 17Km da BR-101.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,"15/01/1998",NA,NA
"478","2020-07-23 11:59:47-03","CEPLAC","CEPEC","66075","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"E. L. Jacques","A. M. Amorim","1692","1995","08","14","Brasil","Bahia","UNA","Estrada São José, Km 8.ramal a direita a partir da São José.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,"15/01/1998",NA,NA
"479","2020-07-23 11:59:47-03","CEPLAC","CEPEC","66610","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"E. L. Jacques","G. Hatschbach","61183","1994","10","09","Brasil","Espírito Santo","domingos martins","Arredores cidade.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,"15/01/1998",NA,NA
"480","2020-07-23 11:59:47-03","CEPLAC","CEPEC","147665","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"E.L. Jacques","Marquete, N.","581",NA,NA,NA,"Brasil","Espírito Santo","santa leopoldina",NA,"-40.5297012329102","-20.1005992889404",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23799","auto",NA,NA,NA,NA,NA,NA
"481","2020-07-23 11:59:47-03","CEPLAC","CEPEC","147666","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,"E.L. Jacques","R. C. Forzza","4813",NA,NA,NA,"Brasil","São Paulo","PRAIA GRANDE",NA,"-46.4000015258789","-24",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22363","auto",NA,NA,NA,NA,NA,NA
"482","2019-11-13 16:04:31-03","UNISANTA","HUSC","1336","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Gomes, S.S.J.","Sampaio, P.S.P.; Martins, S.E.","94","1998","09","16","Brasil","São Paulo","Bertioga","Fazenda da Família Pinto.","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Erva epífita. Folhas com base e ápice do peciolo vináceos. Bráctes vermelhas e flores vermelhas com borda creme.; Floresta de restinga paludosa baixa.",NA,NA,"1998","09",NA,"Magnoliophyta",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA
"483","2019-11-13 16:04:31-03","UNISANTA","HUSC","1525","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Martins, S.E.; Sampaio, P.S.P.; Lima, E.S.","357","1998","12","10","Brasil","São Paulo","Bertioga","Guaratuba, Fazenda Três Marias, estrada da captação.","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Epífita. Pétalas rosadas e sépalas vermelhas. Frutos imaturos verdes com alas vermelhas.; Floresta de Restinga Paludosa sobre solo turfoso alta.",NA,NA,"1999","03","26","Magnoliophyta",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA
"484","2019-11-13 16:04:31-03","UNISANTA","HUSC","1352","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Sampaio, P.S.P.; Martins, S.E.; Rotundo, M.","109","1998","10","06","Brasil","São Paulo","Bertioga","Praia do Itaguaré. Trilha atrás dac asa do caseiro da Itaguaré Empr. Imob.","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Trepadeira com botões floreis rosas. Folhas jovens avermelhadas.; Restinga alta entre cordões.",NA,NA,"1999","03","26","Magnoliophyta",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA
"485","2019-11-13 16:04:31-03","UNISANTA","HUSC","8027","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","P. Sampaio","R. Guandalini","02","2011","10","27","Brasil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga.","-46.25","-23.9899997711182",NA,NA,NA,NA,"Floresta ombrofila densa",NA,NA,"2014","02",NA,"Magnoliophyta",NA,NA,NA,"18989","auto",NA,NA,NA,NA,NA,NA
"486","2020-11-04 17:28:42-03","UEM","HUEM","10915","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Julio Cesar Jaramillo V.","S.R.Ziller; Soares, A","581","1994","11","10","Brasil","Paraná","Guaraqueçaba","Serra Negra, Fazenda GUAM, Floresta ombrófila densa submontana.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Comum na beira da estrada; flores vermelhas; pendente das árvores.","HUEM000015385","HUEM000015385","2017","06","29",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"487","2020-11-12 16:59:00-03","UEL","FUEL","9782","PreservedSpecimen","Plantae","Begoniaceae","Begonia","procumbens","Begonia procumbens","Vell.","Silva, SM","Britez, RM","s.n.","1987","10","16","Brasil","Paraná","Paranaguá","Ilha do Mel, Reserva Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"FUEL001969",NA,NA,NA,NA,"Tracheophyta","Cucurbitales",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"488","2020-11-12 16:59:00-03","UEL","FUEL","48535","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Cadorin, TJ; Clemes, SM; Oliveira, CPL","665","2009","11","23","Brasil","Santa Catarina","Blumenau","Área virgem do Parque Nacional da Serra do Itajaí, floresta ombrófila densa, estágio sucessional primário","-49.139333","-27.097","-49.139333","-27.097","660","660",NA,"FUEL001974",NA,"2010","11","22","Tracheophyta","Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2020-11-12 16:59:00-03","UEL","FUEL","48536","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Japues, E","Dreveck, S; Carneiro, FE","1098","2009","10","08","Brasil","Santa Catarina","Garuva","Mina velha/Palmital, floresta ombrófila densa","-48.78","-26.008611","-48.78","-26.008611","39","39",NA,"FUEL001973",NA,"2010","11","22","Tracheophyta","Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2020-11-12 16:59:00-03","UEL","FUEL","53330","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Kollmann, L","Kranz, WM","657","1999","09","29","Brasil","Paraná","Antonina","Cacatu","-48.7118988037109","-25.4286003112793",NA,NA,"30","30",NA,"FUEL001971",NA,"2016","09","05","Tracheophyta","Cucurbitales",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"491","2019-11-01 14:54:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Smith, SF","Hatschbach, G; Hatschbach, M; Nicolack, V","53510","1989","09","20","Brasil","Espírito Santo","Domingos Martins","Vitor Hugo","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"Cresce ao longo do tronco de árvores, flor alva; Mata pluvial",NA,NA,"1995",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,"48150","auto",NA,NA,NA,NA,NA,NA
"492","2019-10-03 10:03:27-03","UFSCar","SORO","7289","PreservedSpecimen","Plantae","Begoniaceae","Begonia","cf. radicans","Begonia cf. radicans","Vell.","A.L. de Gasper","Korte, A.; Kniess, A.","4483","2010","09","29","Brasil","Santa Catarina","Nova Trento","Rio Veado.","-49.136944","-27.360556","49°08'13W","27°21'38S","135","135","Florística IFFSC 425 (Liana); Floresta Ombrófila Densa; Estádio Suces.: Médio; Hábito: liana; Habitat: interior do fragmento; Cor/flor: vermelha.",NA,NA,"2010","11","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2019-10-03 10:03:27-03","UFSCar","SORO","6896","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","E.L. Jacques","Dreveck, S.; Carneiro, F.E.","1054","2009","09","16","Brasil","Santa Catarina","Itapoá","Rio Sai-Guaçu, comunidade quinze. Florística IFFSC 1074 (Liana); Floresta Ombrófila Densa de Terras Baixas; Estádio Suces.: Avançado; entorno do fragmento.","-48.69","-26.01","48°41'24,00W","26°00'36,00S","7","7","Liana. Cor/flor: vermelho-rosa.",NA,NA,"2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2019-10-03 10:03:27-03","UFSCar","SORO","6897","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","E.L. Jacques","Korte, A.; Kniess, A.","928","2009","09","25","Brasil","Santa Catarina","Ilhota","Baú. Florística IFFSC 752 (Liana). Comum no fragmento.; Floresta Ombrófila Densa; Estádio Suces.: Avançado; interior da mata.","-48.871111","-26.819722","48°52'16,00W","26°49'11,00S","106","106","Liana. Cor/flor: vermelha.",NA,NA,"2010","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2019-10-03 10:03:27-03","UFSCar","SORO","7308","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","A.L. de Gasper","Korte, A.; Kniess, A.","4450","2010","09","30","Brasil","Santa Catarina","São João Batista","Próximo a SC 411.","-48.87","-27.272222","48°52'12,00W","27°16'20,00S","119","119","Florística IFFSC 470b (Liana); Floresta Ombrófila Densa; Estádio Suces.: médio de regeneração; Hábito: liana; Habitat: interior de fragmento; Cor/Flor: vermelha.",NA,NA,"2010","11","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2019-10-03 10:03:27-03","UFSCar","SORO","7309","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","A.L. de Gasper",NA,"5104","2010","06","24","Brasil","Santa Catarina","Garuva","Estrada Bonita (Serra do Quiriri).","-48.960556","-26.100278","48°57'38,00W","26°06'01,00S","800","800","Florística IFFSC 1066b (Liana); Floresta Ombrófila Densa; Estádio Suces.: primário; Hábito: liana; Habitat: interior de fragmento; Cor/Flor: vermelha.",NA,NA,"2011","01","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2019-10-03 10:03:27-03","UFSCar","SORO","4482","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.",NA,"Grimaldi, M.C.; Nascimento, S.M.","48","2012","11","21","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho. Trilha do Braço","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Epifeta. 800m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"498","2021-02-23 13:21:57-03","MN","R-TIPOS","22093","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Brade, A.C.","9035","1924",NA,NA,"Brasil","São Paulo","Iguape","Morro das Pedras","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"R000022093","R000022093_001 R000022093_002","2002","01",NA,NA,NA,NA,NA,"55628","auto",NA,"Isoparatypus de Begonia fritz-muelleri Brade",NA,NA,NA,NA
"499","2020-08-20 20:38:29-03","UFSC","FLOR","1350","PreservedSpecimen","Plantae","Begoniaceae","Begonia","limmingheiana","Begonia limmingheiana","E.Morren","Hatschbach, G.","Hatschbach, G.","15104","1966","11","12","Brasil","Paraná","Guaratuba","Praia do Nedanha.","-48.5746994018555","-25.8827991485596",NA,NA,"20","20","trepadeira, flor vermelha","FLOR0001350",NA,"1966",NA,NA,NA,"Cucurbitales",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"500","2020-08-20 14:55:41-03","UFSC","FLOR","5473","PreservedSpecimen","Plantae","Begoniaceae","Begonia","procumbens","Begonia procumbens","Vell.",NA,"Klein, R.M.; Bresolin, A.","6872","1966","11","23","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","flor vermelha. Det. de acordo com FIC (BEGO): 16","FLOR0005473",NA,NA,NA,NA,NA,"Cucurbitales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"501","2020-08-20 14:55:41-03","UFSC","FLOR","40957","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Stival-Santos, A.; Legal, E. & Silveira, S.","1072","2009","10","28","Brasil","Santa Catarina","Guabiruba","Aymoré.","-49.049444","-27.09","49º2'58''W","27º5'24''S","256","256","liana, flor vermelha. Florística IFFSC 579.","FLOR0040957",NA,"2010","05","03",NA,"Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2020-08-20 14:55:41-03","UFSC","FLOR","40959","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.C.V.","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","324","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão, Fazenda Sabiá.","-49.231389","-27.181389","49º13'53''W","27º10'53''S","533","533","epífita de Cyathea, flor vermelha, 10m altura. Epífita IFFSC e518a (Abaixo de 4m); Ecótono FOM/FOD. Habitat: Comum no fragmento","FLOR0040959","FLOR0040959","2016","10","26",NA,"Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2020-08-20 14:55:42-03","UFSC","FLOR","63028","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Santos, E.P.","Santos, E.P.; Cervi, A.C.","1130","2003","11","12","Brasil","Paraná","Guaratuba","Morro dos Perdidos, Serra de Araçatuba.","-49.051667","-25.763889","49º3'6''W","25º45'50''S","950","950","Epífita, flor vermelha","FLOR0063028","FLOR0063028","2008","12","09",NA,"Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2020-08-20 14:55:42-03","UFSC","FLOR","63027","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Santos, E.P.","Blum, C.T.; Hoffmann, P.","6","2001","10","24","Brasil","Paraná","Guaratuba","Morro dos Perdidos, Serra de Araçatuba.","-49.051667","-25.751389","49º3'6''W","25º45'5''S","850","850","Epífita, flores vermelhas","FLOR0063027","FLOR0063027","2008","12","09",NA,"Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2020-08-20 14:55:42-03","UFSC","FLOR","63042","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.","Jaramillo, J.C.; Fiaschi, P.","210","2015","10","24","Brasil","Paraná","Matinhos","Cachoeira do Tigre.","-48.58","-25.774444","48º34'48''W","25º46'28''S",NA,NA,"Hemiepífita, flores vermelhas","FLOR0063042","FLOR0063042",NA,NA,NA,NA,"Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2020-08-20 14:55:42-03","UFSC","FLOR","63043","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.","Jaramillo, J.C.; Fiaschi, P.","206","2015","10","22","Brasil","Santa Catarina","São Bento do Sul","Via Rio Natal.","-49.321389","-26.318889","49º19'17''W","26º19'8''S","700","700","Epífita, flores vermelhas, borde da mata","FLOR0063043","FLOR0063043",NA,NA,NA,NA,"Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2020-08-20 14:55:42-03","UFSC","FLOR","63044","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.","Jaramillo, J.C.; Fiaschi, P.","200","2015","10","22","Brasil","Santa Catarina","Corupá","Rota das Cachoeiras.","-49.351111","-26.394167","49º21'4''W","26º23'39''S",NA,NA,"Epífita, flores vermelhas, borde da mata","FLOR0063044","FLOR0063044",NA,NA,NA,NA,"Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2020-08-20 14:55:42-03","UFSC","FLOR","64156","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.C.","Siqueira, E.L.; et alii","1277","2014","11","01","Brasil","Paraná","Guaraqueçaba","Sítio Santa Clara.","-48.409444","-25.193611","48º24'34''W","25º11'37''S","50","50","trepadeira volúvel, semi-ciófila. Flores rosas. Forófito: cyatheaceae","FLOR0064156","FLOR0064156","2017","06","29",NA,"Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2020-08-20 14:55:42-03","UFSC","FLOR","64158","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jaramillo, J.C.","Caxambu, M.G.; et alii","4836","2013","10","31","Brasil","São Paulo","Cananéia","estrada de acesso à propriedade do Sr. Flávio.","-47.886389","-24.800556","47º53'11''W","24º48'2''S","47","47","trepadeira volúvel, ca. 6m, semi-ciófila. Flores vermelhas com listras alvas nas margens Habitat: Relevo: ondulado - Vegetação: Floresta Ombrófila Densa Submontana","FLOR0064158","FLOR0064158","2017","06","29",NA,"Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2020-08-20 14:55:42-03","UFSC","FLOR","68319","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Espindola, A.","Espindola, A.; Caddah, M.K.","133","2019","11","08","Brasil","Santa Catarina","Florianópolis","Pântano do Sul. Trilha para a praia da Lagoinha do Leste.","-48.506111","-27.769167","48º30'22''W","27º46'9''S","60","60","Em Floresta Ombrofila Densa. Trepadeira. Planta coletada para estudos no projeto 'Flora da Ilha de Santa Catarina'","FLOR0068319",NA,"2019","12","17",NA,"Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2020-08-20 20:38:29-03","UFSC","FLOR","22115","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Nicolack, V.; Kramer, K.U.","78","1989","10","24","Brasil","Paraná","Morretes","Estrada da Graciosa, caminho dos Jesuítas.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"trepadeira, flor vermelho-claro","FLOR0022115",NA,"1997",NA,NA,NA,"Cucurbitales",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"512","2020-08-20 14:55:41-03","UFSC","FLOR","16677","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Falkenberg, D.B.","3890","1986","11","14","Brasil","Santa Catarina","Blumenau","Fazenda Faxinal (Florestal R.H. Ltda.), próximo do Rio Garcia (via Lajeado Alto, Guabiruba).","-49.0661010742188","-26.9193992614746",NA,NA,"600","600","trepadeira sobre tronco, flor avermelhada, 4m altura","FLOR0016677",NA,"1997","11","29",NA,"Cucurbitales",NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA
