"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"90","2020-07-22 12:15:09-03","MBML","MBML-HERBARIO","143",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes; W. Boone","1990","1986","05","21",NA,"Brasil","Espírito Santo","Santa Teresa","Saltinho","-40.506944","-19.936111",NA,"Árvore, estipe subterrâneo, folíolos brancacentos inferiormente, folha 4m, pecíolo 1,6m, espata castanho clara, frutos branco ferrugíneos, semi-sombra, mata, alto de encosta.","MBML000143",NA,"(Schott) Burret",NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-09-16 16:42:31-03","MBML","MBML-HERBARIO","19355",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","H.Q.Boudet Fernandes/I-2004","L. Kollmann; et al","5961","2003","01","30",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,"Planta de folha de 4m, frutos marrons.","MBML019355",NA,"(Schott) Burret",NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-09-16 16:42:31-03","MBML","MBML-HERBARIO","26776",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","H.Q. Boudet Fernandes/19-02-2008","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","2041","2006","03","16",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril, fragmento a esquerda do campo","-40.734722","-18.907028",NA,"Touceira três indivíduos, 6m de altura, inflorescência branca (carpoteca). Interior de mata.","MBML026776",NA,"(Schott) Burret","200","200","40W44'5","18S54'25,3","2008","02","19",NA,NA,NA,NA,NA,NA,NA
"93","2020-09-16 16:42:31-03","MBML","MBML-HERBARIO","28551",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","L.F.S. Magnago e V. Demuner, 10/2/2006","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","432","2006","01","05",NA,"Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba, propr.:Virloni, Mata, trilha do corrego Caioaba.","-40.470556","-20.059167",NA,"Estipe 4m de altura. Caule com espinhos. Multicaule. Floreas verdes claro. Mata beira do corrego.","MBML028551",NA,"(Schott) Burret","150","150","40W28'14","20S3'33","2006","02","10",NA,NA,NA,NA,NA,NA,NA
"94","2020-09-16 16:42:31-03","MBML","MBML-HERBARIO","33879",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","H.Q.B. Fernandes/28-04-2010","P. Labiak; et al","4669","2008","02","18",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.443889","-18.776944",NA,"Estipite ca. 10m altura. Folhas ca. 3m compr., com espinbhos negros. Flores creme. Interior da mata. Material prensado em álcool.","MBML033879",NA,"(Schott) Burret",NA,NA,"40W26'38","18S46'37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","4350",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes","2224","1987","09","22",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal, CVRD","-40.063611","-19.1375",NA,"Planta jovem, solitária, estéril. Nome vulgar:brejauba.","MBML004350",NA,"(Schott) Burret",NA,NA,"40W3'49","19S8'15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","4351",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes","2227","1987","09","22",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal, CVRD","-40.063611","-19.1375",NA,"Informações transcritas do banco de dados, material não localizado no inventário de 2010","MBML004351",NA,"(Schott) Burret",NA,NA,"40W3'49","19S8'15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-09-16 16:42:31-03","MBML","MBML-HERBARIO","46145",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","A. P. Fontana/17-04-2013","A. P. Fontana; L. Kollmann","7541","2013","04","17",NA,"Brasil","Rio de Janeiro","Macaé","Cabiúnas, TECAB","-41.731944","-22.285556",NA,"Árboreo ca 6m. Frutos imaturos","MBML046145",NA,"(Schott) Burret","37","37","41W43'55","22S17'8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","53",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes; W. Boone","1977","1986","05","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","(Santa Teresa) Barra de Santa Júlia","-40.665833","-19.658889",NA,"Brejaúva, arbusto 1,8m, estipe subterrâneo, folíolos prateados inferiormente, formando touceira, capoeira em alto de encosta, heliófila, estéril.","MBML000053",NA,"(Schott) Burret",NA,NA,"40W39'57","19S39'32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","54",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes","1699","1985","12","10",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana","-40.632778","-19.915",NA,"Arbusto formando touceira, caule subterrâneo, folhas com até 4m, glaucas inferiormente, raque 2m, pecíolo 1,3m, bainha subterrânea, espata interior fechada, com espínulas alvas e marrons, semi-sombra, capoeirão ripário.","MBML000054",NA,"(Schott) Burret",NA,NA,"40W37'58","19S54'54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-07-22 12:15:09-03","MBML","MBML-HERBARIO","55",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes","1685","1985","11","25",NA,"Brasil","Espírito Santo","Santa Teresa","Penha, Fazenda Tabajara","-40.556389","-19.951389",NA,"Arbusto, estipe 60cm, 8cm de diâmetro, folha 3,6m, pecíolo mais bainha 1,6, raque 2m, espata creme com acúleos castanhos e marrons, espádice com pedúnculo e ráquis creme com raquilas encobertas de flores castanhas, ciófila, mata, encos","MBML000055",NA,"(Schott) Burret",NA,NA,"40W33'23","19S57'5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","5569",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes; et al","2718","1989","04","12",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Palmeira cespitosa. Caule:obscuramente anelado, cor cinza escuro, aculeado; 8m x 11cm. Folha: 10 contemporâneas, patente, arqueada. Bainha e pecíolo: comprimento 188cm. Raque: comprimento 450cm. Foliolo 85 pares e regularmente disposto","MBML005569",NA,"(Schott) Burret",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-09-17 15:32:39-03","MBML","MBML-HERBARIO","6498",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes; et al","3097","1994","01","26",NA,"Brasil","Espírito Santo","Atílio Vivácqua","base da Serra Linda Aurora, Fazenda Oriente, ca. De 5 Km da BR101, indo para A. Vivaqua. Altitude aproximada 550 m/s.m.. Floresta pluvial tropical de encosta. Capoeirão, orla da mata.","-41.209444","-21.005556",NA,"Arbustiva, caule subterrâneo, isolado, jovem, estéril.","MBML006498",NA,"(Schott) Burret",NA,NA,"41W12'34","21S0'20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","651",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes; W. Boone","2039","1986","10","14",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva da Fazenda São Joaquim","-39.803889","-18.263889",NA,"Arbusto cespitoso, estipe 1m X 18cm, folha 3,5m, estéril ao sol, capoeira, abundante na mata.","MBML000651",NA,"(Schott) Burret",NA,NA,"39W48'14","18S15'50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-07-22 20:15:30-03","MBML","MBML-HERBARIO","6511",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes; et al","3137","1994","03","08",NA,"Brasil","Espírito Santo","Ecoporanga","Santa Teresinha, cerca de 5 Km ao N do povoado, Vale do Córrego de Jequitibá","-40.816667","-18.45",NA,"Arborescente ca. 15m de altura, caule múltiplo, touceira densa. Só planta jovem coletada, próxima a adulta.","MBML006511",NA,"(Schott) Burret",NA,NA,"40W49'","18S27'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-07-10 09:48:40-03","MBML","MBML-HERBARIO","6572",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"L. Krieger","13132","1973","10","25",NA,"Brasil","Minas Gerais","Juíz de Fora","Rio do Peixe","-43.349722","-21.764167",NA,"Plameira com 8-10m, na mata primária, caule com espinhos pretos, longos, caducos, na parte inferior do caule, folhas esbranquiçadas, face dorsal, frutos acastanhados, amostra de base da folha, cacho de frutos.","MBML006572",NA,"(Schott) Burret",NA,NA,"43W20'59","21S45'51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-09-16 16:42:31-03","MBML","MBML-HERBARIO","7608",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes; et al","3212","1997","07","23",NA,"Brasil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico. Floresta de planície. Altitude ca. 100 m/s.m.","-47.883333","-24.583333",NA,"Palmeira arbustiva, cespitosa. Estipes, (5) até 5m x 10cm, aculeados. Folha: pecíolo + bainha 1.5m x 2.8cm (larg. Distal); raque 3.65m; folíolos, 74 pares, mediano com 106 x 5 cm, esbranquiçados inferiormente. Inflorescência com frutos","MBML007608",NA,"(Schott) Burret",NA,NA,"47W53'","24S35'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-09-16 13:16:23-03","MBML","MBML-HERBARIO","7621",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes; et al","3229","1997","07","25",NA,"Brasil","São Paulo","Sete Barras","Bacia do rio Saibadela, Parque Estadual Intervales. Ca. 24º16'S, 48º02'W Gr. Altitude ca. 100-270m/s.m. Trilha do Quilombo (ou do Araçá)","-48.033333","-24.266667",NA,"Arborescente, ca. 5 cespitosa. Estipe (só 1 desenvolvido, 5m x 10cm. Folha: 11 contemporâneas; bainha pelo menos 50cm; pecíolo 8cm, raque 300-345; folíolos, 80-83 pares, regularmente arranjados e dispostos em um plano, o mediano 96-98","MBML007621",NA,"(Schott) Burret",NA,NA,"48W2'","24S16'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-09-16 16:42:31-03","MBML","MBML-HERBARIO","7627",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes; Luiz A.F. Matthes, Amauri C.Marcato, Renato Belinello","3213","1997","07","23",NA,"Brasil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico. Floresta de planície. Altitude ca. 50 m/s.m.","-47.883333","-24.583333",NA,"Palmeira arbustiva, cespitosa. Estipes (4), até 4m x 9.5cm, aculeados. Folhas: raque 3.39m; folíolos, 75 pares, o mediano com 96 x 4.7cm, esbranquiçados inferiormente. Frutos marrons. Associada a Attalea dubia, Bactris setosa, Syagrus","MBML007627",NA,"(Schott) Burret",NA,NA,"47W53'","24S35'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-01-30 12:40:14-03","UFES","SAMES-CARPOTECA","90027","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Costa,M.B.","Costa,M.B.; Fanticelle,B.S.","17","2012","10","31",NA,"Brasil","Espírito Santo","Conceição da Barra",NA,"-39.805","-18.2625",NA,"Palmeira de 8 m de altura com fruto. Exsicata SAMES 552","SAMEScarpo90027",NA,"(Schott) Burret",NA,NA,"39º48'18''W","18º15'45''S","2012","10","31",NA,NA,NA,NA,NA,NA,NA
"110","2020-01-30 12:40:14-03","UFES","SAMES-CARPOTECA","90030","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Ribeiro,M.","Ribeiro,M.; Rocha,T.L.;Silva,W.B.","503","2011","04","30",NA,"Brasil","Espírito Santo","Conceição da Barra",NA,"-39.805","-18.2625",NA,"Palmeira de seis metros, frutos marrons, raqui da infrutescência espinhosa. Exsicata SAMES 554","SAMEScarpo90030",NA,"(Schott) Burret",NA,NA,"39º48'18''W","18º15'45''S","2011","04","30",NA,NA,NA,NA,NA,NA,NA
"111","2020-01-30 12:37:16-03","UFES","SAMES-CARPOTECA","90028","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Ribeiro,M.","Ribeiro,M.; Menezes,L.F.T.;Broggio,I.S.","183","2010","06","01",NA,"Brasil","Espírito Santo","Pinheiros","Estrada, periferia de Mata alta de Floresta Atlântica de Tabuleiro. Reserva Biológica Córrego do Veado.","-40.2132987976074","-18.3703002929688",NA,"Palmeira de cinco metros de altura. Folha: 5,30 m, com cerca de 69 folíolos em um dos lados, pecíolo 1,27 m; tendo diminutos espinhos na face abaxial dos folíolos. Exsicata SAMES 553","SAMEScarpo90028",NA,"(Schott) Burret",NA,NA,NA,NA,"2010","08","25","28525","auto",NA,NA,NA,NA,NA
"112","2020-01-30 12:40:14-03","UFES","SAMES-CARPOTECA","90029","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Smarzaro,R.; Conceição,D.D;Nascimento,M.M.","83","2019","01","13",NA,"Brasil","Espírito Santo","Jaguar","Área Palmitinho.","-39.903333","-18.951944",NA,"Folhas com presença de espinhos. Caule com anéis que alternam-se quanto a presença de espinhos.Inflorescência em formato de cachos. Exsicata SAMES 8594","SAMEScarpo90029",NA,"(Schott) Burret",NA,NA,"39º54'12''W","18º57'7''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-02-04 10:26:24-03","UFRPE","HST","12485","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","A.M.Miranda","A.M.Miranda; et M.I.B.Silva","4658","2004","11","19",NA,"Brasil","Bahia","Caravelas","Fazenda Ceú Aberto","-39.2658004760742","-17.7318992614746",NA,"Palmeira ca. 1,60m alt.; inflorescência creme; frutos imaturos verdes.","HST012485",NA,"(Schott) Burret",NA,NA,NA,NA,"2004",NA,NA,"106553","auto",NA,NA,NA,NA,NA
"114","2021-02-09 10:12:11-03","UENF","HUENF","7533","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Nascimento, M.T.; França, J.V.","9","1997","09","27",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Imbé - Palmeiras","-41.796944","-21.846944",NA,"Porte arbustivo, indivíduo jovem","HUENF00007536",NA,"(Schott) Burret","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-02-09 10:12:11-03","UENF","HUENF","7534","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Nascimento, M.T.; França, J.V.","8","1997","09","27",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Imbé - Palmeiras","-41.796944","-21.846944",NA,"Porte arbóreo, ocasionalmente caule arbustivo em tonceira, com muitos espinhos","HUENF00007537",NA,"(Schott) Burret","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-02-25 10:11:23-03","CVRD","CVRD","7226","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Amauri C. Marcato","Marcato, A.C. et al.","343","2002","01","31","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Brejaúba","CVRD007226","CVRD007226","(Schott) Burret",NA,NA,NA,NA,"2002","01","31","48094","auto","Liliopsida",NA,NA,NA,NA
"117","2021-02-25 10:11:23-03","CVRD","CVRD","2195","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Hélio Q. Boudet Fernandes","Farias, G.L.","259","1989","03","15","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Brejaúba","CVRD002195","CVRD002195_a CVRD002195_b CVRD002195_c","(Schott) Burret",NA,NA,NA,NA,"1990","11","15","48094","auto","Liliopsida",NA,NA,NA,NA
"118","2021-02-25 10:11:23-03","CVRD","CVRD","1780","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Hélio Q. Boudet Fernandes","Fernades, H.Q.B.","2227","1987","09","22","América do Sul","BRASIL","ES","Linhares","No final da estrada.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Brejaúba","CVRD001780",NA,"(Schott) Burret",NA,NA,NA,NA,"1987","09","22","48094","auto","Liliopsida",NA,NA,NA,NA
"119","2019-07-31 14:32:05-03","CPATSA","HTSA","1104","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Lima, J.L.S.; Sá, I.B. & Noblick, L.R.","013","1985","10","23",NA,"Brasil","Bahia","Mucuri","Fazenda Farol.","-39.975833","-18.118611",NA,NA,NA,NA,"(Schott) Burret",NA,NA,"-39.975833","-18.118611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-09-12 05:00:02-03","US","US","2321363","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"R. Reitz","4217","1942","2","4","South America","Brazil","Santa Catarina",NA,"Morro da brejauba, san francisco do sul",NA,NA,NA,NA,"US00065067","US00065067_01","(Schott) Burret","50","50",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"121","2020-09-12 05:00:02-03","US","US","2321374","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"R. Reitz","5731",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"Morro da brejauba, san francisco do sul",NA,NA,NA,NA,NA,NA,"(Schott) Burret","50","50",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"122","2020-09-12 05:00:02-03","US","US","1194918","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"A. F. M. Glaziou","s.n.","1876","3","19","South America - Neotropics","Brazil",NA,NA,"Illegible",NA,NA,NA,NA,NA,NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"123","2020-09-12 05:00:02-03","US","US","1482056","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"P. K. Dusén","13521","1912","1","2","South America","Brazil","Paraná",NA,"Guaretuba",NA,NA,NA,NA,"US00056077","US00056077_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"124","2020-09-12 05:00:02-03","US","US","3487299","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"L. R. Noblick & H. S. Brito","4795","1989","2","3","South America - Neotropics","Brazil","Bahia","Mucuri","Fazenda Martimnica, S of Rio Mucuri and W of the BR 101","-39.65","-18.08",NA,NA,"US01104032","US01104032_01","(Schott) Burret","50","100",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"125","2020-09-12 05:00:02-03","US","US","2321362","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"R. Reitz","4217","1942","2","4","South America","Brazil","Santa Catarina",NA,"Morro da brejauba, san francisco do sul",NA,NA,NA,NA,"US00065066","US00065066_01","(Schott) Burret","50","50",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"126","2020-09-12 05:00:02-03","US","US","3487298","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"L. R. Noblick & H. S. Brito","4795","1989","2","3","South America - Neotropics","Brazil","Bahia","Mucuri","Fazenda Martimnica, S of Rio Mucuri and W of the BR 101","-39.65","-18.08",NA,NA,"US01104031","US01104031_01","(Schott) Burret","50","100",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA
"127","2021-03-15 18:25:07-03","USP","SPF","179342","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Marcato, AC","Marcato, AC; Pirani, JR; Groppo, M; Fiaschi, P; Folli, DA","343","2002","01","31",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Aceiro Milanez","-40.038889","-19.160556",NA,"Alt. 7m, caule 5x0,1m, folhas 6, raque 3,44m, folíolos 78, mediano 92x3,5cm. Flores estaminadas castanhas.; perto de Parkia pendula imensa. Floresta de tabuleiro","SPF00179342",NA,"(Schott) Burret","50","50","-40.038889","-19.160556","2002","01",NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-15 18:25:07-03","USP","SPF","201041","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Freitas, HS","Freitas, HS","391","2009","03","01",NA,"Brasil","São Paulo","São José do Barreiro","Fazenda Atibaia. Acesso pelo Km 258 da Rodovia dos Tropeiros (SP 068). Interior da Mata do Mascote.","-44.661389","-22.638611",NA,"Árvore 10 m alt.; 45 de perímetro á altura do peito.","SPF00201041",NA,"(Schott) Burret","482","482","-44.661389","-22.638611","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-15 18:25:07-03","USP","SPF","201043","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Freitas, HS","Freitas, HS","202","2008","09","19",NA,"Brasil","São Paulo","São José do Barreiro","fazenda Atibaia. Acesso pelo Km 258 da Rodovia dos tropeiros (SP 068).","-44.656667","-22.642778",NA,"Árvore 6 m alt., 35 cm de perímetro à altura do peito. Folh coletada com 4 m de comprimento. Pecíolo 1,5 m e lâmina 2,5 m.; Interior de Mata.","SPF00201043",NA,"(Schott) Burret","504","504","-44.656667","-22.642778","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 18:25:07-03","USP","SPF","211253","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Martins, EGA","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","547","2013","07","11",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Estrada Peroba-Osso. Borda de mata.","-39.969611","-19.169917",NA,"Palmeira cespitosa 2,5 m alt. Folhas 12, 1 m compr., pecíolo ca. 40 cm, 21 pares de folíolos. Folíolos na base 30x2,4 cm, folíolo mediano 33x2,5 cm, folíolo no ápice 19x1,5 cm. Bráctea 12x5 cm. Infrutescência 12 cm compr. Frutos imat","SPF00211253",NA,"(Schott) Burret","30","30","-39.969611","-19.169917","2013","07","11",NA,NA,NA,NA,NA,NA,NA
"131","2021-03-15 18:25:07-03","USP","SPF","211255","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Martins, EGA","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","540","2013","07","10",NA,"Brasil","Espírito Santo","Governador Lindenberg","Sítio Sr. Fernando. Próximo à estrada de terra que dá acesso à sede. No interior da mata atrás da sede.","-40.4575","-19.147667",NA,"Palmeira cespitosa ca. 7 m alt. Estipe ca. 4 m alt., DAP 15,29 cm. Copa 3 m alt., ca. 15 folhas. Folha ca. 3 m compr., ca. 53 pares de folíolo. Folíolo na base 84x3 cm, folíolo mediano 79x3,3 cm, folíolo no ápice 38x1,9 cm. Acúleos n","SPF00211255",NA,"(Schott) Burret","109","109","-40.4575","-19.147667","2013","07","10",NA,NA,NA,NA,NA,NA,NA
"132","2021-03-15 18:25:07-03","USP","SPF","73924","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Henderson, A","Simão-Bianchini, R","37","1988","10","10",NA,"Brasil","São Paulo","Juréia",NA,NA,NA,NA,"Erva em mata de restinga, próxima à água corrente.","SPF00073924",NA,"(Schott) Burret",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
