"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","previousCatalogNumber","typeStatus","infraspecificEpithet","sex"
"44","2020-11-13 09:19:10-03","UFRJ","RFA","23930","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.","F.C.P. Tatagiba","F.M.B. Pereira; G. de Souza, J.A.F. Nogueira, M.R. Gomes, L.M. Gonçalves","I-21","2000","01","06","Brasil","Rio de Janeiro","Macaé","Fazenda Carreira Comprida de Propriedade de Ronaldo Azevedo, acesso pela estrada que liga Macáe a Conceição de Macabú, entre localidades de Bicuda Grande e Areia Branca.","-42.030278","-22.341111","42º1'49''W","22º20'28''S","56","56","Árvore, ca 7 m de altura, heliófila, rara no local. Material estéril.","RFA34219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-13 09:19:10-03","UFRJ","RFA","24680","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.","C.M. Vieira","F.M.B. Pereira","52/35","2000","09","23","Brasil","Rio de Janeiro","Sapucaia","Fazendas Pilatos.","-42.837778","-22.0675","42º50'16''W","22º4'3''S","460","460","Árvore, altura 6,5 m, DAP 18 cm, folhas verde claro, flores amarelas, comum no local.","RFA34228",NA,"2000","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-29 11:29:30-03","UFRJ","RFA","40813","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Sérgio Monteiro; Jeferson Assunção (76)","607","2016","01","08","Brasil","Rio de Janeiro","Petrópolis","Bonfim, Rua Diamantino Alves do Cabo, n° 500. Sítio do Vale Verde, Bonfim","-43.1075","-22.462778","43º6'27''W","22º27'46''S","1001","1001","Árvore ca. 10 m de altura; folhas descolores verde oliva na parte adaxial e verde amarronzado na parte abaxial; inflorescência amarela","RFA55626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-06-29 11:29:30-03","UFRJ","RFA","22084","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.","J. Garcia","Fernando Agarez","6","1988","05","09","Brasil","Rio de Janeiro","Maricá","Barra de Maricá, Ponta negra.","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Arbusto com ± 3 m. Flores amarelas,","RFA18232",NA,NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-13 09:19:10-03","UFRJ","RFA","11300","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.","P. Occhioni","P. Occhioni","4640","1971","11","13","Brasil","Rio de Janeiro","Rio de Janeiro","Laguna.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"RFA11033",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-13 09:19:10-03","UFRJ","RFA","29611","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"C.M. Rizzini",NA,"1992","12","08","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Massambaba.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Frutos, sem flor.","RFA20155",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-29 11:29:30-03","UFRJ","RFA","296","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","flavescens","Tecoma flavescens","Mart. ex DC.",NA,NA,NA,"1878","10","00","Brasil","Rio de Janeiro","Rio de Janeiro","Rio do Ouro.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"RFA28971",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-24 17:10:32-03","UTFPR","DVPR","5943","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Silva, DR","Silva, DR; Piva, J; Machado, C","236","2018","03","28","Brasil","Paraná","Planalto","Estrada paralela ao Córrego Mirim.","-53.3647","-25.4421","-53.3647","-25.4421","336","336","Árvore 3 m de altura. Folhas verdes-discolores ásperas, cartáceas. Frutos secos, pilosos. Tricomas ferrugineos presentes nas gemas de brotamento e nos frutos. Ponto 977.; Árvore remanescente em área antropizada.","DVPR005943",NA,"2018","11","17","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-24 17:10:32-03","UTFPR","DVPR","2393","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Estevan, DA","Naegeler, E; Souza, N; Alcântara, L","s.n.","2014","10","29","Brasil","Paraná","Dois Vizinhos","Arboreto Câmpus UTFPR","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore 5m, flor amarela.","DVPR002393",NA,"2015","02",NA,"Magnoliophyta",NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-24 17:10:32-03","UTFPR","DVPR","5480","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Jareta, G","Jareta, G","s.n.","2017","11","24","Brasil","Paraná","Dois Vizinhos","Universidade Federal do Paraná, UTFPR - Campus Dois Vizinhos. Estrada para Boa Esperança Km 0,4.","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore, altura estima 3 metros , cor da flor - amarela e fruto de cor marron.","DVPR005480",NA,"2017",NA,NA,"Magnoliophyta",NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-24 17:10:32-03","UTFPR","DVPR","659","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Florecki, CG","Florecki, CG","s.n.","2011","10","21","Brasil","Paraná","Dois Vizinhos","UTFPR","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore 8 m, flor amarela com formato de trombeta, casca do caule grossa.","DVPR000659","DVPR000659","2011","11","07","Magnoliophyta",NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-24 17:10:32-03","UTFPR","DVPR","5364","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Kreckuiski, D; Escher, B","Escher, B; Kreckuiski, D","s.n.","2017","08","31","Brasil","Paraná","Dois Vizinhos","UTFPR- Câmpus Dois Vizinhos, Paraná.","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore, altura estimada 6 metros , flor de cor amarela e fruto de cor marron claro.","DVPR005364",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-24 17:10:32-03","UTFPR","DVPR","135","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Dias, MC","Borges, E; et al.","s.n.","2002","10","25","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 4 m, fruto verde acastanhado.; Borda da mata, em Floresta Estacional Semidecidual.","DVPR000135","DVPR000135","2004",NA,NA,"Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-24 17:10:32-03","UTFPR","DVPR","2889","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Pizzaia, LN","Chagas-Silva, F","1431","1991","10","03","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy. Final do transecto 3","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 25m, botões florais amarronzados, flores amarelas, frutos marron, escasso na área.","DVPR002889",NA,"2010","06",NA,"Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-19 15:43:31-03","UNEB","HUNEB","821","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha",NA,NA,"Jesus, N.G.","19","1997","11","11","Brasil","Bahia","Alagoinhas","Campus II / UNEB","-38.433333","-12.133333","38W26'0''","12S8'0''","120","150","Cerrado","HUNEB0000821",NA,NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-19 15:43:31-03","UNEB","HUNEB","9873","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.",NA,"Carvalho, G. M.","35ALCB 69610","2005","10","06","Brasil","Bahia","Salvador","Campus da Federação - UFBA - Estacionamento da Escola de Letras.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,"HUNEB0009873",NA,NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,"26018","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-12-12 15:31:38-03","UFABC","HUFABC","001293","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.)","Blucei","Pereira, FG","129","2010","10","08","Brasil","São Paulo","São Paulo","Cidade Universitária, topo de morro entre IB, ICB","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; arbusto, 1,5 m alt., mat vegetativo [ipê-amarelo]","HUFABC001293",NA,"2014","10",NA,"Angiospermas",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-12-12 15:31:38-03","UFABC","HUFABC","002234","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.)","M. Keiller; J.H.L.El Ottra","M. Keiller; J. H. L. El Ottra","45","2019","09","20","Brasil","São Paulo","São Paulo","Parque CIENTEC, Próximo ao prédio da sede.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arvoreta ca. 1,70 m. Flores amarelas. Folhas concolores.","HUFABC002234",NA,"2019","09",NA,"Angiospermas",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-12-12 15:31:38-03","UFABC","HUFABC","001287","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.)",NA,"Voltam, FS","09","2010","10","14","Brasil","São Paulo","São Paulo","Rua André Almeida","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; Arvore, 2,5m de alt. 10cm DAP","HUFABC001287",NA,NA,NA,NA,"Angiospermas",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-12-04 15:24:57-03","PUCPR","HUCP","23914","S","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex Dc.) Mattos.","Oliveira, J","Oliveira, J","s.n.","2014","09","10","Brasil","Paraná","Curitiba","Rebouças","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-12-04 15:24:57-03","PUCPR","HUCP","24783","S","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex Dc.) Mattos.","Riberito, K","Ribeiro, K","1","2011","08","09","Brasil","Paraná","Curitiba","Jardim das Américas","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Cor amarela.","HUCP00024783","HUCP00024783","2011","08","10","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-12-04 15:24:57-03","PUCPR","HUCP","24875","S","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex Dc.) Mattos.",NA,"Fogaça, C","01","2011","08","22","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00024875","HUCP00024875",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-12-04 15:24:57-03","PUCPR","HUCP","24562","S","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex Dc.) Mattos.","Stadler, V","Stadler, V","s.n.","2014","11","12","Brasil","Paraná","Curitiba","Santa Felicidade","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00003173","HUCP00003173",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-12-04 15:24:58-03","PUCPR","HUCP","4759","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Zugmann, S","Zugmann, S","002",NA,NA,NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00009457","HUCP00009457","1982","08","16","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-12-04 15:24:58-03","PUCPR","HUCP","1111","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Acra, LA","Loureiro, CC","001",NA,NA,NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00009405","HUCP00009405","1985","10","20","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-12-04 15:24:58-03","PUCPR","HUCP","16039","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Selusniaki, M","Selusniaki, M","s.n.","2004","10","27","Brasil","Paraná","Curitiba","Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00009411","HUCP00009411_1 HUCP00009411_2",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-12-04 15:24:58-03","PUCPR","HUCP","1110","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Acra, LA","Braga, FRM","005",NA,NA,NA,"Brasil","Paraná","Curitiba","Prado Velho, PUC.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00009467","HUCP00009467","1987","10","23","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-12-04 15:24:58-03","PUCPR","HUCP","14297","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Valle, AO","Wangler, MS","150","1997","09","12","Brasil","Paraná","Ortigueira","Lajeado Bonito, Rio Tibagi.","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,"HUCP00009449","HUCP00009449",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-12-04 15:24:58-03","PUCPR","HUCP","17681","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Bonaldi, R","Bonaldi, R","s.n.","2006","10","20","Brasil","Paraná","Paranaguá","Praça dos Leões","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00009500","HUCP00009500","2006","11","20","Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-12-04 15:24:58-03","PUCPR","HUCP","393","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Selusniaki, M","Dutka, J","006",NA,NA,NA,"Brasil","Paraná","Curitiba","Campus da PUC","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00009415","HUCP00009415","2004","10","17","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-12-04 15:24:58-03","PUCPR","HUCP","5298","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Acra, LA","Pollato, S","059","1983","09","29","Brasil","Paraná",NA,"BR 116-Rodovia do café, Km 73.",NA,NA,NA,NA,NA,NA,NA,"HUCP00009397","HUCP00009397",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-12-04 15:24:58-03","PUCPR","HUCP","19659","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Selusniaki, M","Selusniaki, M; Beltrami, L","1853","2007","12","09","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"HUCP00009414","HUCP00009414",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-12-04 15:24:58-03","PUCPR","HUCP","21760","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Reus, TC","Reus, TC","028","2010","09","15","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00009463","HUCP00009463",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-12-04 15:24:58-03","PUCPR","HUCP","24874","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A. DC.) Standl.","Santos, F","Santos, F","14","2011","09","14","Brasil","Paraná","Curitiba","Jardim das Américas","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00024874","HUCP00024874","2011","09","14","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-26 18:07:20-03","CPAN-UFMS","COR","4601","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"Bortolotto, I.M.; Ishii, I.H.","351","1996","08","24","Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"cálice esverdeado, e pétala amarelo-ouro; Com Flor: amarela Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-07-24 16:19:01-03","CCE","CATAVENTO","38","LivingSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Mattos","Santilli, C.",NA,NA,"2018","08","28","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6281","-23.5451","-46.6281","-23.5451","730","730","<ll>dwc_commonname:</ll> ipê-amarelo-cascudo","CATAVENTO0038","CATAVENTO0038_v01 CATAVENTO0038_v02","2018","08","29",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-07-24 16:19:01-03","CCE","CATAVENTO","126","LivingSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Mattos","Santilli, C.",NA,NA,"2018","08","28","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6286","-23.5445","-46.6286","-23.5445","730","730","<ll>dwc_commonname:</ll> ipê-amarelo-cascudo","CATAVENTO0126","CATAVENTO0126_v01 CATAVENTO0126_v02 CATAVENTO0126_v03","2018","08","29",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-07-24 16:19:01-03","CCE","CATAVENTO","71","LivingSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Mattos","Santilli, C.",NA,NA,"2018","08","28","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6286","-23.5451","-46.6286","-23.5451","730","730","<ll>dwc_commonname:</ll> ipê-amarelo-cascudo","CATAVENTO0071","CATAVENTO0071_v01 CATAVENTO0071_v02","2018","08","29",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-07-24 16:19:01-03","CCE","CATAVENTO","69","LivingSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Mattos","Santilli, C.",NA,NA,"2018","08","28","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6284","-23.5451","-46.6284","-23.5451","730","730","<ll>dwc_commonname:</ll> ipê-amarelo-cascudo","CATAVENTO0069","CATAVENTO0069_v01 CATAVENTO0069_v02 CATAVENTO0069_v03","2018","08","29",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-07-24 16:19:01-03","CCE","CATAVENTO","65","LivingSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Mattos","Santilli, C.",NA,NA,"2018","08","28","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6283","-23.5451","-46.6283","-23.5451","730","730","<ll>dwc_commonname:</ll> ipê-amarelo-cascudo","CATAVENTO0065","CATAVENTO0065_v01 CATAVENTO0065_v02","2018","08","29",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-07-24 16:19:01-03","CCE","CATAVENTO","13","LivingSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Mattos","Santilli, C.",NA,NA,"2018","08","28","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6269","-23.5449","-46.6269","-23.5449","730","730","<ll>dwc_commonname:</ll> ipê-amarelo-cascudo","CATAVENTO0013","CATAVENTO0013_v01 CATAVENTO0013_v02 CATAVENTO0013_v03 CATAVENTO0013_v04 CATAVENTO0013_v05","2018","08","29",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-07-24 16:19:01-03","CCE","CATAVENTO","18","LivingSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Mattos","Santilli, C.",NA,NA,"2018","08","28","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6272","-23.5449","-46.6272","-23.5449","730","730","<ll>dwc_commonname:</ll> ipê-amarelo-cascudo","CATAVENTO0018","CATAVENTO0018_v01 CATAVENTO0018_v02 CATAVENTO0018_v03 CATAVENTO0018_v04","2018","08","29",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-07-24 16:19:01-03","CCE","CATAVENTO","23","LivingSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Mattos","Santilli, C.",NA,NA,"2018","08","28","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6274","-23.5449","-46.6274","-23.5449","730","730","<ll>dwc_commonname:</ll> ipê-amarelo-cascudo","CATAVENTO0023","CATAVENTO0023_v01 CATAVENTO0023_v02 CATAVENTO0023_v03 CATAVENTO0023_v04","2018","08","29",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-07-24 16:19:01-03","CCE","CATAVENTO","74","LivingSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Mattos","Santilli, C.",NA,NA,"2018","08","28","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6287","-23.5451","-46.6287","-23.5451","730","730","<ll>dwc_commonname:</ll> ipê-amarelo-cascudo","CATAVENTO0074","CATAVENTO0074_v01 CATAVENTO0074_v02","2018","08","29",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
