"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem"
"11","2020-12-11 11:39:26-03","UFMG","BHCB","174024","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.",NA,"Kollmann, L; Bausen, E","1999","03","19","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"BHCB019357",NA,"Dicotyledon",NA,"2200","Southern America",NA,"Arvoreto 7 m. DAP 6 cm. Fuste 6 m. Frutos verdes.","23813","auto",NA,NA,NA,NA,NA,NA
"12","2020-12-11 11:39:26-03","UFMG","BHCB","96402","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.",NA,"Guilherme, FAG","2000","09","19","Brasil","São Paulo","Sete Barras","Parque Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"235","Southern America",NA,"Árvore aprox. 16m de altura, botões florais verde-claro e pétalas brancas..","34059","auto",NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:39:26-03","UFMG","BHCB","96175","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.",NA,"Guilherme, FAG","2001","10","11","Brasil","São Paulo","Sete Barras","Parque Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"192","Southern America",NA,"Árvore aprox. 12m de altura, botões florais brancos.","34059","auto",NA,NA,NA,NA,NA,NA
"14","2020-12-11 11:39:26-03","UFMG","BHCB","173961","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.",NA,"Demuner, V; Bausen, E; Pizziolo, W","2000","08","03","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, Cachoeira do Struts","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"BHCB019278",NA,"Dicotyledon",NA,"1337","Southern America",NA,"Arbusto 3m, frutos jovens esverdeados. Mata secundária, lado esquerdo da cachoeira","23813","auto","2011",NA,NA,NA,NA,NA
"15","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","10522",NA,"Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","M. Sobral/2001","L. Kollmann; E. Bausen","1999","03","19","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML010522","MBML010522",NA,NA,"2200",NA,NA,"Beira de rio. Arvoreto 7m. Dap 6cm. Fuste 6m. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-04 11:05:53-03","UFRB","HURB","14420","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.",NA,"Victor Jr., V.","2013","01","15","Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000014420",NA,NA,NA,"1274",NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA
"17","2021-03-04 11:05:53-03","UFRB","HURB","14421","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.",NA,"Victor Jr., V.","2013","01","11","Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000014421",NA,NA,NA,"1044",NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA
"18","2021-03-04 11:05:54-03","UFRB","HURB","14422","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.",NA,"Victor Jr., V.","2013","01","14","Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000014422",NA,NA,NA,"1597",NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA
"19","2020-12-16 11:32:59-03","UFG","UFG","62012","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","A. Usteri","Garcia, R.J.F.","Honda, S.; et al.","2012","08","08","Brasil","São Paulo","São Paulo","Parque Tizo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UFG0062012","UFG0062012",NA,NA,"1127",NA,NA,"Árvore ca. de 7,0 metros de altura, 0,8 cm DAP. Frutos imaturos verdes. Casca avermelhada.","53584","auto","2012","08","30",NA,NA,NA
"20","2019-10-07 09:35:38-03","UEFS","HUEFS","86899","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.",NA,"Sem coletor",NA,NA,NA,"Brasil",NA,NA,"Monte Formosa.",NA,NA,NA,NA,NA,NA,"HUEFS0086899",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae","Tipo",NA
"21","2019-09-04 20:00:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa",NA,NA,"C. F. P. von Martius",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Holotype",NA
"22","2020-07-23 12:16:16-03","CEPLAC","CEPEC","140737","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa",NA,"Sem Informação","Lopes, L.C.M.","2012","04","12","Brasil","Bahia","UNA",NA,"-39.121944","-15.155278","39W7'19","15S9'19",NA,NA,NA,NA,NA,NA,"479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-23 12:16:16-03","CEPLAC","CEPEC","63806","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa",NA,"M. Sobral","A. M. de Carvalho","1995","03","12","Brasil","Bahia","ILHÉUS","Mata da Esperança. Ca. 2Km ao Nne do banco da Vitória, na estrada que corre na borda oeste da mata.","-39.091111","-14.777222","39W5'28","14S46'38",NA,NA,NA,NA,NA,NA,"6004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2006"
"24","2020-07-23 12:16:16-03","CEPLAC","CEPEC","80784","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa",NA,"M. Sobral","J. G. Jardim","1998","03","19","Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). Entrada KM 46 BA-001 Ilheus/Uma. Estrada que leva a sede da reserva.","-39.083333","-15.15","39W5'","15S9'",NA,NA,NA,NA,NA,NA,"1709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003"
"25","2020-07-23 12:16:16-03","CEPLAC","CEPEC","9139","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa",NA,"M. Sobral","A. Eupunino","1972","11","08","Brasil","Bahia","PORTO SEGURO","Km 13 da Rod. Porto Seguro/Eunápolis.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,"307",NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,"30/12/2006"
"26","2019-12-09 10:46:08-03","UFSJ","HUFSJ","10575","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Santos, M F","Rossi, L","1984","06","01","Brasil","São Paulo","São Paulo","Parque Conceição.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"HUFSJ010575",NA,NA,NA,"164",NA,NA,"Árvore, 6m alt, DAP 20cm, flores alvas, frutos imaturos verdes.","53584","auto","2018",NA,NA,NA,NA,NA
"27","2019-10-03 10:04:18-03","UFSCar","SORO","1055","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa",NA,NA,"Ogata H. ; Heiniberg M.","1995","03","23","Brasil","São Paulo","Cotia","CEMUCAM","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore ca 10m alt, DAP 30 cm, flores brancas.","23869","auto",NA,NA,NA,NA,NA,NA
"28","2019-10-03 10:04:18-03","UFSCar","SORO","1061","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa",NA,NA,"Godoy S.A.P.; Pereira D.L. Ferreira G.M.P. Garcia R.J.F. e de Sordi S.J.","1995","04","19","Brasil","São Paulo","São Paulo","Camping Ana Paula","-46.774444","-23.9","46°46'28''W","23°54'0''S",NA,NA,NA,NA,NA,NA,"485",NA,NA,"árvore ca 7,0 m alt., DAP 0,13 m. Flores alvas, frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-03 10:04:18-03","UFSCar","SORO","1308","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa",NA,NA,"Gody S.A.P.; Pereira D.L., Ferreira G.M.P., DA Silva L.L., Garcia R.J.F.","1995","06","22","Brasil","São Paulo","São Paulo","Parelheiros. Camping Ana Paula","-46.774444","-23.9","46°46'28''W","23°54'0''S",NA,NA,NA,NA,NA,NA,"620",NA,NA,"Árvore ca. 12,0m alt., DAP 0,05m. Caule casca descamante",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-03 10:04:18-03","UFSCar","SORO","7654","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","E.H.P.Barreto","Pascalicchio, F.F.; Garcia, R.J.F.; Anjos Neto, O.S.; Fukushima-Hein, Y.K.; Fries, B.G.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Sítio Nova Esperança. Estrado do Gramado.UTM:23 K. X=318398, Y=73549915. Borda de mata.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,"Árvore, 6m alt., casca rugosa descamante; flores verdes a vermelhas, frutos verdes.","53584","auto","2015","08",NA,NA,NA,NA
"31","2020-01-31 10:39:10-03","IFAM","EAFM","11930","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Stoike, FC de O","Stoike, FC de O","2006","09","01","Brasil","São Paulo","Cananéia","Ilha do Cardoso, parcelas","-47.926944","-25.083889","-47.926944","-25.083889",NA,NA,NA,NA,NA,NA,"809",NA,NA,"; DESC: arbórea",NA,NA,"2006","09","01",NA,NA,NA
"32","2020-01-31 10:39:10-03","IFAM","EAFM","11929","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Stoike, FC de O","Stoike, FC de O","2006","03","16","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.926944","-25.083889","-47.926944","-25.083889",NA,NA,NA,NA,NA,NA,"808",NA,NA,"; DESC: arbórea; artefato; cerco-fixo; tronco",NA,NA,"2006","03","16",NA,NA,NA
"33","2021-03-04 15:45:33-03","IF","SPSF","31058","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa",NA,NA,"S.E.Martins & P.S.P.Sampaio","1998","09","16","Brasil","SP","Bertioga","Sao Lourenço, Rod. SP-55,km 211,5.","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","229","América do Sul",NA,"COLETA: XLS: SPSFAntigo;","37616","auto",NA,NA,NA,"Magnoliopsida",NA,NA
"34","2017-09-11 17:11:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Aulomyrcia","macrocarpa","Aulomyrcia macrocarpa","(DC.) O.Berg",NA,"Martius, C",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in monte Fermozo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"M (fr) macrocarpa DC.",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:12:12-03","IBt","SP","334089","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ","1995","04","19","Brasil","São Paulo","São Paulo","Parelheiros, Camping Ana Paula, área ajardinada","-46.774444","-23.9","-46.774444","-23.9",NA,NA,NA,NA,NA,NA,"485",NA,NA,"Árvore ca. 7m alt., DAP 0,13cm, flores alvas, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 10:12:12-03","IBt","SP","334090","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ","1995","06","22","Brasil","São Paulo","São Paulo","Parelheiros, Camping Ana Paula, área ajardinada","-46.774444","-23.9","-46.774444","-23.9",NA,NA,NA,NA,NA,NA,"620",NA,NA,"Árvore ca. 12m alt., DAP 0,05m, caule de casca descamante, frutos negros",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 10:12:12-03","IBt","SP","334747","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Martins, SE; Sampaio, PSP","1998","09","16","Brasil","São Paulo","Bertioga","Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,NA,NA,NA,NA,"229",NA,NA,NA,"37616","auto","1999",NA,NA,NA,NA,NA
"38","2019-11-21 10:12:12-03","IBt","SP","344868","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Sampaio, PSP; Magenta, MAG","1999","11","11","Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto.","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,NA,NA,NA,NA,"382",NA,NA,NA,"37616","auto","2000",NA,NA,NA,NA,NA
"39","2019-11-21 10:12:12-03","IBt","SP","337847","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Sampaio, PSP; Martins, SE","1999","09","02","Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, Km 211,5, Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,NA,NA,NA,NA,"338",NA,NA,NA,"37616","auto","1999",NA,NA,NA,NA,NA
"40","2019-11-21 10:12:12-03","IBt","SP","337865","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Sampaio, PSP; Martins, SE","1999","08","12","Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, Km 211,5. Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,NA,NA,NA,NA,"311",NA,NA,NA,"37616","auto","1999",NA,NA,NA,NA,NA
"41","2019-11-21 10:12:12-03","IBt","SP","333985","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Ogata, H; Heineberg, M","1995","06","19","Brasil","São Paulo","Cotia","CEMUCAM","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Árvore ca. 10m alt., DAP 30cm, frutos verdes","23869","auto",NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:12:12-03","IBt","SP","333984","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Ogata, H; Heineberg, M","1995","03","23","Brasil","São Paulo","Cotia","CEMUCAM","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Árvore ca. 10m alt., DAP 30cm, flores brancas","23869","auto",NA,NA,NA,NA,NA,NA
"43","2019-11-28 09:18:18-03","IBt","SP","309914","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Melo, MMRF; Piacentin, E","1995","02","05","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Margens do rio Verde, próximo ao alojamento","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,"1280",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:12:12-03","IBt","SP","246584","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Cordeiro, I; Gomes da Silva, SJ; Costa, MP; Chu, E; Piacentin, E","1990","12","11","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o Pocinho","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,"753",NA,NA,"Árvore do dossel ca. 20m alt., DAP 50cm, frutos maduros negros","55628","auto","1995",NA,NA,NA,NA,NA
"45","2019-11-21 10:12:12-03","IBt","SP","82691","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Faria, R","1965","03","25","Brasil","São Paulo","São Paulo","Água Funda, mata do Instituto de Botânica.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,"Árvore.","53584","auto","2000",NA,NA,NA,NA,NA
"46","2019-11-21 10:12:12-03","IBt","SP","64401","S","Plantae","Myrtaceae","Myrcia","macrocarpa","Myrcia macrocarpa","DC.","Kawasaki, ML","Mattos, JR","1961","04","18","Brasil","São Paulo","São Paulo","Nativa no Jardim Botãnico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"8889",NA,NA,"Na mata secundária. Árvore fina, de 6m alt., fl. em panícula branca.","53584","auto","2000",NA,NA,NA,NA,NA
