"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"13","2021-03-15 16:37:00-03","NY","NYBG","01132250","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","grisea","grisea","Sabicea grisea grisea","Cham. & Schltdl.","S. A. Khan","C. E. F. von Glocker","591B","1842",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1295819' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132250","NY01132250_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01132264","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","S. A. Khan","R. P. Belém","1644","1965","08","30","South America","Brazil","Bahia","Ilhéus","Margem da Rodovia Itabuna-Ilhéus","-39.1580173","-14.7989283",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297103' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132264","NY01132264_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1181873","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","grisea","grisea","Sabicea grisea grisea","Cham. & Schltdl.",NA,"M. M. Arbo","7191","1997","01","14","South America","Brazil","Bahia","Valença","Camino a Guaibim, a 2 km de la rodovia Valença-Nazaré.","-39.05","-13.35","100","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387687' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181873","NY01181873_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01067421","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","P. G. Delprete","M. Aparecida da Silva","4154","1999","03","26","South America","Brazil","Tocantins","Lagoa da Confusão","Ilha do Bananal. Parque Nacional do Araguaia. Barreira do Gado, entre a Sede do Parque e a Ponta da Ilha. Na margem do rio Araguaia.","-50.3636","-10.1136","175","175","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211385' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067421","NY01067421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01067492","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","P. G. Delprete","P. G. Delprete","6562","1998","08","20","South America","Brazil","Tocantins","Couto de Magalhães","Ao sul do ponte para Conceiçao do Araguaia","-49.27","-8.37","150","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=476452' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067492","NY01067492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02636746","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","M. R. de V. Barbosa","L.A. Gomes","504","2012","05","18","South America","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.4202","-11.3832",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2285265' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636746","NY02636746_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01096593","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","J. H. Kirkbride Jr.","R. M. Harley","18637","1977","02","13","South America","Brazil","Bahia","Andaraí","15-20 km from Andaraí, along the road to Itaeté with branches East off the road to Mucugé","-41.2","-12.85","500","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1246682' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096593","NY01096593_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01096592","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","P. G. Delprete","G. Gardner","1697","1836",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1246646' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096592","NY01096592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01132263","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","N. E. Bremekamp","J. C. de Moraes Vasconcelos","2173","1959","06","21","South America","Brazil","Paraíba","Areia","Areia","-35.712202","-6.95148",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297095' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132263","NY01132263_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01132262","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","grisea","grisea","Sabicea grisea grisea","Cham. & Schltdl.","S. A. Khan","G. H. von Langsdorff","s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Corcovado.","-43.212076","-22.951842",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297084' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132262","NY01132262_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","7854","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Tebaldi, N.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTU007854",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 11:10:08-03","UNESP-IBB","BOTU","25627","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Araújo, D.","Araújo, D.","334","2007","07","17",NA,"Brasil","Pernambuco","Igarassu",NA,"-34.986944","-7.725556",NA,NA,NA,"Trepadeira. Flores alvas.","BOTU025627",NA,NA,"34°59'13w","7°43'32s","2007","06","14",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","12032","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Sec. Fitoteca I.C.B.",NA,NA,"1959","12","01",NA,"Brasil","São Paulo","Ubatuba",NA,NA,NA,NA,NA,NA,"Seringal de encosta.","BOTU012032",NA,NA,"9999","9999","1959","06","04",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 11:10:08-03","UNESP-IBB","BOTU","25623","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Araújo, D.","370","2007","07","28",NA,"Brasil","Pernambuco","Igarassu",NA,"-34.986944","-7.725556",NA,NA,NA,"Trepadeira. Frutos verdes. Flores brancas.","BOTU025623",NA,NA,"34°59'13w","7°43'32s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 11:10:08-03","UNESP-IBB","BOTU","25624","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Alves-Araújo, A.","Alves-Araújo, A.","278","2007","05","23",NA,"Brasil","Pernambuco","Igarassu",NA,"-35.020833","-7.793889",NA,NA,NA,"Arbusto, lianescente, flores alvas.","BOTU025624",NA,NA,"35°01'15w","7°47'38s","2007","06","19",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:32:26-03","UFRJ","RFA","5397","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","J.H. Kirkbride Jr.","P. Occhioni","1795","1959","04","30",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Nova Estrada Rio - Terezópolis","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Arbusto prostrado, flores alvas","RFA48154",NA,NA,NA,NA,"1978","02","10","57442","auto",NA,NA,NA,NA,NA,NA
"29","2019-11-19 15:45:02-03","UNEB","HUNEB","2130","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. Schl.",NA,"Guedes, M.L.","41127","1999","01","09",NA,"Brasil","Bahia","Vera Cruz","Ilha de Mar Grande.","-38.6086006164551","-12.9603004455566",NA,NA,NA,"solo areno-argiloso.","HUNEB0002130",NA,NA,NA,NA,NA,NA,NA,"27816","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"30","2019-11-19 15:45:02-03","UNEB","HUNEB","1876","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Nascimento, A.F.S.","39572","1998","10","17",NA,"Brasil","Bahia","São Sebastião do Passé","Litoral Norte, Ponto 1, ao lado da Caraíba Metais.","-38.4953002929688","-12.5124998092651",NA,NA,NA,"antropizada, com áreas alagadas e de mata ciliar.","HUNEB0001876",NA,NA,NA,NA,NA,NA,NA,"18909","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"31","2019-11-19 15:45:02-03","UNEB","HUNEB","13530","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Guedes, M.L.","15101","2009","05","24",NA,"Brasil","Bahia","Maraú","Litoral Sul: Fazenda Taipus de fora","-38.930556","-13.893056",NA,NA,NA,NA,"HUNEB0013530",NA,NA,"38W55'50''","13S53'35''",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"32","2021-03-30 12:48:22-03","EAO","IAN","84494","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Bremekamp, CEB","Moraes, JC de","1173","1954","07","19","Southern America","Brasil","Paraíba",NA,"Escola de Agronomia do Nordeste, lugares altos e frescos, terreno de mata. Areia.",NA,NA,NA,NA,NA,"Sub-arbustiva.","IAN084494",NA,NA,NA,NA,"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:48:22-03","EAO","IAN","99089","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Pilger, R","Pickel, BJ","1918","1929","02","15","Southern America","Brasil","Pernambuco",NA,"Tapera, mata.",NA,NA,NA,NA,NA,"Cipó com flores brancas.","IAN099089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:48:22-03","EAO","IAN","79280","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Sobrinho, V; Pickel, BJ","188",NA,NA,NA,"Southern America","Brasil","Pernambuco","Recife","Beberibe, capoeira.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IAN079280",NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"35","2013-07-10 13:26:13-03","EBDA","BAH","1966","S","Plantae",NA,NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","L. A. Souza","Elzeni Gusmão","66","1975","03","30",NA,"Brasil","Bahia","Itanagra e em Dias D'Ávila","Faz. Olhos d' água da Laranjeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2013-07-10 13:26:13-03","EBDA","BAH","8227","S","Plantae",NA,NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","G. C. Pereira Pinto","Cassia V. A. Moruz","55","1987","12","22",NA,"Brasil","Bahia","Lençóis","Coqueiro","-41.39","-12.5631",NA,NA,NA,"Herbácea, flor branca. Visitada por abelhas.IMPORT. PLANTA: Visitada por abelhas",NA,NA,NA,NA,NA,"1988","04",NA,"47385","auto",NA,NA,NA,NA,NA,NA
"37","2013-09-13 13:19:51-03","EBDA","BAH","8732","S","Plantae",NA,NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","M.L. Guedes","M.L. Guedes","3402","1994","07","16",NA,"Brasil","Bahia","Lamarão","Lamarão do Passé","-38.403889","-12.593611",NA,NA,NA,"Trepadeira com folhas membranáceas, discolores. Flores alvas.",NA,NA,NA,"38W 24' 14","12S 35' 37","1994","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2013-07-10 13:26:13-03","EBDA","BAH","6628","S","Plantae",NA,NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","L. A. Souza","Álvaro C. C. Jr.","21","1986","02","28",NA,"Brasil","Bahia","Mata de São João",NA,"-38.2992","-12.5303","85","85",NA,"Planta trepadeira de flor branca. Ocorre em quase todo Brasil.",NA,NA,NA,NA,NA,"2012","11",NA,"47329","auto",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:24:01-03","UFBA","ALCB","025374","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Guedes, ML; et al.","Guedes, ML; Navarro, F","3402","1994","07","16","Southern America","Brasil","Bahia","Lamarão do Passé",NA,"-38.403889","-12.593611",NA,NA,NA,"Com folhas membranáceas discolores. Flores alvas.",NA,NA,NA,"-38.403889","-12.593611","1994","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:24:01-03","UFBA","ALCB","025481","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Guedes, ML","Guedes, ML; et al.","3288","1994","06","21","Southern America","Brasil","Bahia","Lamarão do Passé",NA,"-38.376111","-12.581111",NA,NA,NA,"Planta escandente. Folhas membranáceas discolores, tomentosas. Flores alvas.",NA,NA,NA,"-38.376111","-12.581111","1994","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:24:01-03","UFBA","ALCB","54199","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Guedes, ML","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","337","2001","06","04","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Assentamento Araruna, caminho para Rio Bonito de Cima","-41.282222","-12.287222",NA,NA,NA,"Folhas membranáceas, discolores, face abaxial com pêlos alvos. Inflorescência axilar. Frutos imaturos vermelhos e maduros marrons-escuro.",NA,NA,NA,"-41.282222","-12.287222","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:24:01-03","UFBA","ALCB","128467","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Guedes, ML","Guedes, ML; Souza, AA de; Alexandrino, MO; Santos, LL; et al.","25706","2017","06","17","Southern America","Brasil","Bahia","Wagner","Chapada Diamantina, Caminho de Palestina para Bonito.","-41.166667","-12.683333",NA,NA,NA,"trepadeira com ramos pilosos. Folha membranácea discolores. Inflorescência axilar, flores com corola branca.","ALCB045399","ALCB045399",NA,"-41.166667","-12.683333","2017","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:24:01-03","UFBA","ALCB","124628a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Guedes, ML","Guedes, ML; Casaes, M","24634","2016","03","27","Southern America","Brasil","Bahia","Varzedo","Recôncavo Sul, Fazenda do Sr. Getúlio, Rio Cai Camarão.","-39.750833","-13.602222",NA,NA,NA,"com ramos e face abaxial da folha vilosos. Inflorescência axilar, botões alvos.","ALCB019817","ALCB019817",NA,"-39.750833","-13.602222","2016","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:24:01-03","UFBA","ALCB","123333","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","24343","2016","03","12","Southern America","Brasil","Bahia","Wagner","Ponto 7. margem do Rio Bonito.","-41.266667","-12.466667","600","600",NA,"ramos pubescentes. Folhas cartáceas, discolores, face abaxial com indumento esbranquiçado. Inflorescência axilar, flores alvas.","ALCB010565","ALCB010565",NA,"-41.266667","-12.466667","2016","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 21:33:02-03","UFBA","ALCB","021567","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Noblick, LR","Gusmão, EF de","s/n",NA,NA,NA,"Southern America","Brasil","Bahia","Itanagra","Litoral Norte, Fazenda Brejo Verde.","-38.033333","-12.25",NA,NA,NA,NA,NA,NA,NA,"-38.033333","-12.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 21:33:02-03","UFBA","ALCB","023520","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Guedes, ML; Bandeira, F","Guedes, ML; Bandeira, FP","s/n","1991","08","25","Southern America","Brasil","Bahia","São Francisco do Conde","Faz. Engenho Madruga.","-38.666667","-12.616667",NA,NA,NA,"Pilosa com flores singelas, com corolas alvas com as porções terminais de cor vinho. Fruto maduro de cor vinho.",NA,NA,NA,"-38.666667","-12.616667","1991","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
