"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","797922","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.","G. M. Barroso","J. C. Lindeman","3032","1966","10","15","South America","Brazil","Paraná","Km 184 DER road to Jaguariaíva","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","797912","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.",NA,"P. K. H. Dusén",NA,"1908","10","21","South America","Brazil","Paraná","Capivari","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797912",NA,NA,NA,"-49.156082","-25.257884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","781649","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.",NA,"A. F. M. Glaziou","s.n.","1883",NA,NA,"South America","Brazil","São Paulo","Plantes des environs de Rio de Janeiro et d'Ouro Preto.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","797914","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.","G. M. Barroso","L. B. Smith","7404","1956","11","08","South America","Brazil","Santa Catarina","Morro Iquererim","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797914","1300","1500","Campo Alegre","-49.2656","-26.1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","797916","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.","O. A. Guimarães","A. C. Cervi","3819","1997","10","28","South America","Brazil","Paraná","Guartelá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797916",NA,NA,"Tibagi","-50.3","-24.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","781648","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.",NA,"I. Mimura","130","1961","11","28","South America","Brazil","São Paulo","Ca. 10km SE da praça principal da cidade.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781648","600","600","Sao José dos Campos","-45.88","-23.1703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","797915","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.","A. Gehrt","F. C. Hoehne","31383","1934","01","04","South America","Brazil","São Paulo","Parque do Estado, Sao Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797915",NA,NA,NA,"-46.621883","-23.654505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","797924","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.","G. G. Hatschbach","R. Kummrow","1542","1981","08","19","South America","Brazil","Paraná","Papagaios Velhos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797924",NA,NA,"Porto Amazonas","-49.8903","-25.5447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-28 12:46:00-03","NY","NYBG","797928","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa",NA,NA,"N. Soria","3935","1989","05","19","South America","Paraguay","Caazapá","Tavai; propiedad flia. Bogado","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797928",NA,NA,NA,"-55.28","-26.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","797925","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.","D. D. Keck","W. J. Burchell","399",NA,NA,NA,"South America","Brazil",NA,"Brasilia","sheet","Catalogus Geographicus Plantarum Brasiliae Tropicae <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","797920","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.","G. G. Hatschbach","G. G. Hatschbach","23469","1970","02","06","South America","Brazil","Paraná","Rio Pequeno","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797920","900","900","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","781646","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.",NA,"G. G. Hatschbach","45708","1982","10","26","South America","Brazil","Paraná","Santa Rita. Borda da Cuesta Devoniana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781646",NA,NA,"Palmeira","-50.0064","-25.4294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01066482","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.","A. M. Teles","R. de Mello-Silva","1625","1999","02","22","South America","Brazil","Minas Gerais","Pico do Gavião, contrafortes Sudoeste","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202907' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066482","1400","1400","São Thomé das Letras","-44.9853","-21.7222","NY01066482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","797918","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.","G. M. Barroso","I. Mimura","120","1961","11","24","South America","Brazil","São Paulo","Ca. 9,0 km SSE em linha reta da praça principal de Sao José dos Campos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797918","660","660","Sao José dos Campos","-45.88","-23.1703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","781645","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.",NA,"S. M. de Campos","136","1959","12","25","South America","Brazil","São Paulo","Faz. Bom Retiro; SW da cid. Itapetininga, próximo ao rio Paranapanema.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781645",NA,NA,"Itapetininga","-48.0497","-23.5903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:29:17-03","UFRJ","RFA","6708","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.",NA,"Mendes Magalhães","17318","1960","01","06",NA,"Brasil","Minas Gerais","Serra do Curral",NA,"herba flor amarelada. Frequente","RFA26534",NA,NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:19:03-03","UFRJ","RFA","10004","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.","G.G. Hatschbach","G.G. Hatschbach","23463","1970","02","06",NA,"Brasil","Paraná","Rio Pequeno",NA,"Ligulas alvas","RFA28629",NA,NA,"São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-19 15:43:22-03","UNEB","HUNEB","11971","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffm.",NA,"Almeida, G.S.S.","147","2005","11","14",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi: Trilha da Lagoa Seca.",NA,NA,"HUNEB0011971",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-19 15:43:22-03","UNEB","HUNEB","11966","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O. Hoffm.",NA,"Almeida, G.S.S.","121","2005","09","27",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi: Trilha do Morro do Cachorro.",NA,NA,"HUNEB0011966",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-19 15:43:22-03","UNEB","HUNEB","11965","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O. Hoffm.",NA,"Almeida, G.S.S.","292","2006","02","15",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi: Trilha do Morro do Cachorro.",NA,NA,"HUNEB0011965",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-19 15:43:22-03","UNEB","HUNEB","11980","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffm.",NA,"Almeida, G.S.S.","210","2005","12","03",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi: Trilha do Pico do Itacolomi.",NA,NA,"HUNEB0011980",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-19 15:43:22-03","UNEB","HUNEB","11967","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O. Hoffm.",NA,"Almeida, G.S.S.","635","2007","01","29",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi: Trilha do Calais.",NA,NA,"HUNEB0011967",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:34:53-03","EAO","IAN","135488","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Baker) Hoffm.","Barroso, GM","Irwin, HS; Maxwell, HS","19642","1968","02","09","Southern America","Brasil","Minas Gerais","Dry hillsides. Steep rocky slopes, slopes, serra do Itabirito, ca. 48km S.E. of Belo Horizonte.",NA,"Caespitose, the heads to ca. 35cm tall. Rays white, disc yellow.","IAN135488","1750","1750",NA,NA,NA,NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:34:53-03","EAO","IAN","13978","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Baker) Hoffm.","Barreto, M","Magalhães, MG","3003","1942","07","25","Southern America","Brasil","Minas Gerais","Campo com cascalho, recentemente queimado, serra do Curral.",NA,"Herbácea; flores amarelas, muito frequente.","IAN013978",NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","IAN013978 IAN013978_e","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:34:52-03","EAO","IAN","102527","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Baker) Hoffm.",NA,"Magalhães, MG","2396","1942","12","01","Southern America","Brasil","Minas Gerais","Campo recentemente queimado pedregoso, com quartzo. Penha.",NA,"Erva, flor alva.","IAN102527",NA,NA,"Caeté","-43.6697006225586","-19.8799991607666",NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:34:53-03","EAO","IAN","105870","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Baker) Hoffm.",NA,"Magalhães, MG","17318","1960","01","06","Southern America","Brasil","Minas Gerais","Campo limpo com cascalho, serra do Curral.",NA,"Erva, flor amarelada.","IAN105870",NA,NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:34:52-03","EAO","IAN","102458","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Baker) Hoffm.",NA,"Magalhães, MG","1034","1942","01","18","Southern America","Brasil","Minas Gerais","Campo arenoso, sedimentado, alpino, plano Alto Serra Lavras.",NA,"Erva de -,30-0,40m de altura, flor alva.","IAN102458",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:34:52-03","EAO","IAN","102456","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Baker) Hoffm.",NA,"Magalhães, MG","1022","1942","01","11","Southern America","Brasil","Minas Gerais","Campo cerrado, sujo com cascalho, ferruginoso. Mooro do Cachos.",NA,"Erva, flor alva.","IAN102456",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-12 15:31:37-03","UFABC","HUFABC","001980","PreservedSpecimen","Plantae","Angiospermas",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O.Hoffm.",NA,"Keller V.C.","109","2017","10","21",NA,"Brasil","São Paulo","Parque Estadual do Juquery, Estrada para o Ovo da Pata, próximo à torre do linhão de energia",NA,"Erva, flores brancas","HUFABC001980",NA,NA,"Franco da Rocha","-46.701892","-23.349339",NA,NA,NA,NA,NA,"-46.701892","-23.349339",NA,NA,NA,NA,NA,NA
"40","2020-10-27 11:21:59-03","PUCPR","HUCP","25398","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffm.","Larocca, P","Felitto, G; Lozano, E","520","2013","03","14",NA,"Brasil","Parana","Fazenda Boiada, Campo higrófilo.",NA,NA,NA,NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564",NA,"35166","auto",NA,"2013",NA,NA,"04",NA,NA,NA,NA,NA
"41","2019-12-04 15:24:51-03","PUCPR","HUCP","3763","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffm.",NA,"Klas, CM","001",NA,NA,NA,NA,"Brasil","Paraná","Fazenda Santo Antonio do Tesourão",NA,NA,"HUCP00007593",NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564","HUCP00007593","35166","auto",NA,"1986",NA,NA,"03","30",NA,NA,NA,NA
"42","2019-12-04 15:24:51-03","PUCPR","HUCP","15550","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffm.","Potrich, FB","Moraes, J; Reis, T","022","2003","03","23",NA,"Brasil","Paraná","Recanto dos Papagaios",NA,NA,"HUCP00007585",NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564","HUCP00007585","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:24:51-03","PUCPR","HUCP","11933","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffm.","Cervi, AC","Cervi, AC","4090","1993","04","22",NA,"Brasil","Paraná","Rio dos Papagaios",NA,NA,"HUCP00007637",NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564","HUCP00007637","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 21:31:45-03","UFBA","ALCB","118505","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffman","Calvo, J","Roque, N; Sano, PT; Trovó, MLO; Andrino, CO; et al.","4604","2014","11","28","Southern America","Brasil","Minas Gerais","Campos São domingos. Córrego do Bicho.",NA,"ca. 10cm alt., folhas concolores. Brácteas involucrais verdes. Flores com corola alva.; campo rupestre",NA,"1300","1300","Diamantina","-43.775833","-17.903333",NA,NA,NA,NA,"2016","-43.775833","-17.903333","12",NA,NA,NA,NA,NA
"45","2019-10-09 11:10:31-03","UFBA","ALCB","114845","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffman","Alves, M","Alves, M; Almeida, RF; Vasconcelos, LV; Hall, CF","222","2013","06","23","Southern America","Brasil","Minas Gerais","MG 443, saída para a Estrada Real, sentido Lavras Novas. Chapada dos Bandeirantes.",NA,"ca. 40 cm de alt. Folhas discolores. Brácteas involucrais verdes. Corolas das flores do raio alvas e corolas das flores do disco amarelas.",NA,"1277","1277","Ouro Preto","-43.558889","-20.445",NA,NA,NA,NA,"2014","-43.558889","-20.445","07",NA,NA,NA,NA,NA
"46","2019-10-09 11:10:31-03","UFBA","ALCB","114853","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffman","Alves, M","Alves, M; Almeida, RF; Vasconcelos, LV; Hall, CF","230","2013","06","23","Southern America","Brasil","Minas Gerais","Serra do Ouro Branco.",NA,"ca. 40 cm de alt. Folhas discolores. Brácteas involucrais verdes. Corolas das flores do raio alvas e corolas das flores do disco amarelas.",NA,"1285","1285","Ouro Branco","-43.636389","-20.506389",NA,NA,NA,NA,"2014","-43.636389","-20.506389","07",NA,NA,NA,NA,NA
"47","2019-10-09 11:10:31-03","UFBA","ALCB","96139","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffman","Cordeiro, J","Cordeiro, J; Cordeiro, J; Barbosa, E; Lozano, ED","3012","2009","04","07","Southern America","Brasil","Santa Catarina","Serra Quiriri",NA,"capítulos alvacento.",NA,NA,NA,"Campo Alegre","-49.2655982971191","-26.1924991607666",NA,"37493","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
