"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","order","year","month","day","class","scientificNameAuthorship","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","continentOcean","preparationType","barcode","imagecode"
"11","2016-07-05 11:14:18-03","FFCLRP","LBMBP","1032","S","Plantae","Orchidaceae","Laelia","briegerii","Laelia briegerii","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blumensch. ex Pabst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:00:37-03","UNICAMP","UEC","133562","S","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri","Van der Berg, C","2011","10","25",NA,"flor e fruto, Indivíduos em final de floração, folha e pseudobulbo verdes, ca. 7cm de altura, escapo com 15-20 cm de comprimento, flores amarelas variando em intensidade e tamanho.","Liliopsida",NA,"2003","12","18",NA,"(Blumensch. ex Pabst) Van den Berg","Costa, JY; Costa, PSM","55/2003","Brazil","Minas Gerais","Datas","Afloramento ao lado esquerdo da estrada","-43.591944","-18.572778","-43.591944","-18.572778",NA,"1210","1210",NA,NA,NA,"UEC070479","UEC070479"
"13","2019-08-20 10:00:37-03","UNICAMP","UEC","133571","S","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri","Van der Berg, C","2011","10","25",NA,"flor e fruto, Indivíduos em final de floração, folha e pseudobulbo verdes, ca. 7cm de altura, escapo com 15-20 cm de altura, flores amarelas.","Liliopsida",NA,"2003","12","18",NA,"(Blumensch. ex Pabst) Van den Berg","Costa, JY; Costa, PSM","56/2003","Brazil","Minas Gerais","Serro","Próximo à nascente do Jequitinhonha","-43.487778","-18.574722","-43.487778","-18.574722",NA,"1073","1073",NA,NA,NA,"UEC070477","UEC070477"
"14","2019-08-20 10:00:37-03","UNICAMP","UEC","86356","S","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri","Van der Berg, C","2011","10","25",NA,"Flores amarelas.","Liliopsida",NA,"1996","10","11",NA,"(Blumensch. ex Pabst) Van den Berg","Marcondes-Ferreira, W; Belinello, R; Simões, AO","1364","Brazil","Minas Gerais","Serro","Estrada para Gouvea, Campo rupestre.","-43.3793983459473","-18.604700088501",NA,NA,"37754",NA,NA,"auto",NA,NA,"UEC008601","UEC008601"
"15","2019-08-20 10:00:37-03","UNICAMP","UEC","86399","S","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri","Van der Berg, C","2011","10","25",NA,"Flores amarelas.","Liliopsida",NA,"1996","10","10",NA,"(Blumensch. ex Pabst) Van den Berg","Marcondes-Ferreira, W; Belinello, R; Simões, AO","1310","Brazil","Minas Gerais","Serro","Estrada para Gouvea, Campo rupestre.","-43.3793983459473","-18.604700088501",NA,NA,"37754",NA,NA,"auto",NA,NA,"UEC008600","UEC008600"
"16","2021-03-01 16:20:15-03","UNICAMP","UEC","156690","S","Plantae","Orchidaceae","Laelia","briegeri","Laelia briegeri","Verola, CF","2004","03",NA,NA,"Flores amarelas, ginostêmio com base vermelha.","Liliopsida",NA,"1981","11","01",NA,"Blumensch. ex Pabst","Menezes, NL; Cordeiro, I; Rossi, L; Pirani, JR; Furlan, A; Hensold, N","s.n.","Brazil","Minas Gerais",NA,"Estrada Diamantina-Curvelo, A 21 Km de Diamantina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UEC008685","UEC008685"
"17","2021-03-01 16:20:15-03","UNICAMP","UEC","157118","S","Plantae","Orchidaceae","Laelia","briegeri","Laelia briegeri","Verola, CF","2004",NA,NA,NA,"Rupícola, heliófila. Flores amarelas. População numerosa.","Liliopsida",NA,"1985","11","24",NA,"Blumensch. ex Pabst","Mello-Silva, R; Thomas, WW; Pirani, JR; Cavalcanti, TB","s.n.","Brazil","Minas Gerais","Datas","Estrada Datas-Serro, Ca. de 2 Km de Datas. Macaca. Campo rupestre.","-43.649694","-18.470167","-43.649694","-18.470167",NA,NA,NA,NA,NA,NA,"UEC008498","UEC008498"
"18","2020-12-21 16:38:35-03","MBM","MBM","20534","PreservedSpecimen","Plantae","Orchidaceae","Laelia","briegeri","Laelia briegeri","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"1972","08","10",NA,"Blum.","Hatschbach, G.","30149","Brazil","Minas Gerais","Serro","Rod. MG-2, entre Serro e Datas","-43.3793983459473","-18.604700088501",NA,NA,"37754",NA,NA,"auto","Southern America",NA,"MBM020534","MBM020534"
"19","2020-12-21 16:38:35-03","MBM","MBM","22852","PreservedSpecimen","Plantae","Orchidaceae","Laelia","briegeri","Laelia briegeri","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"1971","08","10",NA,"Blum.","Hatschbach, G.","30149","Brazil","Minas Gerais","Serro","Rod. MG-2, próximo a Pedro Less","-43.3793983459473","-18.604700088501",NA,NA,"37754",NA,NA,"auto","Southern America",NA,"MBM022852","MBM022852"
"20","2020-12-11 11:44:22-03","UFMG","BHCB","168742","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,"2017",NA,NA,NA,"Flor amarela; Campo rupestre alterado","Monocotyledon",NA,"2010","12","08",NA,"(Blumensch. ex Pabst) Van den Berg","Ramalho, AJ; Fernandes, AC; Vale, AA; Batista, JAN","106","Brasil","Minas Gerais","Presidente Kubitschek","BR 259, entre presidente Kubitschek e Datas","-43.476081","-18.571753","-43.476081","-18.571753",NA,"1326","1326",NA,"Southern America",NA,"BHCB049027",NA
"21","2020-12-11 11:44:22-03","UFMG","BHCB","119926","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,"2015",NA,NA,NA,"Erva rupicola; em campo rupestre sobre areia branca. Solo arenoso, seco. Área anteriormente queimada","Monocotyledon",NA,"2007","11","14",NA,"(Blumensch. ex Pabst) Van den Berg","Batista, JAN; Martins, CAN","2245","Brasil","Minas Gerais","Presidente Kubitschek","Cerca de 20 km S de Datas.","-43.594556","-18.570528","-43.594556","-18.570528",NA,"1168","1168",NA,"Southern America",NA,"BHCB025957",NA
"22","2020-12-11 11:44:22-03","UFMG","BHCB","180187","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,"2017","07","20",NA,"Erva rupicola. Pseudobulbos amarelo-avermelhados, folhas verde claro. Flores completamente amarelas; calo na base do labelo avermelhado.; Sobre rochas expostas sem campo rupestre quartzitico.","Monocotyledon",NA,"2014","04","11",NA,"(Blumensch. ex Pabst) Van den Berg","Batista, JAN; Carvalho, BM de; Ferreira, C; Fernandes, FM","3328","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, RPPNs Brumas do Espinhaço e Ermos dos Gerais.Baixada do lado esquerdo da trilha próximo a cachoeira Bicame","-43.722778","-19.02","-43.722778","-19.02",NA,"1183","1183",NA,"Southern America",NA,"BHCB032494",NA
"23","2020-12-11 11:44:22-03","UFMG","BHCB","82172","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,"2015",NA,NA,NA,"erva rupestre; flores amarelas; planta coletada em campo rupestre","Monocotyledon",NA,"2002","10","09",NA,"(Blumensch. ex Pabst) Van den Berg","Mota, RC da","2037","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.606667","-19.075972","-43.606667","-19.075972",NA,NA,NA,NA,"Southern America",NA,"BHCB025959",NA
"24","2020-12-11 11:44:22-03","UFMG","BHCB","82173","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,"2015",NA,NA,NA,"erva rupestre; flores amarelas; planta coletada em campo rupestre","Monocotyledon",NA,"2002","09","13",NA,"(Blumensch. ex Pabst) Van den Berg","Mota, RC da","2038","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.607167","-19.076222","-43.607167","-19.076222",NA,NA,NA,NA,"Southern America",NA,"BHCB025960",NA
"25","2020-12-11 11:44:22-03","UFMG","BHCB","69745","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,"2015",NA,NA,NA,"erva rupícula. Flores amareladas; Beira do rio peixe.","Monocotyledon",NA,"2002","01","20",NA,"(Blumensch. ex Pabst) Van den Berg","Viana, PL","s.n.","Brasil","Minas Gerais","Santana do Riacho","Ermo das Geraes","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,"auto","Southern America",NA,"BHCB025961",NA
"26","2020-12-11 11:44:22-03","UFMG","BHCB","41529","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,"2015",NA,NA,NA,"planta rupestre, flores flavas; em arenito","Monocotyledon",NA,"1969","10","11",NA,"(Blumensch. ex Pabst) Van den Berg","Duarte, AP","11822","Brasil","Minas Gerais","Serro","Estrada de Serro para Diamantina.","-43.3793983459473","-18.604700088501",NA,NA,"37754",NA,NA,"auto","Southern America",NA,"BHCB025956",NA
"27","2020-12-11 11:44:22-03","UFMG","BHCB","92499","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,"2015",NA,NA,NA,"erva rupestre; flores amarelas.; Planta coletada em campo rupestre","Monocotyledon",NA,"2002","07","24",NA,"(Blumensch. ex Pabst) Van den Berg","Mota, RC da","2620","Brasil","Minas Gerais","Serro","Milho Verde","-43.3793983459473","-18.604700088501",NA,NA,"37754",NA,NA,"auto","Southern America",NA,"BHCB025958",NA
"28","2020-12-11 11:44:22-03","UFMG","BHCB","86764","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,"2016",NA,NA,NA,"rupícula, flor amarela; em campo rupestre","Monocotyledon",NA,"2003","10","30",NA,"(Blumensch. ex Pabst) Van den Berg","Viana, PL; et al.","1164","Brasil","Minas Gerais","São Gonçalo do Rio Preto","P.E. do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,"26697","1100","1100","auto","Southern America",NA,"BHCB029937",NA
"29","2020-12-11 11:44:22-03","UFMG","BHCB","86861","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,"2016",NA,NA,NA,"rupícula, flor amarela.; em campo rupestre","Monocotyledon",NA,"2003","10","30",NA,"(Blumensch. ex Pabst) Van den Berg","Viana, PL; et al.","1102","Brasil","Minas Gerais","São Gonçalo do Rio Preto","P.E. do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,"26697","1400","1400","auto","Southern America",NA,"BHCB029936",NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","1673287","PreservedSpecimen","Plantae","Orchidaceae","Laelia","briegeri","Laelia briegeri",NA,NA,NA,NA,NA,NA,NA,NA,"1969","1","18",NA,"Blumensch. ex Pabst","Howard S. Irwin|et al.","Irwin 22182","Brazil","Minas Gerais",NA,"Terrestrial, the inflorescences to ca. 15 Cm. Tall. Perianth pale yellow, the Labellum yellow. Rocky slopes with soil-filled crevices and pockets, ca. 12 Km. S.w. Of diamantina",NA,NA,NA,NA,NA,"1370.00000000",NA,NA,"South America",NA,NA,NA
"31","2019-06-10 10:11:20-03","FZB-BH","BHZB","9447","S","Plantae","Orchidaceae","Hoffmanseggella","briegeri","Hoffmanseggella briegeri",NA,NA,NA,NA,NA,"Rupícola. Ponto 109 634898 7896112 1235 m",NA,NA,"2012","09","13",NA,NA,"Ferreira Junior, C.A. et al.","658","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerai","-43.718333","-19.023333","43W 43' 06","19S 01' 24",NA,"1235","1235",NA,NA,NA,NA,NA
"32","2019-06-10 10:11:22-03","FZB-BH","BHZB","5647","S","Plantae","Orchidaceae","Sophronitis","briegeri","Sophronitis briegeri","R.C. Mota","2008","04",NA,NA,"Doação Sistema Herbário HEPH 21032-3. Coord.: 19°07'27.4S; 44°21'13.4W. Alt.: 741m.",NA,NA,"2004","11","12",NA,NA,"Salles, A.H.","19","Brasil","MG","Conceição do Mato Dentro","Serra do Cipó","-44.353722","-19.124278","44W 21' 13.4","19S 07' 27.4",NA,"741","741",NA,NA,NA,NA,NA
"33","2019-06-10 10:11:22-03","FZB-BH","BHZB","5634","S","Plantae","Orchidaceae","Sophronitis","briegeri","Sophronitis briegeri","R.C. Mota","2008","04",NA,NA,"Doação Herbário HEPH 21136-2. Erva rupícola em solo rochoso. Coord:19°09'06S; 43°29'06W.",NA,NA,"2004","11","14",NA,NA,"Salles, A.H.","10","Brasil","MG","Conceição do Mato Dentro","Beira de estrada.","-43.485","-19.151667","43W 29' 06","19S 09' 06",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","2838393","PreservedSpecimen","Plantae","Orchidaceae","Laelia","briegeri","Laelia briegeri",NA,NA,NA,NA,"1",NA,NA,"Orchidales","1969","1","18","Monocotyledonae",NA,"H. S. Irwin, R. G. P. Santos, R. Souza & S. F. Fonsêca","22182","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA
"35","2019-10-07 09:19:52-03","UEFS","HUEFS","156833","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","briegeri","Cattleya briegeri",NA,NA,NA,NA,NA,"Cerrado.","Angiospermae","Asparagales","2009","10","31","Lilianae","(Blumensch. ex Pabst) Van den Berg","Cardoso, D.","2787","Brasil","Minas Gerais","Gouveia","Estrada para Barão de Guaicuí.","-43.7407989501953","-18.4543991088867",NA,NA,"37970",NA,NA,"auto",NA,NA,"HUEFS0156833","HUEFS0156833"
"36","2019-11-21 10:13:30-03","IBt","SP","195429","S","Plantae","Orchidaceae","Hoffmannseggella","briegeri","Hoffmannseggella briegeri","Mamede, MCH","2011","03","21",NA,NA,NA,NA,"1982","01","13",NA,"(Blumensch. ex Pabst) V.P.Castro & Chiron","Hensold, N; Rodrigues, MT; Menezes, NL; Kawasaki, ML","CFCR2852","Brasil","Bahia","Itambé","S. Cabeça de Boi a 5 km de Itambé","-40.6244010925293","-15.2449998855591",NA,NA,"56583",NA,NA,"auto",NA,NA,NA,NA
"37","2019-11-21 10:13:30-03","IBt","SP","195335","S","Plantae","Orchidaceae","Hoffmannseggella","briegeri","Hoffmannseggella briegeri","Mamede, MCH","2011","03","21",NA,NA,NA,NA,"1981","11","01",NA,"(Blumensch. ex Pabst) V.P.Castro & Chiron","Menezes, NL; Cordeiro, I; Rossi, L; Pirani, JR; Furlan, A; Hensold, N","CFCR2646","Brasil","Minas Gerais","Datas","Estrada Diamantina-Curvelo, a 21 km de Diamantina","-43.6557998657227","-18.4456005096436",NA,NA,"23532",NA,NA,"auto",NA,NA,NA,NA
