"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","infraspecificEpithet","individualCount","fieldNumber","sex"
"3319","2021-02-25 10:11:57-03","CVRD","CVRD","11956","PreservedSpecimen","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Baill.","Ogrzewalska M., Uezu A.","2006","04","12","Romão, G.O.","2006","04","08","BRASIL","ES","Linhares","Taxonomia de Campo USP, UNICAMP, ESAlq","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD011956",NA,"árvore da borda entre a florestra e a estrada,ca. 3,5 m, cálice amarelado, flores aromáticas <ll>dwc_commonname:</ll> Cinta larga","1280",NA,"América do Sul",NA,NA,"Magnoliophyta","Euphorbiales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"3320","2021-02-25 10:11:57-03","CVRD","CVRD","11827","PreservedSpecimen","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Baill.","Geovane S. Siqueira","2008","10","21","Paciencia, M.B.","2006","04","07","BRASIL","ES","Linhares","Taxonomia de Campo USP, UNICAMP, ESAlq","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD011827",NA,"árvore; brácteas verde-amareladas <ll>dwc_commonname:</ll> Cinta larga","2373",NA,"América do Sul",NA,NA,"Magnoliophyta","Euphorbiales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"3321","2021-02-25 10:11:57-03","CVRD","CVRD","11470","PreservedSpecimen","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Baill.","Geovane S. Siqueira","2008","07","28","Ferreira-Pinho, M.A.","2006","04","05","BRASIL","ES","Linhares","Taxonomia de Campo USP, UNICAMP, ESAlq","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD011470",NA,"Árvore, 9m. Brácteas verde claro. Sem látex. <ll>dwc_commonname:</ll> Cinta larga","513",NA,"América do Sul",NA,NA,"Magnoliophyta","Euphorbiales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"3322","2021-02-25 10:11:57-03","CVRD","CVRD","10941","PreservedSpecimen","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Baill.","Cordeiro, I.","2006","05","04","Paula-Souza, J.","2006","04","10","BRASIL","ES","Linhares","Taxonomia de Campo USP, UNICAMP, ESAlq","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD010941",NA,"Arbusto, ca. 2,5m alt. Frutos imaturos verdes <ll>dwc_commonname:</ll> Cinta larga","5703",NA,"América do Sul",NA,NA,"Magnoliophyta","Euphorbiales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"3323","2021-02-25 10:11:57-03","CVRD","CVRD","14643","PreservedSpecimen","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Baill.","J.A. Pastore","1998","03","27","Robim, M.J.","1998","02","18","BRASIL","SP","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"CVRD014643",NA,"trilha do saco grande, mata em regeneração <ll>dwc_commonname:</ll> Cinta larga","936",NA,"América do Sul",NA,NA,"Magnoliophyta","Euphorbiales","34265","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"3324","2021-02-25 10:11:57-03","CVRD","CVRD","2362","PreservedSpecimen","Plantae","Peraceae","Pera","parvifolia","Pera parvifolia","Müll. Arg.","Grady L. Webster","1992","03","09","Folli, D.A.","1989","10","11","BRASIL","ES","Linhares","Próximo a Fazenda de Jair Moreira.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD002362",NA,"<ll>dwc_commonname:</ll> Flamenguinho","969",NA,"América do Sul",NA,NA,"Magnoliophyta","Euphorbiales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"3325","2021-02-25 10:11:57-03","CVRD","CVRD","4077","PreservedSpecimen","Plantae","Peraceae","Pera","parvifolia","Pera parvifolia","Müll. Arg.","Domingos A. Folli","1993","05","14","Folli, D.A.","1992","11","16","BRASIL","ES","Linhares","Próximo ao Rio Doce.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD004077",NA,"<ll>dwc_commonname:</ll> Flamenguinho","1732",NA,"América do Sul",NA,NA,"Magnoliophyta","Euphorbiales","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"3326","2021-02-25 10:11:57-03","CVRD","CVRD","2675","PreservedSpecimen","Plantae","Peraceae","Pera","parvifolia","Pera parvifolia","Müll. Arg.","Paulo Vinha","1990","05","08","Vinha, P.","1990","05","08","BRASIL","ES","Presidente Kennedy",NA,"-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,"CVRD002675",NA,"<ll>dwc_commonname:</ll> Flamenguinho","833",NA,"América do Sul",NA,NA,"Magnoliophyta","Euphorbiales","24088","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"3327","2021-03-01 11:55:03-03","UFPE","UFP","13331","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.","Lima, A","1968","03","12","Lira, OC","1967","07","28","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"UFP013331",NA,"Árvore de 5-6m.; Árvore de 5-6m.","UFP13331",NA,NA,NA,NA,NA,"Malpighiales","18865","auto",NA,NA,NA,NA,NA,NA,NA
"3328","2021-03-01 11:55:03-03","UFPE","UFP","62340","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.",NA,NA,NA,NA,"Costa, TL","2008","12","18","Brasil","Pernambuco","Igarassu",NA,"-35.216278","-7.791061","-35.216278","-7.791061","125","125","UFP062340",NA,"Árvore com 15m de altura, indivíduo nº16. Frutos verdes pequenos, alguns com superfície enrugado.; Árvore com 15m de altura, indivíduo nº16. Frutos verdes pequenos, alguns com superfície enrugado.","41",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3329","2021-03-01 11:55:03-03","UFPE","UFP","35625","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.",NA,NA,NA,NA,"Lucena, A; Oliveira, M","1997","03","27","Brasil","Pernambuco","Igarassu",NA,"-34.947778","-7.824167","-34.947778","-7.824167",NA,NA,"UFP035625",NA,"Árvore.; Árvore.","UFP35625",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330","2021-03-01 11:55:03-03","UFPE","UFP","62368","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.",NA,NA,NA,NA,"Costa, TL","2008","11","08","Brasil","Pernambuco","Igarassu",NA,"-35.216278","-7.791061","-35.216278","-7.791061","125","125","UFP062368",NA,"Árvore com 14m de altura, indivíduo 120. botões florais e flores.; Árvore com 14m de altura, indivíduo 120. botões florais e flores.","14",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331","2021-03-01 11:55:03-03","UFPE","UFP","59665","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.",NA,NA,NA,NA,"Silva, MAM; Mendes, PGA; Guerra, TNF","2008","08","30","Brasil","Pernambuco","Igarassu",NA,"-34.944392","-7.787283","-34.944392","-7.787283","85","85","UFP059665",NA,"Árvore 12m, sem látex, inflorescência amarela.; Árvore 12m, sem látex, inflorescência amarela.","101",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332","2021-03-01 11:55:03-03","UFPE","UFP","62343","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.",NA,NA,NA,NA,"Souza, JAN; Chagas, MA","2008","10","16","Brasil","Pernambuco","Igarassu",NA,"-34.971014","-7.705731","-34.971014","-7.705731","100","100","UFP062343",NA,"Árvore com 2,80m de altura. Flores e botões florais diminutos e amarronzados.; Árvore com 2,80m de altura. Flores e botões florais diminutos e amarronzados.","54",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3333","2021-03-01 11:55:03-03","UFPE","UFP","62705","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.",NA,NA,NA,NA,"Gomes, JS; Chagas, MA","2008","12","22","Brasil","Pernambuco","Igarassu",NA,"-34.989167","-7.848611","-34.989167","-7.848611",NA,NA,"UFP062705",NA,"Árvore na borda da mata, com folhas brilhantes, frutos imaturos verdes claros e maduros verdes escuros.; Árvore na borda da mata, com folhas brilhantes, frutos imaturos verdes claros e maduros verdes escuros.","293",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3334","2021-03-01 11:54:42-03","UFPE","UFP","66572","PreservedSpecimen","Plantae","Annonaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.",NA,NA,NA,NA,"Souza, JAN; Amorim, BS; Cavalcanti, D; Garcia, JD","2009","01","24","Brasil","Pernambuco","Igarassu",NA,"-34.960278","-7.697356","-34.960278","-7.697356","85","85","UFP066572",NA,"Árvore de 5m. Frutos cápsular-septífraga, verdes. Exocarpo rígido, sementes vermelhas e brilhantes, sem aroma. Folículo.; Mata Atlântica. Borda do canavial.","513",NA,NA,NA,NA,NA,"Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3335","2021-03-01 11:55:03-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Euphorbiaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.","Rocha, KD",NA,NA,NA,"Rocha, KD; Chagas, AM","2008","01","25","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,NA,NA,"Árvore ca. 13m alt., folhas discolores; frutos verdes imaturos.; Árvore ca. 13m alt., folhas discolores; frutos verdes imaturos.","153",NA,NA,NA,NA,NA,"Malpighiales","24709","auto",NA,NA,NA,NA,NA,NA,NA
"3336","2021-03-01 11:55:03-03","UFPE","UFP","62536","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.","Rocha, KD",NA,NA,NA,"Rocha, KD; Chagas, AM","2008","01","25","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,"UFP062536",NA,"Árvore ca. 13m alt., folhas discolores; frutos verdes imaturos.; Árvore ca. 13m alt., folhas discolores; frutos verdes imaturos.","153",NA,NA,NA,NA,NA,"Malpighiales","24709","auto",NA,NA,NA,NA,NA,NA,NA
"3337","2021-03-01 11:55:03-03","UFPE","UFP","463","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","ferruginea","Pera ferruginea","(Schott) Müll. Arg.","Souza, J","2008","01",NA,"Souza, JAN","2008","01","24","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,"UFP000463",NA,"Fruto, cápsula Septífraga; três lóculos; 1 semente para lóculo; carúncula amarelada.; Floresta Atlântica.","434",NA,NA,NA,NA,NA,"Malpighiales","24709","auto",NA,NA,NA,NA,NA,NA,NA
"3338","2021-03-01 11:55:03-03","UFPE","UFP","57699","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Souza, AC","1990","01","30","Nunes, E; Martins, P","1980","05","15","Brasil","Ceará","Aratuba",NA,"-39.0449981689453","-4.41833019256592",NA,NA,NA,NA,"UFP057699",NA,"Árvore, 5-7m, fruto marrom, independente, pouco abundante, folha alterna.; Árvore, 5-7m, fruto marrom, independente, pouco abundante, folha alterna.","s.n.",NA,NA,NA,NA,NA,"Malpighiales","11686","auto",NA,NA,NA,NA,NA,NA,NA
"3339","2021-03-01 11:55:03-03","UFPE","UFP","59908","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Amorim, BS","2007","11","19","Amorim, BS; Alves, M","2007","11","19","Brasil","Pernambuco","Ipojuca",NA,"-35.0638999938965","-8.39888954162598",NA,NA,NA,NA,"UFP059908",NA,"Arvoreta 7m, inflorescência amarelada; Arvoreta 7m, inflorescência amarelada","208",NA,NA,NA,NA,NA,"Malpighiales","22847","auto",NA,NA,NA,NA,NA,NA,NA
"3340","2021-03-01 11:55:03-03","UFPE","UFP","1310","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Marccus, Alves","1993","12",NA,"Tavares, S","1961","11","16","Brasil","Pernambuco","Paulista",NA,"-34.8731002807617","-7.94083023071289",NA,NA,NA,NA,"UFP001310",NA,"Arbusto.; Arbusto.","UFP1310",NA,NA,NA,NA,NA,"Malpighiales","17375","auto",NA,NA,NA,NA,NA,NA,NA
"3341","2021-03-01 11:50:22-03","UFPE","UFP","79708","PreservedSpecimen","Plantae","Peraeceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Chagas, MA","2014","12","10","Silva, LA; Chagas, MA","2014","12","10","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"UFP079708",NA,"Floresta ombrófila densa.","130",NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"3342","2021-03-01 11:55:03-03","UFPE","UFP","38686","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Oliveira, M; Grillo, AA","2004","02","11","Brasil","Pernambuco","Sirinhaém",NA,"-35.1161003112793","-8.59082984924316",NA,NA,NA,NA,"UFP038686",NA,"Árvore mais ou menos 6.0m alt.; Árvore mais ou menos 6.0m alt.","UFP38686",NA,NA,NA,NA,NA,"Malpighiales","20997","auto",NA,NA,NA,NA,NA,NA,NA
"3343","2020-09-25 10:42:39-03","UFPE","UFP","51546","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Sacramento, AC; Souza, AC","2000","01","11","Brasil","Pernambuco","Tamandaré",NA,"-35.1046981811523","-8.75971984863281",NA,NA,NA,NA,"UFP051546",NA,"Árvore; Árvore","UFP51546",NA,NA,NA,NA,NA,"Malpighiales","16930","auto",NA,NA,NA,NA,NA,NA,NA
"3344","2021-03-01 11:55:03-03","UFPE","UFP","21329","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Guedes, ML","1998","01",NA,"Guedes, ML","1997","11","29","Brasil","Bahia","Prado",NA,"-17.266667","-39.183333","-17.266667","-39.183333",NA,NA,"UFP021329",NA,"Árvore de ca 2m, com látex alvo. Folhas coriáceas, discolores. Flores masculinas axilares, (em botões) de cor marrom. Ocasional; Árvore de ca 2m, com látex alvo. Folhas coriáceas, discolores. Flores masculinas axilares, (em botões) de","UFP21329",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3345","2021-03-01 11:55:03-03","UFPE","UFP","32371","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Alves, M; Sousa, G; Unwin, M; P.Fiachi; T.Konno","2001","03","13","Brasil","Rio de Janeiro","Carapebus",NA,"-41.593611","-22.226667","-41.593611","-22.226667","20","30","UFP032371",NA,"Árvore ca. 8m alt.; tronco intensamente ramificado na base, frutos imaturos verdes, maduros marrons, sementes negras, arilo vermelho.; Árvore ca. 8m alt.; tronco intensamente ramificado na base, frutos imaturos verdes, maduros marrons,","UFP32371",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3346","2021-03-01 11:55:03-03","UFPE","UFP","65302","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Alves-Araújo, A","2007","12","22","Alves-Araújo, A; Araújo, D; Melo, A; Amorim, B","2007","12","22","Brasil","Pernambuco","Igarassu",NA,"-34.969722","-7.703333","-34.969722","-7.703333","100","100","UFP065302",NA,"Árvore 7-9m alt., frutos verdes, maculados.","765",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3347","2021-03-01 11:55:03-03","UFPE","UFP","35578","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Falcão, M","1996","01","24","Brasil","Pernambuco","Igarassu",NA,"-34.947778","-7.824167","-34.947778","-7.824167",NA,NA,"UFP035578",NA,"Arbusto com ca. de 3m de alt.; frutos imaturos verdes, sementes pretas com envoltório laranja.; Arbusto com ca. de 3m de alt.; frutos imaturos verdes, sementes pretas com envoltório laranja.","UFP35578",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3348","2021-03-01 11:55:03-03","UFPE","UFP","35579","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Oliveira, M","2003","06",NA,"Falcão, M; Oliveira, M; Lucena, A","1995","09","29","Brasil","Pernambuco","Igarassu",NA,"-34.948667","-7.824167","-34.948667","-7.824167",NA,NA,"UFP035579",NA,"Árvore ca. 16m de alt. caule marrom acinzentado folha na face ventral com brilho aparente; botões florais verde-castanhos.; Árvore ca. 16m de alt. caule marrom acinzentado folha na face ventral com brilho aparente; botões florais verde","UFP35579",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349","2021-03-01 11:55:03-03","UFPE","UFP","35922","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Lucena, A; Ferraz, E; Urbano, J","1997","04","04","Brasil","Pernambuco","Igarassu",NA,"-34.948667","-7.824167","-34.948667","-7.824167",NA,NA,"UFP035922",NA,"Árvore; Árvore","UFP35922",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3350","2021-03-01 11:55:03-03","UFPE","UFP","45577","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Oliveira, M","2007",NA,NA,"Oliveira, M","2007","01","13","Brasil","Pernambuco","Maracaipe",NA,"-35.018056","-8.53","-35.018056","-8.53","12","12","UFP045577",NA,"Árvore mais ou menos 10m alt.; botões florais esverdeados.; Árvore mais ou menos 10m alt.; botões florais esverdeados.","UFP45577",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351","2021-03-01 11:55:03-03","UFPE","UFP","46725","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Alves, M; Pinto, M","1998","01","20","Brasil","Santa Catarina","Balneário de Camboriú",NA,NA,NA,NA,NA,NA,NA,"UFP046725",NA,"Arvoreta com cerca de 4m de altura, inflorescência globosas de coloração amarelo intenso, indivíduo masculino, rara.; Arvoreta com cerca de 4m de altura, inflorescência globosas de coloração amarelo intenso, indivíduo masculino, rara.","UFP46725",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3352","2021-03-01 11:55:03-03","UFPE","UFP","47545","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Lucena, A","2007","06","11","Lucena, A; Alves, M; Sarim, B; Almeida, V; Castro, A","2007","06","11","Brasil","Sergipe","Areia Branca",NA,"-37.405556","-10.826111","-37.405556","-10.826111","220","220","UFP047545",NA,"Árvore ca. 6m alt.; folhas membranáceas, ramos e inflorescência ferrugíneos. Frequente.; Árvore ca. 6m alt.; folhas membranáceas, ramos e inflorescência ferrugíneos. Frequente.","UFP47545",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3353","2021-03-01 11:55:03-03","UFPE","UFP","62087","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Amorim, BS","2008","04","20","Amorim, BS; Alves-Araújo, A; Gomes, P; Mendes, K","2008","04","20","Brasil","Sergipe","Itabaiana",NA,"-37.343056","-10.753889","-37.343056","-10.753889","220","220","UFP062087",NA,"Indivíduo feminino, frutos. Estrada para casa sede.; Indivíduo feminino, frutos. Estrada para casa sede.; Complexo florístico vegetacional","301",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3354","2021-03-01 11:55:03-03","UFPE","UFP","5331","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Instituto Botánico",NA,NA,NA,"Berti, LM","1964","06","21","Venezuela","Bolivar",NA,NA,NA,NA,NA,NA,NA,NA,"UFP005331",NA,"Árbol inerme, no laticífero de 22m. alto x 41cm. D.A.P.; hojas de color verde obscuro por la haz y verde claro por el envés; frutos inmaturos, dispuestos en fascículos axilares.; Árbol inerme, no laticífero de 22m. alto x 41cm. D.A.P.;","UFP5331",NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355","2021-03-01 11:55:03-03","UFPE","UFP","56174","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Amorim, BS","2007","12","22","Amorim, BS; Araújo, D; Alves-Araújo, A; Melo, A","2007","12","22","Brasil","Pernambuco","Igarassu",NA,"-34.969722","-7.703333","-34.969722","-7.703333","100","100","UFP056174",NA,"Arvoreta 7m. Indivíduo feminino.; Arvoreta 7m. Indivíduo feminino.","220",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3356","2021-03-01 11:55:03-03","UFPE","UFP","62077","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Amorim, BS","2007","10","14","Gomes, P; Mendes, K; Amorim, BS","2007","10","14","Brasil","Sergipe","Itabaiana",NA,"-37.34125","-10.772222","-37.34125","-10.772222","224","224","UFP062077",NA,"Árvore ca. de 5m; inflorescência imatura marrom.; Árvore ca. de 5m; inflorescência imatura marrom.; Complexo florístico vegetacional","646",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3357","2021-03-01 11:55:03-03","UFPE","UFP","62076","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Amorim, BS","2007","06","17","Amorim, BS; Lucena, MFA; Alves, M; Lira-Neto, AC; Almeida, V","2007","06","17","Brasil","Sergipe","Areia Branca",NA,"-37.343056","-10.753889","-37.343056","-10.753889","220","220","UFP062076",NA,"Arvoreta 10m, inflorescência imatura.; Arvoreta 10m, inflorescência imatura.; Complexo florístico vegetacional","115",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3358","2021-03-01 11:55:03-03","UFPE","UFP","65301","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Lucena, MFA","2008","06","02","Melo, A; Arruda, T","2008","03","26","Brasil","Pernambuco","Igarassu",NA,"-35.002778","-7.8375","-35.002778","-7.8375","95","95","UFP065301",NA,"Arbusto com frutos imaturos verdes e sementes vermelhas.","223",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3359","2021-03-01 11:55:03-03","UFPE","UFP","80165","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Alves-Araújo, A","2007","12","22","Alves-Araújo, A; Araújo, D; Melo, A; Amorim, B","2007","12","22","Brasil","Pernambuco","Igarassu",NA,"-34.969722","-7.703333","-34.969722","-7.703333","100","100","UFP080165",NA,"Árvore 7-9m alt., frutos verdes, maculados.","765",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3360","2021-03-01 11:55:03-03","UFPE","UFP","80502","PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Lucena, MFA","2008","06","02","Melo, A; Arruda, T","2008","03","26","Brasil","Pernambuco","Igarassu",NA,"-35.002778","-7.8375","-35.002778","-7.8375","95","95","UFP080502",NA,"Arbusto com frutos imaturos verdes e sementes vermelhas.","223",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3361","2021-03-01 11:55:03-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Alves, M; Sousa, G; Unwin, M; P.Fiachi; T.Konno","2001","03","13","Brasil","Rio de Janeiro","Carapebus",NA,"-41.593611","-22.226667","-41.593611","-22.226667","20","30",NA,NA,"Árvore ca. 8m alt.; tronco intensamente ramificado na base, frutos imaturos verdes, maduros marrons, sementes negras, arilo vermelho.; Árvore ca. 8m alt.; tronco intensamente ramificado na base, frutos imaturos verdes, maduros marrons, sementes negra","UFP32371",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3362","2021-03-01 11:55:03-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Alves, M; Sousa, G; Unwin, M; P.Fiachi; T.Konno","2001","03","13","Brasil","Rio de Janeiro","Carapebus",NA,"-41.593611","-22.226667","-41.593611","-22.226667","20","30",NA,NA,"Árvore ca. 8m alt.; tronco intensamente ramificado na base, frutos imaturos verdes, maduros marrons, sementes negras, arilo vermelho.; Árvore ca. 8m alt.; tronco intensamente ramificado na base, frutos imaturos verdes, maduros marrons, sementes negra","UFP32371",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
