"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","yearIdentified","county","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","class"
"11","2021-03-01 16:23:11-03","UNICAMP","UEC","1674","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Leitão Filho, HF","Joly, AB; Semir, J","2919","1972","08","20",NA,"Brazil","Minas Gerais","KM 114 ao longo da Rodovia Lagoa Santa -- Conceição do Mato -- Diamantina.",NA,NA,NA,"Viscosa, 80 cm","UEC101930","UEC101930","-43.7449989318848","-19.513599395752","1980","Jaboticatubas","31264","auto","05",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:23:11-03","UNICAMP","UEC","1667","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Leitão Filho, HF","Semir, J; Sazima, M","3359","1972","09","04",NA,"Brazil","Minas Gerais","KM 114 ao longo da Rodovia Lagoa Santa -- Conceição do Mato -- Diamantina.",NA,NA,NA,"Flores creme.","UEC101929","UEC101929","-43.7449989318848","-19.513599395752","1980","Jaboticatubas","31264","auto","05","20",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:23:11-03","UNICAMP","UEC","1697","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Leitão Filho, HF","Joly, AB; Semir, J","2919","1972","08","20",NA,"Brazil","Minas Gerais","KM 114 ao longo da Rodovia Lagoa Santa -- Conceição do Mato -- Diamantina.",NA,NA,NA,"Viscosa, 80 cm","UEC101926","UEC101926","-43.7449989318848","-19.513599395752","1980","Jaboticatubas","31264","auto","05",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:23:11-03","UNICAMP","UEC","1530","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Barroso, GM","Joly, AB; Semir, J; Ugadim, Y","28","1970","06","05",NA,"Brazil","Minas Gerais","KM 114 ao longo da Rodovia Lagoa Santa -- Conceição do Mato -- Diamantina.&nf;Alt. 1150 m.",NA,NA,NA,"Arbusto de 70 cm mais ou menos de altura, flores brancas, capítulos pequenos.","UEC101928","UEC101928","-43.7449989318848","-19.513599395752",NA,"Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:23:11-03","UNICAMP","UEC","1694","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","964","1972","03","04",NA,"Brazil","Minas Gerais","KM 118 ao longo da Rodovia Lagoa Santa -- Conceição do Mato -- Diamantina.",NA,NA,NA,"Arbusto 70 cm. Flor creme.","UEC101920","UEC101920","-43.7449989318848","-19.513599395752",NA,"Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:23:11-03","UNICAMP","UEC","1528","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Barroso, GM","Menezes, NL","4571","1973","10","19",NA,"Brazil","Minas Gerais","KM 122 ao longo da Rodovia Lagoa Santa -- Conceição do Mato -- Diamantina.",NA,NA,NA,NA,"UEC101931","UEC101931","-43.7449989318848","-19.513599395752",NA,"Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:23:11-03","UNICAMP","UEC","1529","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Barroso, GM","Menezes, NL","4571","1973","10","19",NA,"Brazil","Minas Gerais","KM 122 ao longo da Rodovia Lagoa Santa -- Conceição do Mato -- Diamantina.",NA,NA,NA,NA,"UEC101925","UEC101925","-43.7449989318848","-19.513599395752",NA,"Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:23:11-03","UNICAMP","UEC","1527","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Barroso, GM","Joly, AB; Sendulsky, T; Pereira, S; Joly, AM; Giulietti, AM; Martins, F","1947","1972","04","17",NA,"Brazil","Minas Gerais","KM 126 ao longo da Rodovia Lagoa Santa -- Conceição do Mato -- Diamantina.",NA,NA,NA,"Subarbusto 60 cm, capítulo masculino branco.","UEC101922","UEC101922","-43.7449989318848","-19.513599395752",NA,"Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:23:11-03","UNICAMP","UEC","1526","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Barroso, GM","Semir, J; Sazima, M; Menezes, N; Giulietti, AM","4161","1973","04","30",NA,"Brazil","Minas Gerais","KM 126 ao longo da Rodovia Lagoa Santa -- Conceição do Mato -- Diamantina.",NA,NA,NA,"Flores esverdeadas.","UEC101921","UEC101921","-43.7449989318848","-19.513599395752",NA,"Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:23:11-03","UNICAMP","UEC","1531","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Barroso, GM","Hatschbach, G","29881","1972","08","05",NA,"Brazil","Minas Gerais","Serra do Cipó.",NA,NA,NA,"Subarbusto, capitulos creme.","UEC101917","UEC101917","-43.7449989318848","-19.513599395752","1974","Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:23:11-03","UNICAMP","UEC","61483","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Leitão Filho, HF; Tozzi, AMGA; Tamashiro, JY; Santos, FAM; alunos","27294","1992","12","07",NA,"Brazil","Minas Gerais","Serra do Cipó, nas proximidades da divisa do Parque rumo Conceição do Mato-Dentro.",NA,NA,NA,"Arbustos ereto de 1metro, capítulos esverdeados.; Campos Rupestres.","UEC119634","UEC119634","-43.7449989318848","-19.513599395752","2017","Jaboticatubas","31264","auto","10","18",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:23:11-03","UNICAMP","UEC","66764","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Simão-Bianchini, R","Cordeiro, I; Simão, RC; Kameyama, C; Zappi, DC","CFSC10536","1987","09","09",NA,"Brazil","Minas Gerais","Parque Nacional da Serra do Cipó. Serra da Bandeirinha. Matas de campo rupestre, próximoa à casa do ibdf, ca. 1200m alt.",NA,NA,NA,"Subarbusto ca. 40 cm. alt., flores esverdeadas.","UEC101919","UEC101919","-43.7144012451172","-19.1688995361328","1990","Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:23:11-03","UNICAMP","UEC","51244","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Leitão Filho, HF; Carvalho-Okano, RM; et al.","21748","1989","07","02",NA,"Brazil","Minas Gerais","Cadeia do Espinhaço, Serra do Cipó.",NA,NA,NA,"Sub-arbusto, capítulos brancos.; Campo rupestre.","UEC119640","UEC119640","-43.7144012451172","-19.1688995361328","2017","Santana Do Riacho","26557","auto","10","18",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:23:11-03","UNICAMP","UEC","56316","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Stehmann, JR; et al.","19209","1991","05","05",NA,"Brazil","Minas Gerais","Usina próxima ao distrito de Cardeal Mota.",NA,NA,NA,"Habito arbustivo, planta feminina.","UEC101923","UEC101923","-43.7144012451172","-19.1688995361328","2010","Santana Do Riacho","26557","auto","11",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:14:26-03","MBM","MBM","060384","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso","Ribas, O.S.","Anderson, W.R.; Stieber, M.; Kirkbride Jr, J.H.; Stieber, M.; Kirkbride Jr, J.H.","36247","1972","02","18","Southern America","Brazil","Minas Gerais","Serra do Cipó","1125","1125",NA,"Shrub ca. 1 m tall; leaves lacquered.; Cerrado on rocky hilltop with prominent sandstone outcrops, and recently burned. Campo limpo on lower, gentler slopes with sandy soil, and gallery forest along stream at base of hill.","MBM060384","MBM060384",NA,NA,"2005",NA,NA,NA,"08",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:14:26-03","MBM","MBM","20769","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso","Barroso, G.M.","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","28738","1972","01","17","Southern America","Brazil","Minas Gerais","Serra do Cipó",NA,NA,NA,"Arbusto 1m, capítulos cremes, encosta rochosa de morro; Arbusto, 1m, capítulos creme.; Encosta rochosa de morro.","MBM020769","MBM020769",NA,NA,"1973","Jaboticatuba",NA,NA,"01","24",NA,NA,"PARATYPE",NA,NA,NA
"27","2020-12-21 16:14:26-03","MBM","MBM","27027","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso","Barroso, G.M.","Hatschbach, G.","29881","1972","08","05","Southern America","Brazil","Minas Gerais","Serra do Cipó",NA,NA,NA,"Subarbusto, capítulos creme.; Campo pedregoso.","MBM027027","MBM027027",NA,NA,"1974","Jaboticatuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:14:26-03","MBM","MBM","35073","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso","Barroso, G.M.","Pereira, E.; et al.; et al.","2924","1957","04","07","Southern America","Brazil","Minas Gerais",NA,"1250","1250",NA,"Arbusto, flores esverdeadas; Arbusto, flores esverdeadas.","MBM035073","MBM035073",NA,NA,"1975","Serra do Cipó",NA,NA,NA,NA,NA,NA,"PARATYPE",NA,NA,NA
"29","2020-12-21 16:14:26-03","MBM","MBM","352433","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso","Teles, A.M.","Teles, A.M.","274","2006","10","20","Southern America","Brazil","Minas Gerais","Parque Nacional da Serra do Cipó",NA,NA,NA,"Arbustos, ca. 70 cm altura. Planta estaminada.","MBM352433","MBM352433","-43.7144012451172","-19.1688995361328","2006","Santana do Riacho","26557","auto","10",NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 05:13:13-03","MNHN","RECOLNAT_MNHN_P","P03159047","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Teles","Occhiani, P.",NA,"1972","6","26",NA,"Brasil","Minas Gerais","Estr. da Conc. do Cerro km 110-130, Serra do Cipó. Minas Gerais, Sudeste, Brasil, América do Sul","1100",NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03159047' target='other'> <mi>dwc_moreinfo</mi></a>","P03159047","P03159047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5003",NA,NA
"31","2020-12-11 11:32:22-03","UFMG","BHCB","20061","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Pereira, M; Arndt, M; Lucca, M","830","1991","09","25","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó., Região do Congonhas, abaixo da Casa de Pedra e próximo ao córrego Gavião.","1100","1100",NA,"Arbustivo, folha brilhante na face adaxial.; Campo rupestre (afloramento rochoso).","BHCB036880",NA,"-41.517222","-19.246111","1994","Santana do Riacho",NA,NA,"04","28","-41.517222","-19.246111",NA,NA,NA,NA
"32","2020-12-11 11:32:22-03","UFMG","BHCB","200703","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Heiden, G; Pirani, JR; Siniscalchi, CM; Devecchi, MF","1607","2011","02","17","Southern America","Brasil","Minas Gerais","Serra do Cipó., Área de Proteção Ambiental Morro da Pedreira, Rodovia Belo Horizonte - Conceição do Mato Dentro (MG010), km 116 atual, Alto do Palácio, topo das elevações com escarpas voltadas para o vale do córrego Palácio.","1250","1250",NA,"Subarbusto, ca. 70 cm de altura. Caule vináceo. Folhas verdess, resinosas. Capítulos com brácteas involucrais verde-claras. Flores alvas. Planta pistilada.; Campo rupestre.","BHCB200703","BHCB200703","-43.533333","-19.25","2011","Jaboticatubas",NA,NA,NA,NA,"-43.533333","-19.25",NA,NA,NA,NA
"33","2020-12-11 11:32:22-03","UFMG","BHCB","18859","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Stehmann, JR; et al.","s.n.","1990","10","21","Southern America","Brasil","Minas Gerais","Serra do Cipó.",NA,NA,NA,"Arbusto, flores reduzidas de cor amarelada, forma masculina.; Campo rupestre.","BHCB036881",NA,"-43.533333","-19.183333","2007","Santana do Riacho",NA,NA,"04",NA,"-43.533333","-19.183333",NA,NA,NA,NA
"34","2020-12-11 11:32:22-03","UFMG","BHCB","200723","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Heiden, G; Borges, LM; Siniscalchi, CM; Müller, G","1351","2010","06","14","Southern America","Brasil","Minas Gerais","Serra do Cipó., Rodovia Belo Horizonte- Conceição do Mato dentro (MG-010), margem direita, márgem de córrego Gavião, logo após área plana adjacente à estrada, ao lado da ponte sobre o córrego Duas Pontinhas.","1264","1264",NA,"Subarbusto, ca. 0,75 m. de altura. Caule vináceo. Folhas verdes, resinosas. Capítulos com brácteas involucrais verde-claras. Flores alvo-esverdeadas, estames amarelos. Planta estaminada.; Vegetação herbáceo-arbustiva às margens do cór","BHCB200723","BHCB200723","-43.563889","-19.293889","2010","Santana do Riacho",NA,NA,NA,NA,"-43.563889","-19.293889",NA,NA,NA,NA
"35","2020-12-11 11:32:22-03","UFMG","BHCB","200737","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Heiden, G; Borges, LM; Siniscalchi, CM; Müller, G","1350","2010","06","14","Southern America","Brasil","Minas Gerais","Serra do Cipó., Rodovia Belo Horizonte-Conceição do Mato Dentro (MG-010), margem direita, margem de córrego à esquerda da trilha que leva ao córrego Gavião, logo após área plana adjacente à estrada, ao lado da ponte sobre o córrego duas Pontinhas.","1264","1264",NA,"Subarbusto, ca. 0,5 m. de altura. Caule vináceo. Folhas verdes, resinosas. capítulos com brácteas involucrias verde-claras. Flores alvas. Planta pistilada.; Vegetação herbáceo-arbustiva às margens do córrego. Campo rupestre, afloramen","BHCB200737","BHCB200737","-43.563889","-19.293889","2010","Santana do Riacho",NA,NA,NA,NA,"-43.563889","-19.293889",NA,NA,NA,NA
"36","2020-12-11 11:32:22-03","UFMG","BHCB","21907","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Lucca, M","17","1993","01","06","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó., Região do Congonhas, abaixo da Casa de Pedra e próximo ao córrego Gavião.","1100","1100",NA,"Afloramento rochoso, arbustivo.; Campo rupestre.","BHCB036949",NA,"-41.517222","-19.246111","2005","Santana do Riacho",NA,NA,"03","08","-41.517222","-19.246111",NA,NA,NA,NA
"37","2020-12-11 11:32:22-03","UFMG","BHCB","20079","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Pereira, M; Lucca, M","848","1991","09","25","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó., Região do Congonhas, abaixo da Casa de Pedra e próximo ao córrego Gavião.","1100","1100",NA,"Afloramento rochoso, arbustivo.; Campo rupestre.","BHCB036954",NA,"-41.517222","-19.246111","1994","Santana do Riacho",NA,NA,"04","28","-41.517222","-19.246111",NA,NA,NA,NA
"38","2020-12-11 11:32:22-03","UFMG","BHCB","106427","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Silva, IM da","s.n.","1995","08",NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"-43.6002998352051","-18.2493991851807",NA,"Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:32:22-03","UFMG","BHCB","103970","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Teles, AM","273","2006","10","20","Southern America","Brasil","Minas Gerais","Cardial Mota. Parque Nacional da Serra do Cipó., Propriedade do Prof. Geraldo Wilson Fernandes",NA,NA,NA,"Plantas do Brasil.; Arbusto ereto, ca. 0,7m. Planta pistilada.",NA,NA,"-43.7144012451172","-19.1688995361328","2006","Santana do Riacho","26557","auto","10",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:32:22-03","UFMG","BHCB","103971","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Teles, AM","274","2006","10","20","Southern America","Brasil","Minas Gerais","Cardial Mota. Parque Nacional da Serra do Cipó., Propriedade do Prof. Geraldo Wilson Fernandes (Ecologia/ufmg)",NA,NA,NA,"Plantas do Brasil. Arbusto, ca. 0,7m. Planta estaminada.","BHCB036885",NA,"-43.7144012451172","-19.1688995361328","2006","Santana do Riacho","26557","auto","10",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:32:22-03","UFMG","BHCB","20074","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Pereira, M; Arndt, M; Lucca, M","843","1991","11","23","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó., Região do Congonhas, abaixo da Casa de Pedra e próximo ao córrego Gavião. Est. 1 AQ 34.","1100","1100",NA,"Afloramento rochoso, arbustivo.; Campo rupestre.","BHCB036956",NA,"-43.7144012451172","-19.1688995361328","1994","Santana do Riacho","26557","auto","04","28",NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:32:22-03","UFMG","BHCB","20077","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Pereira, M; Lucca, M","846","1992","09","22","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó., Região do Congonhas, abaixo da Casa de Pedra, próximo ao córrego Gavião. Est. 1 AQ 80.","1100","1100",NA,"Afloramento rochoso, arbustivo, 1,1m, folhas extremamente brilhantes.; Campo rupestre.","BHCB036955",NA,"-43.7144012451172","-19.1688995361328","1994","Santana do Riacho","26557","auto","04","28",NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:32:22-03","UFMG","BHCB","55749","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Archer, WA; Barreto, HLM","5012","1936","08","06","Southern America","Brasil","Minas Gerais","Serra do Cipó. Chapéu de Sol, Km 117.",NA,NA,NA,"Arbusto, pouco frequente, flor masculina alva.; Campo.","BHCB036896",NA,"-43.8513984680176","-19.7696990966797","2005","Santa Luzia","19939","auto","03","08",NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:32:22-03","UFMG","BHCB","19209","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Stehmann, JR; et al.","s.n.","1991","05","05","Southern America","Brasil","Minas Gerais","Usina., Próxima ao distrito de Cardeal Mota.",NA,NA,NA,"Planta feminina.; Arbustivo.; Campo rupestre.","BHCB037116",NA,"-43.7144012451172","-19.1688995361328","1992","Santana do Riacho","26557","auto","05","25",NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:32:22-03","UFMG","BHCB","19208","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Stehmann, JR; et al.","s.n.","1991","05","05","Southern America","Brasil","Minas Gerais","Usina., Próxima ao distrito de Cardeal Mota.",NA,NA,NA,"Planta masculina.; Arbustivo.; Campo rupestre.","BHCB037113",NA,"-43.7144012451172","-19.1688995361328","1992","Santana do Riacho","26557","auto","05","25",NA,NA,NA,NA,NA,NA
"46","2012-02-01 15:59:00-02","MO","MOBOT","3281165","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso","G. Heiden","William R. Anderson","Anderson 36247","1972","2","18","South America","Brazil","Minas Gerais","Serra do Espinhaço.","1125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
