"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","typeStatus","sex"
"19","2021-03-15 16:37:00-03","NY","NYBG","3860312","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott",NA,NA,NA,NA,"M. H. Nee","50679","1999","11","26","Bolivia","Santa Cruz","Manuel María Caballero","-64.075","-17.9417",NA,NA,"1775",NA,"NY03860312","NY03860312_01","Magnoliophyta","Caryophyllales","South America","5 km. (by air) SW of Comarapa on gravel road to Chilón, 4.5 km. (by road) from highway at Comarapa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4164877' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:34-03","UTFPR","DVPR","6410","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","Silva, DR","2018","08","13","Silva, DR; Dama, VJ; Pereira, JP; Moura, AP","437","2018","08","13","Brasil","Paraná","Capanema","-53.3811","-25.3158","-53.3811","-25.3158","264","264","DVPR006410",NA,"Magnoliophyta",NA,NA,"Futuro reservatório da UHE Baixo Iguaçu, córrego estrela.",NA,"Epífita. Flor branca.; Remanescente de Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:10:34-03","UTFPR","DVPR","3613","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","Caxambu, MG","2015","10","24","Caxambu, MG; Siqueira, EL; Chagas, MP","6914","2015","10","01","Brasil","Paraná","Céu Azul","-53.52257","-25.13006","-53.52257","-25.13006","574","574","DVPR003613",NA,"Magnoliophyta",NA,NA,"Parque Nacional do Iguaçu - Estrada de chão Céu Azul - Serranópolis do Iguaçu",NA,"Erva epífita, semi- ciófila, suculenta. Frutos imaturos verdes e os maduros vermelhos.; Forófito: Parapiptadenia rigida. Relevo: suave - ondulado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-24 17:10:34-03","UTFPR","DVPR","5296","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","Estevan, DA; Antonelo, F.A.","2017",NA,NA,"Estevan, DA; et al.","2275","2017","08","30","Brasil","Paraná","São Jorge d' Oeste","-53.0445","-25.3611","-53.0445","-25.3611",NA,NA,"DVPR005296",NA,"Magnoliophyta",NA,NA,"RPPN Salto Chopim",NA,"Epífita, com flores amarelas.; Floresta Estacional Semidecidual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-24 17:10:34-03","UTFPR","DVPR","5898","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","Silva, DR","2018","08","25","Rocha Filho, JA; Dama, VJ; Pereira, JP; Moura, AP","797","2018","08","13","Brasil","Paraná","Capanema","-53.3806","-25.3154","-53.3806","-25.3154","254","254","DVPR005898",NA,"Magnoliophyta",NA,NA,"Futuro reservatório da UHE Baixo Igauçu, Córrego Estrela.",NA,"Epífita. Flor branca. Ponto 105.; Remanescente de Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:24:59-03","PUCPR","HUCP","21219","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott.","Ariati, V",NA,NA,NA,"Ariati, V","165","2009","10","11","Brasil","Paraná","Itapejara D'Oeste","-52.8163986206055","-25.9652996063232",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"Ipiranga",NA,NA,"17425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:24:59-03","PUCPR","HUCP","21723","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott.","Kersten, RA",NA,NA,NA,"Mascarenhas, A","033","2005","08","12","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:24:59-03","PUCPR","HUCP","22380","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott.","Kersten, RA",NA,NA,NA,"Felitto, G; Lozano, E; Michelon, C; Kersten, RA","132","2011","08","19","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:24:59-03","PUCPR","HUCP","22422","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott.","Ariati, V",NA,NA,NA,"Ariati, V","s.n.","2011","09","15","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"Campus da PUC",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:54:48-03","NBC","NL-BOTANY","L.2476502","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1960","10","14","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2476502","NL-L2476502",NA,"Caryophyllales","Southern America","Plantas de Santa Catarina - Brasil. Serra da Boa Vista, Sao Jose.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 08:54:48-03","NBC","NL-BOTANY","L.2476503","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott",NA,NA,NA,NA,"Lorentz PG",NA,NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2476503","NL-L2476503",NA,"Caryophyllales","Southern America","Flora Entreriana. Concepcion del Uruguay.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476503 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:54:48-03","NBC","NL-BOTANY","U.1180160","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","11","04","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1180160","NL-U1180160",NA,"Caryophyllales","Southern America","Brasiliae Australis, Est.Parana. Stony campo by road at Cantagalo, 30 km E of laranjeiras do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180160 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:54:48-03","NBC","NL-BOTANY","U.1180164","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott",NA,NA,NA,NA,"Renvoize SA",NA,"1978","02","14","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1180164","NL-U1180164",NA,"Caryophyllales","Southern America","nr. Las Canteras.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180164 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 08:54:48-03","NBC","NL-BOTANY","L.2476504","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides lumbricoides",NA,NA,NA,NA,NA,"Pedersen TM",NA,"1976","09","01","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2476504","NL-L2476504",NA,"Caryophyllales","Southern America","Plantae Argentinenses. Estancia,,La Yela'. Dep. Empedrado Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","lumbricoides",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 08:54:54-03","NBC","NL-BOTANY","AMD.48874","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","lumbricoides","Rhipsalis lumbricoides","(Lem.) Lem.",NA,NA,NA,NA,"Herter WG",NA,"1933","11","01","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-AMD48874","NL-AMD48874",NA,"Caryophyllales","Southern America","Dep de Treinta y Tres, Tacuri.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.48874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476878","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","lumbricoides","Rhipsalis lumbricoides","(Lem.) Lem.",NA,NA,NA,NA,"Pedersen TM",NA,"1982","09","01","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,"NL-L2476878","NL-L2476878",NA,"Caryophyllales","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,"L 0831588",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476879","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","lumbricoides","Rhipsalis lumbricoides","(Lem.) Lem.",NA,NA,NA,NA,"Pedersen TM",NA,"1982","09","01","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,"NL-L2476879","NL-L2476879",NA,"Caryophyllales","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,"L 0831587",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180162","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","lumbricoides","Rhipsalis lumbricoides","(Lem.) Lem.",NA,NA,NA,NA,"Rvd.",NA,"1943","09","01","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1180162","NL-U1180162",NA,"Caryophyllales","Southern America","Faucet.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180162 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180163","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","lumbricoides","Rhipsalis lumbricoides","(Lem.) Lem.",NA,NA,NA,NA,"Herter WG",NA,"1928","09","28","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1180163","NL-U1180163",NA,"Caryophyllales","Southern America","Dep. de Tacuarembo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180163 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 08:54:54-03","NBC","NL-BOTANY","WAG.1496965","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","lumbricoides","Rhipsalis lumbricoides","(Lem.) Lem.",NA,NA,NA,NA,"Pedersen TM",NA,"1982","09","01","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,"NL-WAG1496965","NL-WAG1496965",NA,"Caryophyllales","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1496965 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:04:12-03","ESALQ","ESA","60445","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides",NA,NA,NA,NA,NA,"Jarenkow, J.A.","3663.0","1997","08","01","Brasil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"ESA060445",NA,"Magnoliophyta",NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:04:12-03","ESALQ","ESA","78633","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","Zappi, D. & Lucas, E.",NA,NA,NA,"Silva, J.M. et al.","3054.0","1999","09","02","Brasil","Paraná","Três Barras do Paraná","-53.1808013916016","-25.4188995361328",NA,NA,NA,NA,"ESA078633","ESA078633","Magnoliophyta",NA,NA,NA,NA,NA,"20611","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:26:43-03","MN","R","160513","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","Taylor, N.P. & Zappi, D.C.","1992",NA,NA,"Smith, L.B.; Reitz, R.","12960","1964","10","26","Brasil","Santa Catarina","Videira","-51.15","-27","51°09'W","27°00'S","700","700","R010023491","R010023491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:26:43-03","MN","R","160514","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","Taylor, N.P. & Zappi, D.C.","1992",NA,NA,"Smith, L.B.; Reitz, R.","12874","1964","10","23","Brasil","Santa Catarina","Abelardo Luz","-52.333333","-26.566667","52°20'W","26°34'S","900","900","R010023490","R010023490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
