"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","county","locality","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","451790","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","H. S. Irwin","22279","1969","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=682110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451790","Magnoliophyta","Fabales","Benth.",NA,"Minas Gerais",NA,"Serra do Espinaço. ca. 33 km. SW of Diamantina, near Gouveia",NA,NA,NA,"1150","1150","NY00451790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","451793","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","G. Gardner","5997","1841","01","01","South America","Brazil","photo",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=682108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451793","Magnoliophyta","Fabales","Benth.","photo of type","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","451788","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","D. O. Norris","206","1964","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=682102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451788","Magnoliophyta","Fabales","Benth.",NA,"São Paulo","Matao","Near city of Matao","-48.36","-21.6003",NA,NA,NA,"NY00451788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","451785","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","T. Hymowitz","2030","1966",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=682111' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451785","Magnoliophyta","Fabales","Benth.",NA,"São Paulo","Matao","In IRI experimental plot, Matao","-48.36","-21.6003",NA,NA,NA,"NY00451785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","451792","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","W. A. Ducke","1681","1944","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=682109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451792","Magnoliophyta","Fabales","Benth.",NA,"Pará",NA,"Salinas",NA,NA,NA,NA,NA,"NY00451792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:29:34-03","UNESP-IBB","BOTU","10802","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Gottsberger, I.S.","221071","1971","10","22",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010802",NA,NA,"Benth.",NA,"São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75","Lima, H.C.",NA,NA,NA,"1978","48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:29:34-03","UNESP-IBB","BOTU","10803","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Gottsberger, I.S.","177","1970","05","12",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010803",NA,NA,"Benth.",NA,"São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75","Lima, H.C.",NA,NA,NA,"1978","48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:29:34-03","UNESP-IBB","BOTU","28895","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Oliveira, R.M.","16","2013","04","10",NA,"Brasil",NA,NA,"Herbáceo, folíolos glabros, caule flexível, flor amarela coom traços vermelhos intensos na base da pétala e desaparecem ao longo da pétala","BOTU028895",NA,NA,"Benth.",NA,"São Paulo","Pardinho",NA,"-48.345","-23.051111",NA,NA,NA,NA,NA,"48°20'42w","23°03'04s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:29:34-03","UNESP-IBB","BOTU","8955","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Campos, C.J.","15","1978","03","13",NA,"Brasil",NA,NA,"Arbusto com flores cor de rosa esbranquiçadas","BOTU008955",NA,NA,"Benth.",NA,"São Paulo","Botucatu",NA,"-48.433333","-22.883333",NA,NA,NA,NA,NA,"48°26'w","22°53's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:29:34-03","UNESP-IBB","BOTU","10801","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Gottsberger, I.S.","171270","1970","12","17",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010801",NA,NA,"Benth.",NA,"São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75","Lima, H.C.",NA,NA,NA,"1978","48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-19 11:35:04-03","UFPI-MRV","HDELTA","5120","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Cerqueira, E.C.; Lemos, J.R.","53","2016","02","26",NA,"Brasil",NA,NA,NA,"HDELTA005120",NA,NA,"Benth.",NA,"Piauí","Bom Princípio do Piauí","Sítio da Gurita","-41.6441993713379","-3.19082999229431","Cerqueira, E.C.",NA,NA,NA,"2016",NA,NA,"02","26","22201","auto",NA,NA,NA,NA,NA,NA
"22","2019-11-19 15:44:02-03","UNEB","HUNEB","3744","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Cavalcanti, G.","66","2000","03","28",NA,"Brasil",NA,NA,"Solo litólico.","HUNEB0003744","Angiospermae","Florideophycidae","Bent.",NA,"Bahia","Juazeiro","Serra do Mulato.","-40.6775","-9.744444",NA,NA,NA,NA,NA,"40W40'39''","9S44'40''",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"23","2019-11-19 15:44:02-03","UNEB","HUNEB","7543","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Queiroz, L.P.de","4717","1996","11","21",NA,"Brasil",NA,NA,NA,"HUNEB0007543","Angiospermae","Florideophycidae","Benth .",NA,"Bahia","Piatã","Sopé da Serra do Santana, a E da cidade de Piatã, no caminho para Capela.","-41.75","-13.133333",NA,"1180","1180",NA,NA,"41W45'0''","13S8'0''",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"24","2019-11-19 15:44:02-03","UNEB","HUNEB","14202","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Silveira, M.","88","1988","12","05",NA,"Brasil",NA,NA,NA,"HUNEB0014202","Angiospermae","Florideophycidae","Benth .",NA,"Paraná","Jaguariaíva","Faixa de vegetação arbórea em grota no meio do cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"25","2021-04-08 17:41:12-03","EAO","IAN","138511","PreservedSpecimen","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes","Irwin, HS; Souza, R","22279","1969","01","19","Southern America","Brasil",NA,NA,"Wiry-stemmed herb to ca. 1m tall. Corolla yellow-orange, the standard brown-striate without.","IAN138511","Dicotiledônea",NA,"Benth.",NA,"Minas Gerais",NA,"Rocky cerrado slopes, ca. 33km S.W. of Diamantina, near Gouveia.",NA,NA,"Rudd, VE","1150","1150",NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:41:12-03","EAO","IAN","194065","PreservedSpecimen","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes","Soares, MVB; Cerqueira, GR; Santos, JJF; Ferreira, R","40","2013","05","03","Southern America","Brasil",NA,NA,"Erva ca. 70-100 cm alt. Flores amarelas creme, frutos maduros, lomento, amarronzados. Frequentes.","IAN194065","Dicotiledônea",NA,"Benth.",NA,"Pará","Marapanim","Restinga do Crispim","-47.395278","-0.355556","Soares, MVB",NA,NA,NA,"2013","-47.395278","-0.355556","05","20",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:41:12-03","EAO","IAN","11193","PreservedSpecimen","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes uliginosa","Ducke, A","1681","1944","12","15","Southern America","Brasil",NA,NA,NA,"IAN011193","Dicotiledônea",NA,"Benth.",NA,"Pará",NA,"Salinas, praia junto do mangal.",NA,NA,NA,NA,NA,"IAN011193 IAN011193_e",NA,NA,NA,NA,NA,NA,NA,NA,"uliginosa",NA,NA,NA,NA
"28","2021-04-08 17:41:12-03","EAO","IAN","104925","PreservedSpecimen","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes uliginosa","Ducke, A","2398","1954","12","04","Southern America","Brasil",NA,NA,"Semiarbusto pequeno.","IAN104925","Dicotiledônea",NA,"Benth.",NA,"Ceará","Fortaleza","Barra do Ceará, na areia atráz das dunas.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,"uliginosa",NA,NA,NA,NA
"29","2021-04-08 17:41:12-03","EAO","IAN","82884","PreservedSpecimen","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes uliginosa","Ducke, A","s.n.","1954","05","22","Southern America","Brasil",NA,NA,NA,"IAN082884","Dicotiledônea",NA,"Benth.",NA,"Ceará","Fortaleza","Sítio Taperaoba.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,"uliginosa",NA,NA,NA,NA
"30","2021-04-08 17:41:12-03","EAO","IAN","185220","PreservedSpecimen","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes","Carvalho, GCA","B55","2010","05","03","Southern America","Brasil",NA,NA,"Folha composta, herbácea, flor amarela. Planta onde se observou abelhas.","IAN185220","Dicotiledônea",NA,"Benth.",NA,"Maranhão","Barreirinhas",NA,"-42.8264007568359","-2.74693989753723","Antunes, LLC",NA,NA,NA,"2016",NA,NA,"04","26","56843","auto",NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:41:12-03","EAO","IAN","84141","PreservedSpecimen","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes","Black, GA","5416748","1954","08","10","Southern America","Brasil",NA,NA,"Planta de 1,5m, flor amarela.","IAN084141","Dicotiledônea",NA,"Benth.",NA,"Pará","Vigia","Campina do Palha.","-48.1417007446289","-0.858332991600037","Fernandez, A",NA,NA,NA,"1987",NA,NA,"10",NA,"33395","auto",NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:41:12-03","EAO","IAN","11193","PreservedSpecimen","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes uliginosa","Ducke, A","1681","1944","12","15","Southern America","Brasil",NA,NA,NA,"IAN011193","Dicotiledônea",NA,"Benth.",NA,"Pará",NA,"Salinas, praia junto do mangal.",NA,NA,NA,NA,NA,"IAN011193 IAN011193_e",NA,NA,NA,NA,NA,NA,NA,NA,"uliginosa",NA,NA,NA,NA
"33","2021-04-08 17:41:12-03","EAO","IAN","104925","PreservedSpecimen","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes uliginosa","Ducke, A","2398","1954","12","04","Southern America","Brasil",NA,NA,"Semiarbusto pequeno.","IAN104925","Dicotiledônea",NA,"Benth.",NA,"Ceará","Fortaleza","Barra do Ceará, na areia atráz das dunas.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,"uliginosa",NA,NA,NA,NA
"34","2021-04-08 17:41:12-03","EAO","IAN","82884","PreservedSpecimen","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes uliginosa","Ducke, A","s.n.","1954","05","22","Southern America","Brasil",NA,NA,NA,"IAN082884","Dicotiledônea",NA,"Benth.",NA,"Ceará","Fortaleza","Sítio Taperaoba.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,"uliginosa",NA,NA,NA,NA
"35","2013-07-03 10:48:52-03","EBDA","BAH","9428","S","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2013-07-03 10:48:52-03","EBDA","BAH","8155","S","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Moruz, C.V.A.","112","1988","04","28",NA,"Brasil",NA,NA,"Erva flor amarela.",NA,NA,NA,"Benth.",NA,"Bahia","Lençóis","Brasil, Bahia, Lençois, Coqueiro.","-41.39","-12.5631","Joana",NA,NA,NA,"1989",NA,NA,"04",NA,"47385","auto",NA,NA,NA,NA,NA,NA
"37","2020-10-22 10:34:22-03","EPAMIG","PAMG","13518","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","M. Brandão","12663","1987","06","20",NA,"Brasil",NA,NA,"Unicata",NA,NA,"Fabales","Benth.",NA,"Minas Gerais","Sete Lagoas",NA,"-44.247778","-19.467778","M. Brandão","751","751",NA,"1990","44° 14' 52W","19° 28' 4 S","06","10",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-22 10:34:22-03","EPAMIG","PAMG","16653","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","M. Brandão","12155","1987","03","11",NA,"Brasil",NA,NA,"Unicata",NA,NA,"Fabales","Benth.",NA,"Minas Gerais","Paracatu","Paracatu - Unaí, Km 72","-46.875278","-17.2225",NA,"696","696",NA,NA,"46° 52' 31W","17° 13' 21S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-22 10:34:22-03","EPAMIG","PAMG","14670","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","M. Brandão","12202","1987","03","13",NA,"Brasil",NA,NA,"Unicata",NA,NA,"Fabales","Benth.",NA,"Minas Gerais","Arinos","Arinos - Buritis","-46.108889","-15.905278","M. Brandão","507","507",NA,"1990","46° 6' 32W","15° 54' 19S","06","10",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-22 10:34:22-03","EPAMIG","PAMG","17185","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","M. Brandão","12188","1987","03","02",NA,"Brasil",NA,NA,"Unicata",NA,NA,"Fabales","Benth.",NA,"Minas Gerais","Unaí","Unaí - Arinos, Km 50","-46.911944","-16.351667","M. Brandão","565","565",NA,"1990","46° 54' 43W","16° 21' 6 S","06","10",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-22 10:34:22-03","EPAMIG","PAMG","20075","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","M. Brandão","15867","1988","11","05",NA,"Brasil",NA,NA,"Cerrado. Unicata",NA,NA,"Fabales","Benth.",NA,"Minas Gerais","Coromandel","Área do Baby","-47.192778","-18.471944",NA,"928","928",NA,NA,"47° 11' 34W","18° 28 '19S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-22 10:34:22-03","EPAMIG","PAMG","14551","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","M. Brandão","11616","1986","03","05",NA,"Brasil",NA,NA,"Unicata",NA,NA,"Fabales","Benth.",NA,"Minas Gerais","Bonfinópolis de Minas","Trevo Cangalha para Bonfinópolis","-45.983056","-16.5675","M. Brandão","655","655",NA,"1990","45° 58' 59W","16° 34' 3S","06","20",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-22 10:34:22-03","EPAMIG","PAMG","20124","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","M. Brandão","14722","1989","01","30",NA,"Brasil",NA,NA,"Cerrado com velozias. Uma duplicata",NA,NA,"Fabales","Benth.",NA,"Mato Grosso","Chapada dos Guimarães","Estrada Cuiabá",NA,"-15.452778",NA,"751","751",NA,NA,"55° 44' 21' W","15° 27' 10S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-06 15:26:51-03","EPAMIG","PAMG","1966","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","J. Carneiro",NA,"1953","02","25",NA,"Brasil",NA,NA,"Nome popular: Corticeira. Em margem de açude, folíolos sensitivos ao toque. Unicata",NA,NA,"Fabales","Benth.",NA,"Paraiba","Pombal",NA,"-37.793056","-6.768889",NA,"175","175",NA,NA,"37° 47' 35W","6° 46' 8S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-06 15:26:51-03","EPAMIG","PAMG","7001","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","H.M. Saturnino","433","1979","01","24",NA,"Brasil",NA,NA,"Unicata",NA,NA,"Fabales","Benth.",NA,"Mato Grosso do Sul","Dourados","Trevo de Dourados","-54.806389","-22.221667",NA,"448","448",NA,NA,"54° 48' 23 W","22° 13' 18S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-22 10:34:22-03","EPAMIG","PAMG","1606","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Andrade; Lima, 4527","66","1966","04","24",NA,"Brasil",NA,NA,"Flor amarela. IPA 13961. Unicata",NA,NA,"Fabales","Benth.",NA,"Pernambuco","São Caetano","Tapiraim, Encosta da Serrra","-36.145833","-8.33","C.M. Siniscalchi","588","588",NA,"2011","36° 8' 45W","8° 19' 48S","04","12",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-22 10:34:22-03","EPAMIG","PAMG","20117","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","M. Brandão","14729","1989","01","30",NA,"Brasil",NA,NA,"Uma duplicata",NA,NA,"Fabales","Benth.",NA,"Mato Grosso","Chapada dos Guimarães","Estrada Chapada dos Guimarães - Cuiabá",NA,"-15.452778",NA,"751","751",NA,NA,"55° 44' 21' W","15° 27' 10S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-22 10:34:22-03","EPAMIG","PAMG","20124","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","M. Brandão","14684","1989","01","30",NA,"Brasil",NA,NA,"Unicata",NA,NA,"Fabales","Benth.",NA,"Mato Grosso","Chapada dos Guimarães","Véu das Noivas",NA,"-15.452778",NA,"751","751",NA,NA,"55° 44' 21' W","15° 27' 10S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-10-09 11:14:59-03","UFBA","ALCB","001584","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Pinto, GCP","s/n","1973","11",NA,"Southern America","Brasil",NA,NA,"muito pastoreada.",NA,"Dicotyledon",NA,"Benth.",NA,"Bahia","Andaraí","Chapada Diamantina, Serra do Andaraí","-41.316667","-12.8","Fernandes, A","750","750",NA,"1977","-41.316667","-12.8","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
