"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"11","2015-07-02 14:04:14-03","JBP","HPL","9307","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense",NA,"R. Tsuji","R. Tsuji","2015","2007","08","02",NA,"Brasil","RJ","Rio de Janeiro","Coletado no Museu do Rio de Janeiro.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,NA,"2007","08","02","57442","auto",NA,NA,NA,NA
"12","2021-03-01 16:41:09-03","UNICAMP","UEC","116080","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Franco, G; Scalon, VR; Souza, VC; Siqueira, LP; Atanasio, C; et al.","3000","2000","04","24",NA,"Brazil","São Paulo","Mogi das Cruzes","Entorno da Represa Casa Grande (Sabesp), ao longo da estrada Usacá.","-45.95","-23.65",NA,"Árvore, botões florais com corola amarela-esverdeados, látez branco presente.; Floresta Ombrófila Densa no reserso da serra do Mar (com pertubação)","UEC081966","UEC081966",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.95","-23.65",NA,NA
"13","2021-03-01 16:41:09-03","UNICAMP","UEC","116057","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Franco, G; Baptista, VR; Ferreira, L; Cielo-Filho, R; Zidko, A; et al.","2973","2000","04","22",NA,"Brazil","São Paulo","São Sebastião","Praia da Barra Una/ Boracéia. Estrada de acesso da Fazenda Águas do Bento.","-45.766944","-23.731667",NA,"Árvore ca. 5m de altura, flor fechada marrom.; Planície Fluvio Marinha,Formação Cananéia.","UEC081965","UEC081965",NA,"30","30",NA,"2018","04","26",NA,NA,"-45.766944","-23.731667",NA,NA
"14","2021-03-01 16:41:09-03","UNICAMP","UEC","116062","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Franco, G; Mazine, FF; Oliveira, RC; Paranaguá, P; Silveira, ER; Moura, C; et al.","2950","2000","04","21",NA,"Brazil","São Paulo","São Sebastião","Parque estadual da Serra do Mar, Cachoeira do sítio Urucurana, trilha do escorrega, margem do rio Una.","-45.7","-23.7",NA,"Arvore ca. 10m, látex branco, frutos imaturos ocre, estigma remanescente esverdeados.; Floresta Ombrófila Densa de encosta,com pertubação.","UEC081987","UEC081987",NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-45.7","-23.7",NA,NA
"15","2021-03-01 16:41:09-03","UNICAMP","UEC","116488","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Oliveira, AA; Gandolfi, S; Mazine, FF; Moura, C; et al.","3648","2000","04","22",NA,"Brazil","São Paulo","São Sebastião","Praia do Una/Boracéia, estrada de acesso da Fazenda Águas do Bento.","-45.767","-23.731722",NA,"Árvore com 7m, flores branca-esverdeadas, cálice ocre, presença de látex, beira de rio.; Floresta de restinga.","UEC081986","UEC081986",NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-45.767","-23.731722",NA,NA
"16","2021-03-01 16:41:09-03","UNICAMP","UEC","116492","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Oliveira, AA; Mendes, JCT; Ferraz, KMB; Ferraz, SFB; Silva, EV; Valente, R; Rocha","3642","2000","04","21",NA,"Brazil","São Paulo","São Sebastião","Parque estadual da Serra do Mar, cachoeira do sítio Urucurana. Trilha do escorrega, às margens do rio Una. Interior da mata.","-45.708111","-23.712",NA,"Árvore com 8 metros, presença de látex branco.; Floresta Ombrófiladensa de encosta.","UEC081985","UEC081985",NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-45.708111","-23.712",NA,NA
"17","2021-03-01 16:41:09-03","UNICAMP","UEC","121646","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Meireles, LD; Gonçalves, APS; Soares Júnior, FJ; Meneghetti, GIP; et al.","271","2001","04","20",NA,"Brazil","São Paulo","Itanhaém","Fazenda São Camilo.","-46.760944","-24.143333",NA,"Árvoere, 7m altura. Ramos e face abaxial das folhas ferrugíneos, botões esverdeados. Subosque de eucapiptal.; Floresta Ombrófila Densa Baixomontana.","UEC081961","UEC081961",NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-46.760944","-24.143333",NA,NA
"18","2021-03-01 16:41:09-03","UNICAMP","UEC","121786","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC","199","2001","04","17",NA,"Brazil","São Paulo","Itanhaém","Parque estadual sa Serra do mar, Núcleo Curucutu. No entorno do Vale dos Rios Mambu e dos Macacos","-46.824167","-24.041111",NA,"Árvore, ca. 6m alt. Frutos imaturos verdes.; Floresta Ombrófila Densa Baixaomontana e Montana.","UEC042714","UEC042714",NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-46.824167","-24.041111",NA,NA
"19","2021-03-01 16:41:09-03","UNICAMP","UEC","134664","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Farias, R; Rolim, SG; Uliana, VLCR; Righi, CA; Sacamuzza, CA; Rodrigues, RR","708","2002","04","23",NA,"Brazil","São Paulo","Sete Barras","Parque Estadual deCarlos Botelho, núcleo Sete Barras.. Trilha da figueira","-47.993056","-24.056389",NA,"Árvore de 10m. Latéx branco, fruto jovem avermelhado.; Borda de Floresta Ombrófila Densa Baixo montana.","UEC042705","UEC042705",NA,NA,NA,NA,"2018","04","26",NA,NA,"-47.993056","-24.056389",NA,NA
"20","2021-03-01 16:41:09-03","UNICAMP","UEC","160149","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Farias, DS; et al.","179","1994","03","16",NA,"Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas, Trilha Rodolfo Sul. Área FP035.","-42.25","-22.5",NA,"Indivíduo F0287. Árvore com ca. de 8m de alt. Látex branco. Fuste 6.","UEC017440","UEC017440",NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-42.25","-22.5",NA,NA
"21","2021-03-01 16:41:09-03","UNICAMP","UEC","91632","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Ivanauskas, NM","Ivanauskas, NM","422A","1995","09","28",NA,"Brazil","São Paulo","Pariquera-Açu","Propiedade de Antonio Povinski.","-47.876944","-24.675833",NA,"Árvore de 6m. casva externa creme, fissurada longitudinalmente. Latéx branca, leitoso. Flores em botão.; Floresta Atlântica.","UEC042715","UEC042715",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.876944","-24.675833",NA,NA
"22","2021-03-01 16:41:09-03","UNICAMP","UEC","91633","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Ivanauskas, NM","238","1995","06","21",NA,"Brazil","São Paulo","Pariquera-Açu","Estação experimental do Instituto Agronômico.","-47.876944","-24.608333",NA,"Árvore de 8m. Troncosuberoso, fissurado longitudinalmente. Látex leitoso, branco. Frutos verdes e roxos.; Floresta Atlântica.","UEC081983","UEC081983",NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-47.876944","-24.608333",NA,NA
"23","2021-03-01 16:41:09-03","UNICAMP","UEC","91634","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Ivanauskas, NM","477","1995","10","18",NA,"Brazil","São Paulo","Pariquera-Açu","Estação experimental do Instituto Agronômico.","-47.876944","-24.608333",NA,"Árvore de 5m, CAsca externa descamate, fissurada longitudunalmente. Flores em botões.; Floresta Atlântica.","UEC081984","UEC081984",NA,NA,NA,NA,"2018",NA,NA,NA,NA,"-47.876944","-24.608333",NA,NA
"24","2021-03-01 16:41:09-03","UNICAMP","UEC","50537","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Tamashiro, JY; Rodrigues, RR; Leitão Filho, HF","18722","1986","11","04",NA,"Brazil","São Paulo","Bertioga","Est. Bertiga- Mongi das Cruzes.","-46.138599395752","-23.8544006347656",NA,"Árvore até 8m, flores em botão.; Árvore até 8m, flores em botão.","UEC042713","UEC042713",NA,NA,NA,NA,"2018","04","26","37616","auto",NA,NA,NA,NA
"25","2021-03-01 16:41:09-03","UNICAMP","UEC","14954","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Leitão Filho, HF; et al.","10751","1979","12","11",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,"Árvore cerca de 10m, com flores esverdeadas. Em beira de mata.","UEC146534","UEC146534",NA,NA,NA,NA,"2018","04","26","37574","auto",NA,NA,NA,NA
"26","2021-03-01 16:41:09-03","UNICAMP","UEC","56268","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Spiromelo, W; Vieira, MF; Vieira, MAS; Franco, ALM; Buzato, S; Egler, S; Regina","22319","1989","11","29",NA,"Brazil","São Paulo","Guarujá","Mata de encosta, próximo ao pier.","-46.25","-23.9899997711182",NA,"Árvore mais ou menos 4m, latescentes.","UEC042771","UEC042771",NA,NA,NA,NA,"2018","04","26","18989","auto",NA,NA,NA,NA
"27","2021-03-01 16:41:09-03","UNICAMP","UEC","33524","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Rodrigues, RR; Figueiredo, N","14946","1982","11","17",NA,"Brazil","São Paulo","Iguape","Estancia Ecológica de Juréia.","-47.5499992370605","-24.7000007629395",NA,"Árvore com 6m.; Beira de Cachoeira","UEC042710","UEC042710",NA,NA,NA,NA,"2018",NA,NA,"55628","auto",NA,NA,NA,NA
"28","2021-03-01 16:41:09-03","UNICAMP","UEC","72783","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Lima, RGVN","Bernacci, LC; Andrade, PRP; Belinello, R; Falivene, SMP; Silva, AMC","1044","1995","01","10",NA,"Brazil","São Paulo","Pariquera-Açu","Estação experimentaldo I.A.C.","-47.8800010681152","-24.7099990844727",NA,"Árvore com 6m alt., latéx leitoso, botões róseo-esverdeados.; Floresta alta.","UEC042707","UEC042707",NA,NA,NA,NA,"2018",NA,NA,"17990","auto",NA,NA,NA,NA
"29","2020-02-10 09:00:18-03","UFRPE","PEUFR","10790","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","R.G.V.N. Lima","M.L. Guedes","2248","1990","02","13",NA,"Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.881111","-8.054167",NA,"Árvore de 11.5m de altura, com 38cm de CAP; látex branco; folhas quando maduras seríceo; coordenadas geográficas do município.","PEUFR010790",NA,NA,NA,NA,NA,"2020","01","20",NA,NA,"34°52'52W","08°03'15S",NA,NA
"30","2020-12-09 14:47:26-03","FURB","FURB","61983","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Marinero, F.","Oliveira, A.A. de","4327","2016","12","15",NA,"Brasil","Paraná","Matinhos",NA,"-48.6","-25.74",NA,"Arbusto 2,4m; botões florais amarelos claros, imaturos; muito látex branco líquido, sem odor.","FURB61983","FURB61983",NA,NA,NA,NA,"2017","06","01",NA,NA,"-48.6000000","-25.7400000",NA,NA
"31","2019-08-16 08:41:07-03","UTFPR","HCF","28068","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.","F. Marinero","A.A. de Oliveira","4327","2016","12","15",NA,"Brasil","PR","Matinhos",NA,"-48.6","-25.74",NA,"arbusto 2,4 m. Botões florais amarelo-claros, imaturos, muito látex branco líquido, sem odor. Conglomerado: 481 Subunidade: 1 Subparcela: 10 Árvore: 7RN.",NA,NA,NA,NA,NA,NA,"2017","06","01",NA,NA,"48°36'00 W","25°44'24 S",NA,NA
"32","2020-12-21 16:44:48-03","MBM","MBM","23735","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"Hatschbach, G.","26269",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Rio do Costa","-48.3288993835449","-25.3066997528076",NA,NA,"MBM023735","MBM023735",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA
"33","2020-12-21 16:44:48-03","MBM","MBM","6492","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"Hatschbach, G.","18591","1968","02","14","Southern America","Brazil","Paraná","Paranaguá","Colônia Limeira, Picadão Cambará","-48.5092010498047","-25.5200004577637",NA,"Arvoreta lacticífera, 6m de altura, tronco 15 cm diâmetro; mata pluvial, encosta de morro. Flor creme esverdeada; Arvoreta laticífera, 6m de altura, tronco 15cm diâmetro; flor creme esverdeada.; Mata pluvial encosta de morro.","MBM006492","MBM006492","PARATYPE","100","100",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"34","2020-12-21 16:44:48-03","MBM","MBM","50668","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"Hatschbach, G.","2125",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Sertão","-48.5092010498047","-25.5200004577637",NA,NA,"MBM050668","MBM050668",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"35","2020-12-21 16:44:48-03","MBM","MBM","1139","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"Hatschbach, G.","13630",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Sertão do Guarani","-48.5092010498047","-25.5200004577637",NA,NA,"MBM001139","MBM001139",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"36","2020-12-21 16:44:48-03","MBM","MBM","413864","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1534","2018","05","23","Southern America","Brazil","Paraná","Guaratuba","Rio Tibagi, Estrada para comunidade Parati","-48.584444","-25.771667",NA,"Arvoreta 5 m alt.; frutos imaturos esverdeados, maduros vinosos, carnoso, adocicados, uma semente.; Floresta Ombrófila Densa Submontana; interior de floresta de encosta.","MBM413864",NA,NA,"90","90",NA,"2018","05","23",NA,NA,"-48.584444","-25.771667",NA,NA
"37","2020-12-21 16:44:48-03","MBM","MBM","392210","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.","Marinero, F.","Oliveira, A.A.","4327","2016","12","15","Southern America","Brazil","Paraná","Matinhos","Conglomerado: 481; subunidade: 1; subparcela: 10; indivíduo: 7RN","-48.6","-25.74",NA,"Arbusto 2,4 m; botões florais amarelo claros, imaturos; muito látex branco líquido, sem odor.","MBM392210","MBM392210",NA,NA,NA,NA,"2017","06","01",NA,NA,"-48.6","-25.74",NA,NA
"38","2020-12-21 16:44:48-03","MBM","MBM","413866","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1536","2018","05","23","Southern America","Brazil","Paraná","Guaratuba","Rio Tibagi, Trilha para o Salto Parati","-48.6275","-25.790833",NA,"Árvore 10 m alt. e 33.5 cm diâmetro; ritidoma bruno-amarelado, escamoso, escamas papiráceas, irregulares, presença de lenticelas linerares verticais; casca interna avermelhada, aparência trançada, látex branco, abundante; frutos imat","MBM413866",NA,NA,"75","75",NA,"2018","05","23",NA,NA,"-48.6275","-25.790833",NA,NA
"39","2020-12-21 16:44:48-03","MBM","MBM","225152","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.","Hatschbach, G.","Cervi, A.C.; et al.; et al.","6459",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,"MBM225152","MBM225152",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA
"40","2020-12-21 16:44:48-03","MBM","MBM","15623","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"Hatschbach, G.","23329","1970","01","15","Southern America","Brazil","Paraná","Matinhos","Sertãozinho","-48.5428009033203","-25.8174991607666",NA,"Arvoreta 4m, lacticífera, flor creme esverdeada. Mata base de morro; Arvoreta 4m, lacticífera, flor creme esverdeada.; Mata base de morro.","MBM015623","MBM015623","ISOTYPE","10","10",NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA
"41","2020-12-21 16:44:48-03","MBM","MBM","6267","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"Hatschbach, G.","17961",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Morro Ai Jesus","-48.5092010498047","-25.5200004577637",NA,NA,"MBM006267","MBM006267",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"42","2020-12-21 16:44:48-03","MBM","MBM","50659","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.","Pennington, T.D.","Hatschbach, G.","13630",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Sertão do Guarani","-48.5092010498047","-25.5200004577637",NA,NA,"MBM050659","MBM050659",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"43","2020-12-21 16:44:48-03","MBM","MBM","50660","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.","Pennington, T.D.","Hatschbach, G.","9709",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Sítio do Meio","-48.5092010498047","-25.5200004577637",NA,NA,"MBM050660","MBM050660",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"44","2020-12-11 11:41:27-03","UFMG","BHCB","76206","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.",NA,"Silva, JM; Ferreira, LA; Abe, LM","2840","1999","01","14","Southern America","Brasil","Paraná","Adrianópolis","Córrego do Franco","-48.9911003112793","-24.6571998596191",NA,"árvore, 6m, flor creme, beira do rio, floresta altântica","BHCB004657",NA,NA,NA,NA,NA,"2001",NA,NA,"49901","auto",NA,NA,NA,NA
"45","2021-02-11 17:21:42-03","UFPR","UPCB","32464","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Pennington","Hatschbach, G.","Cervi, A.C.","6459","1997","12","03",NA,"Brasil","Paraná","Guaraqueçaba","Salto Morato","-48.3288993835449","-25.3066997528076",NA,"Árvore com cerca de 6m, lactescente. Botões esverdeados..","UPCB0037036","UPCB0037036",NA,NA,NA,NA,"1997","12",NA,"37295","auto",NA,NA,NA,NA
