"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"12","2016-09-29 20:57:00-03","NY","NYBG","00862113","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Digitaria","gerdesii","Digitaria gerdesii",NA,NA,"M. A. Chase","11276","1930","03","17","South America","Brazil","Goiás",NA,"Between Viannapolis and Ponta Funda",NA,NA,"990","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862113","NY00862113_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 20:57:00-03","NY","NYBG","00862139","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Digitaria","gerdesii","Digitaria gerdesii",NA,"G. Davidse","A. C. Allem","2062","1978","05","27","South America","Brazil","Mato Grosso do Sul","Terenos","Faz. Modelo (IPEAO)","-54.8603","-20.4422",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862139","NY00862139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-08 11:09:51-03","UNESP-IBB","BOTU","11168","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","(Hack.) Parodi","Gottsberger, I.S.","Gottsberger, I.S.","16371","1971","03","16",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU011168",NA,"1979","48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:53:15-03","EAO","IAN","67270","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Canto-Dorow, T","Chase, A","11276","1930","03","17","Southern America","Brasil","Goiás","Vianópolis","Ponta Funda.","-48.5163993835449","-16.7418994903564",NA,NA,NA,NA,"IAN067270",NA,"2001",NA,NA,"07","43219","auto",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:53:15-03","EAO","IAN","73932","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Canto-Dorow, T","Black, GA; Ledoux, PVD","14203","1952","04","01","Southern America","Brasil","Pará","Vigia","Estrada João Coelho, Km 40, campo geral.&nf;Em lugar sombreado por caembê.","-48.1417007446289","-0.858332991600037",NA,NA,NA,NA,"IAN073932",NA,"2001",NA,NA,"07","33395","auto",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:53:15-03","EAO","IAN","69454","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","Hack.",NA,"Black, GA","11622","1951","04","08","Southern America","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral; campo aberto; seco.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"IAN069454",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:53:15-03","EAO","IAN","67244","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","Hack.",NA,"Chase, A","8740","1925","03","06","Southern America","Brasil","Minas Gerais","Lavras",NA,"-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"IAN067244",NA,NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:53:15-03","EAO","IAN","65628","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","Hack.",NA,"Chase, A","10627","1930","01","20","Southern America","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"IAN065628",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:53:15-03","EAO","IAN","67125","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Digitaria","mattogrossensis","Digitaria mattogrossensis","(Pilg.) Henr.",NA,"Swallen, JR","3996","1934","03","20","Southern America","Brasil","Maranhão",NA,"Entre Carolina e Santo Antonio de Balsas.",NA,NA,NA,NA,NA,NA,"IAN067125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-12 15:31:49-03","UFABC","HUFABC","001892","PreservedSpecimen","Plantae","Angiospermas",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","R. Rodrigues","Keller V.C.","117","2017","12","02",NA,"Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Próximo à torre de observação do setor B","-46.701828","-23.345083",NA,NA,NA,"Erva","HUFABC001892",NA,"2018","-46.701828","-23.345083","06",NA,NA,"28",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:28:54-03","UFBA","ALCB","38952","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Rua, GM","Harley, RM; Atkins, S; Saar, E; Guedes, ML; Stannard, B; Passos Júnior, LA","PCD5560","1997","02","13","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Caminho para Abaíra","-41.374444","-13.006667","970","970",NA,"ca. 50 cm. Ocasional.","ALCB021010","ALCB021010","2011","-41.374444","-13.006667","04",NA,NA,"29",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:17:02-03","NBC","NL-BOTANY","L.1244139","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","bonplandii","Digitaria bonplandii","Henrard",NA,"Chase A",NA,"1930","02","14","Southern America","Brazil",NA,NA,"between Campo Grande and Dourados, Matto Grosso.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1244139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1244139","NL-L1244139",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 10:17:02-03","NBC","NL-BOTANY","L 0043990","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Canto-Dorow T","Chase A",NA,"1930","02","07","Southern America","Brazil",NA,NA,"BrazilCampo GrandeMatto Grosso",NA,NA,NA,NA,NA,"Sandy clay campo<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200043990 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0043990","NL-L0043990","2001",NA,NA,"07",NA,NA,"01","Magnoliopsidae","syntype",NA,NA,NA,NA
"25","2020-02-08 10:17:02-03","NBC","NL-BOTANY","L 0065875","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Canto-Dorow T","Herzog TCJ",NA,"1911","03","01","Southern America","Bolivia",NA,NA,"Plantae in itinere secundo per Boliviam lectae... bei Monos.",NA,NA,NA,NA,NA,"Auf subalpinen Wiesen ..<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200065875 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0065875","NL-L0065875","2001",NA,NA,"07",NA,NA,"01","Magnoliopsidae","holotype","90964300",NA,NA,NA
"26","2020-02-08 10:17:02-03","NBC","NL-BOTANY","U.1505753","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Harley RM; et al.",NA,"1974","02","02","Southern America","Brazil",NA,NA,"Estado de Bahia, Serra do Sincorá. Ca. 14km of Barra da Estiva, near the.","-41.3","-13.583333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505753 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505753","NL-U1505753",NA,"-41.3","-13.583333",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 10:17:02-03","NBC","NL-BOTANY","U.1505754","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Hatschbach GG; Haas H",NA,"1966","03","03","Southern America","Brazil",NA,NA,"Estr. Jaguariaiva - Arapoti (Jaguariaiva Paraná).",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505754 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505754","NL-U1505754",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 10:17:02-03","NBC","NL-BOTANY","U.1505755","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Hatschbach GG; Haas H",NA,"1966","03","03","Southern America","Brazil",NA,NA,"Estr. Jaguariaiva - Arapoti (Jaguariaiva Paraná).",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1505755 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1505755","NL-U1505755",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:17:02-03","NBC","NL-BOTANY","L.1244314","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","gerdesii","Digitaria gerdesii","(Hack.) Parodi",NA,"Hatschbach GG",NA,"1961","02","26","Southern America","Brazil",NA,NA,"Est. Parana Mun. Arapeti Loc. Rio das Cinzas, Barra de Perdizes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1244314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1244314","NL-L1244314",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 10:17:07-03","NBC","NL-BOTANY","L.1244666","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","mattogrossensis","Digitaria mattogrossensis","(Pilg.) Henrard",NA,"Balansa B",NA,"1883","04","01","Southern America","Paraguay",NA,NA,"Cordillère de Péribebuy, dans les prairies Sèches. [!].",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1244666 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1244666","NL-L1244666",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 10:17:07-03","NBC","NL-BOTANY","L.1244667","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","mattogrossensis","Digitaria mattogrossensis","(Pilg.) Henrard",NA,"Balansa B",NA,"1883","04","01","Southern America","Paraguay",NA,NA,"Cordillère de Péribebuy, dans les prairies Sèches. [!].",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1244667 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1244667","NL-L1244667",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 10:17:07-03","NBC","NL-BOTANY","L.1244668","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","mattogrossensis","Digitaria mattogrossensis","(Pilg.) Henrard",NA,"Balansa B",NA,"1883","04","01","Southern America","Paraguay",NA,NA,"Cordillère de Péribebuy, dans les prairies Sèches. [!].",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1244668 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1244668","NL-L1244668",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 10:17:07-03","NBC","NL-BOTANY","L.1244669","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","mattogrossensis","Digitaria mattogrossensis","(Pilg.) Henrard",NA,"Balansa B",NA,"1883","04","01","Southern America","Paraguay",NA,NA,"Cordillère de Péribebuy, dans les prairies Sèches. [!].",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1244669 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1244669","NL-L1244669",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 10:17:07-03","NBC","NL-BOTANY","L.1244670","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","mattogrossensis","Digitaria mattogrossensis","(Pilg.) Henrard",NA,"Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1244670 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1244670","NL-L1244670",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:17:07-03","NBC","NL-BOTANY","L.1244671","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","mattogrossensis","Digitaria mattogrossensis","(Pilg.) Henrard",NA,"Chase A",NA,"1930","01","24","Southern America","Brazil",NA,NA,"Ypiranga. Estado de São Paulo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1244671 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1244671","NL-L1244671",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 10:17:07-03","NBC","NL-BOTANY","L.1244672","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","mattogrossensis","Digitaria mattogrossensis","(Pilg.) Henrard",NA,"Balansa B",NA,"1883","04","01","Southern America","Paraguay",NA,NA,"Cordillère de Péribebuy, dans les prairies Sèches. [!].",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1244672 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1244672","NL-L1244672",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:17:08-03","NBC","NL-BOTANY","L.1244673","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Digitaria","mattogrossensis","Digitaria mattogrossensis","(Pilg.) Henrard",NA,"Balansa B",NA,"1883","04","01","Southern America","Paraguay",NA,NA,"Cordillère de Péribebuy, dans les prairies Sèches. [!].",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1244673 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1244673","NL-L1244673",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2016-02-02 14:38:16-02","BGBM","B","B 10 0249071","S","Plantae",NA,NA,"Gramineae","Panicum","corynotrichum","Panicum corynotrichum","Hack.",NA,"A. F. M. Glaziou","20124","1891",NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Herbarium Ign. Urban <a href=http://herbarium.bgbm.org/object/B100249071 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100249071","B100249071",NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA
"39","2019-02-15 11:47:38-02","IPA","IPA","32556","S","Plantae","Plantae",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Harley, R.M.","15840","1974","02","02","Southern America","Brasil","Bahia",NA,"Serra do Sincorá. Ca 14 Km N of Barra da Estiva, near the Ibicoara road. Mixed vegetation with low scrub and dry grassland, and scattered woodland, occasionally disturbed or burnt-over.","-41.3","-13.583333","1000","1000",NA,NA,"IPA0032556",NA,NA,"-41.3","-13.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:18:57-03","UFV","VIC","32352","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Longhi-Wagner, H.; Coelho, C.","9980","2006","01","08",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 2, Campo rupestre.","-43.700556","-20.491944",NA,NA,NA,NA,"VIC032352","VIC032352",NA,"-43.700556","-20.491944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:18:57-03","UFV","VIC","42202","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Fialho, I.F.; et al.","s.n.","2012","02","06",NA,"Brasil","Minas Gerais","Paraopeba","FLONA de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"VIC042202","VIC042202",NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:18:57-03","UFV","VIC","38340","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Longhi- Wagner; Coelho, C.","9980","2006","01","08",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 2","-43.649167","-20.503333",NA,NA,NA,"Campo rupestre","VIC038340",NA,NA,"-43.649167","-20.503333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-30 18:32:44-03","UFJF","CESJ","46827","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","P.L. Viana","F.M. Ferreira; P.L. Viana; F.R.G. Salimena","951","2006","03","06","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Erva cespitosa em borda de mata. Trilha entre a casa do pesquisador e o centro de visitantes.","CESJ046827",NA,"2006",NA,NA,"03","30417","auto","06",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:20:26-03","UNICAMP","UEC","41246","S","Plantae","Liliopsida",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","Henrard","Canto-Dorow, T","Filgueiras, TS","690","1980","03","27",NA,"Brazil","Goiás","Santo Antônio do Descoberto","5 Km W da cidade.","-48.2550010681152","-15.9397001266479",NA,NA,NA,"Capim com espiguetes cinzas.; Campo rupestre;","UEC183976",NA,"2001",NA,NA,"07","42587","auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:20:26-03","UNICAMP","UEC","41245","S","Plantae","Liliopsida",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","Henrard","Canto-Dorow, T","Filgueiras, TS","692","1980","03","27",NA,"Brazil","Goiás","Santo Antônio do Descoberto","5 Km W da cidade.","-48.2550010681152","-15.9397001266479",NA,NA,NA,"Capim cespitoso, espiguetas verdes, glabras.; Campo rupestre.","UEC183974","UEC183974","2001",NA,NA,"07","42587","auto",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-16 08:40:36-03","UTFPR","HCF","27324","S","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","S.A. Renvoize","G. Hatschbach","13963","1966","03","03",NA,"Brasil","PR","Jaguariaíva","estrada Jaguariaíva-Arapoti","-49.7057991027832","-24.2511005401611",NA,NA,NA,"do campo seco.",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
