"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"1279","2015-09-04 15:13:44-03","MNHN","RECOLNAT_MNHN_P","P03918265","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Bordenave, B.","1994","6","6","Guyane française",NA,NA,NA,"-52.31667","4.95",NA,NA,"15",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03918265' target='other'> <mi>dwc_moreinfo</mi></a>","P03918265","P03918265_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1002",NA,NA
"1280","2015-09-04 15:13:44-03","MNHN","RECOLNAT_MNHN_P","P03918266","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Oldeman","1970","7","21","Guyane française",NA,NA,"Route de Stoupan Ile de Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03918266' target='other'> <mi>dwc_moreinfo</mi></a>","P03918266","P03918266_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B 3487",NA,NA
"1281","2015-09-04 15:13:44-03","MNHN","RECOLNAT_MNHN_P","P03918269","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Oldeman","1971","6","12","Guyane française",NA,NA,"Ile de Cayenne: sur la route de Raban.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03918269' target='other'> <mi>dwc_moreinfo</mi></a>","P03918269","P03918269_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B 3943",NA,NA
"1282","2015-09-04 15:13:44-03","MNHN","RECOLNAT_MNHN_P","P03918270","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Oldeman","1971","3","8","Guyane française",NA,NA,"Talus de la route du Tigre , à gauche dans les ér et 2 m virage en venant de Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03918270' target='other'> <mi>dwc_moreinfo</mi></a>","P03918270","P03918270_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3218",NA,NA
"1283","2015-09-04 15:13:45-03","MNHN","RECOLNAT_MNHN_P","P03918271","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Oldeman","1971","6","12","Guyane française",NA,NA,"Ile de Cayenne, sur la route de Raban.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03918271' target='other'> <mi>dwc_moreinfo</mi></a>","P03918271","P03918271_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B 3943",NA,NA
"1284","2019-06-14 09:28:27-03","MNHN","RECOLNAT_MNHN_P","P04594419","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Tostain, O.","2009","3","3","Guyane française",NA,NA,"Carrefour des Maringouins, Cayenne. Etroit bosquet forestier en bordure de la RN1, près de l´entrée de la carrière.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04594419' target='other'> <mi>dwc_moreinfo</mi></a>","P04594419","P04594419_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2588",NA,NA
"1285","2015-09-04 17:13:39-03","MNHN","RECOLNAT_MNHN_P","P04951293","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","Delprete","Bernardi, L.","1978","12","14","Paraguai",NA,NA,"Cerro Corá monumenti, Amambay.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04951293' target='other'> <mi>dwc_moreinfo</mi></a>","P04951293","P04951293_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19175",NA,NA
"1286","2015-09-04 16:45:49-03","MNHN","RECOLNAT_MNHN_P","P04965139","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Granville, J.J.","1972","8","6","Guiana",NA,NA,"Tumuc Humac.Layon ORSTROM Koulimapopann-Mitakara (frontière) P.K. 7,5.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965139' target='other'> <mi>dwc_moreinfo</mi></a>","P04965139","P04965139_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1124",NA,NA
"1287","2015-09-04 16:45:49-03","MNHN","RECOLNAT_MNHN_P","P04965141","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Forestier, Service","1951","1","1","Guyane française",NA,NA,"Station La Mirande - Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965141' target='other'> <mi>dwc_moreinfo</mi></a>","P04965141","P04965141_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3682",NA,NA
"1288","2015-09-04 16:45:49-03","MNHN","RECOLNAT_MNHN_P","P04965142","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,NA,"1951","2","1","Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965142' target='other'> <mi>dwc_moreinfo</mi></a>","P04965142","P04965142_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3706",NA,NA
"1289","2015-09-04 16:45:49-03","MNHN","RECOLNAT_MNHN_P","P04965143","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Harley, R.M.|Pinheiro, R.|Erskine, C.M.|Brighton, C.A.|A> Renvoize, S.","1974","2","19","Brasil","Bahia",NA,"Serra de Itiuba, about 6 km E of Itiuba.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965143' target='other'> <mi>dwc_moreinfo</mi></a>","P04965143","P04965143_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16174",NA,NA
"1290","2015-09-04 16:45:49-03","MNHN","RECOLNAT_MNHN_P","P04965144","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Schnell, R.","1961","8","20","Guyane française",NA,NA,"Région entre Saint Laurent et Marra.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965144' target='other'> <mi>dwc_moreinfo</mi></a>","P04965144","P04965144_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11310",NA,NA
"1291","2015-09-04 16:45:58-03","MNHN","RECOLNAT_MNHN_P","P04965149","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,NA,"1951","4","1","Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965149' target='other'> <mi>dwc_moreinfo</mi></a>","P04965149","P04965149_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3756",NA,NA
"1292","2015-09-04 16:45:58-03","MNHN","RECOLNAT_MNHN_P","P04965150","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.","1972","1","18","Brasil","Bahia",NA,"On Road to Abaira ca 8 km to N of the Town of Rio de Contas.","-41.78333","-13.55",NA,NA,"1000",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965150' target='other'> <mi>dwc_moreinfo</mi></a>","P04965150","P04965150_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15247",NA,NA
"1293","2015-09-04 16:44:46-03","MNHN","RECOLNAT_MNHN_P","P04965153","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Leprieur","1838","1","1","Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965153' target='other'> <mi>dwc_moreinfo</mi></a>","P04965153","P04965153_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","2015-09-04 16:44:46-03","MNHN","RECOLNAT_MNHN_P","P04965156","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Pavon","1827","1","1","Peru",NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965156' target='other'> <mi>dwc_moreinfo</mi></a>","P04965156","P04965156_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36",NA,NA
"1295","2015-09-04 16:45:58-03","MNHN","RECOLNAT_MNHN_P","P04965157","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Hallé, F.","1962","9","22","Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965157' target='other'> <mi>dwc_moreinfo</mi></a>","P04965157","P04965157_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"853",NA,NA
"1296","2015-09-04 16:44:46-03","MNHN","RECOLNAT_MNHN_P","P04965158","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Bouddy, G.","2004","6","20","Guyane française",NA,NA,"Lotissement Quintrie-Lamothe, à coté du Novotel, Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965158' target='other'> <mi>dwc_moreinfo</mi></a>","P04965158","P04965158_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB 3049",NA,NA
"1297","2015-09-04 16:44:46-03","MNHN","RECOLNAT_MNHN_P","P04965159","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Granville, J.J.|Crozier, F.|Sarthou, C.","2004","4","15","Guyane française",NA,NA,"Inselbergs de la haute Wanapi. Zone du dôme central.","-53.82222","2.51667",NA,NA,"250",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965159' target='other'> <mi>dwc_moreinfo</mi></a>","P04965159","P04965159_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15926",NA,NA
"1298","2015-09-04 16:45:59-03","MNHN","RECOLNAT_MNHN_P","P04965162","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Blanchet","1838","1","1","Brasil",NA,NA,"S. Francisco. Utinga.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965162' target='other'> <mi>dwc_moreinfo</mi></a>","P04965162","P04965162_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2838",NA,NA
"1299","2015-09-04 16:45:59-03","MNHN","RECOLNAT_MNHN_P","P04965164","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Tostain, O.","2005","7","25","Guyane française",NA,NA,"Lieu-dit Maya, route de la Carapa, Macouria.","-52.43333","4.93333",NA,NA,"9",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965164' target='other'> <mi>dwc_moreinfo</mi></a>","P04965164","P04965164_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"322",NA,NA
"1300","2015-09-04 16:44:46-03","MNHN","RECOLNAT_MNHN_P","P04965180","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Granville, J.J.|Crozier, F.","2004","6","21","Guyane française",NA,NA,"Inselbergs du haut Marouini.","-54.01667","2.6",NA,NA,"200",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965180' target='other'> <mi>dwc_moreinfo</mi></a>","P04965180","P04965180_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16296",NA,NA
"1301","2015-09-04 18:25:55-03","MNHN","RECOLNAT_MNHN_P","P05340506","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","Delprete","Balansa, B.","1875","12","1","Paraguai",NA,NA,"L´Assomption, dans les broussailler.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05340506' target='other'> <mi>dwc_moreinfo</mi></a>","P05340506","P05340506_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1760",NA,NA
"1302","2015-09-04 15:13:44-03","MNHN","RECOLNAT_MNHN_P","P03918262","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"de Araujo, P.","1928","1","3","Brasil","São Paulo","Amparo",NA,"-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03918262' target='other'> <mi>dwc_moreinfo</mi></a>","P03918262","P03918262_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"18036","auto",NA,NA,NA,NA,"11",NA,NA
"1303","2015-09-04 16:25:11-03","MNHN","RECOLNAT_MNHN_P","P04540979","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Emperaire, L.","1984","2","2","Brasil","Piauí","São Raimundo Nonato","Chapada de Serra Branca.","-42.6994018554688","-9.01527976989746",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04540979' target='other'> <mi>dwc_moreinfo</mi></a>","P04540979","P04540979_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"45407","auto",NA,NA,NA,NA,"2215",NA,NA
"1304","2015-09-04 15:13:44-03","MNHN","RECOLNAT_MNHN_P","P03918263","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Bianchini, R.S.|Bianchini, S.","1998","1","3","Brasil","Minas Gerais","São Roque de Minas","Estrada para Babilônia.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03918263' target='other'> <mi>dwc_moreinfo</mi></a>","P03918263","P03918263_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"57119","auto",NA,NA,NA,NA,"1197",NA,NA
"1305","2015-09-04 16:45:49-03","MNHN","RECOLNAT_MNHN_P","P04965140","PreservedSpecimen",NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"Hatschbach, G.","1967","12","7","Brasil","Paraná","Rio Branco do Sul","Ribeirinha.","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965140' target='other'> <mi>dwc_moreinfo</mi></a>","P04965140","P04965140_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"37352","auto",NA,NA,NA,NA,"18087",NA,NA
"1306","2015-09-04 16:46:00-03","MNHN","RECOLNAT_MNHN_P","P04965176","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Moritz",NA,NA,NA,"Venezuela",NA,NA,"Caracas.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04965176' target='other'> <mi>dwc_moreinfo</mi></a>","P04965176","P04965176_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1763",NA,NA
"1307","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929860","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Soubirou",NA,NA,NA,"Guyane française",NA,NA,"Prés Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929860' target='other'> <mi>dwc_moreinfo</mi></a>","P03929860","P03929860_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929861","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Soubirou",NA,NA,NA,"Guyane française",NA,NA,"Près Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929861' target='other'> <mi>dwc_moreinfo</mi></a>","P03929861","P03929861_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929862","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Leprieur","1840","1","1","Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929862' target='other'> <mi>dwc_moreinfo</mi></a>","P03929862","P03929862_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929856","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Leprieur",NA,NA,NA,"Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929856' target='other'> <mi>dwc_moreinfo</mi></a>","P03929856","P03929856_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929850","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Lam",NA,NA,NA,"Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929850' target='other'> <mi>dwc_moreinfo</mi></a>","P03929850","P03929850_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","2015-09-23 16:43:54-03","MNHN","RECOLNAT_MNHN_P","P01900547","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Aublet, J.B.C.F.",NA,NA,NA,"Guyane",NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900547' target='other'> <mi>dwc_moreinfo</mi></a>","P01900547","P01900547_01 P01900547_02",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA
"1313","2016-06-07 10:33:31-03","MNHN","RECOLNAT_MNHN_P","P01900548","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Aublet?, J.B.C.F.",NA,NA,NA,"Guyane française",NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900548' target='other'> <mi>dwc_moreinfo</mi></a>","P01900548","P01900548_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA
"1314","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929852","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Leprieur",NA,NA,NA,"Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929852' target='other'> <mi>dwc_moreinfo</mi></a>","P03929852","P03929852_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929853","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Lam?",NA,NA,NA,"Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929853' target='other'> <mi>dwc_moreinfo</mi></a>","P03929853","P03929853_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929855","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Leprieur",NA,NA,NA,"Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929855' target='other'> <mi>dwc_moreinfo</mi></a>","P03929855","P03929855_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929857","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Leprieur","1838","1","1","Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929857' target='other'> <mi>dwc_moreinfo</mi></a>","P03929857","P03929857_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929858","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Leprieur",NA,NA,NA,"Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929858' target='other'> <mi>dwc_moreinfo</mi></a>","P03929858","P03929858_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929859","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Leprieur","1838","1","1","Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929859' target='other'> <mi>dwc_moreinfo</mi></a>","P03929859","P03929859_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","2015-09-04 15:06:23-03","MNHN","RECOLNAT_MNHN_P","P03929863","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Leguillou","1857","1","1","Guyane française",NA,NA,"Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929863' target='other'> <mi>dwc_moreinfo</mi></a>","P03929863","P03929863_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","2015-09-04 15:06:24-03","MNHN","RECOLNAT_MNHN_P","P03929864","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Robert, E.",NA,NA,NA,"Guyane française",NA,NA,"Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929864' target='other'> <mi>dwc_moreinfo</mi></a>","P03929864","P03929864_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","2015-09-04 15:06:24-03","MNHN","RECOLNAT_MNHN_P","P03929865","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Soubirou",NA,NA,NA,"Guyane française",NA,NA,"Près Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929865' target='other'> <mi>dwc_moreinfo</mi></a>","P03929865","P03929865_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","2015-09-04 15:06:24-03","MNHN","RECOLNAT_MNHN_P","P03929866","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Leprieur","1840","1","1","Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929866' target='other'> <mi>dwc_moreinfo</mi></a>","P03929866","P03929866_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","2015-09-04 15:06:24-03","MNHN","RECOLNAT_MNHN_P","P03929867","PreservedSpecimen",NA,"Rubiaceae","Coutarea","speciosa","Coutarea speciosa","Aubl.",NA,"Leguillou","1857","1","1","Guyane française",NA,NA,"Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03929867' target='other'> <mi>dwc_moreinfo</mi></a>","P03929867","P03929867_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
