"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","396971","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","L. B. Smith","R. Reitz","1948","12","24","Brazil","Santa Catarina","Bom Retiro","Riosinho","-49.4892","-27.7972",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396971","NY00396971_01",NA,NA,NA,"2801","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1839831","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"J. L. da Costa Lima","2011","02","11","Brazil","Rio Grande do Norte",NA,"São José de Mipibu. Fazenda Muriaé.","-35.235","-6.1322",NA,NA,"100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2074643' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839831","NY01839831_01",NA,NA,NA,"341","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","799204","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","P. G. Delprete","A. Gevieski","1954","01","04","Brazil","Santa Catarina","Ibirama",NA,"-49.5178","-27.0569",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799204","NY00799204_01",NA,NA,NA,"95","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","799207","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"G. G. Hatschbach","1960","01","09","Brazil","Paraná","Sao José dos Pinhais","Malbada","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799207","NY00799207_01",NA,NA,NA,"6648","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","396996","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","H. Ochoterena-Booth","R. de Lemos Fróes","1943","02","16","Brazil","Bahia",NA,"Entre Ibiquara e Mucuge, Serra de Sincorá",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396996","NY00396996_01",NA,NA,NA,"20228","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","403084","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","C. M. Taylor","D. C. Daly","1995","03","19","Brazil","Acre","Xapuri","Fazenda Bomfim.","-68.2311111","-10.7783333",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00403084","NY00403084_01",NA,NA,NA,"8403","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","799201","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","J. H. Kirkbride Jr.","R. M. Klein","1972","01","15","Brazil","Santa Catarina","Paulo Lopes","Bom Retiro","-48.6833","-27.9619",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799201","NY00799201_01",NA,NA,NA,"10646","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","396975","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","C. M. Taylor","S. C. de Sant'Ana","1995","06","08","Brazil","Bahia","Ilhéus","Mata da Esperança. Ca. de 2 km NNE do Banco da Vitória","-39.0911111","-14.7772222",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396975","NY00396975_01",NA,NA,NA,"567","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","799214","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","L. B. Smith","R. Reitz","1962","12","21","Brazil","Santa Catarina","Anita Garibaldi","Passo do Rio Canoas, Anita Garibaldi","-51.13","-27.6894",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799214","NY00799214_01",NA,NA,NA,"14423","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01061049","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"E. L. Sette Silva",NA,NA,NA,"Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269323' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061049","NY01061049_01",NA,NA,NA,"747","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","949692","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"H. S. Irwin","1958","11","16","Brazil","Minas Gerais","Viçosa","State Agricultural School, Viçosa.","-42.868031","-20.7613428",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949692","NY00949692_01",NA,NA,NA,"2105","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01061042","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","J. F. Ramos","T. C. Plowman","1980","02","09","Brazil","Pará","Conceição do Araguaia","Range of low hills ca. 20 km, west of Redenção, near Côrrego São João and Troncamento Santa Teresa.","-50.1666669","-8.05",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267116' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061042","NY01061042_01",NA,NA,NA,"8560","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","396986","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","H. Ochoterena-Booth","L. A. Mattos Silva","1988","02","29","Brazil","Bahia","Itiruçu","Rodovia BA 250, que liga o entroncamento de Jaguaquara (BR 116) a Maracás, km 6","-40.1503","-13.5319",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396986","NY00396986_01",NA,NA,NA,"2224","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","396974","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","D. C. Zappi","B. L. Stannard","1992","02","27","Brazil","Bahia","Abaíra","Estrada Catolés-Barra, 3-5 km de Catolés","-41.85","-13.28",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699739' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396974","NY00396974_01",NA,NA,NA,"H51626","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","542155","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","P. G. Delprete","A. Laurênio","1995","07","21","Brazil","Pernambuco","Inajá","Reserva Biológica de Serra Negra","-37.8239","-8.9019",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542155","NY00542155_01",NA,NA,NA,"94","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","799202","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","P. G. Delprete","R. Reitz","1963","12","08","Brazil","Santa Catarina","Catanduvas",NA,"-51.6617","-27.0708",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799202","NY00799202_01",NA,NA,NA,"16369","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","03066059","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"M. Gomes","2015","05","05","Brazil","Rio de Janeiro","Saquarema","Reserva Ecológica de Jacarepiá. próximo à estrada interna. x","-42.4455555","-22.9255556",NA,NA,"3","3","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3287567' target='other'> <mi>dwc_moreinfo</mi></a>","NY03066059","NY03066059_01",NA,NA,NA,"1105","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","396976","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","H. Ochoterena-Booth","Longhi","1989","06","01","Brazil","Rio Grande do Sul","Nova Prata","Nova Prata. Horto Florestal","-51.61","-28.7842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396976","NY00396976_01",NA,NA,NA,"6029","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","799206","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","L. B. Smith","R. M. Klein","1972","01","17","Brazil","Santa Catarina",NA,"Jordao, Governador Celso Ramos",NA,NA,NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799206","NY00799206_01",NA,NA,NA,"10003","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01061057","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"J. M. Pires",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269331' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061057","NY01061057_01",NA,NA,NA,"186","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","416466","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","C. M. Taylor","W. W. Thomas","1999","01","27","Brazil","Bahia","Almadina","Six km W of Almadina on road to Ibitupã, then 7 km N to the community of Sete Paus at the headwaters of the Rio Almada","-39.7","-14.73",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416466","NY00416466_01",NA,NA,NA,"11840","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","799212","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","L. B. Smith","R. Reitz","1963","04","14","Brazil","Santa Catarina","Lajes","Morro do Pinheiro Seco, Lajes","-50.3258","-27.8161",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799212","NY00799212_01",NA,NA,NA,"14922","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01061059","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"J. M. Pires",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269280' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061059","NY01061059_01",NA,NA,NA,"52289","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","709731","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","P. G. Delprete","D. C. Daly","1994","04","03","Brazil","Acre","Sena Madureira","Basin of Rio Purus, Rio Macaua. Colocação Apuí. River descending, 3m below high water mark","-68.9","-9.48",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709731","NY00709731_01",NA,NA,NA,"8163","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","949696","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","C. M. Taylor","P. Clausen",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032210' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949696","NY00949696_01",NA,NA,NA,"1","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","397002","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","H. Ochoterena-Booth","R. P. Belém","1965","01","22","Brazil","Bahia","Itiruçu","Entre Itiruçu e Maracas","-40.1503","-13.5319",NA,NA,NA,NA,"col. madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397002","NY00397002_01",NA,NA,NA,"222","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00907072","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","H. Ochoterena-Booth","H. S. Irwin","1966","03","15","Brazil","Distrito Federal","Brasília","Côrrego Landim, ca. 25 km N. of Brasília","-47.91666667","-15.5575",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984378' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907072","NY00907072_01",NA,NA,NA,"13980","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","396978","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","C. M. Taylor","W. W. Thomas","1995","05","22","Brazil","Bahia","Ilhéus","2.2. km north of Banco da Vitória on road leading to west edge of Mata da Esperança","-39.0911111","-14.7772222",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396978","NY00396978_01",NA,NA,NA,"10996","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","397072","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","H. Ochoterena-Booth","W. H. Camp","1944","07","18","Ecuador","El Oro",NA,"Along the Rio Ambocas (a br. of the Rio Puyango) about 700 m elev. Prov. of El Oro (about 20 km south of Zaruma near the El Oro -Loja border)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397072",NA,NA,NA,NA,"E142","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","501867","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","P. G. Delprete","R. C. Forzza","1999","04","23","Brazil","Bahia","Jacobina","Estrada para a torre nova","-40.5181","-11.1808",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501867","NY00501867_01",NA,NA,NA,"1299","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","397003","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","H. Ochoterena-Booth","R. M. Harley","1972","01","18","Brazil","Bahia","Abaíra","On road to Abaíra ca. 8 km to N of the town of Rio de Contas","-41.78","-13.55",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397003","NY00397003_01",NA,NA,NA,"15247","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","397070","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","H. Ochoterena-Booth","E. K. Ramacharan","1979","11","02","Trinidad and Tobago",NA,NA,"Trinidad. Pt. Gourde. Restricted to NW Peninsula and Bocas Islands",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397070",NA,NA,NA,NA,"604","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
