"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","sex"
"90","2019-12-04 16:39:37-03","FFCLRP","SPFR","2647","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W.","Marcondes-Ferreira, W.; Venturi, L.L.; Domingues, M.R.","910","1994","07","26",NA,"Brasil","São Paulo","Laranjeiras, Fazenda Perdizes.","-48.686347","-20.170967",NA,"Cerradão ou mata seca que foi cortada e depois em processo de regeneração.",NA,NA,"Colômbia",NA,NA,"48o41'10.85W","20o10'15.48S","2002","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-09-22 13:48:26-03","USP","SPFW","2535","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","S. Honda","Melo Jr, J.C.F. Bartz, M.C.; Andreacci, F.; Garcia, R.J.F.; Cardim, R.H.H.","577","2006","10","24",NA,"Brasil","Minas Gerais",NA,"-43.955083","-19.50775",NA,NA,NA,NA,"Matozinhos",NA,NA,"43º57'18,3''W","19º30'27,9''S",NA,NA,NA,"758","758",NA,NA,NA,NA,NA,NA
"92","2020-09-22 13:48:26-03","USP","SPFW","2665","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","S. Honda","Freire, G.Q. Nakamura, C.; Cardim, R.H.H.","222","2007","02","01",NA,"Brasil","Minas Gerais",NA,"-43.955056","-19.507694",NA,NA,NA,NA,"Matozinhos",NA,NA,"43º57'18,2''W","19º30'27,7''S",NA,NA,NA,"785","785",NA,NA,NA,NA,NA,NA
"93","2020-09-22 13:48:26-03","USP","SPFW","6329","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Machate","Machate, D.J. Pace, M.R.; Miró, J.","11","2014","07",NA,NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-09-22 13:48:26-03","USP","SPFW","2277","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"Ceccantini, G.C.T. Melo Jr, J.C.F.; Freire, G. Q.; Jono, V.Y.","2709","2006","03","30",NA,"Brasil","Minas Gerais",NA,"-43.955083","-19.50775",NA,NA,NA,NA,"Matozinhos",NA,NA,"43º57'18,3''W","19º30'27,9''S",NA,NA,NA,"758","758",NA,NA,NA,NA,NA,NA
"95","2019-11-01 14:52:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Bijos, NR","Araújo, JF","IFN-59311611.1","2018","02","02","Southern America","Brasil","Bahia",NA,"-45","-11.880011",NA,"Conglomerado BA-593. Subunidade 1. Subparcela 10. Indivíduo 17. F8; Arbusto. 1,9 m de altura. Látex branco. Base reta. Casca cinza, fina e áspera, internamente amarela; Mata seca semidecídua. Terreno plano e solo areno-argiloso","UB0126904","UB0126904","Cotegipe",NA,NA,"-45","-11.880011","2018","06","06",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-01 14:52:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Villarroel, D","Villarroel, D; Martinez, MT; Aramayo, G; Nee, MH","3285","2014","02","28","Southern America","Bolivia","Santa Cruz","Cerro Mutún. Camino antiguo a los mástiles, áreas con afloramientos rocoso con superficie abrupta, con unos pocos arbusto dispersos y colonias de plantas que crecen dispersas en su superficie.","-58.544333","-19.359583",NA,NA,NA,NA,"Prov. Germán Busch",NA,NA,"-58.544333","-19.359583",NA,NA,NA,"310","310",NA,NA,NA,NA,NA,NA
"97","2021-01-04 10:56:55-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Zanatta, MRV","Zanatta, MRV; Faria, JEQ; Villarroel, D; Martins, RC","2361","2015","06","29","Southern America","Brasil","Mato Grosso do Sul","MS12","-53.624583","-20.472694",NA,"Estéril; Árvore; Cerrado sentido restrito alterado em beira de estrada",NA,NA,"Ribas do Rio Pardo",NA,NA,"-53.624583","-20.472694","2015","06","29",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-01 14:52:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Bijos, NR","Moraes, TM","IFN-49712691.10","2018","01","23","Southern America","Brasil","Bahia",NA,"-43.919794","-11.574256",NA,"Conglomerado BA-497. Subunidade 1. Subparcela 10. Indivíduo 16RN. F8; Arbusto, 1,80m de altura; Solo areno-argiloso, relevo plano. Transição entre cerrado-caatinga","UB0125482","UB0125482","Wanderley",NA,NA,"-43.919794","-11.574256","2018","05","31",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-01 14:52:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Bijos, NR","Moraes, TM","IFN-49712631.10","2018","01","23","Southern America","Brasil","Bahia",NA,"-43.919794","-11.574256",NA,"Conglomerado BA-497. Subunidade 1. Subparcela 10. Indivíduo 10RN. F8; Arbusto, 1,70m de altura; Solo areno-argiloso, relevo plano. Transição entre cerrado-caatinga","UB0125483","UB0125483","Wanderley",NA,NA,"-43.919794","-11.574256","2018","05","31",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-01 14:52:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Castello, ACD","Pott, A; Pott, VJ","7171","1995","08","16","Southern America","Brasil","Mato Grosso do Sul","Beira da lagoa do Jacadigo, Jacadigo","-57.783333","-19.216667",NA,"Árvore ereta de 5 metros de altura, flor creme; Remanescente de floresta semidecídua, em pastagem",NA,NA,"Corumbá",NA,NA,"-57.783333","-19.216667","2018","11",NA,"90","90",NA,NA,NA,NA,NA,NA
"101","2019-11-01 14:52:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Bijos, NR","Moraes, TM","IFN-54413202.10","2018","01","25","Southern America","Brasil","Bahia",NA,"-45.00175","-11.699983",NA,"Conglomerado BA-544. Subunidade 2. Subparcela 10. Indivíduo 48. F6; Árvore. DAP:9,3cm. 7,0m de altura. Base reta. Casca cinza, grossa e estriada, internamente amarela; Relevo plano. Solo argiloso. Transição cerrado-caatinga","UB0125484","UB0125484","Wanderley",NA,NA,"-45.00175","-11.699983","2018","06","06",NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-04 15:43:30-03","IF","SPSF","37353","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy",NA,"G.Durigan","R.T. Polisel & G.Durigan & G.A.D.C. Franco & E.Furlan & S.C.P.M.Souza & E.E.Macedo","148","2006","09","27","América do Sul","Brasil","SP","P.E.F.B.J. Núcleo Chapadão","-47.4700012207031","-20.25",NA,"COLETA: XLS: SPSFNovo; árvor, 7m, flores creme; GEOGRAFIA: campo rupestre&nf;UTM: X=247026 Y=7764895 ZONA=23K;",NA,NA,"Pedregulho",NA,NA,NA,NA,"2006","09","27",NA,NA,"27552","auto",NA,NA,"Magnoliopsida",NA
"103","2021-03-04 15:43:30-03","IF","SPSF","37352","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy",NA,"G.Durigan","R.T. Polisel & G.Durigan & G.A.D.C. Franco & E.Furlan & S.C.P.M.Souza & E.E.Macedo","147","2006","09","27","América do Sul","Brasil","SP","P.E.F.B.J. Núcleo Chapadão","-47.4700012207031","-20.25",NA,"COLETA: XLS: SPSFNovo; árvore, 7m, flores creme; GEOGRAFIA: campo rupestre&nf;UTM: X=247026 Y=7764895 ZONA=23K;",NA,NA,"Pedregulho",NA,NA,NA,NA,"2006","09","27",NA,NA,"27552","auto",NA,NA,"Magnoliopsida",NA
"104","2020-10-26 09:31:59-03","UNEMAT","NX-FANEROGAMAS","172","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hasslei","Ferreira W.M.",NA,"BS17","1996","02","15",NA,"Brasil","Mato Grosso","Reserva Indígena Areões, a 8km da Aldeia Mutum.","-51.97","-14.57",NA,"Mata de Brosimum rubescens Taub. Relevo plano. [HABITAT=Mata Seca]",NA,NA,"Água Boa",NA,NA,"-51.97","-14.57",NA,NA,NA,"250","250",NA,NA,NA,NA,NA,NA
"105","2021-03-03 22:00:02-03","FLAS","FLAS","189230","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"J. Richard Abbott","16250",NA,NA,NA,NA,"Bolivia","Santa Cruz",NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,"Ñuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2018-02-26 18:11:46-03","UM","RECOLNAT_UM_MPU","MPU022744","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy campestre","Hassl.","Daveau","Hassler, E.",NA,"1901",NA,NA,NA,"Paraguay",NA,"prope Concepcion",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu022744' target='other'> <mi>dwc_moreinfo</mi></a>","MPU022744",NA,NA,"campestre","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7199",NA,NA
"107","2018-02-26 18:11:47-03","UM","RECOLNAT_UM_MPU","MPU022745","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy campestre","Hassl.","Daveau","Hassler, E.",NA,"1901","8",NA,NA,"Paraguay",NA,"prope Concepcion",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu022745' target='other'> <mi>dwc_moreinfo</mi></a>","MPU022745",NA,NA,"campestre","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7199 a",NA,NA
"108","2014-03-03 13:31:24-03","GH","HU-HERB","GH 00057218","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy angustifolium","Hassler",NA,"K. Fiebrig","4292","1908",NA,NA,"South America","Paraguay",NA,"Zwischen Rio Apa und Rio Aquidaban",NA,NA,"Sheet",NA,NA,NA,NA,"angustifolium","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4292",NA,"undetermined"
"109","2014-03-03 13:19:47-03","A","HU-HERB","A 00057219","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy silvaticum","Hassler",NA,"T. Rojas","10601","1907","9",NA,"South America","Paraguay",NA,"In altaplanitie et declivibus Sierra de Amambay",NA,NA,"Sheet",NA,NA,NA,NA,"silvaticum","Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10601",NA,"undetermined"
