"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","sex"
"11","2020-11-26 18:07:01-03","CPAN-UFMS","COR","7193","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"Machate, D. J.; Fabri, J.","124","2015","04","14",NA,"Brasil","Mato Grosso do Sul","Morro do Bairro Guarani","-57.655","-19.036389",NA,"Arvoreta, 4 m de altura; fruto verde, imaturo; látex branco Habito: Arvoreta",NA,NA,"Corumbá",NA,NA,"57º39'18''W","19º2'11''S",NA,NA,NA,"171","171",NA,NA,NA,NA,NA,NA
"12","2021-03-02 16:28:33-03","CPAN-UFMS","COR","2009","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Machate, D. J.","Bueno, N. R.; Mendes, C .R. & Damasceno-Júnior, G. A.","31","1990","10","29",NA,"Brasil","Mato Grosso do Sul","Morro Bocaina; chácara São Marcos","-57.636389","-19.035556",NA,"Arbóreo; fruto marrom Habito: Arbóreo",NA,NA,"Corumbá",NA,NA,"57º38'11''W","19º2'8''S","2014","11","17","171","171",NA,NA,NA,NA,NA,NA
"13","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7204","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Machate, D. J.","Machate, D. J.","6","2014","06","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"2014","11","14",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-26 18:07:01-03","CPAN-UFMS","COR","2061","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Machate, D. J.","Bueno, N. R.;; Mendes, C. R.","75","1990","10","06",NA,"Brasil","Mato Grosso do Sul","Morro Bocaina","-57.636389","-19.035556",NA,"Árvore Habito: Árvore",NA,NA,"Corumbá",NA,NA,"57º38'11''W","19º2'8''S",NA,NA,NA,"171","171",NA,NA,NA,NA,NA,NA
"15","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7187","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Machate, D. J.","Machate, D. J.; Fabri, J.","122","2015","04","14",NA,"Brasil","Mato Grosso do Sul","Bairro Jardim dos Estados; rua Pará, perto da casa 3","-57.656667","-19.031667",NA,"Arvoreta, 4 m de altura; fruto cinzento; látex branco Habito: Arvoreta",NA,NA,"Corumbá",NA,NA,"57º39'24''W","19º1'54''S","2015","04","14","171","171",NA,NA,NA,NA,NA,NA
"16","2021-03-02 16:28:33-03","CPAN-UFMS","COR","7972","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Machate, D. J.","Ramos; G. B.","8","2001","06","15",NA,"Brasil","Mato Grosso do Sul","Bairro Nova Corumbá","-57.650833","-19.0425",NA,"Árvore, 7 m de altura; flor verde; fruto marrom; formigas na planta Habito: Arbóreo",NA,NA,"Corumbá",NA,NA,"57º39'3''W","19º2'33''S","2014","11","17","248","248",NA,NA,NA,NA,NA,NA
"17","2021-03-02 16:28:33-03","CPAN-UFMS","COR","14994","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes, W.","Takahasi, A.; Papa, F. M. & Jesus-Filha, M. L.","698","2005","08","09",NA,"Brasil","Mato Grosso do Sul","Fazenda São João","-57.6533012390137","-19.0091991424561",NA,"Arvoreta, 3 m de altura; fruto marrom Habito: Arvoreta",NA,NA,"Corumbá",NA,NA,NA,NA,"2009","06","29","88","88","295160","auto",NA,NA,NA,NA
"18","2021-03-15 16:10:38-03","CPAN-UFMS","COR","7199","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"D. J. Machate","126","2015","04","14",NA,"Brasil","Mato Grosso do Sul","Bairro Novo Ladário. área de vegetação do Cerrado antropizado; Solo latossolo; Relevo plano.","-57.6016998291016","-19.0046997070312",NA,"Látex branco; Local seco; Com Fruto: FRUTO:Fruto cinzento Habito: Árvore",NA,NA,"Ladário",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA
"19","2020-11-26 18:07:01-03","CPAN-UFMS","COR","3252","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D.J.Machate","Baracat, C.; Culau, R.","52","1993","11","30",NA,"Brasil","Mato Grosso do Sul","Estrada para o Morro do Rabicho. Campo; arenoso; pequenas elevações.","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,"Ladário",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA
"20","2020-11-26 18:07:01-03","CPAN-UFMS","COR","11253","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D.J.Machate","Damasceno Jr., G.A.","3238","2001","06","08",NA,"Brasil","Mato Grosso do Sul","Fazenda São João. Mata decídua de enconsta; Litólico e rico em Ferro; Morro.","-57.6016998291016","-19.0046997070312",NA,"Fitossociologia 4206",NA,NA,"Ladário",NA,NA,NA,NA,NA,NA,NA,"200","200","23141","auto",NA,NA,NA,NA
"21","2020-11-26 18:07:01-03","CPAN-UFMS","COR","13219","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"Ishii,I.H.",NA,"2002","10","11",NA,"Brasil","Mato Grosso do Sul","Faz.São Sebastião do Carandá. mata decídua; calacareo; plano.","-57.6016998291016","-19.0046997070312",NA,"Fitossociologia P15; n 5674",NA,NA,"Ladário",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA
"22","2020-11-26 18:07:01-03","CPAN-UFMS","COR","5437","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D.J.Machate","Bezerra, M.A.O.;Peixoto, J.L.","71","1997","06","13",NA,"Brasil","Mato Grosso do Sul","Morro do Rabicho. Morro; ;.","-57.6016998291016","-19.0046997070312",NA,"Tese da Prof. Mª Angélica Bezerra de Oliveira",NA,NA,"Ladário",NA,NA,NA,NA,NA,NA,NA,"85","85","23141","auto",NA,NA,NA,NA
"23","2020-11-04 10:59:42-03","ESALQ","ESA","20776","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy",NA,"Ferreira Neto, W.M.","Maestro, A.L. Silveira, A.M.","64.0","1994","10","10",NA,"Brasil","São Paulo",NA,"-49.3800010681152","-20.0300006866455",NA,NA,"ESA020776","ESA020776","Paulo de Faria",NA,NA,NA,NA,"2004",NA,NA,NA,NA,"29574","auto",NA,NA,NA,NA
"24","2020-11-19 10:22:34-03","CPAP","CPAP","13546","PreserverdSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. J. Machate","Pott, A.","7171","1995","08","13",NA,"Brasil","MS","Beira do Jacadigo, Jacadigo","-57.783333","-19.216667",NA,"Árvore ereta 5m de altura. FLOR: creme. FRUTO: não visto. INTERESSE: Florestal. FREQUÊNCIA: Esparsa. AMBIENTE: Remanescente de floresta semidecídua, em pastagem. SUBSTRATO: solo argiloso raso, com afloramento de minério Fe. RELEVO: quase plano, Encosta I",NA,NA,"Corumbá",NA,NA,"57°47' W","19°13' S","2014","11","19","90","90",NA,NA,NA,NA,NA,NA
"25","2020-11-19 10:22:34-03","CPAP","CPAP","22950","PreserverdSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","A. L. Scudeler","Pott, A.","9285","2001","07","03",NA,"Brasil","MS","Laje do cocho 500m S da sede da Fazenda Uruba","-57.486389","-19.071667",NA,"Arbusto/Árvoreta flores ausentes, frequência Ocasional. Campo com Arbustos e Árvores Esparso.s em bancada laterítica,. Solo: litólico de ferro,. Relevo: quase plano..",NA,NA,"Ladário",NA,NA,"57°29'11'' W","19°04'18'' S","2017","05","30","110","110",NA,NA,NA,NA,NA,NA
"26","2020-11-19 10:22:34-03","CPAP","CPAP","9247","PreserverdSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. J. Machate","Silva, M. P. da","90","1989","06","01",NA,"Brasil","MS","Fazenda do Sr. Claudionor Duarte, a esquerda da estrada para Forte Coimbra - ponto 4, planta 4.62","-57.55","-19.516667",NA,"Arbóreo, 2m de altura. FLOR: não vista. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Mata. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"Corumbá",NA,NA,"57°33' W","19°31' S","2014","11","19","100","100",NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:40:53-03","UFMS","CGMS","53476","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"D.J. Machate; D.J. Machate; A. Graziela","77","2014","11","28",NA,"Brasil","Mato Grosso do Sul","Piraputanga.","-55.7719445","-20.6522222",NA,"Rauvolfioideae. Fruto verde, imaturo. Látex branco. Habitat: Em área de vegetação de floresta Semidecidual Submontana. Solo litólico. Relevo inclinado. Local seco. Habito: Árvore. 7,00 m de altura.","CGMS002168",NA,"Aquidauana",NA,NA,"-55,7719445","-20,6522222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:40:53-03","UFMS","CGMS","58564","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","A.L. Scudeler","A. Pott; V.J. Pott","13084","2005","08","18",NA,"Brasil","Mato Grosso do Sul","1,5 Km SE do Assentamento Taquaral.","-57.6758334","-19.1022222",NA,"Flor ausente. Fruto ausente. Casca corticosa. Habitat: Mata calcária decídua com Calycophyllum, Ceiba e Aspidosperma. Solo argiloso calcário. Relevo ondulado. Habito: Árvore. 6,00 - 10,00 m de altura. Freqüente.","CGMS002041",NA,"Corumbá",NA,NA,"-57,6758334","-19,1022222","2017","06","03","270","270",NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:40:53-03","UFMS","CGMS","53479","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"D.J. Machate; D.J. Machate; J. Fabri","126","2015","04","14",NA,"Brasil","Mato Grosso do Sul","Bairro Novo Ladário.","-57.6127778","-19.0288889",NA,"Rauvolfioideae. Fruto cinzento. Látex branco. Habitat: Em área de vegetação do Cerrado antropizado. Solo latossolo. Relevo plano. Local seco. Habito: Árvore. 5,00 m de altura.","CGMS002167",NA,"Ladário",NA,NA,"-57,6127778","-19,0288889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:40:53-03","UFMS","CGMS","36468","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. Machate","A. Pott; V.J. Pott; L.C.P. Lima; C.N. da Cunha; E.A. Silveira; H. Ferreira; E.C. Arruda","9441","2001","09","18",NA,"Brasil","Mato Grosso do Sul","Reserva Acurizal (Ecotropica), Serra do Amolar, borda oeste do Pantanal.","-57.55","-17.8419444",NA,"Flor acinzentada. Fruto ausente. Ritidoma corticoso. Habitat: Floresta decidual. Solo litólico. Relvo encosta inferior. Habito: Árvore. Esparsa. 8,00m de altura.","CGMS1065877",NA,"Corumbá",NA,NA,"-57,55","-17,8419444","2015","03","27","120","120",NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:40:53-03","UFMS","CGMS","44366","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. Machate","A. Pott; H. Ferreira; E.C. Arruda","9485","2001","09","21",NA,"Brasil","Mato Grosso","Moquém, Reserva Acurizal (Ecotropica), Serra do Amolar, borda do Pantanal.","-57.5","-17.8666667",NA,"Flor ausente. Fruto acinzentado. Ponto MQCC-1. Ritidoma corticoso esbranquiçado. Habitat: Campo cerrado de árvores 5-10 m de altura e Trachypogon (savana parque). Solo litólico. Relevo topo de morro. Habito: Árvore. Frequente. 4,00-8","CGMS1074332",NA,"Poconé",NA,NA,"-57,5","-17,8666667","2015","03","27","130","130",NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:40:53-03","UFMS","CGMS","48102","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D.J. Machate","D.J. Machate; A.G.S. Arruda","77","2014","11","28",NA,"Brasil","Mato Grosso do Sul","Piraputanga, Morro de formação secundária.","-55.7719445","-20.6522222",NA,"Fruto verde, imaturo. Habitat: Cerrado. Solo arenoso Habito: Árvore, 7.00 m de altura.","CGMS1078064",NA,"Aquidauana",NA,NA,"-55,7719445","-20,6522222","2014","12","11","168","168",NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:40:53-03","UFMS","CGMS","53478","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"D.J. Machate; D.J. Machate; J. Fabri","124","2015","04","14",NA,"Brasil","Mato Grosso do Sul","Morro do Bairro Guarani.","-57.6519444","-19.0361111",NA,"Rauvolfioideae. Fruto verde, imaturo. Látex branco. Habitat: Em área de vegetação de floresta Semidicidual Submontana antropizado. Solo arenoso-litólico. Relevo inclino. Local seco. Habito: Arvoreta. 4,00 m de altura.","CGMS002164",NA,"Corumbá",NA,NA,"-57,6519444","-19,0361111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:40:53-03","UFMS","CGMS","51016","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","A.L. Scudeler","A. Pott; H. Ferreira; E.C. Arruda","9485","2001","09","21",NA,"Brasil","Mato Grosso","Moquém, Reserva Acurizal (Ecotropica), Serra do Amolar, borda oeste do Pantanal.","-57.5","-17.8666667",NA,"Flor ausente. Fruto acinzentado. Ponto MQCC-1. Ritidoma corticoso esbranquiçado. Habitat: Campo cerrado de Árvore 5-10 m de altura e Trachypogon (savana parque). Solo litólico. Relevo top de morro. Habito: Árvore. 4,00 - 8,00 m de alt","CGMS002042",NA,"Poconé",NA,NA,"-57,5","-17,8666667","2017","06","03","130","130",NA,NA,NA,NA,NA,NA
"35","2021-04-07 11:40:52-03","UFMS","CGMS","23929","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. Machate","G.A. Damasceno-Junior; J.S. Velasques; I.M. Bortolotto; R.V. Ávila","2893","2002","05","13",NA,"Brasil","Mato Grosso do Sul","Baía do Castelo.","-57.5805556","-18.8830556",NA,"Expedição com o Globo Rural. Habitat: Mata decídua; solo litólico-calcário; relevo morro. Habito: Arbóreo. 8,00m de altura.","CGMS1053342",NA,"Corumbá",NA,NA,"-57,5805556","-18,8830556","2015","03","27",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:40:53-03","UFMS","CGMS","58565","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","A.L. Scudeler","A. Pott; V.J. Pott","11318","2003","08","17",NA,"Brasil","Mato Grosso do Sul","Aldeia Terena Limão Verde.","-55.6913889","-20.3291667",NA,"Flor verde-esbranquiçada. Fruto castanho claro. Látex branco. Casca corticosa clara.Inflorescência verde clara. Flor odorosa. Habitat: Cerrado rupestre decidual. Solo litólico, arenito. Relevo fortemente inclinado, sopí de paredão. Ha","CGMS002040",NA,"Aquidauana",NA,NA,"-55,6913889","-20,3291667","2017","06","03","290","290",NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:40:53-03","UFMS","CGMS","53477","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"D.J. Machate; D.J. Machate; J. Fabri","122","2015","04","14",NA,"Brasil","Mato Grosso do Sul","Jardim dos Estados, Rua Pará perto da casa 3.","-56.6119444","-19.0358333",NA,"Rauvolfioideae. Fruto cinzento. Látex branco. Habitat: Em área de vegetação de floresta Semidecidual Submontana. Solo litólico. Relevo inclinado. Local seco. Habito: Arvoreta. 4,00 m de altura.","CGMS002163",NA,"Corumbá",NA,NA,"-56,6119444","-19,0358333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-07 11:40:53-03","UFMS","CGMS","63942","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. Machati","G.A. Damasceno Junior; J.S. Velasques; I.M. Bortolotto; R.V. Ávila","2893","2002","05","13",NA,"Brasil","Mato Grosso do Sul","Baía do castelo - Paredão de cactáceas.","-57.5802778","-18.8830556",NA,NA,"CGMS1096910",NA,"Corumbá",NA,NA,"-57,5802778","-18,8830556","2015","02","25","90","90",NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:40:53-03","UFMS","CGMS","53474","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"D.J. Machate; D.J. Machate; M. Orquiza; P. Pessoa; C. Chaparru","44","2014","11","18",NA,"Brasil","Mato Grosso do Sul","Parque Piraputanga.","-57.6372222","-19.2438889",NA,"Rauvolfioideae. Fruto castanho. Látex branco.Folha retirada, por David Machate, para fotoscopia foliar. Habitat: Em área de vegetação de Floresta Estacional Semidecidual Submontana. Relevo inclinado. Local seco. Habito: Arvoreta. 4,00","CGMS002166",NA,"Corumbá",NA,NA,"-57,6372222","-19,2438889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:40:53-03","UFMS","CGMS","63941","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. Machati","G.A. Damasceno Junior; J.S. Velasques; V.R. Maria; J. Batilani; A. Pott","3692","2005","09","02",NA,"Brasil","Mato Grosso do Sul","Fazenda Remanso em topo de morro.","-56.7358333","-20.8252778",NA,NA,"CGMS1096909",NA,"Corumbá",NA,NA,"-56,7358333","-20,8252778","2015","02","25","365","365",NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:40:52-03","UFMS","CGMS","33804","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. Machate","G.A. Damasceno-Junior; M. Soares Lima; M.M. Garcia","2142","2001","01","30",NA,"Brasil","Mato Grosso do Sul","Fazenda São Marcelo, Morro Santa Cruz.","-57.5833333","-19.1830556",NA,NA,"CGMS1063201",NA,"Ladário",NA,NA,"-57,5833333","-19,1830556","2015","03","27","400","400",NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:40:53-03","UFMS","CGMS","44934","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D.J. Machate","D.J. Machate; M.A. Farinaccio; A.P. Souza; T.R.F. Sinani.","6","2014","06","04",NA,"Brasil","Mato Grosso do Sul","Estrada para o Parque Natural Municipal Cachoeira do APA; junto a montanha.","-57.5666667","-21.8594444",NA,"Rauvolfioideae. Fruto verde claro; alvo pintalgado. Látex branco. Habitat: Em área de trasição Chaco-Cerrado. Habito: Árvore, cerca de 8 m de altura.","CGMS1074900",NA,"Porto Murtinho",NA,NA,"-57,5666667","-21,8594444","2014","11","14",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:40:53-03","UFMS","CGMS","53475","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"D.J. Machate; D.J. Machate; M. Orquiza; P. Pessoa; C. Chaparru","45","2014","11","18",NA,"Brasil","Mato Grosso do Sul","Parque Piraputanga.","-57.6352777","-19.2411111",NA,"Rauvolfioideae. Fruto castanho. Látex branco. Habitat: Em área de vegetação de Floresta Estacional Semidecidual Submontana. Relevo inclinado. Local seco. Habito: Árvore. 10,00 m de altura.","CGMS002165",NA,"Corumbá",NA,NA,"-57,6352777","-19,2411111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
