"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","infraspecificEpithet","individualCount","typeStatus"
"11","2020-02-08 09:38:22-03","NBC","NL-BOTANY","U.1071872","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Rainer HGR","Silva GP da; et al.",NA,"2002","11","05","Southern America","Brazil","Goiás",NA,"Luziania - GO. Area próximo ao encontro dos rios Lagoinha e Alagado. Ponto 7. AII","-48.218056","-16.204722",NA,NA,NA,"Cerrado sensu stricto. Acidentado. Latossolo vermelho amarelo.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071872","NL-U1071872",NA,NA,"2006","Magnoliopsidae","07","04","U 0229348","-48.218056","-16.204722",NA,NA,NA
"12","2020-02-08 09:38:22-03","NBC","NL-BOTANY","U.1071873","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Rainer HGR","Rezende JM de; et al.",NA,"2002","12","10","Southern America","Brazil","Goiás",NA,"Luziania - GO. Fazenda ENGEXPLO. Margem direita do rio Corumbá a montante.","-48.211667","-16.316944",NA,NA,NA,"Cerrado antropizado. Ondulado. Cascalhento.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071873","NL-U1071873",NA,NA,"2006","Magnoliopsidae","07","04","U 0229347","-48.211667","-16.316944",NA,NA,NA
"13","2020-02-08 09:38:22-03","NBC","NL-BOTANY","U.1071874","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Rainer HGR","Oldenburger FHF; Mecenas VV",NA,"1975","09","02","Southern America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071874","NL-U1071874",NA,NA,"1998","Magnoliopsidae","06","01","U 0145010",NA,NA,NA,NA,NA
"14","2020-02-08 09:38:22-03","NBC","NL-BOTANY","U.1071878","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Rainer HGR","Mendonça RC; Ferreira CCS",NA,"1994","10","25","Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071878","NL-U1071878",NA,NA,"1995","Magnoliopsidae","12","01","U 0145014",NA,NA,NA,NA,NA
"15","2020-02-08 09:38:22-03","NBC","NL-BOTANY","U.1071879","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Rainer HGR","Mendonça RC; Ferreira CCS",NA,"1994","10","24","Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071879","NL-U1071879",NA,NA,"1995","Magnoliopsidae","12","01","U 0145015",NA,NA,NA,NA,NA
"16","2020-02-08 09:38:22-03","NBC","NL-BOTANY","U.1071880","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Rainer HGR","Schiavini I",NA,"1991","11","11","Southern America","Brazil","Goiás",NA,NA,"-47.616667","-16.766667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071880","NL-U1071880",NA,NA,"1995","Magnoliopsidae","12","01","U 0145016","-47.616667","-16.766667",NA,NA,NA
"17","2019-02-15 11:32:46-02","IPA","IPA","39255","S","Plantae","Plantae",NA,"Annonaceae","Annona","malmeana","Annona malmeana vestila","R.E.Fr.",NA,"Gardner, G.","2773","1839","09",NA,"Southern America","Brasil","Pernambuco",NA,"Banks of the Rio Preto.",NA,NA,NA,NA,NA,"3 feet high. Fl. yellow.","IPA0039255","IPA0039255",NA,NA,NA,NA,NA,NA,NA,NA,NA,"vestila",NA,NA
"18","2021-02-22 14:46:08-03","UFSM","SMDB","19637","S","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E. Fr.","Rainer, H","Cordeiro, I; Mamede, MCH; Sajo, MG; Varanda, EM","417","1987",NA,NA,NA,NA,"Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Cachoeir",NA,NA,NA,NA,NA,"Arbusto ca. 1,0m alt., ramos semi-prostados, botões esverdeados; No interior da mata","SMDB019637",NA,NA,NA,"2006",NA,"06",NA,NA,NA,NA,NA,NA,NA
"19","2021-02-11 17:17:50-03","UFPR","UPCB","62088","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fries","Mello-Silva, R.","Pereira, E.","10297","1965","10","19",NA,"Brasil","Goiás","Formosa","Poções.","-47.334400177002","-15.5371999740601",NA,NA,NA,"Arbusto 1-1,5m, flores esverdeadas..",NA,NA,"113054","auto","1987",NA,"08","15",NA,NA,NA,NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","3347860","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E. Fr.","H. Rainer","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 18928","1968","1","21","South America","Brazil",NA,NA,"Cerrado. 75 km N of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Maranhão. Cerrado slope.",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","3357711","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E. Fr.","H. Rainer (WU)","B.A.S. Pereira|D. Alvarenga","Pereira 3275","1996","11","23","South America","Brazil","Goiás",NA,"Mun. de Posse. Cerrado, solo arenoso; 6 km NE de Posse.","-46.33333","-14.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2014-12-22 22:44:00-02","MO","MOBOT","3410844","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E. Fr.","H. Rainer","Roberta C. de Mendonça|R. Marquete|A.M.S. da Fonseca Vaz|Marina L. Fonseca|G. Nunes","Mendonça 2916","1996","11","22","South America","Brazil","Goiás",NA,"Municipio de Alto Paraiso, Parque Nacional Chapada dos Veadeiros-PNCV, Vegetacao: cerrado alto; proximo a uma area de mineracao area semi-degradad; Solo concrecionario com afloramento quartzoso; Relevo: plano.","-47.6841666","-14.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","3410847","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E. Fr.","J. van Rooden","Ghillean T. Prance","Prance 18911","1973","10","13","South America","Brazil",NA,NA,"Chapada dos Guimaraes, cerrado behind Colegio de Buriti.",NA,NA,"720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-08-31 09:11:58-03","INPA","INPA","139827","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Reiner, H","Alves, MA","216","1983","11","08","Southern America","Brasil","Distrito Federal",NA,"Estação Florestal (Abeca de Veado. ca. de 20 km a SE de Brasília).",NA,NA,NA,NA,NA,NA,"INPA0139827","INPA0139827 INPA0139827_e INPA0139827_nd",NA,NA,"2014",NA,"01",NA,NA,NA,NA,NA,NA,NA
"25","2020-08-31 09:11:58-03","INPA","INPA","220337","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Reiner, H","Guarino, ESG","503","2000","11","24","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Sucupira, estrada entre o Restaurante e a Sede da Fazenda, à direita. Cerrado sensu strictu. Solo argiloso.","-47.9296989440918","-15.7797002792358","1100","1100",NA,NA,"INPA0220337","INPA0220337 INPA0220337_e INPA0220337_nd","70570","auto","2014",NA,"01",NA,NA,NA,NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","3080572","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E. Fr.",NA,"B. A. S. Pereira","669","1983","7","28","South America - Neotropics","Brazil","Distrito Federal",NA,"Margem da rodovia DF 11, Km 12",NA,NA,NA,NA,NA,NA,"US01347008","US01347008_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"27","2020-09-12 05:00:02-03","US","US","2977540","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E. Fr.",NA,"E. P. Heringer","16867","1978","9","23","South America - Neotropics","Brazil","Goiás",NA,"Serra de Caldas",NA,NA,NA,NA,NA,NA,"US01347009","US01347009_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"28","2019-11-13 11:14:35-03","USP","SPF","215204","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Lopes, JC","Rezende, JM","753","2002","12","10",NA,"Brasil","Goiás","Luziânia",NA,"-48.211667","-16.316944","877","877",NA,NA,"SPF00215204",NA,NA,NA,"2019",NA,"02",NA,NA,"-48.211667","-16.316944",NA,NA,NA
"29","2021-03-15 18:24:26-03","USP","SPF","220045","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Lopes, JC","Antar, GM","279","2013","10","29",NA,"Brasil","Tocantins","Mateiros","Parque Estadual do Jalapão, Próximo à sede do Parque.","-46.506472","-10.575361","521","521",NA,"Arbusto levemente prostrado. Folhas discolores. Cálice esverdeado, pétalas amareladas.","SPF00220045",NA,NA,NA,"2014",NA,"12",NA,NA,"-46.506472","-10.575361",NA,NA,NA
"30","2019-11-13 11:14:35-03","USP","SPF","230143","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Antar, GM","Fagg, CW","1990","2008","11","19",NA,"Brasil","Tocantins","Ponte Alta do Tocantins",NA,"-47.52","-10.76","336","336",NA,NA,"SPF00230143",NA,NA,NA,"2015",NA,"07",NA,NA,"-47.52","-10.76",NA,NA,NA
"31","2019-11-13 11:14:35-03","USP","SPF","230145","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Antar, GM","Melo, E","7164","2009","11","08",NA,"Brasil","Tocantins","Ponte Alta do Tocantins",NA,"-48.2","-10.419444","434","434",NA,NA,"SPF00230145",NA,NA,NA,"2015",NA,"07",NA,NA,"-48.2","-10.419444",NA,NA,NA
"32","2020-12-02 09:06:47-03","UNITINS","HUTO","2549","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E. Fr.","Fonseca, M.L.","Guimarães, L.L.","103","2008","10","17",NA,"Brasil","Tocantins","Dianópolis","Bacia do Tocantins. Sub-bacia do rio Palma. Solo arenoso. Relevo plano","-46.676944","-11.670833","619","619",NA,"Subarbusto 1 m de altura.folhas membranáceas. Botão floral cor verde. Flor amarela, carnosa; Campo cerrado/ cerrado ralo adjacente a vereda","HUTO002549","HUTO002549",NA,NA,"2010",NA,"08",NA,NA,"-46.676944","-11.670833",NA,NA,NA
"33","2019-10-07 09:23:13-03","UEFS","HUEFS","157516","PreservedSpecimen","Plantae","Angiospermae","Magnoliales","Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","G.M.Antar","Melo, E.","7164","2009","11","08",NA,"Brasil","Tocantins","Ponte Alta do Tocantins","Ca. 60 Km E, Ponte Alta.","-47.117222","-10.416944","434","434",NA,"Cerrado.","HUEFS0157516","HUEFS0157516",NA,NA,"2015","Magnolianae","07",NA,NA,"47W7'2''","10S25'1''",NA,NA,NA
"34","2019-09-04 19:12:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Annona","malmeana","Annona malmeana",NA,NA,"G. O. A. Malme",NA,"1902","11","12","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"35","2021-03-03 13:40:37-03","IBt","SP","221940","S","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.","Rainer, H","Cordeiro, I; Mamede, MCH; Sajo, MG; Varanda, EM","417","1987","11","20",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Parque Nacional da Chapada dos Veadeiros, Cachoeira do rio Preto","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Arbusto ca. 1,0m alt., ramos semi-prostados, botões esverdeados, no interior da mata","SP023225","SP023225","44724","auto","2012",NA,"05","06",NA,NA,NA,NA,NA,NA
"36","2021-02-25 09:37:52-03","IBt","SP","106249","S","Plantae",NA,NA,"Annonaceae","Annona","malmeana","Annona malmeana","R.E.Fr.",NA,"Irwin, HS","9882","1965","11","03",NA,"Brasil","Goiás","Cristalina",NA,"-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
